x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,y,x20
0.096,0.039,0.974,-2.997,-2.417,7.675,-1.676,-0.159,0.373,0.13,1.909,0.673,0.58,-2.254,-0.204,0.647,-1.102,-2.615,-0.179,1.0,-0.2
-0.018,-0.305,0.683,-4.263,-1.562,7.874,-2.415,0.159,0.309,0.168,2.838,0.596,0.976,-2.817,-0.226,0.386,0.008,-1.567,-0.451,1.0,-0.084
0.338,0.045,0.67,-3.967,-2.127,7.806,-1.927,-0.119,0.389,0.25,2.669,0.585,0.821,-2.513,-0.317,0.461,-0.686,-1.922,-0.487,1.0,-0.186
0.105,0.085,0.72,-3.716,-2.297,8.102,-1.766,-0.049,0.556,0.125,2.427,0.699,0.851,-2.663,-0.394,0.561,-0.884,-2.087,-0.173,1.0,-0.527
0.008,-0.149,0.947,-4.491,-1.525,7.854,-2.476,-0.02,0.332,0.143,3.137,0.828,1.014,-3.005,-0.317,0.517,-0.048,-1.396,-0.311,1.0,-0.371
-0.146,-0.08,1.491,-3.539,-2.572,7.387,-1.834,-0.07,0.294,0.341,2.124,0.785,0.855,-2.498,-0.034,0.215,-0.241,-1.805,-0.427,1.0,-0.316
0.071,0.066,1.113,-3.963,-1.758,7.82,-2.229,-0.002,0.363,0.139,2.622,0.932,0.848,-2.631,-0.311,0.662,-0.35,-1.886,-0.185,1.0,-0.358
-0.16,-0.191,0.169,-4.446,-1.072,7.805,-2.465,0.029,0.105,0.224,2.996,0.935,0.976,-2.69,0.01,0.146,0.565,-1.294,-0.201,1.0,0.033
-0.154,-0.301,1.034,-3.516,-1.996,7.637,-2.203,0.114,0.063,0.233,2.226,0.564,0.9,-2.363,-0.088,0.461,-0.209,-1.864,-0.701,1.0,-0.241
0.151,0.157,1.042,-3.841,-1.972,7.655,-2.04,0.097,0.675,-0.19,2.582,0.766,0.903,-3.012,-0.735,1.286,-1.07,-1.063,-0.404,1.0,-0.851
0.143,0.353,0.644,-4.169,-2.153,8.487,-2.315,0.26,0.664,-0.227,2.832,0.792,1.016,-3.175,-0.76,1.111,-1.024,-1.3,-0.099,1.0,-0.95
-0.037,-0.164,0.433,-4.583,-1.015,7.102,-2.259,0.163,0.496,0.083,3.066,0.79,1.038,-3.129,-0.256,0.565,0.033,-0.47,0.022,1.0,-0.33
0.18,0.187,0.179,-4.038,-1.441,7.247,-2.054,0.188,0.575,-0.105,2.563,0.86,0.927,-3.007,-0.595,0.772,-0.665,-0.85,0.03,1.0,-0.699
0.033,-0.247,0.658,-3.796,-2.062,8.441,-2.131,-0.13,0.386,0.282,2.576,0.69,0.704,-2.684,-0.164,0.347,-0.634,-2.419,-0.291,1.0,-0.359
-0.055,-0.212,0.831,-3.922,-2.401,8.437,-2.036,0.04,0.226,0.339,2.753,0.635,0.883,-2.659,-0.185,0.463,-0.42,-2.162,-0.335,1.0,-0.115
0.237,0.039,0.525,-3.727,-1.948,7.943,-2.043,0.229,0.551,-0.072,2.473,0.724,0.873,-2.697,-0.494,0.89,-1.043,-1.654,-0.311,1.0,-0.578
-0.045,-0.216,0.677,-3.999,-1.872,8.209,-2.247,0.011,0.045,0.454,2.78,0.529,0.824,-2.621,0.026,-0.148,-0.059,-2.159,-0.55,1.0,0.098
-0.172,-0.004,0.374,-4.253,-1.07,7.337,-2.457,-0.008,0.234,0.112,2.892,0.523,0.877,-2.758,-0.213,0.341,0.288,-0.807,-0.1,1.0,-0.08
-0.094,-0.056,0.551,-4.222,-1.606,8.728,-2.711,0.052,0.276,0.103,2.887,0.871,0.885,-2.922,-0.196,0.546,0.001,-1.858,-0.216,1.0,-0.269
0.021,-0.306,0.639,-4.644,-1.505,8.064,-2.685,0.112,0.172,0.194,2.942,0.605,1.054,-3.028,-0.205,0.295,-0.1,-1.37,-0.204,1.0,0.005
-0.209,-0.348,0.26,-3.864,-2.207,8.431,-2.255,0.139,-0.159,0.532,2.637,0.898,0.937,-2.225,0.278,-0.25,0.338,-2.334,-1.044,1.0,0.285
0.169,-0.087,0.306,-3.46,-2.131,7.83,-1.895,-0.027,0.356,0.133,2.347,0.684,0.786,-2.627,-0.407,0.433,-0.942,-2.119,-0.284,1.0,-0.385
-0.053,-0.151,0.75,-3.797,-2.538,8.092,-1.907,-0.022,0.088,0.45,2.602,0.921,1.065,-2.371,0.031,-0.037,-0.177,-2.278,-0.583,1.0,0.159
-0.013,-0.244,0.123,-4.479,-0.83,8.052,-2.837,0.104,0.338,0.234,3.204,0.775,0.908,-2.956,-0.209,0.405,-0.084,-1.038,-0.188,1.0,-0.275
-0.124,-0.356,0.82,-3.926,-2.336,8.614,-2.319,0.123,-0.045,0.259,2.582,0.793,0.872,-2.64,0.005,0.063,-0.065,-2.426,-0.447,1.0,0.164
0.261,0.157,0.729,-3.813,-1.921,8.084,-2.27,0.051,0.427,0.142,2.671,0.699,0.744,-2.773,-0.551,0.766,-0.98,-1.905,-0.368,1.0,-0.459
0.091,-0.015,0.958,-3.954,-1.704,7.845,-2.275,0.281,0.643,-0.071,2.756,0.617,0.829,-2.812,-0.578,0.976,-0.668,-1.449,-0.198,1.0,-0.59
0.276,0.147,0.286,-3.769,-2.14,8.153,-1.898,-0.393,0.676,0.211,2.627,0.782,0.775,-2.912,-0.664,0.762,-1.348,-1.968,-0.101,1.0,-0.787
0.113,0.617,0.534,-3.562,-2.285,8.403,-1.828,-0.1,0.735,-0.424,2.435,0.671,0.656,-2.704,-0.756,1.34,-1.204,-2.044,0.229,1.0,-0.966
0.185,0.017,-0.019,-3.931,-2.191,8.426,-1.92,-0.199,0.233,0.202,2.642,0.833,0.945,-2.914,-0.365,0.544,-0.847,-2.253,-0.218,1.0,-0.162
0.046,-0.182,0.644,-3.681,-2.389,8.412,-1.983,-0.137,-0.038,0.428,2.411,0.745,0.79,-2.57,-0.01,0.254,-0.415,-2.775,-0.391,1.0,0.126
-0.082,-0.141,1.015,-4.191,-1.584,7.993,-2.618,0.243,0.046,0.099,2.98,0.951,1.19,-2.766,-0.192,0.399,-0.032,-1.346,-0.174,1.0,-0.044
-0.031,-0.291,0.552,-3.935,-2.065,8.203,-2.229,-0.062,-0.098,0.444,2.871,0.715,1.025,-2.34,0.212,0.046,0.107,-2.234,-0.567,1.0,0.259
0.018,-0.298,0.19,-3.664,-1.654,7.629,-2.05,-0.053,0.009,0.291,2.503,0.695,0.767,-2.54,-0.012,-0.006,-0.353,-2.067,-0.515,1.0,0.26
-0.047,-0.254,0.873,-4.299,-2.024,8.523,-2.426,0.096,0.28,0.182,2.838,0.794,0.968,-2.895,-0.332,0.551,-0.357,-1.728,-0.619,1.0,-0.186
0.163,0.186,0.137,-3.916,-1.621,7.599,-2.021,0.059,0.28,0.087,2.534,0.697,0.771,-2.666,-0.302,0.561,-0.325,-1.546,-0.089,1.0,-0.039
0.008,-0.215,0.774,-4.193,-1.485,7.556,-2.162,-0.167,-0.123,0.482,2.607,0.785,0.614,-2.517,0.064,0.302,0.52,-1.979,-0.445,1.0,0.326
-0.164,-0.258,0.374,-4.16,-1.791,8.316,-2.49,0.077,0.096,0.424,2.837,0.83,0.974,-2.711,0.204,-0.125,-0.062,-1.747,-0.603,1.0,0.135
0.023,-0.225,0.439,-4.094,-2.349,8.818,-2.281,0.183,0.001,0.321,2.751,0.829,0.934,-2.769,0.033,0.292,-0.361,-2.25,-0.423,1.0,0.085
0.086,0.06,0.771,-4.163,-2.077,8.594,-2.492,0.21,0.687,-0.267,2.912,0.93,1.033,-2.911,-0.687,1.183,-0.94,-1.323,-0.328,1.0,-0.974
0.041,-0.105,0.618,-4.244,-2.281,8.929,-2.319,0.169,0.597,0.213,2.892,0.733,0.919,-2.773,-0.297,0.511,-0.709,-1.865,-0.377,1.0,-0.487
0.018,-0.321,0.397,-4.139,-1.837,8.086,-2.085,0.136,0.222,0.159,2.807,0.895,0.793,-2.818,-0.244,0.431,-0.201,-1.413,-0.193,1.0,-0.204
0.199,0.199,0.426,-3.516,-2.06,7.68,-1.719,0.086,0.786,-0.057,2.285,0.521,0.65,-2.622,-0.884,0.871,-1.334,-1.501,-0.069,1.0,-0.797
0.301,0.224,0.701,-3.889,-2.276,8.111,-1.946,-0.121,0.377,-0.136,2.651,0.79,0.982,-2.99,-0.532,0.9,-0.993,-1.977,-0.176,1.0,-0.378
-0.106,-0.238,1.136,-3.933,-2.888,8.788,-1.979,0.084,-0.154,0.479,2.673,0.918,1.069,-2.478,0.364,-0.154,-0.071,-2.586,-0.717,1.0,0.276
0.105,-0.136,0.157,-3.435,-2.298,7.767,-1.843,-0.011,0.364,0.267,2.222,0.814,0.906,-2.597,-0.258,0.449,-0.841,-1.908,-0.617,1.0,-0.33
0.031,0.033,0.848,-4.201,-1.316,7.515,-2.427,0.033,0.427,0.09,2.973,0.877,0.889,-3.196,-0.506,0.74,-0.241,-0.762,-0.42,1.0,-0.677
0.18,0.084,0.708,-3.353,-2.459,8.148,-1.679,-0.126,0.632,0.103,2.144,0.8,0.609,-2.572,-0.505,0.89,-1.361,-2.385,-0.107,1.0,-0.582
0.195,-0.035,-0.033,-3.813,-1.835,8.383,-2.068,-0.19,0.436,0.287,2.77,0.863,0.767,-2.652,-0.289,0.128,-0.628,-2.152,-0.26,1.0,-0.435
-0.111,-0.117,0.571,-3.998,-1.794,8.37,-2.35,0.197,0.25,0.278,2.859,0.827,0.997,-2.723,-0.251,0.348,-0.461,-1.807,-0.324,1.0,-0.15
0.041,-0.133,0.928,-4.27,-2.159,8.455,-2.238,0.044,0.315,-0.003,2.788,0.707,0.91,-2.882,-0.374,0.817,-0.406,-1.915,-0.259,1.0,-0.44
-0.086,-0.006,0.044,-3.517,-2.076,7.802,-1.857,-0.268,0.527,0.099,2.48,0.659,1.0,-2.591,-0.345,0.353,-0.645,-1.741,-0.123,1.0,-0.478
0.262,0.168,0.099,-4.0,-1.895,8.181,-2.205,-0.031,0.486,-0.209,2.62,0.852,1.035,-3.092,-0.625,0.988,-1.071,-2.029,0.068,1.0,-0.49
0.238,0.157,0.689,-3.432,-2.987,8.726,-1.792,-0.094,0.41,0.186,2.375,0.806,0.779,-2.5,-0.409,0.378,-1.271,-2.846,-0.268,1.0,-0.431
0.069,0.133,0.922,-3.831,-2.844,8.625,-2.067,0.298,0.495,-0.091,2.494,0.653,1.001,-2.834,-0.48,0.921,-0.914,-1.841,-0.26,1.0,-0.649
0.012,-0.134,0.416,-3.827,-1.689,7.527,-1.894,-0.248,0.497,0.289,2.573,0.559,0.869,-2.527,-0.183,0.383,-0.411,-1.961,-0.21,1.0,-0.296
0.254,-0.053,0.29,-4.562,-0.819,7.149,-2.573,0.092,0.411,0.006,3.22,0.892,1.141,-2.88,-0.531,0.794,0.179,-0.241,-0.124,1.0,-0.545
0.142,0.33,0.416,-3.385,-3.165,9.072,-1.697,-0.063,0.46,0.022,2.266,0.656,0.903,-2.423,-0.549,0.759,-1.084,-2.784,-0.27,1.0,-0.549
0.037,-0.206,0.418,-4.22,-2.244,9.13,-2.237,0.073,0.523,0.313,2.918,0.806,0.892,-2.922,-0.298,0.616,-0.842,-2.072,-0.477,1.0,-0.588
0.194,0.249,0.334,-4.394,-1.804,8.297,-2.295,-0.054,0.681,0.017,3.171,0.704,1.035,-2.929,-0.517,0.799,-0.563,-1.429,-0.1,1.0,-0.769
-0.033,-0.179,0.81,-3.968,-2.069,8.147,-2.231,0.076,0.394,0.021,2.645,0.768,0.889,-2.807,-0.315,0.83,-0.716,-1.652,-0.463,1.0,-0.524
0.365,0.167,0.849,-3.598,-2.453,7.709,-1.823,0.067,0.66,-0.167,2.372,0.745,0.99,-3.068,-0.956,1.173,-1.294,-1.438,-0.219,1.0,-0.976
0.15,-0.174,0.491,-3.625,-2.73,8.777,-1.998,0.122,0.515,0.18,2.312,0.655,0.864,-2.698,-0.367,0.415,-1.253,-2.638,-0.463,1.0,-0.315
-0.087,0.181,0.084,-4.259,-2.58,9.129,-2.12,-0.311,0.263,0.194,2.794,0.788,1.056,-2.714,-0.249,0.247,-0.448,-2.357,-0.304,1.0,-0.237
-0.026,0.369,0.326,-3.468,-2.059,7.923,-1.8,0.188,0.495,-0.315,2.282,0.493,0.76,-2.534,-0.592,0.977,-0.825,-1.724,0.114,1.0,-0.366
-0.078,-0.237,0.824,-3.44,-2.847,8.292,-1.821,-0.15,-0.039,0.511,2.068,1.024,0.993,-2.453,-0.094,0.17,-0.418,-2.644,-0.62,1.0,-0.007
-0.105,-0.096,0.956,-4.543,-1.634,7.898,-2.568,0.143,0.416,0.195,3.022,0.789,1.155,-2.871,-0.182,0.534,0.022,-0.882,-0.499,1.0,-0.389
-0.099,-0.093,0.228,-4.138,-0.998,7.585,-2.383,-0.129,0.339,-0.045,2.794,0.742,0.757,-2.779,-0.274,0.587,-0.001,-1.16,-0.055,1.0,-0.494
0.149,-0.166,0.556,-4.28,-1.689,8.555,-2.523,0.014,0.505,0.285,3.106,0.667,1.045,-3.01,-0.501,0.451,-0.548,-1.761,-0.224,1.0,-0.447
0.001,0.046,0.697,-4.315,-2.213,8.221,-2.119,-0.169,0.624,-0.045,2.894,0.863,1.089,-2.966,-0.468,0.695,-0.596,-1.839,-0.121,1.0,-0.699
0.08,-0.285,0.476,-3.756,-1.475,7.621,-2.216,-0.039,0.254,0.221,2.495,0.758,0.685,-2.543,-0.22,0.392,-0.321,-1.694,-0.553,1.0,0.024
0.247,-0.031,0.426,-3.005,-2.065,8.132,-2.035,0.09,0.193,0.122,2.235,0.569,0.538,-2.264,-0.288,0.654,-1.111,-2.482,-0.189,1.0,-0.154
0.066,-0.03,0.176,-4.21,-0.853,7.375,-2.384,0.188,0.549,0.036,3.183,0.788,0.999,-2.855,-0.443,0.48,-0.435,-0.57,-0.201,1.0,-0.571
0.177,-0.039,0.921,-4.221,-1.674,7.621,-2.115,0.161,0.559,0.177,2.809,0.797,1.106,-2.867,-0.439,0.809,-0.49,-1.063,-0.445,1.0,-0.734
-0.085,-0.206,1.024,-4.221,-1.309,7.538,-2.231,-0.083,0.237,0.288,2.895,0.736,0.791,-3.005,-0.251,0.443,-0.129,-1.493,-0.171,1.0,-0.087
0.205,0.109,1.049,-3.661,-1.747,7.456,-2.082,0.035,0.545,-0.08,2.704,0.828,0.906,-2.946,-0.722,0.896,-1.121,-1.221,-0.006,1.0,-0.707
0.044,-0.231,0.821,-4.118,-1.244,7.574,-2.362,0.072,0.084,0.391,2.993,0.84,1.088,-2.621,-0.022,0.142,-0.11,-1.563,-0.285,1.0,0.33
-0.056,-0.133,0.469,-3.981,-2.022,8.073,-2.247,0.168,0.242,0.215,2.69,0.627,1.203,-2.689,-0.149,0.533,-0.31,-1.737,-0.343,1.0,-0.275
-0.025,-0.127,0.748,-3.996,-2.323,8.892,-2.319,0.011,0.283,0.075,2.691,0.828,0.819,-2.819,-0.322,0.499,-0.791,-2.616,-0.252,1.0,-0.189
0.323,0.406,0.772,-3.82,-2.204,8.043,-2.099,-0.125,0.649,0.038,2.632,0.676,1.066,-2.989,-0.617,0.799,-1.413,-1.717,0.029,1.0,-0.571
0.007,0.09,0.465,-3.744,-2.21,7.912,-1.905,0.007,0.138,-0.03,2.354,0.842,0.896,-2.817,-0.4,0.532,-0.614,-1.915,-0.11,1.0,-0.136
-0.09,-0.355,1.008,-3.778,-1.995,7.495,-2.08,0.142,-0.039,0.371,2.551,0.611,0.885,-2.35,0.237,0.228,-0.068,-1.663,-0.416,1.0,0.098
0.136,-0.028,0.934,-3.595,-2.2,8.331,-2.179,-0.216,0.134,0.121,2.308,0.925,0.586,-2.606,-0.242,0.493,-0.801,-2.749,-0.075,1.0,-0.087
0.154,-0.009,0.453,-3.929,-1.635,8.37,-2.468,0.001,0.326,0.188,2.659,0.683,0.692,-2.836,-0.515,0.533,-1.075,-2.161,-0.185,1.0,-0.303
0.186,-0.176,-0.304,-3.969,-1.24,7.154,-2.103,-0.063,0.208,0.223,2.729,0.819,1.146,-2.811,-0.269,0.184,-0.338,-1.066,-0.053,1.0,-0.288
0.043,0.001,0.427,-3.574,-2.929,8.415,-1.671,-0.008,0.575,-0.009,2.239,0.784,0.846,-2.74,-0.423,0.659,-1.035,-2.363,-0.222,1.0,-0.512
0.014,-0.129,1.049,-3.206,-2.032,7.734,-2.089,0.261,0.515,-0.003,2.194,0.566,0.499,-2.608,-0.62,0.828,-1.269,-1.794,-0.31,1.0,-0.575
0.097,-0.253,0.187,-4.09,-1.835,8.104,-2.027,-0.048,0.228,0.256,2.772,0.656,0.785,-2.846,-0.271,0.382,-0.318,-1.784,-0.386,1.0,-0.127
0.048,-0.147,0.661,-3.647,-1.881,7.523,-1.923,0.238,0.54,0.09,2.582,0.584,0.77,-2.672,-0.324,0.6,-0.69,-1.4,-0.301,1.0,-0.448
0.058,-0.192,0.194,-3.728,-2.017,8.494,-2.155,0.022,0.126,0.284,2.499,0.823,0.941,-2.645,-0.27,0.314,-0.747,-2.496,-0.355,1.0,-0.195
-0.154,-0.239,0.538,-3.813,-2.0,8.263,-2.238,0.049,0.189,0.237,2.674,0.665,0.936,-2.392,-0.12,0.214,-0.207,-1.982,-0.712,1.0,-0.173
0.041,-0.18,0.43,-2.934,-2.388,8.098,-1.729,0.08,0.161,0.103,2.038,0.772,0.635,-2.308,-0.252,0.251,-1.1,-2.47,-0.238,1.0,-0.202
0.059,-0.15,0.635,-4.325,-1.185,8.147,-2.547,0.001,0.067,0.277,3.185,0.849,0.924,-2.946,-0.167,0.065,-0.102,-1.722,-0.181,1.0,0.009
-0.015,0.13,0.647,-3.313,-1.925,7.456,-1.928,-0.024,0.077,0.027,2.267,0.691,0.663,-2.149,-0.175,0.583,-0.263,-2.174,-0.277,1.0,-0.011
-0.059,-0.161,1.007,-3.763,-2.611,8.906,-2.138,0.15,0.216,0.21,2.542,0.728,0.971,-2.716,-0.179,0.274,-0.608,-2.841,-0.335,1.0,0.048
-0.065,-0.217,0.158,-3.91,-2.154,8.675,-2.308,-0.036,0.363,0.226,2.557,0.603,0.838,-2.626,-0.26,0.296,-0.479,-2.118,-0.454,1.0,-0.317
-0.123,0.191,0.132,-4.397,-1.696,8.333,-2.539,-0.16,0.376,-0.052,2.879,0.693,1.172,-3.002,-0.486,1.029,-0.119,-1.346,-0.26,1.0,-0.536
-0.018,-0.22,0.955,-4.073,-1.678,7.52,-2.275,0.087,-0.0,0.458,2.821,0.54,1.023,-2.673,0.017,-0.011,0.185,-1.474,-0.652,1.0,0.054
0.108,-0.16,0.544,-4.112,-1.895,8.784,-2.481,0.066,0.294,0.251,2.973,1.034,0.965,-2.823,-0.188,0.279,-0.763,-2.565,-0.264,1.0,0.064
0.033,0.205,0.683,-3.762,-2.187,7.991,-1.978,0.258,0.687,-0.184,2.553,0.582,0.692,-2.641,-0.439,0.85,-1.018,-1.424,-0.087,1.0,-0.693
0.024,-0.134,0.768,-3.794,-2.118,8.234,-2.134,0.265,0.543,-0.039,2.318,0.672,0.737,-2.835,-0.575,0.83,-0.738,-1.637,-0.308,1.0,-0.622
0.172,-0.08,1.033,-4.351,-1.301,7.696,-2.547,0.345,0.623,-0.148,2.961,0.661,1.021,-3.282,-0.6,1.087,-0.926,-0.849,0.025,1.0,-0.86
0.038,0.049,0.557,-3.959,-1.534,7.496,-2.039,0.014,0.175,-0.014,2.755,0.688,0.709,-2.981,-0.458,0.606,-0.36,-1.184,0.014,1.0,-0.242
0.201,-0.024,0.299,-3.384,-2.075,7.772,-1.878,-0.004,0.345,0.205,2.259,0.809,0.805,-2.534,-0.431,0.434,-0.967,-1.844,-0.521,1.0,-0.372
-0.003,-0.223,0.307,-3.395,-2.185,8.351,-1.899,0.135,-0.028,0.152,2.271,0.589,0.623,-2.261,-0.099,0.313,-0.526,-2.349,-0.463,1.0,-0.036
-0.047,0.154,0.722,-3.85,-1.428,7.13,-2.066,-0.174,0.27,-0.149,2.624,0.602,0.865,-2.504,-0.323,0.686,-0.101,-1.453,-0.134,1.0,-0.047
-0.167,-0.254,0.489,-4.139,-1.059,7.215,-2.38,0.322,0.288,0.286,2.707,0.833,0.904,-2.76,-0.135,0.329,0.117,-0.706,-0.319,1.0,-0.324
0.071,-0.174,0.442,-3.886,-1.723,8.018,-2.334,0.011,0.397,0.169,2.699,0.867,0.776,-2.679,-0.212,0.6,-0.452,-1.678,-0.64,1.0,-0.499
0.21,-0.055,0.687,-3.341,-2.334,7.863,-1.623,0.128,0.287,0.074,2.281,0.541,0.624,-2.32,-0.433,0.406,-0.639,-2.434,-0.141,1.0,-0.194
0.311,0.191,0.515,-3.717,-1.667,7.251,-1.97,0.071,0.741,-0.15,2.517,0.626,0.897,-2.818,-0.814,1.191,-1.155,-0.962,-0.097,1.0,-0.774
0.281,-0.103,0.624,-4.267,-1.331,7.685,-2.192,-0.031,0.526,0.028,2.984,0.706,0.802,-2.825,-0.562,0.891,-0.558,-1.049,-0.409,1.0,-0.744
0.147,0.129,0.866,-4.058,-1.834,7.956,-2.208,0.085,0.52,-0.1,2.905,0.683,0.986,-2.955,-0.662,1.021,-0.729,-1.339,-0.227,1.0,-0.563
0.186,-0.218,0.762,-4.071,-2.31,8.384,-2.254,0.281,0.324,0.168,2.867,0.779,1.265,-2.933,-0.335,0.546,-0.845,-1.664,-0.46,1.0,-0.253
-0.084,-0.296,0.814,-3.57,-1.685,7.828,-2.229,0.011,0.165,0.313,2.58,0.588,0.585,-2.506,-0.162,0.114,-0.587,-2.093,-0.263,1.0,-0.029
0.152,0.255,0.632,-3.903,-1.862,7.76,-1.952,-0.017,0.435,0.101,2.56,0.796,0.858,-2.819,-0.382,0.699,-0.582,-1.445,-0.207,1.0,-0.391
0.158,-0.005,0.233,-3.704,-1.844,8.163,-2.171,-0.024,0.368,0.023,2.6,0.506,0.73,-3.02,-0.586,0.6,-1.036,-1.938,0.013,1.0,-0.517
0.227,0.058,0.468,-3.592,-2.278,8.423,-1.956,-0.056,0.405,0.095,2.677,0.929,0.876,-2.524,-0.547,0.765,-0.942,-2.15,-0.105,1.0,-0.569
-0.026,-0.182,0.128,-4.136,-1.458,7.935,-2.414,-0.021,-0.02,0.319,2.75,0.895,1.115,-2.666,-0.09,0.278,0.143,-1.819,-0.408,1.0,0.03
0.011,-0.143,0.756,-3.208,-2.201,8.014,-1.766,-0.029,0.299,0.358,2.309,0.588,0.683,-2.272,-0.146,0.074,-0.844,-2.365,-0.337,1.0,-0.233
-0.044,-0.279,0.314,-4.337,-1.047,7.471,-2.381,-0.046,0.348,0.179,2.831,0.846,0.863,-2.821,-0.295,0.321,-0.111,-1.182,-0.043,1.0,-0.255
0.13,-0.131,0.627,-3.745,-2.845,8.924,-1.836,-0.001,0.214,0.192,2.638,0.611,0.875,-2.68,-0.218,0.348,-1.004,-2.736,-0.273,1.0,-0.141
-0.053,0.13,0.119,-3.837,-1.601,7.892,-2.194,-0.009,0.605,0.007,2.565,0.744,0.868,-2.724,-0.419,0.637,-0.6,-1.327,-0.245,1.0,-0.492
0.095,0.201,0.722,-3.853,-0.836,6.721,-2.484,-0.004,0.524,0.024,2.719,0.794,0.79,-2.99,-0.544,0.817,-0.295,-0.477,0.077,1.0,-0.729
-0.172,0.05,-0.151,-3.915,-1.037,7.561,-2.634,0.141,0.031,-0.087,2.722,0.911,1.013,-2.658,-0.134,0.566,-0.106,-1.018,-0.171,1.0,-0.093
-0.227,-0.071,0.6,-3.91,-1.493,7.68,-2.389,0.363,0.411,-0.149,2.521,0.776,0.799,-3.095,-0.443,0.837,-0.346,-0.948,0.1,1.0,-0.322
0.058,0.07,0.398,-4.081,-1.156,7.54,-2.366,0.193,0.154,0.028,2.798,0.862,0.934,-2.635,-0.399,0.373,0.068,-0.984,-0.147,1.0,-0.259
0.103,-0.125,0.516,-4.019,-1.968,8.477,-2.367,-0.165,0.294,0.338,2.898,0.921,0.994,-2.899,-0.285,0.29,-0.679,-2.14,-0.422,1.0,-0.261
0.022,-0.282,0.295,-4.327,-1.127,7.508,-2.367,-0.008,0.287,0.101,2.955,0.727,0.956,-2.898,-0.341,0.692,-0.083,-1.161,-0.234,1.0,-0.25
0.0,0.17,0.924,-4.17,-2.109,7.784,-1.976,-0.117,0.463,-0.057,2.753,0.694,0.922,-3.017,-0.559,0.715,-0.434,-1.188,-0.171,1.0,-0.676
0.252,0.118,0.709,-3.711,-2.161,7.757,-1.952,0.115,0.558,-0.265,2.482,0.752,1.035,-2.841,-0.805,1.133,-0.941,-1.784,-0.044,1.0,-0.633
-0.038,0.146,0.468,-3.605,-2.145,7.675,-1.881,-0.052,0.228,-0.059,2.234,0.701,0.761,-2.5,-0.276,0.421,-0.562,-1.912,-0.174,1.0,-0.14
0.134,-0.075,0.449,-4.306,-1.668,8.471,-2.59,0.11,-0.017,0.316,2.938,0.722,0.843,-3.038,-0.057,0.145,-0.562,-1.884,-0.255,1.0,0.02
0.182,-0.09,0.979,-4.192,-2.635,8.985,-2.099,0.085,0.302,0.374,2.964,0.789,1.169,-2.829,-0.281,0.429,-0.596,-2.182,-0.505,1.0,-0.301
0.121,0.844,0.793,-3.894,-1.871,7.434,-2.144,0.246,0.813,-0.471,2.494,0.652,0.93,-3.167,-0.905,1.626,-1.125,-0.751,0.255,1.0,-1.075
0.146,-0.047,1.509,-4.576,-0.893,6.717,-2.489,0.249,0.351,-0.07,3.035,0.821,0.926,-3.147,-0.421,0.858,0.306,-0.189,-0.094,1.0,-0.479
0.222,0.108,0.864,-3.749,-2.619,8.89,-2.033,0.081,0.502,-0.019,2.59,0.818,0.87,-2.814,-0.347,0.898,-1.394,-2.511,0.004,1.0,-0.67
-0.087,-0.074,0.287,-2.931,-3.176,9.054,-1.735,0.222,0.443,-0.112,1.908,0.755,0.528,-2.152,-0.275,1.059,-1.293,-2.902,-0.371,1.0,-0.518
0.255,0.307,0.763,-4.256,-2.005,8.437,-2.263,0.174,0.522,0.052,2.983,0.692,0.833,-2.968,-0.666,0.824,-0.74,-1.305,-0.11,1.0,-0.878
-0.122,-0.003,0.016,-3.872,-0.943,7.553,-2.412,-0.122,0.251,0.239,2.72,0.721,0.777,-2.542,-0.163,0.049,-0.068,-1.591,-0.136,1.0,0.036
0.246,-0.02,0.669,-3.707,-2.188,8.276,-2.151,0.071,0.513,0.053,2.407,0.708,0.857,-2.793,-0.732,0.788,-1.115,-1.769,-0.303,1.0,-0.779
-0.008,-0.079,1.388,-4.085,-2.818,8.339,-2.074,0.017,0.124,0.296,2.522,0.845,1.236,-2.611,0.004,0.317,-0.266,-2.398,-0.589,1.0,0.001
0.096,0.103,0.474,-4.189,-1.907,8.543,-2.32,0.156,0.342,0.052,3.023,0.95,1.018,-2.89,-0.246,0.783,-0.376,-1.721,-0.198,1.0,-0.145
0.183,0.357,0.51,-4.506,-1.509,8.084,-2.435,0.048,0.551,-0.296,2.996,0.87,1.056,-3.106,-0.753,1.059,-0.663,-1.172,0.126,1.0,-0.617
0.162,0.083,0.482,-3.353,-3.672,9.765,-1.657,0.17,0.607,0.007,2.167,0.765,0.771,-2.589,-0.661,0.825,-1.751,-3.11,-0.142,1.0,-0.844
0.217,0.539,1.379,-3.441,-2.413,8.036,-1.875,-0.096,0.608,-0.213,2.225,0.547,0.713,-2.796,-0.769,1.154,-1.156,-1.927,-0.221,1.0,-0.902
0.007,-0.14,0.65,-3.813,-2.009,7.653,-2.073,-0.239,0.075,0.282,2.532,0.68,0.95,-2.513,-0.113,0.247,0.002,-2.067,-0.274,1.0,0.132
0.068,-0.171,0.421,-3.66,-2.162,8.199,-1.981,0.23,0.337,0.177,2.427,0.921,0.837,-2.542,-0.309,0.423,-0.755,-2.01,-0.571,1.0,-0.356
