x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y,x16,x17,x18,x19,x20
0.341,-1.637,0.914,-1.615,-0.111,-0.318,-0.227,0.584,2.308,-1.301,-0.332,1.601,-0.073,-1.182,4.08,0.0,0.682,-0.587,-0.551,-1.337,1.223
-0.047,-1.502,1.01,-1.644,-0.286,-0.21,-0.004,0.454,2.776,-1.671,-0.245,1.858,-0.3,-1.327,4.47,0.0,0.642,-0.401,-0.414,-1.35,1.127
-0.006,-1.523,0.991,-0.927,-0.966,0.182,0.383,0.406,2.431,-2.053,-0.214,1.728,-0.168,-1.248,4.41,0.0,0.425,-0.603,-0.579,-1.414,1.193
0.248,-1.605,1.063,-1.731,-0.205,-0.105,-0.312,0.742,2.552,-1.677,-0.634,1.787,-0.25,-1.27,4.032,0.0,0.88,-0.222,-0.347,-1.369,1.323
-0.121,-1.671,1.12,-1.082,-0.643,0.049,-0.242,0.479,2.521,-2.024,-0.545,1.621,-0.415,-1.17,4.576,0.0,0.729,-0.661,-0.459,-1.111,1.108
0.261,-1.625,1.172,-1.736,0.251,-0.368,-0.388,0.709,2.499,-0.993,-0.5,1.939,-0.293,-1.33,4.125,0.0,0.481,-0.493,-0.502,-1.479,1.388
-0.124,-1.494,1.04,-1.239,-0.499,-0.125,-0.123,0.664,2.474,-1.937,-0.462,1.941,-0.237,-1.184,4.198,0.0,0.739,-0.458,-0.442,-1.146,1.073
0.231,-1.485,0.949,-1.487,-0.091,-0.219,-0.399,0.618,2.418,-1.537,-0.268,1.594,-0.08,-1.348,4.244,0.0,0.689,-0.418,-0.305,-1.281,1.231
0.114,-1.69,1.095,-1.744,-0.311,-0.186,-0.468,0.556,2.557,-1.721,-0.312,1.876,-0.283,-1.318,4.685,0.0,0.734,-0.599,-0.377,-1.233,1.188
-0.028,-1.579,1.288,-1.605,-0.126,-0.243,-0.123,0.695,2.369,-1.562,-0.215,1.971,-0.014,-1.469,4.506,0.0,0.508,-0.631,-0.498,-1.259,1.184
0.146,-1.526,1.073,-1.596,-0.072,0.001,-0.295,0.492,2.687,-1.473,-0.488,1.702,-0.631,-1.241,4.416,0.0,0.687,-0.597,-0.405,-0.946,1.263
0.015,-1.419,1.29,-0.722,-1.296,0.379,0.178,0.466,2.344,-2.442,-0.383,1.525,-0.102,-1.284,5.054,0.0,0.775,-0.61,-0.352,-1.329,1.31
0.246,-1.644,1.096,-1.544,-0.538,0.031,-0.17,0.538,2.674,-1.71,-0.455,1.92,0.026,-1.244,4.19,0.0,0.509,-0.503,-0.372,-1.184,1.178
0.069,-1.467,0.767,-1.408,-0.702,-0.421,-0.13,0.434,2.618,-1.776,-0.393,1.864,-0.128,-1.415,4.9,0.0,0.561,-0.521,-0.259,-1.478,1.475
0.153,-1.774,1.383,-1.551,-0.019,-0.54,-0.431,0.48,2.521,-1.375,-0.097,1.729,-0.487,-1.43,4.467,0.0,0.689,-0.475,-0.607,-1.435,1.476
0.31,-1.575,1.018,-1.279,-0.815,0.153,0.11,0.567,2.387,-2.06,-0.349,1.822,-0.133,-1.44,4.427,0.0,0.563,-0.401,-0.525,-1.22,1.411
-0.011,-1.528,1.055,-1.276,-1.0,0.207,0.031,0.68,2.602,-2.349,-0.476,1.746,-0.317,-1.296,4.596,0.0,0.505,-0.388,-0.461,-1.165,1.179
0.117,-1.51,1.052,-1.35,-0.641,0.019,-0.342,0.727,2.6,-2.077,-0.395,1.82,-0.144,-1.401,5.692,0.0,0.652,-0.549,-0.399,-1.371,1.343
0.045,-1.701,1.043,-1.506,-0.137,-0.409,-0.018,0.679,2.713,-1.441,-0.129,1.786,-0.183,-1.362,4.556,0.0,0.441,-0.504,-0.463,-1.16,1.395
0.171,-1.418,0.965,-1.293,-0.498,-0.067,-0.118,0.41,2.593,-1.718,-0.517,1.837,-0.426,-1.182,4.138,0.0,0.571,-0.518,-0.354,-1.351,1.265
-0.136,-1.504,1.263,-1.592,0.245,-0.404,-0.256,0.579,2.585,-1.309,-0.098,2.101,-0.212,-1.546,4.556,0.0,0.811,-0.593,-0.49,-1.063,1.161
0.099,-1.52,1.093,-1.421,-0.809,0.097,0.043,0.514,2.356,-2.088,-0.424,1.745,-0.232,-1.4,4.207,0.0,0.624,-0.639,-0.187,-1.276,1.278
0.133,-1.615,0.854,-1.305,-0.399,-0.013,-0.27,0.724,2.341,-1.763,-0.372,1.865,-0.015,-1.426,4.405,0.0,0.725,-0.536,-0.272,-1.458,1.54
0.056,-1.485,1.136,-1.339,-0.455,0.145,-0.295,0.32,2.441,-1.651,-0.375,1.662,-0.386,-1.201,4.193,0.0,0.596,-0.686,-0.474,-0.991,1.08
0.288,-1.609,1.06,-1.333,-0.429,-0.088,-0.063,0.495,2.279,-1.686,-0.197,1.907,-0.049,-1.433,4.945,0.0,0.666,-0.5,-0.489,-1.209,1.332
0.275,-1.629,0.79,-1.448,-0.154,0.064,-0.288,0.475,2.452,-1.483,-0.359,1.735,-0.214,-1.227,4.54,0.0,0.638,-0.329,-0.266,-0.991,1.269
0.07,-1.637,1.265,-1.241,-0.478,-0.126,-0.22,0.614,2.47,-1.827,-0.289,1.8,-0.012,-1.169,4.521,0.0,0.608,-0.414,-0.621,-1.307,1.308
-0.03,-1.85,1.16,-1.458,-0.135,-0.506,-0.294,0.701,2.586,-1.435,-0.32,1.826,-0.245,-1.417,5.069,0.0,0.677,-0.803,-0.531,-1.338,1.306
0.103,-1.347,0.822,-1.646,-0.046,-0.457,-0.103,0.522,2.479,-1.2,-0.379,1.663,-0.168,-1.103,4.239,0.0,0.453,-0.819,-0.148,-1.271,1.054
0.089,-1.781,1.039,-1.394,-0.423,-0.235,-0.305,0.602,2.418,-1.802,-0.582,1.861,-0.445,-1.523,4.625,0.0,0.726,-0.382,-0.428,-1.214,1.071
0.057,-1.654,1.08,-1.247,-0.803,0.454,0.015,0.514,2.542,-2.08,-0.425,1.499,-0.02,-1.294,4.217,0.0,0.742,-0.388,-0.226,-1.193,1.297
-0.137,-1.525,1.102,-0.968,-0.742,0.113,-0.065,0.54,2.351,-1.984,-0.355,1.911,0.031,-1.459,4.647,0.0,0.7,-0.653,-0.408,-1.198,1.189
0.239,-1.626,1.112,-1.614,-0.339,-0.412,-0.27,0.623,2.801,-1.897,-0.118,1.827,-0.101,-1.139,4.571,0.0,0.733,-0.605,-0.583,-1.212,1.038
0.032,-1.612,1.079,-1.4,-0.792,-0.09,0.048,0.562,2.497,-2.031,-0.449,1.781,-0.188,-1.152,4.761,0.0,0.455,-0.539,-0.49,-1.421,1.378
0.09,-1.836,1.044,-1.558,-0.478,0.067,-0.376,0.735,2.471,-1.868,-0.598,1.594,-0.27,-1.388,4.066,0.0,0.768,-0.433,-0.56,-1.134,1.434
0.027,-1.433,1.13,-1.556,-0.304,0.048,-0.126,0.579,2.319,-1.318,-0.232,1.707,0.079,-1.259,4.162,0.0,0.382,-0.382,-0.228,-1.224,1.268
0.214,-1.801,1.218,-1.504,-0.329,-0.305,-0.285,0.798,2.646,-1.784,-0.209,1.588,-0.221,-1.07,4.147,0.0,0.517,-0.48,-0.62,-1.297,1.273
-0.022,-1.524,0.962,-1.343,-0.659,-0.282,-0.078,0.723,2.429,-1.999,-0.401,1.841,-0.111,-1.295,4.152,0.0,0.456,-0.671,-0.352,-1.276,1.192
0.051,-1.638,0.951,-1.211,-0.995,0.249,0.157,0.668,2.493,-2.276,-0.434,1.945,-0.033,-1.306,4.663,0.0,0.581,-0.552,-0.425,-1.181,1.419
0.086,-1.577,1.019,-1.682,0.033,-0.438,-0.239,0.352,2.634,-1.238,-0.177,1.682,-0.128,-1.199,4.704,0.0,0.711,-0.628,-0.442,-1.112,1.181
0.342,-1.671,1.029,-0.766,-1.357,0.626,0.044,0.692,2.588,-2.501,-0.28,1.926,-0.374,-1.147,4.237,0.0,0.673,-0.492,-0.344,-1.133,1.018
0.041,-1.576,1.104,-1.316,-0.766,-0.087,-0.052,0.658,2.614,-2.136,-0.507,1.714,-0.154,-1.16,4.129,0.0,0.624,-0.419,-0.376,-1.519,1.472
-0.032,-1.781,1.006,-1.393,-0.559,0.081,-0.104,0.803,2.51,-2.008,-0.388,1.494,-0.06,-1.193,4.443,0.0,0.626,-0.448,-0.565,-1.108,1.344
0.216,-1.737,1.139,-1.458,-0.252,-0.384,-0.338,0.57,2.377,-1.467,-0.236,1.658,-0.142,-1.194,4.193,0.0,0.457,-0.722,-0.561,-1.374,1.3
0.227,-1.412,1.244,-1.427,-0.548,0.273,-0.081,0.625,2.5,-2.069,-0.313,1.742,-0.31,-1.212,4.356,0.0,0.76,-0.24,-0.543,-1.174,1.05
-0.02,-1.496,1.185,-1.719,0.837,-0.54,-0.423,0.717,2.372,-0.823,-0.502,1.501,-0.103,-1.172,3.995,0.0,0.582,-0.589,-0.476,-0.99,1.087
0.268,-1.636,1.199,-1.836,0.498,-0.443,-0.638,0.71,2.602,-1.174,-0.372,1.499,-0.142,-1.165,4.601,0.0,0.832,-0.389,-0.349,-1.132,1.446
0.201,-1.736,1.139,-1.708,-0.375,-0.246,-0.085,0.652,2.483,-1.667,-0.259,2.035,-0.175,-1.355,4.167,0.0,0.71,-0.571,-0.495,-1.386,1.397
0.188,-1.483,1.211,-1.079,-1.154,0.682,-0.524,0.911,2.535,-2.446,-0.361,1.567,-0.129,-1.264,4.163,0.0,0.776,-0.236,-0.222,-0.895,0.921
-0.027,-1.654,1.18,-1.356,-0.305,-0.108,-0.171,0.558,2.482,-1.839,-0.274,1.804,-0.126,-1.216,4.88,0.0,0.856,-0.705,-0.379,-1.255,1.136
0.146,-1.541,1.148,-1.573,0.006,-0.371,-0.392,0.554,2.508,-1.38,-0.469,1.704,-0.438,-1.308,4.176,0.0,0.497,-0.487,-0.378,-1.381,1.324
0.065,-1.393,1.225,-1.552,0.212,-0.837,-0.138,0.273,2.471,-1.048,-0.144,1.804,-0.236,-1.285,4.443,0.0,0.75,-0.843,-0.468,-1.329,1.188
-0.148,-1.524,1.097,-1.422,-0.407,-0.209,-0.076,0.544,2.635,-1.826,-0.366,1.728,-0.196,-1.155,4.354,0.0,0.676,-0.582,-0.508,-1.339,1.072
0.073,-1.455,1.218,-1.4,-0.38,0.395,-0.294,0.436,2.388,-1.642,-0.295,1.755,-0.228,-1.248,4.113,0.0,0.71,-0.697,-0.546,-0.856,1.073
-0.042,-1.584,0.897,-1.603,-0.318,-0.178,-0.184,0.795,2.437,-1.867,-0.348,1.695,-0.064,-1.209,4.205,0.0,0.433,-0.429,-0.173,-1.317,1.129
0.128,-1.524,1.061,-1.377,-0.412,-0.237,-0.307,0.648,2.382,-1.787,-0.427,1.601,-0.196,-1.207,5.005,0.0,0.636,-0.665,-0.282,-1.244,1.247
0.06,-1.644,1.174,-1.477,-0.402,-0.177,-0.288,0.69,2.465,-1.89,-0.323,1.894,-0.167,-1.41,4.429,0.0,0.85,-0.493,-0.417,-1.275,1.291
0.345,-1.609,1.013,-1.303,-0.352,-0.254,-0.1,0.504,2.439,-1.633,-0.511,1.601,-0.425,-1.288,4.439,0.0,0.551,-0.549,-0.484,-1.316,1.192
0.102,-1.746,1.217,-1.655,-0.443,0.155,-0.192,0.811,2.625,-2.016,-0.544,1.777,-0.549,-1.358,4.125,0.0,0.876,-0.335,-0.439,-1.064,1.155
0.017,-1.523,1.245,-1.362,-0.302,-0.2,-0.124,0.416,2.321,-1.532,-0.49,1.711,-0.212,-1.404,4.16,0.0,0.687,-0.53,-0.552,-1.329,1.315
0.076,-1.486,0.96,-1.378,-0.538,0.132,-0.132,0.394,2.445,-1.684,-0.265,1.721,-0.097,-1.493,4.623,0.0,0.646,-0.532,-0.34,-1.098,1.11
0.019,-1.863,1.162,-1.449,-0.589,0.166,-0.066,0.691,2.451,-1.898,-0.233,1.79,-0.38,-1.419,4.056,0.0,0.718,-0.625,-0.515,-0.992,1.535
0.395,-1.559,1.09,-1.061,-0.873,0.404,-0.029,0.579,2.401,-2.208,-0.351,1.657,-0.392,-1.2,4.154,0.0,0.6,-0.271,-0.542,-1.144,1.019
0.143,-1.441,1.173,-1.266,-0.363,-0.034,-0.185,0.588,2.333,-1.602,-0.229,1.502,-0.2,-1.107,4.055,0.0,0.717,-0.49,-0.483,-1.054,0.968
0.13,-1.573,1.16,-1.386,-0.211,-0.17,-0.31,0.457,2.592,-1.534,-0.555,1.668,-0.485,-1.245,4.027,0.0,0.829,-0.339,-0.506,-1.445,1.085
-0.064,-1.731,1.023,-1.339,-0.409,-0.175,-0.423,0.756,2.461,-2.128,-0.569,1.891,-0.138,-1.297,4.782,0.0,0.662,-0.499,-0.498,-1.376,1.248
0.053,-1.57,1.162,-1.541,-0.495,-0.106,-0.152,0.563,2.566,-1.65,-0.473,1.893,-0.388,-1.43,4.805,0.0,0.532,-0.338,-0.445,-1.514,1.298
0.143,-1.875,1.201,-1.412,-0.189,-0.484,-0.433,0.465,2.469,-1.64,-0.351,1.622,-0.409,-1.304,4.396,0.0,0.622,-0.812,-0.562,-1.231,1.293
0.258,-1.67,0.987,-1.223,-0.474,0.033,-0.331,0.724,2.635,-1.996,-0.22,1.957,-0.238,-1.171,4.131,0.0,0.543,-0.454,-0.561,-1.144,1.295
0.039,-1.555,1.037,-1.641,-0.176,-0.528,-0.334,0.635,2.546,-1.531,-0.172,1.761,-0.176,-1.182,4.462,0.0,0.609,-0.506,-0.384,-1.437,1.074
-0.008,-1.503,1.099,-1.578,0.263,-0.422,-0.559,0.687,2.388,-1.327,-0.362,1.675,-0.057,-1.294,4.34,0.0,0.75,-0.626,-0.53,-1.076,1.164
0.101,-1.55,1.027,-1.64,0.039,-0.243,-0.564,0.717,2.285,-1.345,-0.648,1.741,-0.353,-1.287,4.086,0.0,0.733,-0.236,-0.237,-1.279,1.242
0.093,-1.758,1.106,-1.707,-0.102,-0.408,-0.087,0.565,2.501,-1.522,-0.462,1.709,-0.278,-1.253,4.364,0.0,0.608,-0.571,-0.415,-1.384,1.255
-0.04,-1.519,0.988,-1.401,-0.633,0.068,-0.224,0.729,2.416,-1.687,-0.376,1.877,-0.038,-1.245,4.192,0.0,0.491,-0.334,-0.394,-1.384,1.223
0.312,-1.357,0.986,-1.524,-0.222,-0.219,-0.354,0.711,2.357,-1.84,-0.523,1.778,-0.026,-1.442,4.1,0.0,0.696,-0.583,-0.271,-1.491,1.202
0.162,-1.61,1.269,-1.478,-0.458,-0.273,-0.275,0.528,2.531,-1.687,-0.327,1.88,-0.227,-1.374,4.225,0.0,0.737,-0.655,-0.561,-1.457,1.321
-0.031,-1.605,1.158,-1.121,-0.752,0.179,0.145,0.676,2.179,-2.064,-0.26,1.815,-0.117,-1.317,4.508,0.0,0.59,-0.512,-0.476,-1.327,1.337
0.096,-1.569,1.142,-1.18,-0.23,-0.116,-0.273,0.738,2.201,-1.483,-0.555,1.66,-0.072,-1.315,4.239,0.0,0.654,-0.261,-0.426,-1.224,1.354
0.386,-1.569,1.01,-1.646,-0.261,-0.186,-0.198,0.518,2.547,-1.595,-0.409,1.918,-0.272,-1.512,4.105,0.0,0.617,-0.371,-0.361,-1.356,1.33
0.06,-1.67,1.321,-1.435,-0.052,-0.514,-0.317,0.639,2.506,-1.231,-0.407,1.806,-0.475,-1.396,4.146,0.0,0.735,-0.477,-0.565,-1.394,1.24
-0.16,-1.466,0.992,-1.532,-0.368,-0.241,-0.167,0.37,2.372,-1.674,-0.126,1.573,-0.296,-1.106,5.21,0.0,0.588,-0.772,-0.51,-1.03,1.107
0.089,-1.55,1.171,-1.641,0.031,-0.39,-0.383,0.66,2.479,-1.289,-0.715,1.504,-0.462,-1.211,4.246,0.0,0.919,-0.533,-0.302,-1.278,1.178
0.231,-1.421,0.916,-1.558,0.159,-0.277,-0.213,0.634,2.459,-1.282,-0.499,1.777,-0.079,-1.417,4.07,0.0,0.545,-0.485,-0.259,-1.349,1.313
0.221,-1.713,1.133,-1.481,-0.362,-0.0,-0.405,0.777,2.619,-1.847,-0.556,1.944,-0.273,-1.374,4.223,0.0,0.893,-0.315,-0.536,-1.284,1.487
0.022,-1.525,1.001,-1.415,-0.286,-0.39,-0.261,0.72,2.516,-1.651,-0.413,1.863,-0.082,-1.27,4.135,0.0,0.371,-0.317,-0.245,-1.396,1.148
0.184,-1.8,1.166,-1.031,-0.821,0.255,-0.075,0.816,2.675,-1.964,-0.473,1.874,-0.353,-1.292,4.489,0.0,0.807,-0.322,-0.493,-1.373,1.187
0.092,-1.682,1.107,-1.375,-0.438,0.167,-0.231,0.698,2.459,-1.85,-0.306,1.677,-0.168,-1.443,4.132,0.0,0.67,-0.409,-0.524,-1.176,1.602
0.099,-1.501,1.008,-1.519,-0.196,-0.161,-0.268,0.586,2.662,-1.609,-0.477,1.956,-0.322,-1.475,4.696,0.0,0.551,-0.355,-0.062,-1.302,1.065
0.315,-1.589,1.179,-1.336,-0.384,-0.23,-0.224,0.519,2.451,-1.817,-0.513,1.517,-0.34,-1.115,4.471,0.0,0.772,-0.51,-0.512,-1.285,1.177
0.035,-1.696,0.965,-1.389,-0.245,-0.094,-0.227,0.748,2.603,-1.61,-0.29,1.839,-0.238,-1.27,4.915,0.0,0.55,-0.56,-0.488,-1.173,1.256
0.017,-1.545,1.123,-1.642,-0.225,-0.013,-0.403,0.652,2.671,-1.663,-0.461,1.696,-0.311,-1.268,4.628,0.0,0.625,-0.441,-0.307,-1.222,1.142
0.136,-1.356,1.167,-1.661,-0.049,-0.268,-0.319,0.662,2.642,-1.547,-0.408,1.435,-0.336,-1.091,4.186,0.0,0.527,-0.661,-0.352,-1.177,0.981
-0.043,-1.599,0.992,-1.527,-0.133,-0.404,-0.132,0.587,2.6,-1.542,-0.478,1.774,-0.201,-1.448,4.819,0.0,0.764,-0.342,-0.552,-1.392,1.323
0.036,-1.494,1.087,-1.327,-0.601,-0.099,-0.119,0.371,2.415,-1.681,-0.284,1.746,-0.189,-1.333,4.32,0.0,0.751,-0.771,-0.719,-1.223,1.216
0.126,-1.602,1.133,-1.178,-0.787,0.179,-0.042,0.61,2.458,-2.256,-0.358,1.838,-0.06,-1.221,4.321,0.0,0.74,-0.655,-0.453,-1.133,1.068
0.079,-1.675,1.082,-1.706,0.493,-0.657,-0.542,0.531,2.587,-0.895,-0.443,1.786,-0.168,-1.399,4.605,0.0,0.743,-0.625,-0.239,-1.174,1.215
0.069,-1.686,1.139,-1.363,-0.056,-0.439,-0.306,0.517,2.53,-1.481,-0.442,1.992,-0.091,-1.536,4.5,0.0,0.674,-0.583,-0.506,-1.233,1.405
0.003,-1.566,1.094,-0.935,-1.179,0.378,-0.085,0.737,2.489,-2.458,-0.324,1.594,-0.378,-1.369,4.281,0.0,0.621,-0.527,-0.478,-1.328,1.368
0.116,-1.61,0.92,-1.568,-0.58,0.147,-0.167,0.469,2.606,-1.729,-0.372,1.747,-0.131,-1.244,4.261,0.0,0.521,-0.607,-0.454,-1.178,1.116
-0.036,-1.723,1.058,-1.389,-0.642,0.102,-0.036,0.438,2.427,-1.738,-0.328,1.875,-0.161,-1.201,4.29,0.0,0.491,-0.329,-0.557,-1.059,1.362
0.179,-1.439,1.091,-1.338,-0.248,0.011,-0.153,0.659,2.498,-1.699,-0.354,2.069,-0.047,-1.4,4.446,0.0,0.609,-0.553,-0.354,-1.209,1.179
0.081,-1.534,1.179,-1.355,-0.481,-0.136,-0.308,0.695,2.368,-1.947,-0.436,1.607,-0.214,-1.329,4.138,0.0,0.589,-0.391,-0.513,-1.458,1.335
0.172,-1.631,1.007,-1.019,-1.106,0.297,-0.086,0.627,2.458,-2.326,-0.622,1.6,-0.215,-1.147,4.177,0.0,0.804,-0.413,-0.267,-1.133,1.329
0.035,-1.551,1.143,-0.988,-0.958,0.461,0.106,0.741,2.559,-2.215,-0.246,2.043,-0.206,-1.335,4.261,0.0,0.71,-0.372,-0.522,-1.43,1.143
0.054,-1.747,0.977,-1.847,-0.201,-0.064,-0.195,0.569,2.556,-1.354,-0.538,1.776,-0.236,-1.191,4.47,0.0,0.479,-0.734,-0.542,-1.143,1.193
0.201,-1.566,1.183,-1.407,-0.222,-0.273,-0.404,0.539,2.347,-1.533,-0.255,1.634,-0.207,-1.178,4.281,0.0,0.676,-0.428,-0.64,-1.22,1.225
0.227,-1.407,1.129,-1.459,-0.449,-0.174,-0.109,0.601,2.359,-1.661,-0.211,1.844,-0.002,-1.419,4.999,0.0,0.437,-0.437,-0.396,-1.33,1.245
0.026,-1.582,1.084,-1.398,-0.592,-0.043,-0.01,0.539,2.505,-1.815,-0.241,1.722,-0.301,-1.15,4.894,0.0,0.654,-0.466,-0.435,-1.307,1.015
0.073,-1.287,0.953,-1.313,-0.31,-0.486,0.118,0.509,2.31,-1.666,-0.306,1.791,0.011,-1.177,4.494,0.0,0.568,-0.757,-0.647,-1.433,1.353
0.083,-1.431,0.899,-1.533,0.041,-0.267,-0.308,0.565,2.476,-1.465,-0.556,1.794,-0.347,-1.228,4.289,0.0,0.547,-0.412,-0.294,-1.118,1.039
0.326,-1.416,1.032,-1.292,-0.551,-0.3,-0.003,0.433,2.357,-1.772,-0.385,1.562,-0.432,-1.238,4.062,0.0,0.696,-0.608,-0.518,-1.411,1.217
0.182,-1.594,0.947,-1.425,-0.18,-0.266,-0.378,0.707,2.529,-1.485,-0.491,1.904,-0.131,-1.364,4.465,0.0,0.613,-0.524,-0.424,-1.332,1.113
0.152,-1.302,0.994,-1.206,-0.538,-0.178,0.019,0.302,2.463,-1.521,-0.32,1.875,-0.145,-1.429,4.333,0.0,0.661,-0.645,-0.435,-1.147,1.191
0.067,-1.595,1.163,-1.329,-0.348,-0.257,-0.157,0.718,2.437,-1.63,-0.301,1.738,-0.066,-1.211,4.124,0.0,0.612,-0.612,-0.346,-1.149,1.161
0.017,-1.597,1.072,-1.508,-0.514,0.366,-0.173,0.503,2.476,-1.843,-0.529,1.815,-0.447,-1.443,4.572,0.0,0.632,-0.369,-0.479,-1.376,1.313
0.179,-1.723,0.941,-1.535,0.114,-0.323,-0.251,0.5,2.39,-1.147,-0.514,1.985,-0.17,-1.196,4.388,0.0,0.614,-0.329,-0.515,-1.341,1.383
0.02,-1.807,1.283,-1.525,-0.144,-0.37,-0.437,0.728,2.363,-1.483,-0.373,1.578,-0.082,-1.267,4.085,0.0,0.56,-0.472,-0.597,-1.558,1.416
0.107,-1.516,1.056,-1.466,-0.332,-0.303,-0.226,0.56,2.616,-1.712,-0.541,1.693,-0.279,-1.355,4.631,0.0,0.551,-0.439,-0.289,-1.228,1.032
0.114,-1.789,0.943,-1.5,-0.148,-0.453,-0.384,0.721,2.521,-1.418,-0.583,1.69,-0.15,-1.161,4.107,0.0,0.349,-0.344,-0.276,-1.383,1.347
-0.016,-1.812,1.242,-1.656,-0.254,-0.348,-0.367,0.796,2.494,-1.807,-0.661,1.906,-0.052,-1.291,4.251,0.0,0.614,-0.518,-0.56,-1.248,1.404
-0.012,-1.637,0.901,-1.372,-0.535,-0.025,0.007,0.542,2.412,-1.794,-0.464,1.841,-0.047,-1.415,4.529,0.0,0.556,-0.534,-0.261,-1.306,1.379
0.315,-1.556,1.272,-1.043,-0.583,-0.234,-0.285,0.639,2.45,-1.909,-0.492,1.655,-0.231,-1.305,4.176,0.0,0.786,-0.588,-0.35,-1.271,1.186
0.089,-1.85,1.11,-1.486,-0.449,0.049,-0.214,0.578,2.55,-1.756,-0.262,1.683,-0.215,-1.332,5.054,0.0,0.773,-0.671,-0.332,-1.01,1.298
0.19,-1.626,1.102,-1.166,-0.885,0.106,-0.148,0.636,2.647,-2.101,-0.295,1.635,-0.29,-1.299,4.441,0.0,0.428,-0.451,-0.515,-1.342,1.14
0.051,-1.682,0.913,-1.69,-0.003,-0.183,-0.397,0.742,2.64,-1.519,-0.362,2.038,0.03,-1.432,4.625,0.0,0.599,-0.389,-0.384,-1.096,1.192
-0.126,-1.468,1.075,-1.508,-0.355,-0.133,-0.155,0.477,2.558,-1.554,-0.386,1.84,-0.189,-1.228,4.721,0.0,0.438,-0.603,-0.315,-1.283,1.096
0.134,-1.839,0.971,-1.57,-0.379,-0.201,-0.205,0.682,2.604,-1.626,-0.316,1.856,-0.322,-1.392,4.237,0.0,0.857,-0.32,-0.546,-1.492,1.56
0.262,-1.886,1.026,-1.373,-0.465,-0.07,-0.197,0.531,2.335,-1.843,-0.572,1.675,-0.237,-1.23,4.119,0.0,0.732,-0.462,-0.456,-1.589,1.523
0.054,-1.304,1.182,-1.195,-0.601,-0.045,-0.425,0.583,2.437,-1.993,-0.367,1.985,-0.061,-1.393,4.835,0.0,0.521,-0.419,-0.309,-1.341,1.171
0.131,-1.589,1.066,-1.787,0.12,-0.463,-0.51,0.654,2.675,-1.537,-0.319,1.774,-0.26,-1.474,4.0,0.0,0.853,-0.435,-0.425,-1.205,1.184
0.009,-1.689,0.863,-1.46,-0.673,0.083,-0.233,0.679,2.69,-2.098,-0.353,1.73,-0.256,-1.384,4.307,0.0,0.533,-0.409,-0.329,-1.309,1.301
0.243,-1.551,1.091,-1.14,-0.857,0.368,-0.119,0.702,2.645,-1.981,-0.507,1.968,-0.097,-1.372,4.731,0.0,0.447,-0.342,-0.445,-1.143,1.302
-0.074,-1.695,0.933,-1.59,-0.499,0.064,-0.15,0.691,2.639,-2.002,-0.628,1.771,-0.356,-1.264,4.345,0.0,0.659,-0.492,-0.331,-1.218,1.149
0.277,-1.718,1.07,-1.357,-0.42,0.07,-0.371,0.604,2.681,-1.908,-0.288,1.882,-0.14,-1.471,4.191,0.0,0.625,-0.481,-0.541,-1.238,1.292
0.077,-1.646,1.189,-1.51,-0.094,-0.416,-0.199,0.731,2.584,-1.365,-0.577,1.768,-0.316,-1.408,4.521,0.0,0.607,-0.395,-0.334,-1.242,1.223
0.137,-1.595,0.986,-1.324,-0.679,-0.046,-0.044,0.739,2.592,-2.059,-0.503,1.641,-0.207,-1.303,4.346,0.0,0.49,-0.428,-0.174,-1.299,1.262
-0.031,-1.6,0.96,-1.499,-0.651,-0.1,0.147,0.594,2.617,-2.046,-0.123,1.867,-0.003,-1.544,4.933,0.0,0.491,-0.628,-0.493,-1.309,1.19
0.143,-1.576,0.951,-1.718,-0.158,-0.415,-0.377,0.761,2.6,-1.479,-0.408,1.653,-0.108,-1.156,4.243,0.0,0.642,-0.463,-0.222,-1.189,1.231
-0.029,-1.61,1.167,-1.683,-0.058,-0.33,-0.285,0.454,2.537,-1.239,-0.465,1.598,-0.348,-1.252,5.143,0.0,0.741,-0.523,-0.421,-1.261,1.188
0.326,-1.736,0.959,-1.473,-0.16,-0.559,-0.259,0.526,2.361,-1.64,-0.249,1.789,-0.468,-1.398,4.308,0.0,0.626,-0.587,-0.483,-1.332,1.482
-0.019,-1.657,0.982,-1.434,-0.597,-0.03,-0.143,0.756,2.481,-1.909,-0.251,1.701,-0.125,-1.072,4.21,0.0,0.589,-0.425,-0.554,-1.221,1.297
0.131,-1.756,1.191,-1.182,-0.336,-0.39,-0.272,0.592,2.5,-1.532,-0.479,1.689,-0.258,-1.194,4.267,0.0,0.586,-0.555,-0.523,-1.436,1.301
0.148,-1.336,1.129,-1.209,-0.677,0.161,0.205,0.348,2.528,-1.867,0.057,1.897,-0.026,-1.411,4.466,0.0,0.52,-0.676,-0.715,-1.145,1.076
0.197,-1.768,1.104,-1.547,0.107,-0.256,-0.313,0.651,2.56,-1.413,-0.231,1.729,-0.34,-1.136,4.131,0.0,0.694,-0.396,-0.541,-1.503,1.249
0.231,-1.357,0.99,-1.504,-0.273,-0.259,-0.239,0.557,2.485,-1.458,-0.306,1.762,-0.258,-1.332,4.136,0.0,0.459,-0.477,-0.452,-1.423,1.06
