Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y,x14,x15,x16,x17,x18,x19,x20
148,-4.022,-0.517,0.169,3.832,1.336,4.966,0.337,0.48,-1.075,-0.452,0.124,1.575,1.87,1.0,1.821,-2.335,-1.662,1.02,-0.99,0.778,0.041
149,-3.754,-0.203,0.421,3.448,1.257,4.644,0.469,0.669,-0.531,-0.012,0.281,1.645,2.104,1.0,2.195,-2.182,-1.424,0.929,-0.736,0.198,0.064
150,-3.596,0.245,0.023,3.821,1.446,4.365,0.29,0.813,-0.015,0.301,1.263,1.441,1.356,1.0,3.243,-1.845,-0.814,0.878,-0.198,-0.859,0.654
151,-3.974,0.121,0.016,4.137,1.527,4.761,0.952,0.851,-0.298,-0.126,1.016,1.777,1.76,1.0,2.702,-2.503,-1.256,1.233,-0.605,0.345,0.265
152,-5.612,-0.767,0.412,4.365,1.198,6.347,-0.308,0.428,-0.284,-1.297,0.35,1.923,1.614,1.0,3.342,-3.389,-1.656,0.809,-0.802,-0.623,0.313
153,-5.346,-0.213,0.577,3.831,1.073,6.036,0.866,0.468,-0.741,-1.273,-0.74,1.59,1.903,1.0,1.974,-3.05,-2.064,0.884,-0.985,0.144,0.067
154,-3.509,0.549,-0.162,3.705,1.498,4.175,1.214,1.112,-0.109,0.267,1.134,1.591,1.481,1.0,2.896,-1.958,-1.006,1.075,-0.443,-0.193,0.496
155,-4.239,0.07,-0.239,4.788,1.36,4.959,0.921,0.638,-0.777,-0.738,1.123,1.685,1.503,1.0,2.177,-2.337,-1.526,1.02,-0.943,0.55,0.098
156,-3.952,0.453,-0.223,4.306,1.711,4.474,0.96,1.145,0.332,0.513,2.001,1.727,1.307,1.0,4.039,-2.177,-0.658,1.254,-0.141,-0.849,0.432
157,-3.819,-0.222,0.103,3.908,1.747,4.629,0.754,0.838,-0.716,-0.357,0.51,1.543,1.815,1.0,2.199,-2.334,-1.612,1.271,-0.823,0.702,0.309
158,-3.951,-0.608,0.065,3.857,1.188,4.892,-0.044,0.502,-1.147,-0.48,0.176,1.759,1.966,1.0,1.738,-2.113,-1.506,0.761,-0.841,0.584,0.139
159,-3.784,-0.102,-0.271,5.111,1.16,4.723,0.584,0.511,-0.692,-0.269,1.675,1.426,1.731,1.0,2.405,-2.156,-1.312,0.798,-0.73,0.418,0.288
160,-3.881,0.066,-0.338,4.362,1.605,4.71,0.979,1.025,0.139,-0.052,2.007,1.719,1.293,1.0,3.984,-2.099,-0.816,1.31,-0.485,-0.583,0.288
161,-4.493,-0.829,0.471,3.463,1.664,5.386,0.431,0.719,-1.329,-1.152,-0.572,1.421,1.702,1.0,1.607,-2.721,-1.813,1.039,-1.222,0.544,0.068
162,-3.983,-0.227,0.054,4.472,1.619,5.156,0.894,0.7,-0.98,-0.242,0.485,1.465,1.918,1.0,1.697,-2.183,-1.684,1.128,-0.912,1.015,0.14
163,-3.423,-0.552,-0.12,4.331,1.592,4.566,0.488,0.99,-1.141,-0.21,0.941,1.554,1.582,1.0,1.866,-2.009,-1.319,1.182,-0.972,0.775,0.088
164,-5.105,0.097,0.301,4.634,1.527,5.669,0.786,0.709,-0.29,-0.822,1.025,1.597,1.8,1.0,3.126,-3.129,-1.828,0.997,-0.773,-0.239,0.336
165,-3.554,-0.085,-0.048,4.597,1.39,4.492,0.89,0.731,-0.897,0.106,0.893,1.426,1.962,1.0,1.721,-1.79,-1.254,0.933,-0.688,0.864,0.09
166,-3.698,-0.109,-0.293,4.668,1.227,4.343,0.501,0.865,-0.146,0.038,1.924,1.53,1.122,1.0,2.907,-1.971,-0.828,0.936,-0.403,-0.218,0.329
167,-3.596,0.484,-0.096,4.808,1.7,4.271,1.032,0.773,-0.181,0.264,2.165,1.498,1.313,1.0,2.985,-1.947,-0.817,1.058,-0.49,0.087,0.472
168,-4.258,-0.247,0.555,2.87,1.256,5.021,0.427,0.604,-0.104,-0.467,-0.011,1.799,2.013,1.0,2.838,-2.38,-1.02,0.764,-0.575,-0.63,0.179
169,-5.132,-0.277,0.541,3.32,1.285,5.858,0.705,0.477,-0.592,-1.198,-0.548,1.597,1.875,1.0,2.465,-3.132,-1.76,0.818,-0.92,-0.29,-0.158
170,-3.928,0.151,0.028,4.065,1.508,4.484,0.769,0.619,-0.105,-0.111,1.364,1.698,1.884,1.0,3.146,-2.513,-1.165,1.026,-0.438,-0.077,0.344
171,-3.746,0.295,0.008,3.881,1.58,4.591,1.003,0.739,-0.082,-0.107,0.959,1.771,1.917,1.0,2.624,-2.277,-1.352,0.984,-0.472,0.055,0.373
172,-3.819,-0.415,0.006,3.525,1.441,4.836,0.818,0.762,-1.235,-0.459,0.038,1.431,2.026,1.0,1.565,-2.057,-1.669,1.153,-1.087,0.86,0.009
173,-3.716,-0.362,-0.342,5.067,1.096,4.66,0.087,0.758,-0.13,-0.339,2.128,1.782,1.331,1.0,3.425,-1.905,-0.785,0.749,-0.726,-0.5,0.199
174,-4.481,0.233,0.167,4.268,1.562,5.205,0.784,0.704,-0.324,-0.459,0.618,1.871,1.996,1.0,2.514,-2.538,-1.478,1.129,-0.706,0.372,0.449
175,-4.127,-0.1,-0.179,4.091,1.668,4.847,0.774,0.69,-0.389,-0.126,0.983,1.513,1.641,1.0,2.727,-2.422,-1.268,0.97,-0.649,-0.004,0.211
176,-3.732,0.046,-0.064,4.391,1.379,4.386,0.647,0.698,-0.298,-0.068,1.193,1.755,1.808,1.0,2.34,-2.114,-1.291,0.828,-0.528,0.105,0.381
177,-3.61,0.302,0.026,3.753,1.53,4.357,0.756,0.916,0.046,0.301,1.368,1.646,1.496,1.0,3.611,-2.127,-0.706,0.957,-0.195,-0.862,0.519
178,-3.468,-0.311,-0.095,3.998,1.421,4.388,0.241,0.868,-0.308,-0.159,1.362,1.761,1.42,1.0,3.136,-2.003,-1.039,0.851,-0.518,-0.47,0.189
179,-3.689,-0.023,-0.23,4.463,1.374,4.394,0.539,0.765,-0.764,0.096,1.383,1.542,1.567,1.0,2.287,-1.929,-1.109,1.071,-0.669,0.553,0.271
180,-4.554,-0.153,0.363,3.55,1.253,5.32,0.795,0.521,-1.007,-0.9,-0.664,1.386,1.933,1.0,1.314,-2.519,-1.857,1.062,-0.949,0.94,0.188
181,-3.947,0.384,0.109,3.88,1.461,4.756,1.195,0.521,-0.369,-0.269,0.635,1.601,1.909,1.0,2.16,-2.19,-1.546,1.093,-0.663,0.781,0.38
182,-4.845,-0.545,0.147,4.828,1.369,5.88,0.58,0.744,-1.207,-0.798,0.227,1.638,1.918,1.0,1.749,-2.767,-2.018,1.128,-0.974,1.048,0.234
183,-4.374,0.035,0.557,3.819,1.46,4.952,0.249,0.769,-0.122,-0.176,0.733,1.682,1.777,1.0,3.239,-2.552,-1.251,0.938,-0.428,-0.539,0.342
184,-4.689,-0.365,0.384,3.635,1.21,5.68,0.672,0.556,-1.123,-1.247,-0.786,1.55,1.873,1.0,1.503,-2.78,-1.968,0.825,-1.165,0.396,0.057
185,-3.723,-0.348,0.046,3.721,1.282,4.336,-0.018,0.51,-0.161,-0.248,1.061,1.476,1.752,1.0,2.752,-1.964,-1.164,0.666,-0.525,-0.367,0.461
186,-3.507,-0.48,0.24,3.609,1.546,4.271,0.157,0.556,-0.443,0.31,0.995,1.523,1.832,1.0,2.616,-1.754,-1.054,0.99,-0.542,0.095,0.399
187,-4.597,-0.104,0.327,4.306,1.74,5.414,0.766,0.761,-0.69,-0.565,0.434,1.517,1.985,1.0,1.79,-2.828,-1.999,1.29,-0.847,1.056,0.22
188,-4.213,0.25,0.348,3.784,1.22,4.884,0.656,0.72,0.187,0.008,1.105,1.727,1.794,1.0,3.703,-2.477,-0.744,0.786,-0.154,-0.723,0.452
189,-4.991,0.048,-0.057,4.581,1.439,5.666,0.923,0.562,-0.346,-0.675,0.786,1.872,1.992,1.0,2.61,-3.002,-1.715,0.812,-0.777,-0.096,0.283
190,-3.416,0.136,-0.039,4.43,1.52,4.161,0.962,0.603,-0.625,0.284,1.203,1.346,1.913,1.0,1.852,-1.698,-1.707,1.027,-0.579,0.977,0.19
191,-3.713,-0.215,-0.136,4.213,1.388,4.756,0.548,0.603,-0.584,-0.485,1.018,1.463,1.866,1.0,2.194,-2.118,-1.359,0.951,-0.717,0.443,0.375
192,-3.772,-0.063,0.012,3.824,1.45,4.497,0.77,0.825,-0.298,0.233,0.864,1.57,1.797,1.0,2.599,-1.913,-1.28,0.98,-0.683,0.03,0.168
193,-4.874,-0.575,0.42,4.934,1.387,5.644,-0.12,0.474,-0.462,-0.503,1.128,1.771,2.16,1.0,2.547,-3.039,-1.679,0.9,-0.679,0.54,0.1
194,-4.21,-0.251,0.048,4.335,1.53,5.052,0.908,0.797,-0.668,-0.512,0.694,1.624,1.927,1.0,2.222,-2.331,-1.41,1.0,-0.882,0.384,-0.094
195,-3.77,0.346,-0.07,5.158,1.406,4.805,1.01,1.002,-0.728,-0.145,1.703,1.902,1.678,1.0,2.353,-2.225,-1.156,1.094,-0.764,0.772,0.3
196,-4.211,-0.297,0.276,4.104,1.652,4.982,0.723,0.574,-0.749,-0.421,0.474,1.759,1.944,1.0,2.141,-2.404,-1.598,1.056,-0.898,0.701,0.086
197,-3.847,-0.45,0.062,3.792,1.495,4.881,0.513,0.61,-1.042,-0.569,0.187,1.449,1.794,1.0,1.752,-2.127,-1.461,1.009,-1.016,0.722,-0.087
198,-3.629,-0.156,-0.043,4.186,1.58,4.533,0.309,0.733,-0.495,0.019,0.953,1.631,1.768,1.0,2.342,-2.066,-1.613,1.081,-0.478,0.319,0.362
199,-3.94,-0.062,-0.057,3.983,1.525,4.742,1.119,0.809,-0.379,-0.059,0.87,1.566,1.758,1.0,2.34,-2.042,-1.447,1.11,-0.726,0.59,0.204
200,-3.745,0.166,-0.027,4.413,1.478,4.809,0.855,0.962,-0.273,0.074,1.296,1.637,1.69,1.0,2.584,-2.036,-1.225,1.193,-0.67,0.468,0.326
201,-3.89,0.188,-0.115,4.142,1.623,4.708,0.733,0.95,-0.216,0.14,1.138,1.825,1.93,1.0,2.827,-2.053,-1.245,1.101,-0.505,0.39,0.348
202,-4.051,-0.398,0.433,3.192,1.557,5.211,0.512,0.903,-0.826,-0.59,-0.357,1.618,1.837,1.0,1.983,-2.513,-1.599,0.949,-0.96,0.219,-0.023
203,-3.705,-0.032,-0.234,4.639,1.417,4.651,0.485,0.866,-0.384,0.061,1.521,1.582,1.468,1.0,2.649,-1.951,-1.112,0.867,-0.56,-0.135,0.588
204,-4.086,-0.364,-0.141,4.901,1.215,5.166,0.297,0.895,-0.746,-0.403,1.14,1.556,1.411,1.0,2.565,-2.294,-1.283,1.03,-0.745,0.436,0.074
205,-4.615,-0.063,0.299,4.298,1.336,5.193,0.592,0.695,0.069,-0.367,0.965,1.774,1.949,1.0,3.182,-2.727,-1.252,0.935,-0.46,-0.128,0.543
206,-4.124,-0.543,0.01,4.234,1.415,4.92,0.293,0.582,-0.961,-0.511,0.788,1.57,1.891,1.0,2.191,-2.329,-1.314,1.157,-0.921,0.713,0.082
207,-3.568,0.134,-0.237,4.701,1.732,4.481,1.105,0.671,-0.402,0.134,1.727,1.621,1.327,1.0,2.359,-1.827,-1.216,0.952,-0.799,0.334,0.236
208,-4.021,0.41,0.408,3.534,1.492,4.567,1.057,0.707,0.545,0.103,0.944,1.584,2.001,1.0,3.52,-2.418,-1.034,0.932,-0.172,-0.839,0.566
209,-4.023,-0.295,0.522,3.59,1.451,4.53,0.185,0.79,-0.32,-0.308,0.847,1.608,1.804,1.0,2.644,-2.452,-1.334,0.992,-0.594,0.091,0.459
210,-3.716,-0.48,0.228,3.341,1.466,4.677,0.659,0.475,-1.02,-0.563,0.023,1.577,2.079,1.0,1.59,-2.124,-1.643,0.954,-0.976,0.613,0.019
211,-4.327,-0.113,-0.055,4.468,1.332,5.122,0.664,0.648,-0.42,-0.192,1.143,1.726,1.795,1.0,2.635,-2.362,-1.448,0.881,-0.586,0.245,0.085
212,-4.055,-0.283,0.084,3.851,1.212,5.129,0.8,0.762,-0.975,-0.613,0.138,1.498,1.744,1.0,1.801,-2.294,-1.584,1.016,-0.994,0.278,-0.218
213,-5.566,-0.419,0.433,4.333,1.213,6.483,0.539,0.467,-0.611,-1.575,-0.342,1.704,1.573,1.0,2.539,-3.721,-1.965,1.088,-0.978,-0.004,0.073
214,-3.943,-0.341,-0.241,4.841,1.372,4.717,0.441,0.708,-0.707,-0.341,1.553,1.517,1.679,1.0,2.463,-2.308,-1.282,0.999,-0.749,0.378,0.152
215,-3.573,0.3,0.007,3.648,1.515,4.231,0.941,0.634,0.419,0.217,1.274,1.618,1.672,1.0,3.289,-1.882,-0.899,0.736,-0.266,-0.623,0.436
216,-3.947,-0.4,-0.125,4.716,1.263,4.903,0.378,0.842,-1.214,-0.504,0.833,1.708,1.684,1.0,2.015,-2.145,-1.503,0.929,-0.917,0.547,0.091
217,-3.681,-0.486,-0.062,3.856,1.326,4.746,0.359,0.631,-1.032,-0.47,0.514,1.633,1.798,1.0,1.921,-2.019,-1.628,0.941,-0.967,0.594,0.184
218,-3.712,-0.485,-0.239,4.292,1.296,4.572,-0.161,0.676,-0.741,-0.387,1.214,1.544,1.597,1.0,2.223,-2.028,-1.39,0.899,-0.649,0.319,0.305
219,-3.688,-0.135,-0.471,4.571,1.353,4.598,0.593,0.776,-0.283,-0.092,1.694,1.663,1.254,1.0,2.938,-1.868,-1.087,0.959,-0.635,-0.305,0.25
220,-3.813,-0.11,-0.074,4.197,1.437,4.729,0.622,0.62,-0.101,-0.176,1.252,1.675,1.776,1.0,2.644,-2.052,-1.469,0.938,-0.681,0.114,0.216
221,-4.203,-0.05,0.037,4.206,1.34,4.884,0.422,0.686,-0.339,-0.381,1.097,1.695,2.108,1.0,2.996,-2.492,-1.289,0.779,-0.456,0.012,0.37
222,-3.566,-0.122,0.014,4.096,1.359,4.347,0.795,0.717,-0.701,0.084,0.76,1.686,1.843,1.0,1.827,-1.944,-1.365,0.98,-0.592,0.847,0.241
223,-4.725,-0.498,0.227,3.194,1.339,5.559,0.367,0.45,-0.601,-0.924,-0.516,1.554,1.991,1.0,2.165,-2.904,-1.761,0.866,-1.01,0.003,0.305
224,-3.517,0.094,-0.359,4.344,1.551,4.244,0.641,0.789,-0.877,0.382,1.721,1.682,1.568,1.0,2.368,-1.665,-1.201,0.842,-0.5,0.591,0.26
225,-3.953,-0.161,0.089,4.095,1.353,4.7,0.324,0.489,-0.367,-0.464,1.242,1.751,1.585,1.0,2.933,-2.411,-1.14,0.763,-0.756,-0.534,0.183
226,-4.633,-0.515,-0.177,4.782,1.278,5.356,-0.122,0.882,-0.464,-0.698,1.448,1.756,1.602,1.0,3.179,-2.699,-1.354,1.068,-0.717,-0.184,0.208
227,-3.579,0.149,0.004,4.042,1.443,4.376,0.672,0.827,-0.64,0.187,1.233,1.592,1.536,1.0,2.525,-1.94,-1.182,1.122,-0.539,0.302,0.173
228,-5.191,-0.868,0.465,3.679,1.196,5.884,-0.035,0.45,-0.489,-1.22,-0.26,1.563,1.679,1.0,2.536,-3.18,-1.863,0.777,-0.892,-0.544,0.192
229,-3.523,-0.58,0.101,3.625,1.414,4.621,0.303,0.703,-0.869,-0.281,0.541,1.592,1.954,1.0,1.812,-2.037,-1.477,0.873,-0.74,0.499,0.355
230,-4.492,0.379,-0.099,4.931,1.538,5.265,0.993,0.926,0.125,-0.168,1.496,1.786,1.713,1.0,3.196,-2.372,-1.357,1.18,-0.445,0.098,0.203
231,-4.209,-0.302,0.031,4.267,1.269,5.035,0.365,0.676,-0.829,-0.624,0.403,1.538,1.578,1.0,1.838,-2.34,-1.568,0.881,-0.767,0.418,0.261
232,-4.471,-0.396,0.542,3.109,1.464,5.203,0.532,0.48,-0.547,-0.528,-0.538,1.613,2.118,1.0,2.268,-2.55,-1.683,0.986,-0.922,-0.06,0.13
233,-3.678,-0.057,0.035,4.089,1.423,4.652,0.691,0.553,-0.408,-0.054,0.876,1.65,2.041,1.0,2.204,-2.007,-1.511,0.95,-0.675,0.427,0.373
234,-3.933,-0.532,-0.167,5.123,1.427,4.849,0.071,0.861,-0.564,-0.45,1.722,1.646,1.71,1.0,2.514,-2.326,-1.415,0.934,-0.724,0.54,0.11
235,-3.472,-0.746,0.032,4.012,1.402,4.376,-0.028,0.851,-0.76,-0.124,1.199,1.648,1.622,1.0,2.598,-1.91,-1.055,1.01,-0.711,0.204,0.17
236,-4.78,0.275,0.31,4.263,1.636,5.444,0.831,0.63,-0.079,-0.592,0.613,1.792,1.908,1.0,2.988,-2.827,-1.592,0.849,-0.508,-0.343,0.301
237,-5.147,-0.46,0.678,3.525,1.316,6.095,0.368,0.447,-0.797,-1.225,-0.998,1.544,1.623,1.0,1.742,-3.342,-2.126,0.897,-0.973,0.153,0.158
238,-4.088,-0.24,0.01,4.927,1.5,5.156,0.521,0.835,-0.919,-0.107,1.052,1.713,1.968,1.0,2.141,-2.159,-1.576,1.006,-0.768,0.815,0.194
239,-4.623,-0.522,0.487,2.94,1.065,5.168,-0.436,0.531,-0.39,-0.482,-0.135,1.67,1.959,1.0,2.83,-2.692,-1.453,0.8,-0.46,-0.447,0.407
240,-4.501,-0.623,0.468,3.377,1.486,5.475,0.637,0.648,-1.021,-0.505,-0.359,1.638,2.048,1.0,1.958,-2.576,-1.889,1.157,-1.059,0.68,-0.027
241,-4.133,-0.238,-0.006,4.348,1.294,5.02,0.827,0.467,-0.792,-0.588,0.42,1.574,2.089,1.0,1.768,-2.155,-1.533,0.752,-0.825,0.713,0.159
242,-4.772,-0.432,0.507,3.618,1.519,5.449,0.378,0.564,-0.834,-0.886,-0.144,1.604,1.702,1.0,2.247,-2.83,-1.648,1.01,-0.918,0.234,0.068
243,-3.587,-0.194,-0.277,4.348,1.369,4.519,0.728,0.65,-0.634,-0.123,1.338,1.551,1.757,1.0,2.167,-1.863,-1.357,1.008,-0.736,0.751,0.127
244,-3.508,-0.403,-0.208,4.157,1.294,4.241,-0.169,0.761,-0.7,0.067,1.27,1.617,1.586,1.0,2.204,-1.742,-1.145,0.828,-0.509,0.285,0.28
245,-4.199,-0.172,0.355,3.938,1.371,5.022,0.696,0.535,-0.574,-0.614,0.695,1.604,2.209,1.0,2.062,-2.725,-1.285,0.755,-0.858,0.518,0.211
246,-4.532,0.17,0.091,4.017,1.426,5.365,0.811,0.866,0.086,-0.322,1.237,1.715,1.887,1.0,3.693,-2.605,-0.792,0.954,-0.421,-0.756,0.432
247,-3.853,0.367,-0.063,3.836,1.688,4.435,1.205,0.691,-0.458,0.004,0.908,1.664,1.929,1.0,2.428,-2.116,-1.432,1.02,-0.55,0.408,0.273
248,-4.139,-0.074,0.32,3.304,1.651,4.797,0.557,0.841,-0.181,-0.194,0.327,1.69,1.991,1.0,2.747,-2.409,-1.47,1.168,-0.497,0.088,0.357
249,-4.164,-0.272,-0.345,4.696,1.422,4.891,0.627,0.754,-0.693,-0.351,1.354,1.682,1.46,1.0,2.616,-2.128,-1.316,0.995,-0.838,0.271,0.112
250,-4.482,0.132,0.276,3.899,1.504,5.274,0.763,0.749,-0.087,-0.247,0.792,1.564,1.873,1.0,3.261,-2.606,-1.368,1.272,-0.405,-0.289,0.361
251,-4.497,-0.107,0.402,3.745,1.432,5.067,0.387,0.589,-0.541,-0.461,-0.025,1.885,2.057,1.0,1.892,-2.769,-1.774,0.89,-0.568,0.316,0.263
252,-3.442,-0.187,-0.264,4.486,1.447,4.314,0.637,0.821,-0.622,0.028,1.72,1.592,1.544,1.0,2.432,-1.981,-0.936,0.889,-0.714,0.656,0.374
253,-3.509,0.261,0.082,3.302,1.579,4.349,1.165,0.752,-0.101,0.319,0.743,1.499,1.865,1.0,2.565,-1.932,-1.232,1.078,-0.496,0.217,0.274
254,-3.848,0.228,-0.033,4.605,1.434,4.434,0.891,0.661,0.324,0.135,2.086,1.65,1.389,1.0,3.606,-2.173,-0.897,0.925,-0.433,-0.422,0.318
255,-4.875,0.321,0.358,4.066,1.704,5.685,0.951,0.435,-0.341,-0.407,0.124,1.695,2.305,1.0,2.435,-2.825,-1.766,1.117,-0.666,0.43,0.191
256,-3.821,0.053,0.298,3.877,1.64,4.604,0.775,0.67,-0.325,-0.308,0.785,1.322,1.79,1.0,2.524,-2.395,-1.173,1.188,-0.628,0.437,0.386
257,-4.678,-0.003,0.326,4.18,1.338,5.171,0.608,0.47,-0.268,-0.341,0.544,1.715,2.168,1.0,2.481,-2.623,-1.742,0.849,-0.477,0.196,0.241
258,-3.813,-0.35,0.131,4.1,1.515,4.519,0.428,0.573,-0.778,-0.258,0.754,1.474,1.763,1.0,2.031,-2.303,-1.665,0.947,-0.804,0.463,0.068
259,-4.566,-0.776,0.247,4.339,1.597,5.365,0.252,0.783,-1.592,-0.389,0.27,1.638,1.824,1.0,1.592,-2.539,-1.781,1.1,-1.007,1.343,-0.237
260,-4.037,-0.335,0.095,4.535,1.172,4.885,0.063,0.554,-0.173,-0.564,1.465,1.615,1.579,1.0,2.959,-2.368,-1.074,0.765,-0.578,-0.389,0.312
261,-3.559,0.129,-0.312,4.279,1.701,4.349,1.222,0.93,-0.82,-0.101,1.189,1.526,1.544,1.0,1.894,-2.08,-1.341,1.172,-0.84,0.756,0.303
262,-5.281,0.126,0.263,4.455,1.353,6.087,0.937,0.841,-0.306,-0.846,0.529,1.729,1.491,1.0,2.92,-2.897,-1.69,0.918,-0.855,-0.411,0.154
263,-3.549,-0.151,-0.22,3.565,1.485,4.326,0.822,0.741,-0.135,0.179,0.885,1.709,1.677,1.0,2.843,-1.817,-1.04,1.007,-0.633,-0.187,0.221
264,-3.986,-0.515,0.083,4.371,1.339,4.903,0.279,0.708,-1.118,-0.76,0.606,1.588,1.756,1.0,2.023,-2.265,-1.415,0.827,-0.917,0.416,0.029
265,-4.651,-0.204,0.055,4.68,1.388,5.473,0.62,0.532,-0.513,-0.599,0.857,1.835,1.983,1.0,2.294,-2.675,-1.701,1.08,-0.756,0.607,0.254
266,-3.555,0.063,-0.33,4.601,1.471,4.439,0.698,0.681,0.089,0.163,1.899,1.473,1.268,1.0,3.414,-1.727,-0.745,0.938,-0.432,-0.31,0.361
267,-3.763,0.452,0.005,3.981,1.492,4.334,0.786,0.83,0.222,0.276,1.64,1.573,1.5,1.0,3.357,-2.141,-0.874,1.145,-0.16,-0.316,0.539
268,-3.524,0.177,0.113,3.95,1.475,4.186,0.494,0.758,0.017,0.245,1.583,1.615,1.609,1.0,3.185,-2.028,-0.798,1.0,-0.223,-0.392,0.799
269,-4.105,-0.13,0.289,3.461,1.466,4.841,0.754,0.742,-0.183,-0.072,0.246,1.77,2.193,1.0,2.87,-2.302,-1.289,1.222,-0.57,0.03,0.534
270,-3.986,0.099,0.273,3.256,1.36,4.662,0.792,0.45,-0.597,-0.43,0.108,1.541,2.118,1.0,1.752,-2.393,-1.584,0.856,-0.751,0.55,0.068
271,-4.747,-0.397,0.229,4.248,1.37,5.439,0.522,0.425,-0.469,-0.803,0.378,1.545,1.812,1.0,2.136,-2.961,-1.803,0.841,-0.793,0.16,0.109
272,-4.267,0.04,0.152,4.2,1.288,4.913,0.37,0.508,-0.301,-0.381,0.795,1.747,1.899,1.0,2.42,-2.388,-1.401,0.917,-0.653,0.259,0.291
273,-4.084,-0.037,0.136,4.561,1.521,5.053,0.754,0.996,-0.209,-0.172,1.332,1.669,1.667,1.0,3.025,-2.405,-0.994,1.225,-0.586,0.17,0.462
274,-3.708,0.203,0.044,3.767,1.551,4.576,0.988,0.49,-0.008,-0.157,0.958,1.76,1.905,1.0,2.626,-2.089,-1.149,0.611,-0.654,-0.256,0.171
275,-4.316,-0.232,-0.311,5.202,1.653,5.276,0.781,0.715,-1.14,-0.504,0.675,1.688,1.996,1.0,1.365,-2.306,-1.917,1.125,-0.973,1.46,-0.004
276,-4.836,-0.094,0.161,4.656,1.581,5.541,0.294,0.646,0.11,-0.328,1.301,1.807,1.934,1.0,3.802,-2.877,-1.153,1.125,-0.417,-0.685,0.499
277,-4.379,-0.213,0.211,4.496,1.242,5.149,0.42,0.568,-0.033,-0.643,1.323,1.681,1.732,1.0,3.3,-2.662,-1.25,0.747,-0.616,-0.548,0.355
278,-4.49,-0.124,0.235,3.992,1.363,5.182,0.541,0.582,-0.332,-0.279,0.777,1.783,1.854,1.0,2.776,-2.478,-1.545,1.022,-0.601,0.281,0.439
279,-3.616,0.273,-0.082,3.903,1.554,4.286,0.767,0.82,-0.071,0.274,1.265,1.483,1.613,1.0,2.945,-1.876,-0.974,1.032,-0.508,-0.085,0.399
280,-3.825,0.076,-0.234,4.645,1.389,4.592,0.554,0.974,-0.377,-0.017,1.468,1.623,1.383,1.0,2.792,-1.772,-0.977,1.071,-0.524,0.247,0.343
281,-3.777,-0.538,0.177,3.809,1.32,4.702,0.334,0.525,-0.533,-0.3,0.562,1.615,2.044,1.0,2.147,-2.131,-1.474,0.793,-0.726,0.127,0.136
282,-4.346,-0.16,0.063,3.886,1.617,4.877,0.772,0.918,-0.824,-0.539,0.583,1.638,1.655,1.0,1.928,-2.732,-1.562,1.343,-0.738,0.912,0.118
283,-3.573,-0.101,0.197,4.091,1.42,4.509,0.593,0.636,-0.728,0.093,0.989,1.581,1.954,1.0,2.024,-1.887,-1.543,1.047,-0.761,0.645,0.331
284,-4.724,-0.91,0.524,3.926,1.147,5.534,-0.226,0.251,-0.602,-0.965,-0.138,1.636,1.921,1.0,2.081,-2.994,-1.844,0.771,-0.766,0.168,0.383
285,-3.826,-0.09,-0.137,4.567,1.404,4.565,0.701,0.778,-0.546,-0.076,1.496,1.552,1.715,1.0,2.46,-2.045,-1.315,1.066,-0.622,0.314,0.231
286,-4.419,-0.231,0.758,3.512,1.371,5.272,0.308,0.69,-0.005,-0.445,0.39,1.725,2.031,1.0,3.14,-2.695,-1.371,1.035,-0.525,-0.293,0.277
287,-3.594,-0.187,0.057,3.713,1.456,4.455,0.369,0.985,-0.726,-0.262,1.035,1.611,1.554,1.0,2.357,-2.108,-1.174,1.111,-0.804,0.368,0.426
288,-4.148,-0.482,-0.076,4.15,1.348,4.969,0.498,0.478,-0.548,-0.918,0.872,1.717,1.766,1.0,2.394,-2.452,-1.351,0.719,-0.956,-0.021,0.163
289,-4.376,-0.259,0.456,3.984,1.403,5.485,0.619,0.316,-0.69,-0.623,-0.396,1.529,2.046,1.0,1.405,-2.687,-1.864,0.842,-0.788,0.985,0.367
290,-4.173,-0.133,0.08,4.111,1.483,4.981,0.66,0.657,-0.373,-0.428,0.891,1.682,1.822,1.0,2.429,-2.363,-1.497,0.861,-0.682,0.08,0.229
291,-4.887,-0.548,0.267,4.671,1.196,5.604,0.255,0.545,-0.84,-1.017,0.562,1.722,1.591,1.0,2.272,-2.952,-1.735,0.868,-0.861,0.281,-0.016
292,-3.988,0.437,-0.299,4.5,1.806,4.835,1.707,0.738,-0.57,-0.21,0.711,1.564,2.069,1.0,1.68,-2.237,-1.884,1.158,-0.885,0.992,0.271
293,-4.385,-0.892,0.123,4.539,1.501,5.226,0.058,0.684,-0.976,-0.505,0.746,1.568,1.862,1.0,2.221,-2.569,-1.718,1.104,-0.945,0.687,0.113
294,-4.412,0.013,0.109,4.366,1.446,5.221,0.739,0.964,-0.574,-0.556,0.848,1.574,1.65,1.0,2.658,-2.407,-1.316,1.121,-0.744,0.249,0.238
295,-4.309,-0.164,0.577,3.186,1.475,5.085,0.24,0.854,-0.11,-0.356,0.305,1.525,1.953,1.0,3.224,-2.655,-1.143,1.105,-0.413,-0.616,0.488
296,-3.895,0.132,-0.007,3.351,1.519,4.981,1.195,0.484,-0.783,-0.556,-0.606,1.545,2.067,1.0,1.414,-2.246,-1.773,1.002,-1.03,0.865,0.129
