x0,x1,x2,x3,x4,x5,x6,x7,y,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-8.133,-2.987,0.21,4.685,-0.771,2.883,0.546,3.768,0.0,-0.969,-2.703,-0.179,1.375,1.314,-0.365,0.36,1.27,0.226,1.186,0.784,2.956
-7.638,-3.599,0.005,4.391,-0.738,2.556,0.445,4.222,0.0,-0.821,-2.624,-0.315,1.507,1.454,-0.355,0.24,0.99,0.285,0.859,0.717,2.724
-7.177,-2.863,0.07,4.34,-0.719,2.686,0.587,3.457,0.0,-0.897,-2.624,-0.225,1.277,1.374,-0.548,0.252,1.197,0.285,1.232,0.774,2.677
-7.299,-4.44,-0.092,4.242,-0.718,2.758,0.261,4.652,0.0,-1.136,-2.559,-0.942,1.125,1.84,-0.737,0.261,1.041,0.128,1.002,0.618,2.464
-7.12,-3.985,-0.027,4.059,-0.806,2.373,0.366,4.291,0.0,-1.073,-2.307,-0.205,1.449,1.418,-0.427,0.222,1.015,0.205,0.942,0.733,2.549
-7.222,-3.207,0.035,4.361,-0.699,2.6,0.587,3.732,0.0,-0.748,-2.624,0.023,1.563,1.227,-0.208,0.177,1.162,0.129,1.315,0.688,2.601
-7.651,-4.577,0.066,4.271,-0.771,2.595,0.356,4.648,0.0,-1.19,-2.606,-0.528,1.454,1.774,-0.636,0.242,0.678,0.185,1.158,0.866,2.681
-3.563,-2.944,-0.101,1.905,-0.883,1.726,-0.153,3.543,0.0,-0.878,-0.841,-0.757,1.18,1.67,-0.312,0.149,0.775,0.418,0.533,0.168,1.635
-7.691,-3.205,-0.241,4.517,-0.83,2.639,0.254,3.802,0.0,-0.951,-3.017,-0.186,1.438,1.324,-0.337,0.315,1.201,0.192,1.054,0.675,2.75
-6.424,-3.235,0.042,3.985,-0.705,2.314,0.353,3.776,0.0,-0.967,-2.357,-0.447,1.465,1.347,-0.241,0.255,1.293,0.165,1.328,0.652,2.415
-8.567,-2.922,0.141,5.271,-0.836,2.771,0.546,3.29,0.0,-0.76,-3.099,-0.05,1.46,1.363,-0.538,0.352,1.048,0.131,1.354,0.64,3.141
-6.297,-4.016,0.024,3.605,-0.854,2.134,-0.023,4.335,0.0,-0.818,-2.012,-0.796,1.403,1.603,-0.252,0.102,0.947,0.183,1.023,0.488,2.421
-6.637,-2.702,0.211,3.891,-0.734,2.262,0.304,3.348,0.0,-0.988,-1.929,-0.582,0.976,1.402,-0.619,0.29,0.735,0.116,1.261,0.625,2.563
-7.17,-3.337,0.211,4.264,-0.728,2.411,0.372,3.656,0.0,-0.845,-2.285,-0.211,1.227,1.383,-0.618,0.238,1.177,0.201,1.012,0.557,2.646
-6.608,-5.174,0.095,3.252,-0.701,2.276,0.423,5.077,0.0,-0.63,-1.613,-0.527,1.385,1.624,-0.513,0.051,0.802,0.368,1.105,0.511,2.121
-6.814,-4.43,-0.065,3.765,-0.997,2.266,0.579,4.769,0.0,-1.079,-2.285,-0.235,1.722,1.53,-0.25,0.272,1.038,0.227,1.095,0.546,2.32
-7.604,-3.586,-0.08,4.343,-0.951,2.474,-0.044,4.157,0.0,-1.207,-2.377,-0.377,1.403,1.787,-0.829,0.068,1.095,0.394,1.475,0.549,2.77
-8.337,-3.009,-0.083,5.286,-0.762,2.724,0.478,3.649,0.0,-0.955,-3.098,-0.364,1.431,1.267,-0.243,0.21,1.15,0.262,1.373,0.827,2.944
-6.185,-5.055,-0.28,2.954,-0.974,2.181,-0.234,5.267,0.0,-1.318,-1.858,-0.674,1.326,1.82,-0.68,0.32,1.108,0.35,1.067,0.446,2.13
-7.201,-2.683,-0.041,4.266,-0.837,2.496,0.211,3.571,0.0,-0.973,-2.429,-0.288,1.479,1.51,-0.379,0.278,1.051,0.276,1.084,0.758,2.675
-8.183,-5.103,0.089,4.504,-0.757,2.679,0.546,5.054,0.0,-1.284,-2.587,-0.772,1.367,1.859,-0.545,0.247,0.852,0.144,1.132,0.451,2.733
-8.026,-3.764,0.215,4.755,-0.866,2.759,-0.231,3.965,0.0,-0.959,-2.563,-0.507,0.786,1.621,-0.984,0.292,1.157,0.281,1.09,0.724,2.826
-7.668,-4.056,-0.172,4.459,-0.823,2.624,0.317,4.507,0.0,-1.077,-2.683,-0.363,1.503,1.666,-0.43,0.07,1.153,0.353,1.223,0.608,2.596
-7.483,-3.355,0.032,4.439,-0.769,2.497,0.19,3.926,0.0,-1.227,-2.415,-0.49,1.093,1.502,-0.599,0.358,1.01,0.07,1.311,0.606,2.529
-8.868,-5.132,0.195,4.797,-0.765,2.66,0.45,4.93,0.0,-0.946,-2.553,-0.231,1.309,1.495,-0.712,0.12,1.225,0.362,1.312,0.265,2.842
-5.945,-3.598,0.167,3.236,-0.873,2.383,0.465,3.956,0.0,-0.879,-1.642,-0.437,1.519,1.478,-0.517,0.387,0.954,0.316,0.94,0.393,2.327
-5.202,-2.592,-0.151,3.24,-0.721,2.175,0.282,3.191,0.0,-0.886,-1.777,-0.49,1.275,1.417,-0.22,0.172,0.956,0.319,1.295,0.477,2.017
-7.82,-4.064,0.079,4.527,-0.827,2.68,0.593,4.326,0.0,-0.883,-2.439,-0.285,1.457,1.503,-0.524,0.282,1.164,0.212,1.156,0.668,2.843
-6.303,-4.524,0.256,3.471,-0.816,2.316,0.276,4.674,0.0,-1.001,-1.711,-0.747,0.951,1.758,-0.67,0.24,0.898,0.307,1.153,0.447,2.223
-7.914,-4.992,0.205,4.455,-0.739,2.501,0.359,4.885,0.0,-1.006,-2.373,-0.727,1.064,1.82,-0.785,0.29,0.803,0.058,1.334,0.363,2.749
-7.509,-4.384,0.054,4.013,-0.866,2.447,0.55,4.852,0.0,-0.931,-1.93,-0.235,1.488,1.419,-0.22,0.084,1.252,0.284,1.219,0.438,2.576
-6.62,-2.407,-0.006,4.23,-0.709,2.543,0.403,2.937,0.0,-0.974,-2.429,-0.123,1.252,1.187,-0.493,0.208,1.068,0.277,1.162,0.6,2.495
-7.19,-3.784,0.116,4.002,-0.834,2.345,0.55,4.325,0.0,-0.745,-2.177,-0.295,1.301,1.252,-0.14,0.185,0.978,0.1,1.078,0.627,2.622
-7.458,-4.61,-0.152,4.235,-0.791,2.543,0.314,4.69,0.0,-1.413,-2.825,-0.278,1.803,1.857,-0.401,0.366,1.351,0.322,1.168,0.639,2.606
-7.095,-2.39,0.045,4.353,-0.766,2.443,0.557,3.069,0.0,-0.72,-2.439,0.139,1.496,1.038,-0.229,0.186,1.106,0.135,1.309,0.603,2.717
-6.757,-4.875,0.081,3.459,-0.769,2.205,0.336,4.861,0.0,-1.009,-1.692,-0.469,1.453,1.708,-0.538,0.026,1.045,0.349,1.199,0.269,2.449
-6.802,-3.876,0.08,3.768,-0.762,2.093,0.27,4.0,0.0,-1.215,-2.191,-0.558,1.086,1.53,-0.646,0.344,1.057,0.341,1.289,0.707,2.399
-7.369,-5.282,-0.087,4.037,-0.843,2.331,0.476,5.125,0.0,-1.134,-2.373,-0.457,1.574,1.508,-0.359,0.406,1.1,0.109,1.418,0.601,2.436
-6.2,-3.185,0.047,3.821,-0.784,2.255,-0.143,3.934,0.0,-1.222,-2.071,-0.82,1.094,1.76,-0.539,0.347,1.091,0.43,1.125,0.588,2.261
-7.11,-4.409,0.041,3.948,-0.786,2.393,0.024,4.769,0.0,-1.0,-2.097,-0.719,1.029,1.666,-0.797,0.108,0.701,0.234,1.049,0.733,2.298
-8.069,-5.241,0.188,4.181,-0.716,2.329,0.843,5.286,0.0,-0.96,-2.334,-0.426,1.368,1.425,-0.37,0.242,1.168,0.152,1.34,0.429,2.834
-7.591,-4.441,-0.185,4.299,-0.867,2.604,0.207,4.693,0.0,-1.126,-2.662,-0.375,1.536,1.608,-0.635,0.105,1.11,0.339,1.177,0.836,2.436
-6.739,-3.354,0.078,3.963,-0.834,2.405,0.312,3.787,0.0,-0.883,-2.194,-0.44,1.131,1.443,-0.43,0.094,0.974,0.296,1.095,0.904,2.46
-7.467,-3.449,-0.117,4.42,-0.847,2.697,0.127,3.886,0.0,-0.996,-2.564,-0.247,1.497,1.717,-0.421,0.128,0.907,0.211,1.137,0.934,2.751
-6.242,-3.656,-0.045,3.854,-0.79,2.422,0.565,4.035,0.0,-0.89,-2.197,-0.245,1.562,1.466,-0.426,0.322,0.771,0.149,1.041,0.717,2.049
-5.589,-3.576,-0.263,3.401,-0.926,2.424,0.258,4.096,0.0,-0.897,-2.102,-0.212,1.868,1.62,-0.084,0.049,1.068,0.382,1.035,0.752,1.782
-6.69,-4.837,0.063,3.569,-0.723,2.357,0.345,4.728,0.0,-1.112,-1.83,-0.588,1.469,1.746,-0.492,0.003,0.924,0.281,1.184,0.536,2.285
-7.63,-4.086,-0.275,4.208,-0.904,2.523,0.412,4.476,0.0,-0.968,-2.844,0.035,1.644,1.377,-0.414,0.444,1.085,0.247,1.118,0.751,2.472
-6.322,-4.205,-0.185,3.719,-1.027,2.512,0.399,4.464,0.0,-1.251,-2.32,-0.432,1.584,1.711,-0.318,0.21,1.287,0.564,1.126,0.617,2.282
-7.934,-4.459,0.07,4.643,-0.746,2.596,0.23,4.581,0.0,-1.316,-2.714,-0.708,1.22,1.937,-0.848,0.176,1.182,0.052,1.413,0.394,2.866
-7.513,-5.104,-0.03,4.183,-0.9,2.428,0.16,5.351,0.0,-1.01,-2.443,-0.521,1.338,1.797,-0.566,0.289,0.767,0.319,1.122,0.716,2.464
-7.776,-4.479,-0.301,4.514,-1.19,2.762,0.04,4.87,0.0,-0.815,-2.909,-0.207,1.81,1.777,-0.58,0.351,1.016,0.264,1.134,0.778,2.43
-7.156,-3.557,-0.133,4.149,-0.803,2.519,0.015,4.246,0.0,-1.049,-2.406,-0.643,1.264,1.753,-0.655,0.3,0.82,0.213,1.196,0.733,2.532
-8.104,-3.327,0.284,4.811,-0.714,2.7,0.373,3.762,0.0,-1.067,-2.777,-0.515,1.01,1.348,-0.541,0.278,1.186,0.238,1.481,0.607,2.787
-6.749,-3.668,-0.079,3.912,-0.8,2.357,0.046,4.044,0.0,-1.009,-2.094,-0.642,1.294,1.583,-0.406,0.212,0.954,0.192,1.191,0.428,2.531
-6.315,-4.313,0.034,3.328,-0.747,2.471,0.783,4.798,0.0,-0.77,-1.884,-0.332,1.641,1.418,-0.144,0.229,0.962,0.26,1.169,0.329,2.306
-7.181,-5.181,-0.297,3.879,-0.964,2.471,0.42,5.35,0.0,-0.903,-2.294,-0.133,2.084,1.704,-0.35,0.317,1.046,0.154,1.236,0.61,2.13
-7.633,-3.761,-0.095,4.56,-0.865,2.721,0.227,4.246,0.0,-1.221,-2.805,-0.497,1.329,1.776,-0.9,0.349,1.349,0.077,1.152,0.626,2.641
-6.169,-4.023,0.014,3.307,-0.872,2.353,0.112,4.24,0.0,-0.97,-1.902,-0.655,1.253,1.682,-0.668,0.44,0.96,0.225,0.929,0.625,2.42
-7.568,-3.119,0.017,4.423,-0.81,2.635,0.387,3.822,0.0,-0.789,-2.504,-0.225,1.391,1.242,-0.404,0.182,1.172,0.156,1.17,0.593,2.616
-7.005,-4.365,-0.061,4.056,-0.867,2.223,-0.135,4.684,0.0,-1.173,-2.484,-1.01,1.24,1.733,-0.372,0.286,0.989,0.28,1.017,0.814,2.537
-6.833,-3.731,0.122,3.974,-0.76,2.535,0.478,4.103,0.0,-1.02,-2.138,-0.745,1.142,1.509,-0.4,0.306,0.967,0.208,1.256,0.655,2.604
-8.286,-4.443,0.298,4.525,-0.768,2.506,0.584,4.747,0.0,-0.897,-2.091,-0.288,1.304,1.569,-0.508,0.139,0.922,-0.058,1.236,0.481,2.813
-8.081,-3.273,0.178,4.722,-0.712,2.679,-0.048,3.853,0.0,-1.188,-2.341,-0.696,0.809,1.645,-0.985,0.253,0.998,0.182,1.121,0.611,2.833
-6.621,-4.116,0.096,3.835,-0.766,2.365,0.221,4.379,0.0,-0.894,-2.087,-0.7,1.21,1.689,-0.505,0.169,0.921,0.282,1.092,0.525,2.353
-8.169,-4.79,0.094,4.357,-0.837,2.565,0.103,5.083,0.0,-1.306,-2.124,-0.44,1.351,1.566,-0.558,0.138,0.773,0.017,1.207,0.509,2.857
-6.89,-3.915,0.095,4.069,-0.707,2.394,0.249,4.342,0.0,-1.213,-2.246,-0.696,1.258,1.704,-0.601,0.216,1.158,0.365,1.066,0.744,2.495
-6.029,-3.007,-0.077,3.557,-0.748,2.342,0.559,3.586,0.0,-0.817,-2.444,-0.09,1.67,1.298,-0.225,0.276,0.905,0.181,1.123,0.903,2.185
-6.692,-3.398,0.063,3.884,-0.918,2.428,0.314,3.73,0.0,-1.037,-1.822,-0.576,1.447,1.607,-0.451,0.248,0.782,0.247,1.233,0.562,2.545
-6.735,-4.596,-0.396,3.72,-1.117,2.472,-0.312,4.828,0.0,-1.252,-2.269,-0.785,1.473,2.092,-0.58,0.151,1.135,0.29,0.956,0.452,2.173
-7.201,-4.593,0.073,3.791,-0.729,2.326,0.143,4.798,0.0,-1.031,-1.889,-0.443,1.193,1.761,-0.666,0.14,1.152,0.252,1.326,0.314,2.477
-6.043,-3.844,0.07,3.366,-0.812,2.214,0.073,3.984,0.0,-1.175,-1.601,-0.506,1.323,1.769,-0.546,-0.086,1.116,0.412,1.215,0.414,2.3
-7.472,-3.899,0.052,4.229,-0.81,2.432,0.325,4.44,0.0,-1.188,-2.79,-0.598,1.222,1.736,-0.479,0.523,1.052,0.218,1.236,0.776,2.623
-6.348,-4.787,-0.093,3.397,-0.847,2.177,0.041,5.07,0.0,-1.02,-1.968,-0.643,1.361,1.983,-0.605,0.354,0.95,0.226,1.063,0.447,2.228
-6.403,-4.638,-0.161,3.599,-0.745,2.156,-0.091,4.745,0.0,-1.054,-2.206,-0.693,1.405,1.865,-0.713,0.312,0.976,0.449,0.91,0.814,2.074
-6.752,-3.702,0.244,3.862,-0.779,2.221,0.052,4.131,0.0,-0.959,-1.81,-0.587,1.152,1.637,-0.463,0.002,0.963,0.142,1.277,0.396,2.464
-6.383,-3.534,-0.048,3.721,-0.705,2.152,0.343,3.894,0.0,-0.865,-1.967,-0.357,1.344,1.342,-0.366,0.186,1.024,0.188,1.109,0.875,2.214
-7.767,-4.313,-0.06,4.272,-0.742,2.442,0.358,4.53,0.0,-1.008,-2.477,-0.49,1.249,1.777,-0.711,0.333,1.099,0.183,0.968,0.532,2.734
-7.202,-4.574,-0.14,4.123,-0.852,2.679,0.568,4.725,0.0,-0.967,-2.592,-0.352,1.64,1.73,-0.448,0.329,1.198,0.257,1.141,0.47,2.525
-7.147,-3.718,0.086,3.886,-0.713,2.313,1.133,4.116,0.0,-0.576,-2.003,-0.067,1.591,1.134,-0.222,-0.001,1.075,0.147,1.216,0.179,2.456
-7.279,-3.621,-0.291,4.079,-1.066,2.47,0.394,4.377,0.0,-0.755,-2.695,-0.169,1.699,1.395,-0.218,0.366,1.168,0.33,1.009,0.852,2.422
-5.839,-3.068,0.191,3.367,-0.748,2.294,0.377,3.764,0.0,-0.749,-1.682,-0.487,1.143,1.283,-0.313,0.246,0.837,0.388,0.993,0.686,2.178
-7.083,-4.066,0.062,4.131,-0.846,2.497,-0.208,4.523,0.0,-1.349,-2.46,-0.588,1.384,1.877,-0.717,0.35,1.425,0.487,1.238,0.903,2.423
-5.235,-2.821,0.089,3.04,-0.79,1.898,0.395,3.375,0.0,-0.837,-1.656,-0.433,1.426,1.357,-0.231,0.28,0.669,0.22,1.075,0.703,2.185
-6.621,-4.444,-0.099,3.685,-0.861,2.244,-0.108,4.651,0.0,-1.245,-2.234,-0.566,1.347,1.961,-0.763,0.382,1.182,0.383,1.255,0.643,2.252
-8.3,-4.851,-0.013,4.684,-0.718,2.621,0.421,4.917,0.0,-1.048,-2.711,-0.453,1.296,1.671,-0.704,0.164,1.043,0.107,1.237,0.546,2.787
-6.625,-4.967,0.109,3.657,-0.742,2.137,0.265,4.714,0.0,-0.883,-1.972,-0.649,1.189,1.732,-0.698,0.224,1.03,0.389,1.25,0.608,2.247
-7.129,-4.676,0.08,3.9,-0.793,2.351,0.423,4.698,0.0,-1.086,-2.269,-0.394,1.509,1.634,-0.552,0.264,1.118,0.337,1.127,0.752,2.511
-7.363,-3.814,0.033,4.262,-0.747,2.392,0.317,4.137,0.0,-1.058,-2.572,-0.344,1.235,1.683,-0.745,0.247,1.205,0.248,1.148,0.57,2.576
-6.909,-4.96,0.045,3.57,-0.786,2.283,0.655,5.168,0.0,-0.856,-1.91,-0.406,1.61,1.472,-0.222,0.157,0.907,0.242,1.336,0.57,2.297
-5.117,-3.781,0.056,2.648,-0.854,2.034,0.121,4.118,0.0,-1.049,-1.21,-0.42,1.238,1.556,-0.386,0.188,0.706,0.215,1.019,0.24,1.845
-6.391,-4.067,0.435,3.44,-0.714,2.213,0.348,4.283,0.0,-1.175,-1.714,-0.788,0.819,1.618,-0.852,0.309,0.919,0.306,1.045,0.432,2.331
-7.195,-3.854,-0.346,4.231,-1.107,2.533,-0.264,4.176,0.0,-1.109,-2.714,-0.332,1.579,1.604,-0.263,0.335,1.116,0.417,1.218,0.746,2.434
-6.993,-3.578,0.015,4.15,-0.758,2.387,0.53,3.898,0.0,-1.162,-2.629,-0.449,1.417,1.46,-0.365,0.328,1.225,0.086,1.056,0.613,2.566
-7.795,-3.534,0.238,4.512,-0.723,2.624,0.536,3.891,0.0,-0.983,-2.444,-0.333,1.266,1.355,-0.465,0.235,1.197,0.179,1.09,0.548,2.859
-7.15,-2.914,0.119,4.198,-0.868,2.474,0.009,3.824,0.0,-0.961,-2.202,-0.424,1.147,1.682,-0.689,0.213,1.358,0.435,1.301,0.59,2.679
-7.218,-3.712,0.089,4.156,-0.736,2.562,0.541,4.071,0.0,-0.92,-2.222,-0.277,1.344,1.293,-0.125,0.114,1.25,0.24,1.133,0.584,2.674
-7.743,-3.69,0.025,4.628,-0.835,2.553,0.29,4.378,0.0,-1.087,-2.618,-0.403,1.391,1.59,-0.473,0.267,1.156,0.3,1.246,0.556,2.763
-7.511,-3.726,0.023,4.169,-0.755,2.435,0.298,4.188,0.0,-0.839,-2.306,-0.275,1.285,1.435,-0.352,0.262,0.984,0.322,1.088,0.518,2.652
-6.672,-3.873,-0.066,3.789,-0.892,2.426,0.676,4.37,0.0,-1.024,-2.402,-0.067,1.777,1.379,-0.022,0.148,1.3,0.304,0.956,0.602,2.358
-6.944,-5.223,-0.155,3.692,-0.833,2.41,0.49,5.232,0.0,-0.823,-2.068,-0.436,1.761,1.772,-0.315,0.372,0.831,-0.075,1.148,0.291,2.324
-8.488,-5.231,-0.146,4.687,-0.859,2.935,0.251,5.26,0.0,-0.909,-3.01,-0.428,1.581,1.726,-0.574,0.156,1.092,0.24,1.273,0.775,2.713
-8.255,-4.194,0.097,4.703,-0.814,2.567,0.312,4.62,0.0,-1.0,-2.736,-0.55,1.157,1.673,-0.728,0.307,1.111,0.174,1.1,0.76,2.913
-6.426,-3.464,0.039,3.791,-0.747,2.517,0.301,3.87,0.0,-1.058,-2.099,-0.423,1.206,1.616,-0.67,0.304,1.191,0.437,1.181,0.467,2.318
-7.88,-4.416,0.041,4.649,-0.79,2.664,0.522,4.728,0.0,-1.083,-2.411,-0.344,1.434,1.669,-0.519,0.031,1.104,0.14,1.268,0.469,2.647
-7.985,-5.039,-0.004,4.593,-0.945,2.58,0.06,5.04,0.0,-1.1,-2.915,-1.008,1.259,1.998,-0.767,0.328,1.176,0.3,1.293,0.798,2.79
-7.079,-3.391,0.174,3.978,-0.728,2.327,-0.067,4.004,0.0,-1.163,-2.047,-0.678,0.969,1.644,-0.567,0.189,1.256,0.312,1.24,0.751,2.608
-6.966,-4.557,-0.071,3.997,-0.985,2.378,0.049,4.629,0.0,-0.976,-2.504,-0.471,1.295,1.796,-0.695,0.258,1.218,0.51,1.056,0.751,2.588
-8.146,-4.905,0.115,4.354,-0.7,2.52,0.27,4.926,0.0,-0.961,-2.555,-0.64,1.143,1.582,-0.66,0.399,0.952,0.096,1.171,0.691,2.715
-7.474,-4.187,-0.228,4.3,-0.854,2.552,0.405,4.462,0.0,-1.109,-2.717,-0.32,1.629,1.471,-0.529,0.168,1.145,0.189,1.255,0.742,2.552
-7.756,-4.289,0.074,4.314,-0.708,2.432,0.303,4.584,0.0,-1.009,-2.613,-0.465,1.078,1.612,-0.582,0.277,1.024,0.156,1.128,0.635,2.686
-6.566,-3.696,0.007,3.623,-0.723,2.505,0.231,4.146,0.0,-0.803,-2.118,-0.495,1.268,1.717,-0.654,0.313,0.912,0.346,1.085,0.482,2.399
-8.661,-3.938,0.046,4.985,-0.861,2.924,0.204,4.202,0.0,-1.109,-2.69,-0.29,1.206,1.667,-0.769,0.248,1.282,0.298,1.058,0.68,2.932
-7.406,-5.247,-0.002,4.098,-0.723,2.347,0.414,5.055,0.0,-0.979,-2.426,-0.498,1.312,1.584,-0.604,0.136,1.39,0.394,1.071,0.772,2.49
-8.046,-3.828,-0.086,4.763,-0.855,2.752,0.277,4.153,0.0,-1.048,-3.018,-0.402,1.265,1.782,-0.705,0.261,1.283,0.065,1.086,0.511,2.805
-7.47,-4.692,-0.033,4.312,-0.909,2.469,0.408,4.918,0.0,-0.987,-2.344,-0.505,1.563,1.716,-0.581,0.197,1.248,0.287,0.977,0.441,2.459
-7.071,-4.09,-0.134,4.02,-0.947,2.486,0.016,4.521,0.0,-0.914,-2.46,-0.713,1.299,1.799,-0.829,0.197,1.29,0.338,1.128,0.474,2.513
-7.751,-3.46,0.385,4.446,-0.791,2.565,0.338,3.724,0.0,-1.003,-2.167,-0.514,1.055,1.62,-0.675,0.463,0.793,-0.08,1.289,0.404,2.979
-7.967,-4.511,0.055,4.423,-0.783,2.715,0.453,4.736,0.0,-1.125,-2.714,-0.203,1.625,1.528,-0.425,0.361,0.994,0.166,1.115,0.851,2.638
-5.921,-3.355,0.156,3.746,-0.747,2.272,0.234,3.821,0.0,-1.051,-1.828,-0.83,1.325,1.742,-0.42,0.188,0.828,-0.02,1.155,0.374,2.346
-7.723,-3.657,-0.076,4.588,-0.788,2.517,0.081,4.228,0.0,-1.09,-2.873,-0.681,1.32,1.661,-0.503,0.354,1.27,0.184,1.27,0.643,2.702
-7.414,-4.126,-0.027,4.269,-0.72,2.552,0.416,4.38,0.0,-0.986,-2.633,-0.557,1.201,1.71,-0.607,0.479,1.059,0.258,1.275,0.787,2.615
-7.976,-4.415,0.237,4.601,-0.725,2.491,0.155,4.466,0.0,-1.157,-2.374,-0.624,1.188,1.787,-0.788,0.227,0.979,-0.033,1.237,0.453,2.895
-7.951,-3.334,0.218,4.702,-0.712,2.576,0.496,3.888,0.0,-0.96,-2.536,-0.451,1.162,1.501,-0.363,0.142,1.001,0.137,1.117,0.661,2.886
-7.807,-3.351,0.138,4.671,-0.846,2.492,0.216,4.022,0.0,-1.241,-2.561,-0.431,1.275,1.39,-0.451,0.117,1.164,0.272,1.122,0.809,2.81
-7.621,-3.807,0.18,4.452,-0.709,2.425,0.976,4.076,0.0,-0.875,-2.882,-0.074,1.695,1.282,-0.152,0.334,1.314,0.15,1.124,0.481,2.86
-7.045,-3.184,-0.007,4.121,-0.73,2.577,0.484,3.706,0.0,-0.866,-2.319,-0.173,1.537,1.403,-0.528,0.247,0.931,0.05,1.233,0.625,2.556
-7.702,-4.339,0.201,4.374,-0.741,2.523,0.358,4.321,0.0,-0.701,-2.232,-0.233,1.365,1.475,-0.396,0.149,0.839,0.168,1.403,0.556,2.643
-6.456,-4.025,-0.016,3.768,-0.713,2.226,0.317,4.234,0.0,-0.967,-1.929,-1.033,1.07,1.781,-0.521,0.169,0.972,0.113,1.156,0.427,2.472
-6.672,-3.961,0.006,3.817,-0.724,2.308,0.397,4.301,0.0,-1.068,-1.992,-0.306,1.506,1.516,-0.428,0.328,0.991,0.204,1.098,0.555,2.322
-7.137,-4.014,-0.25,4.326,-0.829,2.497,0.177,4.279,0.0,-0.887,-2.936,-0.151,1.836,1.823,-0.53,0.348,1.178,0.336,1.016,0.86,2.484
-7.743,-4.213,0.112,4.348,-0.783,2.523,0.31,4.519,0.0,-1.04,-2.352,-0.569,1.159,1.509,-0.505,0.321,1.127,0.113,1.216,0.687,2.814
-6.688,-4.868,0.13,3.579,-0.833,2.325,0.157,4.761,0.0,-1.031,-1.812,-0.606,1.306,1.792,-0.52,0.217,0.756,0.132,1.149,0.612,2.449
-7.898,-3.907,0.246,4.309,-0.807,2.37,0.191,4.323,0.0,-1.067,-2.523,-0.407,1.142,1.545,-0.684,0.328,1.187,0.308,1.276,0.772,2.812
-7.461,-3.603,0.077,4.293,-0.778,2.386,0.175,4.144,0.0,-0.779,-2.145,-0.478,1.231,1.499,-0.576,0.126,1.056,0.231,1.225,0.47,2.591
-8.342,-3.398,0.01,5.069,-0.794,2.879,-0.007,3.923,0.0,-1.351,-3.024,-0.704,1.012,1.675,-0.853,0.321,1.202,0.33,1.29,0.752,3.0
-7.614,-3.48,0.121,4.481,-0.707,2.526,0.613,3.938,0.0,-0.919,-2.727,-0.068,1.485,1.397,-0.354,0.423,1.002,0.155,1.227,0.458,2.785
-6.977,-3.323,-0.005,4.054,-0.722,2.467,0.252,3.937,0.0,-1.103,-2.259,-0.499,1.298,1.689,-0.572,0.128,1.063,0.126,1.189,0.46,2.485
-6.278,-4.06,-0.017,3.891,-0.771,2.412,0.498,4.389,0.0,-0.965,-2.354,-0.873,1.381,1.809,-0.649,0.295,0.848,0.176,1.02,0.643,2.256
-7.061,-4.408,-0.075,4.009,-0.85,2.494,0.099,4.664,0.0,-1.177,-2.638,-0.607,1.431,1.954,-0.748,0.567,0.861,0.237,1.155,0.877,2.501
-6.909,-3.624,-0.153,4.288,-0.86,2.717,0.396,3.945,0.0,-0.872,-2.735,-0.046,1.769,1.379,-0.22,0.279,1.255,0.272,1.509,0.771,2.25
-7.318,-3.058,0.038,4.483,-0.82,2.886,0.243,3.627,0.0,-1.005,-2.451,-0.443,1.108,1.335,-0.509,0.209,0.949,0.085,1.4,0.612,2.714
-7.995,-5.407,-0.147,4.284,-0.908,2.707,-0.016,5.568,0.0,-0.956,-2.499,-0.552,1.448,1.825,-0.643,0.236,0.674,0.104,1.127,0.762,2.652
-7.563,-4.541,0.093,4.134,-0.801,2.291,0.709,4.596,0.0,-0.82,-2.495,-0.435,1.36,1.301,-0.349,0.302,0.866,0.24,1.018,0.615,2.595
-6.825,-3.963,-0.091,4.132,-0.745,2.331,-0.07,4.142,0.0,-1.284,-2.344,-0.633,1.227,1.642,-0.589,0.331,1.021,0.338,1.13,0.88,2.353
-6.177,-2.728,-0.231,3.728,-1.002,2.443,0.064,3.38,0.0,-0.951,-2.166,-0.232,1.562,1.449,-0.347,0.404,0.746,0.081,1.258,0.507,2.383
-7.309,-4.435,-0.063,4.162,-0.736,2.345,0.891,4.59,0.0,-0.797,-2.728,0.074,1.79,1.188,0.078,0.397,0.963,0.271,1.204,0.72,2.452
-7.088,-3.906,0.033,4.146,-0.778,2.332,0.2,4.033,0.0,-1.005,-2.329,-0.821,1.166,1.836,-0.746,0.495,0.863,0.263,0.953,0.894,2.516
-4.588,-3.36,0.223,2.443,-0.707,1.849,0.548,3.862,0.0,-0.567,-1.304,-0.707,1.106,1.421,-0.308,0.454,0.74,0.224,0.998,0.536,1.789
-6.476,-4.087,0.228,3.504,-0.729,2.277,0.812,4.245,0.0,-0.801,-1.934,-0.706,1.325,1.548,-0.435,0.146,0.92,0.066,1.029,0.457,2.47
-6.677,-4.041,0.059,3.765,-0.732,2.241,0.572,4.28,0.0,-0.903,-2.497,-0.229,1.398,1.528,-0.471,0.348,0.863,0.568,1.079,0.842,2.323
-7.743,-4.613,-0.074,4.395,-0.911,2.576,0.069,4.714,0.0,-0.983,-2.611,-0.535,1.414,1.704,-0.526,0.452,0.971,0.289,1.145,0.635,2.733
