x0,x1,x2,x3,x4,x5,x6,y,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-0.115,-0.248,0.668,-3.383,-0.368,8.71,4.041,1.0,-0.471,-3.308,2.005,0.594,5.026,3.467,0.751,8.14,0.1,0.343,0.728,-1.157,1.031
-0.309,-0.343,0.664,-2.726,-0.717,7.056,3.089,1.0,-0.546,-3.176,1.707,0.601,3.977,2.552,1.023,8.518,0.116,0.311,-0.03,-1.091,1.529
-0.117,-0.221,0.711,-2.482,-0.629,7.375,3.116,1.0,-0.789,-3.003,1.49,0.911,3.886,2.468,1.08,8.13,0.064,0.452,0.525,-0.873,1.094
0.118,-0.588,-0.062,-2.71,-0.803,7.073,2.893,1.0,-0.283,-4.973,1.517,1.342,3.74,2.193,1.233,7.713,-0.072,0.441,-1.234,-1.935,2.699
-0.059,-0.425,0.173,-2.328,-0.635,6.569,2.77,1.0,-0.714,-4.021,1.25,0.719,3.386,2.108,1.006,8.335,0.055,0.346,-0.685,-1.363,2.063
-0.121,-0.331,0.68,-3.347,-0.282,8.541,3.571,1.0,-0.547,-3.421,1.894,0.566,5.086,3.182,0.698,7.425,-0.027,0.461,0.941,-1.127,1.083
-0.214,-0.476,0.465,-2.191,-0.278,6.2,2.648,1.0,-0.289,-3.68,1.226,0.27,3.06,2.113,0.534,8.09,-0.139,0.217,-0.84,-1.648,1.91
-0.172,-0.393,0.584,-3.219,-0.828,8.329,3.487,1.0,-0.651,-3.675,1.616,0.726,4.81,2.777,1.066,8.009,-0.014,0.308,0.455,-1.366,1.163
0.053,-0.379,0.63,-2.799,-0.268,6.688,3.334,1.0,-0.62,-3.248,1.749,0.352,3.955,2.78,0.736,7.782,0.048,0.169,-0.782,-1.519,1.988
-0.096,-0.193,0.467,-2.384,-0.441,7.2,2.887,1.0,-0.611,-3.741,1.403,0.67,3.764,2.345,0.831,8.193,0.107,0.403,-0.014,-1.32,1.32
-0.243,-0.23,0.465,-2.499,-0.694,7.057,3.156,1.0,-0.707,-3.492,1.473,0.887,3.631,2.547,1.057,8.078,-0.138,0.197,-0.098,-1.015,1.565
-0.198,-0.396,0.309,-2.694,-0.535,7.178,3.241,1.0,-0.4,-4.319,1.581,0.609,4.104,2.665,0.647,7.626,0.044,0.123,-0.421,-1.173,1.74
-0.221,-0.414,0.552,-3.419,-0.527,8.347,3.659,1.0,-0.573,-4.357,1.728,0.855,4.881,3.215,0.907,8.091,0.064,0.413,0.426,-1.433,1.418
-0.113,-0.445,0.665,-4.001,-0.65,7.921,4.315,1.0,-0.825,-3.089,2.331,0.894,5.006,3.883,1.35,7.875,-0.029,0.284,-0.571,-1.966,1.968
0.117,-0.323,0.236,-2.32,-0.972,7.472,2.397,1.0,-0.663,-4.227,1.188,1.117,3.73,1.818,1.404,8.849,-0.073,0.455,-0.139,-1.348,1.689
-0.148,-0.27,0.137,-2.735,-0.837,7.77,3.06,1.0,-0.657,-4.494,1.378,1.491,4.134,2.409,1.318,7.591,0.184,0.545,0.223,-1.481,1.545
0.175,-0.619,0.937,-3.62,-0.798,8.067,3.732,1.0,-0.5,-3.09,1.72,1.139,4.954,3.284,1.223,8.106,0.219,0.432,0.28,-1.559,1.304
0.057,-0.304,0.278,-3.081,-0.812,7.866,3.551,1.0,-0.676,-4.259,1.63,0.965,4.351,2.961,0.986,8.788,-0.105,0.479,-0.076,-1.261,1.58
-0.203,-0.261,0.386,-2.774,-0.517,7.818,3.058,1.0,-0.523,-4.289,1.617,0.824,3.994,2.484,0.951,9.076,-0.002,0.326,-0.257,-1.333,1.909
-0.22,-0.242,0.619,-3.051,0.005,8.05,3.658,1.0,-0.51,-3.775,1.685,0.017,4.641,3.043,0.39,9.068,0.012,0.039,0.189,-1.28,1.092
-0.224,-0.402,0.325,-2.547,-0.277,7.423,3.307,1.0,-0.49,-4.223,1.73,0.364,3.676,2.693,0.704,8.274,0.112,0.296,-0.328,-1.112,1.484
0.07,-0.115,0.636,-3.138,-0.477,7.954,3.514,1.0,-0.708,-3.772,1.645,0.36,4.368,2.977,0.621,8.667,0.088,0.191,0.051,-1.392,1.317
-0.192,-0.358,0.534,-3.176,-0.352,7.717,4.02,1.0,-0.832,-3.877,1.983,0.732,4.306,3.418,0.73,7.79,-0.037,0.144,-0.111,-1.175,1.595
0.012,-0.332,0.796,-3.494,0.461,8.556,4.638,1.0,-0.133,-4.143,2.159,-0.302,5.143,4.011,0.017,8.524,-0.103,0.212,-0.096,-1.442,0.991
-0.097,-0.388,0.664,-2.976,-0.246,7.748,3.596,1.0,-0.54,-3.832,1.834,0.328,4.194,3.182,0.679,8.194,-0.015,0.286,-0.41,-1.468,1.635
-0.283,-0.396,0.226,-2.236,-0.554,6.583,2.106,1.0,-0.461,-3.519,1.283,0.617,3.493,1.827,0.561,8.138,-0.091,0.16,0.002,-0.817,1.263
-0.031,-0.564,0.394,-2.828,-0.654,7.598,2.992,1.0,-0.382,-3.996,1.546,0.628,4.246,2.492,0.912,8.207,0.055,0.316,0.002,-1.339,1.431
-0.298,-0.383,0.44,-2.544,-0.683,6.887,2.802,1.0,-0.697,-2.912,1.416,0.684,3.758,2.235,0.897,7.584,0.012,0.165,0.291,-0.832,1.161
-0.151,-0.361,0.794,-3.581,-0.701,8.009,3.582,1.0,-0.851,-2.948,1.743,1.141,4.811,3.268,1.147,8.367,0.124,0.497,0.084,-1.605,1.525
-0.274,-0.489,0.813,-4.145,-0.31,8.58,4.743,1.0,-0.502,-3.317,2.517,0.809,5.552,4.305,0.963,8.14,0.085,0.204,-0.46,-1.907,1.689
-0.078,-0.29,0.199,-1.875,-0.788,6.628,2.497,1.0,-0.652,-4.122,1.253,0.643,3.257,1.796,1.0,8.322,-0.127,0.233,-0.502,-1.052,1.858
-0.46,-0.331,0.4,-2.869,-0.043,7.058,3.585,1.0,-0.51,-4.215,1.589,0.227,3.968,2.929,0.423,8.08,0.073,0.166,-0.539,-1.366,1.329
-0.069,-0.612,0.977,-3.812,-0.341,8.751,4.466,1.0,-0.893,-3.624,2.105,0.568,5.33,3.814,1.143,8.672,0.064,0.394,0.12,-1.667,1.592
0.005,-0.393,0.237,-2.914,-0.487,7.574,3.238,1.0,-0.504,-4.29,1.599,0.828,3.888,2.688,0.982,8.114,-0.064,0.255,-0.32,-1.32,1.617
-0.062,-0.463,0.336,-3.069,-0.571,8.178,3.672,1.0,-0.482,-4.255,1.72,0.628,4.44,2.99,0.828,8.172,0.098,0.216,-0.022,-1.333,1.521
-0.175,-0.339,0.071,-2.766,-0.344,7.651,3.256,1.0,-0.588,-4.218,1.424,0.669,4.144,2.631,0.754,7.696,-0.106,0.392,0.235,-1.286,1.268
-0.056,-0.381,0.378,-2.882,-0.802,7.074,3.262,1.0,-0.72,-3.643,1.546,0.759,3.892,2.509,0.979,7.262,0.179,0.225,-0.308,-1.258,1.717
-0.125,-0.324,0.087,-2.272,-0.51,6.714,2.757,1.0,-0.622,-4.478,1.235,0.583,3.614,2.131,0.81,8.497,0.024,0.36,-0.676,-1.386,1.656
-0.37,-0.302,0.98,-1.96,-0.277,5.806,2.742,1.0,-0.291,-2.339,1.222,0.386,3.139,2.096,0.492,8.513,0.011,0.247,-0.465,-1.002,1.331
-0.347,-0.318,0.643,-3.381,-0.101,8.889,3.645,1.0,-0.557,-3.832,2.154,0.678,5.061,3.219,0.612,7.796,-0.019,0.283,0.707,-1.099,1.2
-0.398,-0.286,0.734,-3.413,0.078,8.236,4.283,1.0,-0.46,-3.772,1.958,0.022,5.151,3.726,0.23,8.348,0.061,0.207,-0.015,-1.334,0.979
-0.28,0.14,0.618,-1.746,-0.524,6.912,2.13,1.0,-0.882,-2.694,1.1,0.853,3.234,1.478,0.804,9.86,0.15,0.358,0.349,-0.568,1.037
0.162,-0.567,0.518,-2.124,-0.585,6.157,2.149,1.0,-0.402,-3.076,1.2,0.85,3.174,1.559,1.067,8.399,0.111,0.448,-0.423,-1.302,1.909
0.132,-0.465,0.467,-3.502,-0.963,8.15,3.787,1.0,-0.607,-3.958,1.644,1.631,4.879,2.919,1.454,8.15,0.124,0.573,-0.088,-1.864,1.768
-0.234,-0.565,0.821,-3.914,-0.022,8.165,5.064,1.0,-0.264,-3.702,2.454,0.132,5.277,4.431,0.441,7.987,0.084,0.062,-0.8,-1.957,1.307
-0.032,-0.483,0.334,-1.743,-0.334,6.058,2.207,1.0,-0.294,-3.62,1.067,0.472,2.754,1.582,0.666,8.048,0.205,0.3,-0.373,-1.259,1.47
-0.017,-0.431,0.035,-2.629,-0.659,7.134,2.688,1.0,-0.464,-3.853,1.241,0.985,3.876,2.133,1.044,8.009,-0.246,0.125,0.019,-1.017,1.382
-0.209,-0.23,0.549,-3.066,-0.498,7.805,3.682,1.0,-0.574,-4.171,1.712,0.789,4.49,2.986,0.776,8.416,0.164,0.407,-0.475,-1.818,1.682
0.105,-0.338,0.088,-2.181,-0.765,6.006,2.39,1.0,-0.493,-3.682,1.04,0.833,3.064,1.856,0.837,7.126,-0.05,0.25,-0.256,-1.031,1.621
-0.253,-0.42,0.307,-2.26,-0.711,6.931,2.711,1.0,-0.579,-3.908,1.326,0.514,3.397,2.142,0.992,7.818,0.016,0.284,-0.365,-1.283,1.81
0.035,-0.533,0.835,-4.13,-0.424,7.613,4.736,1.0,-0.523,-3.154,2.077,0.517,5.096,4.282,0.929,7.836,-0.023,0.198,-0.859,-2.259,1.709
-0.341,-0.299,0.242,-1.995,-0.583,6.35,2.691,1.0,-0.417,-3.525,1.07,0.443,3.337,1.757,0.548,8.12,0.03,0.223,-0.168,-0.926,1.317
-0.049,-0.081,0.817,-3.491,-0.325,8.806,3.77,1.0,-0.728,-4.188,1.987,1.007,4.937,3.322,0.852,8.899,0.028,0.431,0.285,-1.328,1.568
-0.288,-0.432,0.984,-3.39,-0.434,7.457,4.15,1.0,-0.447,-1.751,1.915,0.629,5.032,3.474,0.859,8.28,-0.043,0.476,0.162,-1.531,1.213
-0.366,-0.669,0.789,-3.785,-0.652,8.108,4.055,1.0,-0.465,-3.231,2.138,0.75,5.269,3.605,1.07,6.941,-0.101,0.217,0.227,-1.572,1.741
-0.091,-0.481,0.662,-3.079,-0.684,7.47,3.192,1.0,-0.493,-3.633,1.465,0.941,4.436,2.75,1.134,9.049,0.107,0.522,-0.437,-1.728,1.692
-0.094,-0.294,0.688,-2.964,-0.448,7.567,3.403,1.0,-0.601,-2.836,1.681,0.556,4.439,2.838,0.738,8.695,0.085,0.363,-0.087,-1.481,1.297
-0.06,-0.416,0.454,-3.28,-0.705,7.425,3.506,1.0,-0.566,-3.33,1.823,1.354,4.588,2.976,1.081,7.689,0.166,0.631,-0.376,-1.957,1.803
-0.324,-0.089,0.721,-2.401,-0.265,7.16,3.097,1.0,-0.631,-2.878,1.285,0.544,3.882,2.287,0.574,8.839,0.103,0.247,0.208,-0.839,1.111
-0.352,-0.41,0.974,-3.817,-0.063,8.467,4.291,1.0,-0.455,-3.225,2.17,0.419,5.145,3.796,0.567,8.233,-0.23,0.125,-0.07,-1.561,1.525
-0.064,-0.15,0.634,-2.797,-0.145,7.637,3.453,1.0,-0.514,-3.407,1.614,0.313,4.233,2.742,0.437,8.052,0.056,0.297,0.189,-0.953,1.161
-0.023,-0.13,0.692,-2.251,-0.732,6.417,2.558,1.0,-0.786,-2.307,1.282,0.875,3.634,2.03,0.99,7.281,0.161,0.361,0.342,-0.78,1.265
-0.324,-0.352,0.608,-2.733,-0.309,6.706,3.56,1.0,-0.489,-3.487,1.885,0.176,3.785,2.87,0.464,7.917,-0.114,0.149,-0.921,-1.554,1.783
-0.015,-0.2,0.64,-2.705,-0.465,7.594,3.055,1.0,-0.577,-3.498,1.546,0.825,4.348,2.507,0.841,7.608,-0.073,0.31,0.519,-0.997,1.209
-0.077,-0.34,0.274,-2.285,-0.388,6.045,2.596,1.0,-0.314,-3.689,1.364,0.504,3.169,2.046,0.681,7.598,0.097,0.37,-0.9,-1.549,2.054
-0.025,-0.297,0.86,-3.341,0.111,8.223,4.242,1.0,-0.255,-3.858,2.078,0.112,4.796,3.675,0.449,8.013,-0.221,0.079,0.003,-1.288,1.306
-0.184,-0.595,0.57,-2.694,-0.45,7.501,3.201,1.0,-0.256,-3.757,1.717,0.437,3.991,2.727,0.802,7.61,0.119,0.335,0.019,-1.228,1.369
-0.162,-0.47,0.72,-3.483,-0.454,8.225,3.869,1.0,-0.613,-3.927,2.055,0.894,4.804,3.328,1.053,7.961,0.038,0.285,-0.237,-1.724,1.879
-0.004,-0.236,0.654,-2.208,-0.687,7.003,2.713,1.0,-0.734,-3.099,1.269,0.778,3.793,2.082,0.917,8.211,-0.061,0.198,0.251,-0.798,1.242
-0.22,-0.446,0.325,-2.724,-0.228,7.403,3.411,1.0,-0.523,-4.252,1.582,0.269,3.929,2.769,0.539,7.885,0.048,0.308,-0.223,-1.362,1.337
0.029,-0.425,0.644,-2.604,-0.411,6.825,3.285,1.0,-0.265,-3.369,1.478,0.76,3.926,2.582,0.846,7.162,-0.009,0.403,-0.09,-1.156,1.441
0.142,-0.301,0.379,-3.347,-0.374,8.382,3.767,1.0,-0.724,-4.423,1.696,0.835,4.683,2.94,0.79,8.259,0.021,0.433,0.296,-1.339,1.357
0.078,-0.451,0.146,-2.819,-0.923,7.595,2.88,1.0,-0.772,-4.377,1.308,1.242,4.203,2.278,1.299,8.697,-0.013,0.533,-0.332,-1.585,1.859
-0.167,-0.417,0.281,-2.952,-0.837,7.346,3.352,1.0,-0.695,-3.621,1.623,0.815,4.094,2.848,1.229,7.939,-0.213,0.172,-0.114,-1.121,1.451
-0.193,-0.222,0.339,-2.915,-0.384,7.87,3.134,1.0,-0.661,-4.204,1.587,0.872,3.995,2.577,0.959,8.191,-0.112,0.277,0.123,-1.161,1.466
-0.242,-0.279,0.588,-3.808,-0.147,8.899,4.336,1.0,-0.661,-4.575,2.173,0.852,5.298,3.722,0.669,8.149,-0.11,0.112,-0.088,-1.518,1.338
-0.241,-0.34,0.443,-2.59,-0.86,7.312,2.946,1.0,-0.767,-3.851,1.523,1.029,3.973,2.362,1.154,7.693,-0.1,0.497,0.08,-1.266,1.334
0.022,-0.428,0.526,-2.764,-0.648,7.258,3.17,1.0,-0.523,-3.347,1.546,0.984,4.021,2.464,1.111,7.963,0.133,0.271,0.096,-1.175,1.362
-0.128,-0.268,0.972,-2.022,-0.528,6.604,2.293,1.0,-0.424,-2.953,1.289,0.596,3.456,1.872,0.703,8.912,0.185,0.164,-0.088,-0.808,1.374
-0.121,-0.318,1.114,-3.194,-0.676,7.917,3.681,1.0,-0.657,-2.539,2.071,0.665,4.934,3.205,1.163,9.465,-0.052,0.353,-0.063,-1.444,1.597
-0.167,-0.411,0.67,-3.676,-0.153,9.289,4.124,1.0,-0.51,-4.539,2.216,0.503,5.352,3.555,0.625,7.585,-0.025,0.36,0.343,-1.523,1.402
-0.064,-0.422,0.521,-3.326,-0.709,7.95,3.516,1.0,-0.809,-3.463,1.759,1.278,4.717,3.001,1.309,7.673,-0.055,0.669,0.371,-1.601,1.335
-0.254,-0.358,0.548,-3.103,-0.11,7.169,3.614,1.0,-0.431,-3.806,1.726,0.445,4.138,2.948,0.401,7.899,0.054,0.291,-0.906,-1.981,1.518
-0.172,-0.258,0.298,-2.84,-0.57,7.028,3.037,1.0,-0.786,-4.069,1.487,0.753,3.968,2.48,0.847,7.74,-0.043,0.34,-0.769,-1.758,1.887
-0.176,-0.28,0.459,-1.88,-0.262,6.67,2.433,1.0,-0.406,-3.452,1.178,0.283,3.39,1.744,0.51,8.475,-0.045,0.3,-0.077,-0.935,1.298
-0.303,-0.208,0.874,-3.078,0.273,7.681,3.851,1.0,-0.432,-2.866,1.971,0.227,4.438,3.385,0.188,8.142,0.081,0.271,0.277,-1.034,1.159
-0.139,-0.3,0.223,-2.017,-0.805,6.63,2.307,1.0,-0.474,-3.283,0.921,0.781,3.255,1.574,0.865,7.999,0.025,0.212,0.456,-0.879,0.986
-0.313,-0.334,0.372,-2.645,-0.352,7.098,3.146,1.0,-0.695,-4.204,1.525,0.762,3.747,2.415,0.853,7.79,0.078,0.097,-0.46,-1.154,1.734
-0.197,-0.559,-0.048,-2.565,-0.864,7.213,3.177,1.0,-0.682,-4.538,1.691,0.93,3.598,2.549,1.094,8.285,-0.113,0.204,-0.755,-1.404,2.172
-0.195,-0.073,0.442,-2.136,-0.572,6.836,2.398,1.0,-0.685,-3.469,1.221,0.727,3.421,1.946,0.763,8.589,0.202,0.307,0.032,-0.831,1.097
0.28,-0.142,0.38,-1.59,-0.622,5.547,1.913,1.0,-0.756,-3.373,0.764,1.141,2.641,1.137,0.933,7.391,0.002,0.34,-0.385,-0.895,1.722
-0.176,-0.244,0.861,-2.467,0.153,7.172,3.213,1.0,-0.374,-3.384,1.581,-0.175,4.033,2.629,0.08,8.297,0.074,0.113,-0.07,-1.012,1.173
-0.125,-0.468,0.096,-2.696,-0.629,7.486,3.156,1.0,-0.643,-4.222,1.521,0.624,4.025,2.55,0.733,8.055,-0.08,0.321,-0.082,-1.287,1.259
-0.048,-0.538,0.839,-3.101,-0.302,7.809,3.631,1.0,-0.502,-3.21,1.7,0.575,4.589,2.972,0.959,7.718,0.025,0.136,0.394,-1.124,1.243
-0.001,-0.322,0.458,-2.939,-0.773,7.035,3.24,1.0,-0.567,-3.378,1.405,0.63,3.91,2.757,0.939,7.995,0.051,0.314,-0.059,-1.286,1.404
-0.125,-0.316,0.299,-3.775,-0.433,8.368,4.378,1.0,-0.743,-4.957,1.981,1.071,4.951,3.78,0.82,7.792,-0.162,0.313,-0.708,-2.065,1.594
0.146,-0.254,0.319,-3.194,-0.568,7.681,3.543,1.0,-0.727,-4.642,1.692,0.929,4.34,2.913,0.878,7.177,-0.103,0.487,-0.319,-1.623,1.718
-0.275,-0.429,0.436,-2.786,-0.714,7.335,3.39,1.0,-0.575,-3.223,1.651,1.144,4.083,2.826,1.119,7.848,-0.02,0.351,0.001,-1.321,1.719
-0.247,-0.501,0.727,-3.056,0.245,7.94,3.812,1.0,-0.214,-4.094,1.954,0.06,4.4,3.349,0.294,8.401,-0.131,0.07,-0.47,-1.405,1.384
-0.064,-0.44,0.752,-3.46,-0.423,7.575,4.09,1.0,-0.345,-3.084,1.874,0.935,4.512,3.427,0.87,7.629,0.065,0.329,-0.242,-1.806,1.675
-0.013,-0.33,0.523,-2.826,-0.5,8.056,3.469,1.0,-0.651,-3.916,1.644,0.732,4.647,2.728,0.834,9.116,0.088,0.479,0.234,-1.276,1.548
-0.17,-0.334,0.65,-2.545,-0.564,6.952,2.775,1.0,-0.718,-2.726,1.424,0.709,3.851,2.142,0.827,8.629,-0.068,0.212,0.144,-0.935,1.067
0.019,-0.363,0.15,-2.885,-0.671,7.932,3.004,1.0,-0.621,-4.702,1.593,1.287,4.157,2.566,1.112,8.427,-0.028,0.595,-0.118,-1.612,1.602
-0.02,-0.174,0.337,-2.276,-0.633,6.806,2.648,1.0,-0.673,-3.868,1.193,0.569,3.372,2.015,0.876,8.084,0.035,0.177,-0.27,-1.053,1.697
-0.14,-0.645,0.564,-3.225,-0.503,7.193,3.472,1.0,-0.417,-3.54,1.654,0.827,4.252,2.961,0.9,7.828,0.027,0.339,-0.394,-1.671,1.785
0.271,-0.523,0.364,-3.294,-0.889,6.877,3.109,1.0,-0.782,-4.205,1.549,1.381,4.091,2.549,1.331,8.313,-0.072,0.409,-1.175,-2.18,2.292
0.034,-0.378,0.178,-3.45,-0.563,8.843,3.853,1.0,-0.761,-4.819,1.979,0.904,5.166,3.356,1.119,8.846,-0.093,0.541,-0.055,-1.553,1.76
-0.204,-0.307,-0.048,-2.926,-0.603,7.103,3.335,1.0,-0.652,-4.512,1.601,0.67,3.806,2.771,0.879,7.349,0.097,0.331,-0.59,-1.541,1.699
-0.184,-0.458,0.688,-2.319,-0.143,6.632,2.793,1.0,-0.195,-3.533,1.547,0.109,3.403,2.284,0.27,8.86,0.109,0.215,-0.88,-1.417,1.859
-0.006,-0.137,0.608,-2.444,-0.269,7.182,2.827,1.0,-0.543,-3.173,1.564,0.577,3.96,2.278,0.631,7.83,0.202,0.354,0.246,-0.766,1.247
0.089,-0.561,0.471,-3.138,-0.377,7.791,3.641,1.0,-0.701,-4.03,1.807,0.575,4.377,3.021,0.83,7.939,0.055,0.389,-0.177,-1.247,1.588
-0.092,-0.302,0.537,-3.16,-0.3,8.121,3.431,1.0,-0.575,-3.535,1.663,0.653,4.472,2.889,0.832,9.031,-0.026,0.264,0.101,-1.355,1.517
-0.056,-0.319,0.729,-3.29,-0.117,8.481,3.868,1.0,-0.572,-3.356,1.842,0.226,5.039,3.178,0.419,8.246,0.079,0.167,0.779,-0.987,1.031
-0.007,-0.612,0.604,-3.02,-0.915,6.962,3.602,1.0,-0.521,-3.57,1.65,0.762,4.239,2.73,1.273,7.941,0.083,0.266,-0.923,-1.752,2.218
0.051,-0.555,0.596,-3.362,-0.624,8.22,3.845,1.0,-0.516,-4.011,1.712,0.837,4.534,3.076,1.076,8.832,-0.052,0.268,-0.056,-1.252,1.568
-0.129,-0.566,0.559,-3.264,-0.31,7.876,3.455,1.0,-0.787,-4.188,1.688,0.635,4.649,3.025,0.884,8.221,0.054,0.225,-0.351,-1.666,1.606
-0.214,-0.287,1.123,-3.898,0.106,8.924,4.717,1.0,-0.575,-2.845,2.372,0.348,5.452,4.037,0.533,8.482,-0.028,0.133,0.528,-1.27,0.988
-0.245,-0.35,0.205,-3.038,-0.438,7.469,3.753,1.0,-0.616,-4.128,1.642,0.583,4.206,3.04,0.744,7.619,-0.15,0.122,-0.127,-1.246,1.434
-0.143,-0.241,0.322,-3.068,-0.425,7.632,3.669,1.0,-0.771,-4.311,1.902,1.107,4.21,2.949,0.899,8.733,0.032,0.47,-0.587,-1.907,1.908
-0.196,-0.138,0.471,-2.44,-0.146,7.508,2.834,1.0,-0.743,-3.564,1.49,0.386,4.166,2.314,0.629,8.356,-0.026,0.21,0.261,-0.939,1.146
-0.185,-0.222,0.367,-2.754,-0.316,7.169,3.118,1.0,-0.617,-3.91,1.621,0.817,4.127,2.641,0.788,7.699,0.109,0.183,-0.327,-1.369,1.794
-0.041,-0.432,0.5,-3.707,-0.607,8.104,4.265,1.0,-0.654,-3.685,1.818,0.876,5.048,3.604,1.05,7.934,-0.025,0.493,0.065,-1.654,1.368
-0.362,-0.355,0.657,-3.195,-0.277,7.69,3.941,1.0,-0.253,-3.936,1.785,0.478,4.382,3.178,0.666,8.197,0.073,0.251,-0.481,-1.665,1.644
-0.022,-0.354,0.825,-3.425,-0.656,8.12,3.963,1.0,-0.888,-3.363,1.892,1.258,4.981,3.382,1.377,8.088,0.126,0.455,0.225,-1.376,1.708
-0.12,-0.475,0.301,-3.837,-0.88,9.489,4.207,1.0,-0.647,-4.746,1.804,1.203,5.471,3.595,1.399,9.244,-0.051,0.41,0.323,-1.606,1.547
0.086,-0.518,0.305,-3.336,-0.737,7.982,3.449,1.0,-0.57,-4.114,1.905,1.232,4.574,2.967,1.226,8.139,-0.02,0.189,-0.342,-1.462,1.809
-0.167,-0.405,1.003,-2.73,-0.459,6.591,3.524,1.0,-0.632,-2.513,1.659,0.74,3.923,2.759,0.933,7.195,0.251,0.424,-0.162,-1.117,1.488
-0.163,-0.553,0.717,-3.448,-0.262,8.456,4.078,1.0,-0.717,-3.545,2.087,0.452,4.929,3.579,0.744,8.148,-0.088,0.13,0.009,-1.599,1.331
-0.156,-0.4,0.528,-2.562,-0.54,7.339,2.899,1.0,-0.591,-4.105,1.374,0.826,4.034,2.404,0.942,8.535,-0.086,0.21,-0.144,-1.091,1.463
-0.222,-0.268,0.671,-3.12,-0.286,7.801,3.537,1.0,-0.706,-3.612,1.647,0.605,4.505,3.094,0.746,9.05,0.051,0.236,-0.27,-1.469,1.602
-0.164,-0.284,0.634,-2.576,-0.845,7.894,2.821,1.0,-0.707,-3.137,1.508,0.932,4.06,2.236,1.097,8.573,0.204,0.41,0.747,-0.889,1.072
0.012,-0.44,-0.061,-2.766,-0.906,7.327,3.413,1.0,-0.334,-4.576,1.502,0.626,3.634,2.647,1.093,8.206,-0.237,0.322,-0.481,-1.409,1.878
0.005,-0.132,0.189,-2.815,-0.811,7.622,3.219,1.0,-0.913,-3.975,1.497,1.001,4.009,2.749,1.119,8.028,-0.129,0.358,0.055,-1.081,1.425
-0.066,-0.414,0.852,-3.115,-0.706,8.367,3.694,1.0,-0.571,-2.951,1.809,1.045,4.77,3.033,1.085,8.166,-0.033,0.497,0.61,-1.303,1.289
-0.133,-0.503,0.392,-2.969,-0.53,7.446,3.628,1.0,-0.449,-4.046,1.751,0.772,4.2,2.893,0.822,7.547,-0.068,0.398,-0.355,-1.637,1.79
-0.123,-0.578,0.947,-2.987,-0.625,7.283,3.236,1.0,-0.473,-2.569,1.568,0.798,4.438,2.466,0.912,8.781,0.104,0.347,-0.029,-1.474,1.586
0.138,-0.274,0.72,-2.333,-0.525,6.323,2.538,1.0,-0.671,-3.089,1.35,0.71,3.457,2.023,0.747,8.467,-0.023,0.215,-0.493,-1.177,1.751
-0.224,-0.504,0.188,-3.16,-0.76,7.541,3.862,1.0,-0.592,-4.414,1.788,0.726,4.118,3.149,1.098,8.284,-0.271,0.215,-0.64,-1.581,1.838
0.111,-0.463,0.533,-2.729,-0.821,6.439,3.0,1.0,-0.761,-2.937,1.482,1.1,3.735,2.283,1.155,8.361,-0.172,0.529,-1.089,-2.099,2.269
-0.0,-0.603,-0.031,-3.527,-0.588,8.268,4.026,1.0,-0.372,-4.415,1.921,0.917,4.75,3.337,1.132,7.415,-0.021,0.299,-0.218,-1.766,1.473
-0.275,-0.347,0.221,-2.317,-0.597,6.636,2.619,1.0,-0.629,-3.412,1.453,0.542,3.468,2.17,0.99,7.442,0.019,0.238,-0.073,-1.211,1.534
-0.106,-0.298,0.675,-2.76,-0.43,7.365,3.343,1.0,-0.627,-3.461,1.546,0.463,4.038,2.604,0.808,8.561,-0.067,0.284,-0.009,-1.431,1.389
-0.069,-0.563,0.595,-2.956,-0.541,7.692,3.236,1.0,-0.53,-3.972,1.914,0.901,4.237,2.843,0.939,8.687,0.068,0.483,-0.511,-1.578,1.923
-0.206,-0.462,0.805,-4.606,-0.424,9.154,4.814,1.0,-0.585,-3.763,2.284,1.229,5.986,4.323,0.937,7.885,0.11,0.496,-0.152,-2.29,1.662
-0.127,-0.498,0.556,-2.888,-0.761,6.788,3.226,1.0,-0.595,-2.93,1.594,0.898,4.004,2.678,1.042,7.856,0.085,0.292,-0.488,-1.595,1.835
-0.227,-0.195,0.87,-2.886,-0.123,7.98,3.228,1.0,-0.423,-3.458,1.587,0.288,4.448,2.685,0.386,9.027,-0.168,0.264,0.216,-1.109,1.161
-0.098,-0.202,0.643,-2.348,-0.423,6.457,2.654,1.0,-0.75,-2.766,1.244,0.887,3.447,2.033,0.719,7.379,-0.057,0.421,0.359,-0.609,1.118
-0.121,-0.278,0.464,-2.148,-0.337,6.461,2.644,1.0,-0.42,-3.443,1.355,0.494,3.366,2.011,0.692,7.81,-0.055,0.275,-0.41,-1.276,1.507
-0.159,-0.427,0.313,-3.42,-0.609,7.861,3.742,1.0,-0.795,-4.548,1.909,0.98,4.502,3.295,1.067,7.442,-0.166,0.185,-0.474,-1.653,1.692
-0.108,-0.427,0.006,-2.479,-0.407,6.771,2.722,1.0,-0.622,-4.243,1.276,0.795,3.8,2.187,0.801,6.872,0.172,0.418,-0.173,-1.231,1.63
0.01,-0.299,0.04,-3.313,-0.702,8.181,3.536,1.0,-0.505,-4.546,1.706,0.974,4.489,2.85,1.102,8.134,0.055,0.361,-0.149,-1.453,1.582
