Unnamed: 0,x0,x1,x2,x3,x4,y,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
146,-0.844,7.071,0.382,0.125,2.964,0.0,0.797,-0.273,-1.216,8.716,6.213,-0.526,0.387,0.721,-0.423,0.506,-6.794,-0.521,1.141,-6.718,-0.043
147,0.033,6.946,0.85,-0.018,3.371,0.0,0.658,-0.649,-0.433,7.752,6.993,-0.713,0.608,0.931,0.094,0.239,-6.215,0.095,1.288,-6.144,-0.405
148,-0.567,6.6,0.175,0.353,3.335,0.0,0.645,-0.314,-1.134,8.06,6.979,-0.433,0.395,0.942,-0.011,0.439,-6.329,-0.854,0.963,-6.67,-0.016
149,0.071,7.143,0.744,-0.406,2.618,0.0,0.925,-0.64,-0.452,8.236,6.06,-0.499,0.626,0.874,0.136,0.121,-6.542,0.335,0.988,-6.238,-0.404
150,-0.025,6.502,1.085,-0.026,3.316,0.0,0.762,-0.536,-0.556,7.346,6.509,-0.738,0.432,0.831,0.1,0.044,-5.896,0.159,1.154,-5.811,-0.207
151,-0.827,6.351,0.469,-0.138,2.68,0.0,0.68,-0.4,-1.269,7.428,5.945,-0.471,0.172,0.994,-0.36,0.423,-6.137,-0.137,1.078,-5.956,0.093
152,-1.108,6.454,0.589,0.238,3.459,0.0,0.522,-0.502,-1.507,7.761,6.435,-0.648,0.378,0.96,-0.688,0.459,-6.097,-0.328,0.934,-6.12,0.173
153,0.084,6.286,0.837,-0.281,2.204,0.0,0.652,-0.596,-0.73,7.845,5.544,-0.355,0.058,0.582,-0.059,0.017,-6.293,0.078,1.215,-5.401,-0.19
154,-0.533,7.177,0.163,0.081,2.929,0.0,0.953,-0.557,-0.991,8.633,6.439,-0.564,0.351,0.98,-0.13,0.138,-6.849,-0.382,0.954,-6.749,-0.678
155,-0.462,7.354,0.588,0.096,3.439,0.0,0.633,-0.467,-0.998,8.602,7.487,-0.501,0.555,1.103,0.092,0.244,-6.969,-0.132,0.917,-7.252,0.03
156,-1.097,6.735,0.759,0.129,3.02,0.0,0.768,-0.453,-1.372,8.12,5.887,-0.335,0.22,0.976,-1.012,0.431,-6.516,-0.403,1.036,-6.563,-0.054
157,-0.301,7.487,0.396,0.037,3.223,0.0,0.713,-0.59,-0.998,8.837,7.242,-0.592,0.373,0.931,-0.051,0.327,-7.05,-0.232,0.794,-7.036,-0.238
158,-0.634,6.609,1.153,-0.227,2.838,0.0,0.776,-0.47,-0.933,7.942,6.5,-0.414,0.294,1.018,-0.206,0.368,-6.394,0.144,1.129,-6.252,-0.168
159,-0.202,7.651,1.124,-0.347,3.077,0.0,0.829,-0.571,-0.693,8.745,6.79,-0.643,0.349,0.708,-0.12,0.14,-7.225,0.234,1.236,-6.624,-0.219
160,-0.109,6.589,0.65,0.176,3.517,0.0,0.595,-0.52,-0.722,7.77,7.329,-0.418,0.542,0.935,0.104,0.186,-6.232,-0.143,1.047,-6.657,-0.325
161,-0.226,6.095,0.677,-0.263,2.064,0.0,0.479,-0.41,-0.65,7.182,5.176,-0.634,0.177,0.736,-0.058,0.261,-5.707,-0.211,1.097,-5.019,-0.055
162,-0.154,6.566,0.659,-0.251,2.414,0.0,0.874,-0.534,-0.702,7.979,5.37,-0.577,0.363,0.449,-0.293,0.003,-6.111,-0.085,1.097,-5.669,-0.114
163,-0.562,6.733,0.721,0.208,3.213,0.0,0.573,-0.266,-1.22,8.192,7.105,-0.42,0.269,1.132,0.249,0.434,-6.555,-0.283,1.104,-6.429,-0.086
164,-0.368,7.014,0.762,-0.214,2.792,0.0,0.915,-0.245,-0.98,8.302,6.617,-0.627,0.266,1.013,0.108,0.214,-6.648,-0.193,1.076,-6.39,-0.277
165,-0.256,7.23,1.1,-0.511,2.56,0.0,0.982,-0.607,-0.528,8.354,5.811,-0.528,0.421,0.588,-0.311,0.133,-6.639,0.016,1.186,-6.092,-0.361
166,-0.115,6.79,0.18,-0.287,2.46,0.0,0.719,-0.462,-0.621,7.857,5.344,-0.644,0.236,0.638,-0.156,0.086,-6.309,0.137,1.007,-5.509,-0.365
167,-0.22,6.766,0.547,-0.304,2.426,0.0,0.976,-0.45,-0.9,7.903,5.473,-0.328,0.124,0.769,-0.147,0.124,-6.399,0.091,1.12,-5.848,-0.422
168,-0.072,7.215,0.559,-0.097,2.701,0.0,0.845,-0.48,-0.761,8.545,6.674,-0.598,0.142,0.956,0.317,0.073,-6.801,-0.064,1.061,-6.252,-0.329
169,-0.542,6.717,0.859,-0.523,2.689,0.0,0.97,-0.528,-0.683,7.861,5.681,-0.743,0.166,0.619,-0.293,0.39,-6.238,-0.028,1.13,-5.73,-0.462
170,-0.127,6.348,0.794,-0.482,2.578,0.0,0.994,-0.42,-0.745,7.499,5.885,-0.56,0.382,0.734,0.238,0.045,-6.008,0.062,1.15,-5.697,-0.376
171,-0.69,7.281,0.278,-0.224,2.856,0.0,0.767,-0.571,-1.287,8.327,5.693,-0.65,0.175,0.659,-0.511,0.33,-6.711,-0.469,1.374,-6.085,-0.0
172,-0.416,6.587,1.026,-0.658,2.228,0.0,0.837,-0.66,-1.06,7.674,4.695,-0.593,0.29,0.49,-0.712,0.082,-6.072,0.263,1.054,-5.44,-0.24
173,-0.24,7.38,0.395,0.17,3.437,0.0,0.737,-0.38,-0.847,8.848,7.794,-0.604,0.475,1.046,0.356,0.207,-7.127,-0.266,1.139,-7.326,-0.477
174,0.236,6.048,0.608,-0.249,2.421,0.0,0.664,-0.604,-0.476,7.095,5.747,-0.344,0.327,0.65,0.171,-0.096,-5.866,0.151,0.823,-5.497,-0.365
175,-0.862,6.573,0.703,-0.277,3.06,0.0,0.835,-0.524,-1.432,7.911,5.871,-0.497,0.392,0.968,-0.525,0.536,-6.186,-0.149,0.99,-6.134,0.003
176,0.2,6.771,0.136,-0.37,2.362,0.0,0.691,-0.594,-0.372,8.156,6.046,-0.481,0.186,0.676,0.156,0.064,-6.416,-0.051,0.852,-5.989,-0.197
177,-0.335,6.914,0.694,-0.117,2.874,0.0,0.678,-0.47,-0.824,8.535,6.27,-0.384,0.334,0.755,-0.354,0.266,-6.631,-0.163,1.042,-6.458,-0.172
178,-0.076,6.686,1.372,0.103,2.884,0.0,0.62,-0.522,-0.786,7.832,6.64,-0.561,0.223,0.828,0.239,0.049,-6.369,0.003,1.01,-6.213,-0.219
179,0.301,6.937,0.573,-0.212,2.67,0.0,0.797,-0.579,-0.493,7.758,6.018,-0.617,0.284,0.583,0.164,-0.029,-6.363,0.107,1.203,-5.777,-0.675
180,-0.496,6.672,0.939,-0.457,2.446,0.0,0.818,-0.506,-0.823,8.058,5.452,-0.345,0.204,0.538,-0.347,0.478,-6.353,0.262,1.045,-5.737,-0.139
181,-0.8,6.954,0.849,-0.397,3.074,0.0,0.835,-0.677,-1.023,8.065,5.506,-0.615,0.606,0.64,-1.064,0.511,-6.352,-0.048,1.001,-6.182,-0.266
182,0.303,6.792,1.418,-0.254,2.267,0.0,0.9,-0.574,-0.411,7.876,6.282,-0.559,0.218,0.475,0.338,-0.208,-6.474,0.357,0.994,-5.968,-0.578
183,0.616,7.309,0.65,0.768,4.855,0.0,0.695,-0.565,-0.441,8.745,9.906,-0.648,0.509,1.157,1.027,-0.075,-6.936,0.03,1.257,-8.015,-0.338
184,-0.309,6.35,0.647,-0.365,2.326,0.0,0.807,-0.566,-0.63,7.535,5.024,-0.512,0.269,0.635,-0.392,0.298,-5.842,-0.147,1.161,-5.204,-0.217
185,-0.291,6.268,0.402,0.009,2.652,0.0,0.88,-0.413,-0.835,7.217,5.937,-0.558,0.42,0.765,0.018,0.268,-5.925,-0.373,0.988,-5.813,-0.35
186,-0.025,7.022,0.581,-0.088,3.289,0.0,0.888,-0.594,-0.519,8.23,7.087,-0.674,0.418,0.823,0.055,0.018,-6.611,-0.061,1.06,-6.66,-0.351
187,-0.204,7.096,0.413,-0.525,2.51,0.0,0.863,-0.589,-0.835,8.26,5.979,-0.445,0.114,0.669,-0.276,0.208,-6.807,0.054,1.147,-6.264,-0.263
188,-0.585,6.687,1.207,0.067,3.235,0.0,0.7,-0.367,-1.121,7.8,6.616,-0.588,0.355,1.069,0.046,0.351,-6.113,-0.061,0.945,-6.168,-0.206
189,-0.252,7.247,0.958,-0.073,3.07,0.0,0.63,-0.403,-0.569,7.747,6.767,-0.785,0.51,0.879,0.199,0.013,-6.379,-0.035,0.853,-6.349,-0.179
190,-0.324,6.508,0.219,0.22,3.588,0.0,0.658,-0.512,-0.877,7.543,7.195,-0.781,0.337,1.064,0.179,0.52,-5.882,-0.638,1.152,-6.301,-0.4
191,0.113,7.615,0.43,-0.133,2.604,0.0,0.593,-0.378,-0.537,8.722,6.957,-0.851,0.356,0.832,0.549,0.182,-7.019,-0.316,1.025,-6.369,-0.252
192,-0.631,6.619,0.128,-0.167,3.2,0.0,0.957,-0.43,-1.006,7.758,5.928,-0.669,0.478,0.859,-0.308,0.346,-6.041,-0.209,1.039,-5.96,-0.279
193,-0.176,7.224,0.988,-0.485,2.378,0.0,0.862,-0.7,-1.019,8.665,5.957,-0.522,0.18,0.489,-0.252,0.151,-7.001,0.128,1.003,-6.29,-0.301
194,-0.12,6.522,0.843,0.055,2.776,0.0,0.813,-0.386,-0.636,7.774,6.218,-0.751,0.212,0.861,0.249,0.334,-6.068,0.085,1.332,-5.578,-0.416
195,-0.123,7.62,0.629,-0.138,2.614,0.0,0.765,-0.463,-0.756,8.838,6.663,-0.512,0.187,0.681,0.004,0.047,-7.363,-0.029,1.169,-6.776,-0.372
196,0.062,6.458,0.429,-0.36,2.477,0.0,0.741,-0.385,-0.496,7.763,6.199,-0.658,0.057,0.821,0.665,0.337,-6.05,-0.077,1.128,-5.373,-0.404
197,-0.802,6.219,1.151,-0.021,3.034,0.0,0.657,-0.177,-1.119,7.586,6.391,-0.499,0.354,1.294,0.03,0.605,-5.86,-0.278,1.156,-5.751,-0.148
198,-0.622,6.404,0.488,-0.072,3.103,0.0,0.532,-0.53,-1.23,7.795,6.021,-0.784,0.496,0.761,-0.301,0.403,-6.057,-0.27,1.217,-5.794,-0.158
199,-0.324,7.54,0.328,-0.13,2.692,0.0,0.566,-0.512,-0.839,9.01,6.425,-0.691,0.371,0.978,0.041,0.424,-7.096,-0.502,0.967,-6.467,-0.233
200,-0.289,7.373,-0.193,-0.247,2.897,0.0,0.88,-0.438,-0.739,8.389,6.41,-0.625,0.32,0.907,-0.085,0.249,-6.852,-0.138,1.073,-6.513,-0.366
201,-0.309,6.967,0.473,-0.3,2.974,0.0,0.931,-0.298,-0.981,8.21,6.626,-0.658,0.192,0.945,0.273,0.451,-6.486,-0.245,0.875,-6.466,-0.409
202,-0.478,6.57,0.287,-0.469,2.406,0.0,0.63,-0.565,-0.912,7.883,5.332,-0.699,0.187,0.728,-0.257,0.373,-6.169,-0.14,1.021,-5.673,-0.279
203,-0.642,5.907,0.387,-0.163,2.336,0.0,0.718,-0.372,-1.204,7.065,5.099,-0.431,0.279,0.745,-0.629,0.471,-5.624,-0.345,1.036,-5.229,-0.086
204,-0.077,6.811,0.827,-0.287,2.561,0.0,0.622,-0.621,-0.666,7.749,5.699,-0.7,0.479,0.748,0.042,0.279,-5.9,-0.1,1.188,-5.188,-0.231
205,-0.055,7.419,0.163,-0.246,2.822,0.0,0.933,-0.454,-0.766,8.318,6.337,-0.609,0.684,0.704,0.136,0.074,-6.772,-0.03,1.116,-6.44,-0.627
206,-0.384,6.965,1.144,-0.088,2.433,0.0,0.61,-0.577,-0.952,8.324,6.013,-0.5,0.275,0.608,-0.306,0.223,-6.745,-0.068,0.892,-6.34,-0.005
207,-0.11,6.572,0.622,-0.349,2.147,0.0,0.738,-0.349,-0.638,7.838,5.145,-0.744,0.21,0.534,0.069,0.126,-6.109,0.098,1.087,-5.082,-0.526
208,-0.296,6.731,0.695,-0.546,2.623,0.0,0.901,-0.572,-0.768,7.951,5.599,-0.756,0.323,0.803,-0.048,0.168,-6.188,0.139,1.157,-5.374,-0.482
209,0.03,6.565,0.375,-0.376,2.308,0.0,0.796,-0.514,-0.545,7.156,5.514,-0.707,0.472,0.644,0.345,0.192,-5.716,-0.07,1.046,-5.004,-0.378
210,0.042,6.616,-0.398,0.611,3.795,0.0,0.627,-0.429,-0.61,7.253,7.178,-0.808,0.51,1.121,0.453,0.283,-5.676,-0.603,1.145,-6.066,-0.312
211,-0.214,6.915,1.378,-0.471,2.246,0.0,0.812,-0.5,-0.925,8.104,5.421,-0.501,0.275,0.465,-0.325,0.005,-6.421,0.23,0.96,-5.775,-0.382
212,0.27,7.106,1.015,0.017,3.694,0.0,0.773,-0.595,-0.362,8.328,8.014,-0.614,0.436,0.842,0.614,-0.009,-6.751,0.035,1.209,-6.87,-0.527
213,-0.403,6.08,0.189,-0.482,3.124,0.0,0.998,-0.461,-1.145,6.843,5.79,-0.732,0.317,0.897,-0.038,0.347,-5.379,-0.166,1.068,-5.468,-0.417
214,-0.192,6.772,0.382,0.076,2.907,0.0,0.757,-0.347,-0.754,8.083,6.637,-0.597,0.409,1.098,0.354,0.185,-6.489,-0.405,0.961,-6.23,-0.158
215,-0.417,7.204,0.471,-0.198,3.018,0.0,0.851,-0.429,-1.129,8.642,6.572,-0.405,0.503,1.018,-0.232,0.321,-6.888,0.167,1.073,-6.625,-0.201
216,-0.722,7.067,0.93,-0.106,2.669,0.0,0.822,-0.546,-1.116,8.122,5.391,-0.677,0.52,0.565,-0.656,0.339,-6.372,-0.122,1.232,-5.918,-0.264
217,-0.62,7.044,0.814,-0.144,2.927,0.0,0.643,-0.463,-1.225,8.633,6.461,-0.669,0.18,0.78,-0.339,0.364,-6.795,-0.119,0.722,-6.743,-0.087
218,-0.239,7.074,1.039,-0.213,2.626,0.0,0.809,-0.29,-0.807,8.341,6.864,-0.491,0.206,0.95,0.297,0.283,-6.747,-0.133,0.993,-6.531,-0.343
219,-0.433,6.574,0.67,-0.396,2.297,0.0,0.721,-0.489,-0.757,7.425,5.255,-0.644,0.419,0.761,-0.279,0.364,-5.905,-0.138,0.956,-5.375,-0.359
220,0.162,6.919,0.745,-0.262,2.711,0.0,0.745,-0.487,-0.422,8.052,6.693,-0.609,0.371,0.672,0.333,0.13,-6.526,-0.02,1.005,-6.223,-0.428
221,0.111,6.978,0.743,-0.516,2.405,0.0,0.895,-0.43,-0.564,7.98,6.164,-0.69,0.47,0.633,0.512,0.181,-6.401,0.311,1.165,-5.717,-0.461
222,-0.34,7.086,1.133,-0.51,2.794,0.0,1.073,-0.52,-0.809,8.663,6.208,-0.543,0.38,0.725,-0.175,0.335,-6.693,0.128,1.054,-6.372,-0.392
223,0.076,6.22,0.731,0.055,3.241,0.0,0.926,-0.565,-0.669,7.086,6.4,-0.719,0.597,0.611,0.216,0.18,-5.728,-0.162,1.21,-5.558,-0.512
224,-0.24,6.988,0.483,-0.163,2.736,0.0,0.655,-0.497,-0.799,7.969,6.111,-0.668,0.407,0.859,-0.051,0.119,-6.303,0.121,1.151,-5.86,-0.485
225,-0.221,6.999,0.338,0.391,3.31,0.0,0.785,-0.073,-0.701,8.505,7.613,-0.686,0.455,1.108,0.703,0.296,-6.604,-0.309,1.131,-6.781,-0.281
226,0.202,7.028,0.656,-0.418,2.651,0.0,0.804,-0.596,-0.489,8.353,6.465,-0.74,0.21,0.669,0.27,-0.04,-6.548,0.092,1.345,-5.938,-0.502
227,-0.592,6.354,0.885,-0.042,3.05,0.0,0.816,-0.266,-0.917,7.8,6.391,-0.568,0.253,0.964,0.085,0.625,-5.977,-0.082,1.248,-5.745,-0.196
228,-0.507,6.695,0.881,-0.011,2.789,0.0,0.864,-0.298,-1.199,7.891,6.124,-0.516,0.294,0.929,0.081,0.519,-6.282,-0.176,1.193,-5.909,-0.254
229,-0.568,6.607,0.787,-0.001,2.677,0.0,0.643,-0.549,-1.304,7.903,5.837,-0.657,0.276,0.761,-0.438,0.095,-6.199,-0.22,0.964,-6.048,-0.225
230,0.206,5.988,0.798,-0.174,1.925,0.0,0.685,-0.357,-0.285,7.298,4.848,-0.499,-0.077,0.495,0.359,0.193,-5.582,-0.033,1.114,-4.527,-0.495
231,-0.16,7.267,0.68,-0.414,2.57,0.0,0.906,-0.385,-0.711,8.416,6.435,-0.676,0.245,0.875,0.318,0.183,-6.805,0.127,1.22,-6.092,-0.573
232,-0.222,6.119,0.327,-0.558,2.32,0.0,0.767,-0.491,-0.825,7.101,5.208,-0.651,0.237,0.488,-0.057,0.219,-5.5,0.089,0.758,-5.37,-0.443
233,-0.615,6.474,0.305,-0.052,2.786,0.0,0.78,-0.408,-1.102,7.71,6.18,-0.691,0.081,1.003,-0.021,0.544,-5.847,-0.324,0.919,-5.817,-0.242
234,-0.37,6.644,0.874,0.172,2.787,0.0,0.853,-0.109,-0.768,8.056,6.344,-0.402,0.322,1.103,0.293,0.392,-6.349,-0.117,1.185,-6.203,-0.096
235,-0.388,6.843,0.345,-0.332,2.45,0.0,0.587,-0.37,-0.852,8.106,5.836,-0.677,0.371,0.703,0.021,0.379,-6.462,-0.231,1.19,-5.718,-0.116
236,-0.159,6.868,-0.008,0.042,3.337,0.0,0.608,-0.453,-0.716,7.788,6.753,-0.592,0.432,0.967,0.082,0.2,-6.208,-0.311,1.207,-6.217,-0.329
237,0.197,6.444,0.863,-0.564,1.969,0.0,0.63,-0.607,-0.252,7.597,5.15,-0.447,0.155,0.357,-0.094,0.072,-6.182,0.288,1.055,-5.445,-0.502
238,-0.046,7.131,0.283,-0.303,2.289,0.0,0.629,-0.509,-0.595,8.485,6.096,-0.51,0.193,0.735,0.074,0.096,-6.919,-0.104,1.131,-6.165,-0.42
239,-0.348,6.729,1.049,-0.54,2.372,0.0,0.65,-0.795,-0.869,7.956,5.484,-0.451,0.355,0.572,-0.533,0.151,-6.377,0.135,0.876,-5.816,-0.253
240,-0.297,6.552,0.922,-0.473,2.148,0.0,0.743,-0.609,-0.845,7.625,5.456,-0.671,0.128,0.491,-0.395,0.0,-6.236,-0.104,0.952,-5.697,-0.512
241,-0.333,6.447,0.18,-0.28,2.3,0.0,0.714,-0.423,-1.091,7.885,5.477,-0.574,0.208,0.646,-0.014,0.388,-6.077,-0.205,0.975,-5.473,-0.175
242,-0.485,6.842,0.125,-0.156,2.613,0.0,0.717,-0.423,-1.062,8.227,5.615,-0.524,0.208,0.627,-0.322,0.368,-6.385,-0.021,1.194,-5.735,-0.316
243,-0.523,7.147,0.56,-0.323,2.717,0.0,0.861,-0.43,-0.962,8.28,6.021,-0.585,0.145,0.649,-0.166,0.406,-6.699,-0.118,1.074,-6.387,-0.202
244,-0.985,6.773,0.941,-0.048,2.919,0.0,0.731,-0.296,-1.371,7.772,6.158,-0.764,0.618,1.086,-0.134,0.702,-6.082,-0.424,0.968,-5.778,-0.151
245,-0.622,7.128,0.618,-0.042,3.038,0.0,0.603,-0.568,-1.102,8.612,6.279,-0.568,0.37,0.714,-0.578,0.135,-6.797,-0.47,1.146,-6.566,-0.044
246,0.068,6.634,1.594,-0.332,2.539,0.0,0.742,-0.444,-0.701,7.796,5.846,-0.701,0.32,0.612,0.237,0.291,-6.032,0.477,1.03,-5.425,-0.586
247,-0.714,6.47,0.843,-0.463,2.676,0.0,0.962,-0.423,-1.18,7.915,5.692,-0.535,0.14,0.902,-0.409,0.508,-6.183,-0.067,1.039,-5.896,-0.16
248,-0.598,6.794,0.951,-0.304,2.569,0.0,0.84,-0.367,-0.804,7.987,5.724,-0.589,0.33,0.756,-0.183,0.343,-6.39,0.054,1.217,-5.882,-0.221
249,0.061,6.837,0.093,0.092,2.625,0.0,0.505,-0.413,-0.565,8.007,6.544,-0.602,0.236,0.868,0.294,0.157,-6.389,-0.469,0.884,-6.126,-0.125
250,-0.501,6.569,0.05,0.183,3.099,0.0,0.787,-0.346,-0.994,7.85,6.247,-0.623,0.57,0.91,0.04,0.293,-6.192,-0.54,1.139,-6.023,-0.335
251,-0.353,6.727,0.038,0.093,3.608,0.0,0.804,-0.464,-1.003,7.645,7.053,-0.645,0.436,0.963,-0.014,0.282,-5.984,-0.388,0.915,-6.689,-0.276
252,-0.461,6.689,0.93,-0.42,2.766,0.0,0.783,-0.593,-0.875,7.845,5.792,-0.529,0.376,0.677,-0.502,0.372,-6.155,0.043,1.057,-5.937,-0.253
253,0.131,7.16,0.202,-0.099,2.682,0.0,0.611,-0.548,-0.672,8.262,6.4,-0.633,0.343,0.781,0.258,0.012,-6.627,-0.159,1.127,-6.302,-0.442
254,-0.579,6.357,0.0,-0.013,3.665,0.0,0.858,-0.613,-1.094,7.639,6.579,-0.381,0.338,0.805,-0.603,0.268,-6.173,-0.157,1.09,-6.53,-0.202
255,-0.166,7.204,0.964,-0.247,2.767,0.0,0.714,-0.466,-0.787,8.548,6.779,-0.656,0.273,0.908,0.388,0.294,-6.718,-0.094,1.142,-6.185,-0.313
256,0.227,6.597,-0.183,-0.686,2.259,0.0,0.89,-0.67,-0.495,7.807,5.596,-0.607,0.289,0.611,0.339,0.25,-6.145,-0.078,0.973,-5.492,-0.417
257,-0.435,6.788,0.44,-0.074,2.754,0.0,0.752,-0.312,-0.75,8.156,6.414,-0.383,0.297,0.961,-0.076,0.412,-6.508,-0.109,1.011,-6.097,-0.339
258,-0.348,6.309,0.917,-0.164,3.123,0.0,0.809,-0.493,-0.669,7.439,6.117,-0.685,0.604,0.926,-0.083,0.136,-5.698,0.134,0.961,-5.683,-0.341
259,-0.047,7.109,0.239,-0.472,2.106,0.0,0.757,-0.52,-0.739,8.102,5.454,-0.679,0.245,0.462,0.035,-0.014,-6.707,0.156,1.036,-5.814,-0.236
260,-0.156,7.096,0.518,-0.1,3.128,0.0,0.754,-0.55,-0.893,7.887,6.605,-0.707,0.338,0.622,0.105,0.24,-6.409,-0.17,1.069,-6.317,-0.354
261,-0.341,6.537,0.631,0.052,3.517,0.0,0.919,-0.245,-0.858,7.591,7.277,-0.545,0.449,0.983,0.245,0.404,-5.939,-0.403,0.705,-6.614,-0.274
262,-0.056,7.041,0.812,-0.361,2.627,0.0,0.757,-0.391,-0.656,7.847,6.462,-0.876,0.363,0.791,0.383,0.196,-6.323,-0.142,1.096,-5.691,-0.27
263,-0.117,7.066,-0.015,0.373,3.581,0.0,0.528,-0.37,-0.831,8.151,7.456,-0.552,0.558,1.042,0.145,0.2,-6.541,-0.234,1.087,-6.748,-0.208
264,-0.281,7.513,1.006,0.28,4.169,0.0,0.843,-0.537,-0.722,8.869,8.434,-0.634,0.517,1.129,0.221,0.142,-7.125,-0.118,1.268,-7.601,-0.147
265,0.051,6.328,-0.064,-0.148,2.701,0.0,0.846,-0.459,-0.5,7.603,5.976,-0.438,0.345,0.695,0.051,0.135,-6.059,0.066,0.964,-5.858,-0.511
266,-1.051,6.917,0.574,0.241,3.429,0.0,0.682,-0.451,-1.457,7.958,6.775,-0.621,0.454,0.934,-0.535,0.616,-6.365,-0.685,0.994,-6.606,0.016
267,-0.448,6.509,0.174,0.103,3.602,0.0,0.601,-0.441,-0.872,7.78,7.139,-0.642,0.467,0.945,0.113,0.181,-6.079,-0.492,1.227,-6.301,-0.227
268,-0.326,6.556,1.141,-0.086,2.967,0.0,0.779,-0.522,-0.852,7.8,6.283,-0.513,0.507,0.589,-0.301,0.343,-6.04,-0.007,0.972,-6.06,-0.281
269,-0.416,6.804,0.453,-0.37,2.613,0.0,0.787,-0.609,-0.795,8.033,5.46,-0.612,0.255,0.485,-0.518,0.281,-6.342,-0.106,1.274,-5.762,-0.371
270,0.455,6.566,0.455,-0.14,3.039,0.0,0.756,-0.696,-0.467,7.206,6.73,-0.769,0.364,0.502,0.461,-0.313,-5.929,-0.065,0.973,-5.831,-0.694
271,-0.51,6.559,0.743,-0.057,3.336,0.0,0.738,-0.624,-0.972,7.933,6.265,-0.544,0.376,0.765,-0.44,0.298,-6.215,-0.259,1.039,-6.249,-0.324
272,-0.285,6.891,-0.111,0.072,3.227,0.0,0.872,-0.421,-0.925,7.907,6.661,-0.607,0.289,1.053,0.088,0.203,-6.355,-0.384,0.933,-6.449,-0.376
273,-0.213,6.969,0.857,-0.058,2.305,0.0,0.575,-0.38,-0.864,8.345,6.214,-0.544,0.185,0.809,0.233,0.235,-6.612,-0.067,0.979,-6.087,-0.345
274,-0.065,6.581,0.901,-0.15,2.919,0.0,0.598,-0.565,-0.878,8.003,6.746,-0.365,0.368,0.768,0.117,0.024,-6.525,-0.022,1.023,-6.417,-0.021
275,0.061,6.607,0.854,-0.368,2.322,0.0,1.07,-0.446,-0.6,7.974,5.931,-0.574,0.151,0.59,0.117,0.398,-6.112,0.131,1.02,-5.929,-0.735
276,0.351,7.079,0.616,-0.298,2.729,0.0,0.869,-0.535,-0.454,8.055,6.757,-0.723,0.153,0.75,0.554,0.076,-6.619,0.032,1.077,-6.079,-0.469
277,-0.312,6.892,0.668,-0.044,2.95,0.0,0.714,-0.657,-0.947,8.071,6.371,-0.615,0.261,0.784,-0.219,0.127,-6.477,-0.255,1.1,-6.343,-0.346
278,0.048,7.151,-0.324,-0.106,2.96,0.0,0.691,-0.303,-0.851,8.395,7.203,-0.731,0.133,0.959,0.641,0.161,-6.589,-0.324,0.899,-6.269,-0.307
279,-0.067,7.573,0.635,-0.183,2.666,0.0,0.842,-0.499,-0.629,8.791,6.451,-0.542,0.29,0.764,0.112,-0.089,-7.225,0.007,1.212,-6.434,-0.325
280,-0.625,7.203,0.156,0.0,3.021,0.0,0.745,-0.36,-0.897,9.029,6.897,-0.468,0.573,1.184,-0.077,0.492,-6.991,-0.431,0.975,-7.036,-0.165
281,-0.18,7.025,1.259,0.141,3.034,0.0,0.747,-0.429,-0.833,8.152,6.82,-0.552,0.452,0.864,0.048,0.271,-6.599,-0.094,1.263,-6.374,-0.331
282,-0.123,6.424,0.116,-0.649,2.077,0.0,0.738,-0.549,-0.552,7.762,5.27,-0.516,0.139,0.561,-0.155,0.268,-6.059,0.2,1.074,-5.358,-0.505
283,-1.128,6.611,0.617,0.195,3.147,0.0,0.626,-0.279,-1.319,7.86,6.233,-0.474,0.477,0.817,-0.682,0.625,-6.276,-0.515,1.193,-6.287,0.021
284,-0.226,7.05,0.538,-0.378,2.403,0.0,0.667,-0.585,-0.739,7.995,5.32,-0.852,0.412,0.709,-0.122,0.366,-6.337,-0.155,1.33,-5.457,-0.395
285,-0.712,6.396,0.598,-0.438,2.862,0.0,0.827,-0.4,-1.031,7.934,5.747,-0.497,0.264,0.908,-0.413,0.514,-6.257,0.084,1.08,-5.955,-0.218
286,0.137,7.675,0.412,-0.273,2.734,0.0,0.777,-0.57,-0.541,8.516,6.577,-0.81,0.62,0.64,0.314,0.037,-6.98,-0.011,1.043,-6.419,-0.371
287,-0.401,7.02,0.591,-0.195,2.71,0.0,0.866,-0.342,-1.042,8.176,6.222,-0.76,0.406,0.735,0.144,0.426,-6.534,-0.173,1.137,-5.876,-0.312
288,-0.022,6.999,0.701,-0.199,2.56,0.0,0.684,-0.556,-0.592,8.422,6.489,-0.428,0.335,0.731,0.289,0.227,-6.653,0.09,0.928,-6.385,-0.204
289,-0.586,6.906,0.963,-0.14,3.07,0.0,0.767,-0.343,-1.136,8.334,6.393,-0.519,0.207,0.935,-0.333,0.373,-6.714,-0.105,0.925,-6.647,-0.384
290,-0.442,6.408,0.782,-0.05,3.218,0.0,0.779,-0.368,-0.92,7.808,6.753,-0.516,0.49,1.178,0.011,0.192,-5.98,-0.181,0.992,-6.156,-0.111
291,0.091,7.142,0.325,-0.381,2.724,0.0,0.883,-0.556,-0.782,8.338,6.539,-0.696,0.495,0.801,0.292,0.059,-6.551,-0.118,1.039,-6.321,-0.471
