x0,x1,x2,x3,x4,y,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-0.925,6.912,0.19,0.434,2.598,1.0,0.415,-0.077,-1.185,8.155,6.022,-0.521,0.169,1.075,-0.163,0.472,-6.425,-0.799,1.128,-5.824,0.116
-0.836,7.098,0.572,-0.362,2.168,1.0,0.42,-0.408,-1.11,8.701,5.557,-0.435,0.111,0.737,-0.645,0.568,-6.956,-0.354,1.034,-6.06,0.079
-0.731,6.643,0.363,-0.098,2.232,1.0,0.138,-0.596,-0.924,8.226,5.359,-0.345,0.06,0.587,-0.873,0.305,-6.631,-0.087,1.135,-6.199,0.184
0.114,7.097,0.464,0.052,1.713,1.0,0.013,-0.427,-0.575,8.491,5.582,-0.642,0.272,0.397,0.213,-0.013,-6.714,0.17,1.142,-5.487,-0.149
-0.548,7.127,0.888,0.013,2.074,1.0,0.221,-0.451,-1.29,9.23,6.166,-0.525,0.233,0.739,-0.022,0.527,-7.085,-0.368,0.99,-6.313,-0.039
-0.362,6.956,0.774,-0.365,2.256,1.0,0.443,-0.426,-0.841,8.204,5.668,-0.623,0.102,0.645,-0.211,0.291,-6.59,0.194,1.014,-5.882,0.009
-0.664,6.204,1.087,-0.131,2.321,1.0,0.377,-0.579,-1.183,7.632,5.641,-0.468,0.36,0.856,-0.186,0.511,-5.918,-0.142,1.15,-5.547,-0.063
0.014,6.818,1.12,-0.102,1.836,1.0,0.294,-0.383,-0.638,8.145,5.678,-0.585,0.093,0.79,0.3,0.154,-6.43,0.203,1.093,-5.482,-0.211
-0.824,6.681,0.818,-0.135,2.04,1.0,0.406,-0.189,-0.941,8.25,5.697,-0.375,0.229,0.836,-0.29,0.417,-6.682,-0.184,1.02,-5.989,-0.115
-0.576,7.651,1.041,0.107,2.166,1.0,0.114,-0.381,-0.855,8.708,5.844,-0.802,0.258,0.898,-0.209,0.355,-7.139,-0.186,1.156,-5.988,0.278
-0.38,6.817,0.553,-0.437,1.355,1.0,0.248,-0.571,-0.921,8.504,4.629,-0.471,0.01,0.441,-0.5,0.255,-6.868,-0.053,1.229,-5.516,-0.059
-0.695,6.386,-0.062,-0.444,1.77,1.0,0.331,-0.557,-1.058,7.767,4.368,-0.514,0.447,0.593,-0.585,0.41,-6.029,-0.258,1.118,-5.041,-0.01
-0.853,6.437,0.491,0.404,2.723,1.0,0.178,-0.211,-1.32,8.463,6.071,-0.433,0.304,0.938,-0.341,0.524,-6.452,-0.604,1.07,-6.097,0.057
0.037,6.696,0.819,-0.499,1.467,1.0,0.305,-0.627,-0.5,7.752,4.62,-0.61,-0.055,0.349,-0.273,0.05,-6.281,0.037,1.147,-4.877,-0.218
-0.76,6.038,0.671,-0.219,1.852,1.0,0.245,-0.452,-1.12,7.317,4.656,-0.644,0.046,0.707,-0.513,0.518,-5.611,-0.273,0.995,-4.717,0.044
-0.904,6.837,0.664,-0.095,1.854,1.0,0.324,-0.373,-1.316,7.867,4.899,-0.694,0.208,0.749,-0.583,0.453,-6.468,-0.33,0.892,-5.605,0.045
-0.762,6.837,0.662,0.545,2.504,1.0,0.225,-0.115,-1.347,8.37,6.157,-0.559,0.47,1.089,-0.056,0.396,-6.567,-0.824,1.149,-5.902,0.354
-0.278,5.955,0.518,-0.082,1.998,1.0,0.022,-0.628,-0.954,7.381,5.166,-0.609,-0.011,0.67,-0.357,0.404,-5.853,0.034,1.147,-4.953,-0.09
-1.275,6.404,0.487,-0.118,2.385,1.0,0.355,-0.291,-1.286,8.063,5.141,-0.316,0.268,0.983,-0.664,0.652,-6.321,-0.59,1.129,-5.705,0.359
-0.54,6.47,0.385,-0.045,2.086,1.0,0.228,-0.456,-0.854,7.996,5.536,-0.423,0.224,0.743,-0.204,0.332,-6.485,-0.232,0.97,-5.819,0.084
-0.425,5.805,0.963,-0.333,1.477,1.0,0.028,-0.349,-0.821,7.327,4.261,-0.588,-0.011,0.781,-0.304,0.493,-5.645,0.13,1.175,-4.358,0.308
0.415,6.885,1.009,-0.349,1.547,1.0,0.295,-0.543,-0.52,8.178,5.165,-0.638,-0.057,0.514,0.333,-0.018,-6.594,0.207,1.046,-5.265,-0.172
-0.416,7.046,1.002,0.038,2.231,1.0,0.355,-0.342,-1.008,8.094,6.145,-0.744,-0.002,0.777,0.194,0.203,-6.515,-0.034,0.903,-5.78,0.067
-0.586,6.751,1.02,-0.035,2.488,1.0,0.391,-0.402,-1.096,8.612,6.568,-0.406,0.344,0.963,-0.019,0.306,-6.784,-0.069,0.835,-6.316,-0.138
-0.233,6.016,0.305,0.093,2.029,1.0,0.24,-0.146,-0.867,7.808,5.702,-0.201,0.084,0.702,0.202,0.333,-6.118,-0.311,0.904,-5.417,-0.03
-0.84,6.779,-0.09,0.316,2.596,1.0,0.153,-0.146,-1.228,8.137,6.039,-0.641,0.46,0.978,-0.07,0.615,-6.448,-0.893,1.194,-5.857,0.191
-0.213,7.135,0.987,-0.042,2.103,1.0,0.296,-0.362,-0.89,8.092,5.775,-0.656,0.15,0.635,0.048,0.277,-6.549,-0.03,1.068,-5.632,0.12
-0.529,6.721,0.375,-0.958,0.719,1.0,0.434,-0.61,-0.739,7.844,2.875,-0.613,-0.091,0.063,-0.898,0.256,-6.238,0.044,1.032,-4.234,-0.039
-0.533,7.238,0.744,0.171,2.316,1.0,0.211,-0.37,-1.173,8.685,6.088,-0.507,0.274,0.767,-0.122,0.408,-7.021,-0.252,1.197,-6.14,-0.005
-0.338,6.97,1.157,0.159,2.277,1.0,0.061,-0.5,-1.07,8.083,5.711,-0.613,0.455,0.608,-0.186,0.126,-6.493,-0.022,1.0,-5.698,0.242
-0.528,6.928,0.441,-0.121,1.862,1.0,0.392,-0.445,-0.942,7.837,5.103,-0.736,0.237,0.715,-0.057,0.322,-6.322,-0.401,1.06,-4.969,0.083
-0.157,6.813,0.401,-0.364,1.689,1.0,0.367,-0.479,-0.745,8.369,5.048,-0.471,0.017,0.671,0.026,0.369,-6.536,-0.244,1.153,-5.185,-0.163
-0.17,6.672,0.782,0.083,2.021,1.0,0.356,-0.386,-0.84,8.498,6.195,-0.337,0.1,0.804,0.176,0.237,-6.756,0.034,0.975,-5.925,-0.13
-0.521,6.907,0.534,0.151,2.242,1.0,0.133,-0.615,-0.868,8.198,5.532,-0.655,0.231,0.641,-0.404,0.48,-6.588,-0.374,1.091,-5.834,0.102
-0.563,6.419,0.582,-0.276,1.831,1.0,0.242,-0.462,-1.001,8.104,4.838,-0.598,0.185,0.6,-0.357,0.435,-6.375,-0.025,1.262,-5.251,0.011
-0.627,6.838,0.116,-0.157,2.199,1.0,0.261,-0.451,-1.186,8.199,5.561,-0.521,0.136,0.547,-0.549,0.177,-6.54,-0.221,0.922,-6.157,0.295
-0.555,6.606,0.025,0.202,2.397,1.0,0.452,-0.242,-0.955,8.029,5.546,-0.539,0.402,0.686,-0.268,0.272,-6.217,-0.439,1.224,-5.464,-0.011
-0.927,6.597,0.075,-0.129,2.276,1.0,0.324,-0.579,-1.505,8.624,4.988,-0.465,0.034,0.862,-0.871,0.522,-6.595,-0.516,1.139,-5.924,0.111
0.107,7.152,0.543,-0.372,1.801,1.0,0.134,-0.571,-0.567,8.574,5.666,-0.482,0.212,0.543,-0.003,0.041,-6.959,0.152,0.998,-5.917,-0.026
-0.491,6.904,0.506,0.213,2.284,1.0,0.389,-0.135,-0.948,8.171,5.776,-0.605,0.317,0.769,0.091,0.423,-6.406,-0.528,1.162,-5.567,-0.034
-0.14,7.095,0.259,-0.195,1.803,1.0,0.276,-0.432,-0.671,8.571,5.318,-0.555,0.032,0.523,0.003,0.172,-6.769,-0.014,1.194,-5.535,0.043
-0.253,6.684,1.446,-0.493,1.191,1.0,0.406,-0.393,-0.628,8.187,4.577,-0.531,0.01,0.424,-0.052,0.101,-6.478,0.446,1.13,-4.791,-0.136
-0.023,7.24,0.596,-0.22,1.589,1.0,0.324,-0.543,-0.563,8.614,5.439,-0.568,-0.036,0.559,-0.084,0.155,-7.059,0.112,1.061,-5.836,-0.002
-0.085,6.934,0.7,-0.084,1.936,1.0,0.225,-0.536,-0.561,8.501,5.473,-0.38,0.188,0.552,-0.205,0.141,-7.057,0.183,0.959,-5.958,0.152
-0.66,6.622,0.885,0.073,2.526,1.0,0.509,-0.336,-0.984,8.424,5.82,-0.381,0.361,0.766,-0.289,0.543,-6.347,-0.29,1.151,-5.906,0.059
-0.461,6.75,1.312,0.062,2.207,1.0,0.298,-0.489,-1.084,8.202,5.687,-0.566,0.262,0.778,-0.339,0.126,-6.536,0.079,1.029,-5.839,-0.205
-0.759,5.207,0.846,-0.302,2.119,1.0,0.515,-0.492,-1.103,6.691,3.871,-0.508,0.141,0.445,-0.897,0.605,-5.038,-0.073,1.1,-4.425,-0.304
-1.092,6.867,0.702,-0.147,2.52,1.0,0.442,-0.529,-1.357,8.388,5.143,-0.409,0.225,0.746,-1.197,0.513,-6.62,-0.57,1.207,-6.07,-0.057
0.043,6.103,0.609,-0.302,1.495,1.0,0.376,-0.517,-0.598,7.24,4.661,-0.617,0.175,0.574,0.273,0.053,-5.676,0.03,1.056,-4.496,0.055
-0.168,6.723,0.418,-0.217,1.431,1.0,0.053,-0.373,-0.939,8.008,5.048,-0.586,0.017,0.579,0.114,0.315,-6.306,-0.131,1.023,-5.196,0.14
-0.681,7.368,0.33,0.026,2.163,1.0,0.224,-0.488,-1.085,8.781,5.594,-0.616,0.251,0.82,-0.394,0.462,-6.924,-0.413,1.16,-6.093,0.007
-0.432,6.419,0.614,-0.059,2.164,1.0,0.293,-0.48,-0.861,8.384,5.407,-0.485,0.182,0.725,-0.277,0.279,-6.485,-0.196,1.016,-5.569,0.097
-0.359,6.904,0.23,-0.2,1.983,1.0,0.383,-0.399,-0.79,8.502,5.133,-0.542,0.198,0.539,-0.352,0.45,-6.568,-0.03,0.932,-5.694,-0.214
-0.675,6.632,0.419,-0.129,1.918,1.0,0.304,-0.264,-1.234,8.175,5.332,-0.447,0.243,0.56,-0.132,0.582,-6.332,-0.367,0.959,-5.609,0.057
0.084,6.815,0.532,-0.002,1.914,1.0,0.074,-0.503,-0.487,8.176,5.771,-0.767,-0.001,0.793,0.372,0.14,-6.537,-0.015,1.14,-5.45,0.083
-0.454,7.112,0.636,-0.007,1.924,1.0,0.071,-0.532,-0.829,8.467,5.375,-0.563,0.123,0.829,-0.33,0.216,-6.887,-0.557,1.274,-5.765,0.132
-0.542,7.59,0.469,-0.097,2.3,1.0,0.249,-0.567,-1.107,8.698,6.109,-0.638,0.214,0.855,-0.068,0.099,-7.228,-0.341,1.172,-6.279,-0.031
-1.131,6.626,0.264,-0.365,2.034,1.0,0.479,-0.514,-1.278,8.449,4.515,-0.419,0.164,0.688,-1.084,0.491,-6.652,-0.482,1.193,-5.538,0.082
-0.785,6.91,0.865,0.018,2.52,1.0,0.104,-0.37,-1.007,8.418,6.182,-0.63,0.334,0.881,-0.3,0.71,-6.601,-0.477,1.048,-5.979,0.227
-0.587,6.568,0.376,0.235,2.432,1.0,0.179,-0.444,-1.09,7.96,5.525,-0.707,0.172,0.631,-0.306,0.397,-6.207,-0.404,0.875,-5.728,0.093
-0.14,6.934,0.127,-0.46,1.815,1.0,0.384,-0.642,-0.616,8.222,5.219,-0.665,0.107,0.594,-0.232,0.07,-6.653,0.114,1.102,-5.482,-0.372
-0.581,6.684,0.764,-0.15,2.159,1.0,0.35,-0.401,-0.883,8.081,5.405,-0.547,0.228,0.806,-0.268,0.487,-6.214,-0.075,1.032,-5.375,-0.017
-0.948,6.845,0.587,-0.05,1.653,1.0,0.132,-0.337,-1.102,8.591,4.599,-0.538,0.247,0.743,-0.573,0.648,-6.549,-0.193,1.122,-5.307,0.197
-0.65,6.307,0.813,-0.059,1.981,1.0,0.36,-0.322,-1.005,7.943,4.981,-0.505,0.156,0.627,-0.56,0.327,-6.201,-0.178,1.101,-5.279,-0.069
-1.254,6.582,0.813,0.222,2.458,1.0,0.322,-0.114,-1.445,8.0,5.55,-0.586,0.351,1.02,-0.468,0.604,-6.288,-0.828,1.12,-5.744,0.387
-0.492,6.258,0.839,0.012,1.938,1.0,0.111,-0.48,-0.949,7.316,4.589,-0.497,0.181,0.566,-0.469,0.264,-5.992,-0.139,1.061,-5.042,0.038
-0.767,7.671,0.392,0.155,2.714,1.0,0.361,-0.601,-1.134,8.968,6.131,-0.544,0.445,0.629,-0.596,0.351,-7.221,-0.497,1.361,-6.548,-0.138
-0.426,6.492,0.263,-0.391,1.911,1.0,0.241,-0.784,-0.929,7.83,4.47,-0.383,0.002,0.384,-0.889,0.385,-6.236,-0.219,1.354,-5.374,0.093
-0.4,7.316,1.027,-0.056,1.02,1.0,-0.062,-0.276,-1.019,9.14,4.643,-0.673,-0.059,0.446,-0.076,0.303,-7.354,-0.041,1.24,-5.181,0.004
-0.232,6.884,0.089,-0.231,1.688,1.0,0.292,-0.416,-0.506,8.227,5.008,-0.499,0.175,0.466,-0.109,0.085,-6.636,-0.252,1.274,-5.377,0.081
-0.692,7.719,1.594,0.078,2.813,1.0,0.386,-0.405,-1.266,9.356,6.881,-0.604,0.382,0.723,-0.443,0.475,-7.403,0.052,1.093,-7.084,0.024
-0.248,6.558,1.181,-0.099,1.884,1.0,0.188,-0.344,-0.953,7.888,5.736,-0.49,0.084,0.77,0.067,0.21,-6.43,0.171,0.908,-5.594,-0.122
-0.437,6.491,-0.036,-0.169,1.832,1.0,0.27,-0.585,-0.801,8.187,5.251,-0.517,0.164,0.723,-0.148,0.164,-6.458,-0.166,1.019,-5.261,0.005
0.271,7.058,0.616,-0.353,1.838,1.0,0.334,-0.592,-0.482,8.349,5.889,-0.659,0.081,0.553,0.352,0.018,-6.815,0.23,1.136,-5.594,-0.204
-0.613,6.568,0.443,0.036,2.167,1.0,0.203,-0.508,-1.03,7.934,5.207,-0.716,0.239,0.521,-0.549,0.402,-6.106,-0.405,1.142,-5.329,0.199
-0.939,6.495,0.506,0.019,2.221,1.0,0.162,-0.35,-1.092,8.118,5.293,-0.404,0.377,0.752,-0.311,0.418,-6.429,-0.333,1.022,-5.712,0.291
-0.479,6.665,0.37,-0.281,1.762,1.0,0.186,-0.455,-0.88,8.327,4.594,-0.466,0.182,0.6,-0.371,0.251,-6.415,-0.151,1.061,-5.349,0.135
-0.55,6.891,0.709,-0.122,2.29,1.0,0.445,-0.434,-0.757,8.127,5.502,-0.761,0.282,0.626,-0.093,0.29,-6.367,-0.154,1.129,-5.639,0.043
-0.816,7.276,0.528,-0.268,2.23,1.0,0.389,-0.532,-1.028,8.138,5.094,-0.643,0.297,0.616,-0.778,0.354,-6.555,-0.255,1.056,-5.809,0.083
-0.507,7.018,0.576,-0.041,2.384,1.0,0.383,-0.551,-0.766,8.471,5.565,-0.37,0.235,0.9,-0.507,0.191,-6.685,0.073,1.158,-5.984,-0.004
-0.608,6.622,0.241,-0.044,2.323,1.0,0.196,-0.424,-1.257,8.5,5.614,-0.469,0.174,0.576,-0.493,0.417,-6.54,-0.39,0.932,-5.915,-0.096
-0.247,5.881,0.803,-0.071,1.948,1.0,0.17,-0.481,-0.814,7.292,5.157,-0.572,0.234,0.669,-0.033,0.326,-5.654,0.102,1.14,-4.869,0.034
-1.055,6.94,0.808,0.253,2.235,1.0,0.131,-0.438,-1.297,8.578,5.307,-0.574,0.208,0.906,-0.654,0.574,-6.851,-0.688,1.053,-5.888,0.361
-0.497,6.805,1.079,-0.076,1.906,1.0,0.224,-0.468,-1.063,8.152,5.195,-0.567,0.032,0.481,-0.476,0.216,-6.582,0.018,1.242,-5.44,0.147
-0.662,6.547,0.907,-0.135,1.676,1.0,0.428,-0.365,-1.2,8.12,4.583,-0.512,0.058,0.694,-0.369,0.408,-6.379,-0.168,1.144,-5.234,0.106
-0.734,6.697,1.041,0.126,2.085,1.0,0.262,-0.48,-1.049,8.112,5.216,-0.528,0.095,0.624,-0.603,0.415,-6.265,0.012,1.014,-5.591,0.237
-0.501,7.364,0.295,-0.088,2.089,1.0,0.429,-0.417,-0.891,8.938,5.648,-0.491,0.062,0.732,-0.342,0.266,-7.173,-0.221,1.023,-6.116,-0.011
-0.786,7.174,1.202,-0.256,1.777,1.0,0.411,-0.214,-1.16,8.538,5.176,-0.557,0.192,0.693,-0.16,0.698,-6.64,-0.19,1.15,-5.373,0.094
-0.292,6.64,0.733,-0.49,1.565,1.0,0.373,-0.546,-0.642,7.812,4.513,-0.453,0.271,0.479,-0.291,0.378,-6.258,0.067,1.143,-4.89,-0.102
-1.231,6.622,0.517,-0.135,2.079,1.0,0.364,-0.393,-1.252,8.511,4.954,-0.368,0.238,1.006,-0.917,0.809,-6.527,-0.483,1.119,-5.619,0.314
-0.629,6.812,0.559,-0.036,2.154,1.0,0.281,-0.391,-0.962,8.753,5.744,-0.242,0.157,0.881,-0.424,0.256,-6.876,-0.059,1.135,-6.27,0.095
-0.705,6.656,1.257,-0.342,2.381,1.0,0.45,-0.376,-1.316,8.866,5.988,-0.319,0.376,0.683,-0.515,0.522,-6.803,0.047,1.178,-6.234,0.001
-0.837,6.489,0.287,-0.177,1.454,1.0,0.233,-0.319,-1.286,8.45,4.488,-0.362,0.105,0.744,-0.754,0.555,-6.49,-0.214,0.92,-5.304,0.081
-0.479,7.586,0.812,-0.16,2.138,1.0,0.144,-0.604,-1.064,9.113,5.758,-0.585,0.231,0.635,-0.484,0.229,-7.259,-0.02,1.07,-6.499,0.151
-0.828,7.134,0.591,-0.101,2.372,1.0,0.409,-0.284,-1.32,8.78,6.083,-0.583,0.352,0.719,-0.105,0.661,-6.923,-0.293,1.07,-6.088,-0.089
-0.672,6.68,0.456,0.098,2.414,1.0,0.038,-0.516,-1.081,8.321,5.386,-0.45,0.181,0.703,-0.809,0.38,-6.645,-0.36,0.993,-6.158,0.048
-0.306,7.132,0.185,-0.28,2.353,1.0,0.346,-0.664,-0.783,9.376,6.308,-0.364,0.115,0.436,-0.308,0.248,-7.471,-0.202,1.062,-6.864,0.067
-0.653,6.756,0.965,-0.179,2.268,1.0,0.292,-0.423,-1.233,8.554,5.977,-0.422,0.249,1.044,-0.17,0.355,-6.798,-0.061,1.054,-6.248,0.007
-0.595,6.754,0.337,-0.471,1.957,1.0,0.389,-0.428,-1.167,7.619,5.142,-0.716,0.047,0.62,-0.24,0.502,-6.177,-0.076,1.013,-5.176,-0.136
-0.634,6.643,0.203,0.322,2.644,1.0,0.181,-0.293,-1.095,8.519,6.265,-0.381,0.225,0.835,-0.259,0.279,-6.599,-0.701,0.99,-6.342,-0.095
-1.228,6.547,0.461,0.003,2.559,1.0,0.366,-0.447,-1.489,8.236,5.468,-0.334,0.288,0.722,-0.983,0.592,-6.6,-0.28,0.92,-6.4,0.047
-1.055,6.225,0.494,-0.252,2.107,1.0,0.335,-0.669,-1.305,7.943,4.193,-0.568,-0.032,0.304,-1.554,0.477,-6.218,-0.304,0.98,-5.469,0.205
-0.514,6.193,0.699,-0.143,2.265,1.0,0.384,-0.337,-0.901,7.858,5.433,-0.416,0.382,0.881,-0.172,0.378,-6.123,-0.226,1.088,-5.487,0.048
0.302,7.418,0.38,-0.3,1.923,1.0,0.284,-0.675,-0.6,8.541,6.216,-0.798,0.062,0.384,0.351,0.075,-7.03,0.09,1.085,-5.976,-0.102
-0.274,6.693,0.598,0.107,1.99,1.0,0.233,-0.401,-0.825,8.213,5.681,-0.511,0.16,0.76,0.031,-0.017,-6.586,-0.239,0.885,-5.764,-0.213
-0.212,7.187,0.87,-0.46,1.95,1.0,0.506,-0.586,-0.784,8.277,5.615,-0.605,0.147,0.447,-0.195,0.269,-6.787,0.046,0.951,-6.021,-0.188
-0.68,6.828,1.74,0.027,2.328,1.0,0.332,-0.456,-1.078,8.403,5.705,-0.6,0.333,0.92,-0.146,0.478,-6.513,-0.059,1.247,-5.639,0.14
-0.504,6.25,0.924,0.01,2.048,1.0,0.186,-0.355,-0.807,8.01,5.335,-0.523,0.077,0.802,-0.184,0.233,-6.357,-0.191,1.054,-5.476,0.045
-0.679,6.887,0.026,-0.092,2.432,1.0,0.442,-0.554,-1.268,8.483,5.579,-0.574,0.229,0.746,-0.563,0.429,-6.802,-0.562,1.197,-5.94,0.191
-0.849,6.255,0.809,-0.084,2.436,1.0,0.263,-0.412,-1.189,7.579,4.849,-0.611,0.387,0.559,-0.64,0.569,-5.87,-0.342,1.17,-5.082,0.154
-0.653,6.315,0.21,-0.598,1.42,1.0,0.457,-0.637,-1.01,7.9,3.969,-0.139,0.078,0.514,-0.989,0.411,-6.371,0.01,0.94,-5.248,0.038
-0.972,7.233,0.812,0.044,2.147,1.0,0.204,-0.481,-1.242,8.738,5.335,-0.478,0.207,0.836,-0.853,0.524,-7.002,-0.557,0.911,-6.225,0.348
-0.393,7.414,0.242,-0.059,2.193,1.0,0.152,-0.488,-0.858,9.344,5.722,-0.71,0.238,0.758,-0.398,0.501,-7.353,-0.603,1.113,-6.367,0.073
-0.41,7.005,1.077,-0.433,1.545,1.0,0.511,-0.5,-0.744,8.194,4.794,-0.633,-0.025,0.475,-0.374,0.26,-6.543,0.067,1.067,-5.301,-0.279
-0.214,7.413,1.151,-0.312,1.788,1.0,0.352,-0.497,-0.94,8.935,5.355,-0.63,0.174,0.577,-0.21,0.329,-7.093,0.183,1.135,-5.904,-0.206
-1.172,6.199,0.376,-0.026,2.202,1.0,0.287,-0.36,-1.442,8.061,5.066,-0.339,0.348,0.769,-0.646,0.666,-6.304,-0.524,0.998,-5.7,0.16
-0.282,6.828,0.946,0.095,2.354,1.0,0.209,-0.668,-0.793,8.641,5.565,-0.33,0.156,0.748,-0.544,0.193,-6.735,-0.097,0.997,-5.998,0.01
-0.774,7.028,0.141,0.068,2.099,1.0,0.352,-0.142,-1.149,8.613,5.478,-0.523,0.193,0.841,-0.286,0.721,-6.74,-0.708,0.996,-5.846,0.036
-0.656,6.566,0.621,0.06,2.365,1.0,0.313,-0.394,-1.1,7.757,5.314,-0.704,0.427,1.036,-0.093,0.487,-6.02,-0.33,0.982,-5.268,0.315
-0.227,7.08,0.842,-0.541,1.438,1.0,0.198,-0.614,-0.805,8.59,4.734,-0.414,0.133,0.496,-0.605,0.065,-6.984,0.305,1.186,-5.792,0.009
-0.757,6.494,0.658,-0.202,2.296,1.0,0.346,-0.452,-1.006,7.998,5.095,-0.464,0.183,0.624,-0.781,0.517,-6.289,-0.255,1.107,-5.692,0.017
-0.165,6.632,1.116,-0.333,1.737,1.0,0.222,-0.445,-0.703,7.89,5.069,-0.656,0.364,0.702,0.109,0.194,-6.293,0.169,1.068,-5.094,0.041
-0.834,6.744,0.847,-0.362,1.578,1.0,0.436,-0.409,-1.077,7.911,4.312,-0.728,0.043,0.565,-0.73,0.527,-6.268,-0.041,0.996,-5.043,0.204
-0.7,7.256,0.409,0.157,2.161,1.0,0.307,-0.486,-1.132,8.843,5.557,-0.597,0.248,0.846,-0.511,0.298,-7.074,-0.66,1.021,-6.085,0.044
-0.641,5.751,0.483,-0.197,1.967,1.0,0.387,-0.5,-1.137,6.638,4.162,-0.837,0.227,0.549,-0.541,0.338,-5.132,-0.264,0.877,-4.373,0.07
-0.639,7.263,1.004,-0.167,2.38,1.0,0.347,-0.581,-1.026,8.597,5.752,-0.825,-0.011,0.721,-0.344,0.313,-6.792,-0.092,1.03,-6.101,0.129
-0.815,6.865,0.528,-0.178,2.162,1.0,0.534,-0.427,-0.875,8.092,5.299,-0.568,0.436,0.736,-0.523,0.374,-6.315,-0.337,1.054,-5.631,0.192
-1.021,6.293,0.882,-0.488,1.721,1.0,0.501,-0.448,-1.23,7.922,4.048,-0.615,0.144,0.606,-0.926,0.598,-6.157,-0.076,1.206,-4.798,0.049
-0.651,6.751,0.902,-0.066,1.868,1.0,0.152,-0.336,-0.961,8.076,5.364,-0.775,0.167,0.764,0.014,0.649,-6.368,-0.432,0.966,-5.235,-0.008
-0.717,5.966,0.404,-0.075,2.227,1.0,0.357,-0.372,-1.037,7.44,5.479,-0.362,0.142,0.908,-0.169,0.464,-5.946,-0.391,1.0,-5.467,-0.16
-0.577,7.271,0.918,-0.083,1.854,1.0,0.173,-0.493,-0.692,9.051,5.368,-0.618,-0.059,0.496,-0.691,0.354,-7.22,-0.208,1.055,-5.959,0.131
-1.418,6.592,0.566,-0.167,2.095,1.0,0.439,-0.29,-1.58,8.119,4.668,-0.613,0.122,0.795,-0.819,0.516,-6.403,-0.458,1.274,-5.306,-0.008
-0.304,6.866,0.331,-0.413,1.921,1.0,0.096,-0.766,-0.865,8.078,4.916,-0.615,0.045,0.468,-0.631,0.09,-6.564,-0.062,1.241,-5.288,0.338
-0.277,7.087,0.642,0.188,2.227,1.0,0.323,-0.265,-0.559,8.621,6.121,-0.526,0.453,0.958,0.325,0.433,-6.684,-0.238,1.07,-5.984,-0.027
-0.615,7.004,0.947,-0.01,2.533,1.0,0.461,-0.526,-0.755,8.622,6.148,-0.23,0.331,0.883,-0.376,0.454,-6.922,0.004,1.037,-6.408,0.074
-0.267,7.1,0.12,-0.181,2.036,1.0,0.529,-0.455,-0.62,8.295,5.509,-0.554,0.258,0.676,-0.096,0.157,-6.622,-0.179,0.899,-5.918,-0.411
-0.606,6.227,1.172,-0.21,2.29,1.0,0.428,-0.467,-1.046,7.609,5.216,-0.454,0.305,0.789,-0.421,0.457,-5.913,-0.024,1.042,-5.323,0.006
0.201,7.251,1.155,-0.106,1.802,1.0,0.254,-0.354,-0.608,8.484,6.218,-0.545,0.183,0.669,0.371,-0.058,-7.02,0.287,0.839,-6.061,-0.252
-0.956,6.994,0.876,0.186,2.797,1.0,0.201,-0.449,-1.162,8.309,6.121,-0.449,0.383,0.658,-0.831,0.338,-6.676,-0.437,1.233,-6.267,0.245
-0.699,6.106,0.024,-0.89,1.012,1.0,0.594,-0.365,-1.04,7.836,3.215,-0.45,0.042,0.461,-0.673,0.529,-5.965,-0.166,1.132,-4.401,-0.217
-0.494,7.148,0.588,0.049,2.315,1.0,0.4,-0.404,-0.877,8.339,5.731,-0.703,0.332,0.941,-0.166,0.152,-6.795,-0.375,0.959,-6.001,-0.04
-0.984,6.815,0.641,-0.096,2.771,1.0,0.592,-0.481,-1.311,8.164,5.838,-0.485,0.452,0.774,-0.772,0.478,-6.486,-0.483,0.973,-6.205,0.028
-0.573,5.946,0.35,-0.37,1.678,1.0,0.256,-0.605,-0.785,7.354,4.408,-0.446,0.241,0.437,-0.68,0.323,-5.693,0.038,0.963,-4.897,-0.04
-0.953,7.09,1.104,-0.112,2.378,1.0,0.359,-0.539,-1.364,8.403,5.118,-0.601,0.293,0.646,-0.975,0.328,-6.599,-0.133,1.075,-6.003,0.09
-0.7,7.567,0.947,0.413,2.477,1.0,0.387,-0.11,-0.972,9.187,6.619,-0.631,0.127,0.731,0.02,0.493,-7.266,-0.45,1.191,-6.46,0.001
-0.625,6.516,1.021,-0.066,1.924,1.0,0.294,-0.445,-0.953,8.13,5.248,-0.545,-0.112,0.996,-0.214,0.381,-6.556,-0.281,1.133,-5.355,0.163
-0.362,6.339,1.227,-0.453,1.311,1.0,0.473,-0.286,-0.829,7.768,4.327,-0.498,0.088,0.527,-0.32,0.278,-6.224,0.465,1.04,-4.983,-0.232
-0.601,6.524,1.14,-0.041,2.298,1.0,0.328,-0.479,-1.184,7.88,5.594,-0.675,0.3,0.713,-0.263,0.331,-6.133,-0.165,1.303,-5.298,0.063
-0.508,6.906,0.451,-0.357,1.929,1.0,0.405,-0.31,-0.965,8.755,5.513,-0.433,0.177,0.698,-0.204,0.377,-6.929,-0.053,1.15,-5.871,0.251
-1.068,7.029,0.193,0.117,2.566,1.0,0.301,-0.34,-1.379,8.337,5.738,-0.645,0.321,0.818,-0.683,0.494,-6.638,-0.797,0.958,-6.193,0.052
