x0,y,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.546,1.0,-2.997,-3.35,-2.678,-3.504,-2.144,0.68,0.182,-0.234,0.11,-1.11,0.228,3.038,1.731,0.166,-3.115,-2.174,0.091,0.606,1.369
0.534,1.0,-2.137,-2.885,-1.919,-3.217,-2.033,0.793,0.082,-0.149,0.022,-1.154,0.005,2.566,1.613,0.289,-3.076,-1.618,0.264,0.452,0.757
1.04,1.0,-2.843,-3.291,-2.532,-3.839,-2.2,0.766,0.276,-0.138,0.119,-1.057,0.078,2.575,2.284,0.317,-3.464,-1.45,0.316,0.21,0.503
0.646,1.0,-1.649,-2.916,-1.442,-2.982,-1.822,0.752,0.068,-0.038,0.164,-0.79,0.234,2.4,1.462,-0.037,-2.832,-0.685,0.429,0.287,0.057
0.919,1.0,-2.571,-3.199,-2.503,-3.738,-2.393,0.945,0.38,-0.205,0.052,-0.604,0.182,2.556,2.077,0.206,-3.411,-1.199,0.343,0.231,0.354
0.623,1.0,-2.763,-2.876,-2.607,-3.398,-2.151,0.728,0.254,-0.306,0.204,-1.127,0.133,2.74,1.691,0.484,-2.878,-2.092,0.421,0.546,1.017
0.855,1.0,-2.488,-3.327,-2.4,-3.854,-2.5,1.02,0.316,-0.259,0.274,-0.808,0.064,2.519,2.379,0.214,-3.412,-1.115,0.386,0.17,0.026
0.864,1.0,-2.607,-3.327,-2.525,-3.886,-2.514,0.917,0.3,-0.1,0.292,-0.844,0.009,2.682,2.018,0.133,-3.522,-1.358,0.311,0.339,0.517
0.879,1.0,-2.558,-3.312,-2.562,-3.733,-2.362,0.955,0.254,-0.131,-0.083,-0.934,0.115,2.533,2.078,0.067,-3.311,-1.348,0.095,0.257,0.386
0.813,1.0,-2.324,-3.283,-2.116,-3.62,-2.454,1.02,0.283,0.084,0.04,-0.985,0.078,2.648,2.032,-0.03,-3.013,-1.154,0.505,0.011,0.391
0.714,1.0,-2.742,-3.325,-2.32,-3.593,-2.325,0.794,0.16,-0.252,0.036,-1.009,0.051,2.599,2.074,0.177,-3.386,-1.889,0.017,0.447,0.96
0.805,1.0,-2.744,-3.232,-2.616,-3.712,-2.133,0.806,0.229,-0.447,-0.14,-1.185,0.157,2.56,2.137,0.389,-3.254,-1.985,0.218,0.482,0.76
0.767,1.0,-2.108,-2.515,-2.068,-2.771,-2.318,1.145,0.069,0.174,0.205,-1.188,-0.188,2.153,1.386,0.363,-2.744,-1.406,0.683,0.054,0.19
0.968,1.0,-2.68,-3.137,-2.67,-3.375,-2.315,0.938,0.18,-0.211,0.13,-1.192,0.075,2.264,2.004,0.093,-2.888,-1.91,0.326,0.433,1.032
0.661,1.0,-2.573,-2.973,-2.276,-3.417,-2.526,0.99,0.117,-0.08,0.25,-1.016,0.133,2.413,1.835,0.346,-3.021,-1.82,0.531,0.481,0.825
0.858,1.0,-2.677,-3.0,-2.326,-3.353,-2.289,0.878,0.688,-0.256,-0.044,-0.972,0.024,2.193,2.037,0.19,-3.081,-1.597,0.398,0.355,0.604
0.777,1.0,-2.249,-3.429,-2.093,-3.55,-2.279,0.694,0.378,-0.194,0.438,-0.844,0.314,2.748,1.917,-0.011,-3.214,-1.311,0.396,0.36,0.5
0.638,1.0,-2.441,-3.22,-1.855,-3.635,-2.433,0.954,0.391,-0.207,0.206,-1.106,-0.041,2.838,1.781,0.202,-3.253,-1.487,0.654,0.261,0.671
0.577,1.0,-1.816,-2.144,-1.679,-1.975,-1.638,0.57,0.202,-0.086,0.011,-1.27,0.112,1.727,1.08,0.178,-1.939,-1.686,0.352,0.431,0.783
0.747,1.0,-2.823,-3.269,-2.559,-3.878,-2.667,1.105,0.298,0.008,0.067,-1.227,-0.167,2.798,2.162,0.352,-3.712,-1.792,0.323,0.383,0.744
0.813,1.0,-1.555,-2.487,-1.467,-2.628,-1.897,0.829,0.42,-0.044,0.029,-1.133,-0.009,2.001,1.622,0.133,-2.557,-0.942,0.555,0.214,0.209
0.863,1.0,-2.953,-3.222,-2.604,-3.921,-2.253,0.778,0.312,-0.164,-0.041,-0.837,-0.023,2.752,2.272,0.186,-3.741,-1.516,0.093,0.294,0.707
0.825,1.0,-2.943,-3.499,-2.776,-4.01,-2.234,0.532,0.444,-0.378,0.239,-0.715,0.438,2.754,2.28,0.004,-3.653,-1.811,0.107,0.509,1.004
0.652,1.0,-2.5,-3.329,-2.161,-3.45,-2.059,0.649,0.343,-0.186,0.098,-0.728,0.29,2.662,1.912,0.084,-2.96,-1.468,0.323,0.418,0.654
0.74,1.0,-2.655,-3.303,-2.411,-3.919,-2.546,0.991,0.254,-0.022,0.186,-0.756,-0.114,2.945,2.117,0.269,-3.611,-1.461,0.383,0.272,0.524
0.836,1.0,-2.049,-2.464,-2.15,-2.832,-2.143,0.775,0.24,-0.011,-0.077,-1.1,0.056,2.311,1.422,0.366,-2.563,-1.62,0.369,0.273,0.448
0.853,1.0,-2.873,-3.4,-2.575,-3.749,-2.159,0.642,0.337,-0.296,-0.087,-1.052,0.315,2.653,2.082,0.227,-3.342,-1.925,-0.01,0.581,0.807
0.828,1.0,-2.357,-3.422,-2.093,-3.732,-2.607,1.008,0.262,-0.284,0.16,-0.788,0.115,2.56,2.048,0.026,-3.421,-1.08,0.601,0.38,0.235
0.692,1.0,-2.784,-2.807,-2.368,-3.323,-2.285,0.849,0.141,-0.419,0.106,-1.092,0.082,2.579,1.709,0.446,-3.088,-1.857,0.314,0.486,0.702
0.565,1.0,-2.171,-3.284,-1.859,-3.436,-2.405,1.052,0.267,0.192,0.048,-0.808,0.071,2.917,1.639,0.139,-2.939,-0.959,0.568,0.084,0.157
0.499,1.0,-2.86,-3.281,-2.326,-3.592,-2.311,0.825,0.22,-0.417,0.281,-1.128,0.049,2.485,1.98,0.204,-3.116,-1.983,0.525,0.387,0.845
0.587,1.0,-2.19,-3.552,-2.089,-3.621,-2.454,0.798,0.275,-0.235,0.21,-0.799,0.075,2.667,2.122,0.074,-3.404,-1.349,0.434,0.36,0.372
0.533,1.0,-2.211,-3.178,-1.958,-3.306,-2.14,0.906,0.373,-0.304,0.412,-0.463,-0.006,2.521,1.885,0.12,-3.248,-1.109,0.492,0.45,0.28
0.449,1.0,-2.06,-2.299,-1.689,-2.71,-2.228,0.782,-0.032,-0.136,0.023,-0.99,0.127,2.364,1.306,0.286,-2.603,-1.811,0.345,0.493,0.817
0.862,1.0,-2.846,-3.429,-2.604,-3.722,-2.628,1.035,0.189,-0.119,-0.015,-1.078,0.2,2.605,2.135,0.124,-3.332,-1.677,0.177,0.348,0.8
0.533,1.0,-2.364,-2.87,-1.942,-3.151,-2.006,0.742,0.243,-0.181,0.053,-1.149,0.114,2.687,1.6,0.389,-2.88,-1.72,0.327,0.43,0.7
0.58,1.0,-2.891,-3.156,-2.618,-3.464,-1.998,0.727,0.256,-0.332,0.099,-1.152,0.149,2.66,1.882,0.283,-2.684,-2.029,0.203,0.567,0.796
0.634,1.0,-3.07,-3.401,-2.539,-3.478,-2.387,0.917,0.151,-0.142,0.056,-1.123,0.245,2.691,1.812,-0.048,-2.773,-2.045,0.209,0.513,1.438
0.701,1.0,-1.699,-2.561,-1.568,-2.77,-2.174,0.947,0.285,0.048,0.185,-0.688,0.169,2.096,1.653,0.064,-2.531,-0.824,0.685,0.054,-0.02
0.621,1.0,-2.33,-2.664,-1.762,-2.897,-2.198,0.792,0.332,-0.137,0.229,-1.169,-0.018,2.226,1.477,0.247,-2.71,-1.787,0.478,0.519,0.695
0.899,1.0,-2.26,-3.178,-1.981,-3.231,-1.889,0.586,0.354,-0.17,0.208,-1.121,0.377,2.291,1.792,-0.05,-2.776,-1.648,0.524,0.506,0.812
0.636,1.0,-1.976,-2.881,-1.792,-3.073,-1.854,0.512,0.241,-0.275,0.036,-0.894,0.465,2.461,1.588,-0.081,-2.732,-1.369,0.166,0.605,0.682
0.905,1.0,-2.126,-2.976,-2.085,-3.431,-2.186,0.772,0.342,0.189,0.106,-0.947,0.082,2.393,1.872,0.132,-2.998,-1.055,0.356,-0.058,-0.087
0.858,1.0,-2.995,-3.216,-2.63,-3.478,-2.065,0.769,0.264,-0.222,-0.046,-1.326,0.216,2.562,1.975,-0.13,-2.939,-2.174,0.018,0.345,1.316
0.417,1.0,-2.535,-3.19,-2.087,-3.235,-2.126,0.639,0.291,-0.429,0.164,-1.094,0.555,2.377,1.744,0.131,-2.63,-2.028,0.475,0.625,1.167
0.808,1.0,-2.407,-2.768,-2.14,-3.181,-2.24,1.012,0.118,-0.348,0.21,-1.222,-0.002,2.468,1.924,0.247,-2.88,-1.911,0.493,0.57,0.799
0.624,1.0,-2.506,-2.936,-2.359,-3.28,-2.368,0.86,0.173,-0.401,-0.075,-1.123,0.092,2.54,1.749,0.267,-2.941,-1.724,0.295,0.452,0.81
0.315,1.0,-1.841,-2.234,-1.413,-2.273,-1.964,0.695,0.136,-0.199,0.127,-1.104,0.312,1.888,1.246,0.201,-2.138,-1.652,0.658,0.487,0.745
0.716,1.0,-2.618,-3.339,-2.246,-3.685,-2.281,0.983,0.43,-0.172,0.355,-0.799,-0.019,2.734,2.11,0.159,-3.617,-1.353,0.627,0.455,0.455
0.781,1.0,-2.211,-2.927,-2.358,-3.112,-1.908,0.499,0.346,-0.201,0.028,-1.119,0.4,2.394,1.713,0.128,-2.625,-1.607,0.052,0.395,0.679
0.651,1.0,-2.042,-2.988,-1.82,-3.221,-1.541,0.331,0.379,-0.31,0.045,-0.636,0.267,2.579,1.534,0.172,-2.808,-1.217,0.12,0.11,0.409
0.796,1.0,-2.433,-2.962,-2.108,-3.65,-2.443,0.923,0.378,-0.304,0.2,-1.179,0.123,2.89,1.874,0.233,-3.103,-1.672,0.58,0.45,0.649
0.882,1.0,-2.659,-3.106,-2.3,-3.746,-2.367,0.809,0.264,-0.174,0.225,-0.621,0.151,2.586,2.147,0.156,-3.373,-1.484,0.126,0.353,0.757
0.896,1.0,-2.835,-2.972,-2.59,-3.687,-2.466,0.981,0.098,-0.062,0.178,-1.115,-0.146,2.603,2.161,0.556,-3.202,-1.867,0.335,0.305,0.514
0.607,1.0,-1.687,-2.904,-1.527,-2.991,-2.206,0.963,0.259,-0.16,0.256,-0.685,-0.036,2.34,1.588,-0.139,-2.924,-0.799,0.647,0.223,0.25
0.904,1.0,-2.078,-3.083,-2.063,-3.821,-1.965,0.441,0.373,0.234,0.145,-0.368,0.24,2.792,2.048,0.179,-3.514,-0.495,0.107,0.049,-0.221
0.901,1.0,-2.372,-2.924,-2.284,-3.551,-2.311,0.734,0.323,-0.133,0.195,-0.723,0.17,2.502,1.978,0.196,-3.268,-1.267,0.152,0.28,0.311
0.689,1.0,-2.405,-2.685,-2.139,-3.084,-1.783,0.466,0.012,-0.142,0.092,-1.001,0.199,2.325,1.808,0.169,-2.782,-1.65,0.214,0.556,0.798
0.68,1.0,-1.563,-3.037,-1.401,-3.17,-2.362,0.901,0.173,-0.022,0.1,-0.92,0.133,2.359,1.85,-0.003,-2.816,-0.721,0.618,-0.023,0.153
0.588,1.0,-2.034,-2.963,-1.974,-3.032,-1.606,0.61,0.362,-0.232,0.141,-0.868,0.323,2.299,1.727,0.135,-2.638,-1.29,0.322,0.35,0.651
0.678,1.0,-2.119,-2.951,-1.849,-3.254,-2.248,0.888,0.098,-0.164,-0.055,-0.996,0.16,2.575,1.644,0.292,-3.093,-1.498,0.42,0.42,0.597
0.801,1.0,-1.968,-2.433,-1.955,-2.727,-1.902,0.665,0.219,-0.086,0.018,-0.722,0.133,2.215,1.498,0.306,-2.575,-1.365,0.313,0.347,0.388
0.953,1.0,-2.642,-3.473,-2.379,-3.624,-2.326,0.624,0.321,-0.312,0.072,-0.972,0.15,2.45,2.091,0.045,-3.239,-1.456,0.226,0.405,0.71
0.924,1.0,-2.477,-3.503,-2.56,-3.721,-1.854,0.599,0.478,0.035,0.076,-0.778,0.257,2.535,1.921,0.044,-3.205,-1.216,0.257,0.206,0.277
0.947,1.0,-2.163,-2.763,-2.359,-3.312,-2.144,0.74,0.254,-0.184,-0.006,-0.942,0.276,2.156,1.975,0.254,-3.086,-1.468,0.239,0.399,0.472
0.991,1.0,-2.406,-3.279,-2.329,-3.499,-2.449,0.976,0.263,-0.15,0.263,-1.023,0.135,2.307,2.229,0.019,-3.121,-1.49,0.55,0.336,0.662
0.723,1.0,-2.495,-3.16,-2.019,-3.641,-1.944,0.613,0.296,-0.037,0.195,-0.825,0.342,2.637,2.028,0.222,-3.005,-1.452,0.327,0.386,0.67
0.608,1.0,-2.794,-3.499,-2.699,-3.62,-2.582,0.993,0.268,-0.467,0.268,-0.942,0.053,2.652,1.938,0.223,-3.365,-1.949,0.442,0.54,1.118
1.029,1.0,-2.347,-3.107,-2.32,-3.618,-2.342,0.889,0.369,0.08,0.086,-0.997,-0.03,2.44,2.157,0.179,-3.358,-1.16,0.197,0.013,0.167
1.031,1.0,-2.237,-3.248,-2.323,-3.753,-2.37,0.943,0.396,0.122,0.23,-0.639,-0.178,2.407,2.025,0.353,-3.509,-1.23,0.384,0.158,0.209
0.743,1.0,-2.698,-3.361,-2.341,-3.837,-2.038,0.798,0.438,-0.383,0.14,-1.044,0.156,2.929,2.068,0.163,-3.38,-1.625,0.245,0.304,0.562
0.81,1.0,-2.521,-3.408,-2.483,-3.633,-2.216,0.696,0.401,-0.238,0.147,-0.798,0.331,2.531,1.898,0.09,-3.011,-1.453,0.329,0.423,0.519
0.789,1.0,-2.737,-3.358,-2.636,-3.838,-2.042,0.735,0.509,-0.143,0.273,-0.639,0.164,2.671,2.123,0.107,-3.227,-1.332,0.479,0.146,0.361
0.733,1.0,-3.151,-3.241,-2.841,-3.627,-1.953,0.572,0.223,-0.17,0.047,-1.231,0.301,2.625,2.049,0.218,-2.942,-2.159,0.153,0.499,1.036
0.5,1.0,-1.921,-2.565,-1.473,-2.696,-2.322,0.989,0.262,0.086,0.425,-0.947,0.137,2.536,1.522,0.133,-2.387,-1.426,0.719,0.156,0.428
0.774,1.0,-2.401,-3.048,-2.266,-3.516,-1.98,0.536,0.504,-0.026,-0.032,-0.799,0.245,2.379,2.214,0.225,-3.017,-1.434,-0.011,0.364,0.464
0.711,1.0,-2.783,-3.167,-2.35,-3.386,-2.331,0.873,0.264,-0.223,0.127,-1.269,0.296,2.756,1.699,0.235,-3.069,-1.902,0.466,0.513,0.885
1.06,1.0,-2.657,-3.13,-2.58,-3.716,-2.004,0.815,0.344,-0.236,0.082,-0.852,0.152,2.236,2.22,0.054,-3.577,-1.532,0.29,0.556,0.772
0.597,1.0,-2.451,-3.021,-1.907,-3.257,-2.347,0.83,0.294,-0.513,0.002,-1.415,0.067,2.699,1.702,0.238,-3.2,-2.004,0.364,0.698,0.846
0.71,1.0,-2.67,-2.784,-2.334,-3.089,-2.288,0.907,0.228,-0.218,0.198,-1.082,0.211,2.402,1.683,0.229,-2.725,-1.951,0.431,0.455,0.847
0.495,1.0,-2.168,-2.932,-1.751,-3.347,-2.161,0.697,0.164,-0.159,0.398,-1.082,0.358,2.725,1.677,0.281,-2.866,-1.615,0.598,0.362,0.837
0.857,1.0,-1.979,-2.857,-1.922,-3.178,-2.424,1.005,0.559,-0.18,0.472,-0.822,-0.039,2.281,1.806,0.077,-3.138,-0.986,0.634,0.248,0.309
0.975,1.0,-2.974,-3.327,-2.614,-3.608,-2.238,0.85,0.169,-0.196,0.033,-1.279,0.082,2.513,2.094,0.33,-3.101,-1.966,0.24,0.472,0.976
0.703,1.0,-2.354,-3.184,-2.277,-3.424,-1.95,0.64,0.263,0.121,-0.014,-0.818,0.286,2.649,2.022,0.099,-2.868,-1.481,0.26,0.155,0.461
0.864,1.0,-2.685,-3.227,-2.415,-3.634,-2.489,0.972,0.467,-0.064,0.002,-1.001,0.071,2.624,2.08,0.048,-3.194,-1.5,0.359,0.158,0.532
0.971,1.0,-3.008,-3.244,-2.728,-3.793,-2.32,0.808,0.282,-0.212,0.15,-0.951,0.125,2.672,2.162,0.241,-3.226,-1.931,0.267,0.518,0.907
0.735,1.0,-2.898,-3.522,-2.606,-3.835,-2.228,0.731,0.21,-0.119,-0.053,-0.829,0.32,2.714,2.138,0.154,-3.326,-1.712,0.218,0.396,0.646
0.736,1.0,-2.416,-3.339,-2.258,-3.691,-2.209,0.632,0.38,0.148,0.198,-0.459,0.103,2.715,2.031,0.19,-3.62,-1.119,0.212,0.261,0.238
0.621,1.0,-2.59,-3.119,-2.245,-3.665,-2.321,0.709,0.268,-0.209,0.151,-0.694,0.078,2.625,2.04,0.178,-3.314,-1.355,0.252,0.418,0.462
0.7,1.0,-2.797,-3.046,-2.554,-3.523,-2.206,0.759,0.13,-0.325,0.114,-0.958,0.188,2.737,2.094,0.263,-3.017,-2.073,0.086,0.454,1.263
0.6,1.0,-2.415,-3.206,-2.134,-3.881,-2.38,0.826,0.384,-0.12,0.197,-0.637,0.266,2.941,2.127,0.235,-3.335,-1.036,0.43,0.22,0.167
0.873,1.0,-2.611,-3.302,-2.535,-3.658,-2.134,0.63,0.335,-0.062,0.095,-0.751,0.307,2.592,2.169,0.147,-3.306,-1.603,0.005,0.499,0.745
0.89,1.0,-2.633,-3.031,-2.175,-3.498,-2.226,0.71,0.168,-0.221,0.158,-1.348,0.296,2.454,2.044,0.149,-3.166,-1.548,0.318,0.337,0.444
0.693,1.0,-1.777,-2.573,-1.685,-2.498,-1.802,0.547,0.392,-0.285,0.119,-1.069,0.369,1.817,1.422,-0.182,-2.011,-1.384,0.497,0.35,0.595
0.693,1.0,-2.36,-2.298,-2.256,-2.589,-1.92,0.636,0.262,-0.122,0.177,-1.342,-0.001,2.142,1.439,0.336,-2.307,-1.979,0.446,0.285,0.588
0.802,1.0,-2.437,-3.177,-2.114,-3.592,-2.016,0.844,0.386,-0.064,0.307,-1.114,-0.032,2.699,2.233,0.102,-3.478,-1.24,0.626,0.217,0.206
0.831,1.0,-2.876,-2.982,-2.624,-3.665,-2.424,0.99,0.465,-0.294,0.348,-0.912,0.092,2.708,2.103,0.412,-3.375,-1.896,0.364,0.615,0.694
0.505,1.0,-2.521,-3.193,-2.261,-3.246,-2.284,0.776,0.219,-0.471,0.308,-1.146,0.294,2.499,1.855,0.228,-2.92,-1.997,0.282,0.669,1.044
0.758,1.0,-2.647,-3.236,-2.391,-3.556,-1.993,0.755,0.464,-0.224,0.142,-1.183,0.165,2.429,1.965,0.171,-3.057,-1.762,0.341,0.268,0.842
0.694,1.0,-2.055,-3.0,-1.951,-3.156,-2.202,0.882,0.352,-0.339,0.269,-1.051,0.016,2.682,1.669,0.142,-2.837,-1.579,0.409,0.495,0.545
0.523,1.0,-2.75,-3.296,-2.574,-3.767,-2.042,0.477,0.339,-0.579,0.256,-0.942,0.509,2.978,2.065,0.141,-3.465,-2.002,0.09,0.742,1.151
0.526,1.0,-2.011,-2.817,-1.694,-3.001,-2.311,0.863,0.245,-0.048,0.42,-0.978,0.159,2.262,1.551,0.182,-2.584,-1.431,0.778,0.313,0.731
0.681,1.0,-2.803,-3.221,-2.528,-3.556,-2.394,0.952,0.468,-0.382,0.233,-0.778,0.194,2.713,1.775,0.248,-3.155,-1.85,0.418,0.642,1.121
0.96,1.0,-2.844,-3.145,-2.696,-3.678,-2.155,0.737,0.225,-0.356,-0.043,-1.196,0.173,2.508,2.263,0.357,-3.2,-1.983,-0.028,0.449,0.763
0.815,1.0,-2.853,-3.22,-2.796,-3.793,-2.011,0.499,0.156,-0.077,0.079,-0.954,0.33,2.648,2.042,0.335,-3.287,-1.833,0.096,0.502,0.673
0.942,1.0,-2.783,-3.125,-2.561,-3.71,-2.183,0.855,0.349,-0.299,-0.007,-1.123,0.268,2.519,2.035,0.256,-3.219,-2.05,0.023,0.613,0.92
0.738,1.0,-2.57,-3.18,-2.338,-3.626,-1.936,0.58,0.359,-0.113,0.146,-1.094,0.195,2.649,1.977,0.236,-3.301,-1.616,0.049,0.425,0.857
0.662,1.0,-2.143,-2.47,-1.865,-2.869,-2.122,0.888,0.251,-0.017,0.204,-0.858,0.051,2.319,1.671,0.232,-2.528,-1.364,0.516,0.244,0.411
0.868,1.0,-1.93,-2.664,-1.992,-3.196,-2.036,0.772,0.45,-0.097,0.038,-0.845,-0.009,2.229,1.879,0.316,-2.904,-1.248,0.488,0.251,0.243
0.937,1.0,-2.893,-3.316,-2.666,-3.816,-2.358,0.739,0.338,-0.039,0.178,-1.043,0.102,2.715,2.2,0.151,-3.439,-1.42,0.159,0.251,0.419
0.717,1.0,-1.439,-2.573,-1.389,-2.572,-2.069,0.755,0.301,-0.156,0.074,-1.064,0.149,2.281,1.221,-0.017,-2.373,-0.873,0.741,0.046,0.128
0.839,1.0,-2.661,-3.801,-2.394,-3.791,-2.289,0.645,0.361,-0.256,-0.25,-0.806,0.298,2.838,2.107,-0.105,-3.451,-1.255,-0.027,0.424,0.65
0.846,1.0,-2.224,-3.012,-2.093,-3.435,-2.137,0.755,0.42,0.002,0.058,-0.86,0.074,2.592,1.71,0.084,-2.913,-0.988,0.487,0.087,-0.028
0.968,1.0,-2.718,-3.41,-2.532,-3.714,-2.023,0.708,0.392,-0.264,-0.072,-1.079,0.347,2.702,2.043,0.235,-2.981,-1.467,0.225,0.324,0.159
0.638,1.0,-2.422,-3.223,-2.159,-3.633,-2.238,0.758,0.301,0.042,0.298,-0.766,0.209,2.815,1.817,0.085,-3.307,-1.269,0.359,0.224,0.382
0.728,1.0,-2.014,-2.805,-1.838,-3.054,-2.403,0.98,0.401,0.28,0.179,-0.87,0.004,2.385,1.556,0.139,-2.733,-1.057,0.604,0.005,0.111
0.732,1.0,-2.737,-2.905,-2.686,-3.392,-2.344,0.997,0.076,0.109,-0.132,-1.202,-0.08,2.448,1.957,0.35,-2.979,-2.04,0.211,0.311,1.085
0.656,1.0,-2.748,-3.266,-2.505,-3.804,-2.229,0.934,0.277,-0.375,0.224,-0.899,0.197,2.816,2.185,0.113,-3.445,-1.928,0.142,0.661,1.144
0.716,1.0,-1.836,-2.741,-1.692,-3.144,-2.074,0.926,0.385,-0.4,0.353,-0.725,-0.021,2.343,1.765,0.068,-3.079,-1.103,0.633,0.468,0.305
0.816,1.0,-2.57,-3.438,-2.564,-3.814,-2.316,0.911,0.381,-0.142,0.327,-0.654,0.164,2.542,2.108,0.12,-3.251,-1.409,0.555,0.343,0.573
0.724,1.0,-2.294,-2.955,-2.114,-3.437,-2.267,0.905,0.239,0.157,-0.112,-0.994,-0.002,2.662,2.025,0.006,-3.068,-1.288,0.367,0.164,0.141
0.863,1.0,-2.285,-3.278,-2.135,-3.686,-2.05,0.499,0.318,-0.104,0.03,-0.943,0.288,2.481,2.019,0.148,-3.167,-1.211,0.257,0.421,0.445
0.801,1.0,-1.717,-3.052,-1.649,-3.349,-2.143,1.004,0.347,0.297,0.032,-0.523,-0.079,2.364,1.673,0.076,-3.117,-0.433,0.408,-0.118,-0.175
1.13,1.0,-2.273,-3.186,-2.296,-3.736,-2.515,0.904,0.408,-0.334,0.203,-0.86,0.332,2.241,2.187,0.052,-3.18,-1.343,0.548,0.391,0.598
0.908,1.0,-2.397,-3.467,-2.387,-3.89,-2.395,0.864,0.554,-0.223,0.28,-0.978,0.206,2.706,2.21,0.009,-3.568,-1.222,0.161,0.447,0.516
0.553,1.0,-2.475,-2.694,-2.103,-2.855,-1.896,0.743,0.188,-0.289,-0.015,-1.347,0.213,2.227,1.633,0.201,-2.364,-2.116,0.316,0.517,1.089
0.761,1.0,-1.442,-2.498,-1.473,-2.592,-1.817,0.506,0.282,-0.285,0.16,-1.176,0.097,2.166,1.496,0.008,-2.41,-1.128,0.562,0.317,0.266
0.833,1.0,-2.559,-3.499,-2.329,-3.994,-2.281,0.68,0.612,-0.109,0.033,-0.64,0.092,2.805,2.268,0.056,-3.583,-1.061,0.201,0.147,0.234
0.696,1.0,-2.51,-3.1,-2.278,-3.538,-2.266,0.815,0.336,-0.132,-0.156,-0.991,0.221,2.563,1.955,0.22,-3.38,-1.536,0.288,0.238,0.446
0.894,1.0,-2.372,-3.224,-2.221,-3.775,-2.279,0.842,0.268,-0.102,0.345,-0.779,0.113,2.626,2.085,0.126,-3.408,-1.204,0.345,0.248,0.387
0.881,1.0,-2.795,-3.238,-2.542,-3.767,-2.365,0.844,0.27,-0.163,-0.075,-0.969,-0.043,2.864,1.983,0.309,-3.495,-1.648,0.354,0.336,0.594
0.7,1.0,-2.478,-3.164,-2.166,-3.299,-2.339,0.96,0.175,-0.235,0.038,-1.08,0.178,2.438,2.031,0.002,-2.913,-1.48,0.306,0.33,0.619
0.923,1.0,-2.635,-3.099,-2.27,-3.729,-2.213,0.739,0.356,-0.406,0.11,-0.879,0.282,2.716,1.946,0.184,-3.365,-1.49,0.239,0.459,0.5
0.871,1.0,-2.651,-3.572,-2.321,-3.948,-2.244,0.82,0.373,-0.164,-0.014,-0.675,0.231,2.663,2.267,-0.059,-3.571,-1.201,0.194,0.491,0.51
0.794,1.0,-2.399,-3.518,-2.018,-3.829,-2.302,0.811,0.303,0.212,0.116,-0.723,0.229,2.931,2.052,0.078,-3.199,-0.86,0.373,-0.038,0.055
0.696,1.0,-2.568,-2.94,-2.418,-3.189,-2.369,0.887,0.123,-0.438,0.238,-1.039,-0.018,2.485,1.532,0.302,-2.913,-1.969,0.513,0.463,0.786
0.829,1.0,-2.519,-3.136,-2.222,-3.657,-2.161,0.68,0.192,0.032,0.159,-1.153,0.102,2.825,1.882,0.188,-3.125,-1.608,0.286,0.462,0.546
0.859,1.0,-2.873,-2.917,-2.683,-3.553,-2.68,1.101,0.325,-0.165,0.287,-1.035,0.102,2.468,1.937,0.25,-3.109,-1.786,0.43,0.532,0.76
0.718,1.0,-2.797,-3.207,-2.483,-3.664,-2.13,0.77,0.123,-0.117,-0.043,-0.988,0.025,2.693,2.069,0.364,-3.006,-1.947,0.099,0.38,0.895
0.735,1.0,-2.651,-3.11,-2.475,-3.353,-2.13,0.688,0.399,-0.037,0.1,-1.011,0.206,2.612,1.96,0.301,-2.906,-1.9,0.332,0.39,0.865
0.855,1.0,-2.738,-3.089,-2.423,-3.44,-2.278,0.863,0.408,-0.417,-0.156,-1.286,0.029,2.516,2.019,0.15,-3.021,-1.918,0.337,0.407,0.933
0.898,1.0,-1.954,-2.526,-1.972,-2.893,-2.226,1.126,0.364,-0.134,0.213,-1.232,0.103,2.198,1.566,0.122,-2.484,-1.531,0.416,0.398,0.715
0.633,1.0,-2.609,-3.285,-2.004,-3.535,-1.986,0.499,0.18,-0.275,0.087,-1.14,0.322,2.787,1.881,0.015,-2.974,-1.816,0.223,0.475,1.203
0.994,1.0,-2.649,-3.12,-2.506,-3.686,-2.347,0.702,0.161,-0.146,0.169,-1.099,0.205,2.48,2.045,0.183,-3.004,-1.659,0.228,0.255,0.748
0.564,1.0,-1.91,-2.773,-1.649,-2.959,-1.962,0.785,0.507,-0.191,-0.003,-0.888,0.04,2.503,1.424,0.201,-2.826,-1.236,0.613,0.252,0.103
0.623,1.0,-2.556,-3.175,-2.255,-3.432,-2.414,0.944,0.358,0.1,0.19,-1.126,0.065,2.421,1.935,0.113,-3.073,-1.462,0.358,0.183,0.629
0.93,1.0,-2.618,-3.645,-2.394,-3.813,-1.966,0.728,0.509,-0.247,0.003,-0.829,0.152,2.793,2.018,0.124,-3.524,-1.49,0.01,0.462,0.455
0.884,1.0,-2.748,-3.265,-2.661,-3.63,-2.067,0.673,0.287,-0.21,0.073,-0.888,0.003,2.306,2.067,0.185,-3.246,-1.563,0.229,0.334,0.738
0.615,1.0,-2.618,-3.302,-2.257,-3.587,-2.173,0.731,0.417,-0.226,0.023,-0.829,0.188,2.904,1.838,0.263,-3.202,-1.466,0.258,0.318,0.527
