Unnamed: 0,x0,y,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
144,-0.069,1.0,6.373,-0.76,0.72,-4.443,-2.322,-0.437,-5.148,0.256,0.939,1.647,2.474,-1.976,-1.397,0.111,-1.218,0.518,0.236,-0.598,7.274
145,0.082,1.0,7.323,-0.918,0.47,-3.432,-2.626,-0.701,-5.043,1.139,1.057,1.647,2.289,-2.219,-1.264,-0.364,-1.072,0.55,0.254,0.664,7.457
146,-0.053,1.0,7.853,-0.965,0.475,-4.369,-2.579,-0.643,-5.512,0.151,0.999,1.814,2.59,-2.037,-1.163,0.077,-1.637,0.817,0.211,0.054,8.176
147,0.133,1.0,7.045,-0.569,0.744,-3.802,-2.302,-0.449,-5.309,1.106,0.936,1.419,3.412,-1.893,-1.346,-0.33,-1.726,0.479,0.317,0.05,7.634
148,0.058,1.0,7.052,-0.699,0.451,-3.471,-2.711,-0.599,-5.127,0.509,0.968,1.849,2.567,-2.106,-1.326,-0.058,-1.432,0.486,0.206,0.735,7.421
149,-0.16,1.0,7.218,-0.648,0.66,-3.996,-2.595,-0.59,-5.414,0.632,1.142,1.479,3.305,-1.964,-1.257,-0.053,-1.742,0.64,0.037,0.034,7.894
150,0.218,1.0,6.799,-0.618,0.642,-3.954,-2.407,-0.523,-4.972,1.039,1.069,1.625,2.808,-2.171,-1.122,-0.35,-1.414,0.313,0.18,-0.032,7.061
151,0.14,1.0,7.189,-0.605,0.545,-3.804,-2.625,-0.541,-5.314,0.453,0.65,1.756,2.41,-1.993,-1.277,-0.389,-1.258,0.466,0.118,0.356,7.384
152,0.154,1.0,7.044,-0.827,0.573,-1.767,-2.343,-0.567,-5.356,0.689,1.066,1.552,2.796,-1.914,-1.582,-0.143,-1.398,0.429,0.201,2.12,7.936
153,-0.137,1.0,7.105,-0.484,0.716,-3.569,-2.805,-0.669,-5.565,-0.102,0.921,1.33,2.916,-2.08,-1.3,-0.081,-1.695,0.76,0.15,0.213,7.723
154,0.157,1.0,6.886,-0.764,0.754,-3.669,-2.391,-0.447,-5.472,0.473,1.075,1.422,2.348,-2.055,-1.386,-0.362,-1.402,0.64,0.223,0.441,7.612
155,0.079,1.0,6.997,-0.872,0.873,-2.769,-2.487,-0.429,-5.275,0.466,1.021,1.595,2.169,-1.995,-1.356,-0.228,-1.115,0.697,0.197,1.124,7.492
156,0.221,1.0,7.583,-0.799,0.685,-3.238,-2.42,-0.414,-5.335,1.038,1.07,1.597,2.714,-2.098,-1.22,-0.396,-1.533,0.4,0.35,0.95,7.806
157,-0.151,1.0,7.02,-0.737,0.684,-3.289,-2.561,-0.841,-5.448,-0.11,1.111,1.463,2.286,-2.085,-1.284,0.166,-1.607,0.616,-0.008,0.893,7.808
158,0.026,1.0,7.071,-0.794,0.673,-4.292,-2.457,-0.47,-5.423,0.647,0.905,1.659,2.503,-2.011,-1.284,-0.187,-1.377,0.386,0.303,-0.366,7.513
159,-0.126,1.0,7.136,-0.811,0.603,-3.936,-2.459,-0.62,-5.4,0.228,1.003,1.779,1.738,-1.999,-1.265,0.085,-0.992,0.519,0.139,0.224,7.597
160,0.028,1.0,7.363,-0.744,0.452,-3.804,-2.563,-0.584,-5.329,0.383,0.756,1.615,2.225,-2.079,-1.268,-0.226,-1.048,0.578,0.071,0.132,7.616
161,0.162,1.0,7.429,-0.741,0.766,-3.09,-2.559,-0.599,-5.334,1.105,1.119,1.77,2.585,-2.098,-1.172,-0.4,-1.17,0.598,0.647,0.82,7.695
162,-0.075,1.0,6.521,-0.723,0.696,-4.017,-2.7,-0.293,-4.956,0.281,0.799,1.593,2.592,-1.935,-1.295,0.036,-1.218,0.723,0.3,-0.718,6.917
163,0.483,1.0,7.142,-0.967,0.667,-3.658,-2.464,-0.477,-5.171,1.192,0.865,1.869,2.286,-2.084,-1.332,-0.683,-1.121,0.616,0.319,0.59,7.339
164,0.438,1.0,7.178,-0.704,0.709,-4.628,-2.504,-0.418,-5.25,1.308,0.863,1.622,1.558,-2.199,-1.25,-0.584,-0.687,0.273,0.398,-0.2,7.48
165,0.074,1.0,6.559,-0.707,0.726,-3.014,-2.614,-0.509,-5.251,0.397,1.04,1.504,2.275,-1.834,-1.397,-0.197,-1.533,0.68,0.233,0.81,7.318
166,0.029,1.0,6.841,-0.709,0.537,-3.605,-2.425,-0.764,-5.27,0.187,0.828,1.689,2.539,-1.914,-1.31,-0.193,-1.412,0.646,0.136,0.495,7.496
167,0.141,1.0,6.468,-0.701,0.493,-4.458,-2.33,-0.491,-5.122,0.504,0.767,1.724,2.319,-2.01,-1.354,-0.213,-1.19,0.476,0.367,-0.709,7.182
168,0.204,1.0,7.246,-0.898,0.33,-3.524,-2.855,-0.269,-5.363,0.282,0.958,1.681,1.764,-1.943,-1.337,-0.077,-0.916,0.242,0.428,0.287,7.578
169,0.281,1.0,7.266,-0.7,0.456,-4.412,-2.665,-0.71,-5.314,0.82,1.178,1.692,3.117,-1.987,-1.26,-0.5,-1.813,0.446,0.283,0.208,7.729
170,0.388,1.0,6.769,-0.896,0.469,-4.367,-2.601,-0.552,-4.979,0.919,0.888,1.853,2.177,-2.168,-1.334,-0.567,-1.051,0.448,0.212,-0.118,7.088
171,0.324,1.0,7.688,-0.832,0.589,-3.977,-2.578,-0.535,-5.393,0.776,0.999,1.609,2.29,-2.175,-1.119,-0.367,-1.248,0.504,0.208,0.452,7.862
172,0.043,1.0,6.487,-0.443,0.539,-4.144,-2.361,-0.444,-4.608,0.516,0.846,1.682,3.433,-1.976,-1.107,-0.13,-1.852,0.579,0.173,-0.487,6.686
173,0.154,1.0,7.142,-0.676,0.368,-4.231,-2.36,-0.28,-5.25,0.878,1.048,1.896,3.029,-1.966,-1.254,-0.31,-1.562,0.425,0.303,-0.342,7.514
174,-0.273,1.0,6.58,-0.736,0.713,-3.519,-2.602,-0.532,-5.161,-0.015,0.914,1.55,3.066,-2.115,-1.519,0.185,-1.741,0.569,0.023,0.552,7.63
175,0.238,1.0,6.842,-0.634,0.418,-4.979,-2.437,-0.44,-5.152,0.932,0.854,1.45,3.957,-1.906,-1.404,-0.508,-1.653,0.624,0.355,-1.172,7.19
176,0.239,1.0,6.997,-0.892,0.503,-4.436,-2.335,-0.521,-5.375,0.582,0.801,1.754,2.204,-1.914,-1.251,-0.419,-1.237,0.371,0.101,-0.086,7.591
177,-0.062,1.0,6.344,-0.535,0.616,-4.043,-2.604,-0.672,-5.02,0.639,0.664,1.502,3.051,-2.159,-1.415,-0.044,-1.367,0.532,0.278,-0.329,6.995
178,-0.021,1.0,6.971,-0.737,0.348,-3.178,-2.635,-0.505,-5.109,0.67,0.978,1.868,2.008,-2.075,-1.436,-0.194,-1.022,0.539,0.353,0.742,7.463
179,0.195,1.0,7.081,-0.72,0.769,-3.151,-2.502,-0.752,-5.165,0.533,0.976,1.435,2.445,-2.113,-1.149,-0.334,-1.265,0.517,0.271,1.231,7.46
180,-0.044,1.0,6.737,-0.364,0.669,-3.6,-2.515,-0.559,-5.219,0.254,0.913,1.441,3.426,-2.014,-1.401,-0.008,-2.221,0.372,0.136,0.073,7.674
181,-0.098,1.0,6.323,-0.502,0.483,-3.811,-2.462,-0.505,-5.163,0.226,0.823,1.48,3.763,-2.037,-1.254,0.113,-2.142,0.48,0.142,-0.058,7.4
182,0.06,1.0,7.185,-0.609,0.636,-4.17,-2.645,-0.609,-4.981,0.324,0.808,1.564,2.203,-2.063,-1.242,-0.141,-1.144,0.585,-0.072,-0.167,7.448
183,0.283,1.0,6.671,-0.973,0.683,-4.638,-2.458,-0.655,-4.903,0.775,0.757,1.631,2.183,-1.894,-0.867,-0.325,-1.091,0.394,0.382,-0.506,6.784
184,-0.182,1.0,6.7,-0.597,0.825,-4.572,-2.458,-0.407,-5.284,-0.165,0.953,1.43,3.854,-2.158,-1.265,0.177,-2.139,0.719,0.013,-0.739,7.696
185,0.23,1.0,6.774,-0.672,0.468,-3.743,-2.504,-0.618,-4.976,1.091,0.605,1.781,3.099,-1.886,-1.266,-0.706,-1.336,0.654,0.392,0.117,6.935
186,-0.136,1.0,7.115,-0.619,0.514,-3.775,-2.665,-0.488,-5.467,0.428,0.853,1.581,3.644,-1.974,-1.089,-0.238,-1.917,0.546,0.229,-0.375,7.496
187,-0.011,1.0,7.326,-0.838,0.788,-4.304,-2.491,-0.463,-5.326,0.419,1.029,1.479,2.313,-2.063,-1.1,-0.268,-1.379,0.602,0.368,-0.288,7.648
188,0.187,1.0,6.702,-0.654,0.628,-4.429,-2.455,-0.61,-5.431,0.552,1.145,1.588,2.971,-1.865,-1.578,-0.261,-1.655,0.382,0.222,-0.324,7.516
189,-0.351,1.0,6.97,-0.692,0.668,-3.259,-2.497,-0.701,-5.284,0.405,0.991,1.482,2.597,-2.115,-1.378,0.163,-1.61,0.534,0.044,0.611,7.644
190,0.285,1.0,7.447,-1.03,0.35,-3.391,-2.429,-0.322,-5.413,0.522,1.109,2.118,1.046,-2.229,-1.249,-0.439,-0.289,0.574,0.203,0.782,7.615
191,-0.029,1.0,7.148,-0.82,0.61,-5.461,-2.37,-0.433,-5.292,0.683,0.59,1.572,2.306,-2.006,-1.243,-0.262,-1.225,0.763,0.319,-1.238,7.52
192,-0.194,1.0,7.154,-0.782,0.435,-2.724,-2.573,-0.303,-5.556,-0.064,1.173,1.9,1.977,-2.099,-1.201,0.302,-1.086,0.561,0.212,1.026,7.857
193,0.059,1.0,6.872,-0.634,0.355,-3.344,-2.519,-0.633,-5.315,0.301,0.91,1.822,3.334,-2.222,-1.162,-0.05,-1.779,0.619,-0.069,0.587,7.592
194,-0.125,1.0,6.71,-0.824,0.451,-4.594,-2.451,-0.533,-5.21,0.312,0.959,1.743,2.433,-2.091,-1.432,0.156,-1.398,0.523,0.189,-0.558,7.626
195,0.022,1.0,6.923,-0.872,0.436,-3.96,-2.561,-0.471,-5.162,0.37,0.736,1.907,2.197,-1.937,-1.088,-0.141,-1.17,0.712,0.265,-0.261,7.294
196,-0.038,1.0,7.482,-0.997,0.572,-2.849,-2.683,-0.454,-5.15,0.433,0.904,2.001,1.968,-2.325,-1.304,-0.134,-0.821,0.671,0.215,1.015,7.645
197,-0.04,1.0,6.704,-0.676,0.497,-3.059,-2.722,-0.581,-5.371,0.364,1.032,1.669,3.189,-2.092,-1.522,-0.007,-1.722,0.54,0.172,0.68,7.419
198,0.062,1.0,7.035,-0.911,0.559,-3.779,-2.572,-0.382,-5.156,0.762,0.844,1.755,1.233,-2.213,-1.243,-0.465,-0.291,0.295,0.381,0.213,7.23
199,0.118,1.0,7.069,-0.925,0.482,-2.774,-2.276,-0.498,-5.403,0.556,0.936,1.851,1.939,-2.158,-1.253,-0.029,-1.06,0.461,0.354,1.369,7.606
200,0.135,1.0,7.198,-0.781,0.594,-3.552,-2.578,-0.543,-5.29,0.465,0.725,1.749,3.531,-1.99,-1.059,-0.185,-1.718,0.473,0.16,0.297,7.464
201,0.015,1.0,7.079,-0.631,0.571,-3.46,-2.386,-0.742,-5.379,0.488,1.258,1.376,3.593,-1.866,-1.567,-0.052,-1.905,0.654,0.28,0.769,8.096
202,0.341,1.0,7.107,-0.474,0.505,-2.123,-2.75,-0.417,-5.416,0.775,1.103,1.538,3.401,-2.14,-1.262,-0.511,-1.671,0.52,0.298,1.233,7.311
203,-0.07,1.0,6.753,-0.596,0.768,-4.113,-2.392,-0.508,-5.049,0.297,0.944,1.7,2.632,-1.982,-1.135,-0.006,-1.383,0.524,0.235,-0.28,7.376
204,0.037,1.0,7.408,-0.776,0.709,-4.272,-2.707,-0.604,-5.305,0.697,0.887,1.684,2.897,-2.23,-1.48,-0.266,-1.402,0.604,0.291,0.128,7.762
205,-0.002,1.0,7.084,-0.588,0.417,-3.366,-2.481,-0.45,-5.092,0.723,0.955,1.636,3.638,-2.019,-1.258,-0.291,-1.834,0.701,0.201,0.214,7.481
206,0.054,1.0,6.792,-0.925,0.625,-4.201,-2.36,-0.54,-5.316,0.783,0.932,1.868,2.445,-2.054,-1.423,-0.172,-1.2,0.392,0.169,-0.219,7.413
207,0.01,1.0,7.204,-0.683,0.574,-2.812,-2.645,-0.643,-5.25,0.862,0.742,1.485,3.568,-1.86,-1.142,-0.418,-1.753,0.569,0.342,0.903,7.425
208,-0.136,1.0,6.389,-0.345,0.462,-4.567,-2.392,-0.503,-4.862,0.084,0.779,1.518,3.574,-1.941,-1.277,0.065,-1.936,0.392,0.24,-0.846,7.088
209,0.636,1.0,7.3,-1.261,0.5,-2.322,-2.311,-0.271,-5.329,1.321,0.902,2.043,2.502,-2.019,-1.379,-0.709,-1.076,0.518,0.53,1.574,7.514
210,0.137,1.0,7.15,-0.781,0.644,-4.585,-2.442,-0.559,-5.373,1.004,0.983,1.553,3.939,-2.043,-1.232,-0.34,-1.86,0.582,0.323,-0.685,7.607
211,-0.329,1.0,7.504,-0.462,0.758,-3.822,-2.542,-0.652,-5.504,0.333,0.854,1.64,2.9,-1.992,-1.147,0.119,-1.601,0.509,0.249,0.066,7.855
212,0.101,1.0,7.708,-0.994,0.496,-3.739,-2.69,-0.481,-5.315,0.87,0.85,1.726,2.462,-2.202,-1.177,-0.295,-1.018,0.469,0.155,0.267,7.682
213,-0.224,1.0,6.576,-0.361,0.728,-4.4,-2.452,-0.537,-5.346,-0.046,0.819,1.352,4.013,-1.916,-1.369,0.24,-2.2,0.341,0.072,-0.98,7.408
214,0.044,1.0,7.069,-0.78,0.664,-4.298,-2.545,-0.455,-5.194,0.716,0.791,1.51,2.15,-2.119,-1.328,-0.161,-0.936,0.586,0.137,-0.259,7.344
215,0.07,1.0,6.771,-0.936,0.487,-4.699,-2.451,-0.522,-5.19,0.571,0.833,1.771,2.053,-2.003,-1.223,-0.083,-1.099,0.45,0.44,-0.627,7.339
216,0.025,1.0,6.979,-0.733,0.56,-3.807,-2.561,-0.441,-5.385,0.291,0.919,1.64,2.207,-2.242,-1.252,-0.014,-1.103,0.479,0.085,-0.111,7.565
217,-0.006,1.0,7.046,-0.541,0.616,-5.227,-2.392,-0.453,-5.469,0.424,0.997,1.738,4.095,-2.047,-1.32,-0.175,-1.903,0.672,0.105,-1.328,7.726
218,0.063,1.0,7.163,-0.837,0.513,-3.424,-2.512,-0.357,-5.22,0.829,0.953,1.764,3.361,-2.131,-1.345,-0.306,-1.807,0.632,0.472,0.224,7.454
219,0.139,1.0,6.598,-0.736,0.501,-4.792,-2.567,-0.396,-4.884,0.529,0.549,1.576,2.443,-1.972,-1.192,-0.121,-1.235,0.5,-0.069,-0.938,6.83
220,0.232,1.0,7.061,-1.019,0.612,-2.843,-2.529,-0.444,-5.192,0.402,0.983,1.598,1.718,-1.846,-1.128,-0.239,-0.94,0.586,0.254,1.09,7.328
221,0.237,1.0,7.326,-0.787,0.594,-3.827,-2.693,-0.544,-5.413,0.194,0.97,1.626,2.809,-1.925,-1.316,-0.284,-1.707,0.588,0.182,0.299,7.807
222,0.093,1.0,6.506,-0.797,0.654,-4.189,-2.396,-0.613,-4.857,0.298,0.886,1.645,2.663,-1.953,-1.414,-0.076,-1.632,0.316,0.262,-0.177,7.144
223,-0.045,1.0,7.186,-0.687,0.845,-4.482,-2.79,-0.45,-5.451,0.266,0.825,1.618,3.074,-2.069,-1.271,-0.013,-1.508,0.45,0.106,-0.701,7.604
224,-0.049,1.0,7.203,-0.898,0.653,-3.392,-2.517,-0.633,-5.451,0.533,0.847,1.846,2.879,-2.03,-1.276,-0.043,-1.321,0.38,0.169,0.643,7.788
225,-0.067,1.0,6.423,-0.65,0.457,-4.084,-2.626,-0.659,-5.037,0.347,0.902,1.622,3.12,-2.081,-1.343,0.055,-1.748,0.433,0.142,-0.5,6.987
226,-0.027,1.0,6.532,-0.821,0.726,-4.427,-2.386,-0.54,-5.376,0.589,0.654,1.566,2.872,-1.955,-1.403,-0.14,-1.635,0.607,0.219,-0.674,7.291
227,-0.239,1.0,6.672,-0.583,0.723,-5.277,-2.565,-0.538,-5.523,-0.238,1.02,1.568,2.853,-1.946,-1.564,0.406,-1.701,0.634,-0.103,-1.14,7.823
228,0.02,1.0,7.276,-0.889,0.787,-3.553,-2.515,-0.46,-5.197,0.686,0.732,1.759,1.551,-2.153,-1.303,-0.328,-0.523,0.513,0.107,0.454,7.551
229,-0.077,1.0,7.458,-0.619,0.588,-2.959,-2.566,-0.457,-5.471,0.348,0.904,1.475,3.009,-1.943,-1.205,-0.138,-1.673,0.454,0.151,0.91,8.036
230,0.221,1.0,7.239,-0.797,0.689,-2.907,-2.404,-0.288,-5.376,0.949,0.821,1.798,1.89,-1.922,-1.087,-0.3,-0.719,0.887,0.585,0.955,7.526
231,0.068,1.0,7.297,-0.933,0.546,-4.836,-2.51,-0.382,-5.446,0.535,1.093,1.856,2.06,-2.132,-1.423,-0.14,-1.035,0.537,0.146,-0.547,7.926
232,0.107,1.0,6.726,-0.651,0.698,-3.2,-2.385,-0.479,-5.066,0.875,0.842,1.518,3.006,-2.064,-1.233,-0.376,-1.462,0.598,0.408,0.289,6.939
233,0.043,1.0,7.06,-0.516,0.549,-3.628,-2.498,-0.574,-5.386,0.862,0.873,1.451,3.846,-1.999,-1.412,-0.296,-1.628,0.62,0.434,0.185,7.595
234,0.001,1.0,6.683,-0.832,0.558,-3.932,-2.581,-0.541,-5.173,0.459,0.862,1.777,2.439,-1.983,-1.22,-0.271,-1.305,0.637,0.206,-0.134,7.171
235,0.148,1.0,7.273,-0.792,0.515,-3.011,-2.628,-0.41,-5.316,0.734,0.896,1.861,1.594,-2.048,-1.362,-0.347,-0.691,0.659,0.35,1.093,7.443
236,-0.259,1.0,7.29,-0.786,0.545,-3.987,-2.615,-0.675,-5.521,0.089,0.895,1.732,3.164,-2.112,-1.358,0.244,-1.607,0.356,0.201,-0.124,7.833
237,-0.15,1.0,6.883,-0.798,0.733,-2.88,-2.537,-0.406,-5.541,-0.027,0.996,1.671,1.932,-2.089,-1.491,0.09,-1.01,0.704,0.178,0.755,7.734
238,-0.121,1.0,6.825,-0.895,0.566,-4.16,-2.438,-0.524,-4.99,0.793,0.859,1.961,2.545,-1.86,-1.3,-0.346,-1.273,0.564,0.195,-0.394,7.267
239,-0.114,1.0,7.339,-0.59,0.429,-4.281,-2.627,-0.318,-5.277,0.462,0.908,1.885,1.836,-2.19,-1.244,-0.157,-0.72,0.541,0.229,-0.19,7.572
240,0.051,1.0,6.906,-0.633,0.509,-3.636,-2.611,-0.62,-5.31,0.678,0.972,1.447,2.726,-2.146,-1.426,-0.165,-1.326,0.421,0.321,0.338,7.527
241,0.159,1.0,6.259,-0.47,0.636,-5.412,-2.106,-0.627,-5.23,0.411,1.038,1.407,3.339,-2.12,-1.271,-0.216,-1.721,0.421,0.243,-1.256,7.216
242,-0.024,1.0,6.674,-0.707,0.866,-4.066,-2.498,-0.671,-5.235,0.184,1.0,1.546,2.976,-2.128,-1.417,-0.018,-1.526,0.483,0.271,-0.297,7.324
243,-0.266,1.0,6.536,-0.401,0.679,-3.997,-2.64,-0.526,-5.288,0.324,0.881,1.356,4.58,-2.073,-1.394,0.221,-2.189,0.568,0.121,-0.67,7.324
244,0.158,1.0,7.004,-0.727,0.495,-3.617,-2.568,-0.496,-5.324,0.402,0.95,1.626,2.3,-1.975,-1.215,-0.22,-1.286,0.616,0.216,0.352,7.552
245,0.059,1.0,7.503,-0.636,0.487,-4.571,-2.579,-0.654,-5.388,0.705,0.742,1.665,3.0,-2.071,-1.319,-0.274,-1.554,0.41,0.204,-0.153,8.002
246,0.05,1.0,7.469,-0.616,0.552,-3.926,-2.621,-0.429,-5.395,0.482,1.093,1.862,2.77,-2.187,-1.507,-0.047,-1.6,0.581,0.041,0.025,7.936
247,0.044,1.0,7.28,-0.661,0.401,-3.946,-2.421,-0.524,-5.417,-0.047,1.09,1.652,2.149,-1.794,-1.285,0.142,-1.705,0.527,-0.057,0.398,8.002
248,-0.19,1.0,6.931,-0.527,0.456,-3.685,-2.694,-0.513,-5.391,0.411,0.899,1.53,3.139,-2.002,-1.262,-0.14,-1.795,0.459,0.301,-0.168,7.452
249,0.149,1.0,6.897,-0.612,0.587,-4.03,-2.514,-0.638,-5.313,0.392,1.071,1.624,3.257,-2.03,-1.217,0.114,-1.822,0.531,0.262,0.05,7.614
250,0.038,1.0,7.473,-0.922,0.682,-3.763,-2.582,-0.427,-5.25,0.622,1.093,1.77,2.416,-1.982,-1.093,-0.414,-1.613,0.651,0.282,0.078,7.458
251,0.346,1.0,7.234,-1.07,0.441,-2.292,-2.556,-0.423,-5.128,1.021,0.846,1.888,2.241,-1.813,-1.053,-0.638,-1.221,0.489,0.265,1.617,7.407
252,-0.228,1.0,6.643,-0.633,0.47,-4.977,-2.303,-0.36,-5.43,0.33,0.66,1.501,3.623,-2.27,-1.342,0.066,-1.535,0.556,0.122,-1.216,7.572
253,0.067,1.0,7.524,-0.636,0.743,-3.153,-2.665,-0.756,-5.415,0.784,0.901,1.422,3.604,-1.969,-1.278,-0.377,-1.921,0.566,0.26,1.181,7.841
254,0.127,1.0,7.85,-0.733,0.535,-4.572,-2.59,-0.634,-5.496,0.257,0.852,1.503,2.35,-2.149,-1.16,-0.271,-1.217,0.709,0.169,-0.095,7.98
255,0.162,1.0,6.765,-0.76,0.679,-3.89,-2.675,-0.462,-4.829,0.553,0.62,1.484,2.456,-1.927,-1.137,-0.063,-1.22,0.568,-0.025,0.005,6.908
256,0.134,1.0,7.087,-0.788,0.6,-3.779,-2.404,-0.412,-5.316,0.906,0.978,1.826,2.909,-2.185,-1.053,-0.469,-1.123,0.527,0.31,0.01,7.537
257,-0.04,1.0,6.846,-0.6,0.607,-4.022,-2.82,-0.668,-5.135,0.77,0.761,1.571,3.196,-2.06,-1.247,-0.244,-1.558,0.642,0.314,-0.16,7.166
258,0.302,1.0,7.048,-0.748,0.727,-3.186,-2.629,-0.518,-5.251,0.925,1.044,1.58,2.242,-1.931,-1.309,-0.439,-1.055,0.696,0.348,0.674,7.142
259,0.114,1.0,6.983,-0.883,0.601,-3.571,-2.655,-0.557,-5.31,0.269,0.733,1.659,1.926,-2.133,-1.159,-0.049,-0.991,0.542,0.085,0.418,7.358
260,0.175,1.0,7.296,-0.901,0.601,-3.74,-2.463,-0.39,-5.351,0.69,0.785,1.825,2.847,-2.0,-1.215,-0.363,-1.34,0.539,0.272,0.32,7.734
261,0.351,1.0,7.087,-0.859,0.65,-3.66,-2.54,-0.481,-5.332,0.998,0.832,1.712,2.571,-2.027,-1.143,-0.501,-1.232,0.417,0.002,0.368,7.401
262,0.115,1.0,7.658,-0.781,0.608,-3.209,-2.7,-0.425,-5.398,0.666,0.947,1.681,1.832,-1.97,-1.121,-0.235,-0.939,0.711,0.205,0.733,7.914
263,0.018,1.0,7.218,-0.795,0.455,-3.88,-2.499,-0.367,-5.48,0.114,1.02,1.635,1.591,-2.172,-1.188,0.093,-0.643,0.306,0.165,0.305,7.926
264,-0.006,1.0,6.383,-1.014,0.541,-6.152,-2.029,-0.345,-5.205,0.371,0.701,1.783,2.293,-2.202,-1.211,0.049,-0.954,0.513,0.276,-2.159,7.177
265,0.136,1.0,7.515,-0.613,0.556,-4.141,-2.563,-0.564,-5.346,1.149,1.16,1.59,2.983,-1.877,-1.354,-0.411,-1.598,0.383,0.479,0.109,7.6
266,0.212,1.0,7.014,-0.886,0.66,-5.203,-2.176,-0.389,-5.385,1.032,0.906,1.777,2.712,-1.984,-1.22,-0.457,-1.397,0.477,0.11,-0.913,7.76
267,0.0,1.0,7.491,-0.948,0.676,-4.058,-2.695,-0.386,-5.534,0.226,1.032,1.663,1.144,-2.021,-1.482,-0.116,-0.7,0.695,0.199,0.314,8.019
268,-0.112,1.0,7.218,-0.67,0.536,-3.464,-2.46,-0.634,-5.463,0.326,0.999,1.504,2.984,-1.868,-1.302,-0.16,-1.735,0.548,0.287,0.464,7.909
269,0.182,1.0,6.823,-0.88,0.352,-4.876,-2.425,-0.568,-5.068,0.905,0.862,1.852,2.494,-2.084,-1.221,-0.128,-1.209,0.419,0.297,-0.464,7.261
270,0.264,1.0,7.051,-0.599,0.557,-3.422,-2.758,-0.516,-5.339,0.68,0.749,1.667,2.378,-1.873,-1.412,-0.324,-1.171,0.409,0.317,0.637,7.221
271,-0.04,1.0,6.661,-0.664,0.749,-3.474,-2.513,-0.751,-5.157,-0.016,1.006,1.567,2.292,-2.052,-1.404,0.195,-1.439,0.315,0.07,0.714,7.523
272,0.242,1.0,7.42,-0.885,0.349,-3.86,-2.695,-0.45,-5.409,0.698,1.043,1.863,1.478,-2.095,-1.461,-0.403,-0.678,0.537,0.295,0.436,7.692
273,0.508,1.0,7.566,-0.938,0.522,-3.815,-2.406,-0.509,-5.339,1.217,0.921,1.843,1.735,-2.314,-1.228,-0.869,-0.644,0.627,0.343,0.677,7.587
274,-0.056,1.0,6.755,-0.504,0.457,-3.895,-2.461,-0.51,-5.047,0.576,0.886,1.477,3.426,-1.875,-1.145,-0.192,-1.796,0.457,0.128,0.037,7.416
275,0.116,1.0,6.231,-0.72,0.453,-4.196,-2.46,-0.591,-4.812,0.611,0.838,1.728,2.367,-2.168,-1.247,0.011,-1.313,0.6,0.107,-0.201,6.925
276,0.301,1.0,7.421,-0.851,0.65,-3.864,-2.741,-0.592,-5.405,0.803,0.978,1.689,3.059,-2.101,-1.139,-0.518,-1.45,0.599,0.365,0.429,7.811
277,0.186,1.0,7.157,-0.788,0.683,-3.864,-2.525,-0.614,-5.302,0.566,1.032,1.6,2.999,-2.104,-1.087,-0.291,-1.746,0.639,0.25,0.045,7.359
278,0.15,1.0,7.236,-0.6,0.643,-3.933,-2.686,-0.475,-5.061,1.098,0.94,1.605,4.067,-1.953,-1.27,-0.538,-1.577,0.532,0.17,0.086,7.461
279,0.27,1.0,7.203,-0.766,0.664,-2.909,-2.62,-0.7,-5.256,1.04,0.901,1.559,2.528,-2.109,-1.276,-0.416,-1.243,0.421,0.49,1.3,7.312
280,-0.19,1.0,6.797,-0.491,0.626,-3.414,-2.618,-0.326,-5.388,0.053,0.848,1.496,3.234,-2.03,-1.417,0.131,-1.864,0.721,0.118,0.106,7.506
281,-0.151,1.0,6.496,-0.684,0.667,-4.188,-2.347,-0.266,-5.087,0.235,0.813,1.623,2.503,-1.932,-1.255,-0.079,-1.202,0.418,0.29,-0.543,7.383
282,0.004,1.0,7.189,-0.758,0.593,-3.289,-2.634,-0.342,-5.326,0.637,1.128,1.635,1.398,-2.034,-1.286,-0.144,-0.873,0.542,0.201,0.564,7.474
283,0.26,1.0,6.656,-0.983,0.6,-4.208,-2.23,-0.337,-5.078,1.013,0.87,1.846,2.243,-1.941,-1.438,-0.379,-1.181,0.421,0.33,-0.352,7.088
284,0.033,1.0,7.238,-0.935,0.649,-3.847,-2.484,-0.438,-5.453,0.364,0.89,1.776,2.4,-2.131,-1.396,-0.005,-1.282,0.596,0.209,0.13,7.827
285,0.097,1.0,6.907,-0.713,0.366,-3.571,-2.532,-0.305,-4.864,0.516,0.797,1.587,2.723,-1.869,-1.395,-0.272,-1.457,0.609,0.279,0.225,7.122
286,0.106,1.0,6.673,-0.572,0.734,-4.496,-2.147,-0.448,-5.251,0.689,0.932,1.538,3.227,-2.151,-1.053,-0.326,-1.671,0.389,0.219,-0.884,7.19
287,0.027,1.0,7.453,-0.622,0.545,-4.237,-2.518,-0.637,-5.447,0.684,1.001,1.492,3.366,-1.946,-1.005,-0.269,-1.83,0.552,0.375,0.128,7.978
288,-0.143,1.0,7.317,-0.892,0.673,-2.75,-2.512,-0.446,-5.408,0.642,0.875,1.781,2.318,-2.124,-1.123,0.004,-1.26,0.452,0.23,1.311,7.906
