x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
0.433,0.461,-0.281,0.699,-0.272,0.203,0.379,-1.117,0.236,0.154,-0.336,0.753,-0.277,-0.301,-1.308,-0.143,-0.475,0.967,-0.541,-0.622,1.0
-0.289,0.208,0.311,0.589,-0.327,0.418,0.249,-0.84,0.106,-0.056,0.094,1.158,-0.238,-0.396,-1.248,-0.173,-0.674,0.367,-0.514,-0.528,1.0
0.015,0.135,0.276,0.282,-0.338,0.477,0.073,-0.335,-0.22,-0.136,0.079,0.979,-0.096,-0.271,-0.813,-0.214,-0.534,0.193,0.139,-0.054,1.0
-0.211,0.381,-0.252,0.721,-0.686,0.527,0.176,-0.368,0.401,0.243,-0.228,0.975,-0.137,-0.48,-1.006,0.026,-0.594,0.282,-0.339,-0.419,1.0
0.742,0.438,0.022,0.837,-0.026,0.088,0.271,-0.988,0.118,0.181,-0.078,0.718,-0.354,-0.224,-0.918,-0.656,-0.718,0.987,-0.366,-0.37,1.0
0.912,0.51,0.534,0.804,0.37,0.283,0.506,-1.199,-0.291,0.383,0.131,0.648,-0.351,0.392,-1.441,-0.652,-0.906,0.899,-0.498,-0.656,1.0
1.081,0.392,0.676,0.759,0.631,0.337,0.209,-0.905,-0.379,0.199,0.496,0.856,-0.33,0.629,-1.564,-1.164,-1.172,0.798,-0.592,-0.668,1.0
-0.014,0.064,0.155,0.679,-0.29,0.916,0.138,-0.657,0.018,0.024,0.115,1.216,-0.134,-0.098,-1.461,0.011,-0.785,0.123,-0.629,-0.56,1.0
0.405,0.242,0.492,0.794,0.322,0.371,0.248,-1.057,-0.354,-0.184,0.342,0.966,-0.257,0.164,-1.804,-0.327,-1.157,0.472,-0.693,-0.79,1.0
0.47,0.591,-0.17,0.836,-0.303,0.565,0.25,-0.805,0.348,0.205,-0.261,0.795,-0.416,-0.442,-1.102,-0.228,-0.481,0.767,-0.501,-0.598,1.0
0.615,0.448,-0.24,0.67,-0.433,0.44,0.531,-0.91,0.265,0.011,-0.218,0.509,-0.494,-0.33,-1.053,-0.596,-0.493,1.081,-0.377,-0.527,1.0
-0.032,-0.072,0.163,0.343,-0.389,0.442,0.129,-0.321,-0.014,-0.056,-0.034,0.759,-0.109,-0.194,-0.801,-0.278,-0.526,0.174,-0.048,-0.16,1.0
0.461,0.18,0.135,0.775,-0.419,0.458,0.386,-1.063,0.26,0.11,-0.167,0.819,-0.083,-0.251,-1.387,-0.239,-0.57,0.727,-0.56,-0.699,1.0
0.29,0.621,-0.216,0.596,-0.274,0.222,0.07,-0.922,0.138,-0.073,-0.086,1.119,-0.44,-0.322,-1.427,-0.409,-0.799,0.713,-0.604,-0.585,1.0
0.786,0.41,0.241,0.765,0.023,0.258,0.188,-0.943,-0.267,0.143,0.063,0.871,-0.305,0.086,-1.453,-0.647,-0.915,0.82,-0.747,-0.713,1.0
-0.092,0.093,0.205,0.539,-0.392,0.571,0.201,-0.314,-0.017,0.035,-0.008,0.894,-0.075,-0.211,-0.934,-0.399,-0.507,0.211,-0.408,-0.524,1.0
-0.014,0.164,0.129,0.397,-0.596,0.778,0.016,-0.427,-0.07,0.03,-0.041,0.984,0.01,-0.163,-0.954,-0.005,-0.554,0.112,-0.067,-0.203,1.0
1.12,0.476,0.18,0.924,0.481,0.212,0.428,-1.107,-0.553,0.016,0.213,0.652,-0.194,0.635,-1.233,-0.949,-0.999,0.692,-0.487,-0.569,1.0
0.579,0.374,-0.217,0.67,-0.299,0.298,0.377,-0.792,0.211,0.118,-0.187,0.83,-0.324,-0.331,-0.932,-0.616,-0.532,0.827,-0.38,-0.405,1.0
0.761,0.44,0.065,0.684,-0.083,0.402,0.487,-0.761,-0.253,0.126,0.004,0.668,-0.262,-0.031,-1.146,-0.889,-0.749,0.854,-0.528,-0.586,1.0
0.821,0.377,-0.092,0.947,0.028,0.274,0.425,-1.109,-0.086,0.058,-0.13,0.702,-0.243,0.007,-1.221,-0.732,-0.825,0.989,-0.63,-0.591,1.0
0.222,0.267,0.155,0.659,-0.311,0.41,0.22,-0.701,0.169,0.168,-0.135,0.92,-0.119,-0.056,-1.11,-0.052,-0.614,0.293,-0.472,-0.468,1.0
-0.074,0.006,0.306,0.643,-0.379,0.783,0.202,-0.517,-0.159,0.037,0.023,0.904,-0.064,0.002,-1.124,-0.118,-0.757,-0.024,-0.458,-0.525,1.0
-0.793,-0.023,-0.101,0.323,-0.525,0.92,-0.106,-0.346,-0.274,-0.196,0.016,1.131,0.136,-0.215,-1.014,0.451,-0.65,-0.613,-0.336,-0.258,1.0
-0.172,0.095,0.006,0.491,-0.321,0.487,0.193,-0.496,-0.08,-0.103,-0.118,0.852,0.022,-0.275,-0.973,-0.134,-0.565,0.245,-0.248,-0.39,1.0
-0.187,0.288,0.077,0.696,-0.484,0.542,0.306,-0.718,0.131,0.09,-0.21,1.102,-0.267,-0.34,-1.322,0.116,-0.705,0.325,-0.435,-0.507,1.0
0.191,0.211,-0.196,0.665,-0.543,0.31,0.322,-0.63,-0.045,0.089,-0.112,0.845,-0.247,-0.32,-1.435,-0.169,-0.57,0.479,-0.553,-0.561,1.0
-0.26,0.121,0.185,0.338,-0.549,0.95,0.109,-0.436,0.241,0.176,-0.049,1.138,0.027,-0.21,-1.187,0.412,-0.551,-0.228,-0.237,-0.279,1.0
0.621,0.567,-0.167,0.892,-0.243,0.2,0.226,-0.839,0.067,0.096,-0.076,1.142,-0.338,-0.227,-1.27,-0.752,-0.646,0.992,-0.654,-0.632,1.0
0.025,0.361,0.288,0.511,-0.169,0.517,0.126,-0.638,-0.099,-0.026,0.059,1.079,-0.019,-0.133,-0.911,-0.372,-0.744,0.055,-0.071,-0.332,1.0
0.059,0.299,0.702,0.623,-0.157,0.699,0.061,-0.615,-0.312,0.069,0.268,0.951,-0.243,0.065,-1.322,-0.382,-0.805,0.18,-0.289,-0.55,1.0
0.081,0.327,-0.115,0.92,-0.574,0.709,0.238,-0.744,0.054,-0.027,-0.219,1.092,-0.239,-0.4,-1.103,-0.438,-0.6,0.572,-0.676,-0.684,1.0
0.511,0.506,-0.148,0.737,-0.285,0.204,0.15,-0.901,0.061,0.302,-0.134,0.808,-0.221,-0.153,-1.215,-0.597,-0.631,0.805,-0.629,-0.651,1.0
0.519,0.261,0.427,0.524,0.186,0.452,0.346,-0.914,-0.112,-0.048,0.251,0.719,-0.028,0.156,-1.373,-0.529,-0.789,0.577,-0.644,-0.568,1.0
0.86,0.703,-0.269,0.899,-0.482,0.4,0.469,-0.918,0.13,0.139,-0.356,0.769,-0.499,-0.274,-1.052,-0.831,-0.686,1.264,-0.383,-0.626,1.0
0.933,0.589,-0.208,0.786,-0.138,0.237,0.435,-1.208,0.012,-0.044,-0.225,0.724,-0.451,-0.222,-1.215,-0.666,-0.602,1.275,-0.674,-0.541,1.0
0.004,-0.256,0.262,0.569,-0.337,0.672,0.055,-0.343,-0.242,-0.361,0.125,0.835,0.339,-0.285,-0.948,-0.388,-0.886,0.071,-0.156,-0.396,1.0
0.661,0.384,0.248,0.626,0.064,0.425,0.312,-0.651,-0.391,0.081,0.072,0.803,-0.198,-0.014,-0.778,-1.047,-0.687,0.776,-0.269,-0.42,1.0
0.154,0.237,0.379,0.344,-0.428,0.51,0.084,-0.588,0.164,0.112,0.085,1.351,-0.005,-0.348,-1.215,-0.239,-0.502,0.555,-0.398,-0.381,1.0
0.488,0.307,0.193,0.781,0.047,0.535,0.324,-1.105,-0.212,0.045,-0.016,0.872,-0.164,-0.053,-1.358,-0.354,-0.718,0.568,-0.41,-0.639,1.0
0.024,-0.028,-0.157,0.71,-0.475,0.344,0.425,-0.891,-0.187,-0.108,-0.234,0.762,0.073,-0.256,-1.106,-0.053,-0.541,0.321,-0.441,-0.453,1.0
0.529,0.339,0.074,0.564,-0.138,0.25,0.318,-1.02,0.186,0.122,-0.136,0.861,-0.219,-0.097,-0.986,-0.732,-0.72,0.782,-0.229,-0.348,1.0
0.515,0.223,0.348,0.698,-0.121,0.294,0.295,-0.864,-0.026,0.197,0.154,0.814,-0.162,0.051,-1.467,-0.642,-0.965,0.708,-0.604,-0.614,1.0
0.22,0.285,0.354,0.362,-0.364,0.644,0.156,-0.374,-0.262,0.117,0.148,0.865,0.02,-0.151,-0.97,-0.678,-0.582,0.488,-0.083,-0.26,1.0
-0.365,0.291,-0.119,0.504,-0.533,0.665,0.065,-0.584,0.071,-0.067,-0.119,1.117,-0.314,-0.408,-0.939,-0.006,-0.494,0.142,-0.1,-0.22,1.0
0.22,0.354,-0.088,0.653,-0.326,0.56,0.221,-0.688,-0.044,0.043,-0.121,0.947,-0.272,-0.146,-0.977,-0.42,-0.515,0.398,-0.194,-0.381,1.0
-0.256,0.006,0.155,0.384,-0.157,0.566,0.004,-0.617,-0.155,0.061,0.153,1.098,-0.013,-0.05,-1.149,-0.272,-0.722,0.126,-0.284,-0.27,1.0
0.887,0.379,0.567,0.643,0.28,0.245,0.18,-1.015,-0.641,0.098,0.258,0.962,-0.164,0.382,-1.394,-0.971,-0.858,0.837,-0.464,-0.497,1.0
0.101,0.319,0.141,0.599,-0.358,0.695,0.025,-0.251,-0.045,0.114,0.031,1.06,-0.327,-0.185,-0.82,-0.385,-0.57,0.29,-0.344,-0.319,1.0
0.934,0.376,0.068,0.881,0.127,0.141,0.396,-1.036,-0.546,-0.07,0.088,0.809,-0.124,0.39,-1.601,-0.791,-1.144,0.775,-0.871,-0.828,1.0
0.064,0.138,0.096,0.725,-0.627,0.72,0.232,-0.618,0.169,0.034,-0.187,0.725,0.067,-0.364,-1.37,0.061,-0.671,0.461,-0.452,-0.674,1.0
0.161,0.199,0.182,0.585,-0.195,0.667,0.149,-0.599,-0.368,-0.037,-0.009,1.052,-0.14,-0.026,-1.153,-0.099,-0.647,0.157,-0.359,-0.445,1.0
0.575,0.315,0.177,0.848,-0.166,0.5,0.163,-0.69,-0.093,-0.069,0.072,0.864,-0.303,-0.138,-1.051,-0.689,-0.721,0.686,-0.457,-0.657,1.0
-0.248,0.287,0.353,0.377,-0.368,0.778,0.062,-0.293,-0.034,0.194,0.219,1.19,-0.067,-0.173,-1.138,-0.42,-0.614,0.218,-0.257,-0.244,1.0
0.781,0.535,0.054,0.709,-0.141,0.338,0.412,-1.03,-0.135,-0.067,0.086,0.664,-0.191,-0.069,-1.262,-0.982,-0.691,1.173,-0.468,-0.565,1.0
0.29,-0.001,-0.256,0.615,-0.38,0.455,0.169,-0.844,-0.277,-0.099,-0.192,0.959,-0.056,-0.332,-0.947,-0.484,-0.602,0.577,-0.306,-0.368,1.0
0.285,0.244,0.197,0.709,-0.076,0.62,0.21,-0.659,-0.273,-0.035,0.138,0.697,-0.075,0.007,-1.317,-0.55,-0.927,0.334,-0.395,-0.74,1.0
0.796,0.559,0.228,0.859,0.298,0.286,0.356,-1.049,-0.232,0.195,0.207,0.914,-0.048,0.304,-1.281,-1.114,-0.736,0.961,-0.68,-0.63,1.0
0.561,0.685,-0.168,0.669,-0.512,0.566,0.213,-0.938,0.181,0.125,-0.278,1.029,-0.273,-0.296,-1.107,-0.45,-0.514,0.962,-0.476,-0.606,1.0
0.703,0.596,-0.226,0.495,-0.285,0.234,0.258,-1.005,-0.075,0.306,-0.227,0.859,-0.326,-0.075,-0.999,-0.643,-0.536,0.97,-0.4,-0.227,1.0
0.78,0.483,0.414,0.436,0.314,0.38,0.246,-1.203,-0.323,0.103,0.251,0.953,-0.488,0.33,-1.523,-0.707,-0.921,0.801,-0.494,-0.577,1.0
0.35,0.346,0.036,0.505,-0.213,0.213,0.387,-0.91,-0.15,-0.084,-0.073,0.727,-0.012,-0.211,-0.921,-0.602,-0.681,0.719,-0.14,-0.199,1.0
-0.198,0.045,0.007,0.298,-0.145,0.842,0.084,-0.501,-0.078,0.122,0.103,1.021,0.204,0.091,-1.274,0.092,-0.755,-0.245,-0.314,-0.389,1.0
0.109,0.695,0.034,0.642,-0.485,0.45,0.265,-0.865,0.176,0.067,-0.072,0.957,-0.461,-0.34,-1.398,-0.508,-0.533,0.796,-0.728,-0.578,1.0
0.603,0.475,0.26,0.747,0.319,0.412,0.277,-0.772,-0.294,0.184,0.157,0.953,-0.107,0.404,-1.324,-0.796,-0.984,0.473,-0.739,-0.584,1.0
0.097,0.447,0.028,0.565,-0.302,0.281,0.161,-0.701,-0.183,-0.028,-0.023,0.908,-0.161,-0.154,-1.15,-0.481,-0.8,0.5,-0.453,-0.347,1.0
0.73,0.68,-0.13,0.891,-0.149,0.367,0.347,-1.405,0.104,0.128,-0.15,0.749,-0.113,-0.13,-1.56,-0.602,-0.72,1.176,-0.759,-0.828,1.0
0.503,0.312,0.252,0.546,-0.041,0.476,0.222,-0.657,0.066,0.314,0.201,1.035,-0.366,0.066,-0.98,-0.712,-0.578,0.593,-0.274,-0.365,1.0
-0.351,0.086,0.368,0.166,-0.674,0.806,0.027,0.216,0.076,-0.089,0.197,1.064,-0.238,-0.274,-0.741,-0.167,-0.672,-0.118,0.154,0.003,1.0
0.335,0.371,-0.188,0.48,-0.37,0.471,0.288,-0.968,0.118,0.224,-0.225,0.875,-0.271,-0.267,-0.911,-0.328,-0.613,0.611,-0.195,-0.263,1.0
0.243,0.24,-0.211,0.602,-0.502,0.382,0.354,-0.742,0.324,0.234,-0.272,0.625,0.11,-0.366,-1.012,-0.156,-0.532,0.459,-0.182,-0.364,1.0
0.484,0.477,0.343,0.607,-0.039,0.32,0.306,-0.644,-0.004,0.133,0.144,0.792,-0.27,0.011,-0.885,-0.565,-0.687,0.606,-0.279,-0.261,1.0
0.586,0.552,0.183,0.861,-0.256,0.513,0.141,-0.737,0.162,0.283,0.266,0.948,-0.343,-0.003,-1.224,-0.594,-0.541,0.696,-0.537,-0.591,1.0
0.924,0.596,0.384,0.726,-0.116,0.399,0.29,-0.897,0.126,0.371,-0.009,0.969,-0.329,-0.092,-1.2,-0.917,-0.536,1.163,-0.65,-0.655,1.0
0.265,0.339,0.197,0.289,-0.135,0.411,0.169,-0.544,-0.139,-0.002,0.152,0.818,-0.115,-0.183,-0.959,-0.897,-0.527,0.721,-0.172,-0.306,1.0
0.348,0.3,0.178,0.431,-0.449,0.41,-0.02,-0.399,-0.071,0.104,-0.018,1.052,-0.204,-0.169,-0.712,-0.358,-0.506,0.477,0.183,-0.061,1.0
0.286,0.315,0.698,0.518,0.268,0.559,0.058,-0.494,-0.523,-0.013,0.536,1.128,-0.23,0.361,-1.503,-0.752,-1.155,0.204,-0.58,-0.609,1.0
0.447,0.321,-0.478,0.815,-0.625,0.382,0.461,-1.053,0.335,0.194,-0.322,0.762,-0.178,-0.417,-1.381,-0.069,-0.54,0.893,-0.718,-0.741,1.0
0.605,0.309,-0.007,0.556,-0.363,0.403,0.573,-0.547,-0.04,0.077,-0.118,0.507,-0.15,-0.158,-1.038,-0.327,-0.608,0.597,-0.312,-0.441,1.0
0.328,0.411,-0.159,0.809,-0.295,0.52,0.273,-0.956,0.115,0.138,-0.12,0.945,-0.46,-0.177,-1.168,-0.638,-0.526,0.676,-0.581,-0.637,1.0
0.575,0.504,0.259,0.785,-0.25,0.478,0.276,-0.775,0.049,0.162,0.184,0.778,-0.356,-0.158,-1.548,-0.916,-0.66,1.079,-0.835,-0.794,1.0
0.13,0.13,-0.397,0.68,-0.552,0.481,0.169,-0.376,-0.137,-0.037,-0.214,0.843,-0.074,-0.307,-0.791,-0.507,-0.543,0.543,-0.249,-0.219,1.0
0.155,0.5,-0.205,0.718,-0.933,0.535,0.28,-0.294,0.339,-0.166,-0.201,0.717,-0.064,-0.676,-1.183,-0.265,-0.514,0.799,-0.508,-0.671,1.0
0.673,0.493,-0.081,0.54,-0.148,0.412,0.335,-0.753,0.019,0.13,-0.142,0.647,-0.259,-0.1,-0.654,-0.843,-0.536,0.867,0.017,-0.159,1.0
-0.189,0.043,-0.031,0.514,-0.594,0.437,-0.119,-0.581,0.102,0.15,-0.075,1.091,-0.094,-0.361,-0.877,-0.132,-0.501,0.226,-0.206,-0.141,1.0
0.425,0.37,-0.11,0.799,-0.251,0.481,0.239,-1.142,-0.119,0.037,-0.2,1.042,-0.049,-0.21,-1.316,-0.363,-0.649,0.795,-0.68,-0.699,1.0
0.521,0.639,0.072,0.782,-0.103,0.417,0.222,-0.582,0.128,0.223,-0.045,0.653,-0.311,-0.133,-1.036,-0.553,-0.795,0.559,-0.384,-0.437,1.0
0.323,0.49,-0.313,0.961,-0.467,0.439,0.193,-1.005,0.325,0.17,-0.291,0.968,-0.114,-0.28,-1.313,-0.344,-0.784,0.777,-0.617,-0.806,1.0
-0.103,0.357,0.056,0.53,-0.391,0.669,0.027,-0.872,0.249,0.014,-0.143,1.187,-0.22,-0.511,-1.198,0.107,-0.538,0.373,-0.432,-0.448,1.0
0.622,0.773,-0.178,0.77,-0.211,0.198,0.324,-1.085,-0.038,0.181,-0.233,0.823,-0.416,-0.006,-1.248,-0.266,-0.668,0.807,-0.479,-0.454,1.0
-0.029,0.139,0.249,0.463,-0.479,1.019,0.059,-0.324,0.11,0.161,0.038,1.049,-0.212,-0.049,-1.072,-0.008,-0.493,-0.067,-0.405,-0.367,1.0
0.732,0.448,0.062,0.871,-0.072,0.462,0.249,-1.168,-0.245,-0.027,-0.11,0.972,-0.294,0.151,-1.328,-0.528,-1.055,0.768,-0.622,-0.651,1.0
0.574,0.52,0.121,0.613,-0.239,0.495,0.224,-0.802,-0.418,0.034,-0.108,0.915,-0.322,-0.001,-1.046,-0.37,-0.77,0.623,-0.2,-0.242,1.0
0.106,0.244,-0.405,0.494,-0.352,0.47,0.099,-0.761,0.016,0.153,-0.354,0.865,-0.159,-0.237,-0.897,-0.027,-0.491,0.15,0.05,-0.172,1.0
0.927,0.52,0.807,0.851,0.581,0.188,0.277,-0.927,-0.546,0.14,0.618,0.9,-0.248,0.584,-1.699,-1.408,-1.225,0.997,-0.831,-0.941,1.0
0.193,0.173,0.258,0.345,-0.099,0.488,0.145,-0.781,-0.301,-0.094,0.033,1.06,-0.053,0.03,-1.064,-0.388,-0.576,0.397,-0.276,-0.36,1.0
0.733,0.404,0.053,0.758,-0.063,0.26,0.105,-0.781,-0.168,0.063,0.058,0.973,-0.364,-0.001,-1.232,-0.704,-0.909,0.781,-0.346,-0.488,1.0
0.506,0.306,0.356,0.501,-0.34,0.633,0.19,-0.624,-0.281,0.095,0.053,0.957,-0.209,0.008,-1.425,-0.49,-0.651,0.4,-0.624,-0.566,1.0
0.153,0.003,0.072,0.475,-0.329,0.311,0.137,-0.756,-0.072,-0.136,-0.225,0.922,-0.195,-0.237,-1.005,-0.153,-0.656,0.333,-0.305,-0.258,1.0
0.171,0.323,0.278,0.583,0.043,0.643,0.221,-0.478,-0.244,0.074,0.247,0.84,-0.255,0.093,-0.87,-0.454,-0.739,0.219,-0.07,-0.346,1.0
0.458,0.361,0.271,0.693,0.001,0.238,0.104,-0.837,0.009,0.23,0.083,1.088,-0.401,-0.019,-1.044,-0.745,-0.632,0.661,-0.346,-0.302,1.0
0.386,0.399,-0.085,0.848,-0.255,0.493,0.32,-0.877,0.059,0.121,-0.181,0.708,-0.235,-0.159,-1.149,-0.56,-0.916,0.802,-0.622,-0.74,1.0
0.878,0.508,-0.167,0.906,-0.144,-0.127,0.302,-1.238,-0.033,0.097,-0.28,0.986,-0.177,-0.124,-1.164,-0.685,-0.546,1.097,-0.668,-0.47,1.0
0.181,0.349,-0.503,0.77,-0.886,0.48,0.241,-0.67,0.191,-0.128,-0.457,0.736,0.017,-0.736,-1.179,-0.182,-0.501,0.668,-0.434,-0.671,1.0
0.856,0.451,0.56,0.77,0.282,0.687,0.246,-0.929,-0.326,0.31,0.379,0.891,-0.108,0.472,-1.606,-0.791,-0.843,0.794,-0.63,-0.859,1.0
0.388,0.42,-0.109,0.682,-0.474,0.611,0.29,-0.757,0.056,0.026,-0.222,0.796,-0.294,-0.192,-1.149,-0.284,-0.733,0.589,-0.459,-0.551,1.0
0.802,0.47,0.27,0.721,-0.082,0.302,0.289,-0.888,0.035,0.193,-0.028,0.634,-0.434,-0.037,-1.238,-0.96,-0.691,0.864,-0.557,-0.542,1.0
-0.458,0.115,-0.268,0.641,-0.626,0.693,-0.04,-0.501,-0.108,-0.098,-0.128,1.135,-0.057,-0.517,-1.01,0.435,-0.562,-0.1,-0.388,-0.402,1.0
0.866,0.386,0.547,0.742,0.314,0.475,0.247,-0.889,-0.505,0.138,0.298,1.102,-0.052,0.429,-1.336,-0.876,-1.056,0.684,-0.42,-0.583,1.0
0.111,0.513,0.082,0.65,0.029,0.338,0.218,-0.88,0.054,0.078,-0.074,0.817,-0.333,-0.051,-1.006,-0.657,-0.685,0.664,-0.449,-0.572,1.0
0.271,0.353,0.041,0.455,-0.804,0.543,0.476,-0.427,0.373,0.218,-0.275,0.597,-0.009,-0.416,-1.009,-0.345,-0.503,0.631,-0.085,-0.366,1.0
-0.066,0.166,0.136,0.396,-0.43,0.928,0.039,-0.841,-0.17,-0.05,0.033,1.096,-0.059,-0.269,-1.348,-0.02,-0.604,0.279,-0.366,-0.535,1.0
0.503,0.191,-0.14,0.685,0.11,0.156,0.283,-1.077,0.158,0.23,-0.159,0.98,-0.105,0.007,-1.2,-0.458,-0.642,0.491,-0.437,-0.582,1.0
-0.398,0.075,0.329,0.671,-0.496,0.636,0.038,-0.39,-0.079,-0.056,0.054,1.181,-0.163,-0.275,-0.961,-0.023,-0.722,-0.084,-0.298,-0.366,1.0
0.447,0.451,0.131,0.843,-0.424,0.511,0.358,-0.473,0.218,0.027,0.028,0.704,-0.369,-0.184,-1.24,-0.691,-0.722,0.767,-0.59,-0.62,1.0
0.382,0.396,-0.001,0.988,-0.716,0.645,0.282,-0.941,0.082,-0.076,-0.126,0.932,-0.069,-0.321,-1.541,-0.274,-0.793,0.669,-0.759,-0.758,1.0
-0.162,0.063,-0.01,0.466,-0.506,0.757,0.122,-0.592,0.179,0.158,-0.119,1.093,-0.079,-0.354,-1.236,-0.016,-0.517,0.072,-0.495,-0.679,1.0
0.86,0.33,0.896,0.85,0.478,0.383,0.14,-1.346,-0.711,0.128,0.475,1.065,0.074,0.576,-1.731,-0.835,-1.178,0.675,-0.837,-0.78,1.0
0.162,0.195,-0.262,0.342,-0.359,0.387,0.107,-0.428,0.058,0.181,-0.153,0.88,-0.067,-0.054,-0.412,-0.416,-0.653,0.395,0.135,0.094,1.0
0.834,0.482,-0.006,0.816,-0.221,0.416,0.264,-0.728,-0.336,-0.057,-0.035,0.905,-0.255,-0.066,-1.181,-0.902,-0.712,0.88,-0.522,-0.661,1.0
0.292,0.345,0.102,0.427,-0.398,0.578,0.299,-0.536,-0.193,0.133,0.052,0.828,-0.144,-0.008,-0.794,-0.572,-0.617,0.406,0.03,-0.255,1.0
-0.215,0.106,0.403,0.229,-0.22,0.9,0.005,-0.09,0.018,0.045,0.288,0.814,-0.129,-0.083,-0.862,-0.34,-0.502,-0.201,-0.161,-0.295,1.0
-0.246,0.11,-0.023,0.394,-0.488,0.761,0.162,-0.371,-0.071,0.041,-0.056,0.983,0.045,-0.216,-0.841,-0.079,-0.678,-0.074,-0.084,-0.194,1.0
0.353,0.253,0.044,0.61,0.046,0.544,0.029,-1.002,-0.219,0.224,0.054,1.088,-0.13,0.207,-1.295,-0.439,-0.893,0.289,-0.539,-0.414,1.0
0.23,0.347,0.265,0.586,-0.228,0.487,0.155,-0.895,0.075,0.078,0.075,0.877,-0.296,-0.198,-1.444,-0.494,-0.555,0.624,-0.616,-0.669,1.0
0.213,0.179,-0.625,0.691,-0.642,0.668,0.475,-0.431,0.235,-0.007,-0.501,0.541,-0.102,-0.413,-0.767,-0.206,-0.626,0.536,-0.094,-0.361,1.0
0.427,0.1,0.228,0.641,-0.064,0.618,0.125,-0.984,-0.14,-0.048,0.104,1.133,-0.088,-0.083,-1.419,-0.277,-0.816,0.359,-0.473,-0.515,1.0
0.812,0.466,0.048,0.969,-0.05,0.424,0.392,-1.023,0.131,0.025,-0.07,0.885,-0.078,-0.224,-1.39,-1.013,-0.708,1.178,-0.687,-0.968,1.0
0.728,0.673,0.17,0.646,-0.067,0.447,0.3,-1.102,-0.094,0.384,0.105,1.069,-0.387,0.137,-1.511,-0.499,-0.641,0.876,-0.659,-0.731,1.0
-0.281,0.136,-0.059,0.496,-0.777,0.698,0.053,-0.243,0.236,-0.027,-0.189,1.109,0.124,-0.537,-0.892,0.038,-0.506,0.186,-0.317,-0.394,1.0
0.37,0.078,0.072,0.404,-0.22,0.593,0.144,-0.614,-0.067,0.011,-0.073,1.045,-0.007,-0.031,-1.158,-0.086,-0.588,0.245,-0.304,-0.185,1.0
0.304,0.156,0.216,0.663,-0.37,0.672,0.234,-1.031,0.09,0.24,-0.065,0.936,-0.124,-0.024,-1.389,-0.185,-0.717,0.428,-0.786,-0.672,1.0
0.523,0.323,0.16,0.605,0.194,0.322,0.292,-0.982,-0.257,0.245,0.187,0.866,-0.175,0.251,-1.253,-0.845,-0.824,0.675,-0.333,-0.395,1.0
0.866,0.527,-0.258,0.951,-0.183,0.325,0.423,-1.164,0.088,0.266,-0.317,0.717,-0.257,-0.131,-1.229,-0.5,-0.472,0.958,-0.676,-0.712,1.0
0.399,0.495,-0.605,0.757,-0.723,0.409,0.544,-0.87,0.386,0.13,-0.488,0.744,-0.188,-0.527,-1.137,-0.125,-0.573,0.854,-0.4,-0.575,1.0
0.299,0.357,0.362,0.634,-0.161,0.464,0.223,-0.692,-0.307,-0.166,0.023,0.78,-0.236,-0.035,-1.341,-0.289,-0.911,0.365,-0.431,-0.513,1.0
0.403,0.106,0.146,0.671,-0.235,0.609,0.068,-0.65,-0.322,-0.054,-0.037,1.067,-0.171,0.123,-1.235,-0.32,-1.002,0.304,-0.356,-0.47,1.0
0.652,0.281,0.161,0.688,-0.107,0.612,0.383,-1.163,0.093,0.359,0.048,0.912,-0.269,0.138,-1.557,-0.299,-0.686,0.674,-0.567,-0.601,1.0
0.38,0.412,-0.225,0.697,-0.565,0.325,0.273,-0.789,0.215,0.072,-0.338,0.831,-0.242,-0.417,-0.766,-0.247,-0.524,0.551,-0.139,-0.167,1.0
0.071,0.12,0.208,0.629,-0.445,0.756,0.257,-0.523,-0.128,-0.029,0.101,0.979,-0.032,-0.172,-1.242,-0.439,-0.666,0.208,-0.476,-0.558,1.0
0.391,0.488,0.5,0.733,0.408,0.333,0.106,-0.786,-0.32,0.059,0.431,1.142,-0.113,0.192,-1.31,-0.806,-0.874,0.586,-0.505,-0.598,1.0
0.274,0.267,0.089,0.596,-0.465,0.57,0.403,-0.804,0.192,0.187,-0.195,0.958,-0.211,-0.333,-1.162,-0.145,-0.513,0.444,-0.345,-0.531,1.0
-0.095,0.13,-0.12,0.38,-0.543,0.873,0.149,-0.691,-0.014,-0.004,0.007,1.134,-0.213,-0.17,-0.955,-0.058,-0.72,0.076,0.078,-0.285,1.0
0.596,0.319,0.298,0.554,0.168,0.463,0.224,-1.003,-0.486,-0.015,0.179,0.945,0.016,0.248,-1.456,-0.292,-0.912,0.409,-0.532,-0.412,1.0
0.227,0.245,0.115,0.557,-0.276,0.597,0.328,-0.675,-0.007,0.133,0.011,0.668,-0.087,-0.059,-1.231,-0.223,-0.564,0.285,-0.337,-0.436,1.0
0.319,0.341,-0.352,0.633,-0.804,0.691,0.3,-0.652,0.065,-0.114,-0.378,0.812,-0.044,-0.498,-0.928,-0.391,-0.48,0.618,-0.254,-0.493,1.0
0.254,0.358,-0.098,0.516,-0.384,0.64,0.423,-0.729,0.023,0.056,-0.113,0.667,-0.02,-0.181,-1.047,-0.26,-0.559,0.526,-0.35,-0.392,1.0
