Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y,x12,x13,x14,x15,x16,x17,x18,x19,x20
152,1.231,0.714,-0.401,1.839,-3.939,1.288,1.437,-0.956,4.196,1.098,0.902,0.0,0.186,1.98,1.334,1.757,-1.916,2.123,-0.252,1.135,0.85
153,1.235,1.115,-1.482,1.407,-4.308,1.517,0.573,-1.055,2.733,0.863,1.404,0.0,0.139,1.405,1.715,3.048,-1.329,1.041,-0.618,0.986,0.75
154,1.05,0.711,0.666,2.008,-3.522,0.951,1.589,-1.084,4.498,0.444,0.795,0.0,0.089,2.132,1.172,1.624,-1.07,2.364,-0.257,0.732,0.892
155,1.423,0.716,-0.574,1.775,-2.949,1.143,1.334,-0.993,4.258,0.779,1.063,0.0,0.242,2.235,0.768,2.11,-2.021,2.106,-0.036,1.338,0.695
156,1.152,0.815,-1.167,1.589,-4.486,1.64,0.567,-1.073,4.022,0.299,1.221,0.0,-0.199,1.816,2.039,2.873,-0.734,1.506,-0.893,0.8,0.738
157,1.443,0.855,-0.276,1.81,-3.331,1.118,1.041,-0.953,3.941,0.397,1.058,0.0,0.37,2.05,1.18,2.328,-1.396,1.905,-0.317,0.962,0.925
158,1.372,0.786,-0.471,1.592,-4.033,1.548,1.212,-0.961,3.543,0.484,0.735,0.0,0.337,1.805,1.417,1.708,-1.608,1.791,-0.815,0.803,0.96
159,1.493,0.908,-1.515,1.473,-4.247,1.665,0.908,-1.131,3.731,0.118,1.26,0.0,-0.139,1.693,1.953,2.95,-1.397,1.72,-1.207,0.781,0.992
160,1.306,1.189,-1.133,1.557,-3.043,1.052,0.361,-0.863,3.44,0.623,1.13,0.0,0.163,1.627,0.843,3.771,-0.532,0.951,-0.211,0.773,0.754
161,0.925,1.004,-0.67,1.708,-4.257,1.65,1.004,-0.932,3.937,0.091,0.94,0.0,-0.089,1.756,1.918,2.888,-0.616,1.688,-1.103,0.663,0.73
162,1.038,0.839,0.322,1.817,-3.682,1.05,1.094,-0.918,3.872,0.978,0.714,0.0,0.207,1.957,1.169,1.526,-1.262,2.215,-0.318,0.806,0.693
163,0.888,0.941,-0.305,1.526,-3.355,1.062,0.953,-0.796,4.034,0.673,0.795,0.0,0.155,1.818,0.9,2.576,-0.513,1.768,-0.327,0.554,0.804
164,1.044,0.869,-0.887,1.766,-4.576,1.658,0.889,-1.197,4.457,0.728,1.241,0.0,-0.083,1.756,1.736,2.992,-0.637,1.673,-0.75,0.863,0.975
165,1.151,1.165,-1.413,1.702,-4.581,1.694,0.712,-1.086,3.902,0.802,1.267,0.0,0.165,1.801,1.681,3.335,-1.387,1.503,-0.927,1.249,0.635
166,0.995,0.789,0.965,1.642,-2.743,0.783,1.593,-0.879,4.164,0.389,0.557,0.0,0.098,2.031,0.619,1.436,-0.688,2.434,-0.373,0.508,0.83
167,1.196,0.791,-0.81,1.802,-3.578,1.475,1.076,-1.366,3.73,0.599,1.113,0.0,0.149,1.837,0.96,2.67,-1.406,1.714,-0.658,1.013,0.897
168,1.261,0.989,-0.651,1.48,-4.689,1.649,0.709,-1.225,2.742,0.667,0.876,0.0,0.202,1.315,2.008,1.767,-1.296,1.649,-0.901,0.828,0.591
169,1.373,0.95,-0.22,1.557,-3.91,1.477,0.937,-1.062,3.692,0.409,1.202,0.0,-0.122,2.098,1.602,1.992,-0.932,1.913,-0.831,0.729,0.61
170,0.994,0.696,0.763,1.834,-3.314,0.522,1.39,-0.927,4.284,0.805,0.951,0.0,0.1,2.211,0.809,2.088,-0.717,2.242,-0.005,0.599,0.744
171,0.87,0.645,0.642,1.867,-3.246,1.065,1.356,-1.079,4.2,0.175,0.679,0.0,0.278,2.018,1.136,1.576,-0.846,2.426,-0.546,0.639,0.635
172,1.601,0.853,-0.929,1.728,-3.122,1.154,1.06,-1.172,4.162,0.962,1.367,0.0,0.312,2.142,0.424,3.094,-1.529,1.848,-0.015,1.163,0.851
173,1.04,0.886,0.034,1.371,-5.204,1.819,1.233,-1.392,3.282,0.655,0.834,0.0,-0.145,1.66,2.231,1.582,-0.851,1.93,-1.197,0.339,1.044
174,1.288,0.713,-0.735,1.679,-3.96,1.186,1.086,-1.0,4.544,0.655,1.233,0.0,0.061,1.952,1.368,2.695,-1.078,2.12,-0.523,0.955,0.8
175,1.326,0.848,-1.517,1.843,-3.631,1.855,1.259,-1.152,4.495,0.483,1.354,0.0,-0.095,2.163,1.042,3.378,-1.422,1.92,-0.641,0.911,1.079
176,1.434,0.588,-0.344,1.413,-3.81,1.153,1.1,-1.204,2.984,0.468,0.931,0.0,0.184,1.684,1.624,1.4,-1.412,2.03,-0.521,0.732,0.758
177,1.13,0.813,-0.139,1.91,-3.108,1.085,1.035,-0.931,4.514,-0.161,1.11,0.0,0.219,2.326,1.302,2.46,-0.919,2.079,-0.58,0.681,0.792
178,1.579,0.962,-0.487,1.879,-1.998,0.913,1.135,-0.663,3.952,0.016,1.031,0.0,0.606,2.05,0.554,2.3,-2.064,1.814,-0.116,0.754,0.862
179,1.409,0.783,-0.325,1.673,-3.675,1.231,1.194,-1.109,3.772,0.782,0.915,0.0,0.368,2.005,1.193,1.669,-2.002,2.051,-0.573,0.767,1.004
180,1.069,1.041,-0.07,1.92,-3.797,1.396,1.325,-1.074,4.186,-0.002,1.161,0.0,0.091,1.931,1.54,2.237,-1.063,2.019,-0.871,0.579,0.918
181,1.444,0.763,-1.985,1.92,-3.838,1.631,0.864,-1.132,4.717,0.106,1.472,0.0,0.254,1.963,1.856,3.283,-1.922,1.69,-0.786,1.109,0.862
182,1.224,1.146,-0.998,1.704,-4.678,1.324,0.676,-1.6,3.748,1.019,1.475,0.0,0.009,1.913,1.469,3.391,-0.875,1.461,-0.684,0.874,0.847
183,1.4,0.708,-0.988,1.896,-3.947,1.504,0.985,-1.006,4.202,0.303,1.198,0.0,0.43,1.878,1.555,2.471,-1.6,1.957,-0.843,0.911,0.724
184,1.215,1.032,-0.943,1.653,-4.122,1.833,1.26,-1.263,3.838,0.212,0.885,0.0,0.303,1.717,1.684,2.248,-2.034,1.884,-0.951,1.168,0.861
185,1.478,0.764,-1.283,1.561,-3.248,1.038,0.967,-1.099,4.024,0.637,1.372,0.0,0.652,1.987,0.895,2.762,-1.96,1.728,-0.269,1.111,0.807
186,1.103,0.813,0.656,2.036,-3.146,0.82,1.323,-1.237,4.848,0.856,1.281,0.0,-0.172,2.276,0.713,2.16,-0.664,2.159,-0.266,0.598,0.78
187,1.149,0.831,-0.163,1.723,-4.532,1.38,1.209,-1.303,3.599,0.763,0.862,0.0,0.179,1.756,1.504,1.695,-1.52,2.018,-0.753,0.927,0.815
188,1.361,0.927,-0.292,1.502,-2.702,0.689,0.987,-0.96,3.915,1.06,1.237,0.0,0.239,2.092,0.387,2.692,-1.157,1.731,0.285,0.854,0.937
189,0.759,0.841,0.554,1.906,-4.692,1.113,1.11,-1.232,4.804,1.157,0.906,0.0,0.292,2.215,1.525,2.073,-0.986,2.175,-0.575,0.684,0.772
190,1.3,1.022,-0.751,1.872,-3.63,1.045,1.084,-1.098,4.463,0.781,1.312,0.0,0.053,2.179,0.761,3.122,-0.995,1.834,-0.378,0.891,0.815
191,1.236,1.022,-0.561,1.628,-3.332,1.323,0.884,-0.924,3.655,0.175,1.252,0.0,-0.216,1.964,1.257,3.045,-0.414,1.624,-0.703,0.579,0.853
192,1.359,0.809,-0.63,1.672,-3.812,1.22,1.353,-1.32,4.456,0.425,1.251,0.0,0.025,2.051,1.249,2.647,-1.346,1.984,-0.501,0.702,1.036
193,1.147,0.72,-0.74,2.241,-4.3,1.427,1.226,-1.268,5.088,0.345,1.131,0.0,-0.399,2.01,1.524,3.162,-0.428,1.958,-0.98,0.449,0.89
194,0.915,0.79,0.313,1.827,-3.875,1.465,1.105,-1.144,4.677,0.543,1.055,0.0,0.027,2.261,1.525,2.333,-0.754,1.92,-0.729,0.635,0.9
195,0.938,0.909,-0.199,1.477,-4.346,1.324,0.899,-1.177,3.084,0.806,0.797,0.0,0.297,1.537,1.444,1.979,-1.181,1.746,-0.667,0.842,0.683
196,1.399,0.82,-0.561,2.003,-3.029,1.155,1.302,-1.07,4.895,0.994,1.107,0.0,0.461,2.336,0.16,2.701,-1.745,2.136,-0.152,1.276,0.794
197,1.161,0.866,0.284,1.565,-3.502,1.224,1.123,-1.076,3.993,0.452,0.96,0.0,0.078,2.093,1.272,1.94,-1.017,2.041,-0.53,0.803,0.635
198,1.454,1.059,-1.828,1.534,-3.732,1.585,0.317,-1.093,3.036,0.391,1.382,0.0,0.233,1.691,1.463,3.746,-1.016,0.874,-0.731,0.731,1.012
199,1.038,0.895,0.201,1.775,-3.564,1.057,1.046,-0.976,4.598,0.35,0.781,0.0,0.326,1.995,1.267,2.182,-0.922,1.921,-0.459,0.686,0.916
200,1.133,0.999,-0.128,1.892,-3.74,1.195,1.101,-1.047,4.019,0.466,1.039,0.0,0.011,1.788,1.441,2.35,-0.91,2.047,-0.572,0.664,0.777
201,1.225,0.908,-0.243,1.693,-3.425,1.279,1.145,-1.177,3.905,1.117,1.103,0.0,0.53,2.068,0.663,2.221,-1.512,1.838,-0.213,1.252,0.822
202,1.124,0.713,1.498,2.116,-2.632,0.453,1.815,-0.862,5.067,0.503,0.598,0.0,0.278,2.272,0.505,1.137,-0.942,2.701,0.1,0.555,0.55
203,1.132,0.942,-1.253,1.611,-3.705,1.436,0.695,-0.836,3.811,0.558,1.305,0.0,0.075,1.755,1.246,3.436,-1.116,1.274,-0.584,0.748,0.933
204,1.054,1.093,0.702,1.451,-3.137,0.721,1.009,-0.973,3.296,1.008,1.002,0.0,0.08,1.86,0.913,1.701,-0.894,1.919,-0.072,0.72,0.82
205,1.205,0.789,-0.407,1.666,-3.623,1.029,1.051,-1.099,3.89,0.312,1.173,0.0,-0.244,1.859,1.389,2.604,-0.581,1.951,-0.568,0.511,0.809
206,0.983,0.896,-0.134,1.896,-3.867,0.971,0.852,-1.225,4.094,1.147,1.32,0.0,0.252,2.028,1.017,3.124,-0.764,1.52,-0.227,0.435,1.038
207,1.398,0.802,-0.834,2.028,-4.634,1.816,1.152,-1.321,4.614,0.683,1.161,0.0,0.078,2.088,1.629,2.235,-1.7,2.068,-0.801,1.033,1.041
208,1.316,0.945,-0.185,1.823,-3.51,1.096,1.015,-0.977,4.406,0.404,1.25,0.0,-0.153,2.054,1.122,2.703,-0.752,1.905,-0.466,0.411,1.021
209,1.105,1.187,-1.806,1.443,-5.09,2.016,0.781,-1.133,3.944,0.476,1.347,0.0,0.043,1.751,2.16,3.743,-1.039,1.4,-1.223,0.83,0.97
210,0.967,0.811,0.794,1.773,-2.906,0.66,1.246,-0.937,4.478,0.174,0.866,0.0,-0.193,2.063,1.056,1.777,-0.494,2.176,-0.216,0.511,0.713
211,1.305,0.807,-1.136,1.892,-4.634,1.931,0.541,-1.132,3.948,0.186,1.175,0.0,-0.47,1.789,2.271,3.03,-0.399,1.374,-1.265,0.606,0.799
212,1.292,0.831,-1.376,1.648,-4.684,1.731,0.832,-0.858,3.654,0.952,1.4,0.0,0.462,1.766,1.552,2.951,-1.69,1.454,-0.683,1.28,0.803
213,1.476,1.019,-2.017,1.743,-4.198,1.653,0.762,-1.137,4.122,0.802,1.438,0.0,0.196,1.801,1.343,3.795,-1.59,1.323,-0.483,1.09,1.012
214,1.34,0.96,-0.516,1.974,-3.451,1.083,0.99,-1.14,4.203,0.892,1.248,0.0,0.861,2.059,1.049,2.568,-1.945,1.942,-0.251,1.329,0.691
215,1.01,0.588,0.073,2.035,-3.645,1.187,1.342,-0.943,4.973,0.657,1.072,0.0,-0.282,2.179,1.21,2.197,-0.632,2.248,-0.345,0.718,0.871
216,1.037,0.698,-0.608,1.696,-4.077,1.503,1.211,-1.112,4.108,0.296,0.962,0.0,0.073,1.915,1.51,2.431,-1.14,2.0,-0.752,0.797,0.992
217,1.002,1.302,-0.247,1.783,-4.547,1.101,0.964,-1.179,3.543,0.932,1.344,0.0,0.066,1.779,1.593,3.171,-0.59,1.394,-0.497,0.46,0.94
218,1.216,0.885,-1.116,1.934,-3.965,1.344,1.03,-0.913,4.433,0.819,1.145,0.0,0.207,1.999,1.199,3.175,-1.469,1.743,-0.454,1.049,0.869
219,1.268,1.045,-0.758,1.527,-3.817,1.611,0.769,-1.146,3.754,0.253,1.075,0.0,0.094,1.91,1.8,2.739,-0.729,1.571,-1.079,0.669,0.836
220,1.341,0.88,-0.619,1.755,-3.551,1.29,1.088,-1.089,4.092,0.397,1.3,0.0,0.162,2.058,0.893,3.07,-1.059,1.757,-0.466,0.953,0.851
221,1.185,0.897,-0.031,1.88,-2.94,0.969,1.077,-0.814,4.707,0.567,1.296,0.0,0.014,2.159,0.523,3.069,-0.567,2.004,-0.19,0.728,0.809
222,1.106,0.774,-0.254,2.04,-4.731,1.477,1.262,-1.123,4.438,0.37,1.214,0.0,-0.698,1.882,1.825,2.813,-0.166,1.943,-0.975,0.504,0.789
223,1.266,0.857,-0.494,1.742,-4.185,1.383,1.208,-1.202,4.011,0.73,1.135,0.0,0.059,2.108,1.264,2.648,-1.03,1.974,-0.591,0.798,1.091
224,1.57,0.806,-0.903,1.782,-3.85,1.254,1.199,-1.066,4.429,0.527,1.189,0.0,0.066,2.055,1.102,2.773,-1.377,1.723,-0.701,0.744,0.896
225,1.001,0.897,-0.286,1.617,-3.515,0.953,1.187,-1.044,4.429,0.455,1.05,0.0,0.043,2.2,1.065,3.219,-0.448,1.95,-0.422,0.422,1.052
226,1.478,0.714,-1.658,1.621,-3.335,1.656,0.936,-0.77,4.337,0.018,1.302,0.0,0.086,1.874,1.236,3.237,-1.471,1.648,-0.836,0.808,0.736
227,1.082,0.869,-0.066,1.629,-3.981,1.238,1.029,-1.151,3.458,0.737,1.175,0.0,0.184,2.111,1.319,2.185,-0.837,1.82,-0.607,0.772,0.641
228,0.94,0.973,0.211,1.599,-3.353,1.067,1.115,-1.031,4.126,0.267,0.804,0.0,-0.113,1.979,1.199,2.572,-0.297,2.022,-0.567,0.414,0.928
229,1.393,1.095,-1.697,1.736,-4.449,2.108,0.799,-1.348,3.343,0.655,1.224,0.0,0.341,1.65,1.642,2.55,-2.313,1.587,-0.874,1.317,0.984
230,1.286,0.697,-0.963,1.862,-4.513,1.76,1.036,-1.235,4.051,-0.503,0.858,0.0,0.07,2.013,2.465,2.415,-1.246,1.761,-1.277,0.499,0.886
231,1.035,0.828,-0.299,1.865,-4.64,1.454,1.287,-1.322,3.801,0.295,0.932,0.0,0.294,1.705,2.295,1.904,-1.602,1.949,-0.743,1.018,0.857
232,1.187,1.126,-0.59,1.717,-3.271,0.936,0.834,-1.102,3.96,0.404,0.958,0.0,0.028,1.859,1.163,3.283,-0.856,1.471,-0.306,0.563,1.038
233,1.239,0.871,-0.564,1.918,-3.408,1.238,1.13,-0.97,4.524,0.457,1.381,0.0,-0.124,2.21,0.985,3.001,-0.841,1.786,-0.486,0.627,1.041
234,1.347,0.709,-1.277,1.737,-4.792,1.868,1.008,-1.084,4.003,0.405,1.372,0.0,0.115,2.0,1.933,2.917,-1.328,1.701,-0.941,1.074,0.783
235,1.381,0.859,-1.38,1.715,-3.548,1.589,1.227,-1.111,3.91,0.333,1.16,0.0,0.486,2.084,1.26,2.487,-2.345,1.895,-0.536,1.348,0.692
236,0.63,0.748,0.894,1.862,-3.543,0.714,1.328,-1.035,4.232,0.997,0.708,0.0,-0.098,2.191,0.947,2.016,-0.575,2.268,-0.241,0.346,1.002
237,1.07,0.894,-0.376,2.199,-5.409,2.144,1.229,-1.366,5.073,0.101,1.102,0.0,-0.715,1.812,2.555,2.388,-0.248,2.274,-1.536,0.516,0.879
238,0.953,0.772,0.591,1.884,-3.893,0.802,1.162,-1.301,3.769,0.507,0.719,0.0,0.253,1.992,1.577,1.503,-0.963,2.251,-0.419,0.548,0.744
239,1.362,0.759,-1.02,1.939,-3.354,1.059,1.133,-1.196,4.615,0.906,1.549,0.0,0.29,2.101,0.765,3.047,-1.606,1.995,-0.257,1.053,1.094
240,1.561,0.923,-0.965,1.472,-3.702,1.245,1.141,-1.314,4.177,0.752,1.151,0.0,0.601,1.968,1.218,2.635,-2.232,1.808,-0.422,0.962,0.868
241,1.161,0.857,-0.561,1.659,-4.597,1.49,1.133,-1.299,3.813,0.942,1.17,0.0,0.211,1.931,1.536,2.233,-1.587,1.848,-0.728,0.971,0.765
242,1.422,0.559,-1.033,1.433,-4.398,1.393,1.112,-1.27,3.508,0.713,0.998,0.0,0.593,1.97,1.642,2.013,-1.861,1.88,-0.579,0.998,0.764
243,1.281,0.905,0.088,1.961,-3.695,0.607,1.198,-1.003,4.81,0.977,1.351,0.0,-0.042,2.179,0.928,3.065,-0.555,1.901,-0.14,0.525,0.835
244,0.603,0.847,1.299,1.784,-3.649,1.043,1.415,-1.114,3.836,0.355,0.485,0.0,-0.08,2.056,1.496,1.323,-0.392,2.255,-0.631,0.176,0.783
245,1.17,0.819,-1.551,1.736,-4.205,1.749,0.785,-1.122,4.358,0.453,1.151,0.0,0.399,2.011,1.793,3.516,-1.419,1.561,-0.986,0.953,0.751
246,1.395,0.605,-0.312,2.113,-3.448,1.167,0.943,-1.133,5.064,0.639,1.312,0.0,-0.058,2.3,0.895,2.644,-1.053,1.93,-0.403,0.691,0.905
247,1.038,0.686,-0.935,2.022,-4.145,1.768,1.145,-1.052,4.38,0.307,1.008,0.0,0.025,1.825,1.783,2.281,-1.566,1.893,-0.834,0.911,0.769
248,1.268,1.019,-0.013,1.726,-4.022,1.424,1.244,-1.211,4.166,0.665,0.723,0.0,0.263,2.18,1.189,1.963,-1.031,2.182,-0.521,0.89,0.766
249,1.29,1.197,-1.497,1.875,-3.966,1.731,0.653,-1.06,4.185,0.533,1.56,0.0,0.08,1.852,1.367,3.957,-0.846,1.348,-0.699,0.739,1.162
250,1.065,0.921,-0.778,1.735,-5.051,1.389,1.118,-1.235,3.475,1.318,1.126,0.0,0.251,1.86,1.588,2.57,-1.59,1.72,-0.615,0.834,0.974
251,1.294,0.964,-0.716,1.629,-3.278,0.972,1.047,-1.026,3.805,0.855,1.489,0.0,0.053,1.827,0.503,3.331,-0.882,1.655,-0.215,1.028,0.684
252,1.252,0.741,-0.655,1.938,-3.385,1.219,0.767,-0.995,3.895,0.41,1.209,0.0,0.031,1.972,1.374,2.894,-0.741,1.75,-0.494,0.61,0.906
253,1.307,0.863,-0.64,1.709,-3.688,1.33,1.24,-1.213,4.29,0.656,1.075,0.0,0.489,2.103,0.886,2.099,-2.088,1.925,-0.394,1.218,0.978
254,1.175,0.66,-0.147,1.632,-4.566,1.388,1.454,-0.991,4.208,0.54,0.768,0.0,0.222,1.92,1.517,1.502,-1.556,2.451,-0.707,0.989,0.721
255,1.329,1.037,-1.417,1.416,-3.895,1.16,0.686,-1.125,3.415,0.625,1.16,0.0,0.476,1.552,1.346,3.286,-1.673,1.469,-0.447,0.924,0.811
256,1.379,0.599,-0.4,1.95,-3.569,1.4,1.399,-1.019,4.284,0.55,1.162,0.0,-0.242,1.892,1.129,2.126,-1.15,1.992,-0.543,0.767,1.118
257,1.097,0.986,0.543,2.129,-3.842,1.191,1.356,-0.909,5.298,0.684,0.887,0.0,0.155,2.152,1.323,2.047,-0.964,2.201,-0.354,0.476,1.003
258,0.599,0.693,1.224,1.738,-5.002,0.955,1.648,-1.273,3.67,1.168,0.935,0.0,-0.569,1.939,1.515,1.525,-0.153,2.42,-0.581,0.117,1.024
259,1.288,0.779,0.111,1.82,-3.659,1.245,1.302,-1.049,4.53,0.76,1.264,0.0,0.059,2.284,1.028,2.348,-1.079,2.112,-0.428,0.642,1.132
260,1.398,1.172,-0.937,1.434,-3.568,1.181,0.375,-0.76,3.129,0.218,1.141,0.0,0.09,1.811,1.548,3.227,-1.129,1.082,-0.614,0.829,0.571
261,0.956,0.803,-0.155,1.637,-4.411,1.547,1.026,-1.234,4.248,0.07,0.983,0.0,-0.66,1.97,2.068,2.561,-0.264,1.878,-1.06,0.455,0.886
262,1.156,0.892,-0.889,1.64,-4.56,1.572,0.953,-1.135,3.952,0.22,1.207,0.0,0.155,1.842,2.052,2.849,-1.195,1.719,-0.994,0.888,0.797
263,0.959,0.863,-0.017,1.668,-4.669,1.421,1.132,-1.305,3.61,0.602,1.11,0.0,-0.247,1.806,1.974,2.269,-0.486,1.914,-0.931,0.683,0.781
264,1.058,0.774,-0.526,1.549,-3.585,1.368,0.986,-1.045,3.941,0.77,1.09,0.0,0.276,2.011,1.394,2.07,-1.293,1.883,-0.481,0.894,0.804
265,1.203,0.937,-1.077,1.922,-5.352,1.927,1.004,-1.346,4.296,1.132,1.266,0.0,0.19,2.045,1.72,3.039,-1.465,1.816,-0.915,1.187,0.857
266,1.078,0.891,-0.346,1.616,-3.385,0.86,0.727,-0.964,3.622,0.608,1.33,0.0,-0.073,1.927,1.026,3.045,-0.43,1.339,-0.382,0.635,0.922
267,0.849,1.015,0.113,1.72,-3.831,1.21,0.938,-0.936,3.845,0.356,0.952,0.0,0.206,1.893,1.507,2.401,-0.882,1.885,-0.625,0.883,0.701
268,1.115,0.637,-0.559,1.947,-5.484,1.839,1.528,-1.327,4.701,0.753,1.077,0.0,-0.569,1.893,1.846,2.328,-0.744,2.4,-1.267,0.484,0.936
269,1.443,0.663,-1.598,1.595,-4.922,1.956,1.119,-1.073,3.964,0.551,1.245,0.0,-0.001,2.019,1.997,2.59,-1.686,1.884,-0.998,0.934,1.017
270,1.027,0.813,0.251,1.764,-3.884,0.981,1.111,-1.208,4.041,0.66,1.166,0.0,-0.408,2.132,1.211,2.373,-0.318,1.826,-0.432,0.308,0.874
271,1.029,0.687,0.302,1.817,-3.876,1.138,1.64,-1.076,4.533,0.691,1.002,0.0,-0.165,2.128,1.081,1.802,-0.713,2.367,-0.49,0.336,1.016
272,1.226,0.982,-0.66,1.91,-4.688,1.704,0.902,-1.097,4.391,0.748,1.34,0.0,-0.213,1.951,1.801,2.946,-0.843,1.804,-0.867,0.605,1.128
273,1.241,0.969,-0.813,1.662,-4.529,2.046,1.153,-1.144,3.56,0.454,1.203,0.0,-0.024,1.929,2.057,2.331,-1.175,1.954,-1.017,0.833,0.917
274,1.191,0.836,-0.218,1.96,-4.18,0.939,1.123,-0.997,4.468,0.796,1.266,0.0,-0.045,1.852,1.484,2.93,-0.701,1.846,-0.509,0.551,0.873
275,1.297,1.059,-0.672,1.634,-3.787,0.983,0.677,-1.202,4.07,0.769,1.248,0.0,-0.153,2.005,1.138,3.26,-0.836,1.57,-0.426,0.754,0.841
276,1.265,0.892,-0.202,1.661,-3.146,0.76,1.118,-0.894,4.185,0.382,1.015,0.0,0.432,2.27,1.011,2.842,-1.137,1.819,-0.168,0.84,0.829
277,1.543,0.905,-1.707,1.635,-3.081,1.023,0.894,-0.975,3.658,0.715,1.501,0.0,0.461,2.073,0.58,3.233,-2.331,1.547,-0.09,1.364,0.842
278,1.096,0.569,0.049,1.727,-3.432,1.298,1.464,-1.071,4.502,0.502,1.025,0.0,0.122,2.361,0.866,1.809,-1.341,2.222,-0.36,0.786,1.052
279,1.156,0.812,0.212,1.753,-4.302,1.214,1.064,-1.096,3.834,1.022,0.741,0.0,0.294,1.87,1.497,1.374,-1.531,2.18,-0.652,0.926,0.459
280,1.273,0.595,-0.063,1.702,-4.118,1.175,1.392,-1.097,4.092,1.42,0.928,0.0,0.227,2.07,0.839,1.649,-1.263,2.259,-0.11,0.757,0.98
281,1.665,0.938,-2.074,1.635,-4.009,2.133,0.943,-0.91,3.606,0.042,1.257,0.0,0.05,1.735,1.82,2.774,-2.222,1.796,-0.999,1.162,1.049
282,1.306,0.812,-1.171,1.683,-3.405,1.739,0.994,-1.115,3.817,-0.165,1.084,0.0,0.069,1.987,1.345,2.71,-1.514,1.787,-0.87,0.876,0.872
283,1.539,0.984,-1.369,1.807,-4.004,1.295,0.687,-1.026,3.808,0.765,1.729,0.0,-0.132,1.781,1.279,3.873,-0.437,1.36,-0.688,0.292,1.206
284,0.702,1.089,0.159,1.884,-5.117,1.493,1.145,-1.318,4.201,0.924,1.023,0.0,-0.104,1.913,1.807,2.438,-0.559,1.967,-0.875,0.445,1.074
285,1.495,0.792,-0.109,1.703,-2.942,0.927,1.037,-1.113,4.059,0.073,1.34,0.0,-0.333,2.255,1.008,2.909,-0.409,1.911,-0.247,0.616,0.918
286,0.763,0.743,-0.179,1.708,-4.415,1.396,1.047,-0.968,4.028,1.018,1.175,0.0,-0.131,2.143,1.46,2.462,-0.555,1.811,-0.559,0.792,0.755
287,1.4,1.02,-1.243,1.807,-3.951,1.542,1.012,-1.095,4.301,0.187,1.457,0.0,0.03,2.196,1.674,3.346,-1.378,1.868,-0.817,0.974,0.648
288,1.093,0.86,-0.518,1.67,-4.623,2.082,0.999,-0.927,4.003,0.042,1.193,0.0,-0.661,1.751,2.298,2.407,-0.316,1.795,-1.309,0.572,0.933
289,1.209,0.873,-0.805,2.344,-5.132,2.026,1.499,-1.439,5.294,0.512,1.182,0.0,0.354,1.866,2.026,2.504,-1.878,2.233,-1.01,1.188,0.901
290,1.033,0.864,0.102,1.804,-3.815,1.221,1.198,-0.941,4.185,0.226,1.17,0.0,-0.399,1.836,1.767,2.207,-0.307,1.997,-0.83,0.375,0.922
291,1.212,0.924,-1.636,1.397,-4.963,2.041,1.026,-1.222,3.539,0.586,1.214,0.0,0.323,1.489,2.004,2.572,-1.732,1.789,-1.142,1.286,0.729
292,1.083,0.504,0.792,1.704,-4.112,0.972,1.566,-1.178,3.803,0.673,0.667,0.0,-0.084,1.916,1.548,1.035,-0.83,2.523,-0.571,0.405,0.778
293,1.134,1.015,-0.85,1.865,-4.999,1.977,0.737,-1.206,4.39,-0.066,1.464,0.0,-0.686,1.724,2.649,3.304,-0.12,1.612,-1.597,0.376,1.135
294,1.171,0.96,-0.51,1.731,-4.087,1.558,1.059,-1.118,3.728,0.699,1.027,0.0,-0.112,1.91,1.288,2.449,-1.105,1.708,-0.649,0.588,1.025
295,1.305,0.719,-0.457,1.733,-2.38,1.043,0.91,-0.735,4.066,0.559,1.272,0.0,0.183,2.202,0.512,2.871,-1.342,1.578,0.104,1.218,0.817
296,1.328,1.0,-0.518,1.908,-3.731,1.133,1.045,-1.15,4.168,1.128,1.156,0.0,0.569,2.197,0.801,2.835,-1.319,1.97,-0.32,1.09,0.791
297,1.083,1.317,-1.265,1.504,-4.249,1.832,0.406,-1.142,2.82,0.022,1.093,0.0,0.021,1.619,2.192,3.52,-0.541,1.002,-1.296,0.799,0.716
298,0.813,0.95,0.081,1.649,-4.829,1.782,1.277,-1.116,4.103,0.579,0.708,0.0,-0.127,2.131,1.912,2.12,-0.845,2.079,-1.014,0.463,0.952
299,1.06,0.959,-0.164,1.812,-2.844,0.954,1.159,-0.963,4.55,0.43,0.966,0.0,0.39,2.122,0.772,2.654,-1.222,2.116,-0.161,1.151,0.776
300,1.159,0.975,0.045,1.871,-3.575,0.954,0.755,-0.942,3.911,0.753,1.131,0.0,0.189,1.925,1.002,2.706,-0.667,1.63,-0.309,0.666,0.899
301,1.067,0.911,-0.191,1.67,-3.955,0.952,0.822,-0.97,3.814,0.549,1.136,0.0,-0.237,2.025,1.536,2.883,-0.318,1.648,-0.502,0.544,0.781
302,1.463,0.828,-1.841,1.828,-3.814,1.835,1.08,-0.985,4.189,0.378,1.421,0.0,0.162,1.771,1.388,3.078,-1.898,1.738,-0.706,1.312,0.82
303,0.895,0.721,0.388,1.928,-4.686,1.495,1.413,-1.363,4.284,0.883,0.808,0.0,0.101,2.025,1.596,1.656,-1.059,2.348,-0.798,0.553,0.97
