Unnamed: 0,x0,x1,x2,x3,x4,x5,y,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
140,-0.052,-1.258,0.4,-1.155,-0.631,-0.359,0.0,1.247,-3.12,-2.444,-1.647,0.877,1.242,-1.197,-0.305,5.394,-0.395,-3.311,0.195,-4.008,0.756
141,0.165,-1.303,0.003,-1.259,-0.295,-0.516,0.0,1.445,-2.455,-2.802,-1.438,0.414,1.351,-1.021,-0.278,4.205,-0.297,-2.646,0.39,-3.989,0.433
142,0.027,-1.368,0.453,-1.477,-0.629,-0.246,0.0,1.695,-3.919,-2.161,-1.412,0.498,0.967,-1.446,-0.334,6.502,-0.774,-4.034,0.321,-3.676,1.122
143,-0.081,-1.086,0.423,-1.129,-0.579,-0.103,0.0,1.206,-3.064,-2.382,-1.338,0.397,0.939,-1.31,-0.413,5.181,-0.324,-3.285,0.344,-3.728,0.805
144,0.087,-1.298,0.338,-1.294,-0.428,-0.215,0.0,1.956,-3.179,-2.329,-1.8,0.93,1.409,-1.173,-0.466,5.805,-0.3,-3.669,0.297,-3.957,0.766
145,-0.151,-1.154,0.091,-1.426,-0.847,-0.204,0.0,1.352,-3.608,-2.478,-1.027,0.253,0.802,-1.319,-0.313,5.799,-0.512,-3.901,0.256,-4.107,1.109
146,0.098,-1.311,0.086,-1.628,-0.576,-0.055,0.0,1.765,-3.952,-2.268,-1.454,0.409,0.815,-1.372,-0.46,6.759,-0.326,-4.518,0.093,-4.058,0.931
147,0.064,-1.205,0.31,-1.462,-0.392,-0.268,0.0,1.077,-3.662,-2.558,-1.723,0.514,0.789,-1.427,-0.33,5.889,-0.469,-3.603,0.282,-3.9,0.817
148,0.004,-1.244,0.123,-1.218,-0.559,-0.287,0.0,1.068,-3.37,-2.404,-1.431,0.491,1.003,-1.225,-0.392,5.503,-0.464,-3.263,0.245,-3.412,0.784
149,0.146,-1.435,0.204,-1.552,-0.835,-0.146,0.0,1.129,-4.627,-2.23,-1.529,0.356,0.409,-1.864,-0.484,7.067,-0.741,-4.555,0.173,-3.825,1.287
150,-0.015,-1.127,0.269,-1.482,-0.566,-0.137,0.0,2.004,-3.979,-2.252,-2.004,1.008,1.22,-1.45,-0.179,6.907,-0.487,-4.385,0.25,-4.018,1.126
151,-0.027,-1.294,0.259,-1.533,-0.762,0.053,0.0,1.354,-3.926,-2.142,-1.489,0.598,0.759,-1.444,-0.375,6.519,-0.657,-4.371,0.142,-3.934,1.286
152,-0.208,-1.101,-0.055,-1.448,-0.602,-0.022,0.0,2.045,-3.804,-2.252,-2.042,0.723,1.067,-1.325,-0.197,6.341,-0.714,-4.216,0.225,-3.831,1.031
153,0.049,-1.417,0.212,-1.288,-0.508,-0.318,0.0,1.298,-2.709,-2.633,-1.139,0.52,1.166,-1.053,-0.344,4.52,-0.85,-3.003,0.291,-3.935,0.801
154,-0.065,-1.227,0.272,-1.218,-0.42,-0.328,0.0,1.493,-2.868,-2.802,-1.621,0.836,1.14,-1.085,-0.296,5.328,-0.367,-3.505,0.042,-4.224,0.753
155,-0.113,-1.32,0.126,-1.321,-0.613,-0.107,0.0,1.849,-3.647,-2.524,-2.155,1.078,1.383,-1.611,-0.328,6.171,-0.636,-3.869,0.225,-4.026,0.942
156,0.093,-1.181,0.206,-1.224,-0.435,-0.24,0.0,1.468,-2.727,-2.411,-1.46,0.745,1.161,-0.958,-0.216,4.934,-0.292,-3.266,0.318,-3.895,0.664
157,0.001,-1.263,0.158,-1.396,-0.714,-0.172,0.0,1.111,-3.768,-2.464,-1.401,0.263,0.65,-1.418,-0.477,6.097,-0.43,-3.989,0.135,-4.07,0.955
158,0.193,-1.364,0.12,-1.129,-0.184,-0.697,0.0,1.265,-2.339,-2.804,-1.528,0.604,1.317,-0.932,-0.189,4.319,-0.507,-2.48,0.129,-4.073,0.341
159,-0.025,-0.995,0.163,-1.181,-0.449,-0.298,0.0,1.507,-2.854,-2.318,-2.102,0.984,1.329,-1.088,-0.304,5.256,-0.279,-3.351,0.369,-4.25,0.867
160,0.274,-1.39,0.261,-1.707,-0.707,-0.041,0.0,1.988,-4.131,-2.15,-2.029,0.833,1.036,-1.603,-0.336,7.027,-0.565,-4.557,0.215,-4.177,1.311
161,0.236,-1.444,0.23,-1.464,-0.496,-0.347,0.0,1.308,-3.042,-2.478,-1.737,0.788,1.313,-1.3,-0.381,5.342,-0.477,-3.006,0.251,-3.797,0.803
162,0.116,-1.386,-0.039,-1.62,-0.6,0.08,0.0,1.602,-3.716,-2.136,-2.074,0.617,0.914,-1.545,-0.31,6.366,-0.644,-4.184,0.192,-3.955,1.189
163,-0.059,-1.368,0.17,-1.506,-0.883,-0.088,0.0,1.585,-3.453,-2.51,-1.191,0.456,0.786,-1.087,-0.23,6.118,-0.425,-4.455,0.378,-4.536,1.028
164,0.208,-1.329,0.189,-0.955,-0.282,-0.457,0.0,2.034,-2.757,-2.989,-1.736,0.591,1.51,-1.138,-0.273,5.224,-0.123,-3.381,0.133,-4.581,0.476
165,-0.127,-1.279,0.278,-1.39,-0.659,-0.164,0.0,1.884,-3.586,-2.27,-1.697,0.894,1.145,-1.104,-0.269,6.301,-0.754,-4.164,0.196,-4.01,1.025
166,0.17,-1.36,0.543,-1.467,-0.502,-0.278,0.0,1.844,-3.982,-2.442,-1.298,0.395,0.915,-1.491,-0.34,6.778,-0.64,-4.474,0.335,-4.487,1.184
167,-0.036,-1.35,0.099,-1.389,-0.704,-0.146,0.0,1.548,-3.455,-2.286,-1.473,0.517,0.916,-1.417,-0.631,5.757,-0.372,-3.696,0.179,-3.754,0.958
168,-0.048,-1.277,0.328,-1.437,-0.781,-0.254,0.0,1.855,-3.97,-2.668,-1.49,0.542,1.226,-1.367,-0.292,6.838,-0.632,-4.367,0.132,-4.287,1.121
169,-0.162,-1.393,0.48,-1.4,-0.666,-0.068,0.0,2.097,-3.973,-2.057,-2.148,1.271,1.298,-1.574,-0.597,6.798,-0.493,-4.342,0.267,-3.871,1.121
170,-0.023,-1.477,0.121,-1.577,-0.619,-0.063,0.0,1.635,-4.076,-2.189,-1.638,0.331,0.745,-1.427,-0.376,7.107,-0.272,-4.675,0.359,-4.152,0.966
171,0.167,-1.341,0.13,-1.322,-0.419,-0.363,0.0,1.594,-3.357,-2.146,-1.821,0.517,1.153,-1.115,-0.172,5.657,-0.696,-3.722,0.345,-3.802,0.836
172,0.07,-1.198,0.28,-1.135,-0.513,-0.302,0.0,1.48,-3.375,-2.345,-1.468,0.414,1.112,-1.192,-0.428,5.52,-0.465,-3.443,0.167,-3.687,0.663
173,-0.194,-1.304,0.238,-1.392,-0.552,-0.096,0.0,1.43,-2.993,-2.446,-0.792,0.144,0.765,-0.838,-0.464,5.28,-0.022,-3.847,0.241,-4.176,0.658
174,-0.058,-1.305,0.143,-1.333,-0.649,-0.283,0.0,1.57,-3.558,-2.169,-2.138,1.03,1.432,-1.492,-0.336,5.954,-0.784,-3.354,0.338,-3.617,0.918
175,0.128,-1.202,0.22,-1.145,-0.597,-0.486,0.0,1.986,-3.772,-1.85,-1.819,0.857,1.549,-1.3,-0.327,6.036,-0.607,-3.277,0.201,-2.821,0.797
176,-0.135,-1.327,0.419,-1.401,-0.429,-0.022,0.0,1.864,-3.688,-2.571,-2.102,0.959,0.986,-1.432,-0.402,6.564,-0.184,-4.501,0.159,-4.485,1.035
177,0.168,-1.478,0.315,-1.421,-0.728,0.034,0.0,1.675,-3.752,-2.49,-2.183,1.104,0.999,-1.674,-0.507,6.3,-0.396,-4.05,0.273,-3.91,1.054
178,0.072,-1.317,0.103,-1.309,-0.483,-0.244,0.0,1.441,-2.867,-2.708,-1.363,0.34,0.872,-0.929,-0.36,5.253,-0.197,-3.559,0.208,-4.186,0.582
179,0.172,-1.443,0.21,-1.503,-0.566,-0.19,0.0,1.606,-3.379,-2.643,-1.48,0.648,1.131,-1.218,-0.551,6.113,-0.29,-3.959,0.433,-4.428,0.812
180,-0.179,-1.045,0.377,-1.099,-0.216,-0.19,0.0,2.062,-3.507,-2.09,-1.855,1.002,1.494,-1.291,-0.305,6.169,-0.556,-3.784,0.081,-3.434,0.866
181,0.025,-1.384,0.087,-1.455,-0.719,0.13,0.0,1.888,-4.755,-2.219,-1.953,0.893,0.897,-1.652,-0.295,7.843,-0.959,-5.088,0.114,-4.018,1.444
182,-0.168,-1.029,0.22,-1.046,-0.421,-0.254,0.0,1.763,-3.544,-2.343,-1.701,0.775,1.255,-1.267,-0.508,5.95,-0.254,-3.681,0.105,-3.558,0.863
183,-0.104,-1.109,0.262,-1.352,-0.75,0.047,0.0,1.515,-4.562,-1.806,-1.874,0.739,0.602,-1.667,-0.568,7.586,-0.193,-4.897,0.116,-3.865,1.311
184,0.029,-1.244,0.196,-1.521,-0.441,0.104,0.0,1.656,-3.899,-2.053,-1.615,0.46,0.728,-1.538,-0.355,6.176,-0.518,-4.16,0.267,-3.366,0.918
185,0.195,-1.503,0.225,-1.23,-0.197,-0.481,0.0,1.716,-2.658,-2.797,-2.038,0.605,1.39,-1.127,-0.246,4.922,-0.495,-3.245,0.061,-4.08,0.433
186,0.096,-1.381,0.267,-1.58,-0.705,0.038,0.0,1.354,-3.998,-2.412,-1.636,0.487,0.61,-1.564,-0.396,6.599,-0.692,-4.337,0.241,-4.098,1.203
187,0.119,-1.211,0.296,-1.163,-0.445,-0.26,0.0,1.723,-2.803,-2.769,-2.053,0.98,1.492,-1.308,-0.431,5.058,-0.475,-3.177,0.355,-4.081,0.727
188,0.102,-1.346,0.042,-1.393,-0.728,-0.324,0.0,1.654,-3.535,-2.355,-1.303,0.285,0.905,-1.171,-0.408,6.142,-0.398,-4.06,0.251,-4.051,0.936
189,-0.059,-1.203,0.152,-1.268,-0.487,-0.254,0.0,1.976,-4.026,-2.071,-1.991,0.797,1.264,-1.585,-0.214,6.765,-1.018,-4.055,0.293,-3.637,0.963
190,0.013,-1.311,0.008,-1.313,-0.827,-0.005,0.0,0.776,-4.305,-2.046,-0.68,-0.43,0.032,-1.7,-0.457,6.607,-0.821,-4.348,0.166,-3.631,1.246
191,-0.127,-1.161,0.241,-1.356,-0.533,-0.113,0.0,1.146,-3.06,-2.466,-0.973,0.251,0.719,-1.144,-0.241,5.289,-0.656,-3.547,0.215,-3.852,0.876
192,-0.02,-1.245,0.37,-1.284,-0.4,-0.207,0.0,1.396,-3.388,-2.603,-1.501,0.68,1.115,-1.404,-0.613,5.814,-0.192,-3.656,0.159,-3.885,0.748
193,-0.084,-1.136,0.185,-1.349,-0.874,-0.137,0.0,1.928,-3.77,-2.217,-1.415,0.726,1.137,-1.273,-0.308,6.629,-0.537,-4.209,0.216,-4.186,1.139
194,-0.108,-1.354,0.251,-1.424,-0.497,0.05,0.0,1.291,-3.412,-2.415,-2.114,0.825,0.924,-1.511,-0.278,5.873,-0.574,-3.717,0.294,-3.849,0.99
195,0.035,-1.358,-0.048,-1.229,-0.512,-0.5,0.0,1.169,-3.286,-2.585,-1.414,0.396,1.134,-1.287,-0.451,5.348,-0.498,-3.212,0.284,-3.832,0.666
196,0.172,-1.237,0.251,-1.491,-0.75,0.017,0.0,1.131,-4.273,-2.182,-1.583,0.413,0.852,-1.66,-0.348,6.843,-0.581,-4.127,0.081,-3.518,1.178
197,0.508,-1.484,0.249,-1.448,-0.865,-0.012,0.0,1.483,-4.179,-2.342,-1.551,0.497,0.582,-1.616,-0.58,6.73,-0.419,-4.525,0.194,-4.147,1.227
198,-0.152,-1.344,0.377,-1.454,-0.792,-0.168,0.0,1.815,-4.017,-2.348,-1.909,0.954,1.212,-1.451,-0.308,6.787,-0.667,-4.295,0.215,-4.226,1.117
199,0.179,-1.331,0.206,-1.247,-0.851,-0.106,0.0,1.961,-3.88,-2.537,-1.971,1.007,1.284,-1.429,-0.461,6.757,-0.476,-4.265,0.263,-4.183,0.999
200,-0.03,-1.454,0.298,-1.405,-0.558,-0.184,0.0,1.697,-3.888,-2.009,-1.822,0.931,1.183,-1.23,-0.156,6.411,-0.994,-4.023,0.266,-3.647,1.174
201,0.015,-1.267,0.111,-1.072,-0.673,-0.311,0.0,1.437,-3.559,-2.211,-1.719,0.573,1.123,-1.299,-0.396,6.335,-0.387,-3.875,0.378,-3.997,1.003
202,-0.013,-1.062,0.064,-1.347,-0.727,0.042,0.0,1.792,-3.939,-1.828,-1.48,0.686,0.912,-1.415,-0.278,6.505,-0.774,-4.268,0.164,-3.605,1.296
203,0.065,-1.435,0.165,-1.682,-0.802,0.13,0.0,2.273,-4.538,-2.099,-2.074,1.203,0.985,-1.626,-0.339,7.941,-0.467,-5.242,0.181,-4.298,1.448
204,-0.087,-1.476,0.357,-1.484,-0.642,0.088,0.0,1.641,-4.171,-1.85,-1.446,0.585,0.635,-1.202,-0.374,7.079,-0.629,-4.839,0.278,-3.836,1.124
205,-0.03,-1.148,0.131,-1.568,-0.79,-0.005,0.0,1.856,-4.251,-2.413,-1.611,0.425,0.77,-1.567,-0.302,7.295,-0.622,-4.746,0.15,-4.276,1.188
206,-0.079,-1.28,0.296,-1.058,-0.31,-0.413,0.0,1.528,-3.226,-2.655,-1.769,0.728,1.201,-1.172,-0.189,5.821,-0.473,-3.676,0.002,-4.35,0.745
207,0.005,-1.242,0.389,-1.215,-0.434,-0.409,0.0,1.77,-2.899,-2.515,-1.8,0.911,1.432,-1.051,-0.296,5.306,-0.566,-3.191,0.436,-4.031,0.643
208,-0.031,-1.205,-0.089,-1.349,-0.667,-0.151,0.0,1.225,-3.394,-2.111,-0.949,-0.043,0.43,-1.165,-0.344,5.558,-0.206,-3.93,0.173,-3.774,0.956
209,0.478,-1.447,0.272,-1.171,-0.45,-0.662,0.0,1.564,-3.108,-2.295,-1.598,0.631,1.498,-1.2,-0.42,4.986,-0.853,-2.801,0.317,-3.503,0.641
210,0.038,-1.478,0.427,-1.266,-0.4,-0.501,0.0,1.792,-3.165,-2.323,-2.215,1.081,1.82,-1.22,-0.398,5.43,-0.602,-2.967,0.192,-3.526,0.576
211,0.085,-1.261,0.234,-1.007,-0.473,0.022,0.0,1.897,-3.92,-1.965,-1.766,0.531,0.996,-1.353,-0.47,6.654,-0.49,-4.431,0.246,-3.398,0.999
212,-0.136,-1.444,0.132,-1.377,-0.617,-0.125,0.0,1.564,-3.565,-2.708,-1.607,0.535,0.725,-1.349,-0.17,6.076,-0.62,-4.119,0.384,-4.366,0.982
213,-0.133,-1.247,0.064,-1.099,-0.395,-0.09,0.0,1.695,-3.096,-2.21,-2.068,0.937,1.36,-1.085,-0.326,5.679,-0.38,-3.579,0.38,-3.811,0.676
214,0.075,-1.381,0.197,-1.382,-0.555,-0.333,0.0,1.304,-3.308,-2.472,-1.865,0.811,1.281,-1.485,-0.356,5.615,-0.695,-3.18,0.349,-3.708,0.891
215,-0.149,-1.26,0.152,-1.541,-0.837,-0.093,0.0,0.811,-3.663,-2.354,-0.941,0.034,0.53,-1.412,-0.477,5.873,-0.788,-3.772,0.243,-3.579,1.104
216,0.016,-1.382,0.275,-1.406,-0.215,-0.217,0.0,2.173,-2.957,-2.908,-2.395,1.178,1.68,-1.102,-0.347,5.557,-0.216,-3.729,0.29,-4.559,0.647
217,0.182,-1.414,0.29,-1.342,-0.437,-0.382,0.0,1.504,-2.892,-2.57,-1.544,0.359,1.105,-1.137,-0.325,4.935,-0.558,-3.378,0.377,-4.15,0.819
218,-0.027,-1.244,0.489,-1.302,-0.498,-0.293,0.0,1.318,-3.63,-2.321,-1.287,0.545,0.856,-1.277,-0.193,6.049,-0.838,-3.851,0.069,-3.696,0.856
219,-0.247,-1.004,0.117,-1.238,-0.933,0.029,0.0,1.248,-4.352,-1.955,-1.331,0.323,0.571,-1.604,-0.556,7.169,-0.245,-4.471,0.123,-3.552,1.437
220,0.006,-1.117,0.277,-0.937,-0.544,-0.477,0.0,1.682,-2.898,-2.591,-1.319,0.572,1.414,-0.897,-0.289,5.218,-0.291,-3.301,0.378,-4.295,0.602
221,0.27,-1.379,0.339,-1.55,-0.677,-0.198,0.0,1.687,-4.267,-2.365,-1.483,0.53,0.847,-1.413,-0.555,7.066,-0.656,-4.415,0.265,-4.062,1.303
222,0.315,-1.75,0.079,-1.678,-0.654,-0.001,0.0,1.875,-4.063,-2.038,-2.431,1.37,1.149,-1.437,-0.403,6.498,-0.794,-4.152,0.318,-3.525,1.135
223,0.205,-1.105,0.133,-1.416,-0.443,-0.391,0.0,1.562,-3.524,-2.661,-1.782,0.746,1.158,-1.304,-0.41,5.941,-0.33,-3.732,0.25,-4.071,0.869
224,-0.051,-1.109,0.196,-1.059,-0.593,-0.504,0.0,1.033,-2.752,-2.389,-1.545,0.622,1.108,-1.171,-0.367,4.314,-0.348,-2.56,0.308,-3.482,0.606
225,0.235,-1.259,0.07,-1.186,-0.641,0.063,0.0,1.334,-3.706,-2.057,-1.248,0.269,0.545,-1.325,-0.334,5.974,-0.572,-4.271,0.279,-3.68,0.981
226,0.109,-1.183,0.116,-1.184,-0.552,-0.355,0.0,1.417,-3.326,-2.328,-1.431,0.273,1.07,-1.122,-0.23,5.702,-0.365,-3.61,0.403,-4.183,0.759
227,-0.132,-1.247,0.409,-1.398,-0.259,-0.18,0.0,1.933,-2.786,-2.854,-2.282,1.544,1.815,-1.227,-0.196,5.455,-0.444,-3.446,0.421,-4.295,0.761
228,0.03,-1.079,0.369,-1.124,-0.432,-0.412,0.0,1.727,-3.449,-2.215,-1.536,0.924,1.491,-1.127,-0.54,5.666,-0.48,-3.522,0.258,-3.647,0.882
229,-0.001,-1.234,0.189,-1.299,-0.64,-0.085,0.0,1.55,-3.686,-1.992,-1.694,0.642,1.004,-1.297,-0.449,6.0,-0.594,-3.755,0.241,-3.569,1.017
230,0.091,-1.271,0.054,-1.435,-0.662,-0.142,0.0,1.232,-2.814,-2.609,-1.524,0.413,0.736,-1.161,-0.309,5.003,-0.354,-3.436,0.259,-3.975,0.853
231,0.165,-1.307,0.271,-1.195,-0.592,-0.15,0.0,1.809,-3.16,-2.55,-1.674,0.736,1.098,-1.207,-0.248,5.919,-0.41,-3.863,0.139,-4.218,0.851
232,-0.165,-1.198,0.074,-1.384,-0.72,0.097,0.0,1.417,-4.104,-2.199,-1.438,0.513,0.865,-1.462,-0.451,6.602,-0.641,-4.302,0.199,-3.739,1.329
233,-0.132,-1.259,0.187,-1.621,-0.58,-0.1,0.0,1.508,-4.658,-2.362,-1.46,0.233,0.499,-1.708,-0.309,7.508,-0.326,-5.066,0.085,-4.182,1.301
234,-0.167,-1.222,0.125,-1.383,-0.535,0.119,0.0,1.665,-4.406,-2.16,-1.693,0.603,0.901,-1.412,-0.504,7.548,-0.365,-4.885,0.161,-4.149,1.303
235,0.272,-1.406,0.252,-1.588,-0.226,-0.171,0.0,1.182,-3.298,-2.229,-2.171,1.006,1.004,-1.387,-0.46,5.428,-0.633,-3.16,0.097,-3.525,0.98
236,-0.006,-1.217,0.075,-1.534,-0.747,0.164,0.0,1.666,-4.275,-2.455,-1.539,0.293,0.486,-1.616,-0.301,7.254,-0.581,-4.961,0.155,-4.385,1.391
237,0.136,-1.351,0.177,-1.387,-0.685,-0.021,0.0,0.9,-3.582,-2.473,-1.003,0.035,0.312,-1.369,-0.407,6.043,-0.44,-4.161,0.318,-4.201,0.987
238,-0.129,-1.381,0.008,-1.53,-0.854,0.063,0.0,1.58,-4.442,-2.372,-2.039,0.734,0.628,-1.587,-0.31,7.612,-0.435,-5.006,0.13,-3.997,1.357
239,0.004,-1.24,0.254,-1.428,-0.632,-0.19,0.0,1.731,-3.271,-2.426,-1.747,0.909,1.306,-1.253,-0.463,5.698,-0.443,-3.645,0.217,-3.889,0.941
240,-0.06,-1.353,0.089,-1.458,-0.512,-0.213,0.0,1.314,-3.803,-2.325,-1.526,0.247,0.841,-1.516,-0.493,6.247,-0.498,-3.89,0.22,-3.765,0.885
241,-0.144,-1.114,0.065,-1.272,-0.545,-0.004,0.0,0.987,-4.172,-1.986,-1.075,-0.027,0.539,-1.691,-0.511,6.258,-0.405,-3.987,0.167,-3.151,1.24
242,-0.269,-1.353,0.233,-1.445,-0.807,-0.202,0.0,1.52,-4.067,-2.274,-1.155,0.329,0.811,-1.515,-0.303,6.78,-0.585,-4.514,0.236,-4.237,1.188
243,0.151,-1.416,0.294,-1.053,-0.547,-0.449,0.0,1.522,-3.555,-2.792,-1.89,0.748,1.235,-1.595,-0.323,5.845,-0.571,-3.457,0.091,-4.143,0.839
244,0.092,-1.331,0.207,-0.929,-0.321,-0.524,0.0,1.487,-2.568,-2.711,-1.562,0.755,1.603,-0.807,-0.283,4.793,-0.493,-2.849,0.403,-4.269,0.592
245,0.027,-1.247,0.265,-1.169,-0.583,-0.288,0.0,1.546,-3.654,-2.933,-1.719,0.516,1.117,-1.384,-0.26,6.196,-0.416,-4.053,0.167,-4.593,0.87
246,0.111,-1.464,0.232,-1.143,-0.37,0.163,0.0,1.808,-3.535,-2.57,-1.505,0.414,0.694,-1.376,-0.43,6.121,-0.247,-4.419,0.28,-4.44,0.931
247,0.046,-1.225,0.191,-1.444,-0.345,-0.234,0.0,1.41,-3.519,-2.348,-1.867,0.773,1.124,-1.351,-0.303,5.916,-0.699,-3.625,0.311,-3.768,0.981
248,0.002,-1.361,0.292,-1.424,-0.535,-0.164,0.0,1.635,-3.539,-2.482,-1.753,0.709,0.919,-1.54,-0.44,5.666,-0.493,-3.743,0.307,-4.042,1.089
249,-0.008,-1.224,0.277,-1.393,-0.703,-0.069,0.0,1.453,-3.862,-2.175,-1.579,0.545,0.805,-1.563,-0.504,6.349,-0.373,-4.087,0.226,-3.85,1.126
250,-0.031,-1.132,0.22,-1.354,-0.533,-0.168,0.0,1.295,-2.927,-1.665,-1.715,0.745,1.064,-1.12,-0.213,4.966,-0.733,-3.102,0.263,-3.356,0.95
251,0.028,-1.361,0.374,-1.418,-0.557,-0.227,0.0,1.737,-3.646,-2.657,-1.981,0.925,1.146,-1.214,-0.319,6.755,-0.538,-4.257,0.018,-4.161,0.917
252,-0.115,-1.116,0.281,-1.324,-0.663,0.015,0.0,1.344,-3.419,-2.094,-2.048,1.022,1.237,-1.443,-0.347,5.986,-0.697,-3.707,0.145,-3.61,0.989
253,-0.008,-1.462,0.142,-1.504,-0.525,-0.197,0.0,1.276,-3.433,-2.463,-1.343,0.062,0.589,-1.327,-0.462,5.65,-0.271,-3.858,0.309,-4.251,0.991
254,0.001,-1.287,0.439,-1.336,-0.569,-0.2,0.0,1.283,-3.259,-2.148,-1.437,0.579,1.084,-1.15,-0.283,5.408,-0.494,-3.382,0.389,-3.662,0.911
255,0.08,-1.387,0.239,-1.471,-0.52,-0.052,0.0,1.661,-3.584,-2.465,-1.5,0.509,1.041,-1.341,-0.358,6.25,-0.461,-4.157,0.255,-4.182,1.066
256,0.106,-1.208,0.261,-1.368,-0.54,0.364,0.0,1.432,-4.178,-1.544,-1.551,0.597,0.524,-1.389,-0.471,6.862,-0.573,-4.501,0.157,-3.107,1.22
257,0.075,-1.19,0.197,-1.463,-0.64,-0.044,0.0,1.587,-4.403,-1.928,-1.414,0.336,0.759,-1.641,-0.482,7.206,-0.583,-4.53,0.155,-3.456,1.137
258,0.065,-1.085,0.224,-1.44,-0.366,-0.259,0.0,1.537,-3.669,-2.175,-1.388,0.4,1.052,-1.338,-0.343,5.917,-0.43,-3.626,0.311,-3.425,0.741
259,0.082,-1.167,0.07,-1.311,-0.469,-0.287,0.0,1.821,-3.434,-2.827,-1.953,1.11,1.536,-1.4,-0.452,6.082,-0.52,-3.757,0.175,-4.418,0.906
260,0.087,-1.278,0.209,-1.245,-0.166,-0.469,0.0,1.317,-2.508,-2.669,-1.551,0.527,1.37,-1.1,-0.122,4.281,-0.739,-2.518,0.122,-3.47,0.462
261,0.18,-1.409,0.264,-1.295,-0.38,-0.359,0.0,1.565,-2.922,-2.836,-1.626,0.363,1.011,-1.16,-0.324,5.337,-0.355,-3.531,0.275,-4.341,0.661
262,-0.314,-1.274,0.313,-1.404,-0.379,-0.198,0.0,1.833,-3.508,-2.397,-2.094,1.121,1.278,-1.486,-0.525,6.129,-0.321,-4.039,0.219,-4.071,0.901
263,-0.111,-1.271,0.209,-1.296,-0.652,-0.183,0.0,1.829,-3.443,-2.128,-1.649,0.711,1.157,-1.034,-0.235,6.088,-0.486,-4.2,0.378,-4.068,0.992
264,-0.009,-1.262,0.42,-1.338,-0.633,-0.167,0.0,1.675,-3.424,-2.113,-1.655,0.669,1.116,-1.239,-0.533,6.012,-0.188,-3.945,0.36,-3.835,0.958
265,0.251,-1.263,0.206,-1.33,-0.626,-0.228,0.0,1.434,-3.29,-2.245,-1.612,0.655,1.175,-1.399,-0.395,5.673,-0.644,-3.386,0.235,-3.726,1.006
266,0.042,-1.237,0.399,-1.324,-0.726,0.045,0.0,1.32,-3.92,-1.715,-1.843,0.732,1.024,-1.544,-0.385,6.477,-0.876,-3.855,0.12,-3.049,1.087
267,-0.024,-1.255,0.412,-1.372,-0.818,-0.146,0.0,1.444,-3.723,-2.213,-1.873,0.71,0.872,-1.616,-0.396,6.031,-0.542,-3.911,0.091,-3.685,1.109
268,-0.003,-1.245,0.315,-1.451,-0.657,-0.189,0.0,1.483,-4.027,-2.355,-1.702,0.573,0.859,-1.564,-0.397,6.415,-0.432,-4.189,0.104,-3.96,1.193
269,-0.096,-1.145,0.2,-1.068,-0.25,-0.556,0.0,1.838,-2.614,-3.16,-1.493,0.565,1.505,-0.963,-0.167,4.91,-0.506,-2.984,0.1,-4.497,0.447
270,-0.072,-1.314,0.29,-1.11,-0.235,-0.12,0.0,2.074,-2.706,-2.422,-2.162,1.099,1.553,-0.946,-0.344,5.341,-0.267,-3.405,0.257,-4.142,0.636
271,0.023,-1.332,-0.079,-1.201,-0.444,-0.46,0.0,0.873,-2.523,-2.499,-0.84,-0.081,0.772,-0.863,-0.197,4.289,-0.534,-2.869,0.394,-4.0,0.446
272,0.251,-1.545,0.344,-1.297,-0.387,-0.454,0.0,2.218,-3.166,-3.069,-2.122,1.132,1.626,-1.173,-0.504,5.923,-0.068,-3.712,0.146,-4.551,0.661
273,-0.241,-1.127,0.327,-1.562,-0.507,-0.087,0.0,2.389,-4.544,-1.982,-2.676,1.804,1.457,-1.608,-0.166,7.786,-0.702,-4.787,0.143,-4.032,1.517
274,0.186,-1.252,0.186,-1.062,-0.395,-0.453,0.0,1.447,-2.824,-2.782,-1.878,0.79,1.405,-1.263,-0.349,4.823,-0.404,-2.893,0.201,-3.926,0.601
275,0.227,-1.409,0.065,-1.362,-0.831,0.006,0.0,1.904,-4.085,-1.996,-1.882,0.686,1.025,-1.521,-0.57,6.702,-0.689,-4.411,0.229,-3.977,1.294
276,-0.017,-1.374,0.396,-1.354,-0.536,-0.056,0.0,2.363,-3.819,-2.111,-2.151,1.211,1.469,-1.432,-0.323,6.586,-0.548,-4.371,0.332,-3.955,0.965
277,0.099,-1.497,0.369,-1.204,-0.522,-0.422,0.0,1.836,-3.242,-2.571,-1.941,0.786,1.452,-1.321,-0.494,5.772,-0.431,-3.539,0.426,-4.075,0.836
278,-0.056,-1.259,0.321,-1.153,-0.578,0.105,0.0,1.55,-3.947,-1.838,-1.628,0.616,0.833,-1.187,-0.066,6.621,-0.817,-4.389,0.198,-3.623,1.035
279,0.007,-1.239,0.216,-1.65,-0.785,0.048,0.0,1.813,-4.531,-2.371,-1.761,0.663,0.568,-1.841,-0.613,7.459,-0.149,-5.134,0.102,-4.333,1.453
280,-0.023,-1.086,0.152,-1.228,-0.58,-0.0,0.0,2.181,-4.661,-2.259,-2.126,0.78,1.155,-1.678,-0.474,8.024,-0.32,-5.161,0.107,-4.137,1.306
