Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y,x13,x14,x15,x16,x17,x18,x19,x20
145,0.159,0.188,-0.273,-0.153,0.211,-0.896,-0.228,-0.848,0.325,1.114,-0.849,0.494,1.0,-0.591,2.363,0.077,-1.377,-0.59,0.501,-3.328,0.269
146,0.717,0.104,-0.412,0.209,-0.088,-1.173,-0.445,-0.999,0.532,0.771,-0.97,0.993,1.0,-0.97,3.149,0.07,-2.243,-0.633,0.132,-4.326,-0.095
147,0.646,-0.341,0.319,0.088,-0.034,-0.749,0.604,-0.809,0.069,0.46,-0.745,0.945,1.0,-0.081,2.586,0.292,-1.174,-0.141,0.07,-3.738,0.01
148,0.429,-0.073,-0.269,0.018,0.077,-1.285,0.284,-1.023,0.538,0.315,-0.788,0.796,1.0,-0.428,2.722,0.333,-0.825,-0.252,0.371,-3.173,0.283
149,0.9,0.486,-0.54,0.194,0.162,-0.956,-0.563,-0.962,0.5,0.652,-1.095,0.891,1.0,-1.076,2.994,0.199,-1.834,-0.624,0.189,-3.99,0.023
150,0.621,0.153,-0.064,0.516,-0.003,-1.115,0.032,-0.853,0.543,-0.232,-1.179,0.516,1.0,-0.955,2.855,0.66,-1.581,-0.174,0.563,-3.918,-0.029
151,0.964,0.47,0.233,0.292,0.235,-1.108,-0.341,-1.062,0.218,0.481,-0.844,0.355,1.0,-0.956,2.563,0.376,-1.808,-0.281,0.579,-4.229,0.18
152,0.971,-0.152,-0.234,0.203,0.306,-1.088,0.047,-0.883,0.379,0.859,-0.809,0.965,1.0,-0.73,3.153,0.241,-1.395,-0.384,0.039,-4.009,-0.315
153,0.884,0.09,-0.578,0.129,0.192,-1.214,-0.386,-1.217,0.523,0.871,-1.28,0.874,1.0,-0.863,3.048,-0.145,-1.885,-0.643,0.269,-3.886,-0.192
154,0.763,-0.484,0.364,0.233,0.007,-0.685,1.112,-0.914,-0.106,0.272,-0.567,0.848,1.0,0.017,2.561,0.315,-0.792,-0.095,0.237,-3.432,0.125
155,0.854,0.08,-0.551,0.115,0.233,-1.043,-0.215,-1.063,0.377,0.581,-0.869,0.832,1.0,-0.767,3.032,0.231,-1.404,-0.331,0.219,-3.612,-0.068
156,0.839,-0.067,-0.341,0.228,0.013,-0.869,0.623,-1.178,0.043,-0.055,-0.763,0.983,1.0,-0.291,3.158,0.438,-1.105,-0.351,0.407,-3.475,0.123
157,0.645,-0.049,-0.081,0.279,0.099,-1.05,0.148,-1.046,0.45,0.201,-1.115,0.92,1.0,-0.624,2.846,0.337,-1.358,-0.541,0.303,-3.84,-0.032
158,0.52,-0.035,-0.001,0.026,0.24,-0.567,0.331,-1.167,0.234,0.54,-0.871,0.609,1.0,-0.323,2.574,0.411,-0.841,-0.418,0.754,-3.11,0.339
159,0.846,0.14,-0.349,0.114,0.249,-1.492,-0.428,-0.781,0.619,0.751,-0.963,0.783,1.0,-0.849,2.997,0.146,-1.688,-0.254,0.05,-4.118,-0.07
160,0.462,0.335,0.119,0.239,0.211,-1.303,0.186,-0.889,0.212,0.243,-0.814,0.708,1.0,-0.543,3.069,0.255,-1.321,-0.18,0.382,-3.994,0.251
161,0.879,0.311,-0.484,0.127,0.127,-1.061,-0.148,-0.999,0.53,0.579,-1.106,0.99,1.0,-0.956,3.531,0.252,-1.855,-0.365,0.144,-4.141,-0.033
162,0.356,0.282,-0.144,0.083,-0.009,-1.168,0.448,-1.122,0.245,0.238,-0.691,0.525,1.0,-0.516,3.123,0.116,-1.359,-0.101,0.733,-3.62,0.561
163,0.957,0.249,-0.112,0.057,0.263,-1.11,-0.225,-0.983,0.314,0.808,-0.747,0.879,1.0,-0.762,2.761,0.139,-1.607,-0.438,0.185,-4.065,-0.012
164,0.885,0.492,-0.249,0.041,0.16,-1.159,-0.377,-0.903,0.436,0.863,-0.991,0.712,1.0,-0.759,2.627,-0.204,-1.611,-0.455,0.22,-3.906,0.056
165,0.615,0.138,0.182,0.178,0.132,-1.009,0.19,-0.824,0.428,0.773,-1.068,0.788,1.0,-0.627,3.023,0.271,-1.555,-0.467,0.218,-4.236,0.166
166,0.071,0.472,0.135,-0.024,0.241,-0.778,0.634,-1.054,0.072,0.266,-0.767,0.179,1.0,-0.219,2.303,0.305,-0.377,-0.028,0.889,-2.831,0.543
167,0.813,-0.087,-0.163,-0.007,0.22,-1.176,0.286,-0.965,0.29,0.424,-1.14,1.011,1.0,-0.486,2.714,-0.114,-1.102,-0.46,0.092,-3.837,-0.032
168,0.38,0.298,0.149,0.079,0.266,-0.836,0.017,-0.865,0.308,0.521,-0.766,0.391,1.0,-0.717,2.574,0.058,-1.524,-0.445,0.656,-4.049,0.334
169,1.055,-0.314,-0.363,0.147,0.122,-1.147,0.098,-1.097,0.327,0.634,-0.915,1.031,1.0,-0.591,3.446,0.225,-1.599,-0.49,0.079,-4.199,-0.314
170,0.809,-0.247,0.105,-0.022,0.105,-0.864,0.405,-0.856,0.025,0.981,-0.641,0.83,1.0,-0.219,2.654,0.233,-1.054,-0.427,0.156,-3.511,-0.067
171,0.824,0.299,-0.465,0.5,0.165,-0.941,0.017,-1.021,0.363,0.141,-0.899,0.556,1.0,-1.007,3.321,0.525,-1.477,-0.491,0.518,-3.668,-0.014
172,0.621,0.348,-0.439,0.243,0.235,-1.03,-0.087,-1.002,0.289,0.061,-0.755,0.599,1.0,-0.722,2.645,0.178,-1.141,-0.214,0.649,-3.357,0.214
173,0.853,-0.112,-0.389,0.234,0.198,-1.034,-0.22,-1.03,0.419,0.345,-0.98,0.787,1.0,-0.781,3.109,0.105,-1.554,-0.529,0.326,-3.929,-0.058
174,0.569,0.268,-0.261,0.231,0.162,-1.151,-0.216,-0.966,0.542,0.518,-0.991,0.781,1.0,-0.749,2.999,0.207,-1.776,-0.56,0.285,-3.985,0.012
175,0.727,0.279,-0.185,0.389,0.107,-1.269,-0.646,-0.994,0.401,0.265,-0.905,0.718,1.0,-1.082,2.936,0.325,-2.183,-0.501,0.368,-4.392,-0.047
176,0.696,-0.145,0.525,-0.013,0.198,-0.66,0.671,-1.051,0.134,0.217,-0.755,0.751,1.0,-0.004,2.83,0.308,-1.22,-0.083,0.456,-3.826,0.248
177,0.882,0.33,0.082,0.253,0.096,-1.148,0.078,-1.237,0.382,0.457,-0.697,0.57,1.0,-0.879,2.959,0.357,-1.577,-0.484,0.634,-4.017,0.184
178,0.491,0.332,-0.24,0.283,0.236,-0.558,-0.36,-1.177,0.366,0.259,-0.773,0.261,1.0,-0.925,2.64,0.29,-1.278,-0.469,0.893,-3.405,0.285
179,0.705,0.341,-0.017,-0.044,0.151,-1.07,0.059,-1.009,0.287,0.349,-0.804,0.796,1.0,-0.555,2.812,0.03,-1.395,-0.239,0.446,-4.001,0.172
180,0.888,-0.439,-0.301,0.207,0.061,-1.122,0.27,-0.983,0.327,0.615,-0.824,0.944,1.0,-0.366,3.206,0.293,-1.307,-0.496,0.111,-3.772,-0.165
181,0.858,0.048,-0.269,0.443,0.157,-1.048,0.007,-1.037,0.367,0.502,-1.032,0.707,1.0,-0.851,3.001,0.071,-1.378,-0.687,0.385,-3.951,-0.028
182,0.658,0.025,-0.252,-0.037,0.29,-1.124,0.247,-0.936,0.286,0.525,-0.916,0.988,1.0,-0.401,2.875,-0.036,-1.178,-0.198,0.024,-3.713,0.075
183,0.992,-0.332,-0.45,0.075,0.197,-1.031,0.54,-0.65,0.407,0.723,-0.95,1.249,1.0,-0.193,3.101,0.198,-1.059,-0.108,-0.308,-3.573,-0.16
184,0.648,0.266,-0.487,0.35,0.378,-1.093,-0.535,-0.827,0.487,0.569,-0.981,0.672,1.0,-1.135,2.965,0.326,-1.355,-0.418,0.268,-3.876,-0.082
185,1.274,-0.382,-0.531,0.33,0.103,-1.218,-0.099,-1.084,0.577,0.476,-0.958,1.261,1.0,-0.826,3.295,0.294,-1.811,-0.555,-0.087,-4.132,-0.443
186,0.159,0.412,0.305,0.295,0.281,-0.805,0.394,-0.887,0.26,0.285,-0.856,0.217,1.0,-0.722,2.276,0.281,-0.894,-0.272,0.778,-3.617,0.375
187,0.352,0.421,-0.041,0.084,0.261,-1.175,-0.274,-0.71,0.424,-0.051,-0.875,0.143,0.0,-0.824,2.047,0.135,-2.221,-0.371,0.802,-3.405,0.305
188,0.149,1.578,-0.681,0.248,0.197,-1.077,-1.194,-0.772,0.742,0.081,-1.197,0.295,0.0,-1.862,2.71,0.03,-3.222,-0.411,0.577,-4.115,0.495
189,0.556,0.665,-0.244,-0.048,0.177,-1.15,-0.607,-1.019,0.605,0.041,-0.983,0.65,0.0,-0.928,2.862,0.133,-2.772,-0.384,0.527,-4.164,0.282
190,0.306,0.822,-0.798,0.093,0.257,-1.07,-0.559,-1.032,0.551,-0.216,-0.949,0.47,0.0,-1.044,2.778,0.022,-2.321,-0.473,0.663,-3.371,0.475
191,0.41,1.063,-1.217,0.073,0.148,-1.3,-1.458,-0.635,0.619,0.153,-1.107,0.686,0.0,-1.74,2.947,-0.142,-3.476,-0.533,0.213,-4.197,0.166
192,0.688,0.337,-0.338,0.398,0.102,-1.038,-0.716,-0.831,0.688,-0.231,-1.3,0.394,0.0,-1.192,2.574,-0.057,-2.907,-0.455,0.558,-3.874,-0.046
193,0.391,0.792,-0.696,0.15,0.337,-1.054,-0.499,-1.06,0.623,-0.24,-0.98,0.756,0.0,-1.02,3.096,-0.014,-2.542,-0.35,0.394,-3.824,0.293
194,0.727,0.988,-0.259,0.04,0.039,-1.098,-0.951,-1.051,0.361,-0.149,-0.769,0.479,0.0,-1.275,2.628,-0.182,-3.183,-0.437,0.664,-4.235,0.206
195,-0.046,1.548,-0.3,0.065,0.244,-0.594,-0.917,-0.979,0.656,-0.047,-0.846,-0.03,0.0,-1.373,1.995,-0.218,-2.63,-0.44,0.958,-3.46,0.813
196,0.413,0.686,-0.245,0.307,0.261,-1.187,-0.502,-0.854,0.733,-0.474,-1.203,0.259,0.0,-1.232,2.63,0.257,-2.688,-0.382,0.655,-3.824,0.294
197,0.307,1.542,-1.179,0.382,0.177,-0.666,-1.232,-0.85,0.459,-0.165,-1.022,0.184,0.0,-1.86,2.596,0.011,-3.07,-0.455,0.787,-3.53,0.262
198,0.432,0.669,-0.161,0.231,0.121,-0.884,-0.517,-1.0,0.555,-0.269,-0.995,0.163,0.0,-1.106,2.421,0.058,-2.796,-0.697,0.972,-3.67,0.516
199,0.952,0.632,-0.898,0.269,0.22,-1.164,-0.912,-1.114,0.645,-0.313,-1.162,0.772,0.0,-1.417,3.346,0.111,-2.974,-0.406,0.318,-4.065,-0.12
200,0.3,1.976,-1.081,0.281,0.44,-0.852,-1.726,-0.916,0.423,-0.311,-0.918,0.024,0.0,-2.242,2.596,-0.175,-2.898,-0.604,1.01,-3.781,0.654
201,0.185,0.837,-0.305,0.031,0.197,-1.292,-0.757,-0.843,0.44,-0.189,-1.121,0.29,0.0,-1.074,2.483,-0.067,-2.572,-0.315,0.671,-3.697,0.26
202,0.325,1.521,-0.46,0.073,0.208,-0.969,-1.141,-1.06,0.487,-0.229,-1.043,0.181,0.0,-1.613,2.787,-0.07,-3.137,-0.533,1.045,-4.19,0.577
203,0.353,1.472,-1.021,0.377,0.408,-1.022,-1.499,-0.955,0.572,-0.308,-0.964,0.396,0.0,-2.112,3.007,0.194,-3.179,-0.531,0.699,-4.548,0.264
204,0.336,0.757,-0.032,0.289,0.158,-0.796,-0.454,-1.004,0.36,-0.468,-0.869,0.211,0.0,-1.121,2.434,0.12,-2.834,-0.477,0.884,-3.875,0.405
205,0.585,1.282,-1.181,0.344,0.24,-1.06,-1.658,-0.955,0.465,-0.129,-1.158,0.331,0.0,-2.137,3.052,0.023,-3.296,-0.636,0.654,-4.043,0.194
206,0.531,0.43,-0.565,0.297,0.214,-1.037,-0.529,-1.062,0.72,-0.226,-1.22,0.44,0.0,-1.061,2.304,0.078,-2.243,-0.477,0.558,-3.32,0.174
207,0.177,1.289,-0.033,0.152,0.276,-1.072,-0.83,-0.918,0.611,-0.634,-1.046,0.184,0.0,-1.452,2.258,0.054,-3.154,-0.277,0.996,-4.102,0.67
208,0.76,0.939,-0.91,0.42,0.173,-1.101,-0.916,-0.939,0.441,-0.626,-0.91,0.577,0.0,-1.734,3.183,0.062,-3.115,-0.491,0.6,-4.386,0.066
209,0.593,0.234,-0.435,0.282,0.286,-1.218,-0.556,-0.703,0.577,-0.026,-1.107,0.61,0.0,-1.157,3.001,0.04,-2.901,-0.489,0.265,-4.234,-0.211
210,0.378,0.757,-0.12,0.088,0.221,-0.849,-0.195,-1.229,0.247,-0.206,-0.846,0.151,0.0,-0.906,2.74,0.215,-2.292,-0.342,0.898,-3.547,0.676
211,0.688,1.343,-0.704,0.444,0.242,-1.07,-1.607,-0.828,0.502,-0.098,-1.084,0.418,0.0,-2.075,3.135,0.226,-3.788,-0.596,0.63,-4.803,0.127
212,0.301,1.38,-0.386,0.311,0.351,-0.52,-1.065,-1.076,0.529,-0.324,-1.067,-0.336,0.0,-1.768,2.494,0.18,-2.716,-0.4,1.314,-3.514,0.544
213,0.089,1.943,-0.192,0.384,0.095,-0.653,-1.557,-1.122,0.698,-0.596,-1.094,-0.402,0.0,-2.155,2.212,-0.093,-3.417,-0.552,1.398,-4.315,0.856
214,0.341,1.355,-0.306,0.305,0.111,-0.823,-0.827,-0.961,0.541,-0.509,-0.831,0.228,0.0,-1.366,2.764,0.113,-2.96,-0.378,0.942,-4.082,0.527
215,0.571,0.875,-1.013,0.194,0.162,-1.067,-0.976,-0.857,0.618,0.083,-1.007,0.338,0.0,-1.399,2.652,-0.078,-2.704,-0.471,0.607,-3.495,0.07
216,0.241,1.457,-1.092,0.17,0.366,-1.126,-1.728,-0.903,0.565,0.081,-1.121,0.626,0.0,-1.846,2.675,-0.123,-3.53,-0.643,0.534,-4.275,0.341
217,0.456,1.237,-0.364,0.307,0.091,-0.853,-1.037,-0.963,0.379,-0.274,-0.836,0.086,0.0,-1.731,2.612,0.062,-3.031,-0.518,0.877,-4.058,0.366
218,0.214,0.937,-0.042,0.278,0.151,-0.756,-0.424,-0.856,0.297,-0.418,-0.703,0.167,0.0,-1.189,2.622,0.21,-2.637,-0.432,1.0,-3.928,0.44
219,0.69,0.567,-0.525,0.094,0.321,-1.111,-0.685,-0.974,0.533,0.064,-0.955,0.662,0.0,-1.082,2.891,0.12,-2.563,-0.51,0.249,-3.93,-0.002
220,0.698,0.532,-0.182,0.298,0.087,-0.94,-0.323,-1.014,0.544,-0.29,-0.896,0.261,0.0,-1.106,2.727,0.141,-2.412,-0.454,0.891,-3.69,0.241
221,0.394,1.327,-0.453,-0.006,0.096,-1.057,-1.414,-1.003,0.522,0.053,-1.034,0.042,0.0,-1.636,2.628,-0.268,-3.17,-0.508,0.879,-4.105,0.34
222,0.596,0.845,-0.491,0.127,0.157,-0.831,-0.511,-0.795,0.425,0.325,-0.896,0.291,0.0,-1.179,2.606,0.118,-2.546,-0.454,0.578,-3.566,0.368
223,-0.13,1.493,-0.327,0.304,0.043,-0.818,-0.807,-0.941,0.722,-0.533,-1.337,-0.224,0.0,-1.431,2.473,0.082,-2.877,-0.356,1.303,-3.662,0.813
224,0.596,0.747,-0.311,0.303,0.307,-0.897,-0.642,-0.895,0.491,-0.624,-1.065,0.127,0.0,-1.062,2.635,0.24,-2.649,-0.397,0.98,-3.68,0.29
225,0.158,0.767,0.106,0.042,0.201,-0.549,-0.209,-0.781,0.418,-0.56,-0.765,-0.107,0.0,-0.933,2.242,0.028,-2.272,-0.221,1.162,-3.489,0.688
226,0.449,1.377,-0.818,0.102,0.048,-1.136,-1.464,-0.76,0.422,-0.374,-0.721,0.471,0.0,-1.647,2.675,-0.312,-3.326,-0.329,0.541,-4.156,0.301
227,0.696,0.869,-0.958,0.28,0.133,-1.055,-0.899,-0.94,0.681,-0.165,-1.015,0.726,0.0,-1.45,3.011,0.296,-2.788,-0.552,0.504,-3.862,0.015
228,0.164,0.796,-0.163,0.277,0.281,-0.908,-0.082,-0.976,0.389,-0.883,-0.766,0.03,0.0,-1.029,2.502,0.14,-1.724,-0.162,1.218,-3.1,0.669
229,0.486,1.101,-0.473,0.23,0.458,-0.984,-0.948,-1.054,0.515,-0.456,-0.999,0.376,0.0,-1.564,3.024,0.121,-3.088,-0.422,0.641,-4.28,0.307
230,0.841,0.541,-0.994,0.303,0.085,-1.099,-0.478,-0.815,0.638,-0.491,-0.899,0.729,0.0,-1.111,3.128,0.323,-2.643,-0.267,0.468,-3.432,0.094
231,0.459,1.299,-0.579,0.296,0.219,-0.722,-0.983,-0.935,0.368,-0.262,-0.81,0.189,0.0,-1.587,2.644,0.04,-2.835,-0.542,0.728,-3.842,0.568
232,0.4,0.997,-0.837,-0.034,0.207,-1.174,-0.818,-0.907,0.597,-0.017,-1.061,0.483,0.0,-1.434,2.771,0.009,-2.635,-0.257,0.555,-3.744,0.503
233,0.29,1.66,-0.55,0.163,0.328,-0.884,-1.417,-0.918,0.544,0.148,-0.94,0.278,0.0,-1.789,2.831,-0.127,-3.37,-0.675,0.833,-4.519,0.408
234,0.413,1.443,-0.77,0.313,0.181,-1.156,-1.424,-0.82,0.588,-0.474,-1.049,0.109,0.0,-1.99,2.803,-0.076,-3.264,-0.335,0.949,-4.177,0.305
235,0.654,0.674,-0.495,0.172,0.24,-1.062,-0.691,-0.925,0.668,-0.071,-1.186,0.484,0.0,-1.111,2.436,-0.115,-2.274,-0.376,0.599,-3.382,0.09
236,0.685,0.922,-0.715,0.283,0.366,-0.997,-1.111,-1.102,0.637,-0.001,-1.108,0.496,0.0,-1.432,2.83,-0.004,-2.562,-0.702,0.551,-3.755,0.245
237,0.402,0.585,-0.052,0.106,0.368,-1.067,-0.247,-0.925,0.418,-0.239,-0.929,0.203,0.0,-0.753,2.525,0.124,-2.097,-0.205,0.695,-3.504,0.445
238,-0.019,2.017,-0.796,0.21,-0.028,-0.797,-2.042,-1.041,0.532,-0.112,-0.916,0.149,0.0,-2.335,2.657,-0.395,-3.862,-0.602,0.963,-4.485,0.613
239,0.453,1.002,-0.346,0.22,0.492,-0.893,-0.864,-0.919,0.428,-0.485,-0.852,0.291,0.0,-1.418,2.53,0.01,-2.726,-0.327,0.84,-3.947,0.435
240,0.461,1.539,-0.758,0.06,0.457,-0.797,-1.78,-1.246,0.631,-0.204,-1.018,0.184,0.0,-1.86,2.68,-0.29,-3.144,-0.657,0.974,-4.098,0.39
241,0.365,1.773,-0.963,0.214,0.156,-0.978,-1.877,-1.132,0.682,-0.297,-1.084,0.179,0.0,-2.353,3.029,-0.393,-3.836,-0.506,0.971,-4.615,0.49
242,0.7,0.482,-0.193,0.35,0.156,-0.928,-0.498,-1.18,0.508,-0.316,-1.215,0.249,0.0,-1.067,2.908,0.301,-2.664,-0.566,0.847,-3.91,0.169
243,-0.204,1.809,-0.543,0.011,0.338,-0.838,-1.503,-1.013,0.828,-0.216,-1.227,-0.171,0.0,-1.625,2.444,-0.281,-3.057,-0.581,1.302,-4.041,0.847
244,0.45,1.394,-0.128,0.062,0.258,-1.135,-0.948,-1.196,0.618,-0.248,-1.064,0.692,0.0,-1.303,2.958,-0.062,-3.217,-0.417,0.596,-4.615,0.557
245,0.685,0.447,-0.099,0.217,0.267,-1.12,-0.625,-1.156,0.535,-0.144,-1.021,0.456,0.0,-0.949,2.714,0.059,-2.766,-0.53,0.672,-4.094,0.134
246,0.578,0.705,-0.344,0.07,0.285,-1.117,-0.585,-1.199,0.47,-0.321,-1.219,0.781,0.0,-1.132,3.02,0.144,-2.959,-0.453,0.513,-4.398,0.259
247,0.097,0.984,-0.251,0.177,0.319,-1.007,-0.507,-0.8,0.532,-0.108,-1.085,0.128,0.0,-1.343,2.669,0.035,-2.528,-0.559,0.882,-3.884,0.646
248,0.654,0.893,-0.639,0.249,0.335,-0.937,-1.027,-0.869,0.582,0.089,-1.024,0.506,0.0,-1.525,3.192,0.18,-3.131,-0.536,0.372,-4.411,0.188
249,0.673,0.737,-0.546,0.258,0.41,-0.987,-0.774,-1.0,0.389,-0.141,-0.882,0.462,0.0,-1.327,2.764,0.181,-2.455,-0.405,0.478,-3.975,0.082
250,0.366,0.812,-0.799,0.08,0.246,-1.073,-0.638,-1.087,0.528,0.026,-1.0,0.56,0.0,-1.107,2.945,0.385,-2.613,-0.564,0.53,-3.616,0.493
251,0.278,0.783,-0.217,0.123,0.199,-1.048,-0.468,-0.742,0.549,-0.206,-1.026,0.619,0.0,-1.073,2.646,0.209,-2.712,-0.293,0.493,-3.993,0.376
252,0.546,0.914,-0.237,0.272,0.371,-1.044,-0.717,-0.972,0.634,-0.255,-0.887,0.3,0.0,-1.519,2.72,-0.103,-2.83,-0.495,0.748,-4.303,0.258
253,0.61,0.534,-0.238,0.232,0.214,-1.095,-0.477,-0.899,0.583,-0.184,-0.959,0.627,0.0,-1.157,2.885,0.421,-2.92,-0.496,0.387,-4.218,0.142
254,0.675,0.696,-0.627,0.343,0.185,-1.033,-0.539,-1.027,0.423,-0.329,-0.878,0.456,0.0,-1.236,3.007,0.234,-2.668,-0.412,0.715,-3.715,0.113
255,0.501,1.088,-0.176,0.149,0.286,-0.973,-0.64,-1.036,0.492,-0.304,-1.041,0.297,0.0,-1.304,2.551,0.031,-2.561,-0.343,0.892,-3.865,0.31
256,0.484,0.952,-0.375,0.114,0.381,-0.935,-1.046,-1.018,0.485,0.227,-1.162,0.518,0.0,-1.297,2.83,0.252,-2.998,-0.623,0.453,-4.176,0.17
257,0.446,0.338,0.165,0.248,0.39,-0.946,-0.089,-0.84,0.494,-0.149,-0.809,0.386,0.0,-0.811,2.637,0.256,-2.218,-0.441,0.617,-3.915,0.156
258,0.174,1.201,-0.473,0.369,0.301,-0.846,-0.838,-1.014,0.471,-0.586,-1.073,0.206,0.0,-1.69,2.953,0.056,-2.876,-0.524,1.017,-4.131,0.522
259,0.445,1.386,-0.723,0.135,0.375,-1.173,-1.781,-1.003,0.652,-0.004,-0.922,0.498,0.0,-1.85,2.743,-0.288,-3.598,-0.69,0.547,-4.656,0.204
260,0.51,1.786,-0.545,0.191,0.293,-0.834,-1.382,-1.068,0.56,-0.274,-1.202,-0.033,0.0,-1.928,2.574,-0.146,-3.26,-0.445,1.007,-4.157,0.613
261,0.603,0.701,-0.51,0.167,0.23,-0.935,-0.492,-0.836,0.409,-0.336,-0.726,0.694,0.0,-1.067,2.72,0.052,-2.565,-0.288,0.378,-3.89,0.297
262,0.659,1.082,-1.174,0.154,0.208,-1.245,-0.781,-1.238,0.579,0.165,-1.081,0.642,0.0,-1.655,3.547,0.196,-2.638,-0.47,0.406,-4.093,0.147
263,0.649,0.8,-0.302,0.132,0.227,-1.333,-0.787,-1.184,0.63,-0.215,-1.094,0.558,0.0,-1.263,2.911,-0.038,-2.723,-0.616,0.476,-4.149,0.154
264,0.678,0.963,-0.716,0.374,0.147,-1.098,-1.077,-0.767,0.502,-0.253,-1.117,0.578,0.0,-1.683,3.179,0.112,-3.413,-0.475,0.369,-4.579,0.075
265,0.132,1.437,-0.437,0.179,0.286,-0.89,-0.97,-0.928,0.626,-0.814,-1.045,0.246,0.0,-1.382,2.249,-0.038,-2.47,-0.078,0.972,-3.6,0.729
266,0.476,0.595,-0.04,0.424,0.061,-0.927,-0.435,-0.751,0.481,-0.197,-0.918,0.459,0.0,-1.151,2.515,0.152,-2.915,-0.56,0.526,-4.192,0.247
267,0.468,0.811,-0.494,0.264,0.173,-0.935,-0.772,-0.968,0.504,-0.241,-1.084,0.139,0.0,-1.429,2.635,0.094,-2.781,-0.545,0.934,-3.616,0.421
268,0.086,1.196,-0.106,0.286,0.209,-0.578,-0.697,-0.96,0.547,-0.587,-0.96,-0.126,0.0,-1.465,2.392,0.164,-2.742,-0.324,1.197,-3.657,0.75
269,0.527,0.828,-0.872,0.123,0.149,-1.041,-0.817,-0.837,0.491,0.054,-0.993,0.7,0.0,-1.198,3.014,0.121,-2.784,-0.546,0.363,-3.794,0.248
270,0.309,0.707,0.003,0.226,0.214,-1.119,-0.356,-0.794,0.63,-0.28,-1.063,0.484,0.0,-0.914,2.728,-0.048,-2.709,-0.329,0.557,-4.02,0.304
271,0.392,0.995,-0.303,0.246,0.271,-1.034,-0.718,-1.153,0.572,-0.557,-1.034,0.233,0.0,-1.091,2.304,0.101,-2.25,-0.22,0.842,-3.52,0.513
272,0.163,1.145,-0.63,0.159,0.122,-0.867,-0.878,-1.166,0.582,-0.238,-1.126,0.336,0.0,-1.445,2.937,0.023,-2.853,-0.557,0.886,-3.792,0.517
273,0.977,0.486,-0.532,0.153,0.083,-1.067,-0.797,-0.947,0.63,0.218,-1.116,0.93,0.0,-1.127,3.117,0.072,-3.161,-0.63,-0.009,-4.327,-0.093
274,0.541,0.514,-0.282,-0.03,0.272,-1.33,-0.2,-1.135,0.643,-0.005,-1.149,0.636,0.0,-0.783,3.264,0.025,-2.521,-0.357,0.48,-4.02,0.201
275,0.341,1.14,-0.601,0.073,0.136,-1.001,-0.967,-1.185,0.65,0.068,-1.139,0.51,0.0,-1.298,2.73,-0.077,-2.828,-0.766,0.602,-3.865,0.602
276,0.054,1.591,-0.668,0.357,0.078,-1.203,-1.16,-0.641,0.727,-0.487,-1.308,-0.081,0.0,-1.837,2.548,0.11,-2.958,-0.159,0.828,-3.869,0.562
277,0.408,0.848,-0.549,0.146,-0.013,-1.016,-1.01,-0.912,0.702,-0.173,-1.334,0.589,0.0,-1.339,2.52,-0.026,-3.351,-0.605,0.518,-3.915,0.203
278,0.412,1.36,-0.562,0.126,0.328,-1.043,-1.266,-0.945,0.848,-0.111,-1.49,0.277,0.0,-1.648,2.642,-0.064,-3.008,-0.397,0.607,-4.023,0.4
279,0.854,1.165,-0.538,0.503,0.284,-0.951,-1.336,-1.017,0.505,-0.549,-1.165,0.052,0.0,-1.719,2.851,0.185,-3.167,-0.595,1.148,-4.121,0.158
280,0.272,1.324,-0.66,0.304,0.289,-0.969,-1.251,-0.994,0.549,-0.297,-1.156,0.137,0.0,-1.816,2.708,0.145,-2.805,-0.468,0.947,-3.956,0.536
281,0.517,0.918,-0.583,0.192,0.381,-0.982,-1.025,-0.873,0.628,-0.201,-1.027,0.438,0.0,-1.429,2.617,-0.083,-2.976,-0.6,0.628,-3.914,0.174
282,0.392,0.559,-0.076,0.259,0.275,-1.28,-0.692,-1.024,0.591,0.013,-1.157,0.552,0.0,-1.081,2.682,0.108,-3.0,-0.564,0.501,-4.494,0.273
283,0.772,1.079,-1.084,0.262,0.169,-1.09,-0.916,-1.1,0.714,-0.173,-1.159,0.474,0.0,-1.512,3.157,0.104,-2.714,-0.608,0.674,-3.572,0.272
284,0.261,0.525,-0.284,0.13,0.115,-0.974,-0.258,-0.924,0.481,-0.209,-0.816,0.721,0.0,-0.925,2.619,0.041,-2.461,-0.473,0.499,-3.924,0.316
285,0.306,1.496,-0.671,0.241,0.332,-1.18,-1.364,-0.861,0.692,-0.417,-1.185,0.226,0.0,-1.816,2.846,-0.063,-3.293,-0.344,0.742,-4.161,0.43
286,0.552,0.834,-0.92,0.185,0.065,-1.03,-0.506,-1.212,0.666,-0.111,-0.941,0.438,0.0,-1.255,3.07,0.073,-2.419,-0.544,0.734,-3.568,0.308
287,-0.257,1.716,-0.699,0.1,0.163,-0.993,-1.121,-0.919,0.529,-0.627,-0.918,0.08,0.0,-1.737,2.314,-0.381,-2.98,-0.279,1.114,-3.886,0.909
288,0.07,2.108,-0.929,0.27,0.071,-0.777,-2.213,-0.796,0.578,0.295,-0.841,-0.081,0.0,-2.53,2.246,-0.52,-3.918,-0.784,1.04,-4.262,0.601
