Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,y,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
140,-0.522,0.218,0.119,-3.535,1.452,-2.256,-2.087,-0.903,0.0,0.965,0.211,-0.367,-0.278,-4.973,8.35,-0.593,-0.385,0.129,0.311,-0.219,-1.628
141,-0.088,0.335,0.05,-3.371,1.298,-2.295,-2.171,-1.093,0.0,1.072,0.556,-0.551,-0.264,-3.454,6.744,-0.72,-0.742,0.21,0.255,-0.165,-1.893
142,-0.148,0.139,-0.028,-3.652,1.391,-2.432,-1.963,-0.787,0.0,1.159,0.268,-0.182,-0.235,-4.117,7.887,-0.455,-0.418,-0.042,0.298,-0.128,-1.9
143,-0.388,-0.051,0.202,-4.175,1.745,-2.611,-2.204,-0.767,0.0,1.329,0.146,-0.357,-0.323,-4.515,8.197,-0.582,-0.54,0.102,0.23,-0.057,-1.826
144,-0.338,0.104,0.055,-3.613,1.619,-2.142,-2.04,-0.651,0.0,1.079,0.229,-0.304,-0.519,-4.885,8.673,-0.44,-0.328,0.119,0.036,-0.112,-1.874
145,-0.675,0.125,0.305,-3.49,1.721,-1.645,-2.296,-0.948,0.0,0.903,0.299,-0.315,-0.543,-5.026,7.876,-0.434,-0.198,0.245,0.312,-0.461,-1.559
146,-0.634,0.429,0.481,-3.816,1.359,-2.315,-1.97,-1.062,0.0,1.167,0.305,-0.651,-0.388,-4.534,8.09,-0.679,-0.351,0.356,0.473,-0.512,-1.976
147,-0.284,0.246,-0.077,-3.122,1.431,-2.155,-2.02,-0.935,0.0,1.157,0.407,-0.659,-0.112,-4.986,8.172,-0.669,-0.064,0.448,0.412,-0.1,-1.619
148,-0.943,0.239,0.77,-4.22,1.665,-2.444,-1.728,-0.738,0.0,1.223,0.141,-0.473,-0.429,-4.008,7.541,-0.656,-0.566,0.206,0.287,-0.32,-1.962
149,-0.2,0.356,0.324,-4.169,1.309,-2.971,-1.803,-0.932,0.0,1.414,0.257,-0.635,-0.157,-4.571,8.635,-0.69,-0.162,0.365,0.268,-0.318,-1.937
150,-0.418,0.193,0.248,-4.161,1.517,-2.578,-2.156,-0.797,0.0,1.396,0.143,-0.506,-0.562,-4.657,8.28,-0.675,-0.276,0.32,0.16,-0.32,-1.937
151,-0.557,-0.625,0.121,-4.11,1.746,-1.97,-1.585,-0.216,0.0,0.927,0.115,0.059,-0.358,-5.275,8.472,-0.111,-0.07,-0.332,0.285,-0.214,-1.342
152,-0.977,-0.002,0.629,-3.903,1.605,-2.195,-1.772,-0.58,0.0,0.986,0.067,-0.317,-0.417,-4.429,7.794,-0.376,-0.158,0.153,0.46,-0.372,-1.71
153,-0.376,0.005,0.073,-3.67,1.588,-2.212,-1.934,-0.551,0.0,1.055,0.419,-0.291,-0.554,-4.849,8.193,-0.417,-0.263,0.178,0.186,-0.317,-1.637
154,-1.067,0.447,0.607,-3.482,1.308,-1.876,-2.1,-1.126,0.0,0.975,0.078,-0.643,-0.296,-4.599,7.539,-0.693,-0.31,0.485,0.205,-0.421,-1.978
155,-0.015,0.283,-0.171,-3.739,1.655,-2.578,-2.161,-0.857,0.0,1.357,0.583,-0.481,-0.195,-5.378,9.52,-0.533,-0.089,0.362,0.231,-0.22,-1.956
156,-0.169,0.001,-0.057,-3.399,1.479,-2.463,-1.844,-0.535,0.0,1.331,0.219,-0.163,-0.308,-4.564,8.086,-0.373,-0.308,0.028,0.336,-0.273,-1.591
157,-0.649,-0.245,0.088,-4.166,1.922,-2.456,-2.065,-0.557,0.0,1.014,0.147,-0.282,-0.359,-4.151,7.927,-0.261,-0.478,-0.144,0.069,-0.171,-1.675
158,-0.208,0.05,0.097,-4.042,1.735,-2.754,-2.02,-0.557,0.0,1.342,0.292,-0.365,-0.303,-3.924,7.668,-0.733,-0.422,0.154,0.356,-0.253,-1.882
159,-0.704,0.203,0.313,-3.876,1.761,-1.986,-2.217,-0.948,0.0,0.953,0.011,-0.32,-0.48,-5.361,8.626,-0.639,-0.581,0.107,0.017,-0.232,-1.88
160,-0.438,-0.277,0.478,-4.33,1.764,-2.36,-1.705,-0.411,0.0,1.318,0.283,-0.097,-0.516,-4.572,8.071,-0.453,-0.203,-0.02,0.208,-0.329,-1.908
161,-0.978,0.157,0.477,-4.069,1.666,-2.264,-2.202,-0.731,0.0,1.108,0.171,-0.324,-0.368,-4.695,8.191,-0.564,-0.393,0.167,0.278,-0.202,-1.795
162,-0.228,0.229,-0.039,-3.744,1.386,-2.203,-2.084,-0.948,0.0,1.331,0.168,-0.468,-0.31,-5.23,8.48,-0.698,-0.254,0.24,0.382,-0.304,-1.758
163,-0.459,0.18,0.266,-3.909,1.504,-2.365,-1.885,-0.777,0.0,1.088,0.145,-0.271,-0.349,-3.922,7.426,-0.458,-0.258,-0.042,0.248,-0.13,-1.805
164,0.112,0.344,-0.343,-3.76,1.279,-2.656,-2.175,-0.88,0.0,1.245,0.624,-0.476,-0.283,-3.244,6.827,-0.588,-0.67,0.194,0.06,-0.111,-1.976
165,-0.485,0.093,0.345,-4.395,1.521,-2.873,-1.895,-0.639,0.0,1.298,0.308,-0.401,-0.371,-4.504,8.564,-0.657,-0.21,0.294,0.4,-0.309,-1.894
166,-0.924,-0.158,0.355,-3.697,1.869,-1.859,-2.17,-0.475,0.0,1.129,0.055,-0.122,-0.239,-5.297,8.712,-0.385,-0.485,0.131,0.089,-0.021,-1.631
167,-0.589,-0.319,0.324,-3.636,1.89,-1.712,-1.664,-0.318,0.0,0.774,0.102,-0.31,-0.658,-5.077,7.706,-0.286,-0.313,-0.032,0.372,-0.439,-1.424
168,-0.524,-0.043,0.417,-4.529,1.667,-2.622,-1.813,-0.604,0.0,1.196,0.023,-0.344,-0.442,-3.766,7.666,-0.526,-0.507,0.088,-0.155,-0.182,-1.913
169,-0.959,0.317,0.361,-3.635,1.317,-1.678,-2.334,-1.212,0.0,0.963,0.047,-0.46,-0.253,-5.448,8.127,-0.529,-0.548,0.27,0.072,-0.072,-1.64
170,-0.341,0.17,-0.105,-3.538,1.533,-2.234,-2.213,-0.989,0.0,1.042,0.244,-0.457,-0.312,-5.16,8.857,-0.386,-0.455,0.37,0.26,-0.278,-1.869
171,-0.453,0.265,0.138,-3.669,1.516,-2.401,-2.0,-0.878,0.0,1.462,0.198,-0.389,-0.476,-4.699,8.13,-0.617,-0.399,0.164,0.243,-0.396,-1.988
172,-0.41,0.125,0.05,-4.141,1.624,-2.734,-2.056,-0.647,0.0,1.52,0.355,-0.406,-0.368,-5.047,8.795,-0.82,-0.088,0.032,0.246,-0.263,-1.789
173,-0.162,0.219,0.134,-4.165,1.481,-2.659,-1.999,-0.923,0.0,1.391,0.201,-0.449,-0.494,-4.706,8.287,-0.768,-0.41,0.268,0.306,-0.497,-1.848
174,-0.737,0.283,0.644,-3.665,1.144,-2.207,-1.742,-0.873,0.0,1.065,0.286,-0.471,-0.33,-5.019,8.568,-0.505,-0.228,0.216,0.497,-0.363,-1.845
175,-0.427,0.196,0.036,-4.032,1.531,-2.404,-2.023,-0.841,0.0,1.281,0.387,-0.517,-0.548,-4.695,8.38,-0.712,-0.322,0.329,0.338,-0.329,-1.921
176,-0.334,0.145,0.175,-3.654,1.298,-2.539,-1.965,-0.805,0.0,1.196,0.118,-0.298,-0.234,-4.439,8.102,-0.475,-0.285,0.163,0.133,-0.169,-1.749
177,-0.607,0.035,0.291,-4.251,1.81,-2.398,-2.203,-0.789,0.0,1.149,0.129,-0.374,-0.454,-4.552,8.004,-0.666,-0.589,0.145,0.031,-0.191,-1.851
178,-0.429,0.133,0.069,-3.482,1.676,-2.287,-2.217,-0.777,0.0,0.964,0.345,-0.395,-0.09,-3.995,7.608,-0.422,-0.391,0.039,0.26,-0.175,-1.8
179,0.052,0.188,0.133,-4.229,1.709,-3.018,-1.973,-1.012,0.0,1.209,0.397,-0.409,-0.408,-3.721,8.211,-0.64,-0.423,0.127,0.143,-0.43,-2.198
180,-0.114,0.135,0.044,-3.856,1.399,-2.464,-1.815,-0.968,0.0,1.273,0.491,-0.221,-0.385,-5.064,8.252,-0.543,-0.128,-0.034,0.048,-0.181,-1.641
181,-0.425,0.146,0.252,-3.728,1.242,-2.393,-1.82,-0.701,0.0,1.249,0.27,-0.322,-0.248,-4.639,7.777,-0.516,-0.283,0.229,0.165,-0.171,-1.554
182,-0.041,0.52,-0.196,-3.895,1.293,-3.004,-2.197,-1.157,0.0,1.282,0.442,-0.743,-0.145,-3.829,8.047,-0.81,-0.457,0.389,0.288,-0.212,-2.008
183,-0.008,0.306,0.15,-4.179,1.262,-2.944,-1.887,-0.925,0.0,1.32,0.555,-0.618,-0.258,-4.575,8.913,-0.689,-0.205,0.309,-0.22,-0.021,-1.989
184,0.227,-0.092,0.064,-3.795,1.786,-2.745,-1.839,-0.639,0.0,1.514,0.475,-0.255,-0.243,-4.374,8.346,-0.532,-0.085,-0.083,0.278,-0.064,-1.706
185,-0.109,-0.022,0.074,-4.153,1.474,-2.728,-1.972,-0.724,0.0,1.315,0.335,-0.281,-0.369,-3.742,7.579,-0.429,-0.384,0.067,0.362,-0.212,-1.918
186,-0.451,0.201,0.278,-4.281,1.294,-2.721,-1.913,-0.87,0.0,1.331,0.363,-0.377,-0.432,-5.054,8.957,-0.515,-0.434,0.126,0.523,-0.543,-1.898
187,0.325,0.16,-0.24,-3.895,1.436,-2.969,-2.062,-0.952,0.0,1.388,0.629,-0.437,-0.293,-4.682,8.873,-0.491,-0.206,0.26,0.325,-0.367,-1.933
188,-0.926,0.257,0.428,-3.786,1.254,-2.222,-2.15,-1.052,0.0,1.269,0.138,-0.487,-0.156,-4.401,7.892,-0.687,-0.397,0.332,0.114,-0.133,-1.92
189,-0.38,0.224,0.104,-3.736,1.433,-2.291,-1.751,-0.825,0.0,1.307,0.197,-0.521,-0.555,-5.596,8.798,-0.551,-0.152,0.213,0.327,-0.661,-1.578
190,-0.632,-0.136,0.243,-3.717,1.451,-1.589,-1.786,-0.709,0.0,0.835,0.174,-0.392,-0.624,-5.27,7.997,-0.468,-0.17,0.036,0.109,-0.309,-1.58
191,-0.585,0.246,0.347,-3.684,1.574,-2.387,-2.08,-0.769,0.0,0.979,0.442,-0.569,-0.374,-4.214,7.838,-0.72,-0.604,0.29,0.183,-0.42,-1.884
192,-0.298,0.306,-0.118,-3.654,1.151,-2.454,-2.115,-1.156,0.0,1.083,0.32,-0.588,-0.109,-3.989,7.572,-0.49,-0.334,0.468,0.169,-0.236,-1.622
193,-0.314,0.497,0.103,-3.394,1.253,-2.453,-2.105,-1.036,0.0,1.142,0.306,-0.62,-0.222,-4.251,8.126,-0.747,-0.318,0.365,0.124,-0.05,-1.988
194,-0.561,0.167,0.34,-4.036,1.614,-2.391,-2.049,-0.784,0.0,1.24,0.201,-0.626,-0.438,-4.465,7.919,-0.64,-0.42,0.2,0.211,-0.456,-1.915
195,-0.287,0.111,-0.032,-4.11,1.586,-2.472,-1.997,-0.781,0.0,1.296,0.316,-0.462,-0.38,-3.699,7.69,-0.399,-0.378,0.288,0.145,-0.136,-2.008
196,-0.656,0.3,0.222,-3.529,1.615,-1.887,-2.026,-0.964,0.0,0.981,0.097,-0.59,-0.452,-4.454,7.416,-0.639,-0.477,0.237,0.356,-0.334,-1.853
197,-0.626,-0.172,0.266,-4.133,1.883,-2.293,-1.789,-0.533,0.0,1.119,0.214,-0.374,-0.41,-5.012,8.594,-0.342,-0.251,0.135,0.252,-0.164,-1.726
198,-0.387,0.146,0.133,-3.8,1.482,-2.44,-1.987,-0.61,0.0,1.094,0.363,-0.375,-0.307,-3.992,7.554,-0.46,-0.389,0.262,0.255,-0.142,-1.715
199,-0.412,0.145,0.184,-4.194,1.631,-2.374,-2.169,-0.944,0.0,1.098,0.414,-0.298,-0.363,-4.827,8.368,-0.655,-0.332,-0.001,0.07,-0.276,-1.905
200,-0.467,0.341,0.406,-3.912,1.183,-2.694,-1.89,-0.935,0.0,1.19,0.285,-0.538,-0.189,-3.928,7.513,-0.662,-0.57,0.238,0.498,-0.372,-1.837
201,-0.672,0.385,0.344,-3.915,1.419,-2.377,-2.034,-1.078,0.0,1.147,0.306,-0.661,-0.313,-4.663,8.285,-0.856,-0.136,0.438,-0.041,-0.075,-1.903
202,-0.535,0.132,0.455,-4.227,1.482,-2.615,-1.907,-0.832,0.0,1.319,0.365,-0.468,-0.229,-3.172,7.085,-0.422,-0.619,0.151,0.199,-0.18,-2.078
203,-0.809,0.411,0.555,-3.394,1.093,-1.979,-1.977,-1.111,0.0,0.986,0.194,-0.491,-0.348,-4.949,8.321,-0.475,-0.286,0.159,0.227,-0.327,-1.796
204,-0.346,0.161,0.06,-3.541,1.423,-2.309,-1.92,-0.894,0.0,0.974,0.377,-0.449,-0.237,-4.114,7.884,-0.316,-0.357,0.141,0.017,-0.234,-1.914
205,-0.511,-0.042,0.374,-3.949,1.608,-2.205,-1.88,-0.532,0.0,0.994,0.082,-0.426,-0.295,-4.209,8.021,-0.155,-0.405,0.196,0.102,-0.073,-1.805
206,0.173,-0.205,0.154,-4.362,1.789,-2.741,-1.65,-0.396,0.0,1.342,0.462,-0.081,-0.459,-4.061,7.714,-0.528,-0.125,-0.053,0.328,-0.34,-1.757
207,-0.557,0.221,0.124,-3.489,1.568,-2.172,-2.06,-0.769,0.0,1.198,0.179,-0.513,-0.286,-4.653,7.977,-0.727,-0.319,0.327,0.204,-0.164,-1.687
208,-0.186,0.143,-0.104,-4.24,1.338,-2.634,-2.039,-0.871,0.0,1.45,0.205,-0.41,-0.502,-4.601,8.118,-0.586,-0.245,0.202,0.238,-0.388,-1.725
209,-0.674,0.082,0.38,-3.652,1.582,-2.129,-1.934,-0.625,0.0,0.994,0.17,-0.461,-0.323,-4.435,7.817,-0.404,-0.327,0.229,0.194,-0.241,-1.803
210,-0.538,0.132,0.377,-3.361,1.376,-1.928,-1.744,-0.66,0.0,1.112,0.383,-0.35,-0.378,-4.507,7.714,-0.447,-0.224,0.167,0.247,-0.292,-1.853
211,0.079,0.171,-0.461,-3.719,1.693,-2.399,-2.367,-0.826,0.0,1.323,0.528,-0.375,-0.296,-5.088,8.767,-0.324,-0.026,0.253,0.169,-0.218,-1.799
212,-0.215,0.069,-0.011,-3.851,1.784,-2.6,-2.172,-0.985,0.0,1.166,0.336,-0.261,-0.283,-3.909,7.811,-0.53,-0.413,0.049,0.235,-0.11,-1.91
213,-0.576,-0.329,0.506,-3.47,1.764,-1.819,-1.446,-0.27,0.0,0.875,-0.227,-0.141,-0.532,-5.402,8.472,-0.085,-0.107,-0.217,0.44,-0.238,-1.339
214,-0.328,0.104,0.202,-3.824,1.464,-2.206,-1.923,-0.988,0.0,0.895,0.228,-0.392,-0.142,-4.941,8.733,-0.544,-0.186,0.184,0.123,-0.134,-1.929
215,-0.052,0.192,-0.164,-3.463,1.547,-2.473,-2.066,-0.71,0.0,1.193,0.428,-0.433,-0.111,-3.545,7.311,-0.43,-0.484,0.187,0.223,-0.11,-1.91
216,-0.853,0.236,0.186,-3.484,1.386,-1.694,-2.333,-1.206,0.0,0.958,0.091,-0.332,-0.28,-4.798,7.866,-0.553,-0.435,0.187,0.133,-0.153,-1.73
217,-0.624,0.206,0.431,-3.971,1.553,-2.667,-1.831,-0.701,0.0,1.201,0.13,-0.412,-0.157,-3.719,7.712,-0.405,-0.21,0.181,0.465,-0.281,-1.987
218,-0.21,0.2,-0.066,-3.807,1.551,-2.48,-2.194,-0.967,0.0,1.041,0.191,-0.524,-0.19,-4.724,8.13,-0.774,-0.042,0.377,0.356,-0.175,-1.828
219,-0.251,0.006,0.354,-4.307,1.782,-2.832,-1.786,-0.624,0.0,1.412,0.493,-0.396,-0.246,-4.061,8.073,-0.738,-0.366,0.12,0.217,-0.216,-2.035
220,-0.894,-0.683,0.829,-3.889,2.161,-1.861,-1.295,0.184,0.0,1.165,-0.162,-0.228,-0.417,-5.412,8.618,-0.122,-0.135,-0.182,0.266,0.077,-1.402
221,-0.159,-0.174,0.096,-3.728,1.551,-2.294,-1.606,-0.286,0.0,1.338,0.328,-0.132,-0.473,-4.708,7.859,-0.669,-0.304,-0.357,0.177,-0.067,-1.598
222,-0.341,0.034,0.335,-3.958,1.842,-2.453,-1.853,-0.665,0.0,1.105,0.466,-0.507,-0.286,-4.833,8.634,-0.638,-0.279,0.492,0.11,-0.064,-1.807
223,-1.087,0.41,0.632,-4.316,1.413,-2.466,-2.064,-1.016,0.0,1.297,-0.059,-0.685,-0.251,-4.744,8.365,-0.635,-0.33,0.469,0.128,-0.436,-2.024
224,-0.518,0.174,0.149,-3.973,1.456,-2.301,-2.366,-1.004,0.0,1.147,0.327,-0.435,-0.278,-4.644,8.145,-0.744,-0.513,0.185,0.117,-0.257,-1.986
225,-0.043,0.3,-0.189,-4.05,1.4,-2.961,-2.183,-0.818,0.0,1.326,0.362,-0.427,-0.213,-4.355,8.414,-0.628,-0.283,0.161,0.2,-0.128,-1.838
226,-0.258,0.133,0.209,-4.177,1.404,-2.773,-1.637,-0.563,0.0,1.196,0.391,-0.397,-0.322,-4.46,8.357,-0.595,-0.166,0.163,0.192,-0.143,-1.77
227,-0.723,-0.085,0.366,-3.915,1.73,-2.386,-1.913,-0.693,0.0,1.135,0.06,-0.326,-0.212,-4.897,8.779,-0.202,-0.142,0.083,0.316,-0.493,-1.897
228,-0.221,0.041,-0.039,-3.925,1.561,-2.408,-2.153,-0.813,0.0,1.245,0.326,-0.291,-0.233,-4.397,7.767,-0.333,-0.176,0.193,0.047,-0.273,-1.813
229,-0.239,-0.121,0.031,-3.655,1.608,-2.111,-1.937,-0.526,0.0,1.143,0.261,-0.143,-0.296,-5.076,8.203,-0.432,-0.246,0.096,0.245,-0.186,-1.574
230,-0.168,0.132,-0.084,-3.725,1.523,-2.308,-2.001,-0.859,0.0,0.951,0.308,-0.348,-0.338,-4.762,8.463,-0.405,-0.364,0.138,0.17,-0.337,-1.801
231,-0.505,0.025,0.321,-4.244,1.646,-2.568,-2.036,-0.842,0.0,1.371,0.327,-0.247,-0.22,-3.574,7.365,-0.572,-0.552,0.116,0.138,0.046,-1.966
232,-0.541,0.037,0.485,-3.429,1.518,-2.033,-1.748,-0.695,0.0,1.173,0.186,-0.465,-0.194,-4.649,8.084,-0.466,-0.258,0.333,-0.028,-0.096,-1.935
233,-0.685,-0.079,0.543,-3.945,1.555,-2.383,-1.897,-0.577,0.0,1.077,0.101,-0.339,-0.357,-5.149,8.729,-0.613,-0.381,0.162,0.256,-0.301,-1.792
234,-0.681,0.301,0.659,-4.205,1.471,-2.512,-2.048,-1.044,0.0,1.119,0.016,-0.52,-0.343,-5.065,8.937,-0.867,-0.445,0.262,0.32,-0.515,-1.989
235,-0.406,0.168,0.298,-3.351,1.517,-2.036,-1.882,-0.864,0.0,1.002,-0.091,-0.393,-0.224,-4.709,8.071,-0.431,-0.407,0.324,0.168,-0.377,-1.782
236,0.162,0.376,0.127,-4.025,1.184,-2.911,-1.79,-0.953,0.0,1.201,0.511,-0.603,-0.203,-3.641,7.57,-0.716,-0.275,0.36,0.26,-0.08,-1.905
237,-0.675,-0.181,0.396,-3.995,1.766,-2.411,-1.732,-0.401,0.0,1.123,0.207,-0.16,-0.277,-4.261,7.749,-0.589,-0.063,0.158,0.154,0.079,-1.597
238,-0.708,0.459,0.492,-3.928,1.133,-2.575,-2.137,-1.017,0.0,1.446,0.391,-0.597,-0.404,-4.498,8.115,-0.759,-0.461,0.316,0.073,-0.224,-1.984
239,-0.238,0.281,0.053,-3.812,1.444,-2.838,-2.226,-0.858,0.0,1.19,0.184,-0.477,-0.097,-4.343,8.467,-0.765,-0.408,0.089,0.127,0.035,-2.079
240,-0.53,0.006,0.176,-4.066,1.841,-2.285,-2.118,-0.976,0.0,1.09,0.147,-0.255,-0.385,-4.698,8.497,-0.474,-0.313,0.101,0.322,-0.159,-1.932
241,-0.783,-0.08,0.371,-3.752,1.645,-2.167,-1.821,-0.57,0.0,0.965,0.268,-0.214,-0.187,-3.786,7.109,-0.533,-0.327,-0.114,0.241,-0.024,-1.77
242,-0.635,0.257,0.514,-4.117,1.325,-2.567,-2.111,-0.851,0.0,1.241,0.349,-0.388,-0.28,-4.098,7.846,-0.547,-0.441,0.17,0.232,-0.287,-1.885
243,0.143,0.164,-0.118,-3.689,1.625,-2.506,-1.962,-0.911,0.0,1.177,0.505,-0.401,-0.433,-4.696,8.039,-0.703,-0.388,0.228,0.321,-0.217,-1.779
244,0.075,0.111,-0.088,-4.511,1.556,-3.348,-1.749,-0.737,0.0,1.246,0.451,-0.339,-0.181,-4.285,9.005,-0.672,0.058,-0.004,0.03,-0.023,-2.064
245,0.24,0.104,-0.242,-4.414,1.713,-3.105,-2.059,-0.823,0.0,1.418,0.283,-0.444,-0.444,-3.454,7.46,-0.623,-0.302,0.185,0.454,-0.411,-1.978
246,-0.467,0.056,0.276,-3.676,1.489,-2.08,-1.745,-0.66,0.0,1.259,0.087,-0.467,-0.327,-4.633,7.978,-0.637,-0.092,0.16,0.079,-0.123,-1.735
247,-0.34,0.435,0.461,-3.779,1.096,-2.694,-1.894,-1.088,0.0,1.248,0.353,-0.69,-0.267,-4.834,8.507,-0.724,-0.067,0.254,0.217,-0.333,-1.919
248,-0.25,0.19,0.33,-3.97,1.411,-2.891,-1.609,-0.694,0.0,1.244,0.358,-0.402,-0.203,-4.182,8.589,-0.77,-0.367,0.212,-0.058,-0.031,-2.066
249,0.166,-0.07,0.038,-3.924,1.72,-2.597,-1.762,-0.658,0.0,1.242,0.366,-0.393,-0.4,-3.674,7.509,-0.497,-0.246,0.278,0.025,-0.363,-1.837
250,-0.076,0.19,-0.009,-3.888,1.611,-2.597,-2.187,-0.934,0.0,1.338,0.351,-0.271,-0.374,-4.23,7.951,-0.737,-0.245,0.002,0.334,-0.246,-1.988
251,-0.957,0.282,0.391,-3.462,1.529,-2.012,-2.197,-1.008,0.0,0.997,-0.016,-0.574,-0.185,-4.14,7.481,-0.361,-0.625,0.554,0.324,-0.314,-1.828
252,-0.44,0.249,0.229,-4.06,1.54,-2.38,-1.924,-0.78,0.0,1.036,0.152,-0.465,-0.614,-4.02,7.514,-0.634,-0.025,0.188,0.08,-0.232,-1.811
253,-0.679,-0.235,0.234,-4.079,1.835,-1.931,-1.745,-0.455,0.0,0.887,0.017,-0.357,-0.571,-4.552,7.633,-0.416,-0.208,0.135,0.35,-0.355,-1.673
254,-0.46,0.093,0.109,-3.699,1.639,-2.077,-2.114,-0.737,0.0,1.089,0.196,-0.308,-0.472,-4.913,8.155,-0.384,-0.142,-0.012,0.272,-0.346,-1.518
255,-0.539,0.081,0.235,-3.499,1.699,-2.048,-2.098,-0.837,0.0,1.258,0.103,-0.43,-0.236,-4.461,7.968,-0.432,-0.277,0.181,0.097,-0.148,-1.882
256,-0.572,0.483,0.612,-3.667,1.26,-2.468,-1.732,-0.987,0.0,1.161,0.168,-0.711,-0.217,-4.392,8.335,-0.692,-0.052,0.343,0.154,-0.308,-2.013
257,-0.178,0.09,0.176,-4.123,1.7,-2.436,-2.001,-0.97,0.0,1.263,0.382,-0.269,-0.461,-4.502,7.809,-0.612,-0.163,0.15,0.382,-0.367,-1.835
258,-0.576,0.377,0.216,-3.776,1.386,-2.612,-2.289,-1.157,0.0,1.243,0.247,-0.575,-0.077,-3.898,7.881,-0.548,-0.523,0.325,0.303,-0.273,-2.029
259,0.184,0.227,-0.528,-3.994,1.607,-2.824,-2.166,-0.851,0.0,1.268,0.536,-0.582,-0.278,-4.107,7.89,-0.568,-0.193,0.459,0.394,-0.451,-1.913
260,-0.034,-0.31,-0.078,-3.669,1.827,-2.203,-1.784,-0.574,0.0,1.089,0.294,0.044,-0.282,-4.148,7.306,-0.365,-0.275,-0.074,0.08,-0.081,-1.637
261,-0.468,0.348,0.12,-3.546,1.431,-2.454,-2.128,-1.11,0.0,1.051,0.238,-0.512,-0.143,-4.287,7.958,-0.617,-0.389,0.314,0.4,-0.177,-1.869
262,-0.067,-0.243,0.344,-4.322,1.822,-2.896,-1.714,-0.425,0.0,1.46,0.385,-0.136,-0.208,-4.354,8.406,-0.538,-0.176,-0.194,0.306,-0.034,-1.9
263,-0.652,0.022,0.592,-3.873,1.649,-2.038,-1.842,-0.844,0.0,1.16,0.156,-0.24,-0.361,-4.442,7.78,-0.591,-0.308,0.104,0.198,-0.193,-1.935
264,-0.286,0.028,0.172,-3.283,1.254,-2.249,-1.792,-0.598,0.0,0.959,0.114,-0.276,-0.205,-4.896,8.361,-0.418,0.002,0.004,-0.029,-0.092,-1.513
265,-0.333,0.251,0.347,-3.968,1.202,-2.746,-1.711,-0.819,0.0,1.167,0.407,-0.459,-0.108,-4.819,8.445,-0.742,-0.183,0.19,0.175,-0.223,-1.887
266,-0.166,0.198,0.001,-3.793,1.52,-2.486,-2.166,-0.879,0.0,1.117,0.142,-0.539,-0.354,-4.551,8.88,-0.356,-0.406,0.13,0.24,-0.201,-1.893
267,-0.604,0.401,0.382,-3.204,1.176,-1.712,-1.875,-1.087,0.0,0.97,0.421,-0.588,-0.226,-5.56,8.746,-0.765,-0.258,0.383,0.271,-0.289,-1.813
268,-0.447,-0.269,0.469,-4.519,1.79,-2.636,-1.741,-0.475,0.0,1.297,0.262,-0.194,-0.265,-4.14,7.871,-0.358,-0.289,-0.212,-0.037,-0.057,-1.797
269,-0.636,0.089,0.627,-3.84,1.576,-2.403,-1.944,-0.799,0.0,1.357,0.13,-0.421,-0.214,-4.172,7.94,-0.407,-0.382,0.044,0.271,-0.189,-1.945
270,0.189,-0.119,-0.121,-3.722,1.877,-2.488,-1.939,-0.549,0.0,1.168,0.253,-0.284,-0.326,-4.39,7.871,-0.538,-0.198,0.224,0.229,-0.232,-1.594
271,-0.769,0.323,0.342,-3.817,1.398,-2.119,-2.249,-1.089,0.0,1.279,0.247,-0.46,-0.201,-4.154,7.824,-0.684,-0.674,0.258,0.189,-0.206,-2.13
272,-0.776,0.014,0.363,-3.09,1.532,-1.584,-2.068,-0.737,0.0,0.85,-0.005,-0.358,-0.252,-4.558,7.518,-0.256,-0.594,0.215,0.098,-0.025,-1.556
273,0.198,0.05,-0.038,-4.077,1.648,-2.493,-1.646,-0.856,0.0,1.352,0.674,-0.253,-0.44,-4.258,7.699,-0.765,-0.309,-0.02,0.13,-0.126,-1.875
274,-0.758,0.13,0.615,-4.034,1.244,-2.416,-1.708,-0.689,0.0,1.366,0.358,-0.399,-0.349,-4.99,8.664,-0.62,-0.125,0.059,0.314,-0.361,-1.925
275,-0.883,0.047,0.704,-4.225,1.37,-2.562,-1.806,-0.738,0.0,1.128,0.056,-0.511,-0.31,-3.911,8.085,-0.49,-0.361,0.368,0.249,-0.122,-1.947
276,-0.493,0.021,0.222,-3.623,1.71,-1.991,-2.161,-0.794,0.0,1.098,0.017,-0.281,-0.173,-5.643,8.854,-0.676,-0.452,0.129,0.463,-0.299,-1.855
277,-0.17,-0.025,0.097,-3.36,1.742,-2.077,-2.003,-0.714,0.0,1.171,0.496,-0.441,-0.252,-4.686,7.844,-0.461,-0.415,0.108,0.467,-0.242,-1.631
278,-0.396,0.225,0.049,-4.246,1.311,-2.61,-1.896,-0.957,0.0,1.133,0.225,-0.547,-0.354,-4.234,7.94,-0.595,-0.3,0.234,0.277,-0.312,-1.904
279,-0.337,0.367,0.096,-3.297,1.197,-2.002,-1.935,-1.135,0.0,1.074,0.201,-0.569,-0.388,-5.165,8.047,-0.612,-0.349,0.402,0.244,-0.456,-1.642
280,-0.217,0.402,0.031,-3.363,1.128,-2.515,-2.156,-1.133,0.0,1.199,0.444,-0.59,-0.143,-3.957,7.441,-0.738,-0.396,0.249,-0.108,-0.021,-1.802
