x0,x1,x2,x3,y,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.721,-0.43,-2.641,0.801,0.0,0.524,3.231,-0.195,1.844,-0.552,-1.123,6.959,-0.091,0.141,-1.019,-4.473,3.97,-2.371,0.766,1.719,3.521
0.616,-0.692,-2.391,-0.545,0.0,0.216,2.245,-0.337,1.719,0.049,-0.285,5.457,-0.138,0.107,-0.837,-3.704,4.145,-2.254,1.463,1.439,1.725
0.834,-0.447,-2.661,0.528,0.0,0.024,3.084,-0.373,1.72,-0.572,-0.826,6.691,-0.115,-0.191,-0.378,-4.276,4.367,-2.637,0.74,1.823,2.821
0.681,-0.57,-2.731,-0.254,0.0,0.334,2.963,-0.318,1.502,-0.037,-0.497,6.514,-0.386,0.039,-1.006,-3.954,4.593,-2.483,0.931,1.704,2.329
1.001,-0.312,-3.08,1.848,0.0,0.388,3.895,-0.523,1.896,-1.147,-1.48,7.733,0.53,0.13,-0.64,-4.878,4.268,-2.311,1.039,2.319,3.656
0.553,-0.631,-2.941,-0.885,0.0,0.26,2.459,-0.348,1.663,0.226,-0.176,6.681,-0.937,0.153,-1.045,-4.157,4.745,-2.831,0.56,1.382,2.883
0.708,-0.398,-2.756,0.55,0.0,0.005,3.254,-0.135,1.833,-0.469,-0.897,7.115,-0.129,0.258,-0.526,-4.742,4.635,-2.515,0.226,1.737,2.859
0.679,-0.562,-3.195,1.023,0.0,0.184,3.598,-0.506,2.205,-0.848,-1.144,7.337,-0.165,0.087,-0.591,-4.882,5.495,-3.258,0.443,2.308,3.025
0.859,-0.384,-2.307,-0.093,0.0,0.094,2.505,-0.277,1.55,-0.094,-0.638,5.919,-0.358,-0.025,-0.37,-4.009,4.34,-2.423,0.902,1.41,1.935
0.741,-0.606,-3.133,-0.571,0.0,0.09,2.847,-0.475,1.299,0.243,-0.407,6.897,-0.797,0.126,-0.641,-3.615,4.654,-2.58,0.768,1.181,3.008
0.633,-0.575,-2.873,0.433,0.0,0.209,3.112,-0.352,1.436,-0.467,-0.795,6.868,0.008,0.036,-0.739,-4.111,3.998,-2.294,0.747,1.617,3.173
0.643,-0.684,-2.629,0.271,0.0,0.237,2.879,-0.332,1.49,-0.52,-0.663,6.367,-0.202,0.259,-0.988,-4.152,4.153,-2.423,0.661,1.805,2.657
0.675,-0.32,-2.599,0.072,0.0,0.241,2.87,-0.395,1.852,-0.332,-0.644,5.873,0.059,0.164,-0.985,-3.87,4.5,-2.57,0.652,1.66,1.741
0.831,-0.297,-2.582,1.178,0.0,0.467,3.296,-0.423,1.685,-0.771,-1.183,6.658,0.243,0.031,-0.515,-4.321,4.451,-2.512,0.556,1.908,2.602
0.774,-0.528,-2.854,0.971,0.0,0.339,3.478,-0.334,1.91,-0.625,-1.062,7.321,-0.167,-0.098,-0.684,-4.752,4.301,-2.356,0.576,2.036,3.561
0.606,-0.685,-3.052,-0.839,0.0,0.277,2.67,-0.393,1.624,0.165,-0.232,6.9,-0.985,0.079,-0.796,-4.118,5.161,-3.099,0.54,1.402,2.671
0.787,-0.513,-2.793,-0.094,0.0,0.289,2.974,-0.343,1.476,-0.216,-0.367,6.705,-0.261,0.176,-0.395,-3.931,4.134,-2.196,0.958,1.315,2.965
0.704,-0.386,-2.307,1.482,0.0,0.463,3.418,-0.287,2.097,-1.136,-1.439,6.222,0.445,0.19,-0.997,-4.76,4.239,-2.569,0.04,2.309,2.122
0.917,-0.604,-3.0,0.8,0.0,0.329,3.367,-0.466,1.908,-0.468,-0.776,6.685,-0.111,-0.024,-0.71,-4.445,4.412,-2.462,0.927,1.755,2.548
0.615,-0.544,-2.807,0.811,0.0,0.291,3.096,-0.313,1.747,-0.753,-0.869,6.297,0.462,0.036,-0.906,-4.289,3.8,-2.016,1.381,1.857,2.833
0.885,-0.359,-2.685,0.815,0.0,0.361,3.204,-0.376,1.618,-0.754,-1.004,6.249,0.39,-0.09,-0.566,-4.269,3.964,-2.215,0.678,1.871,2.275
0.859,-0.545,-2.836,-0.67,0.0,0.176,2.894,-0.365,1.7,0.12,-0.358,6.934,-0.566,-0.056,-0.97,-4.25,4.896,-2.74,0.963,1.618,2.651
0.661,-0.486,-2.681,0.863,0.0,0.19,3.262,-0.236,1.748,-0.691,-0.867,6.773,-0.22,0.194,-0.783,-4.33,4.723,-2.858,0.936,1.834,2.736
0.899,-0.667,-2.743,0.599,0.0,0.485,3.139,-0.414,1.796,-0.456,-0.789,6.591,-0.055,0.112,-0.647,-4.285,4.246,-2.284,0.663,1.712,2.533
0.616,-0.568,-2.206,-0.359,0.0,0.15,2.462,-0.268,1.332,-0.018,-0.388,5.755,-0.393,0.283,-0.702,-3.724,3.99,-2.048,1.008,1.408,2.072
0.686,-0.44,-2.457,0.814,0.0,0.518,3.083,-0.37,1.909,-0.661,-0.964,6.354,0.076,-0.028,-1.006,-4.218,4.479,-2.442,0.83,1.792,2.37
0.82,-0.58,-2.74,0.184,0.0,0.287,2.823,-0.474,1.759,-0.223,-0.599,6.211,-0.111,0.068,-0.624,-4.307,4.294,-2.451,0.809,1.672,2.298
0.631,-0.528,-2.951,0.178,0.0,0.39,3.12,-0.319,1.809,-0.371,-0.658,6.788,-0.088,0.192,-0.942,-4.499,4.584,-2.578,0.406,1.842,3.047
0.778,-0.467,-2.765,1.301,0.0,0.441,3.482,-0.384,1.642,-0.818,-1.181,6.84,0.22,-0.118,-0.768,-4.604,4.036,-2.173,0.831,1.915,2.948
0.963,-0.522,-2.842,0.8,0.0,0.439,3.452,-0.372,1.823,-0.846,-0.992,6.964,0.169,-0.128,-0.832,-4.649,4.267,-2.553,0.772,2.06,2.687
0.904,-0.674,-3.03,0.774,0.0,0.126,3.171,-0.454,1.753,-0.579,-0.835,7.237,0.364,-0.088,-0.372,-4.635,4.104,-1.95,0.831,1.57,3.272
0.456,-0.602,-2.537,0.016,0.0,0.336,2.927,-0.178,1.747,-0.321,-0.507,6.187,-0.098,-0.02,-1.035,-3.874,4.493,-2.547,0.429,1.559,2.431
0.92,-0.545,-2.77,0.52,0.0,0.275,3.104,-0.523,1.946,-0.578,-0.774,6.744,0.138,0.121,-0.636,-4.544,4.541,-2.497,1.106,1.827,2.413
0.987,-0.579,-3.2,0.506,0.0,0.293,3.051,-0.58,1.295,-0.315,-0.673,6.571,-0.108,0.031,-0.482,-3.983,3.9,-2.11,1.341,1.584,2.82
0.733,-0.462,-2.54,0.179,0.0,0.201,3.056,-0.345,2.142,-0.321,-0.793,6.825,-0.673,-0.121,-0.614,-4.651,5.106,-3.212,0.359,1.727,2.534
1.02,-0.547,-2.748,1.256,0.0,0.234,3.393,-0.325,1.923,-0.948,-1.174,6.955,0.219,0.163,-0.341,-4.769,4.501,-2.406,0.787,1.987,2.686
0.614,-0.445,-2.522,0.61,0.0,0.282,3.272,-0.341,2.337,-0.843,-1.018,6.84,-0.07,-0.092,-0.782,-4.896,4.972,-2.997,0.72,2.097,2.527
0.859,-0.406,-2.696,0.212,0.0,0.127,3.268,-0.462,1.651,-0.292,-0.815,6.415,-0.031,0.08,-0.327,-4.403,4.062,-2.192,0.689,1.542,2.317
0.716,-0.57,-2.547,-0.109,0.0,0.222,2.736,-0.25,1.622,-0.114,-0.681,6.163,-0.377,0.178,-0.625,-4.01,4.014,-2.23,0.862,1.473,2.261
1.008,-0.481,-2.312,0.765,0.0,0.34,3.085,-0.457,1.718,-0.595,-0.922,5.94,0.158,0.008,-0.476,-4.374,4.109,-2.357,0.695,1.667,1.696
0.818,-0.358,-2.789,0.672,0.0,0.285,2.903,-0.532,1.8,-0.708,-0.983,5.967,0.141,0.18,-0.538,-4.108,4.091,-2.351,0.707,1.757,2.194
0.555,-0.377,-2.095,-0.246,0.0,0.414,2.17,-0.296,1.6,-0.172,-0.522,4.998,-0.184,0.229,-1.102,-3.809,3.937,-2.172,1.08,1.653,1.193
0.761,-0.706,-2.62,-0.402,0.0,0.179,2.706,-0.495,1.771,-0.018,-0.231,5.875,-0.343,-0.111,-0.747,-4.017,4.508,-2.563,0.801,1.45,1.7
0.821,-0.48,-2.956,0.026,0.0,0.049,3.082,-0.38,1.874,-0.321,-0.577,7.036,-0.335,0.101,-0.661,-4.482,4.546,-2.756,1.279,1.563,2.964
0.715,-0.314,-2.859,-0.333,0.0,0.176,2.66,-0.416,1.698,-0.127,-0.654,6.786,-0.44,-0.002,-0.546,-4.119,4.854,-2.758,0.781,1.539,2.611
0.559,-0.669,-2.518,0.764,0.0,0.257,3.436,-0.213,1.791,-0.699,-0.928,6.912,0.384,0.08,-0.825,-4.441,3.762,-2.036,1.298,1.953,3.658
0.697,-0.541,-2.501,0.059,0.0,0.373,2.822,-0.376,1.704,-0.329,-0.494,5.846,-0.189,-0.016,-0.856,-4.149,4.159,-2.185,0.961,1.725,1.956
0.664,-0.267,-2.287,1.209,0.0,0.237,3.362,-0.406,1.667,-0.926,-1.284,5.524,0.198,0.063,-0.76,-3.979,4.086,-2.373,0.365,2.063,1.681
0.671,-0.803,-2.546,0.247,0.0,0.216,3.13,-0.291,1.539,-0.304,-0.691,6.178,-0.089,-0.038,-0.591,-4.295,4.463,-2.658,1.374,1.807,2.223
0.874,-0.337,-2.325,0.512,0.0,0.197,2.857,-0.343,1.748,-0.485,-0.984,5.281,-0.039,0.089,-0.336,-4.227,4.294,-2.487,0.779,1.716,1.082
0.703,-0.324,-2.516,-0.047,0.0,0.204,2.521,-0.426,1.503,-0.246,-0.702,5.778,-0.163,0.044,-0.633,-3.782,4.355,-2.458,0.664,1.746,1.837
0.874,-0.374,-2.679,0.998,0.0,0.38,3.435,-0.527,2.016,-0.734,-1.182,6.76,0.092,0.112,-0.629,-4.724,4.647,-2.697,0.513,2.151,2.575
0.956,-0.351,-3.07,0.494,0.0,0.359,3.298,-0.311,1.59,-0.282,-0.834,7.377,-0.016,0.013,-0.791,-4.371,4.284,-2.255,0.436,1.643,3.736
0.678,-0.502,-2.769,0.277,0.0,0.281,2.917,-0.28,1.769,-0.433,-0.675,6.824,-0.07,0.282,-0.721,-4.355,4.492,-2.459,0.997,1.596,2.846
0.476,-0.35,-2.203,0.548,0.0,0.207,2.972,-0.058,1.731,-0.629,-0.876,6.067,0.223,0.18,-0.857,-4.197,4.298,-2.361,0.646,1.855,2.301
0.304,-0.572,-2.033,0.084,0.0,0.225,2.708,-0.141,1.523,-0.411,-0.709,5.708,0.009,-0.157,-1.062,-3.653,3.824,-2.108,0.898,1.656,2.279
0.82,-0.648,-2.965,0.016,0.0,0.469,2.767,-0.542,1.835,-0.191,-0.659,6.884,-0.476,-0.059,-1.067,-4.393,5.019,-2.902,0.421,1.816,2.567
0.824,-0.549,-3.325,-0.613,0.0,0.273,2.85,-0.497,1.62,0.187,-0.444,7.44,-0.751,-0.066,-0.562,-4.304,4.653,-2.938,0.246,1.53,3.458
0.604,-0.371,-2.363,2.108,0.0,0.454,3.777,-0.263,2.234,-1.344,-1.696,6.25,0.421,0.033,-0.931,-4.562,4.772,-2.775,0.365,2.408,2.198
0.709,-0.447,-2.081,1.011,0.0,0.383,3.197,-0.229,2.084,-0.999,-0.848,5.856,0.335,-0.131,-1.007,-4.617,4.577,-2.424,0.795,2.128,1.717
0.922,-0.447,-2.835,1.269,0.0,0.447,3.654,-0.478,1.983,-0.991,-1.18,6.855,0.232,-0.158,-0.679,-4.903,4.787,-2.755,0.499,2.049,2.589
1.077,-0.467,-3.166,0.801,0.0,0.336,3.368,-0.527,1.845,-0.594,-0.907,7.367,0.06,0.088,-0.444,-5.027,4.387,-2.351,0.59,1.698,3.265
0.833,-0.626,-2.926,-0.073,0.0,0.097,2.806,-0.474,1.596,-0.28,-0.487,6.316,-0.338,-0.265,-0.602,-4.09,4.545,-2.533,0.678,1.593,2.159
0.645,-0.506,-2.754,0.734,0.0,0.46,3.457,-0.285,1.803,-0.679,-0.877,7.013,0.149,0.008,-0.996,-4.613,4.651,-2.317,-0.068,1.9,3.126
0.966,-0.616,-3.245,1.066,0.0,0.377,3.67,-0.393,1.927,-0.931,-1.023,7.818,0.184,-0.113,-0.569,-5.045,4.696,-2.66,0.213,2.121,3.521
0.875,-0.26,-2.631,0.982,0.0,0.305,3.28,-0.39,2.006,-0.891,-1.03,6.839,0.016,-0.057,-0.575,-4.782,5.067,-2.877,1.414,1.955,2.465
0.771,-0.467,-3.358,-0.112,0.0,0.35,3.117,-0.351,1.824,-0.304,-0.293,7.862,-0.357,0.022,-0.768,-4.581,4.759,-2.793,0.62,1.42,3.754
0.574,-0.57,-2.762,0.6,0.0,0.438,3.143,-0.147,1.644,-0.604,-0.775,6.624,-0.135,0.199,-0.993,-4.415,4.23,-2.464,0.974,2.055,2.775
0.685,-0.369,-2.906,-0.17,0.0,0.358,3.034,-0.23,1.91,-0.229,-0.514,7.287,-0.002,-0.022,-0.866,-4.433,4.531,-2.434,1.116,1.513,3.225
0.618,-0.563,-2.924,0.882,0.0,0.394,3.403,-0.316,1.588,-0.778,-1.054,6.932,0.143,0.053,-1.114,-4.415,4.028,-2.271,0.557,1.984,3.359
0.813,-0.676,-3.028,0.562,0.0,0.421,3.006,-0.311,1.516,-0.431,-0.601,6.589,-0.134,-0.069,-1.014,-4.465,4.165,-2.304,0.726,1.972,2.61
0.809,-0.247,-2.285,0.727,0.0,0.234,2.935,-0.525,1.656,-0.536,-0.874,5.466,0.146,0.235,-0.923,-4.071,4.296,-2.192,0.559,1.87,1.393
0.568,-0.382,-2.556,0.241,0.0,0.24,2.687,-0.173,1.438,-0.301,-0.597,6.185,-0.285,0.109,-1.041,-4.071,4.445,-2.426,0.507,1.618,2.306
0.813,-0.441,-2.169,0.493,0.0,0.39,2.597,-0.5,1.667,-0.422,-0.87,5.264,-0.169,0.068,-0.758,-3.949,4.2,-2.365,0.585,1.815,1.323
1.006,-0.807,-3.122,0.267,0.0,0.243,3.269,-0.404,1.91,-0.393,-0.616,7.41,-0.437,0.083,-0.344,-4.691,4.904,-2.849,0.729,1.697,2.804
0.83,-0.489,-2.546,0.713,0.0,0.025,2.936,-0.285,2.023,-0.539,-0.919,6.205,-0.273,0.085,-0.381,-4.594,4.826,-2.765,0.499,1.637,1.757
0.761,-0.258,-1.879,1.413,0.0,0.565,3.144,-0.216,1.734,-1.104,-1.186,5.069,0.505,0.117,-1.15,-4.205,4.066,-2.383,0.513,2.175,1.114
0.649,-0.562,-2.927,0.077,0.0,0.052,3.039,-0.115,1.656,-0.22,-0.593,7.271,-0.209,-0.064,-0.516,-4.48,4.879,-2.861,0.307,1.656,3.127
0.815,-0.441,-2.533,0.445,0.0,0.163,3.133,-0.295,1.618,-0.469,-0.701,6.492,-0.017,-0.045,-0.354,-4.26,4.15,-2.437,1.206,1.574,2.943
0.733,-0.467,-2.578,1.128,0.0,0.209,3.544,-0.238,2.005,-0.954,-1.238,6.768,0.263,0.1,-0.549,-4.885,5.001,-2.775,0.36,2.239,2.634
0.636,-0.385,-2.504,0.088,0.0,0.211,3.044,-0.283,1.66,-0.282,-0.664,6.306,-0.123,0.084,-0.548,-4.104,4.148,-2.254,1.009,1.677,2.657
0.819,-0.528,-2.478,0.108,0.0,0.35,2.682,-0.216,1.691,-0.27,-0.497,6.017,-0.044,-0.094,-1.102,-4.251,4.393,-2.526,0.666,1.663,1.952
0.741,-0.204,-1.956,1.163,0.0,0.054,2.931,-0.286,1.705,-0.76,-1.188,5.153,0.308,0.011,-0.557,-4.17,3.759,-2.215,0.749,1.922,1.525
0.637,-0.654,-3.142,-0.512,0.0,0.066,2.898,-0.266,1.533,0.173,-0.3,7.497,-0.65,0.044,-0.246,-4.211,4.526,-2.805,1.113,1.111,3.687
0.813,-0.369,-2.678,1.639,0.0,0.291,3.81,-0.471,1.859,-1.23,-1.504,7.181,0.52,0.172,-0.758,-4.714,4.377,-2.59,0.416,2.326,3.039
0.562,-0.668,-2.511,-0.578,0.0,0.369,2.37,-0.225,1.46,-0.008,-0.269,5.863,-0.459,-0.006,-0.911,-3.947,4.179,-2.109,1.01,1.42,2.219
0.843,-0.45,-2.595,0.435,0.0,0.277,3.048,-0.284,1.524,-0.342,-0.907,6.552,-0.171,0.034,-0.781,-4.188,4.468,-2.489,0.189,1.826,2.298
0.719,-0.45,-2.516,1.754,0.0,0.186,3.895,-0.2,2.269,-1.354,-1.371,6.793,0.786,0.193,-0.633,-4.805,4.409,-2.402,0.618,2.198,2.519
0.697,-0.601,-2.671,0.05,0.0,0.379,3.062,-0.224,1.585,-0.324,-0.539,6.726,-0.316,-0.12,-0.855,-4.127,4.625,-2.54,0.35,1.628,2.867
0.779,-0.455,-2.829,1.518,0.0,0.467,3.612,-0.381,1.931,-1.076,-1.271,7.283,0.421,0.114,-0.876,-4.941,4.397,-2.403,0.446,2.248,3.28
0.704,-0.67,-2.708,0.497,0.0,0.25,3.34,-0.408,1.78,-0.527,-0.877,6.801,-0.222,-0.037,-0.746,-4.282,4.69,-2.629,0.855,1.736,2.645
0.529,-0.513,-2.452,0.314,0.0,0.226,2.999,-0.268,1.895,-0.53,-0.661,6.093,0.024,0.106,-1.116,-4.189,4.416,-2.506,0.685,1.735,2.202
0.98,-0.531,-2.959,0.628,0.0,0.293,3.258,-0.332,1.875,-0.52,-0.826,7.069,-0.122,-0.18,-0.671,-4.612,4.733,-2.648,1.49,1.682,2.624
0.703,-0.476,-2.107,0.488,0.0,0.337,2.88,-0.291,1.421,-0.343,-0.745,5.54,0.03,-0.04,-0.687,-3.748,3.696,-2.057,1.123,1.504,2.02
0.695,-0.506,-3.018,-0.142,0.0,0.355,2.938,-0.309,1.395,-0.129,-0.409,6.814,-0.247,0.07,-0.891,-4.174,4.325,-2.396,0.712,1.485,2.973
0.771,-0.547,-2.71,0.091,0.0,0.584,2.746,-0.434,1.626,-0.395,-0.57,6.426,-0.266,0.118,-1.067,-4.106,4.158,-2.454,0.811,1.75,2.57
0.645,-0.376,-2.976,0.037,0.0,0.237,2.913,-0.383,1.84,-0.268,-0.577,6.924,-0.312,0.112,-0.84,-4.2,4.513,-2.705,0.823,1.655,3.054
0.842,-0.393,-3.083,1.296,0.0,0.175,3.764,-0.406,1.998,-0.85,-1.188,7.328,0.012,-0.01,-0.449,-4.697,4.683,-2.87,0.2,1.853,3.394
0.84,-0.195,-2.768,0.995,0.0,0.373,3.488,-0.49,1.98,-0.807,-1.011,6.832,0.196,0.061,-0.656,-4.767,4.913,-2.971,0.395,1.977,2.267
0.923,-0.442,-2.515,1.125,0.0,0.257,3.204,-0.495,1.621,-0.753,-1.108,6.25,0.328,-0.073,-0.385,-4.096,3.986,-2.125,1.185,2.03,2.106
0.65,-0.565,-2.882,0.523,0.0,0.26,3.041,-0.261,1.667,-0.37,-0.8,6.553,-0.234,-0.161,-0.828,-4.337,4.18,-2.182,0.505,1.697,2.689
0.835,-0.425,-2.839,0.775,0.0,0.269,3.351,-0.268,1.769,-0.604,-0.901,7.143,-0.043,0.137,-0.764,-4.606,4.628,-2.659,0.36,1.989,2.673
0.784,-0.54,-2.192,0.65,0.0,0.089,2.955,-0.394,1.671,-0.66,-1.085,5.539,0.03,0.092,-0.514,-4.327,4.317,-2.551,0.57,1.951,1.366
0.676,-0.455,-2.715,0.444,0.0,0.315,3.075,-0.303,2.006,-0.563,-0.891,6.585,0.012,-0.044,-0.808,-4.415,4.41,-2.534,0.446,1.974,2.332
0.515,-0.343,-2.425,0.442,0.0,0.295,3.148,-0.192,1.858,-0.608,-0.853,6.28,-0.031,0.136,-1.15,-4.225,4.638,-2.694,0.591,1.735,2.501
0.866,-0.59,-2.677,0.267,0.0,0.373,2.989,-0.388,1.797,-0.282,-0.814,6.329,-0.52,0.114,-0.804,-4.379,4.853,-2.976,-0.054,1.73,2.124
0.649,-0.409,-2.654,0.897,0.0,0.288,3.119,-0.243,1.648,-0.851,-1.032,6.463,0.224,0.059,-0.89,-4.045,4.409,-2.444,0.806,1.841,2.38
0.675,-0.446,-2.314,1.397,0.0,0.193,3.603,-0.084,1.921,-0.98,-1.131,6.673,0.132,-0.031,-0.803,-4.521,4.554,-2.659,0.462,1.968,2.528
0.835,-0.349,-2.685,0.613,0.0,0.256,3.301,-0.467,1.818,-0.571,-0.959,6.899,0.067,0.2,-0.445,-4.507,4.13,-2.354,0.755,1.672,3.189
0.65,-0.522,-2.788,-0.089,0.0,0.548,2.937,-0.417,1.329,-0.188,-0.777,6.595,-0.223,0.184,-0.985,-3.82,3.948,-2.128,0.751,1.689,2.891
0.541,-0.386,-2.361,0.725,0.0,0.299,3.025,-0.181,1.705,-0.753,-1.211,6.403,0.228,0.033,-0.712,-4.166,4.117,-2.192,0.835,1.715,2.834
0.793,-0.327,-3.271,0.912,0.0,0.264,3.726,-0.363,2.148,-0.587,-0.913,7.989,-0.188,-0.195,-0.574,-5.217,5.311,-3.034,0.861,1.818,3.595
0.743,-0.372,-2.931,0.787,0.0,0.229,3.223,-0.414,1.834,-0.421,-1.083,7.241,-0.196,0.218,-0.633,-4.516,4.732,-2.455,0.385,1.932,3.03
0.747,-0.322,-2.914,0.797,0.0,-0.031,3.487,-0.288,2.117,-0.745,-1.023,7.017,-0.011,0.066,-0.324,-4.616,4.732,-2.807,0.444,1.842,2.847
0.742,-0.588,-2.502,1.139,0.0,0.424,3.203,-0.22,2.173,-0.889,-1.061,6.32,-0.12,-0.093,-0.999,-5.143,4.905,-2.977,0.834,2.418,1.745
0.676,-0.651,-2.36,-0.758,0.0,0.315,2.194,-0.23,1.083,0.34,-0.123,5.188,-0.593,-0.002,-0.878,-2.906,4.055,-2.006,1.023,1.116,1.656
0.705,-0.514,-2.244,1.229,0.0,0.615,3.502,-0.199,1.717,-0.965,-1.11,6.151,0.38,0.169,-0.829,-4.467,3.573,-2.001,1.39,2.001,2.65
0.721,-0.442,-2.349,1.423,0.0,0.637,3.603,-0.339,2.092,-1.089,-1.233,6.405,0.507,-0.005,-1.142,-4.99,4.114,-2.198,0.594,2.25,2.448
1.009,-0.364,-3.914,-0.379,0.0,0.076,3.251,-0.451,1.858,0.011,-0.246,8.696,-0.718,0.004,-0.534,-4.877,5.227,-3.056,0.386,1.406,4.126
0.62,-0.309,-1.751,0.703,0.0,0.261,2.883,-0.221,1.605,-0.596,-0.854,5.366,-0.086,0.152,-0.855,-3.884,4.221,-2.334,0.553,1.716,1.658
0.68,-0.469,-2.691,-0.42,0.0,0.468,2.284,-0.363,1.152,0.162,-0.389,6.05,-0.271,0.079,-0.907,-3.493,3.885,-1.987,1.064,1.41,2.401
0.721,-0.545,-2.713,0.302,0.0,0.27,2.87,-0.445,1.941,-0.393,-0.759,6.587,-0.353,0.231,-0.86,-4.224,4.618,-2.865,0.275,1.783,2.641
0.611,-0.636,-3.219,0.527,0.0,0.315,3.415,-0.397,1.812,-0.52,-0.795,7.399,-0.041,0.032,-0.794,-4.479,4.336,-2.413,1.051,1.718,3.84
0.675,-0.817,-2.549,0.321,0.0,0.518,2.938,-0.295,1.64,-0.349,-0.744,6.321,0.072,0.115,-1.044,-4.13,4.213,-1.951,0.689,1.923,2.421
0.991,-0.527,-2.798,0.773,0.0,0.251,3.208,-0.515,1.759,-0.675,-0.663,6.334,-0.177,-0.127,-0.43,-4.624,4.479,-2.536,0.931,1.896,2.112
0.875,-0.449,-2.5,0.309,0.0,0.234,2.877,-0.491,1.684,-0.38,-0.863,6.318,-0.082,0.07,-0.331,-4.392,4.789,-2.591,1.009,1.663,1.887
0.613,-0.612,-2.946,-0.034,0.0,0.03,3.029,-0.368,1.672,0.067,-0.531,6.881,-1.002,-0.202,-0.653,-4.227,5.114,-3.083,0.448,1.426,2.903
0.65,-0.676,-3.159,0.59,0.0,0.395,3.472,-0.298,1.937,-0.437,-0.746,7.496,0.004,0.007,-1.07,-4.644,4.609,-2.591,0.517,1.917,3.45
0.784,-0.708,-2.773,0.409,0.0,0.263,3.03,-0.309,2.016,-0.55,-0.677,6.774,0.056,-0.077,-0.615,-4.686,5.075,-2.827,0.542,1.809,2.445
0.767,-0.576,-2.936,0.012,0.0,0.299,2.805,-0.318,1.733,-0.223,-0.495,6.792,-0.197,0.149,-0.783,-4.122,4.304,-2.34,1.057,1.482,3.035
0.644,-0.621,-2.988,-0.182,0.0,0.057,2.767,-0.284,1.374,-0.132,-0.306,6.894,-0.291,0.107,-0.748,-4.086,4.386,-2.425,1.17,1.436,3.13
0.716,-0.608,-2.598,0.096,0.0,0.35,2.681,-0.294,1.67,-0.124,-0.685,6.559,-0.244,-0.088,-0.859,-4.247,4.415,-2.485,0.626,1.656,2.818
0.995,-0.456,-3.107,0.239,0.0,0.114,2.88,-0.36,1.597,-0.215,-0.665,6.995,-0.24,-0.128,-0.506,-4.532,4.423,-2.447,1.057,1.663,2.872
0.678,-0.498,-2.817,0.806,0.0,0.208,3.391,-0.316,1.872,-0.76,-1.027,6.971,-0.094,-0.01,-0.674,-4.545,4.316,-2.463,0.42,1.87,3.235
0.924,-0.364,-2.605,0.962,0.0,0.364,3.294,-0.361,1.631,-0.682,-1.019,6.689,0.22,0.271,-0.766,-4.306,4.121,-2.124,0.578,1.888,2.653
0.654,-0.398,-2.976,0.64,0.0,-0.076,3.549,-0.353,2.013,-0.477,-0.963,7.431,-0.013,-0.017,-0.308,-4.66,5.08,-2.782,0.184,1.589,3.107
0.783,-0.459,-3.245,0.482,0.0,0.291,3.438,-0.57,1.813,-0.513,-0.549,7.159,-0.056,0.111,-1.036,-4.401,4.174,-2.479,0.988,1.737,3.257
0.746,-0.514,-2.852,0.447,0.0,0.376,3.04,-0.373,1.914,-0.415,-0.629,6.437,-0.143,0.048,-0.859,-4.66,4.508,-2.524,1.106,1.947,2.29
0.925,-0.438,-2.78,-0.399,0.0,0.035,2.552,-0.34,1.744,-0.014,-0.304,6.472,-0.406,-0.019,-0.262,-4.408,4.838,-2.622,0.321,1.24,2.138
0.748,-0.488,-3.068,-0.336,0.0,0.117,2.786,-0.494,1.489,-0.051,-0.432,6.957,-0.458,-0.121,-0.717,-4.086,4.417,-2.442,0.987,1.434,3.235
0.554,-0.341,-2.117,0.54,0.0,0.318,2.743,-0.382,1.499,-0.7,-0.919,5.2,0.225,0.312,-1.077,-3.651,3.759,-2.007,0.893,2.04,1.575
0.752,-0.28,-2.688,0.6,0.0,0.274,3.045,-0.384,1.803,-0.65,-0.871,6.383,0.07,0.126,-0.634,-4.498,4.352,-2.336,0.926,1.756,2.197
0.776,-0.417,-2.349,0.455,0.0,0.175,2.806,-0.343,1.553,-0.485,-0.828,5.958,-0.04,0.144,-0.61,-3.828,3.98,-2.117,0.975,1.582,2.191
0.765,-0.564,-2.711,-0.553,0.0,-0.026,2.487,-0.351,1.777,0.049,-0.375,5.79,-0.423,-0.164,-0.325,-4.004,4.44,-2.539,0.788,1.37,1.784
0.755,-0.5,-2.379,0.823,0.0,0.385,3.035,-0.383,1.931,-0.91,-0.923,6.163,0.244,0.109,-0.95,-4.708,4.202,-2.519,0.897,2.048,2.219
0.776,-0.412,-2.912,0.634,0.0,0.143,3.39,-0.51,2.33,-0.52,-0.99,6.783,-0.323,0.083,-0.718,-4.861,5.678,-3.257,1.268,1.957,1.965
0.84,-0.54,-3.148,0.18,0.0,0.483,3.318,-0.332,1.611,-0.324,-0.547,7.576,-0.029,0.074,-0.975,-4.46,4.635,-2.777,0.789,1.675,3.627
0.753,-0.486,-2.063,0.113,0.0,0.444,2.533,-0.3,1.515,-0.168,-0.765,5.337,-0.418,0.139,-0.908,-4.128,4.398,-2.419,0.692,1.714,1.265
0.909,-0.492,-2.831,0.097,0.0,0.356,3.162,-0.381,1.681,-0.195,-0.551,7.106,-0.3,0.061,-0.751,-4.644,4.974,-2.645,0.69,1.771,2.611
