x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y,x18,x19,x20
-4.721,4.71,1.834,0.512,-3.115,-3.872,-1.376,-0.062,0.571,1.018,-1.144,1.926,0.01,-0.028,-1.345,0.32,0.815,1.0,0.431,-1.081,-0.597
-4.141,4.576,1.818,0.458,-3.11,-3.41,-1.539,-0.12,0.47,0.614,-1.368,1.787,0.003,0.206,-1.327,0.528,0.7,1.0,0.277,-1.177,-0.493
-2.693,4.965,1.033,0.466,-3.029,-3.791,-1.696,-0.054,0.731,0.949,-0.96,1.48,0.342,0.05,-0.741,0.021,0.399,1.0,0.422,-1.538,-0.505
-3.879,4.672,1.71,0.507,-2.549,-3.401,-1.593,-0.103,0.738,0.437,-1.509,1.702,-0.205,0.114,-1.249,0.586,0.861,1.0,0.595,-1.094,-0.479
-3.906,4.99,1.76,0.531,-2.97,-4.129,-1.714,-0.207,0.843,0.874,-1.255,1.716,0.228,0.055,-1.234,0.279,0.843,1.0,0.208,-1.187,-0.725
-3.742,4.439,1.87,0.549,-2.955,-4.032,-1.516,-0.181,0.527,0.308,-1.334,1.534,0.123,-0.017,-1.268,0.224,0.472,1.0,0.522,-1.164,-0.687
-4.21,4.855,2.475,0.694,-2.835,-4.568,-1.491,0.288,0.48,0.769,-1.42,1.728,0.143,0.583,-1.289,1.117,0.954,1.0,0.337,-0.967,-0.422
-5.002,4.491,2.376,0.653,-3.124,-3.754,-1.449,0.143,0.616,0.153,-1.783,1.726,-0.12,0.53,-1.319,1.065,0.716,1.0,0.33,-1.012,-0.434
-3.883,5.443,1.213,0.385,-2.731,-4.211,-1.724,-0.229,0.97,0.97,-1.285,1.78,0.072,0.105,-1.151,-0.275,0.285,1.0,0.213,-1.406,-0.858
-3.45,4.396,1.962,0.662,-2.925,-3.996,-1.55,-0.332,0.437,0.198,-1.7,1.743,-0.008,-0.165,-1.433,0.587,0.595,1.0,0.535,-1.185,-0.537
-3.458,5.415,1.006,0.655,-3.128,-4.19,-1.77,-0.182,0.692,1.414,-0.871,1.636,0.241,-0.007,-0.958,0.114,0.779,1.0,0.316,-1.35,-0.515
-3.775,4.628,2.489,0.822,-2.88,-4.246,-1.61,0.134,0.424,-0.036,-2.051,1.669,0.1,-0.411,-1.836,0.826,0.617,1.0,0.454,-1.108,-0.569
-4.527,5.094,0.267,0.507,-2.732,-3.479,-1.633,-0.249,1.417,1.103,-0.721,1.906,-0.259,0.605,-0.591,-0.324,0.403,1.0,0.456,-1.382,-0.57
-4.345,4.728,1.097,0.31,-2.761,-3.49,-1.508,-0.118,0.949,0.971,-0.942,1.576,-0.16,0.362,-0.923,0.139,0.778,1.0,0.39,-1.319,-0.411
-4.203,4.596,2.354,0.826,-2.746,-4.102,-1.711,-0.047,0.502,-0.102,-1.801,1.697,0.051,-0.334,-1.747,0.803,1.096,1.0,0.687,-1.107,-0.675
-3.928,5.511,1.414,0.568,-2.821,-3.811,-1.76,-0.184,0.593,1.018,-1.413,1.923,0.01,-0.044,-1.439,0.082,0.33,1.0,0.385,-1.227,-0.64
-4.305,4.742,1.316,0.193,-2.718,-3.736,-1.596,-0.069,1.026,0.642,-1.054,1.768,-0.046,0.69,-0.88,-0.147,0.184,1.0,0.482,-1.383,-0.649
-3.315,4.061,3.037,0.974,-2.947,-3.72,-1.614,-0.025,0.374,-0.781,-2.577,1.7,-0.074,0.034,-1.972,1.464,0.587,1.0,0.642,-1.128,-0.749
-3.827,5.047,1.898,0.498,-2.475,-4.043,-1.565,0.041,0.68,0.9,-1.277,1.705,0.214,-0.027,-1.389,0.215,0.297,1.0,0.449,-1.28,-0.462
-4.932,4.967,1.27,0.396,-2.892,-4.006,-1.518,0.029,1.02,1.048,-0.862,1.795,-0.131,0.828,-0.719,0.141,0.695,1.0,0.342,-1.251,-0.545
-2.764,4.174,2.713,0.434,-2.775,-4.558,-1.464,0.272,0.691,0.17,-1.588,1.589,0.516,0.039,-1.262,0.628,0.594,1.0,0.481,-1.208,-0.518
-3.965,4.739,1.783,0.443,-2.861,-3.786,-1.562,0.204,0.59,0.897,-1.149,1.693,0.083,0.512,-0.984,0.493,1.016,1.0,0.477,-1.276,-0.463
-3.463,5.02,1.444,0.557,-2.897,-3.989,-1.622,-0.124,1.034,0.75,-1.118,1.814,0.195,0.639,-0.896,0.407,0.865,1.0,0.265,-1.231,-0.641
-3.715,5.512,1.477,0.299,-2.99,-4.625,-1.772,-0.079,0.998,1.244,-1.032,1.739,0.139,0.604,-0.814,0.025,0.812,1.0,0.425,-1.392,-0.846
-4.194,4.217,2.227,0.586,-3.008,-3.945,-1.531,0.134,0.695,-0.141,-1.711,1.889,0.153,0.419,-1.611,0.641,0.541,1.0,0.414,-1.261,-0.504
-3.269,4.474,1.805,0.558,-2.869,-4.089,-1.78,-0.116,0.828,0.174,-1.32,1.829,0.1,0.356,-1.186,0.377,0.539,1.0,0.441,-1.39,-0.623
-3.113,4.535,1.249,0.445,-2.725,-3.216,-1.708,0.049,0.816,0.159,-1.286,1.739,-0.066,0.443,-0.963,0.596,1.021,1.0,0.688,-1.549,-0.576
-4.112,5.316,2.0,0.392,-2.879,-4.144,-1.794,-0.044,0.666,1.099,-1.154,1.709,0.027,0.491,-1.168,0.523,0.825,1.0,0.658,-1.314,-0.451
-4.323,3.464,3.623,0.8,-2.97,-3.528,-1.271,0.608,0.358,-0.845,-2.594,1.836,0.087,0.261,-1.858,1.76,1.238,1.0,0.747,-0.908,-0.457
-4.838,3.924,2.863,0.645,-2.829,-4.347,-1.362,0.22,0.572,-0.222,-1.905,1.829,0.059,0.339,-1.437,1.021,0.941,1.0,0.616,-1.054,-0.529
-3.537,5.041,0.806,0.487,-2.917,-4.079,-1.911,-0.123,0.969,1.169,-0.858,1.574,-0.055,0.184,-0.873,-0.116,0.489,1.0,0.477,-1.482,-0.455
-4.866,4.192,2.617,0.802,-3.116,-4.299,-1.441,0.132,0.842,-0.198,-2.021,1.832,-0.067,0.209,-1.594,0.966,0.494,1.0,0.4,-1.063,-0.612
-2.209,5.519,2.155,0.646,-2.47,-3.906,-1.484,-0.066,0.578,0.772,-1.784,1.408,0.101,-0.097,-1.473,0.575,0.146,1.0,0.589,-1.02,-0.559
-3.267,4.792,2.286,0.613,-2.714,-4.111,-1.773,-0.016,0.617,-0.255,-1.871,1.735,0.189,0.064,-1.644,0.684,0.554,1.0,0.498,-1.536,-0.598
-4.456,4.429,2.228,0.581,-3.082,-3.933,-1.683,0.083,0.724,0.156,-1.882,1.964,0.055,0.523,-1.497,0.906,0.615,1.0,0.476,-1.143,-0.571
-3.377,4.433,1.554,0.427,-2.785,-3.881,-1.436,-0.184,0.87,0.922,-1.303,1.707,0.116,-0.011,-1.248,0.166,0.752,1.0,0.607,-0.89,-0.777
-4.363,4.619,1.888,0.696,-3.038,-3.502,-1.479,-0.213,0.566,0.261,-1.712,1.788,-0.024,0.094,-1.509,0.593,0.471,1.0,0.56,-1.004,-0.638
-4.364,4.616,1.25,0.491,-2.95,-4.156,-1.529,-0.183,0.937,0.56,-1.136,1.693,-0.05,0.145,-1.109,-0.238,0.062,1.0,0.517,-1.259,-0.578
-4.289,3.769,3.238,0.778,-2.746,-4.252,-1.559,0.173,0.475,-1.218,-2.458,1.854,0.227,0.203,-1.813,1.546,0.799,1.0,0.525,-1.172,-0.609
-3.654,3.805,0.518,0.251,-3.08,-4.064,-1.622,0.312,1.04,0.907,-0.127,1.75,0.185,0.716,-0.13,-0.322,0.654,0.0,0.488,-1.462,-0.327
-3.498,4.328,0.62,0.152,-2.484,-3.59,-1.793,-0.21,0.976,1.177,-0.276,1.691,-0.147,1.051,-0.148,0.191,1.487,0.0,0.219,-1.49,-0.621
-4.584,3.92,-0.467,0.093,-2.459,-3.164,-1.215,-0.199,1.654,1.173,-0.231,1.823,-0.4,1.15,0.006,-0.675,0.439,0.0,0.355,-1.169,-0.64
-4.744,4.223,-1.151,0.119,-2.936,-4.144,-1.366,0.303,2.036,1.515,0.369,1.923,-0.011,1.343,0.645,-1.321,0.213,0.0,0.25,-1.397,-0.597
-3.866,4.102,0.202,0.295,-3.043,-4.079,-1.525,0.045,1.431,0.985,-0.455,1.834,0.245,0.679,-0.354,-0.521,-0.013,0.0,0.417,-1.188,-0.529
-3.577,3.766,0.484,0.036,-2.843,-3.613,-1.639,0.527,1.174,0.989,-0.003,1.577,0.005,0.945,0.013,-0.17,1.119,0.0,0.438,-1.548,-0.512
-3.571,3.681,1.964,0.436,-2.885,-3.82,-1.319,0.2,1.07,-0.151,-1.519,1.886,0.119,0.608,-1.063,0.47,0.828,0.0,0.399,-1.194,-0.761
-3.811,3.644,2.127,0.65,-2.701,-3.748,-1.367,0.363,0.986,-0.317,-1.597,1.984,0.164,0.522,-1.293,0.599,0.393,0.0,0.547,-1.031,-0.692
-3.487,4.656,-1.181,0.05,-2.974,-3.745,-1.617,0.104,1.384,2.056,0.497,1.756,0.071,1.013,0.574,-0.936,1.214,0.0,0.333,-1.279,-0.576
-3.203,3.26,-0.465,0.195,-2.825,-3.914,-1.359,0.1,1.479,1.393,0.201,1.559,0.045,0.671,0.238,-0.945,0.565,0.0,0.09,-1.093,-0.689
-3.608,4.172,1.423,0.405,-2.864,-4.353,-1.75,0.063,1.154,0.452,-1.32,1.799,0.094,0.505,-0.9,0.206,0.568,0.0,0.32,-1.272,-0.621
-5.068,4.938,-0.425,0.12,-2.95,-3.702,-1.573,-0.078,1.717,1.678,-0.01,1.976,-0.382,1.515,0.125,-0.659,0.681,0.0,0.409,-1.486,-0.6
-4.533,4.321,0.812,0.261,-2.624,-3.677,-1.613,-0.236,1.225,0.512,-0.828,1.871,-0.386,0.723,-0.833,-0.038,0.678,0.0,0.479,-1.35,-0.668
-3.254,3.464,1.12,0.229,-2.866,-4.39,-1.398,0.162,1.042,0.43,-0.523,1.464,0.45,0.195,-0.503,-0.288,0.575,0.0,0.349,-1.345,-0.562
-4.114,4.374,-0.625,0.333,-3.103,-3.394,-1.79,-0.213,1.546,1.196,-0.229,1.727,-0.371,0.842,-0.163,-0.524,0.429,0.0,0.645,-1.268,-0.498
-3.635,4.932,-0.334,0.132,-3.668,-3.262,-1.669,-0.215,1.393,1.689,-0.395,1.728,-0.131,0.716,-0.33,-1.01,-0.464,0.0,0.305,-1.558,-0.655
-3.975,3.582,0.268,0.312,-2.968,-4.109,-1.334,-0.031,1.207,0.74,-0.411,1.761,0.001,0.248,-0.352,-0.548,0.665,0.0,0.172,-1.128,-0.628
-3.155,3.894,0.737,0.197,-2.997,-4.073,-1.318,0.069,0.969,1.122,-0.146,1.596,0.125,0.37,-0.275,-0.434,0.907,0.0,0.235,-1.302,-0.478
-3.917,3.657,1.735,0.487,-2.977,-3.636,-1.354,-0.033,0.792,0.036,-1.327,1.784,0.105,0.039,-1.167,0.351,1.023,0.0,0.612,-1.036,-0.686
-3.408,3.595,0.351,0.287,-3.131,-3.902,-1.326,-0.057,1.369,0.755,-0.395,1.793,0.304,0.663,-0.301,-0.731,0.221,0.0,0.357,-1.197,-0.871
-4.193,3.664,1.585,0.363,-2.896,-3.876,-1.159,0.114,0.897,0.25,-1.046,1.781,0.266,0.43,-0.912,0.102,0.452,0.0,0.363,-1.159,-0.561
-3.617,3.772,0.183,0.039,-2.896,-3.593,-1.391,0.004,1.528,0.86,-0.11,1.781,-0.102,1.245,-0.018,-0.549,0.853,0.0,0.374,-1.402,-0.56
-4.439,3.68,0.992,0.52,-2.801,-3.582,-1.612,-0.223,0.732,0.144,-1.116,1.611,-0.34,0.327,-0.925,0.318,1.063,0.0,0.491,-1.21,-0.792
-4.562,4.907,-0.81,0.054,-2.92,-4.003,-1.469,0.218,1.762,2.257,0.454,1.738,-0.102,1.373,0.671,-1.124,0.643,0.0,0.362,-1.392,-0.772
-3.181,3.432,2.375,0.828,-2.826,-3.621,-1.482,0.092,0.349,-0.54,-1.833,1.654,0.1,-0.603,-1.755,0.781,0.798,0.0,0.59,-1.145,-0.643
-3.75,3.698,1.011,0.366,-2.847,-4.026,-1.457,0.178,0.96,0.367,-0.788,1.698,0.377,-0.026,-0.834,-0.378,0.485,0.0,0.236,-1.298,-0.712
-4.446,3.664,1.938,0.582,-3.018,-3.609,-1.341,0.122,0.688,0.003,-1.605,1.816,-0.181,0.294,-1.318,0.669,0.638,0.0,0.335,-1.084,-0.394
-4.113,3.748,0.552,0.345,-2.63,-3.811,-1.512,-0.014,1.372,0.564,-0.433,1.958,-0.146,0.675,-0.405,-0.231,0.728,0.0,0.542,-1.362,-0.415
-3.601,4.063,1.53,0.415,-2.812,-3.509,-1.409,0.046,1.072,0.255,-1.072,1.924,0.087,0.486,-1.037,0.379,1.049,0.0,0.378,-1.478,-0.511
-3.421,3.727,-0.531,0.004,-3.031,-3.684,-1.511,0.296,1.889,1.41,0.156,1.803,0.304,1.162,0.352,-0.935,0.69,0.0,0.301,-1.267,-0.718
-4.59,4.224,1.016,0.455,-2.986,-3.193,-1.328,-0.633,0.787,0.57,-1.281,2.127,-0.324,0.388,-1.239,0.065,0.393,0.0,0.573,-1.091,-0.586
-3.57,4.117,-0.326,0.23,-3.141,-3.776,-1.754,-0.269,1.258,1.348,-0.184,1.628,-0.058,0.393,-0.231,-0.835,0.449,0.0,0.492,-1.355,-0.628
-3.878,3.603,2.196,0.696,-2.899,-3.84,-1.547,0.38,0.433,-0.462,-1.849,1.703,0.118,0.194,-1.348,0.849,0.72,0.0,0.504,-1.119,-0.553
-3.704,3.576,2.51,0.436,-3.195,-3.656,-1.433,0.241,0.618,-0.177,-1.506,1.8,0.135,0.873,-1.28,1.023,0.725,0.0,0.394,-1.353,-0.51
-3.053,3.84,1.337,0.45,-2.853,-3.846,-1.199,0.047,0.759,0.552,-1.028,1.593,0.102,-0.189,-1.017,-0.164,0.175,0.0,0.53,-1.045,-0.622
-3.267,4.098,2.216,0.639,-3.018,-3.915,-1.717,0.01,0.618,0.323,-1.513,1.822,-0.156,0.426,-1.569,0.896,0.513,0.0,0.313,-0.957,-0.266
-5.302,3.776,-0.24,0.407,-2.832,-3.936,-1.406,-0.079,1.501,0.974,-0.264,1.89,-0.269,0.394,-0.29,-0.853,0.457,0.0,0.437,-1.175,-0.619
-4.108,4.61,0.262,0.273,-2.621,-4.29,-1.685,0.033,1.496,1.275,-0.374,1.818,-0.004,0.908,-0.318,-0.423,0.415,0.0,0.481,-1.334,-0.535
-3.839,4.216,0.17,0.365,-3.039,-3.865,-1.674,-0.1,1.413,1.213,-0.252,2.031,0.078,0.575,-0.509,-0.616,0.947,0.0,0.589,-1.272,-0.902
-4.881,3.962,0.827,0.132,-3.175,-3.971,-1.551,0.2,1.22,0.863,-0.385,1.907,-0.155,1.16,-0.382,0.007,0.862,0.0,0.629,-1.545,-0.582
-3.952,3.911,-0.14,0.205,-3.344,-3.717,-1.27,-0.211,1.509,1.095,-0.239,1.851,-0.041,0.793,-0.11,-0.786,0.412,0.0,0.608,-1.357,-0.623
-3.639,4.082,0.379,0.056,-2.801,-3.599,-1.542,-0.149,1.191,0.955,-0.175,1.795,-0.003,0.506,-0.41,-0.65,0.802,0.0,0.261,-1.582,-0.484
-5.315,4.222,1.247,0.266,-3.036,-4.613,-1.447,0.067,1.067,0.749,-0.652,1.787,0.126,0.087,-0.88,-0.392,0.932,0.0,0.432,-1.448,-0.783
-3.293,4.405,-0.229,0.02,-2.617,-3.943,-1.548,0.09,1.88,1.32,-0.056,1.864,0.279,0.989,0.1,-0.922,0.373,0.0,0.17,-1.426,-0.694
-3.816,4.286,0.164,0.255,-2.932,-3.346,-1.468,-0.237,1.644,0.895,-0.599,1.701,-0.179,0.495,-0.488,-0.613,0.313,0.0,0.321,-1.369,-0.69
-4.48,4.413,0.742,0.257,-3.031,-3.934,-1.465,-0.003,1.14,1.182,-0.59,1.604,0.1,0.273,-0.512,-0.35,0.765,0.0,0.438,-1.133,-0.695
-3.726,3.497,0.658,0.401,-3.293,-3.784,-1.46,-0.289,1.13,0.71,-0.655,1.685,-0.225,0.355,-0.7,-0.181,0.454,0.0,0.722,-1.066,-0.683
-4.146,3.668,0.535,0.42,-2.838,-3.485,-1.517,-0.148,1.091,0.169,-0.946,1.779,-0.323,0.403,-0.69,-0.041,0.684,0.0,0.492,-1.258,-0.816
-3.799,3.79,1.123,0.507,-2.986,-3.599,-1.526,-0.105,0.587,0.464,-0.9,1.656,0.137,0.074,-0.996,-0.007,0.132,0.0,0.597,-1.183,-0.439
-3.519,4.409,1.639,0.599,-3.088,-3.999,-1.565,0.066,0.862,0.621,-1.376,1.68,0.275,0.132,-1.153,0.274,0.324,0.0,0.458,-1.077,-0.513
-3.823,3.894,1.294,0.064,-3.062,-4.179,-1.322,0.167,1.026,0.718,-0.51,1.668,0.152,0.598,-0.624,-0.244,0.959,0.0,0.453,-1.508,-0.675
-4.246,3.721,1.258,0.378,-3.213,-3.788,-1.567,-0.126,1.058,0.019,-1.022,1.735,0.05,0.019,-1.019,-0.079,0.487,0.0,0.388,-1.305,-0.666
-3.482,4.711,-0.744,0.276,-2.745,-4.148,-1.688,-0.034,2.056,1.767,0.087,1.892,0.348,1.326,0.352,-0.988,0.412,0.0,0.158,-1.366,-0.78
-4.098,3.821,1.383,0.312,-2.535,-3.689,-1.283,0.038,1.006,0.193,-1.144,1.837,-0.11,0.775,-0.905,0.187,0.013,0.0,0.328,-0.98,-0.518
-3.605,2.694,1.151,0.375,-2.732,-3.809,-0.999,-0.037,1.229,-0.083,-0.686,1.717,0.176,0.359,-0.665,-0.192,0.488,0.0,0.357,-0.997,-0.706
-4.235,2.747,0.684,0.121,-2.483,-3.637,-1.001,0.057,1.262,-0.124,-0.381,1.749,0.313,0.423,-0.273,-0.546,0.26,0.0,0.373,-1.352,-0.627
-3.791,4.413,1.575,0.245,-3.204,-3.695,-1.588,0.015,0.915,0.468,-0.923,1.841,0.001,0.538,-1.095,0.206,0.775,0.0,0.459,-1.571,-0.577
-4.855,3.891,1.25,0.55,-3.012,-3.797,-1.424,-0.046,0.741,0.486,-1.013,1.769,-0.142,0.053,-1.054,0.173,0.934,0.0,0.439,-1.037,-0.639
-3.973,3.687,0.381,0.238,-2.822,-3.783,-1.359,-0.325,1.422,0.658,-0.519,1.926,0.053,0.335,-0.735,-0.756,0.087,0.0,0.193,-1.262,-0.777
-3.993,4.286,1.326,0.474,-2.807,-4.092,-1.262,-0.188,0.745,0.894,-1.033,1.875,0.088,0.27,-1.016,-0.197,-0.065,0.0,0.611,-0.923,-0.657
-3.825,3.961,0.72,-0.037,-2.833,-3.825,-1.576,0.096,1.276,1.069,-0.23,1.64,0.022,0.973,-0.363,-0.24,0.882,0.0,0.238,-1.487,-0.624
-2.856,4.441,1.488,0.569,-3.011,-3.937,-1.446,0.358,0.669,0.881,-0.828,1.506,0.264,0.235,-0.975,0.163,0.898,0.0,0.242,-1.174,-0.596
-3.826,3.934,-0.394,0.259,-2.927,-4.14,-1.363,-0.1,1.516,1.336,-0.093,1.519,-0.021,0.137,0.11,-1.103,0.618,0.0,0.371,-1.072,-0.809
-3.014,4.126,2.232,0.248,-3.217,-4.428,-1.464,0.206,0.867,0.464,-1.203,1.724,0.421,0.345,-1.116,0.263,0.493,0.0,0.216,-1.204,-0.602
-3.892,4.34,1.015,0.394,-2.748,-4.532,-1.484,0.155,1.104,1.139,-0.617,1.501,0.301,0.092,-0.649,-0.186,0.564,0.0,0.324,-1.076,-0.603
-4.168,3.388,-0.104,-0.008,-2.816,-3.539,-1.46,-0.019,1.771,0.801,-0.17,2.085,-0.144,1.459,-0.023,-0.621,0.624,0.0,0.245,-1.407,-0.551
-3.964,3.713,1.508,0.493,-2.621,-3.785,-1.337,0.039,1.013,-0.368,-1.483,1.813,0.021,0.321,-1.095,0.121,0.146,0.0,0.539,-1.136,-0.667
-3.75,4.566,1.403,0.56,-3.112,-3.505,-1.541,-0.222,0.588,0.64,-1.183,1.539,-0.165,-0.004,-1.175,0.352,0.825,0.0,0.465,-1.294,-0.636
-4.107,3.833,2.963,0.524,-2.979,-4.315,-1.433,-0.059,0.576,-0.454,-1.995,1.624,0.13,0.149,-1.617,1.048,0.764,0.0,0.341,-1.271,-0.663
-3.935,4.62,0.97,0.255,-3.105,-4.681,-1.56,0.199,1.01,1.266,-0.521,1.732,0.487,0.345,-0.569,-0.449,0.521,0.0,0.429,-1.245,-0.744
-4.719,4.14,0.37,0.226,-2.863,-3.618,-1.521,0.148,1.227,1.008,-0.412,1.857,-0.177,0.994,-0.166,-0.126,1.073,0.0,0.472,-1.341,-0.412
-4.14,3.817,0.553,0.177,-2.935,-4.379,-1.31,-0.23,1.499,0.935,-0.411,1.736,0.43,0.156,-0.428,-1.002,0.252,0.0,0.361,-1.27,-0.653
-3.516,3.414,0.558,0.191,-2.788,-3.889,-1.452,-0.074,1.267,0.67,-0.231,1.676,0.209,0.465,-0.338,-0.464,0.968,0.0,0.352,-1.335,-0.776
-3.765,4.193,1.114,0.369,-3.143,-3.455,-1.53,-0.133,1.026,0.413,-0.889,1.726,0.068,0.399,-0.828,0.19,0.989,0.0,0.375,-1.558,-0.493
-3.183,3.353,2.164,0.598,-2.748,-3.69,-1.534,0.276,0.48,-0.248,-1.464,1.671,0.256,0.137,-1.356,0.765,0.558,0.0,0.38,-1.179,-0.342
-3.967,4.128,1.773,0.542,-2.641,-3.595,-1.59,0.247,0.51,0.154,-1.089,1.671,0.06,0.336,-1.07,0.661,1.3,0.0,0.457,-1.456,-0.436
-3.22,4.542,0.485,0.136,-2.915,-3.807,-1.585,-0.235,1.024,1.104,-0.781,1.551,-0.01,0.094,-0.615,-0.589,0.348,0.0,0.416,-1.412,-0.957
-3.594,3.713,2.413,0.732,-2.746,-3.744,-1.334,0.302,0.395,-0.685,-2.034,1.685,-0.071,-0.481,-1.483,1.07,1.292,0.0,0.515,-1.013,-0.687
-3.665,4.155,1.363,0.419,-3.102,-4.139,-1.337,0.115,1.346,0.849,-0.792,1.885,0.177,0.804,-0.645,0.163,0.814,0.0,0.293,-1.234,-0.617
-4.128,2.956,1.76,0.556,-2.74,-3.828,-1.075,0.045,0.673,-0.207,-0.966,1.582,0.009,0.225,-0.962,0.355,0.418,0.0,0.313,-1.056,-0.278
-2.428,3.435,-0.14,0.179,-2.751,-3.802,-1.263,0.341,1.317,1.136,0.155,1.629,0.483,0.913,0.322,-0.704,0.588,0.0,0.398,-1.188,-0.449
-2.88,3.427,0.202,-0.084,-2.825,-3.37,-1.294,0.019,1.14,0.726,-0.13,1.644,0.132,1.145,0.066,-0.326,0.98,0.0,0.32,-1.384,-0.409
-4.31,3.73,1.918,0.527,-3.17,-3.73,-1.173,0.179,0.809,0.178,-1.305,1.733,0.123,0.394,-1.189,0.336,0.301,0.0,0.318,-1.082,-0.462
-3.058,4.566,0.969,0.497,-2.87,-3.769,-1.42,-0.046,0.792,1.211,-0.583,1.518,0.025,0.279,-0.728,0.133,1.218,0.0,0.346,-1.41,-0.734
-3.49,4.146,0.231,0.378,-2.602,-3.036,-1.757,-0.55,1.112,0.25,-0.989,1.792,-0.404,0.463,-0.952,-0.206,0.302,0.0,0.353,-1.578,-0.657
-4.494,2.716,-0.198,0.249,-2.514,-3.987,-1.089,0.209,1.503,0.784,0.166,1.644,-0.036,0.713,0.218,-0.793,0.597,0.0,0.369,-0.929,-0.51
-4.238,4.202,-0.055,0.094,-3.079,-3.76,-1.406,0.054,1.117,1.514,-0.357,1.611,-0.078,0.575,-0.138,-0.68,0.673,0.0,0.319,-1.154,-0.588
-4.191,3.869,1.04,0.392,-2.962,-3.77,-1.315,-0.056,1.122,0.38,-0.966,1.623,0.013,0.419,-0.801,-0.155,0.185,0.0,0.008,-1.189,-0.492
-4.039,4.563,1.094,0.246,-2.834,-4.704,-1.601,-0.12,1.257,0.827,-0.687,1.657,0.194,0.542,-0.724,-0.413,0.303,0.0,0.15,-1.504,-0.771
-3.528,3.979,-0.943,0.045,-2.95,-3.752,-1.665,0.195,1.779,1.31,0.268,1.835,-0.034,1.493,0.591,-0.839,0.79,0.0,0.266,-1.707,-0.706
-3.225,2.883,0.335,0.214,-2.705,-3.752,-1.033,0.295,1.467,0.242,-0.21,1.658,0.416,0.487,-0.105,-0.782,0.087,0.0,0.284,-1.277,-0.553
-1.666,4.603,0.852,0.311,-2.832,-3.587,-1.633,0.131,0.803,1.089,-0.556,1.363,0.611,0.215,-0.512,0.017,0.824,0.0,0.408,-1.315,-0.527
-4.292,4.298,0.717,0.104,-2.833,-4.221,-1.745,0.126,1.112,0.815,-0.559,1.667,-0.039,1.006,-0.408,-0.207,0.19,0.0,0.235,-1.5,-0.493
-3.764,3.496,2.055,0.287,-3.015,-4.366,-1.532,0.172,0.749,0.083,-1.198,1.663,0.328,0.409,-1.05,0.308,0.363,0.0,0.51,-1.142,-0.46
-2.384,4.064,0.784,0.172,-2.953,-4.178,-1.372,0.282,1.253,1.242,-0.213,1.519,0.633,0.274,-0.094,-0.584,0.728,0.0,0.354,-1.309,-0.655
-4.447,3.338,1.07,0.357,-3.06,-3.749,-1.195,-0.246,0.91,0.165,-0.836,1.744,-0.327,-0.105,-1.076,-0.272,0.405,0.0,0.448,-1.167,-0.697
-4.451,4.294,-0.268,0.153,-2.792,-3.946,-1.415,-0.107,1.155,1.163,-0.343,1.688,-0.074,0.443,-0.268,-1.016,0.023,0.0,0.231,-1.468,-0.605
-4.966,4.291,0.119,0.196,-3.046,-4.156,-1.547,0.002,1.497,1.238,-0.201,2.072,0.019,1.004,-0.073,-0.613,0.524,0.0,0.179,-1.378,-0.595
-4.312,4.563,1.3,0.337,-3.101,-4.458,-1.485,0.009,0.848,1.19,-0.779,1.465,0.174,0.065,-0.845,-0.115,1.007,0.0,0.108,-1.214,-0.787
-3.378,3.913,-0.069,0.014,-2.929,-3.808,-1.357,0.391,1.336,1.322,0.105,1.738,0.077,0.781,0.056,-0.789,0.903,0.0,0.195,-1.335,-0.635
-4.163,3.728,0.588,0.092,-2.867,-3.934,-1.416,0.111,1.246,0.717,-0.429,1.796,0.004,1.182,-0.355,-0.153,0.462,0.0,0.342,-1.269,-0.397
-3.334,4.481,1.227,0.43,-2.796,-3.714,-1.787,-0.073,0.893,0.566,-1.134,1.678,0.238,0.096,-0.948,-0.014,0.334,0.0,0.436,-1.322,-0.495
-3.308,3.908,0.88,0.128,-3.005,-4.117,-1.438,0.213,1.136,1.085,-0.41,1.541,0.102,0.066,-0.547,-0.544,0.544,0.0,0.117,-1.323,-0.672
-4.318,5.529,-1.008,-0.075,-2.748,-4.142,-1.671,0.151,1.757,2.546,0.379,1.819,-0.263,1.467,0.761,-1.065,1.111,0.0,0.319,-1.526,-0.768
-3.55,4.185,1.79,0.291,-2.677,-3.556,-1.469,0.115,0.77,0.405,-1.042,1.725,-0.007,0.887,-1.0,0.64,1.022,0.0,0.397,-1.348,-0.263
-4.107,4.037,0.215,0.244,-2.609,-3.7,-1.669,-0.195,1.454,1.054,-0.332,1.72,-0.059,0.642,-0.523,-0.453,0.467,0.0,0.314,-1.473,-0.562
-3.059,4.148,2.164,0.271,-2.719,-3.558,-1.518,0.167,0.922,0.163,-1.287,1.508,0.032,0.24,-1.179,0.496,0.716,0.0,0.449,-1.418,-0.673
-4.582,3.738,1.109,0.361,-2.985,-4.194,-1.337,-0.016,1.101,0.602,-0.571,1.971,0.17,0.638,-0.671,-0.136,0.931,0.0,0.356,-1.144,-0.734
-3.926,3.763,1.571,0.232,-3.14,-3.864,-1.304,0.15,0.787,0.434,-0.757,1.704,-0.017,0.323,-0.893,0.07,0.777,0.0,0.277,-1.211,-0.68
