x0,x1,x2,x3,x4,x5,x6,x7,x8,y,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-0.533,-0.355,0.178,-3.485,-1.094,0.648,0.309,0.161,2.701,1.0,1.029,-4.583,1.12,2.366,8.239,-1.726,0.571,2.439,0.03,-0.077,0.758
-0.495,-0.155,-0.07,-3.942,-0.693,0.507,0.504,0.231,2.809,1.0,1.165,-4.196,0.637,2.375,7.522,-2.035,0.755,3.165,0.793,0.175,0.849
0.563,-0.232,0.677,-3.852,-1.537,0.518,-0.001,0.523,2.237,1.0,0.781,-3.95,0.761,1.725,7.767,-1.604,1.095,1.598,0.262,0.104,0.75
0.172,-0.022,0.41,-4.169,-1.437,0.205,0.027,0.423,2.691,1.0,0.386,-3.578,0.873,2.38,7.57,-2.257,0.588,2.492,0.472,-0.022,0.741
-0.6,-0.351,1.193,-3.762,-1.282,0.774,-0.092,0.67,2.323,1.0,1.114,-4.317,0.672,1.8,7.561,-1.878,0.505,2.717,0.57,0.121,0.718
-0.424,0.01,0.315,-3.754,-0.998,0.354,0.139,0.403,2.586,1.0,0.83,-3.788,0.826,2.575,7.5,-2.037,0.087,2.922,0.333,0.065,0.842
-0.791,-0.315,0.674,-3.86,-1.236,0.47,0.057,0.563,2.677,1.0,0.605,-4.152,0.976,2.04,8.261,-1.766,-0.083,3.427,0.093,-0.038,0.679
0.14,-0.217,0.714,-3.903,-1.392,0.344,-0.041,0.585,2.369,1.0,0.497,-3.794,0.75,2.162,7.84,-1.728,0.655,2.405,0.235,-0.105,0.836
-0.632,-0.433,0.525,-3.221,-0.963,0.854,0.545,0.015,2.294,1.0,1.427,-4.798,0.869,2.056,7.725,-1.769,0.944,2.324,0.236,0.277,0.743
-0.079,-0.174,0.767,-3.966,-1.654,0.41,-0.005,0.612,2.447,1.0,0.683,-3.844,0.698,2.095,7.718,-2.03,0.462,2.5,0.516,0.111,0.545
-0.167,-0.166,0.683,-4.155,-1.206,0.681,0.195,0.224,2.821,1.0,1.005,-4.56,0.635,2.683,8.042,-1.857,0.834,2.259,0.602,0.192,0.641
-0.348,-0.343,1.009,-3.594,-1.02,0.736,0.187,0.134,2.389,1.0,1.231,-4.684,0.734,2.012,8.002,-1.561,1.028,2.039,0.346,0.243,0.677
-0.423,-0.227,-0.209,-3.827,-0.831,0.612,0.533,0.131,2.993,1.0,1.314,-4.238,0.966,2.745,8.214,-1.865,0.453,2.748,0.244,0.123,0.844
-0.765,-0.092,0.67,-3.636,-1.109,0.616,0.183,0.57,2.435,1.0,1.152,-4.509,0.587,2.225,8.124,-1.888,0.473,2.998,0.567,0.133,0.52
-0.698,-0.464,0.502,-4.073,-0.975,0.77,0.481,0.245,3.064,1.0,1.089,-4.207,0.904,2.424,7.811,-2.081,0.535,3.053,0.259,0.086,0.623
-0.758,-0.144,0.465,-3.862,-0.905,0.359,0.349,0.347,2.89,1.0,0.976,-3.677,0.684,2.587,8.235,-2.06,-0.484,3.358,0.546,0.018,0.628
-0.976,-0.242,0.809,-4.331,-1.185,0.799,0.272,0.46,3.095,1.0,1.124,-4.81,0.792,2.479,8.145,-1.916,0.664,3.402,0.48,0.059,0.722
-0.266,-0.548,0.939,-4.048,-1.205,0.718,0.188,0.18,2.841,1.0,1.129,-4.238,0.677,2.277,7.856,-1.869,0.697,2.086,0.524,0.342,0.786
-0.123,-0.394,0.902,-3.318,-1.388,0.758,0.287,0.105,2.101,1.0,1.164,-4.806,0.851,1.88,8.474,-1.713,1.331,1.611,0.131,0.102,0.804
-0.312,-0.595,1.026,-4.767,-1.374,0.72,0.338,0.403,3.346,1.0,1.226,-4.472,0.718,2.493,7.754,-1.856,0.884,3.161,0.57,0.023,0.808
-0.267,-0.086,0.584,-3.468,-1.133,0.694,0.133,0.402,2.137,1.0,0.999,-3.981,0.682,1.961,7.093,-1.683,0.694,2.389,0.335,0.156,0.666
-0.163,-0.025,0.475,-4.043,-1.504,0.542,0.248,0.288,2.743,1.0,1.183,-4.364,1.0,2.467,8.27,-1.845,0.829,2.517,0.16,0.205,0.732
-0.547,-0.429,0.493,-4.629,-1.143,0.707,0.259,0.388,3.313,1.0,1.231,-4.351,0.745,2.51,8.02,-2.043,0.438,3.1,0.435,0.28,0.948
-0.8,-0.541,1.38,-2.787,-1.144,0.58,0.054,0.402,1.838,1.0,0.726,-4.607,0.695,1.622,7.969,-1.352,0.533,2.75,0.282,0.129,0.853
-0.548,-0.373,0.649,-3.641,-0.884,0.708,0.265,0.073,2.543,1.0,1.166,-3.934,0.859,2.222,6.869,-2.019,0.767,2.422,0.499,0.135,0.688
-0.123,-0.598,0.711,-3.831,-1.541,0.835,0.165,0.403,2.413,1.0,1.41,-4.88,0.866,1.873,8.022,-1.594,1.398,2.232,0.006,0.376,0.812
-0.598,-0.116,0.332,-4.082,-0.844,0.666,0.216,0.337,2.736,1.0,1.094,-3.824,0.826,2.404,7.581,-2.078,0.127,3.103,0.464,0.024,0.762
-0.078,-0.339,0.863,-3.838,-1.608,0.49,0.237,0.205,2.536,1.0,0.746,-4.34,0.785,2.162,7.923,-1.859,1.118,2.16,0.279,0.006,0.54
-0.97,-0.523,0.456,-3.845,-0.652,0.919,0.641,0.25,2.903,1.0,1.728,-4.415,0.572,2.274,7.198,-1.847,0.66,3.082,0.659,0.437,0.603
-0.174,-0.171,0.422,-4.283,-1.152,0.66,0.237,0.377,3.029,1.0,1.249,-4.217,0.676,2.532,7.918,-2.014,0.639,2.525,0.598,0.336,0.787
-0.135,-0.143,0.415,-3.839,-1.445,0.41,-0.139,0.725,2.332,1.0,0.57,-3.327,0.821,2.233,7.23,-1.862,0.21,2.751,0.079,0.094,0.642
-0.137,-0.42,0.342,-3.778,-0.975,0.796,0.604,0.141,2.754,1.0,1.504,-4.335,0.645,2.434,7.559,-1.904,1.374,2.231,0.515,0.313,0.727
-0.648,-0.554,0.618,-4.108,-1.248,0.913,0.296,0.434,3.094,1.0,1.444,-4.633,0.696,2.466,7.83,-2.076,0.711,2.903,0.416,0.23,1.075
-0.21,-0.014,0.478,-4.41,-1.187,0.204,0.026,0.348,3.016,1.0,0.711,-3.785,0.748,2.507,7.865,-2.313,0.166,3.011,0.686,-0.032,0.705
-1.002,-0.449,0.62,-3.873,-0.954,0.883,0.566,0.071,2.806,1.0,1.466,-5.157,0.859,2.21,8.254,-1.771,0.707,2.764,0.133,0.174,0.823
-0.927,-0.083,0.459,-3.947,-1.112,0.489,0.172,0.408,2.451,1.0,0.958,-4.271,0.708,2.09,7.522,-1.958,0.392,3.403,0.528,0.021,0.855
-0.161,-0.056,0.714,-3.927,-1.548,0.043,0.015,0.296,2.688,1.0,0.189,-3.78,0.669,2.447,7.995,-2.167,0.363,2.971,0.69,-0.219,0.797
-0.505,-0.385,0.04,-3.951,-0.967,0.709,0.237,0.248,2.731,1.0,1.058,-4.044,0.863,2.085,7.407,-1.954,0.607,2.558,0.43,0.163,0.621
-0.461,-0.263,0.232,-4.425,-0.568,0.347,0.397,0.429,3.537,1.0,1.092,-3.381,0.765,2.682,7.347,-2.302,-0.261,3.552,0.899,-0.075,0.71
-0.149,0.084,0.754,-4.319,-1.701,0.151,-0.076,0.59,2.886,1.0,0.471,-3.353,1.107,2.543,8.085,-2.288,-0.15,3.008,0.182,-0.04,0.841
-0.346,-0.453,1.069,-3.713,-0.948,0.577,0.093,0.375,2.597,1.0,0.862,-3.849,1.009,2.154,7.893,-1.788,0.091,2.669,0.306,-0.032,0.622
-0.071,-0.122,0.428,-4.443,-1.396,0.267,-0.056,0.562,2.661,1.0,0.751,-3.551,0.784,2.327,8.032,-1.955,0.128,3.039,0.505,-0.001,0.719
-0.137,-0.353,0.712,-3.31,-1.22,0.536,0.1,0.584,2.148,1.0,0.921,-4.266,0.687,1.788,7.698,-1.72,0.878,2.329,0.629,0.151,0.556
-0.126,-0.054,0.0,-4.238,-0.948,0.452,0.273,0.233,3.038,1.0,0.913,-3.932,0.928,2.591,7.867,-1.898,0.58,2.428,0.244,0.182,0.806
-0.587,-0.225,0.836,-4.35,-1.107,0.495,0.399,0.209,3.069,1.0,1.113,-3.44,0.621,2.574,6.391,-2.268,0.618,3.103,0.778,0.111,0.671
-0.015,-0.182,0.843,-4.252,-1.475,0.417,-0.022,0.587,2.801,1.0,0.617,-3.953,0.967,2.462,7.86,-1.797,0.532,2.781,0.158,-0.098,0.9
-0.857,-0.763,0.654,-4.077,-0.983,0.982,0.462,0.2,2.924,1.0,1.606,-4.762,0.861,2.094,7.647,-1.898,0.971,3.04,0.359,0.293,0.598
-0.065,-0.08,0.793,-3.974,-1.423,0.309,0.222,0.306,2.879,1.0,0.857,-3.917,0.799,2.633,7.9,-2.023,0.606,2.85,0.35,0.01,0.765
-0.594,-0.467,0.744,-3.709,-1.482,0.489,-0.009,0.561,2.494,1.0,0.701,-4.029,0.802,1.968,7.577,-1.709,0.089,2.95,0.13,-0.177,0.903
-0.497,-0.185,0.652,-4.098,-1.394,0.43,0.241,0.441,2.732,1.0,0.741,-4.381,0.79,2.296,8.195,-2.003,0.44,3.079,0.484,-0.091,0.74
-0.093,-0.604,0.734,-3.924,-1.163,0.784,0.063,0.323,2.455,1.0,1.084,-4.031,0.916,1.972,7.61,-1.647,0.935,1.963,0.207,0.224,0.509
-0.155,-0.456,0.018,-3.813,-0.772,0.681,0.462,0.075,2.886,1.0,1.295,-4.117,0.838,2.318,8.119,-1.724,0.495,2.48,0.199,0.094,0.648
-0.604,-0.375,0.459,-3.288,-0.852,0.752,0.374,0.191,2.204,1.0,1.354,-4.577,0.868,1.823,7.815,-1.955,0.864,2.616,0.267,0.377,0.804
-0.771,-0.19,0.536,-3.918,-0.895,0.606,0.258,0.173,2.928,1.0,0.98,-4.359,0.703,2.558,8.043,-1.866,0.329,3.362,0.384,0.002,0.95
-0.752,-0.056,0.196,-4.286,-0.889,0.415,0.094,0.311,2.979,1.0,0.863,-3.846,0.733,2.65,7.276,-2.286,0.276,3.368,0.588,-0.184,0.466
-1.325,-0.386,1.145,-3.581,-1.043,0.695,0.592,0.132,2.787,1.0,1.476,-4.837,0.881,2.397,8.161,-2.124,0.137,3.585,0.304,0.245,0.793
-0.926,-0.384,0.603,-4.056,-0.881,0.689,0.324,0.126,2.947,1.0,1.363,-4.254,0.852,2.2,7.471,-2.0,0.381,3.207,0.324,0.104,0.621
-0.128,-0.151,0.609,-4.341,-1.176,0.549,0.176,0.381,3.08,1.0,1.141,-3.686,0.705,2.48,7.355,-2.036,0.544,2.485,0.648,0.052,0.594
-0.523,-0.448,0.467,-4.302,-1.135,0.601,0.245,0.363,2.722,1.0,1.33,-4.729,0.735,1.862,8.068,-1.885,0.789,2.858,0.69,0.292,0.619
-0.155,-0.116,1.023,-4.083,-1.636,0.438,0.042,0.606,2.746,1.0,1.009,-4.22,0.703,2.349,7.985,-1.718,0.787,2.708,0.572,0.105,0.683
-1.034,-0.34,0.828,-3.348,-0.848,0.635,0.458,0.149,2.504,1.0,1.104,-4.895,0.75,1.907,8.214,-2.017,0.498,3.172,0.524,0.011,0.88
-0.557,-0.194,0.902,-3.808,-1.385,0.43,0.015,0.402,2.818,1.0,0.764,-3.994,0.839,2.228,7.764,-2.022,0.125,2.94,0.48,0.077,0.669
-0.077,0.103,0.492,-3.547,-1.082,0.633,0.134,0.477,2.199,1.0,0.979,-4.201,0.733,2.086,8.059,-1.786,0.683,2.204,0.409,0.151,0.855
-0.471,-0.365,1.565,-3.581,-1.333,0.646,0.036,0.344,2.184,1.0,0.666,-4.542,0.986,1.795,8.151,-1.72,0.778,2.357,0.072,-0.105,0.725
-1.418,-0.407,1.167,-3.214,-0.99,1.071,0.631,0.121,2.341,1.0,1.841,-5.263,0.855,2.085,7.928,-1.558,0.704,3.043,-0.066,0.383,0.659
-0.478,-0.092,0.642,-4.247,-1.317,0.761,0.354,0.314,2.928,1.0,1.454,-4.925,0.641,2.585,8.035,-1.946,1.049,2.764,0.394,0.147,0.644
-0.844,-0.548,0.945,-3.263,-0.8,0.854,0.397,0.191,2.457,1.0,1.365,-4.786,0.766,1.917,8.387,-1.64,0.568,2.44,0.114,0.218,0.917
-0.186,-0.381,0.476,-3.644,-1.134,0.926,0.451,0.284,2.616,1.0,1.41,-4.513,0.83,2.167,7.562,-1.647,1.305,2.115,0.147,0.38,0.789
0.122,-0.248,1.005,-3.814,-1.589,0.3,-0.14,0.634,2.485,1.0,0.354,-3.831,1.058,1.842,8.03,-1.625,0.57,2.482,-0.154,-0.354,0.658
-0.603,-0.446,0.577,-4.324,-0.937,0.876,0.197,0.313,2.908,1.0,1.442,-4.288,0.608,2.255,7.452,-1.805,0.692,2.773,0.584,0.211,0.782
0.212,-0.112,0.463,-3.58,-1.359,0.427,-0.012,0.536,1.997,1.0,0.732,-3.833,0.862,1.747,7.815,-1.716,0.722,1.992,0.049,0.183,0.734
-0.41,-0.116,0.15,-3.809,-0.637,0.528,0.256,0.226,2.666,1.0,0.72,-3.617,0.734,2.453,7.854,-1.866,-0.017,2.536,0.551,-0.005,0.645
-0.489,-0.267,0.84,-4.001,-1.357,0.622,0.14,0.555,2.877,1.0,0.771,-4.262,0.634,2.323,7.966,-1.89,0.412,3.06,0.648,-0.04,0.621
-0.761,-0.089,0.951,-3.912,-1.078,0.579,0.331,0.24,2.678,1.0,1.203,-4.432,0.64,2.498,8.255,-2.039,0.484,3.041,0.543,0.008,0.799
-0.397,-0.493,0.94,-3.901,-1.452,0.647,0.292,0.417,2.702,1.0,1.024,-4.563,0.885,2.149,8.25,-1.905,0.677,2.799,0.237,0.134,0.673
-1.203,-0.574,0.068,-4.085,-0.51,1.15,0.394,0.044,2.757,1.0,1.749,-5.483,0.661,2.174,7.594,-1.817,1.312,3.032,0.478,0.208,0.789
-0.055,-0.153,0.328,-3.474,-1.293,0.552,0.328,0.215,2.255,1.0,1.193,-4.59,0.873,2.117,8.251,-1.614,1.177,2.14,0.298,0.061,0.713
0.132,-0.03,0.529,-4.434,-1.258,0.253,-0.157,0.431,2.795,1.0,0.312,-3.618,0.605,2.356,8.07,-2.108,0.197,2.478,0.668,-0.192,0.468
-0.314,-0.258,0.915,-4.339,-1.257,0.539,0.076,0.391,2.97,1.0,0.944,-4.083,0.613,2.546,7.579,-2.076,0.531,2.897,0.643,0.12,0.648
0.037,-0.342,0.527,-3.817,-1.043,0.408,0.035,0.454,2.606,1.0,0.661,-3.892,0.845,2.289,8.115,-2.013,0.375,2.527,0.482,0.032,0.693
-0.487,-0.169,0.456,-3.614,-0.95,0.698,0.385,0.163,2.74,1.0,1.376,-4.232,0.89,2.45,7.348,-1.942,0.712,2.52,0.15,0.252,0.681
-0.07,-0.262,0.961,-3.931,-1.26,0.679,0.141,0.492,2.306,1.0,0.935,-4.289,1.011,1.862,7.871,-1.726,0.888,2.134,-0.009,-0.262,0.658
-0.331,-0.371,1.132,-3.628,-1.321,0.687,0.182,0.566,2.49,1.0,1.128,-4.5,0.732,2.085,7.899,-1.556,0.891,2.748,0.45,0.251,0.768
-0.144,-0.177,0.697,-3.627,-1.409,0.383,-0.018,0.704,2.259,1.0,0.669,-3.829,0.852,1.806,7.587,-1.813,0.549,2.813,0.158,0.146,1.036
-1.057,-0.241,0.511,-3.742,-0.907,0.484,0.259,0.446,2.619,1.0,0.775,-4.132,0.993,2.239,7.842,-1.771,0.016,3.335,-0.007,0.123,0.862
-0.523,-0.104,0.593,-4.543,-1.38,0.503,0.271,0.42,3.047,1.0,1.161,-4.143,0.784,2.63,7.748,-2.266,0.589,3.136,0.542,0.128,0.769
-0.548,-0.392,0.113,-3.959,-0.389,0.83,0.321,0.253,2.971,1.0,1.401,-4.27,0.757,2.443,7.92,-1.895,0.194,2.509,0.44,0.192,0.736
-0.391,-0.294,0.781,-4.555,-1.198,0.582,0.345,0.409,3.307,1.0,1.216,-4.443,0.533,2.589,7.904,-2.249,0.762,2.797,0.621,0.271,0.997
-0.318,-0.041,0.908,-3.378,-1.198,0.353,0.144,0.224,2.117,1.0,0.668,-3.728,0.693,1.856,7.595,-1.557,0.36,2.518,0.247,-0.09,0.738
0.079,-0.37,0.763,-4.054,-1.431,0.531,0.113,0.336,2.618,1.0,0.782,-4.095,0.72,1.991,8.086,-1.804,0.712,2.217,0.534,-0.033,0.56
-0.345,-0.25,0.876,-3.804,-1.621,0.446,0.109,0.553,2.175,1.0,0.857,-4.355,0.886,2.134,8.195,-1.627,0.392,2.774,-0.008,0.219,0.755
-0.507,-0.597,0.743,-3.126,-0.949,0.887,0.296,0.384,1.927,1.0,1.258,-4.468,0.838,1.569,7.426,-1.921,0.932,2.445,0.322,0.231,0.889
-0.365,-0.294,1.156,-3.408,-1.222,0.588,0.16,0.383,2.374,1.0,0.735,-4.698,1.024,2.16,8.286,-1.612,0.884,2.289,0.125,0.14,0.75
0.184,-0.519,0.9,-4.59,-1.372,0.604,-0.047,0.265,2.935,1.0,0.934,-3.992,0.746,2.127,7.918,-1.694,0.806,2.024,0.399,0.038,0.677
-0.307,-0.374,0.722,-3.756,-1.133,0.748,0.366,0.296,2.587,1.0,1.295,-4.646,0.694,1.963,8.178,-1.752,1.263,2.311,0.487,0.105,0.65
-0.229,-0.359,0.257,-3.836,-1.157,0.59,0.239,0.387,2.527,1.0,0.986,-4.593,0.788,2.131,8.088,-1.823,1.071,2.514,0.724,0.048,0.825
-0.157,-0.068,0.443,-3.297,-0.887,0.477,0.265,0.284,2.344,1.0,1.022,-3.645,0.655,2.402,7.165,-2.092,0.58,2.221,0.633,0.118,0.78
-0.232,-0.082,0.668,-3.754,-1.418,0.281,-0.044,0.662,2.338,1.0,0.495,-3.852,0.813,1.888,8.087,-1.771,0.151,2.963,0.167,-0.101,0.728
-0.769,-0.412,0.919,-3.574,-1.034,0.929,0.062,0.452,2.168,1.0,1.323,-4.745,0.661,1.809,8.145,-1.527,0.666,2.594,0.5,0.329,0.704
-0.609,-0.335,0.674,-3.809,-1.255,0.423,0.366,0.229,2.573,1.0,0.972,-4.482,0.816,2.213,7.853,-1.765,0.742,3.103,0.377,-0.108,0.786
-0.679,-0.418,0.698,-3.949,-1.114,0.706,0.288,0.269,2.93,1.0,1.159,-4.191,1.018,2.399,7.919,-1.875,0.326,3.028,0.087,0.129,0.968
-0.222,-0.257,0.602,-4.003,-1.217,0.579,0.103,0.376,2.579,1.0,1.116,-3.915,0.759,2.102,7.46,-1.972,0.39,2.463,0.349,0.23,0.663
-0.461,0.012,1.086,-4.318,-1.255,0.612,0.1,0.483,2.852,1.0,1.134,-4.697,0.838,2.532,8.171,-1.904,0.574,3.052,0.396,0.047,0.567
-0.092,0.053,1.159,-3.202,-1.579,0.569,-0.155,0.719,1.8,1.0,0.726,-4.005,0.681,1.819,7.943,-1.467,0.57,2.034,0.254,0.261,0.601
0.594,0.089,0.168,-3.594,-1.188,0.096,0.041,0.361,2.32,1.0,0.234,-3.423,0.681,2.684,7.701,-1.71,0.555,2.045,0.408,-0.074,0.551
-0.005,0.191,0.213,-4.391,-1.149,0.122,0.043,0.656,3.09,1.0,0.488,-3.337,0.851,2.611,8.02,-2.465,-0.098,3.254,0.397,-0.165,0.619
-0.531,-0.337,1.074,-4.494,-1.586,0.418,0.136,0.309,2.813,1.0,0.934,-4.335,0.979,2.434,7.803,-2.192,0.701,2.995,0.072,0.117,0.78
-0.557,-0.141,0.955,-3.826,-1.514,0.406,-0.077,0.561,2.388,1.0,0.622,-4.196,0.968,2.176,8.266,-1.732,0.223,3.063,0.009,0.103,0.545
-0.971,-0.409,0.691,-3.028,-1.227,0.626,0.186,0.639,1.961,1.0,0.968,-4.861,0.814,1.682,8.441,-1.372,0.364,3.216,0.215,0.114,0.617
0.1,-0.227,0.472,-3.732,-1.425,0.443,0.172,0.464,2.389,1.0,0.585,-3.668,0.61,2.226,7.569,-1.65,0.673,2.515,0.388,0.048,0.58
-0.279,-0.042,0.921,-4.365,-1.52,0.383,-0.088,0.533,2.773,1.0,0.768,-4.056,0.818,2.187,7.835,-1.851,0.4,2.785,0.199,0.024,0.717
-0.479,-0.393,0.701,-4.283,-1.092,0.892,0.237,0.356,2.766,1.0,1.607,-5.024,0.752,2.369,8.102,-1.821,1.218,2.651,0.391,0.256,0.797
-0.972,-0.494,0.732,-4.064,-0.754,0.952,0.426,-0.083,2.732,1.0,1.328,-5.05,0.684,2.352,7.796,-1.947,0.908,2.859,0.522,0.13,0.694
0.273,-0.161,0.479,-3.494,-1.609,0.308,-0.113,0.657,2.137,1.0,0.646,-3.666,0.836,1.899,8.054,-1.737,0.505,2.191,0.208,-0.06,0.789
-1.216,-0.482,0.925,-3.376,-1.144,0.9,0.471,0.265,2.441,1.0,1.254,-4.946,0.691,2.048,7.767,-1.678,0.802,3.342,0.386,-0.043,0.747
-0.418,-0.272,0.726,-4.273,-1.189,1.038,0.391,0.244,2.858,1.0,1.311,-4.694,0.797,2.142,7.266,-1.725,1.245,2.379,0.285,0.426,0.546
-0.848,-0.223,0.378,-3.663,-0.834,0.547,0.22,0.533,2.809,1.0,0.936,-3.705,0.862,2.195,7.577,-2.3,-0.066,3.325,0.594,0.154,0.528
-0.734,-0.175,0.553,-3.956,-1.269,0.741,0.325,0.368,2.748,1.0,1.254,-4.544,0.667,2.408,7.961,-2.059,0.991,2.958,0.37,0.208,0.764
-0.079,0.036,0.725,-4.009,-1.144,0.513,0.328,0.212,2.848,1.0,0.953,-4.028,0.873,2.837,7.672,-2.129,0.472,2.664,0.402,-0.055,0.774
-0.432,-0.16,0.402,-4.343,-1.147,0.439,0.187,0.241,2.981,1.0,0.941,-3.789,0.751,2.455,7.463,-2.164,0.375,2.913,0.489,-0.021,0.602
-0.006,-0.496,1.015,-3.823,-1.374,0.699,-0.026,0.689,2.296,1.0,1.038,-4.358,0.85,1.747,7.634,-1.627,0.8,2.171,0.039,0.1,0.672
0.186,-0.085,0.185,-3.33,-1.318,0.183,-0.154,0.616,2.047,1.0,-0.114,-3.729,0.689,1.695,8.179,-1.59,0.421,1.929,0.258,-0.307,0.708
-0.566,-0.613,-0.094,-3.602,-0.451,0.934,0.745,-0.131,2.777,1.0,1.854,-4.766,0.693,2.057,8.003,-1.672,0.69,2.496,0.21,0.35,0.738
0.077,0.11,1.039,-3.615,-1.525,0.238,-0.229,0.531,2.078,1.0,0.185,-3.549,0.676,2.226,8.007,-1.56,0.343,2.509,0.216,-0.248,0.726
-0.677,-0.047,0.429,-4.104,-1.398,0.218,-0.038,0.471,2.736,1.0,0.391,-3.787,0.777,2.437,7.728,-1.868,0.131,3.258,0.302,-0.112,0.528
-0.866,-0.353,0.746,-3.703,-0.999,0.65,0.31,0.309,2.736,1.0,1.257,-4.028,0.701,2.135,8.023,-1.806,0.067,3.239,0.343,0.324,0.599
-0.347,-0.166,0.79,-3.584,-1.381,0.233,0.026,0.539,2.429,1.0,0.506,-3.441,0.795,2.224,7.351,-1.834,0.2,2.817,0.302,-0.026,0.672
-0.915,-0.21,0.576,-4.138,-1.08,0.678,0.223,0.383,2.918,1.0,1.31,-4.196,0.829,2.407,7.659,-2.113,0.415,3.379,0.5,0.032,0.593
-0.195,-0.107,0.416,-3.597,-0.908,0.45,0.132,0.493,2.582,1.0,1.054,-4.072,0.801,2.388,8.384,-1.686,0.351,2.832,0.418,0.202,0.932
-0.923,-0.31,0.865,-3.981,-1.031,0.95,0.425,0.263,2.989,1.0,1.734,-5.161,0.858,2.335,8.142,-2.173,0.888,2.803,0.389,0.395,0.69
-0.89,-0.382,0.327,-4.663,-0.774,1.04,0.5,0.112,3.34,1.0,2.127,-4.842,0.783,2.673,7.709,-2.025,0.724,3.044,0.34,0.389,0.77
-0.308,-0.235,0.86,-4.089,-1.443,0.667,0.282,0.322,2.683,1.0,1.128,-4.377,0.925,2.304,7.889,-2.037,0.751,2.516,0.27,0.119,0.745
-0.286,-0.176,0.684,-4.32,-1.227,0.572,0.008,0.354,2.562,1.0,0.787,-3.695,0.73,2.338,6.975,-1.905,0.622,2.468,0.31,-0.092,0.833
0.13,0.128,-0.185,-3.751,-1.036,0.2,0.28,0.376,2.415,1.0,0.727,-3.947,0.924,2.427,8.214,-1.783,0.371,2.457,0.23,-0.171,0.369
-1.169,-0.474,0.599,-3.052,-0.73,0.904,0.446,0.257,2.299,1.0,1.451,-4.659,0.67,2.018,7.516,-1.584,0.712,3.025,0.402,0.301,0.655
-0.272,-0.356,1.275,-3.915,-1.397,0.698,-0.012,0.344,2.294,1.0,1.006,-4.472,0.684,1.781,7.804,-1.581,0.865,2.197,0.269,0.205,0.704
-0.365,-0.338,0.398,-4.625,-1.193,0.542,0.333,0.272,3.288,1.0,1.125,-3.971,0.858,2.389,7.88,-2.08,0.561,2.852,0.36,0.032,0.726
-0.622,-0.159,0.796,-3.625,-1.316,0.711,0.239,0.539,2.642,1.0,1.146,-4.51,0.815,2.139,7.967,-1.894,0.614,2.718,0.222,0.192,0.637
-0.773,-0.602,0.372,-3.793,-0.874,0.887,0.443,0.095,2.7,1.0,1.327,-4.719,0.93,2.206,7.886,-1.854,0.69,2.734,0.171,0.343,0.714
-0.303,-0.329,0.316,-3.949,-1.019,0.58,0.224,0.322,2.635,1.0,1.17,-3.882,0.886,2.253,7.55,-1.968,0.408,2.634,0.227,0.311,0.792
-0.557,-0.301,0.733,-3.845,-1.108,0.699,0.24,0.625,2.646,1.0,0.93,-4.269,0.666,2.225,7.762,-1.865,0.731,2.865,0.473,-0.095,0.576
-0.919,-0.43,0.516,-3.451,-0.829,0.974,0.568,0.202,2.479,1.0,1.644,-5.207,0.68,2.197,8.119,-1.556,1.162,2.665,0.39,0.331,0.904
-0.634,-0.449,0.818,-3.203,-1.391,0.741,-0.095,0.649,1.994,1.0,0.71,-4.671,0.957,1.653,7.989,-1.496,0.568,2.649,0.083,0.004,0.644
-0.136,-0.217,0.302,-4.181,-1.274,0.313,0.296,0.294,2.754,1.0,0.78,-4.309,0.957,2.297,8.22,-1.937,0.816,2.605,0.286,-0.004,0.766
-0.774,-0.421,1.075,-4.234,-1.239,1.109,0.319,0.186,2.932,1.0,1.696,-5.564,0.911,2.265,8.162,-1.799,1.485,2.739,0.187,0.524,0.813
-0.162,-0.199,0.401,-3.98,-0.943,0.55,0.351,0.313,3.112,1.0,1.031,-3.676,0.664,2.643,7.449,-2.25,0.287,2.585,0.619,0.116,0.835
-1.225,-0.436,0.55,-3.478,-0.563,0.679,0.512,0.014,2.774,1.0,1.489,-4.249,0.885,2.247,7.421,-1.857,0.086,3.377,0.31,0.293,0.727
0.048,-0.18,0.244,-3.608,-1.212,0.567,0.22,0.469,2.515,1.0,0.985,-4.727,0.849,2.181,8.334,-1.618,1.335,2.054,0.27,0.223,0.432
-0.272,-0.468,0.724,-4.261,-1.195,0.576,0.139,0.355,2.815,1.0,1.047,-3.944,0.776,2.26,7.789,-1.868,0.422,2.503,0.314,-0.047,0.611
-0.302,-0.148,0.686,-4.189,-1.317,0.544,0.156,0.384,2.951,1.0,1.026,-4.27,0.776,2.546,8.125,-1.922,0.487,2.52,0.462,-0.015,0.46
-0.296,-0.316,0.227,-3.864,-1.064,0.699,0.322,0.191,2.73,1.0,1.356,-4.232,0.885,2.089,8.035,-1.808,0.531,2.571,0.187,0.352,0.553
-0.349,-0.04,1.579,-3.884,-1.318,0.529,0.073,0.426,2.449,1.0,0.974,-4.773,0.729,2.247,8.062,-1.891,0.959,2.706,0.363,0.206,0.884
-0.255,-0.115,0.671,-3.73,-1.254,0.401,0.31,0.311,2.563,1.0,0.88,-4.207,0.837,2.422,8.384,-1.937,0.66,2.604,0.377,-0.163,0.574
-0.456,-0.278,0.739,-2.766,-0.814,0.909,0.417,0.238,1.884,1.0,1.214,-5.342,0.673,1.823,8.273,-1.483,1.301,2.065,0.345,0.264,0.965
