Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,y,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
145,-0.065,-0.831,-1.544,-0.202,3.804,0.229,2.699,1.0,0.48,4.201,0.072,1.139,-0.026,-2.047,1.586,0.135,-0.92,1.789,-2.744,0.049,-2.234
146,0.059,-0.895,-1.478,-0.935,3.413,0.238,1.885,1.0,0.27,4.174,-0.119,0.767,-0.227,-1.444,1.56,0.46,-0.9,1.939,-2.647,0.141,-2.634
147,0.12,-1.188,-1.476,-0.711,4.154,0.273,2.122,1.0,0.469,4.566,0.076,1.005,-0.301,-1.921,1.777,0.275,-0.851,1.983,-3.011,0.265,-2.724
148,0.207,-1.064,-1.718,0.115,3.937,0.564,2.264,1.0,0.252,4.317,0.041,0.867,-0.358,-1.991,1.767,0.053,-0.815,2.036,-2.676,0.164,-2.729
149,0.107,-1.097,-1.422,-0.335,3.766,0.185,2.006,1.0,0.495,4.292,0.01,0.901,-0.252,-1.842,1.759,0.236,-0.842,1.989,-2.733,-0.086,-2.459
150,0.135,-1.189,-1.587,-0.514,3.76,0.105,2.286,1.0,0.49,4.712,-0.188,0.938,-0.091,-1.906,1.664,0.041,-0.934,2.268,-3.124,0.234,-2.346
151,0.058,-0.904,-1.429,-0.249,3.276,0.3,1.888,1.0,0.434,3.923,-0.234,0.675,-0.432,-1.674,1.611,0.242,-0.969,1.751,-2.814,0.046,-1.927
152,-0.178,-0.799,-1.414,-0.517,3.49,0.329,2.112,1.0,0.252,4.104,-0.119,0.873,-0.207,-1.711,1.407,0.254,-0.851,1.753,-2.834,0.022,-2.423
153,0.047,-1.055,-1.443,-0.45,3.735,0.613,2.071,1.0,0.266,4.43,-0.241,0.709,-0.174,-1.715,1.48,0.137,-0.935,2.009,-2.779,0.044,-2.532
154,-0.105,-1.131,-1.64,-1.214,3.886,0.204,1.826,1.0,0.619,4.539,-0.02,0.893,-0.257,-1.4,1.884,0.335,-0.785,2.173,-2.98,0.247,-2.736
155,0.233,-0.949,-1.431,-0.132,3.892,0.345,2.303,1.0,0.275,4.555,-0.215,0.954,-0.405,-2.262,1.714,0.008,-0.774,2.019,-2.943,0.145,-2.381
156,0.094,-0.93,-1.433,-0.201,3.515,0.247,2.527,1.0,0.213,4.49,-0.204,0.704,0.073,-1.975,1.633,0.223,-0.903,1.952,-3.142,-0.037,-2.328
157,0.008,-0.758,-1.625,-0.746,3.988,0.401,2.745,1.0,0.446,4.78,-0.323,1.265,-0.171,-1.774,1.577,0.294,-0.902,1.86,-3.04,0.297,-2.651
158,0.153,-0.942,-1.37,-0.379,3.627,0.132,2.104,1.0,0.277,4.567,-0.188,0.524,-0.222,-2.001,1.573,0.389,-0.58,2.132,-2.839,0.032,-2.557
159,0.006,-1.047,-1.467,-0.222,3.911,0.162,2.593,1.0,0.331,4.559,-0.007,0.961,-0.065,-2.134,1.46,0.278,-0.986,1.884,-3.057,0.113,-2.488
160,0.213,-1.134,-1.489,-0.009,3.736,0.411,1.751,1.0,0.15,4.212,-0.191,0.295,-0.193,-2.006,1.541,0.177,-0.884,2.316,-2.709,0.345,-2.508
161,0.011,-1.128,-1.57,-0.651,3.607,0.237,2.065,1.0,0.429,4.567,0.09,0.726,0.074,-1.889,1.837,0.188,-0.948,1.746,-3.199,-0.214,-2.433
162,0.016,-0.948,-1.249,-0.461,3.677,-0.142,2.84,1.0,0.25,4.764,-0.276,1.046,0.167,-2.117,1.594,0.176,-0.793,1.872,-3.145,0.147,-2.184
163,0.206,-0.931,-1.358,-0.691,3.266,0.105,1.858,1.0,0.061,4.21,-0.292,0.451,-0.054,-1.603,1.635,0.197,-0.865,1.971,-3.009,0.067,-2.359
164,0.263,-1.089,-1.272,-0.675,3.248,0.231,1.506,1.0,0.482,4.217,-0.224,0.547,-0.29,-1.588,1.803,0.077,-0.884,2.054,-2.867,0.042,-2.091
165,0.122,-1.234,-1.376,-0.25,3.128,0.148,1.919,1.0,0.273,4.031,-0.249,0.548,0.029,-1.773,1.392,0.074,-0.721,1.872,-2.705,0.336,-2.051
166,-0.187,-1.017,-1.735,-0.581,4.082,0.436,2.403,1.0,0.169,4.839,-0.214,1.152,-0.326,-2.193,1.693,0.345,-0.732,1.953,-2.798,0.23,-2.606
167,0.042,-1.024,-1.482,-0.664,3.738,0.18,2.31,1.0,0.242,4.744,-0.184,0.758,-0.107,-1.958,1.408,0.48,-0.878,2.057,-3.137,0.214,-2.432
168,0.13,-0.963,-1.472,-0.795,3.498,0.202,1.849,1.0,0.2,4.265,-0.18,0.651,-0.101,-1.874,1.477,0.263,-0.815,2.023,-2.751,0.039,-2.362
169,0.125,-1.016,-1.481,-0.645,3.917,0.381,2.122,1.0,0.337,4.405,-0.196,0.948,-0.216,-1.913,1.614,0.062,-0.987,1.829,-2.796,0.139,-2.537
170,-0.018,-1.013,-1.614,-0.501,4.048,0.592,1.909,1.0,0.137,4.495,0.08,0.646,-0.331,-1.838,1.665,0.177,-1.007,2.154,-2.956,0.151,-2.714
171,-0.073,-1.167,-1.441,-0.114,3.852,0.708,2.102,1.0,0.203,4.279,-0.112,0.692,-0.227,-2.361,1.567,0.034,-0.892,2.05,-2.876,0.148,-2.391
172,-0.07,-0.927,-1.513,-0.1,3.778,0.336,2.806,1.0,0.311,4.836,-0.016,0.832,0.043,-2.38,1.705,0.092,-1.22,1.889,-3.449,0.138,-1.893
173,0.127,-1.217,-1.639,-0.574,3.62,0.643,1.142,1.0,0.214,4.148,0.284,0.093,-0.313,-1.5,1.69,0.187,-0.788,2.27,-2.833,0.04,-2.77
174,0.211,-1.122,-1.375,-0.764,3.589,-0.009,1.552,1.0,0.389,4.257,0.037,0.217,-0.023,-1.401,1.752,0.279,-0.786,2.175,-3.16,0.221,-2.562
175,0.069,-0.982,-1.777,-0.975,4.185,0.132,2.111,1.0,0.345,4.913,-0.091,0.845,-0.252,-1.906,1.789,0.175,-0.857,2.126,-3.235,0.254,-2.664
176,-0.018,-1.153,-1.386,-0.187,3.755,0.388,1.895,1.0,0.296,4.225,-0.043,0.743,-0.39,-1.956,1.443,0.038,-0.847,1.811,-2.816,0.147,-2.48
177,-0.049,-1.103,-1.457,-0.563,3.106,0.336,1.617,1.0,0.344,3.948,-0.009,0.406,0.02,-1.266,1.419,0.296,-0.877,1.656,-2.889,0.066,-2.364
178,0.206,-0.915,-1.48,-0.037,3.84,0.502,2.236,1.0,0.251,4.538,-0.119,0.609,-0.199,-2.266,1.612,0.251,-0.672,2.192,-2.944,0.132,-2.294
179,0.058,-1.059,-1.492,-0.349,3.271,0.398,2.052,1.0,0.483,4.182,-0.26,0.733,-0.179,-1.808,1.672,0.196,-0.71,1.843,-2.599,0.018,-2.172
180,0.267,-1.021,-1.589,-0.824,3.807,-0.004,2.045,1.0,0.352,4.676,-0.092,0.733,-0.166,-1.756,1.919,0.065,-0.858,2.176,-3.19,0.105,-2.579
181,0.124,-0.903,-1.483,-0.438,3.926,0.379,2.625,1.0,0.138,4.521,-0.023,0.931,-0.035,-1.858,1.539,0.309,-0.927,2.28,-2.94,0.322,-2.648
182,0.028,-0.956,-1.72,-0.268,3.44,0.232,2.178,1.0,0.39,4.309,-0.094,0.768,-0.179,-1.956,2.269,-0.011,-0.958,2.09,-2.642,-0.183,-2.211
183,-0.017,-0.801,-1.332,-0.438,3.936,0.041,2.695,1.0,0.496,4.745,-0.41,1.21,-0.286,-2.056,1.519,0.121,-0.89,2.031,-2.772,0.258,-2.346
184,0.082,-1.077,-1.703,-0.64,3.808,0.173,2.043,1.0,0.631,4.42,0.127,0.71,-0.132,-1.791,1.689,0.229,-0.742,2.148,-2.952,0.205,-2.761
185,-0.089,-0.938,-1.561,-0.543,3.95,0.329,2.281,1.0,0.364,4.784,0.01,1.137,-0.246,-2.104,1.733,0.175,-0.991,2.061,-3.246,0.398,-2.587
186,-0.15,-1.132,-1.443,-0.73,3.768,0.13,2.102,1.0,0.238,4.561,-0.064,0.946,0.063,-1.725,1.464,0.347,-1.139,1.785,-3.274,0.172,-2.473
187,0.062,-1.238,-1.353,-0.366,3.79,0.203,1.985,1.0,0.296,4.605,-0.361,0.865,-0.202,-1.986,1.458,0.223,-0.94,2.069,-3.006,0.03,-2.346
188,-0.014,-0.936,-1.664,-0.355,4.034,0.526,2.517,1.0,0.263,4.723,0.011,1.14,-0.191,-1.998,1.891,0.413,-1.033,1.872,-3.086,-0.022,-2.451
189,-0.114,-1.132,-1.677,-0.385,4.269,0.34,2.305,1.0,0.387,4.962,-0.106,0.969,-0.429,-2.377,1.587,0.115,-0.88,1.904,-3.304,0.421,-2.504
190,0.156,-1.048,-1.523,-0.439,3.995,0.168,2.232,1.0,0.22,4.478,-0.14,0.826,0.026,-1.922,1.825,0.244,-0.92,2.168,-2.917,-0.106,-2.528
191,0.149,-1.204,-1.53,0.098,3.991,0.44,1.968,1.0,0.271,4.38,-0.049,0.499,-0.283,-2.048,1.661,0.284,-0.829,2.184,-3.105,0.387,-2.33
192,-0.003,-1.128,-1.451,-1.033,3.271,0.185,1.621,1.0,0.36,4.458,-0.107,0.787,-0.316,-1.355,1.717,0.32,-0.97,1.559,-2.983,0.156,-2.296
193,-0.013,-0.901,-1.64,-1.003,3.824,0.164,2.45,1.0,0.197,4.833,-0.114,0.957,-0.054,-1.813,1.645,0.305,-0.912,1.928,-3.097,0.462,-2.542
194,0.182,-1.126,-1.635,-0.386,3.651,0.489,1.957,1.0,0.446,4.489,-0.069,0.646,-0.024,-1.736,1.98,0.106,-0.914,1.862,-3.148,0.323,-2.748
195,-0.148,-1.019,-1.591,-0.462,3.877,0.709,2.659,1.0,0.421,4.491,-0.168,1.484,-0.338,-1.771,1.832,0.177,-1.08,1.797,-2.589,0.083,-2.739
196,0.029,-1.046,-1.58,-0.312,4.247,0.192,2.663,1.0,0.305,4.981,0.002,1.343,-0.154,-2.29,1.733,0.267,-0.982,1.877,-3.063,0.124,-2.649
197,0.126,-0.969,-1.579,-0.31,3.203,0.263,1.943,1.0,0.315,4.046,0.039,0.527,-0.026,-1.849,1.825,0.355,-0.694,1.933,-2.932,0.135,-2.124
198,-0.024,-0.901,-1.512,-0.515,3.358,0.027,2.464,1.0,0.297,4.651,-0.158,0.598,0.171,-1.858,1.469,0.36,-1.098,1.903,-3.454,0.249,-2.015
199,0.023,-0.946,-1.61,-0.822,3.913,0.574,1.811,1.0,0.312,4.379,-0.223,0.936,-0.605,-1.804,1.659,0.284,-0.884,2.104,-2.553,0.354,-2.487
200,0.145,-1.005,-1.64,-0.174,3.944,0.186,2.396,1.0,0.37,4.596,-0.016,0.802,0.095,-2.125,1.958,0.282,-1.113,2.123,-3.153,0.066,-2.351
201,0.125,-1.129,-1.605,-0.657,3.487,0.278,2.007,1.0,0.34,4.413,-0.147,0.64,-0.102,-1.932,1.766,0.189,-1.127,2.038,-3.109,0.188,-2.094
202,0.093,-0.818,-1.444,0.008,3.918,0.138,3.16,1.0,0.196,4.974,-0.521,1.273,-0.187,-2.429,1.538,0.126,-0.911,2.002,-3.005,0.294,-2.317
203,0.167,-1.075,-1.621,-0.582,3.402,0.342,1.795,1.0,0.355,4.082,0.068,0.664,-0.373,-1.701,1.781,0.212,-0.861,1.901,-2.709,-0.061,-2.437
204,0.14,-0.968,-1.424,-0.282,3.705,0.242,2.304,1.0,0.282,4.488,-0.192,0.875,-0.091,-1.864,1.802,0.22,-0.93,2.033,-2.861,0.082,-2.394
205,-0.062,-1.108,-1.523,-0.122,3.883,0.13,2.001,1.0,0.358,4.265,0.061,0.598,-0.16,-1.986,1.551,0.099,-0.963,2.138,-2.977,0.038,-2.405
206,0.146,-0.87,-1.654,-0.734,3.898,0.105,2.07,1.0,0.231,4.277,-0.001,0.857,-0.263,-1.76,2.019,0.249,-0.831,2.262,-2.864,0.132,-2.723
207,0.051,-0.842,-1.438,-0.438,3.797,0.288,2.281,1.0,0.096,4.27,0.084,0.763,-0.11,-1.806,1.603,0.294,-0.636,2.145,-2.97,-0.039,-2.561
208,0.094,-1.091,-1.546,-0.096,4.15,0.197,2.651,1.0,0.265,4.881,0.049,1.111,-0.209,-2.499,1.784,0.075,-0.839,1.861,-3.211,-0.05,-2.436
209,0.282,-1.025,-1.446,0.157,3.27,0.287,2.308,1.0,0.277,4.159,-0.05,0.548,-0.036,-2.116,1.829,0.151,-0.96,2.034,-2.841,-0.089,-1.936
210,0.112,-1.117,-1.595,-0.416,3.745,0.172,1.903,1.0,0.264,4.379,0.165,0.83,-0.081,-1.952,1.705,0.117,-0.754,1.824,-2.861,0.267,-2.404
211,-0.056,-1.096,-1.606,-0.069,4.164,0.385,2.312,1.0,0.464,4.631,0.023,0.816,-0.294,-2.168,1.678,0.132,-1.007,1.999,-3.005,0.237,-2.433
212,0.22,-0.954,-1.358,-0.495,3.332,0.076,1.681,1.0,0.178,4.215,0.053,0.366,-0.162,-1.795,1.728,0.15,-0.9,1.945,-3.076,-0.053,-2.208
213,-0.091,-0.96,-1.403,-0.046,3.691,0.255,2.526,1.0,0.288,4.424,-0.138,0.811,-0.32,-2.052,1.352,0.214,-1.069,1.81,-2.753,0.415,-2.227
214,0.15,-1.019,-1.573,-0.294,3.859,0.233,2.425,1.0,0.17,4.674,0.076,0.745,0.006,-2.027,1.865,0.146,-0.865,2.21,-3.138,0.088,-2.434
215,0.154,-0.945,-1.417,-0.609,3.396,0.309,1.719,1.0,0.34,4.161,-0.23,0.504,-0.057,-1.613,1.802,0.088,-0.791,2.199,-2.724,0.104,-2.35
216,0.054,-0.894,-1.452,-0.046,3.435,0.594,2.149,1.0,0.198,4.089,-0.194,0.714,-0.183,-1.859,1.593,0.122,-0.787,1.919,-2.843,0.336,-2.451
217,0.145,-1.124,-1.491,-0.136,3.548,0.393,1.849,1.0,0.406,4.333,0.105,0.411,-0.234,-1.999,1.602,-0.061,-1.009,2.135,-2.994,0.143,-2.098
218,-0.188,-1.074,-1.43,-0.937,4.034,0.1,1.936,1.0,0.393,4.42,-0.106,1.05,-0.329,-1.613,1.456,0.161,-1.069,1.911,-2.708,0.243,-2.958
219,0.083,-0.809,-1.551,-0.271,3.835,0.452,2.353,1.0,0.3,4.271,-0.116,0.838,-0.139,-1.937,1.774,0.059,-0.87,1.958,-2.694,0.17,-2.387
220,0.068,-0.874,-1.423,-1.061,3.687,0.098,2.447,1.0,0.36,4.534,-0.203,1.223,-0.017,-1.706,1.765,0.102,-0.701,1.683,-3.016,0.066,-2.658
221,0.196,-0.941,-1.465,-0.122,3.946,0.109,3.015,1.0,0.311,5.189,-0.164,1.149,-0.278,-2.382,1.706,0.179,-0.895,2.22,-3.401,0.07,-2.088
222,0.296,-0.874,-1.391,-0.194,3.778,0.35,2.225,1.0,0.499,4.205,0.004,0.878,-0.195,-1.978,1.705,0.087,-0.977,2.157,-2.708,0.031,-2.41
223,-0.002,-1.107,-1.526,-0.148,3.862,0.253,2.06,1.0,0.097,4.37,0.113,0.71,-0.278,-1.944,1.643,0.244,-0.825,2.07,-3.221,-0.001,-2.512
224,0.005,-1.041,-1.536,-0.617,3.735,0.33,1.946,1.0,0.347,4.585,-0.113,0.551,-0.124,-1.879,1.668,0.219,-0.908,2.041,-3.085,0.07,-2.313
225,0.194,-1.159,-1.539,-0.859,4.056,0.281,2.258,1.0,0.428,4.818,-0.057,0.949,-0.098,-2.243,1.587,0.249,-0.866,2.034,-2.831,0.307,-2.378
226,0.135,-0.922,-1.458,-0.482,3.436,0.394,1.892,1.0,0.504,4.316,-0.153,0.617,-0.158,-1.948,1.774,0.351,-0.884,2.013,-2.837,-0.015,-2.365
227,0.111,-0.905,-1.611,-0.609,3.563,0.577,2.034,1.0,0.174,4.074,0.053,0.972,-0.284,-1.525,1.735,0.077,-0.632,1.971,-2.469,0.004,-2.873
228,0.092,-0.878,-1.549,-1.201,3.398,0.032,1.847,1.0,0.324,4.243,0.013,0.588,0.052,-1.389,1.454,0.229,-0.81,1.831,-3.037,0.264,-2.494
229,0.087,-1.128,-1.535,-0.551,3.733,0.404,1.872,1.0,0.222,4.505,-0.047,0.514,-0.221,-1.783,1.695,0.176,-0.884,2.09,-3.199,0.079,-2.425
230,-0.035,-1.008,-1.702,-0.41,3.393,0.344,2.275,1.0,0.238,4.613,-0.059,0.935,-0.286,-1.954,1.543,-0.022,-0.853,1.698,-2.886,0.22,-2.108
231,0.043,-1.121,-1.313,0.016,3.739,0.294,2.06,1.0,0.172,4.403,-0.269,1.018,-0.494,-2.039,1.432,0.039,-0.96,1.868,-2.645,-0.037,-2.384
232,0.131,-1.062,-1.508,-0.834,3.635,0.179,1.71,1.0,0.178,4.425,0.087,0.533,-0.221,-1.504,1.718,0.398,-0.852,1.895,-3.23,0.276,-2.664
233,0.089,-0.889,-1.299,-0.15,3.772,0.07,2.238,1.0,0.339,4.353,-0.176,0.926,-0.263,-2.228,1.528,0.09,-0.839,1.994,-2.762,0.068,-2.54
234,0.183,-1.091,-1.67,-0.567,3.951,0.255,2.133,1.0,0.384,4.617,0.001,1.018,-0.274,-1.834,1.901,0.276,-0.859,2.107,-2.77,0.054,-2.64
235,-0.009,-0.88,-1.523,-0.185,3.728,0.398,2.288,1.0,0.358,4.285,0.014,0.814,-0.149,-1.997,1.693,0.031,-0.547,2.082,-2.668,0.033,-2.581
236,0.083,-0.789,-1.674,-0.492,3.455,0.452,2.278,1.0,0.331,4.201,-0.018,0.797,-0.118,-1.604,1.905,-0.015,-0.897,1.93,-2.705,-0.187,-2.493
237,0.242,-1.08,-1.358,-0.567,3.809,0.123,2.138,1.0,0.331,4.473,-0.222,0.747,-0.283,-1.87,1.808,0.258,-0.618,2.035,-3.011,0.308,-2.669
238,0.021,-1.124,-1.569,0.12,3.584,0.289,2.07,1.0,0.381,4.439,-0.206,0.454,-0.075,-2.233,1.768,0.107,-0.636,2.184,-2.861,0.337,-2.393
239,0.036,-1.149,-1.447,-1.131,4.15,0.12,2.185,1.0,0.452,4.86,-0.18,1.171,-0.436,-1.804,1.595,0.261,-0.805,2.064,-3.209,0.263,-2.723
240,-0.049,-0.986,-1.335,-0.46,2.718,0.19,2.079,1.0,0.196,4.24,-0.144,0.549,0.195,-1.693,1.553,0.105,-0.889,1.641,-3.14,0.081,-1.545
241,0.066,-1.092,-1.37,-0.808,3.689,0.113,1.853,1.0,0.221,4.282,-0.107,0.845,-0.167,-1.812,1.579,0.283,-0.888,1.732,-2.839,0.205,-2.317
242,0.169,-0.964,-1.347,-0.429,3.633,0.197,2.001,1.0,0.238,4.322,-0.217,0.741,-0.294,-2.015,1.483,0.182,-0.707,2.044,-2.698,0.131,-2.486
243,-0.021,-0.964,-1.289,0.226,3.946,0.272,2.193,1.0,0.376,4.462,-0.153,0.842,-0.361,-2.496,1.481,0.0,-0.834,2.12,-2.908,0.187,-2.16
244,-0.086,-1.086,-1.551,-0.23,4.028,0.601,2.337,1.0,0.113,4.636,-0.098,0.885,-0.048,-2.155,1.339,-0.03,-1.01,2.027,-2.843,0.308,-2.147
245,0.031,-1.24,-1.578,-0.303,3.944,0.253,1.991,1.0,0.142,4.64,-0.032,0.844,-0.187,-2.213,1.734,0.169,-0.714,1.986,-3.027,0.307,-2.362
246,0.146,-0.889,-1.574,-0.088,4.039,0.439,2.576,1.0,0.381,4.792,-0.112,0.936,-0.263,-2.183,1.763,0.101,-1.157,2.234,-3.086,0.192,-2.277
247,0.058,-0.872,-1.578,-0.682,4.017,0.059,2.485,1.0,0.368,4.893,-0.209,1.319,-0.285,-2.003,1.597,0.292,-0.898,1.884,-3.129,0.221,-2.643
248,0.124,-1.043,-1.531,-0.237,3.729,0.191,2.364,1.0,0.193,4.447,0.135,0.653,-0.095,-2.187,1.727,0.093,-0.859,2.071,-3.015,0.148,-1.978
249,0.037,-0.82,-1.346,-0.039,3.088,0.149,2.345,1.0,0.501,4.089,-0.178,0.53,0.107,-1.562,1.643,0.211,-0.863,1.87,-3.151,0.242,-2.142
250,0.102,-1.175,-1.469,-0.341,3.175,0.468,1.894,1.0,0.317,4.065,-0.126,0.548,-0.154,-1.599,1.572,0.224,-0.752,1.89,-2.669,0.063,-2.292
251,-0.072,-1.076,-1.636,-0.123,3.876,0.153,2.817,1.0,0.321,4.786,-0.245,1.144,-0.104,-2.25,1.666,0.132,-0.826,1.892,-3.011,0.29,-2.175
252,0.046,-0.897,-1.608,-0.158,3.965,0.183,2.753,1.0,0.176,5.024,-0.051,0.927,-0.164,-2.273,1.487,0.124,-0.932,1.907,-3.267,0.338,-2.382
253,0.073,-0.881,-1.53,-0.437,3.683,0.063,2.321,1.0,0.367,4.402,-0.091,0.592,-0.066,-1.772,1.559,0.286,-0.883,2.132,-3.055,0.139,-2.378
254,0.129,-1.036,-1.425,-0.725,3.833,0.058,2.026,1.0,0.112,4.554,-0.135,0.569,-0.1,-1.734,1.335,0.25,-0.903,1.954,-3.06,0.246,-2.607
255,0.101,-0.892,-1.589,-0.727,4.056,0.166,2.38,1.0,0.434,4.983,-0.21,1.058,-0.349,-2.264,1.733,0.384,-0.969,2.217,-3.225,0.145,-2.368
256,-0.148,-1.054,-1.384,-0.105,3.854,0.507,2.359,1.0,0.221,4.373,-0.213,1.292,-0.551,-2.086,1.487,0.079,-1.151,1.672,-2.58,0.253,-2.283
257,0.052,-1.006,-1.598,-0.196,3.523,0.286,2.36,1.0,0.395,4.462,-0.101,0.942,-0.285,-2.189,1.689,0.222,-1.018,1.93,-2.695,0.232,-1.829
258,0.167,-1.255,-1.533,0.047,3.998,0.459,2.066,1.0,0.493,4.535,-0.183,0.713,-0.207,-2.245,1.752,0.088,-0.959,2.145,-2.92,0.021,-2.476
259,-0.044,-1.125,-1.667,-0.971,3.69,0.102,2.026,1.0,0.347,4.5,-0.16,0.81,-0.144,-1.531,1.575,0.292,-1.001,1.73,-2.934,0.313,-2.632
260,0.38,-1.056,-1.63,-0.699,3.129,0.159,1.673,1.0,0.325,4.34,0.067,0.387,0.011,-1.658,1.95,0.21,-0.691,2.182,-2.929,0.11,-2.307
261,0.047,-1.068,-1.512,-0.282,3.843,0.183,1.914,1.0,0.313,4.336,0.026,0.739,-0.209,-1.838,1.637,-0.02,-0.918,2.052,-2.905,0.151,-2.569
262,0.151,-0.897,-1.651,-0.949,3.864,0.072,2.076,1.0,0.409,4.415,-0.003,0.896,-0.291,-1.553,2.05,0.341,-0.907,2.214,-2.67,0.044,-2.711
263,0.141,-1.067,-1.425,-0.397,3.785,0.289,2.409,1.0,0.513,4.795,-0.34,0.97,-0.172,-2.118,1.631,0.109,-0.866,1.94,-3.041,0.182,-2.458
264,0.075,-1.136,-1.549,-0.559,3.746,0.456,1.569,1.0,0.157,4.195,0.092,0.43,-0.144,-1.666,1.678,0.398,-0.888,2.098,-2.897,0.25,-2.466
265,-0.066,-0.867,-1.414,-0.701,4.081,0.114,2.757,1.0,0.327,4.683,-0.021,1.294,-0.285,-2.052,1.599,0.295,-1.023,1.669,-3.153,0.097,-2.535
266,0.121,-0.938,-1.684,-0.259,3.315,0.315,2.076,1.0,0.379,4.245,-0.091,0.551,-0.127,-1.665,2.01,0.082,-0.975,1.836,-3.248,-0.067,-2.149
267,0.116,-1.046,-1.364,-0.028,3.715,0.196,2.535,1.0,0.152,4.566,-0.338,0.814,-0.092,-2.183,1.409,0.257,-1.001,2.067,-3.004,0.214,-2.201
268,-0.034,-0.935,-1.585,-0.187,3.821,0.319,2.423,1.0,0.489,4.42,-0.031,0.914,-0.156,-1.884,1.838,0.123,-0.867,1.887,-2.911,0.194,-2.353
269,-0.03,-0.932,-1.539,-0.591,3.729,0.172,2.141,1.0,0.245,4.183,-0.012,0.711,-0.007,-1.732,1.558,0.194,-0.89,1.857,-2.742,0.117,-2.587
270,0.017,-0.961,-1.401,-0.098,3.61,0.197,2.266,1.0,0.293,4.523,-0.129,0.896,-0.09,-2.105,1.461,0.04,-0.719,1.9,-3.122,0.102,-2.154
271,0.188,-1.071,-1.599,-0.782,4.067,0.31,2.186,1.0,0.288,4.496,0.076,1.099,-0.315,-1.69,1.978,0.154,-0.96,2.066,-2.94,-0.009,-2.687
272,-0.033,-1.12,-1.524,-0.491,3.966,0.196,2.113,1.0,0.359,4.442,-0.005,0.63,-0.143,-1.982,1.652,0.217,-0.651,2.134,-2.835,0.167,-2.701
273,0.273,-0.879,-1.652,-0.303,3.954,0.303,2.429,1.0,0.226,4.601,0.071,0.613,0.062,-2.23,1.867,0.333,-0.592,2.363,-3.035,0.046,-2.424
274,0.292,-0.904,-1.549,-0.537,3.648,0.256,2.07,1.0,0.304,4.309,-0.046,0.521,-0.07,-1.641,1.825,-0.001,-0.869,2.133,-3.132,0.218,-2.713
275,0.012,-0.863,-1.362,-0.643,3.763,0.33,2.239,1.0,0.421,4.245,0.032,0.861,-0.126,-1.486,1.635,0.185,-0.947,1.869,-2.858,0.125,-2.792
276,0.107,-1.174,-1.627,-0.409,3.799,0.339,1.944,1.0,0.184,4.413,-0.144,0.793,-0.212,-1.939,1.648,0.204,-0.901,2.185,-2.756,0.239,-2.503
277,-0.229,-0.877,-1.332,-0.895,3.494,-0.013,2.18,1.0,0.468,4.182,-0.123,0.997,-0.161,-1.356,1.205,0.161,-0.894,1.623,-3.013,0.481,-2.479
278,-0.078,-1.195,-1.441,0.128,3.712,0.257,2.323,1.0,0.279,4.486,-0.068,0.847,-0.077,-2.266,1.477,0.051,-0.902,1.794,-2.926,0.319,-2.206
279,-0.033,-0.93,-1.647,-0.328,3.799,0.186,2.445,1.0,0.234,4.498,0.099,0.993,-0.243,-2.093,1.553,0.301,-0.88,1.849,-2.883,0.405,-2.362
280,0.291,-1.065,-1.477,0.14,3.393,0.14,2.191,1.0,0.396,4.144,-0.016,0.601,-0.209,-2.188,1.759,-0.08,-0.657,2.175,-2.868,-0.006,-2.211
281,0.127,-1.241,-1.535,-0.425,3.738,0.55,2.051,1.0,0.295,4.45,0.117,0.589,-0.153,-1.914,1.717,0.219,-0.876,2.034,-3.105,-0.016,-2.449
282,0.01,-1.132,-1.387,-0.498,3.884,0.298,1.944,1.0,0.686,4.363,-0.076,0.76,-0.276,-1.772,1.686,0.115,-0.859,2.151,-3.088,-0.207,-2.482
283,0.112,-1.117,-1.444,-0.411,3.841,0.322,1.982,1.0,0.4,4.249,-0.081,0.59,-0.305,-1.575,1.67,0.35,-0.785,2.18,-3.019,-0.073,-2.747
284,-0.042,-1.054,-1.445,-0.581,3.891,0.141,2.23,1.0,0.312,4.589,-0.127,0.859,-0.174,-1.833,1.624,0.309,-0.89,1.845,-3.21,-0.002,-2.815
285,0.009,-0.979,-1.408,-0.507,3.586,0.292,2.095,1.0,0.299,4.411,-0.181,0.628,0.024,-1.731,1.516,0.113,-0.919,2.105,-3.082,0.024,-2.534
286,-0.015,-1.123,-1.596,-0.701,3.689,0.202,1.71,1.0,0.457,4.254,0.096,0.607,-0.282,-1.671,1.863,0.198,-0.963,1.963,-2.968,0.078,-2.484
287,-0.087,-1.121,-1.598,-0.604,4.156,0.232,1.866,1.0,0.382,4.579,0.045,0.85,-0.325,-1.783,1.645,0.314,-0.953,1.938,-2.982,0.455,-2.748
288,0.018,-1.215,-1.447,0.015,2.893,0.395,1.769,1.0,0.163,3.992,-0.132,0.35,-0.065,-2.019,1.295,0.015,-0.895,1.673,-2.865,0.16,-1.829
289,0.08,-0.906,-1.275,-0.169,3.439,0.394,2.152,1.0,0.332,4.073,-0.112,0.67,-0.036,-1.657,1.506,0.217,-1.022,2.071,-2.791,0.116,-2.098
290,-0.096,-0.976,-1.563,-0.965,4.165,0.065,2.09,1.0,0.447,4.628,0.05,0.927,-0.129,-1.711,1.619,0.124,-0.863,1.987,-3.199,-0.0,-2.77
