x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y,x13,x14,x15,x16,x17,x18,x19,x20
2.417,-0.194,4.0,-0.56,0.044,-2.887,1.903,0.766,4.139,-1.364,0.351,-1.281,1.0,1.47,0.259,-6.097,0.886,-2.479,0.969,-1.892,-0.187
2.158,-0.626,4.462,-0.419,-1.046,-3.573,2.659,0.306,5.958,-1.781,0.457,-1.466,1.0,2.444,-1.216,-7.747,0.881,-2.728,0.632,-4.059,-0.316
2.057,-0.091,4.715,-0.365,-1.162,-3.83,2.469,1.391,6.111,-1.804,0.209,-1.379,1.0,2.753,-1.648,-7.837,0.664,-2.436,0.68,-4.432,-0.304
2.106,-0.648,4.346,-0.402,-1.288,-3.777,2.726,0.77,6.31,-1.725,0.461,-1.316,1.0,2.759,-1.802,-7.902,0.72,-2.726,0.312,-4.658,-0.242
2.443,0.038,5.693,-0.39,0.558,-4.995,0.842,0.36,4.937,-1.444,0.154,-1.39,1.0,2.915,0.578,-8.609,1.006,-2.705,1.439,-3.196,-0.248
2.273,-0.226,5.081,-0.513,-0.938,-4.327,2.268,0.351,6.29,-1.749,0.333,-1.328,1.0,3.04,-1.415,-8.377,0.783,-2.812,0.917,-4.702,-0.256
2.126,-0.295,4.713,-0.443,-0.674,-3.889,2.252,0.134,5.065,-1.706,0.36,-1.548,1.0,2.314,-0.63,-7.54,1.047,-2.717,0.792,-3.302,-0.208
2.345,-0.54,4.852,-0.411,-1.146,-4.065,2.884,0.833,6.381,-2.162,0.261,-1.68,1.0,2.796,-1.964,-8.367,0.641,-2.75,0.398,-4.714,-0.393
2.404,-0.661,5.809,-0.357,-1.095,-5.003,3.231,0.492,6.258,-1.678,0.252,-1.471,1.0,2.244,-1.557,-8.744,0.872,-2.88,0.889,-4.281,-0.248
2.309,-0.694,5.297,-0.313,-1.454,-4.284,2.998,0.594,6.729,-1.928,0.329,-1.508,1.0,3.013,-2.042,-8.839,0.953,-2.824,0.474,-5.177,-0.289
2.359,-0.025,5.645,-0.427,0.22,-4.797,2.001,0.489,4.472,-1.791,0.176,-1.638,1.0,1.822,-0.046,-7.749,1.015,-2.59,1.518,-2.375,-0.063
2.253,-0.331,4.472,-0.202,-0.009,-3.657,1.316,0.687,5.483,-1.561,0.439,-1.525,1.0,3.146,0.253,-8.307,0.847,-2.767,0.817,-3.395,-0.281
2.239,-0.558,4.602,-0.367,-0.891,-3.71,2.141,0.919,6.052,-1.437,0.29,-1.422,1.0,3.139,-0.971,-8.308,0.737,-2.737,0.658,-4.163,-0.532
2.152,-0.332,5.349,-0.382,-0.656,-4.472,2.294,0.695,6.031,-1.611,0.196,-1.61,1.0,3.008,-0.8,-8.749,0.794,-2.812,0.954,-4.006,-0.326
2.279,-0.519,5.276,-0.395,-0.988,-4.521,2.477,0.649,6.061,-1.76,0.316,-1.426,1.0,2.491,-0.979,-8.198,0.859,-2.994,0.941,-3.829,-0.272
2.275,-0.344,6.012,-0.436,-0.538,-5.309,3.101,0.515,4.916,-1.708,-0.084,-1.438,1.0,0.983,-0.822,-7.3,0.925,-2.78,1.243,-2.616,-0.057
2.366,-0.617,4.733,-0.268,-1.018,-3.939,2.233,0.936,6.199,-1.901,-0.241,-1.391,1.0,2.881,-1.447,-7.959,0.745,-2.677,0.609,-4.459,-0.143
2.172,-0.531,4.282,-0.53,-1.355,-3.568,2.984,0.948,6.113,-1.952,0.587,-1.522,1.0,2.685,-1.611,-7.732,0.613,-2.675,0.404,-4.256,-0.324
2.216,-0.318,4.681,-0.47,-0.379,-3.703,1.875,0.185,5.403,-1.685,0.039,-1.415,1.0,2.679,-0.824,-7.69,0.811,-2.595,1.016,-3.644,-0.34
2.345,-0.142,5.87,-0.184,-0.154,-4.938,1.008,0.918,6.564,-1.476,0.082,-1.493,1.0,4.244,-0.234,-9.923,0.876,-2.847,1.268,-4.871,-0.24
2.011,-0.651,3.622,-0.425,-1.463,-2.672,2.726,0.59,5.715,-1.719,0.634,-1.288,1.0,2.309,-1.899,-6.928,0.789,-2.566,0.428,-4.046,-0.268
2.242,-0.184,5.286,-0.488,-0.95,-4.267,2.169,-0.016,6.22,-1.875,0.437,-1.589,1.0,3.207,-0.934,-8.703,0.736,-2.893,0.916,-4.461,-0.338
2.132,-0.418,3.796,-0.525,-0.721,-3.027,1.713,0.266,5.538,-1.361,0.361,-1.311,1.0,3.146,-0.441,-7.744,0.905,-2.69,0.647,-3.751,-0.187
2.276,-0.27,3.985,-0.489,-0.237,-3.365,1.863,0.797,4.644,-1.304,0.101,-1.284,1.0,2.139,-0.41,-6.664,0.856,-2.42,0.843,-2.99,-0.202
2.487,-0.255,3.965,-0.454,-0.225,-3.025,1.332,0.008,5.439,-1.412,0.504,-1.552,1.0,3.812,-0.014,-8.204,0.728,-2.594,0.654,-4.084,-0.546
2.278,-0.478,5.218,-0.255,-0.783,-4.478,2.361,0.68,6.014,-1.792,0.019,-1.368,1.0,2.673,-1.14,-8.281,0.767,-2.761,0.813,-3.936,-0.161
2.07,-0.048,4.598,-0.426,-0.764,-3.736,2.239,0.849,5.785,-1.56,0.445,-1.359,1.0,2.613,-0.937,-7.594,0.747,-2.667,0.692,-3.915,-0.424
2.138,-0.706,4.122,-0.51,-1.091,-3.327,2.91,0.238,4.836,-1.761,0.547,-1.46,1.0,1.903,-1.085,-7.136,0.849,-2.617,0.744,-3.023,-0.244
2.271,-0.427,4.355,-0.394,-0.79,-3.597,1.959,0.199,5.832,-1.763,0.369,-1.409,1.0,3.073,-0.937,-7.983,0.953,-2.522,0.688,-4.432,-0.337
2.169,-0.318,5.854,-0.255,-0.623,-5.017,2.483,0.558,5.647,-2.145,-0.026,-1.741,1.0,2.654,-1.039,-8.595,0.817,-2.685,1.046,-3.869,-0.236
2.354,-0.446,5.21,-0.333,-1.004,-4.369,2.273,0.453,5.66,-1.421,0.107,-1.186,1.0,2.668,-1.396,-7.882,0.85,-2.723,1.06,-4.035,-0.201
2.2,-0.553,4.535,-0.556,-1.036,-3.657,3.031,0.536,5.536,-1.874,0.329,-1.602,1.0,2.137,-1.287,-7.652,0.687,-2.704,0.763,-3.683,-0.344
2.173,-0.409,5.471,-0.55,-1.093,-4.754,2.235,0.354,6.536,-1.546,0.425,-1.422,1.0,3.211,-1.363,-8.922,0.871,-2.896,0.797,-5.035,-0.477
2.338,-0.051,4.961,-0.537,-0.079,-4.182,1.465,0.254,5.011,-1.41,0.159,-1.31,1.0,2.519,-0.069,-7.757,1.092,-2.679,1.256,-3.155,-0.203
2.31,-0.37,5.903,-0.216,-0.949,-4.846,2.459,0.713,6.493,-2.068,-0.073,-1.563,1.0,3.121,-1.786,-9.083,0.653,-2.788,0.825,-4.879,-0.292
2.112,-0.316,5.039,-0.427,-0.292,-4.22,1.998,1.574,6.265,-1.842,0.296,-1.624,1.0,2.896,-0.675,-8.284,0.758,-2.734,0.971,-4.234,-0.285
2.391,-0.336,5.805,-0.506,-0.239,-4.898,2.022,0.754,5.977,-1.912,-0.061,-1.708,1.0,2.964,-0.822,-8.799,0.534,-2.76,1.194,-4.027,0.08
2.152,-0.872,5.349,-0.325,-1.18,-4.558,2.421,0.847,6.758,-2.085,-0.094,-1.575,1.0,3.455,-2.256,-9.389,0.859,-2.573,0.438,-5.506,-0.414
2.19,-0.492,4.869,-0.252,-0.84,-4.145,3.375,0.688,5.057,-1.66,0.271,-1.389,1.0,1.177,-1.018,-6.998,0.753,-2.811,0.995,-2.577,-0.245
2.312,-0.855,4.545,-0.468,-1.187,-3.905,2.934,0.806,5.902,-1.643,0.605,-1.416,1.0,2.453,-1.332,-7.943,0.79,-2.795,0.419,-4.179,-0.406
2.122,-0.747,4.276,-0.433,-1.102,-3.426,2.157,0.484,5.691,-1.716,0.388,-1.41,1.0,3.114,-0.859,-8.16,0.767,-2.495,0.545,-4.173,-0.377
2.049,-0.118,3.478,-0.331,-0.211,-2.371,1.71,0.793,4.389,-1.407,0.348,-1.212,1.0,2.106,-0.05,-6.087,0.896,-2.316,0.648,-2.404,-0.344
2.302,-0.64,5.232,-0.234,-1.053,-4.531,3.161,0.531,5.552,-1.751,0.045,-1.433,1.0,2.013,-1.466,-7.911,1.158,-2.65,0.785,-3.892,-0.293
2.329,-0.313,5.646,-0.335,-0.525,-4.833,2.148,0.345,5.692,-1.759,0.192,-1.577,1.0,2.609,-0.751,-8.403,0.788,-2.848,1.021,-3.859,-0.292
2.305,-0.158,5.35,-0.552,-0.485,-4.64,1.139,0.445,6.283,-1.364,0.099,-1.334,1.0,3.941,-0.596,-9.162,1.022,-2.803,0.998,-4.739,-0.282
2.057,-0.353,4.93,-0.462,-0.932,-4.128,2.867,0.385,4.876,-1.784,0.078,-1.429,1.0,1.777,-1.146,-6.925,1.039,-2.475,0.816,-3.433,-0.301
2.33,-0.436,4.623,-0.453,-0.348,-3.726,2.198,0.519,5.744,-1.621,0.342,-1.678,1.0,2.588,-0.577,-7.888,0.851,-2.908,1.072,-3.524,-0.315
2.01,-0.488,4.969,-0.379,-1.075,-4.044,2.449,0.672,6.954,-2.091,0.144,-1.422,1.0,3.19,-2.504,-8.574,0.893,-2.681,0.521,-5.396,-0.184
2.392,-0.444,4.109,-0.357,-0.835,-3.223,2.173,0.398,5.745,-1.423,0.409,-1.278,1.0,3.09,-0.884,-7.741,0.882,-2.597,0.662,-4.036,-0.32
2.24,-0.122,5.029,-0.515,-0.363,-3.882,1.852,0.338,5.106,-1.428,0.104,-1.312,1.0,2.324,-0.475,-7.572,0.897,-2.703,1.21,-3.158,-0.264
2.356,-0.502,3.189,-0.527,-1.067,-2.235,3.203,0.371,4.658,-1.731,0.39,-1.478,1.0,1.454,-1.532,-5.638,0.74,-2.291,0.633,-2.818,-0.323
2.459,-0.449,4.51,-0.486,-0.641,-3.479,2.214,0.457,5.443,-1.753,0.077,-1.477,1.0,2.411,-0.901,-7.29,0.743,-2.578,0.867,-3.355,-0.224
2.178,-0.46,4.281,-0.434,-0.857,-3.487,2.605,1.09,5.173,-1.64,0.472,-1.467,1.0,2.341,-0.757,-7.273,0.848,-2.586,0.768,-3.295,-0.297
2.218,-0.32,4.771,-0.361,-0.771,-3.921,3.136,0.493,5.038,-1.674,0.269,-1.397,1.0,1.43,-1.106,-6.67,0.868,-2.715,0.877,-2.892,-0.123
2.294,-0.531,3.645,-0.491,-1.26,-2.942,3.173,0.57,5.641,-2.034,0.176,-1.474,1.0,2.287,-2.476,-6.918,0.829,-2.412,0.021,-4.42,-0.377
2.111,-0.465,6.045,-0.489,-1.088,-5.314,3.251,0.691,6.353,-2.063,0.005,-1.584,1.0,2.194,-1.864,-8.618,0.727,-2.855,0.908,-4.436,-0.052
2.175,-0.327,4.082,-0.427,-0.296,-3.326,1.525,0.182,4.726,-1.576,0.356,-1.319,1.0,2.612,-0.265,-7.317,0.81,-2.613,0.981,-2.922,-0.576
2.172,-0.637,5.126,-0.322,-1.067,-3.903,3.068,0.609,5.932,-1.517,0.169,-1.254,1.0,1.903,-1.548,-7.59,0.867,-2.742,0.76,-3.703,-0.163
2.256,-0.341,5.803,-0.272,0.467,-4.886,0.635,0.94,6.121,-1.61,0.346,-1.483,1.0,3.38,0.098,-9.353,0.914,-2.909,1.454,-3.82,-0.11
2.347,0.062,5.974,-0.359,-0.128,-5.123,1.82,0.564,6.014,-1.88,-0.149,-1.795,1.0,2.907,-0.667,-8.53,0.797,-2.745,1.429,-4.054,-0.31
2.295,-0.598,5.143,-0.318,-0.76,-4.242,1.785,0.236,5.619,-1.589,0.036,-1.279,1.0,2.989,-1.169,-8.33,0.804,-2.525,0.671,-4.363,-0.283
2.221,-0.218,5.48,-0.481,-0.693,-4.636,2.336,0.701,6.39,-2.095,0.2,-1.576,1.0,3.136,-1.244,-8.825,0.772,-2.825,1.035,-4.648,-0.424
2.251,-0.287,4.275,-0.447,-0.914,-3.428,2.609,0.336,5.516,-1.782,0.232,-1.393,1.0,2.334,-0.873,-7.103,0.886,-2.637,0.695,-3.533,-0.294
2.106,-0.575,3.656,-0.457,-0.838,-2.7,2.616,0.029,4.548,-1.495,0.476,-1.387,1.0,1.719,-0.836,-6.398,0.827,-2.481,0.605,-2.776,-0.426
2.088,-0.09,5.643,-0.395,0.207,-4.871,1.599,0.366,5.252,-1.84,-0.086,-1.555,1.0,2.514,-0.12,-8.097,0.957,-2.719,1.337,-3.356,-0.253
2.204,-0.316,4.25,-0.232,0.023,-3.377,1.181,-0.161,4.557,-1.727,0.113,-1.362,1.0,2.466,-0.11,-7.258,0.748,-2.45,0.973,-2.828,-0.189
2.021,-0.438,5.741,-0.379,-0.681,-4.751,2.602,0.561,5.737,-1.919,0.094,-1.593,1.0,2.442,-1.005,-8.698,0.653,-2.94,0.956,-3.71,-0.293
2.328,-0.504,4.445,-0.387,-1.288,-3.706,2.31,0.524,5.905,-1.597,0.382,-1.35,1.0,2.923,-1.483,-8.022,0.724,-2.721,0.61,-4.533,-0.385
2.246,-0.786,6.046,-0.161,-1.134,-4.975,3.353,0.855,6.46,-2.297,0.106,-1.654,1.0,2.341,-2.06,-8.891,0.748,-2.769,0.722,-4.577,-0.139
2.155,-0.437,4.744,-0.428,-0.387,-3.809,1.307,0.758,5.878,-1.5,0.517,-1.342,1.0,3.437,-0.315,-8.733,0.77,-2.726,0.757,-4.144,-0.478
2.391,-0.122,4.744,-0.49,-0.265,-3.776,1.497,0.382,5.461,-1.765,-0.049,-1.419,1.0,3.261,-0.394,-8.029,0.705,-2.658,1.041,-3.74,-0.069
2.241,-0.049,5.571,-0.268,0.64,-4.662,1.904,0.701,4.74,-1.641,0.146,-1.544,1.0,1.78,0.608,-7.646,0.961,-2.727,1.627,-2.049,-0.184
2.303,-0.308,5.246,-0.53,-0.354,-4.563,1.026,0.332,6.41,-1.55,0.274,-1.377,1.0,4.273,-0.383,-9.574,1.033,-2.711,1.039,-5.143,-0.161
2.371,-0.639,3.377,-0.467,-0.491,-2.596,2.371,0.895,4.347,-1.538,0.388,-1.334,1.0,1.797,-0.035,-6.299,0.824,-2.37,0.662,-2.096,-0.198
2.201,-0.419,5.487,-0.418,-0.455,-4.723,1.188,0.706,6.025,-1.599,-0.189,-1.28,1.0,3.756,-0.9,-9.171,0.941,-2.507,1.123,-4.888,-0.172
2.411,-0.15,5.133,-0.213,0.008,-4.336,1.509,0.856,5.248,-1.659,0.139,-1.48,1.0,2.855,-0.382,-8.343,1.042,-2.573,1.373,-3.489,-0.25
2.337,-0.438,5.139,-0.395,-0.523,-4.311,2.45,0.379,4.85,-1.748,0.177,-1.602,1.0,2.072,-0.35,-7.691,0.885,-2.714,0.979,-3.004,-0.122
2.358,-0.548,4.109,-0.566,-1.425,-3.199,2.674,0.581,6.598,-1.809,0.425,-1.373,1.0,3.031,-2.198,-7.714,0.785,-2.589,0.171,-5.149,-0.355
2.229,-0.005,5.142,-0.525,-0.695,-4.388,2.837,0.845,4.915,-1.936,0.112,-1.458,1.0,1.427,-0.694,-6.789,0.848,-2.738,1.01,-2.66,-0.04
2.398,-0.348,5.967,-0.224,-0.437,-5.096,2.308,0.394,5.631,-1.781,-0.028,-1.449,1.0,2.189,-0.781,-8.364,0.913,-2.886,1.342,-3.386,-0.106
2.218,-0.58,3.85,-0.399,-1.404,-2.817,2.781,0.708,5.379,-1.857,0.353,-1.405,1.0,2.311,-1.818,-6.812,0.796,-2.361,0.303,-3.843,-0.304
2.253,-0.246,4.145,-0.186,0.422,-3.064,1.622,0.368,3.722,-1.412,0.212,-1.398,1.0,1.611,0.576,-6.473,0.733,-2.474,1.256,-1.401,-0.189
2.194,-0.259,5.104,-0.317,-0.313,-4.181,2.172,0.588,4.983,-1.663,0.299,-1.449,1.0,2.024,-0.401,-7.822,0.796,-2.856,1.294,-2.954,-0.34
2.282,-0.46,3.68,-0.48,-0.798,-2.96,2.275,0.563,5.537,-1.752,0.231,-1.439,1.0,2.375,-1.416,-6.649,0.522,-2.435,0.443,-3.885,-0.266
2.445,-0.433,5.369,-0.517,-0.769,-4.49,2.644,0.355,5.62,-1.782,0.335,-1.492,1.0,2.48,-1.053,-8.259,0.946,-2.743,1.038,-3.697,-0.212
2.004,-0.721,5.841,-0.142,-1.158,-4.961,2.471,0.063,6.41,-1.822,0.085,-1.444,1.0,3.265,-1.788,-9.358,0.939,-2.816,0.573,-5.119,-0.317
2.211,-0.79,3.396,-0.54,-1.292,-2.352,2.345,0.718,5.485,-1.437,0.511,-1.238,1.0,2.586,-1.84,-7.08,0.91,-2.415,0.179,-4.15,-0.352
2.327,-0.512,5.51,-0.417,-1.313,-4.852,3.114,0.731,6.342,-2.054,0.279,-1.449,1.0,2.256,-2.42,-8.314,0.757,-2.784,0.454,-4.829,-0.271
2.298,-0.338,4.811,-0.409,-0.821,-3.905,2.467,0.806,5.389,-1.893,0.073,-1.487,1.0,2.291,-1.284,-7.544,0.867,-2.606,0.889,-3.503,-0.139
2.115,-0.237,5.166,-0.332,-0.837,-4.343,1.514,-0.131,6.15,-1.377,0.288,-1.084,1.0,3.593,-0.701,-8.795,0.866,-2.864,0.805,-4.519,-0.306
2.419,-0.606,4.109,-0.183,-0.674,-3.253,2.564,1.215,4.795,-1.696,0.308,-1.392,1.0,1.726,-0.432,-6.758,0.928,-2.462,0.774,-2.474,-0.264
2.302,-0.673,4.704,-0.467,-1.258,-3.855,2.679,0.691,6.029,-1.873,0.221,-1.369,1.0,2.733,-1.572,-7.984,0.775,-2.553,0.631,-4.369,-0.295
2.076,-0.441,5.277,-0.169,-0.931,-4.5,2.058,0.013,6.045,-1.887,0.106,-1.467,1.0,3.455,-1.11,-9.061,0.789,-2.731,0.673,-4.747,-0.423
2.248,-0.396,5.134,-0.337,-1.023,-4.279,2.672,0.992,6.151,-1.867,0.005,-1.652,1.0,2.623,-1.534,-8.464,0.876,-2.784,0.574,-4.435,-0.345
2.027,-0.172,4.41,-0.461,-0.365,-3.574,1.169,-0.122,5.07,-1.449,0.387,-1.268,1.0,2.992,0.114,-7.835,0.786,-2.567,1.017,-3.453,-0.248
2.475,-0.492,3.85,-0.447,-1.307,-2.94,2.42,0.625,5.723,-1.933,0.332,-1.474,1.0,2.921,-1.826,-7.534,0.808,-2.53,0.325,-4.222,-0.361
2.112,-0.496,4.766,-0.443,-1.241,-3.801,3.012,0.131,5.613,-1.876,0.533,-1.383,1.0,1.976,-1.852,-7.507,0.897,-2.789,0.572,-3.893,-0.413
2.311,-0.129,4.923,-0.427,0.076,-4.095,1.229,0.611,5.188,-1.444,0.169,-1.24,1.0,2.808,-0.014,-7.805,0.745,-2.477,1.249,-3.275,-0.141
2.219,-0.156,4.495,-0.507,-0.136,-3.669,1.931,0.126,4.447,-1.382,0.487,-1.341,1.0,1.87,0.4,-6.791,0.731,-2.702,0.85,-2.345,-0.296
2.239,-0.404,4.466,-0.469,-1.072,-3.716,2.394,0.648,6.128,-1.857,0.324,-1.496,1.0,3.177,-1.784,-8.077,0.582,-2.455,0.722,-4.634,-0.476
2.349,-0.672,4.965,-0.29,-1.181,-4.132,2.932,1.087,6.54,-1.813,0.308,-1.243,1.0,2.422,-2.743,-8.032,0.835,-2.667,-0.022,-5.075,-0.015
2.315,-0.415,3.423,-0.457,-0.978,-2.653,2.232,1.534,5.375,-1.838,0.312,-1.312,1.0,2.841,-0.946,-6.907,0.755,-2.441,0.517,-3.546,-0.412
2.262,-0.067,5.556,-0.332,0.022,-4.87,1.07,0.53,5.715,-1.432,0.142,-1.465,1.0,3.363,0.032,-8.896,0.774,-2.722,1.176,-3.839,-0.044
2.119,-0.412,4.656,-0.473,-1.011,-3.466,3.225,0.734,5.219,-1.602,0.198,-1.375,1.0,1.435,-1.415,-6.814,0.936,-2.726,0.85,-2.995,-0.316
2.172,-0.299,4.457,-0.396,-1.048,-3.736,2.947,1.202,5.811,-1.82,0.312,-1.364,1.0,2.002,-1.57,-7.085,0.87,-2.701,0.717,-3.762,-0.171
2.158,-0.41,4.795,-0.314,-0.735,-3.783,2.332,0.622,5.274,-1.568,0.37,-1.334,1.0,2.416,-0.709,-7.626,0.669,-2.653,0.911,-3.299,-0.366
2.217,-0.284,4.406,-0.529,-1.114,-3.425,2.529,0.769,5.498,-1.829,0.098,-1.412,1.0,2.552,-1.588,-7.222,0.738,-2.449,0.568,-4.074,-0.126
2.153,-0.592,4.355,-0.18,-0.838,-3.559,2.338,1.343,6.435,-1.648,0.324,-1.298,1.0,3.048,-0.737,-7.76,0.855,-2.76,0.402,-4.168,-0.45
2.388,-0.127,6.081,-0.469,0.256,-5.323,1.192,0.625,5.704,-1.596,0.012,-1.544,1.0,3.058,0.09,-8.928,0.779,-2.85,1.424,-3.573,0.001
2.319,-0.181,5.329,-0.544,-0.354,-4.673,2.611,0.641,5.488,-2.015,0.378,-1.701,1.0,1.976,-0.49,-7.616,0.596,-2.96,1.276,-3.071,-0.272
2.198,-0.478,4.684,-0.532,-1.397,-3.795,3.153,0.218,5.521,-1.993,0.407,-1.531,1.0,2.393,-1.457,-7.781,0.798,-2.762,0.585,-3.942,-0.513
2.187,-0.204,4.52,-0.48,-0.177,-3.726,1.674,0.593,5.233,-1.647,0.214,-1.381,1.0,2.778,-0.263,-7.378,0.916,-2.594,1.072,-3.451,-0.405
2.115,-0.622,4.637,-0.309,-1.086,-3.814,2.128,0.671,5.824,-1.85,0.049,-1.392,1.0,3.185,-1.363,-8.411,0.915,-2.46,0.784,-4.495,-0.215
2.329,-0.676,5.067,-0.293,-0.822,-4.132,2.817,0.701,5.658,-1.475,0.221,-1.342,1.0,2.004,-1.09,-7.712,0.747,-2.85,0.96,-3.378,-0.294
2.326,-0.222,5.14,-0.316,0.031,-4.233,1.199,0.397,5.253,-1.758,-0.048,-1.479,1.0,2.924,-0.297,-8.172,0.708,-2.596,1.292,-3.398,-0.211
2.002,-0.127,5.214,-0.352,-0.246,-4.352,2.201,0.352,5.435,-1.382,0.116,-1.455,1.0,2.328,-0.583,-7.533,0.909,-2.873,1.382,-3.316,-0.308
2.242,-0.283,4.5,-0.217,0.294,-3.665,1.098,0.889,5.523,-1.63,0.263,-1.668,1.0,3.318,0.376,-8.378,0.732,-2.603,0.955,-3.485,-0.441
2.345,-0.682,5.084,-0.338,-1.037,-4.404,2.508,0.792,5.99,-1.762,-0.12,-1.374,1.0,2.676,-1.443,-8.1,0.935,-2.443,0.443,-4.523,-0.092
2.393,-0.299,5.391,-0.535,-0.109,-4.551,2.116,0.634,5.066,-1.294,0.548,-1.505,1.0,1.821,0.161,-7.59,0.95,-2.891,1.401,-2.559,-0.28
2.429,0.055,4.788,-0.437,0.429,-4.133,1.92,0.146,3.993,-1.577,0.224,-1.374,1.0,1.203,0.053,-6.358,0.582,-2.747,1.449,-1.742,-0.157
2.312,-0.639,4.564,-0.464,-1.222,-3.65,3.245,0.374,5.678,-2.02,0.136,-1.489,1.0,1.986,-1.837,-7.428,0.76,-2.633,0.408,-3.823,-0.343
2.236,-0.305,4.948,-0.364,0.113,-4.006,1.952,0.821,5.108,-1.44,0.197,-1.524,1.0,2.183,0.156,-7.493,0.684,-2.904,1.046,-2.538,-0.425
2.184,-0.63,3.911,-0.35,-1.54,-3.145,2.464,0.094,6.242,-1.855,0.621,-1.472,1.0,3.622,-1.29,-8.376,0.684,-2.736,0.222,-4.788,-0.487
2.349,-0.045,5.14,-0.412,0.202,-4.226,1.82,0.823,4.944,-1.423,0.181,-1.427,1.0,2.013,0.06,-7.462,0.741,-2.732,1.338,-2.645,-0.219
2.272,-0.549,4.553,-0.546,-0.859,-3.701,2.697,0.288,5.45,-1.685,0.411,-1.588,1.0,2.328,-1.14,-7.486,0.883,-2.735,0.842,-3.696,-0.289
2.339,-0.502,4.935,-0.453,-1.064,-3.943,3.101,0.237,5.513,-2.063,0.421,-1.611,1.0,2.005,-1.355,-7.632,0.725,-2.883,0.846,-3.533,-0.455
2.378,-0.37,3.662,-0.412,-0.998,-2.693,2.78,0.598,5.197,-1.62,0.48,-1.421,1.0,2.316,-1.088,-6.783,0.75,-2.502,0.566,-3.167,-0.33
2.397,-0.335,4.542,-0.419,0.086,-3.692,2.091,0.235,4.348,-1.596,0.618,-1.447,1.0,1.779,0.484,-7.142,1.034,-2.884,0.948,-2.037,-0.373
2.133,-0.557,3.806,-0.557,-1.294,-2.948,2.831,0.613,5.078,-1.842,0.5,-1.435,1.0,2.136,-1.654,-6.819,0.82,-2.312,0.356,-3.618,-0.4
2.037,-0.294,5.847,-0.436,-0.749,-5.086,2.824,0.003,5.274,-1.756,-0.016,-1.573,1.0,2.052,-1.167,-8.142,0.631,-2.845,1.081,-3.544,-0.324
2.096,-0.599,4.245,-0.528,-1.083,-3.535,1.652,0.986,6.467,-1.243,0.145,-1.016,1.0,3.547,-1.319,-8.188,0.725,-2.562,0.293,-5.041,-0.578
2.357,-0.234,3.97,-0.411,-0.647,-3.105,1.732,0.604,5.16,-1.31,0.361,-1.106,1.0,2.222,-0.558,-6.676,0.745,-2.709,0.571,-3.159,-0.388
2.138,-0.759,4.607,-0.512,-1.353,-3.662,2.861,0.666,6.301,-1.618,0.627,-1.097,1.0,2.455,-2.061,-7.834,0.817,-2.808,0.518,-4.582,-0.52
2.296,-0.109,4.6,-0.484,0.111,-3.62,1.338,0.634,5.339,-1.552,0.348,-1.512,1.0,3.044,0.055,-7.864,0.754,-2.723,1.158,-3.141,-0.386
2.286,-0.416,4.068,-0.396,-0.636,-3.114,1.724,0.154,5.24,-1.42,0.355,-1.47,1.0,3.108,-0.54,-7.633,0.838,-2.764,0.708,-3.575,-0.391
2.302,-0.271,5.022,-0.494,-0.458,-4.184,1.699,0.702,5.784,-1.479,0.233,-1.351,1.0,2.897,-0.805,-7.834,0.929,-2.657,1.021,-4.08,0.049
2.117,-0.64,5.366,-0.263,-1.237,-4.418,3.335,0.401,5.175,-2.044,0.283,-1.401,1.0,1.282,-1.868,-7.444,0.608,-2.778,0.843,-3.454,-0.07
2.224,-0.513,4.467,-0.385,-0.655,-3.411,2.366,0.38,4.87,-1.578,0.437,-1.399,1.0,1.901,-0.524,-6.835,1.055,-2.644,0.896,-2.698,-0.323
2.196,-0.18,5.539,-0.414,-0.155,-4.553,1.727,0.843,5.744,-1.556,0.254,-1.509,1.0,3.041,-0.284,-8.618,0.896,-2.852,1.081,-3.75,-0.484
2.178,-0.304,4.796,-0.374,-0.886,-3.993,1.841,0.726,5.735,-1.578,0.3,-1.305,1.0,3.329,-0.964,-8.231,0.802,-2.788,0.846,-4.23,-0.235
2.119,-0.321,4.619,-0.376,-0.529,-3.926,1.866,0.328,5.641,-1.554,0.24,-1.436,1.0,2.944,-0.439,-7.843,0.796,-2.751,0.824,-3.709,-0.21
2.34,-0.365,4.01,-0.508,-0.722,-3.322,2.163,0.403,5.229,-1.574,0.453,-1.392,1.0,2.75,-0.407,-7.55,0.97,-2.544,0.65,-3.324,-0.652
2.166,-0.289,5.146,-0.474,-0.818,-4.138,2.601,0.229,5.326,-1.696,0.066,-1.348,1.0,2.306,-1.384,-7.527,0.855,-2.641,0.949,-3.889,-0.122
2.334,-0.338,4.954,-0.265,-0.286,-3.978,1.803,0.489,5.733,-1.342,0.203,-1.23,1.0,2.883,-0.55,-8.11,0.722,-2.776,0.807,-3.815,-0.39
2.14,-0.628,4.723,-0.36,-1.047,-3.882,2.001,0.607,6.716,-1.823,0.502,-1.391,1.0,3.714,-1.389,-8.995,0.959,-2.899,0.552,-5.171,-0.396
2.128,-0.174,5.098,-0.457,-0.087,-4.241,1.546,0.477,4.873,-1.746,0.005,-1.35,1.0,2.515,-0.409,-7.727,0.973,-2.594,1.213,-3.343,-0.226
