Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y,x17,x18,x19,x20
150,0.608,-0.61,1.524,-0.085,0.763,0.432,-0.211,1.043,3.972,-0.06,0.114,1.298,0.686,-0.924,0.574,2.205,0.0,0.674,-0.353,-1.318,0.117
151,0.19,-0.664,1.344,-0.192,0.698,0.784,0.142,1.056,3.77,0.205,0.097,1.001,0.746,-0.657,0.549,2.217,0.0,0.489,-0.689,-1.001,0.143
152,0.048,-0.265,1.242,-0.038,0.59,0.863,0.007,0.934,4.06,0.347,0.385,0.824,0.684,-0.113,0.836,2.664,0.0,0.421,-0.888,-1.132,0.104
153,0.426,-0.635,1.349,-0.077,0.906,0.796,0.17,1.081,3.779,0.3,-0.003,0.897,0.663,-0.742,0.863,2.064,0.0,0.686,-0.598,-0.953,0.143
154,0.257,-0.365,1.393,-0.128,0.463,0.487,-0.083,0.934,3.838,-0.09,0.427,1.036,0.6,-0.597,0.623,2.548,0.0,0.599,-1.053,-1.171,0.089
155,0.162,-0.284,1.312,-0.189,0.882,0.673,-0.436,1.022,3.684,-0.012,0.182,0.986,0.878,-0.503,0.743,2.255,0.0,0.431,-0.872,-1.126,0.266
156,0.472,-0.669,1.64,-0.085,0.905,0.307,-0.361,0.825,3.551,-0.168,0.225,1.018,0.627,-0.886,0.796,2.099,0.0,0.883,-0.644,-0.953,0.128
157,0.711,-0.486,1.371,-0.162,0.732,0.425,-0.343,1.279,3.345,-0.183,-0.037,1.131,0.917,-0.859,0.814,1.752,0.0,0.785,-0.364,-0.658,0.071
158,0.495,-0.565,1.302,-0.156,0.479,0.487,-0.557,1.074,3.611,-0.106,0.195,1.04,0.781,-0.443,0.716,2.346,0.0,0.876,-1.615,-1.056,0.646
159,0.512,-0.341,1.178,-0.169,0.571,0.515,-0.489,1.12,3.185,-0.008,0.391,0.92,0.874,-0.054,0.587,2.056,0.0,0.844,-1.325,-0.824,0.556
160,0.382,-0.498,1.226,-0.053,0.707,0.504,-0.598,0.912,3.336,-0.147,0.341,0.953,0.628,-0.472,0.672,1.889,0.0,0.479,-0.955,-0.953,0.581
161,0.462,-0.508,1.142,-0.163,0.428,0.688,-0.505,0.985,3.225,-0.157,0.307,1.356,0.643,-0.54,0.621,2.078,0.0,0.564,-1.609,-0.959,0.664
162,0.213,-0.588,1.35,-0.168,0.65,0.712,-0.226,1.129,3.938,0.258,0.169,1.319,0.661,-0.656,0.697,2.382,0.0,0.394,-0.816,-0.972,0.275
163,0.499,-0.526,1.353,-0.105,0.732,0.37,-0.598,0.947,3.594,-0.228,0.221,1.157,0.753,-0.603,0.54,2.137,0.0,0.701,-1.149,-0.981,0.475
164,0.78,-0.71,1.354,0.017,0.795,0.439,0.129,1.004,3.685,-0.143,-0.003,1.012,1.027,-0.816,0.64,1.8,0.0,0.846,-0.801,-1.056,0.168
165,0.352,-0.531,1.554,0.068,0.841,0.559,-0.195,1.077,3.72,-0.129,0.2,1.108,0.758,-0.828,0.748,2.202,0.0,0.652,-0.704,-1.102,0.059
166,0.596,-0.313,1.386,-0.402,0.436,0.463,-0.599,1.042,3.511,-0.165,0.676,0.971,0.532,-0.204,0.572,2.068,0.0,0.611,-0.938,-1.088,0.413
167,0.56,-0.351,1.39,-0.091,0.711,0.626,-0.265,1.171,3.413,-0.059,0.314,0.932,0.673,-0.502,0.78,2.034,0.0,0.662,-0.964,-1.094,0.311
168,0.416,-0.56,1.447,-0.075,0.93,0.727,-0.046,1.003,3.701,0.062,0.056,0.912,0.731,-0.692,0.632,2.102,0.0,0.66,-0.513,-1.123,0.202
169,0.504,-0.513,1.204,-0.087,0.709,0.655,-0.432,1.056,3.681,-0.028,0.205,1.015,0.786,-0.36,0.781,2.09,0.0,0.69,-0.884,-1.05,0.426
170,0.41,-0.507,1.467,-0.183,0.824,0.864,0.439,0.969,3.923,0.318,0.094,0.918,0.688,-0.623,0.506,2.334,0.0,0.678,-0.375,-1.12,-0.328
171,0.457,-0.592,1.114,0.04,0.852,0.685,0.371,0.995,3.974,0.274,0.134,0.647,0.75,-0.589,0.642,2.01,0.0,0.758,-0.099,-1.217,-0.254
172,0.68,-0.563,1.453,-0.096,0.786,0.525,-0.167,1.161,3.915,-0.07,0.151,1.199,0.79,-0.717,0.888,2.427,0.0,0.643,-0.795,-1.092,0.257
173,0.54,-0.582,1.376,-0.14,0.601,0.568,-0.116,1.13,3.601,-0.056,0.151,1.14,0.776,-0.704,0.589,2.217,0.0,0.593,-1.129,-1.046,0.422
174,-0.039,-0.375,1.452,-0.274,0.707,0.597,-0.299,0.722,3.811,-0.086,0.353,0.95,0.707,-0.092,0.782,2.618,0.0,0.629,-1.316,-0.885,0.475
175,0.278,-0.449,1.385,0.014,0.487,0.735,-0.478,0.904,3.598,0.018,0.172,0.807,0.704,-0.286,0.682,2.325,0.0,0.814,-1.578,-1.053,0.481
176,0.484,-0.478,1.232,0.018,0.608,0.399,-0.268,1.006,3.653,-0.149,-0.001,1.228,0.865,-0.982,0.851,2.242,0.0,0.535,-0.852,-1.123,0.251
177,0.241,-0.402,1.312,-0.127,0.359,0.56,-0.52,0.851,3.072,-0.132,0.494,0.923,0.58,-0.301,0.598,2.14,0.0,0.612,-1.315,-0.684,0.378
178,0.083,-0.408,1.473,-0.006,0.343,0.601,-0.491,0.87,3.635,-0.009,-0.059,0.971,0.709,-0.429,0.629,2.259,0.0,0.505,-1.069,-1.044,0.355
179,0.443,-0.388,1.47,-0.141,0.839,0.557,-0.17,1.161,3.948,0.01,0.353,1.152,0.605,-0.55,0.776,2.497,0.0,0.767,-1.019,-1.059,0.259
180,0.56,-0.537,1.586,-0.167,0.903,0.448,-0.236,0.99,3.704,0.064,0.164,0.947,0.708,-0.704,0.788,2.079,0.0,0.885,-0.6,-1.088,0.119
181,0.741,-0.622,1.007,0.221,0.886,0.699,0.034,0.939,2.623,-0.067,0.024,0.673,0.647,-0.909,0.652,1.151,0.0,0.526,-0.2,-0.628,0.082
182,0.65,-0.478,1.262,-0.228,0.447,0.464,-0.392,0.943,3.013,-0.408,0.377,1.443,0.692,-0.838,0.652,1.972,0.0,0.727,-1.45,-0.72,0.331
183,0.564,-0.404,1.349,-0.227,0.514,0.699,-0.059,1.038,3.826,0.095,0.368,1.009,0.889,-0.472,0.638,2.368,0.0,0.774,-1.038,-1.06,0.259
184,0.602,-0.625,1.191,-0.067,0.735,0.964,0.424,0.932,3.958,0.278,0.125,0.474,0.735,-0.394,0.662,2.154,0.0,0.688,-0.498,-1.235,-0.042
185,0.663,-0.493,1.365,-0.239,0.599,0.35,-0.504,1.221,3.561,-0.247,0.096,1.095,0.777,-0.535,0.584,2.183,0.0,0.828,-1.286,-1.137,0.541
186,0.311,-0.562,1.21,0.039,0.733,0.874,0.077,0.939,3.25,0.205,-0.177,1.095,0.838,-0.924,0.582,1.908,0.0,0.456,-0.54,-0.771,-0.121
187,0.331,-0.506,1.309,-0.194,0.642,0.635,-0.619,0.964,3.463,-0.043,0.329,1.117,0.657,-0.389,0.641,2.341,0.0,0.565,-1.121,-0.875,0.634
188,0.057,-0.309,1.454,0.034,0.599,0.709,-0.153,0.928,3.956,-0.004,0.205,0.847,0.717,-0.269,0.599,2.578,0.0,0.337,-1.004,-1.13,0.354
189,0.12,-0.278,1.53,-0.091,0.657,0.509,0.099,0.931,3.922,0.047,0.498,0.824,0.669,-0.376,0.637,2.304,0.0,0.531,-0.759,-1.317,0.079
190,0.304,-0.586,1.256,-0.099,0.596,0.682,0.035,1.129,3.756,0.151,-0.009,1.109,0.708,-0.654,0.598,2.272,0.0,0.581,-0.809,-1.078,0.31
191,0.666,-0.526,1.314,-0.067,0.655,0.377,0.039,1.0,4.112,-0.168,0.121,0.936,0.903,-0.689,0.65,2.176,0.0,0.807,-0.735,-1.371,0.06
192,0.13,-0.599,1.126,-0.137,0.669,0.751,-0.035,0.836,3.646,0.104,0.159,0.894,0.676,-0.547,0.546,2.364,0.0,0.46,-0.637,-1.076,0.083
193,0.183,-0.408,1.323,-0.154,0.701,0.595,-0.392,0.799,3.742,-0.103,0.562,0.799,0.52,-0.44,0.934,2.555,0.0,0.65,-0.948,-0.865,0.29
194,0.67,-0.412,1.448,-0.25,0.476,0.798,-0.223,1.257,3.665,0.117,0.38,1.491,0.601,-0.521,0.731,2.382,0.0,0.59,-1.197,-0.954,0.252
195,0.478,-0.501,1.412,-0.169,0.496,0.474,-0.006,1.133,3.802,-0.023,0.466,0.877,0.675,-0.628,0.653,2.41,0.0,0.815,-0.954,-0.992,0.153
196,0.348,-0.53,1.633,0.079,0.912,0.553,0.255,0.976,3.898,0.299,-0.081,1.067,0.871,-0.965,0.614,2.132,0.0,0.659,-0.368,-1.14,-0.255
197,0.857,-0.399,0.937,-0.138,0.818,0.604,-0.265,1.113,2.6,-0.032,0.536,0.872,0.317,-0.432,0.821,1.516,0.0,0.591,-0.803,-0.684,0.201
198,0.345,-0.579,1.133,-0.05,0.674,0.632,-0.292,0.837,3.718,0.174,0.118,0.83,0.589,-0.243,0.736,2.049,0.0,0.769,-0.76,-1.283,0.284
199,0.49,-0.527,1.424,-0.336,0.559,0.582,-0.177,1.046,3.704,0.0,0.35,0.963,0.718,-0.533,0.613,2.286,0.0,0.397,-0.758,-1.044,0.258
200,0.169,-0.566,1.571,-0.027,0.608,0.657,0.242,0.975,3.948,0.071,0.112,0.897,0.79,-0.735,0.446,2.492,0.0,0.64,-0.727,-1.088,0.073
201,0.761,-0.482,1.46,-0.169,0.49,0.277,-0.461,1.064,3.187,-0.123,0.315,1.043,0.72,-0.515,0.556,2.08,0.0,0.744,-1.261,-0.909,0.292
202,0.265,-0.431,1.222,-0.157,0.418,0.766,-0.115,0.944,3.34,0.009,0.366,0.942,0.69,-0.2,0.794,2.292,0.0,0.481,-1.109,-0.791,0.376
203,-0.032,-0.383,1.403,0.084,0.537,0.66,-0.247,0.842,3.821,0.233,0.064,0.848,0.761,-0.501,0.574,2.508,0.0,0.512,-0.828,-1.025,0.082
204,0.35,-0.408,1.518,-0.227,0.423,0.094,-0.927,0.833,3.22,-0.389,0.289,1.087,0.631,-0.262,0.547,2.002,0.0,0.656,-1.205,-1.119,0.663
205,0.42,-0.443,1.274,-0.011,0.82,0.434,-0.038,1.005,3.482,0.192,0.241,0.678,0.451,-0.568,0.729,1.924,0.0,0.83,-0.706,-0.967,-0.01
206,0.027,-0.115,1.299,-0.29,0.344,0.542,-0.603,1.02,3.346,-0.121,0.6,1.443,0.698,-0.244,0.622,2.757,0.0,0.647,-1.626,-0.776,0.493
207,-0.015,-0.293,1.133,-0.059,0.449,0.513,-0.339,0.583,3.375,0.135,0.255,0.512,0.65,0.092,0.661,2.387,0.0,0.759,-1.376,-0.702,0.398
208,0.197,-0.551,1.413,-0.174,0.633,0.763,0.031,0.818,4.033,0.296,0.122,0.835,0.865,-0.512,0.627,2.469,0.0,0.752,-0.702,-1.131,-0.002
209,-0.006,-0.48,1.277,-0.115,0.483,0.479,-0.489,0.846,3.6,-0.163,0.089,1.093,0.726,-0.405,0.783,2.323,0.0,0.346,-1.572,-1.078,0.617
210,0.677,-0.63,1.222,-0.313,0.663,0.626,-0.13,1.169,3.781,0.048,0.267,0.986,0.697,-0.266,0.664,2.124,0.0,0.694,-0.841,-1.243,0.307
211,0.052,-0.486,1.394,0.124,0.736,1.038,0.187,0.833,4.023,0.368,-0.146,0.806,0.794,-0.728,0.68,2.349,0.0,0.302,-0.855,-1.214,0.153
212,0.577,-0.495,1.542,-0.111,1.075,0.502,0.116,1.157,4.192,0.069,0.249,0.891,0.663,-0.588,0.731,2.269,0.0,0.671,-0.164,-1.427,-0.106
213,0.513,-0.553,1.478,-0.026,0.769,0.776,-0.426,1.01,3.751,-0.021,0.152,0.96,0.762,-0.4,0.75,1.893,0.0,0.553,-0.631,-1.108,0.309
214,0.747,-0.443,1.302,-0.059,1.032,0.558,-0.404,0.961,3.374,-0.108,0.043,0.993,0.89,-0.477,0.897,1.943,0.0,0.877,-0.763,-0.988,0.362
215,0.445,-0.382,1.569,-0.343,0.76,0.667,-0.548,1.078,3.499,-0.092,0.106,1.202,1.003,-0.47,0.665,2.313,0.0,0.368,-1.096,-0.808,0.388
216,-0.019,-0.284,1.381,-0.194,0.738,0.73,0.269,0.834,3.941,0.225,0.331,0.848,0.818,-0.541,0.561,2.58,0.0,0.377,-0.191,-1.061,-0.262
217,0.127,-0.323,1.259,-0.159,0.463,0.507,-0.464,0.816,2.881,0.091,0.435,0.606,0.828,0.027,0.653,2.067,0.0,0.72,-1.281,-0.521,0.434
218,0.224,-0.344,1.472,-0.042,0.683,0.341,0.048,0.832,4.144,-0.035,0.24,0.564,0.839,-0.41,0.744,2.682,0.0,0.995,-0.9,-1.269,0.061
219,0.32,-0.324,1.065,-0.136,0.328,0.382,-0.424,0.729,2.803,-0.287,0.737,0.89,0.46,-0.164,0.659,2.063,0.0,0.703,-1.558,-0.836,0.551
220,0.223,-0.385,1.384,-0.094,0.539,0.583,-0.107,0.916,3.808,0.095,0.148,0.872,0.83,-0.275,0.607,2.682,0.0,0.527,-1.507,-0.888,0.334
221,0.467,-0.37,1.367,-0.108,0.689,0.619,-0.275,0.943,3.595,0.093,0.26,0.918,0.693,-0.28,0.779,2.368,0.0,0.798,-1.164,-0.881,0.371
222,0.482,-0.393,1.53,0.006,0.818,0.207,-0.474,0.966,3.643,-0.406,0.278,0.921,0.613,-0.4,0.903,2.224,0.0,0.912,-1.213,-0.94,0.438
223,0.342,-0.494,1.357,0.086,0.764,0.986,0.121,0.881,3.777,0.216,0.169,0.759,0.766,-0.773,0.713,2.531,0.0,0.377,-0.885,-0.992,-0.03
224,0.248,-0.381,1.266,-0.06,0.532,0.566,-0.238,1.076,3.773,0.035,0.317,0.898,0.779,-0.436,0.66,2.287,0.0,0.615,-1.074,-1.394,0.292
225,0.179,-0.293,1.399,-0.062,0.524,0.5,0.053,1.154,3.651,0.087,0.257,0.957,0.771,-0.399,0.623,2.383,0.0,0.488,-0.919,-1.191,0.243
226,0.33,-0.556,1.334,-0.191,0.622,0.808,0.067,0.984,3.872,0.186,0.347,1.07,0.63,-0.58,0.517,2.359,0.0,0.327,-0.543,-1.115,-0.054
227,0.258,-0.534,1.156,-0.07,0.574,0.635,0.174,1.029,3.626,0.05,0.352,0.628,0.728,-0.508,0.526,2.025,0.0,0.655,-0.767,-1.152,0.047
228,0.5,-0.685,1.391,-0.131,0.457,0.475,-0.667,0.981,3.081,-0.224,0.243,1.129,0.74,-0.439,0.615,1.891,0.0,0.772,-1.431,-0.791,0.607
229,0.619,-0.21,1.379,-0.465,0.576,0.388,-0.766,1.031,2.987,-0.21,0.84,1.337,0.633,-0.008,0.931,2.167,0.0,0.745,-1.961,-0.779,0.916
230,0.185,-0.321,1.546,-0.168,0.58,0.587,-0.063,0.963,3.803,0.257,0.368,0.707,0.856,-0.044,0.667,2.454,0.0,0.899,-1.053,-1.186,0.235
231,0.124,-0.278,1.545,-0.081,0.409,0.75,-0.056,0.784,3.923,-0.049,-0.007,0.887,0.81,-0.672,0.508,2.636,0.0,0.549,-0.816,-1.207,0.01
232,0.185,-0.38,1.42,0.078,0.664,0.52,0.575,0.933,4.08,0.138,-0.048,0.617,0.951,-0.734,0.518,2.612,0.0,0.746,-0.468,-1.185,-0.418
233,0.165,-0.396,1.219,-0.16,0.429,0.347,-0.594,0.803,3.422,-0.379,0.237,0.999,0.798,-0.525,0.681,2.368,0.0,0.694,-1.493,-0.996,0.647
234,0.193,-0.563,1.45,-0.3,0.49,0.671,-0.57,1.053,3.55,-0.065,0.492,1.017,0.47,-0.29,0.675,2.396,0.0,0.469,-1.172,-1.096,0.476
235,0.209,-0.444,1.218,-0.091,0.662,0.72,-0.387,0.977,3.717,0.095,0.365,1.082,0.56,-0.266,0.729,2.523,0.0,0.581,-1.251,-1.097,0.321
236,0.575,-0.21,1.45,-0.12,0.664,0.338,-0.478,1.156,3.499,-0.022,0.198,1.049,0.703,-0.469,0.681,2.382,0.0,0.834,-0.986,-0.911,0.261
237,-0.038,-0.347,1.346,-0.178,0.387,0.865,0.004,0.985,3.933,0.11,0.243,1.199,0.763,-0.826,0.644,2.681,0.0,0.23,-0.765,-1.071,-0.017
238,0.361,-0.443,1.352,-0.294,0.654,0.486,-0.363,0.992,3.678,-0.18,-0.031,1.126,0.735,-0.699,0.821,2.301,0.0,0.646,-0.924,-0.866,0.266
239,0.044,-0.378,1.473,-0.118,0.457,0.766,-0.207,1.018,3.957,-0.063,0.363,1.103,0.836,-0.53,0.592,2.8,0.0,0.392,-0.968,-1.161,0.151
240,0.787,-0.332,1.074,0.046,0.504,0.436,-0.267,0.931,3.132,-0.09,0.259,0.717,0.78,-0.657,0.848,2.145,0.0,0.848,-1.384,-0.586,0.25
241,0.71,-0.607,1.233,-0.132,0.513,0.574,-0.048,1.067,3.256,0.081,0.284,1.146,0.621,-0.718,0.664,1.975,0.0,0.818,-1.127,-0.869,0.186
242,0.363,-0.67,1.188,0.001,0.569,0.934,0.254,1.108,4.081,0.225,-0.149,1.11,0.724,-0.951,0.716,2.411,0.0,0.416,-0.243,-1.236,-0.041
243,0.615,-0.693,1.47,0.305,0.763,0.758,0.174,1.189,3.858,0.231,-0.151,0.78,0.84,-0.884,0.665,2.316,0.0,0.675,-0.565,-1.087,0.002
244,-0.099,-0.41,1.422,0.02,0.64,0.771,0.35,0.964,4.235,0.274,0.281,0.912,0.658,-0.636,0.669,2.878,0.0,0.516,-0.587,-1.142,-0.193
245,0.325,-0.619,1.601,-0.072,0.398,0.403,-0.58,1.018,3.629,-0.18,-0.165,0.931,0.953,-0.739,0.404,2.194,0.0,0.864,-1.258,-1.344,0.468
246,0.399,-0.308,1.508,-0.039,0.67,0.584,-0.358,1.097,3.359,0.018,0.103,1.139,0.798,-0.531,0.775,2.424,0.0,0.467,-1.134,-0.635,0.318
247,0.303,-0.221,1.373,-0.122,0.509,0.578,-0.461,0.87,3.534,-0.052,0.453,1.021,0.756,-0.132,0.855,2.406,0.0,0.731,-1.284,-0.941,0.394
248,0.35,-0.339,1.367,-0.302,0.572,0.635,0.062,0.897,3.985,0.188,0.515,0.75,0.692,-0.228,0.556,2.388,0.0,0.813,-1.011,-1.4,0.126
249,0.281,-0.317,1.259,-0.268,0.518,0.82,-0.135,0.898,3.45,0.2,0.398,0.795,0.724,-0.026,0.511,2.198,0.0,0.479,-1.16,-1.148,0.341
250,-0.024,-0.514,1.593,-0.037,0.932,0.704,0.261,0.799,4.453,0.262,-0.081,0.837,0.777,-0.905,0.485,2.587,0.0,0.576,-0.202,-1.243,-0.394
251,0.235,-0.392,1.313,-0.208,0.665,0.761,0.293,0.951,3.858,0.348,0.382,0.639,0.808,-0.315,0.693,2.308,0.0,0.383,-0.532,-1.186,-0.078
252,0.832,-0.427,1.364,-0.196,0.687,0.897,-0.172,1.373,3.408,0.167,0.509,1.276,0.592,-0.657,0.693,1.932,0.0,0.378,-0.597,-0.853,0.137
253,0.112,-0.394,1.662,-0.146,0.64,0.593,-0.027,0.944,3.734,0.171,0.224,0.855,0.741,-0.619,0.64,2.474,0.0,0.583,-0.924,-0.975,-0.08
254,0.532,-0.628,1.525,-0.079,0.822,0.709,-0.133,1.0,3.537,0.014,-0.116,1.023,1.017,-0.663,0.803,1.983,0.0,0.651,-0.773,-1.047,0.378
255,0.031,-0.475,1.266,-0.097,0.494,0.743,-0.338,0.886,3.684,0.109,0.129,0.777,0.72,-0.487,0.515,2.538,0.0,0.487,-1.144,-0.921,0.363
256,0.38,-0.456,1.392,-0.341,0.786,0.501,-0.05,0.932,3.42,0.019,0.506,1.081,0.634,-0.414,0.781,2.111,0.0,0.648,-0.576,-0.705,0.052
257,0.866,-0.692,1.067,-0.063,0.85,0.592,-0.011,1.307,3.821,-0.023,0.359,1.208,0.498,-0.859,0.868,2.046,0.0,0.68,-0.825,-1.137,0.331
258,0.551,-0.529,1.196,-0.134,0.554,0.383,-0.696,1.007,3.512,-0.388,0.25,1.267,0.652,-0.617,0.844,2.062,0.0,0.597,-1.082,-1.087,0.497
259,0.425,-0.666,1.006,-0.141,0.835,0.722,-0.096,0.918,3.36,0.3,0.07,0.882,0.661,-0.452,0.895,1.668,0.0,0.467,-0.717,-0.778,0.273
260,0.432,-0.606,1.518,-0.067,0.654,0.506,-0.242,1.192,3.893,0.069,-0.187,1.178,0.785,-0.744,0.638,2.573,0.0,0.597,-1.111,-1.001,0.409
261,0.158,-0.221,1.313,-0.142,0.291,0.743,-0.299,0.933,3.351,-0.054,0.457,0.945,0.551,-0.254,0.41,2.455,0.0,0.412,-1.644,-1.167,0.6
262,0.168,-0.447,1.429,0.097,0.689,0.736,0.003,0.9,3.577,0.301,0.233,0.558,0.635,-0.236,0.517,1.946,0.0,0.652,-0.485,-1.055,-0.08
263,0.425,-0.306,1.507,-0.229,0.556,0.506,-0.629,0.773,3.359,-0.04,0.15,0.811,0.748,0.037,0.807,2.067,0.0,0.781,-1.017,-0.978,0.564
264,0.233,-0.328,1.308,-0.317,0.5,0.697,-0.427,0.96,3.692,-0.142,0.333,1.113,0.631,-0.367,0.889,2.463,0.0,0.528,-1.361,-1.128,0.389
265,0.377,-0.375,1.523,-0.031,0.553,0.633,-0.573,1.064,3.501,-0.022,0.274,0.916,0.65,-0.166,0.721,2.304,0.0,0.689,-1.348,-0.928,0.539
266,0.299,-0.539,1.351,-0.014,0.67,0.639,0.182,0.929,3.934,0.1,0.372,0.863,0.508,-0.705,0.612,2.411,0.0,0.62,-0.677,-1.155,0.022
267,0.48,-0.53,1.453,-0.222,0.84,0.493,-0.021,0.851,3.509,-0.1,-0.002,0.989,0.966,-0.459,0.767,1.946,0.0,0.655,-0.756,-1.04,0.281
268,0.6,-0.522,1.284,0.009,0.677,0.313,-0.44,0.887,3.578,-0.054,0.119,0.882,0.615,-0.769,0.831,2.08,0.0,0.724,-0.816,-1.35,0.142
269,0.723,-0.514,1.396,-0.319,0.555,0.465,-0.216,1.133,3.636,-0.102,0.271,1.143,0.915,-0.522,0.698,2.268,0.0,0.56,-0.885,-0.903,0.339
270,0.972,-0.446,1.295,-0.38,0.883,0.52,-0.561,1.061,2.697,-0.142,0.515,1.096,0.51,-0.191,0.839,1.381,0.0,0.44,-0.85,-0.806,0.615
271,0.346,-0.305,1.252,-0.06,0.34,0.843,0.357,0.986,3.847,0.393,0.261,0.648,0.81,-0.385,0.516,2.446,0.0,0.664,-0.904,-1.218,-0.12
272,0.177,-0.326,1.694,0.076,0.584,0.488,-0.381,1.011,3.918,-0.088,-0.09,0.794,0.797,-0.454,0.703,2.437,0.0,0.549,-0.987,-1.339,0.109
273,0.378,-0.539,1.497,-0.243,0.771,0.815,0.149,1.062,3.666,0.034,0.1,1.178,0.76,-0.977,0.738,2.319,0.0,0.432,-0.645,-0.977,-0.032
274,0.395,-0.416,1.324,0.193,0.713,0.747,-0.325,0.978,3.504,-0.002,0.437,0.767,0.506,-0.49,0.783,2.269,0.0,0.496,-0.924,-0.95,0.401
275,0.171,-0.463,1.203,-0.045,0.546,0.685,0.109,0.878,3.19,0.156,-0.137,0.894,1.0,-0.667,0.534,1.962,0.0,0.502,-0.997,-1.016,0.11
276,0.44,-0.525,1.438,-0.094,0.593,0.673,0.334,1.036,4.162,0.006,0.233,0.981,0.76,-0.721,0.522,2.578,0.0,0.592,-0.591,-1.174,-0.056
277,0.585,-0.689,0.912,0.127,0.772,0.92,-0.297,0.937,2.975,0.116,-0.073,0.728,0.715,-0.567,0.655,1.6,0.0,0.4,-0.658,-0.765,0.266
278,-0.084,-0.552,1.585,-0.234,0.594,0.6,-0.207,0.958,3.756,-0.158,0.145,0.994,0.947,-0.55,0.498,2.657,0.0,0.416,-0.948,-0.877,0.324
279,0.584,-0.423,0.915,-0.114,0.584,0.598,-0.389,1.021,3.029,0.061,0.283,0.957,0.674,-0.158,0.573,1.621,0.0,0.644,-1.194,-0.676,0.593
280,0.21,-0.331,1.474,0.003,0.743,0.62,-0.157,0.936,3.903,0.074,0.089,0.783,0.658,-0.485,0.713,2.35,0.0,0.521,-0.618,-1.183,0.037
281,0.689,-0.239,1.172,-0.251,0.273,0.236,-1.114,1.222,3.181,-0.589,0.355,1.378,0.578,-0.389,0.801,2.251,0.0,0.634,-1.85,-0.847,0.761
282,0.599,-0.565,1.154,-0.163,0.642,0.614,-0.381,1.082,3.297,-0.062,0.177,1.187,0.688,-0.603,0.727,2.217,0.0,0.685,-1.39,-0.848,0.389
283,0.131,-0.59,1.458,-0.048,0.753,0.764,0.013,0.881,3.929,0.068,0.025,0.818,0.839,-0.804,0.752,2.248,0.0,0.52,-0.579,-1.277,-0.035
284,0.594,-0.329,1.272,-0.282,0.597,0.362,-0.373,0.975,3.538,-0.08,0.611,0.921,0.655,-0.207,0.765,2.106,0.0,0.705,-0.965,-1.014,0.344
285,0.281,-0.355,1.441,-0.169,0.772,0.651,-0.624,1.005,3.55,0.062,0.187,0.802,0.632,-0.22,0.572,2.039,0.0,0.553,-1.056,-1.047,0.537
286,0.034,-0.603,1.267,0.032,0.552,0.759,0.099,1.026,3.505,0.48,0.314,0.814,0.572,-0.473,0.526,2.231,0.0,0.478,-0.919,-0.851,0.167
287,0.3,-0.542,1.395,-0.102,0.85,0.611,-0.189,0.84,3.453,0.078,0.347,0.69,0.637,-0.362,0.733,2.086,0.0,0.708,-0.866,-0.878,0.215
288,0.212,-0.363,1.491,-0.017,0.816,0.509,-0.267,0.91,3.752,0.035,0.234,0.868,0.697,-0.71,0.823,2.415,0.0,0.764,-0.596,-1.066,-0.029
289,0.164,-0.527,1.607,0.021,0.662,0.465,-0.144,0.963,3.957,-0.24,0.149,1.1,0.696,-0.937,0.511,2.514,0.0,0.665,-0.925,-1.046,0.069
290,0.279,-0.412,1.481,-0.107,0.599,0.654,-0.433,1.002,3.517,-0.057,0.037,0.926,0.838,-0.413,0.675,2.326,0.0,0.631,-1.129,-0.886,0.345
291,0.312,-0.459,1.318,-0.331,0.577,0.877,-0.453,0.961,3.442,0.104,0.239,1.079,0.858,-0.305,0.544,2.126,0.0,0.428,-0.995,-0.825,0.412
292,-0.168,-0.271,1.166,-0.129,0.619,0.72,-0.494,0.719,3.742,0.004,0.293,0.921,0.699,-0.196,0.676,2.4,0.0,0.327,-1.007,-1.165,0.406
293,0.231,-0.595,1.623,-0.336,0.702,0.848,0.07,0.998,4.114,0.167,0.424,1.308,0.668,-0.933,0.776,2.678,0.0,0.502,-0.574,-1.013,-0.112
294,0.671,-0.48,1.611,-0.127,0.774,0.822,0.167,1.159,3.703,0.141,-0.044,1.037,0.841,-0.718,0.717,1.982,0.0,0.711,-0.556,-1.081,0.071
295,0.333,-0.474,1.411,0.018,0.653,0.631,-0.101,0.903,3.93,-0.008,0.085,0.982,0.904,-0.713,0.569,2.525,0.0,0.704,-0.902,-1.045,0.038
296,0.198,-0.724,1.282,-0.087,0.894,0.625,-0.287,0.989,3.803,0.183,0.072,0.991,0.818,-0.537,0.597,2.005,0.0,0.524,-0.552,-1.019,0.187
297,0.016,-0.507,1.416,0.097,0.599,0.82,-0.09,0.816,3.876,0.051,-0.124,1.12,0.826,-0.929,0.71,2.375,0.0,0.4,-0.798,-1.411,0.042
298,0.118,-0.221,1.721,-0.143,0.389,0.891,-0.03,1.042,4.086,0.009,0.266,1.246,0.86,-0.495,0.594,2.839,0.0,0.367,-1.059,-1.231,0.228
299,0.47,-0.454,1.348,-0.209,0.723,0.677,-0.616,0.939,3.085,-0.171,0.478,1.211,0.602,-0.465,0.835,2.267,0.0,0.585,-0.964,-0.566,0.207
