Unnamed: 0,x0,x1,x2,y,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
147,1.743,-0.636,-4.223,0.0,0.581,0.711,0.708,3.136,1.171,-4.134,-1.036,2.533,5.214,1.411,1.529,-1.727,-0.625,1.29,-4.424,1.253,-0.002
148,1.63,-0.753,-3.986,0.0,0.721,0.653,0.447,2.717,0.307,-3.843,-0.836,2.162,4.038,1.273,1.826,-1.64,-0.29,1.234,-4.109,1.278,-0.204
149,1.67,-0.561,-4.971,0.0,0.977,0.939,0.909,2.571,0.812,-3.553,-0.565,1.865,4.622,1.313,1.939,-1.512,-0.133,1.328,-4.142,0.903,-0.058
150,1.616,-0.537,-3.57,0.0,0.508,0.644,0.754,2.654,0.837,-3.629,-0.814,2.084,4.265,1.408,1.549,-1.39,-0.444,1.203,-4.043,1.199,-0.006
151,1.749,-0.642,-5.34,0.0,0.892,0.844,0.935,2.702,0.388,-3.876,-0.462,2.038,4.247,1.017,1.825,-1.604,0.068,1.16,-4.142,1.288,0.052
152,1.989,-0.863,-4.309,0.0,0.714,0.499,0.777,2.459,1.346,-3.539,-0.991,2.095,5.014,1.033,1.684,-1.391,-0.654,1.324,-4.374,1.05,-0.405
153,1.757,-0.822,-4.784,0.0,0.952,0.784,0.781,2.435,0.646,-3.701,-0.565,1.881,4.211,1.379,1.82,-1.477,-0.333,1.109,-3.652,0.987,0.222
154,1.553,-0.538,-3.609,0.0,0.858,0.914,0.428,3.153,0.852,-4.3,-0.929,2.729,5.347,1.299,1.748,-1.649,-0.829,1.257,-4.746,1.269,-0.342
155,1.448,-0.597,-3.544,0.0,0.842,0.701,0.729,3.217,0.304,-4.297,-1.121,2.396,4.736,1.33,1.607,-1.599,-0.277,1.185,-4.782,1.269,-0.148
156,1.608,-0.814,-3.42,0.0,0.464,0.673,0.71,2.191,0.809,-3.212,-0.729,1.669,4.3,1.202,1.492,-1.263,-0.355,1.167,-3.984,0.76,-0.321
157,1.756,-0.56,-3.615,0.0,0.591,0.929,0.416,2.664,0.486,-3.649,-0.957,1.81,4.227,1.336,1.696,-1.683,-0.407,1.098,-4.154,0.918,-0.071
158,1.761,-0.605,-3.355,0.0,0.702,0.875,0.818,3.039,0.635,-4.234,-0.931,2.24,5.167,1.232,1.574,-1.53,-0.345,1.152,-4.57,1.282,0.125
159,1.794,-0.746,-3.685,0.0,0.396,1.017,0.55,3.072,0.865,-4.287,-1.064,2.04,5.039,1.644,1.754,-1.669,-0.655,1.243,-4.2,0.968,0.078
160,1.911,-0.575,-3.808,0.0,0.603,0.833,0.78,2.493,0.503,-3.398,-0.509,1.546,3.987,1.17,1.578,-1.267,0.023,1.062,-3.942,0.88,-0.246
161,1.678,-0.418,-4.418,0.0,0.558,0.602,0.688,3.046,0.606,-3.998,-0.78,2.629,4.33,1.352,1.708,-1.553,-0.318,0.837,-4.202,1.439,0.064
162,1.36,-0.552,-3.582,0.0,0.832,0.767,0.583,2.902,0.472,-4.026,-0.809,2.206,4.49,1.106,1.745,-1.441,-0.224,1.223,-4.4,1.186,-0.048
163,1.66,-0.666,-4.531,0.0,0.629,0.984,0.408,2.619,0.183,-3.566,-0.788,1.5,3.804,1.38,1.37,-1.773,-0.182,1.181,-3.75,0.619,0.051
164,1.678,-0.528,-3.736,0.0,0.433,0.594,0.34,3.157,0.788,-4.002,-0.671,2.449,4.902,1.128,1.902,-1.857,-0.59,1.196,-4.054,1.373,-0.112
165,1.674,-0.692,-3.555,0.0,0.612,0.899,0.632,2.357,0.577,-3.576,-0.559,1.546,4.251,1.256,1.516,-1.476,-0.512,1.268,-3.486,0.776,0.014
166,1.821,-0.806,-4.277,0.0,0.761,0.815,0.762,2.687,0.506,-4.125,-0.825,2.071,4.625,1.212,1.718,-1.395,-0.317,1.302,-4.496,1.091,-0.073
167,1.847,-0.519,-4.464,0.0,0.82,0.752,0.44,3.352,0.421,-4.847,-0.845,3.091,5.234,1.249,1.797,-1.536,-0.221,1.283,-4.863,1.872,-0.244
168,1.621,-0.684,-3.594,0.0,0.629,1.027,0.417,2.837,0.763,-4.255,-0.754,1.907,4.9,1.602,1.609,-1.508,-0.465,1.089,-3.889,1.011,0.216
169,1.657,-0.643,-4.137,0.0,0.803,0.922,0.592,2.563,0.396,-3.716,-0.734,1.731,3.898,1.175,1.554,-1.489,-0.353,1.211,-3.674,0.975,0.186
170,1.843,-0.782,-4.737,0.0,0.973,1.022,0.715,2.491,0.792,-3.69,-0.53,1.936,4.524,1.312,1.777,-1.393,-0.274,1.15,-3.566,0.933,0.214
171,1.287,-0.533,-3.335,0.0,0.629,0.784,0.658,3.312,0.501,-4.147,-0.398,2.462,4.757,1.192,1.755,-1.99,-0.187,1.114,-4.202,1.278,-0.141
172,1.664,-0.564,-3.535,0.0,0.538,0.756,0.745,2.122,1.077,-2.918,-0.528,1.549,4.115,1.295,1.676,-1.329,-0.653,1.229,-3.562,0.639,-0.226
173,2.022,-0.752,-4.465,0.0,0.781,0.82,0.832,2.749,0.736,-4.244,-0.827,2.306,4.86,1.428,1.716,-1.514,-0.394,1.367,-4.761,1.286,-0.14
174,1.994,-0.519,-4.832,0.0,0.814,0.994,0.513,2.846,-0.021,-3.902,-0.593,2.184,3.969,1.283,1.679,-1.54,0.028,1.033,-4.16,1.114,-0.118
175,1.535,-0.774,-4.258,0.0,0.822,0.813,0.506,2.797,0.651,-4.173,-1.046,2.143,4.587,1.29,1.795,-1.527,-0.531,1.427,-4.391,1.302,-0.227
176,1.621,-0.52,-3.784,0.0,0.646,0.946,0.565,3.193,0.424,-3.947,-0.738,2.337,4.422,1.318,1.632,-1.829,-0.223,1.237,-4.199,0.972,-0.08
177,2.012,-0.891,-4.189,0.0,0.728,0.939,0.704,2.538,0.257,-3.695,-0.606,1.84,4.262,1.243,1.683,-1.439,-0.091,1.258,-4.155,0.949,-0.232
178,1.594,-0.744,-4.056,0.0,0.686,0.843,0.828,2.796,0.417,-3.708,-0.683,1.953,4.245,1.262,1.759,-1.564,-0.14,1.023,-3.979,0.818,0.058
179,1.708,-0.711,-4.321,0.0,0.716,0.733,0.714,2.427,0.824,-3.671,-0.873,1.968,4.571,1.127,1.374,-1.542,-0.407,1.123,-4.428,1.179,-0.326
180,1.385,-0.862,-3.528,0.0,0.873,0.881,0.608,2.743,0.168,-4.218,-0.945,2.191,4.702,1.257,1.355,-1.191,-0.174,1.378,-4.719,1.127,-0.107
181,1.685,-0.555,-4.549,0.0,0.978,1.124,0.828,3.145,0.067,-4.197,-0.714,2.068,4.603,1.45,1.781,-1.7,0.159,1.393,-4.547,0.936,-0.097
182,1.737,-0.653,-3.587,0.0,0.512,1.033,0.682,2.853,0.591,-3.751,-0.802,1.982,4.523,1.279,1.691,-1.664,-0.43,1.145,-3.922,1.068,-0.023
183,1.683,-0.791,-3.407,0.0,0.384,0.675,0.592,2.657,1.15,-4.027,-0.802,2.345,4.939,1.24,1.457,-1.481,-0.674,1.033,-3.962,1.345,-0.015
184,2.001,-0.698,-4.302,0.0,0.951,1.044,0.741,3.014,0.384,-3.923,-0.78,1.774,4.56,1.552,1.799,-1.458,0.05,1.213,-4.578,0.756,-0.142
185,2.052,-0.702,-4.792,0.0,0.696,0.781,0.845,2.562,0.953,-3.692,-0.756,1.819,4.628,1.257,1.774,-1.454,-0.446,1.37,-4.031,0.721,-0.212
186,1.776,-0.66,-3.571,0.0,0.687,0.718,0.39,2.824,0.757,-4.029,-0.869,2.568,4.767,1.175,1.787,-1.663,-0.71,1.146,-3.964,1.286,-0.096
187,1.624,-0.646,-4.756,0.0,0.868,0.918,0.544,2.805,0.103,-4.152,-0.832,2.046,4.411,1.35,1.655,-1.511,0.036,1.189,-4.631,1.223,-0.217
188,2.168,-0.637,-3.84,0.0,0.638,0.883,0.645,2.55,0.531,-3.711,-0.759,1.884,4.59,1.16,1.77,-1.372,-0.422,1.506,-4.025,0.958,-0.256
189,1.734,-0.9,-4.034,0.0,0.756,0.956,0.874,2.429,0.338,-3.711,-0.566,1.814,4.237,1.368,1.886,-1.312,0.024,1.255,-4.15,0.827,-0.073
190,1.544,-0.616,-3.247,0.0,0.536,0.512,0.703,3.013,1.121,-4.107,-0.986,2.982,5.365,1.111,1.725,-1.271,-0.679,1.018,-5.097,1.552,-0.492
191,1.726,-0.708,-3.965,0.0,0.888,0.542,0.765,2.72,0.951,-3.882,-0.77,2.425,4.793,1.195,1.634,-1.239,-0.43,1.322,-4.472,1.363,-0.118
192,1.838,-0.592,-3.973,0.0,0.574,0.493,0.834,2.845,1.277,-4.082,-0.618,2.489,4.968,1.295,1.82,-1.452,-0.57,1.05,-3.983,1.378,0.062
193,1.865,-0.697,-4.347,0.0,0.998,0.886,0.468,3.338,0.22,-4.508,-0.842,2.679,4.64,1.414,1.585,-1.457,-0.047,1.254,-4.616,1.289,-0.087
194,1.582,-0.585,-4.086,0.0,0.515,0.591,0.285,2.268,0.345,-3.286,-0.802,1.71,3.875,1.085,1.758,-1.609,-0.431,1.076,-3.719,0.985,-0.26
195,1.809,-0.636,-3.968,0.0,0.853,0.759,0.326,2.748,-0.05,-3.633,-0.68,1.962,3.647,1.178,1.571,-1.592,0.075,1.384,-4.035,1.039,-0.209
196,1.49,-0.667,-3.37,0.0,0.68,0.921,0.775,2.958,0.029,-3.961,-0.733,1.838,3.886,1.326,1.642,-1.591,0.095,1.155,-4.093,1.019,0.084
197,1.428,-0.643,-3.093,0.0,0.641,1.046,0.682,3.118,0.779,-4.425,-1.016,2.456,5.022,1.324,1.738,-1.553,-0.769,1.145,-4.502,1.124,-0.133
198,1.491,-0.573,-3.182,0.0,0.472,0.589,0.545,2.84,0.956,-3.893,-0.747,2.376,4.452,1.394,1.785,-1.409,-0.563,0.983,-3.815,1.188,-0.131
199,1.962,-0.669,-4.346,0.0,0.87,0.742,0.938,2.65,0.449,-3.628,-0.754,1.827,4.254,1.306,1.584,-1.697,-0.296,1.279,-4.027,0.911,-0.086
200,1.631,-0.535,-4.391,0.0,0.744,0.73,0.624,3.097,0.519,-4.11,-0.877,2.293,4.329,1.391,1.549,-1.664,-0.353,1.281,-4.362,1.21,-0.058
201,1.403,-0.717,-3.304,0.0,0.635,1.048,0.38,2.75,0.419,-4.012,-0.778,1.87,4.455,1.292,1.739,-1.519,-0.257,1.065,-4.01,1.033,-0.043
202,1.698,-0.76,-4.474,0.0,0.919,0.86,0.936,3.175,0.664,-4.453,-0.884,2.539,5.109,1.2,1.765,-1.723,-0.235,1.317,-4.701,1.434,-0.031
203,1.852,-0.816,-3.684,0.0,0.88,0.675,0.96,2.775,1.111,-3.984,-0.797,2.62,4.992,1.345,1.639,-1.377,-0.29,1.295,-4.531,1.457,-0.267
204,1.665,-0.801,-3.881,0.0,0.596,0.843,0.662,2.956,0.317,-4.112,-0.895,2.411,4.566,1.285,1.629,-1.428,-0.246,1.295,-4.549,1.28,-0.105
205,1.802,-0.917,-5.266,0.0,0.913,0.913,0.718,2.746,0.156,-3.911,-0.591,2.01,4.085,1.311,1.7,-1.612,0.115,1.301,-4.121,1.185,0.051
206,1.945,-0.759,-4.847,0.0,0.627,0.848,0.578,2.89,0.524,-3.87,-0.644,2.213,4.81,1.003,1.412,-1.638,-0.373,1.196,-4.129,1.108,-0.303
207,1.671,-0.614,-4.524,0.0,0.652,0.711,0.721,3.208,0.211,-4.455,-0.634,2.678,4.877,0.952,1.956,-1.584,-0.187,1.235,-4.533,1.567,-0.203
208,2.053,-0.583,-4.415,0.0,0.583,0.886,0.708,2.757,1.115,-3.79,-0.729,2.237,4.812,1.51,1.824,-1.731,-0.633,1.108,-3.627,1.025,0.019
209,1.791,-0.755,-4.962,0.0,0.816,0.89,0.672,2.486,0.082,-3.648,-0.539,1.877,3.895,1.155,1.621,-1.676,-0.207,1.224,-3.931,1.046,-0.219
210,1.718,-0.246,-4.115,0.0,0.698,0.524,0.473,3.37,1.159,-4.037,-0.865,2.851,4.97,1.417,1.574,-1.799,-0.623,1.036,-4.202,1.462,-0.165
211,1.573,-0.546,-3.359,0.0,0.725,0.674,0.63,3.035,0.921,-3.845,-0.654,2.411,4.762,1.331,1.693,-1.623,-0.415,1.183,-4.073,1.298,-0.14
212,1.7,-0.739,-3.614,0.0,0.705,0.675,0.8,3.035,1.018,-4.523,-0.655,2.712,5.404,1.332,1.788,-1.346,-0.445,1.365,-4.611,1.575,-0.214
213,2.201,-0.711,-5.026,0.0,0.802,0.681,0.767,2.854,0.948,-4.07,-0.855,2.398,5.228,1.259,1.788,-1.519,-0.65,1.117,-4.616,1.292,-0.194
214,1.965,-0.539,-4.33,0.0,0.589,0.991,0.597,2.472,0.708,-3.533,-0.839,1.59,4.578,1.232,1.683,-1.634,-0.529,1.139,-3.89,0.732,-0.091
215,1.657,-0.775,-4.197,0.0,0.715,0.652,0.734,2.803,1.049,-3.963,-1.12,2.252,5.133,1.374,1.64,-1.582,-0.746,1.184,-4.488,1.047,-0.29
216,1.98,-0.584,-4.663,0.0,0.687,0.833,0.615,2.441,0.451,-3.374,-0.674,1.679,4.002,1.247,1.594,-1.756,-0.303,1.083,-3.958,0.923,-0.343
217,1.61,-0.936,-3.956,0.0,0.537,0.864,0.704,2.55,-0.113,-3.985,-0.681,1.934,3.879,1.287,1.633,-1.561,-0.123,1.237,-4.097,1.401,-0.161
218,2.014,-0.53,-4.063,0.0,0.813,0.82,0.439,2.76,0.744,-3.779,-0.909,2.035,4.89,1.127,1.628,-1.421,-0.354,1.316,-4.234,1.001,-0.301
219,1.836,-0.598,-4.307,0.0,0.75,0.685,0.584,2.74,1.067,-3.808,-0.883,2.278,4.666,1.25,1.771,-1.334,-0.517,1.336,-4.112,1.168,-0.095
220,1.808,-0.717,-4.738,0.0,0.895,0.71,0.711,2.491,0.362,-3.725,-0.52,1.937,4.112,1.202,1.536,-1.374,-0.054,1.169,-4.12,1.07,-0.154
221,1.481,-0.843,-3.714,0.0,0.65,0.785,0.704,2.979,0.733,-4.334,-0.846,2.498,5.121,1.253,1.657,-1.481,-0.358,1.114,-4.523,1.388,-0.099
222,1.756,-0.766,-4.054,0.0,0.649,0.982,0.661,2.434,0.433,-3.711,-0.662,1.71,4.113,1.231,1.773,-1.399,-0.374,1.035,-3.849,0.834,0.026
223,1.298,-0.607,-3.394,0.0,0.7,0.804,0.737,2.83,0.49,-3.869,-0.474,2.065,4.308,1.255,1.673,-1.656,-0.377,1.084,-3.983,0.961,0.008
224,2.224,-0.817,-5.061,0.0,0.932,0.658,0.722,2.461,0.78,-3.179,-0.66,1.773,3.91,1.185,1.84,-1.41,-0.107,1.321,-3.934,0.783,-0.275
225,1.567,-0.699,-3.952,0.0,0.682,0.789,0.525,2.672,0.312,-4.03,-0.699,2.179,4.578,1.407,1.742,-1.463,-0.291,0.844,-3.926,1.332,-0.028
226,2.053,-0.728,-4.851,0.0,0.713,0.769,0.605,2.804,0.35,-4.079,-0.822,2.1,4.705,1.192,1.947,-1.445,-0.223,1.168,-4.237,1.367,-0.097
227,1.846,-0.72,-4.98,0.0,0.727,0.935,0.596,2.508,0.064,-3.627,-0.778,1.626,3.78,1.327,1.595,-1.407,0.011,1.12,-4.079,0.785,0.076
228,1.791,-0.617,-4.166,0.0,0.706,0.652,0.483,2.822,0.21,-3.899,-0.727,2.061,4.269,1.232,1.962,-1.563,-0.224,1.222,-4.279,1.114,-0.261
229,1.729,-0.602,-4.051,0.0,0.806,0.8,0.76,2.604,0.552,-3.626,-0.763,1.691,4.277,1.36,1.642,-1.603,-0.128,1.308,-4.094,0.905,-0.16
230,1.392,-0.715,-3.602,0.0,0.659,0.818,0.609,3.225,0.356,-4.346,-0.781,2.639,4.613,1.394,1.761,-1.641,-0.241,1.041,-4.429,1.502,-0.065
231,1.494,-0.721,-3.563,0.0,0.632,0.92,0.654,2.909,0.621,-4.205,-0.845,2.268,4.723,1.277,1.813,-1.412,-0.404,1.11,-4.262,1.115,-0.126
232,2.062,-0.86,-4.236,0.0,0.816,0.902,0.74,2.593,0.542,-4.041,-0.717,2.238,4.739,1.125,1.738,-1.263,-0.376,1.154,-4.348,1.259,-0.019
233,1.882,-0.736,-4.401,0.0,0.91,1.035,0.89,2.462,0.678,-3.735,-0.885,1.942,4.659,1.405,1.794,-1.27,-0.282,1.548,-4.546,0.901,-0.278
234,1.876,-0.588,-4.255,0.0,0.961,0.579,0.703,2.416,0.663,-3.347,-0.842,1.672,4.133,1.002,1.628,-1.289,-0.359,1.157,-4.163,0.924,-0.29
235,1.66,-0.859,-3.771,0.0,0.634,0.837,1.021,2.579,0.516,-3.983,-0.749,2.157,4.646,1.201,1.939,-1.424,-0.392,1.196,-4.203,1.29,-0.046
236,2.041,-0.867,-5.801,0.0,1.028,0.757,0.751,2.901,0.279,-4.18,-0.778,2.034,4.66,1.26,1.689,-1.477,-0.122,1.336,-4.588,1.184,-0.319
237,2.023,-0.829,-4.82,0.0,1.003,0.851,0.845,2.766,0.585,-4.022,-0.881,2.116,4.404,1.394,1.588,-1.353,-0.369,1.28,-4.494,1.27,-0.054
238,1.763,-0.564,-4.266,0.0,0.781,0.816,0.505,2.528,0.453,-3.446,-0.864,1.644,4.122,1.086,1.596,-1.269,-0.15,1.214,-4.115,0.894,-0.143
239,1.685,-0.612,-4.21,0.0,0.869,0.794,0.862,2.69,0.897,-3.656,-0.51,2.272,4.521,1.327,1.888,-1.408,-0.329,1.11,-3.8,0.986,0.107
240,1.902,-0.647,-4.222,0.0,0.655,0.892,0.931,2.755,0.647,-3.832,-0.411,1.759,4.428,1.338,1.649,-1.716,-0.427,1.28,-3.825,0.807,-0.005
241,1.952,-0.621,-4.235,0.0,0.655,0.611,0.711,2.874,0.892,-4.149,-0.682,2.42,4.859,1.347,1.838,-1.459,-0.354,1.008,-4.092,1.416,-0.01
242,1.39,-0.504,-3.745,0.0,0.528,0.8,0.564,3.144,-0.047,-4.12,-0.51,2.292,3.982,1.255,1.716,-1.837,0.014,1.005,-3.816,1.19,0.047
243,1.444,-0.614,-4.291,0.0,0.879,1.11,0.651,2.504,-0.074,-3.29,-0.262,1.105,3.393,1.311,1.734,-1.793,-0.033,1.036,-3.249,0.421,0.07
244,1.542,-0.563,-3.974,0.0,0.706,0.265,0.895,3.047,1.388,-4.336,-0.748,3.275,5.437,1.298,1.551,-1.459,-0.465,1.269,-4.595,1.883,-0.154
245,1.925,-0.589,-3.674,0.0,0.571,0.869,0.807,2.857,0.909,-3.705,-0.585,2.283,4.73,1.125,1.768,-1.576,-0.388,1.227,-4.222,0.953,-0.197
246,1.946,-0.839,-4.094,0.0,0.648,0.7,1.008,2.875,1.229,-4.421,-0.796,2.554,5.36,1.499,1.798,-1.62,-0.604,1.236,-4.604,1.315,-0.2
247,1.637,-0.595,-4.177,0.0,0.662,0.546,0.84,2.557,1.026,-3.512,-0.757,2.207,4.321,1.341,1.805,-1.472,-0.598,1.076,-3.743,1.217,0.067
248,1.598,-0.73,-3.845,0.0,0.675,0.682,0.908,2.892,1.055,-4.103,-0.813,2.281,5.327,1.152,1.72,-1.611,-0.448,1.202,-4.222,1.272,-0.119
249,1.624,-0.507,-3.557,0.0,0.715,0.849,0.669,2.511,0.574,-3.295,-0.628,1.513,3.895,1.185,1.671,-1.403,-0.036,1.084,-3.946,0.555,-0.162
250,1.756,-0.564,-4.606,0.0,0.959,1.203,0.348,3.162,-0.216,-4.215,-0.853,1.942,3.981,1.546,1.544,-1.771,-0.068,1.297,-4.229,1.017,0.009
251,1.355,-0.539,-3.38,0.0,0.414,0.721,0.334,3.051,0.217,-4.243,-0.863,2.485,4.402,1.239,1.866,-1.505,-0.292,1.227,-4.604,1.271,-0.357
252,1.861,-0.837,-4.063,0.0,0.652,1.004,0.909,2.59,0.815,-4.288,-0.936,2.152,5.27,1.268,1.795,-1.274,-0.506,1.138,-4.461,1.266,-0.19
253,1.61,-0.714,-3.185,0.0,0.473,0.846,0.909,2.604,0.722,-3.728,-0.833,1.753,4.525,1.169,1.607,-1.532,-0.421,1.099,-4.199,0.886,-0.092
254,1.728,-0.802,-3.958,0.0,0.749,0.679,0.541,2.763,0.616,-3.753,-0.591,2.293,4.441,1.177,1.496,-1.511,-0.367,1.029,-3.779,1.131,-0.119
255,1.553,-0.875,-3.421,0.0,0.805,1.003,0.744,2.678,0.155,-4.099,-0.783,1.82,4.238,1.221,1.572,-1.331,0.037,0.964,-4.418,1.223,-0.019
256,1.792,-0.708,-3.674,0.0,0.493,0.985,0.755,2.605,0.862,-3.905,-0.673,2.041,5.012,1.37,1.891,-1.509,-0.618,0.995,-3.927,0.856,0.009
257,1.656,-0.829,-3.933,0.0,0.823,0.719,0.802,2.64,0.649,-3.892,-0.671,2.337,4.501,1.369,1.767,-1.431,-0.446,1.419,-4.246,1.379,-0.208
258,1.722,-0.839,-3.722,0.0,0.477,0.723,0.905,3.062,1.214,-4.712,-1.133,2.904,6.023,1.329,1.586,-1.463,-0.806,1.289,-4.655,1.599,0.096
259,1.891,-0.639,-4.97,0.0,0.887,0.951,0.79,2.686,0.158,-4.177,-0.817,2.343,4.593,1.279,1.555,-1.555,-0.149,1.19,-4.525,1.292,-0.188
260,1.488,-0.701,-3.633,0.0,0.718,0.625,0.477,2.684,0.216,-3.803,-1.039,2.299,4.309,1.121,1.784,-1.389,-0.259,1.252,-4.813,1.307,-0.46
261,1.815,-0.72,-4.332,0.0,0.839,0.706,0.724,2.927,0.631,-4.221,-0.714,2.165,4.942,1.25,1.586,-1.535,-0.38,1.029,-4.335,1.321,-0.109
262,1.677,-0.917,-3.127,0.0,0.788,0.876,0.734,2.25,0.337,-3.672,-0.802,1.731,3.949,1.231,1.512,-1.271,-0.221,0.966,-3.901,0.982,-0.027
263,1.59,-0.554,-3.83,0.0,0.669,0.677,0.408,2.786,0.219,-3.474,-0.797,2.138,3.592,1.29,1.688,-1.709,-0.212,1.051,-3.939,0.999,-0.045
264,1.735,-0.64,-4.238,0.0,0.748,0.792,0.362,3.063,0.144,-4.488,-0.971,2.612,4.566,1.256,1.739,-1.502,-0.16,1.275,-4.59,1.518,-0.138
265,1.656,-0.626,-4.134,0.0,0.569,0.916,0.624,2.418,0.274,-3.796,-0.833,1.806,4.116,1.438,1.827,-1.6,-0.343,1.262,-4.154,0.96,-0.046
266,1.736,-0.704,-4.425,0.0,0.763,0.808,0.839,2.681,0.66,-3.961,-0.858,2.078,4.854,1.199,1.55,-1.66,-0.426,1.277,-4.564,1.086,-0.213
267,1.857,-0.56,-4.993,0.0,0.935,0.751,0.498,2.884,0.54,-3.923,-0.794,2.115,4.344,1.242,1.703,-1.796,-0.385,1.239,-3.949,1.225,-0.034
268,1.515,-0.517,-3.558,0.0,0.572,0.574,0.673,2.926,1.04,-4.095,-0.938,2.398,5.021,1.354,1.475,-1.461,-0.707,1.173,-4.273,1.045,0.106
269,1.636,-0.567,-4.148,0.0,0.707,0.774,0.749,2.909,0.454,-4.142,-0.641,2.183,4.619,1.244,1.773,-1.904,-0.415,1.15,-4.083,1.354,-0.099
270,1.958,-0.661,-4.783,0.0,0.803,0.806,0.78,2.645,0.518,-3.833,-0.583,2.074,4.556,1.149,1.597,-1.705,-0.157,1.343,-4.375,1.073,-0.311
271,2.007,-0.786,-5.04,0.0,0.787,0.842,0.592,2.51,0.903,-3.651,-1.16,1.733,4.591,1.295,1.61,-1.258,-0.747,1.309,-3.961,0.749,0.079
272,1.788,-0.631,-3.749,0.0,0.672,0.809,0.617,2.664,0.768,-3.707,-0.949,1.762,4.575,1.358,1.672,-1.431,-0.702,1.197,-4.023,0.813,0.005
273,1.489,-0.671,-3.277,0.0,0.487,0.791,0.579,2.505,0.878,-3.422,-0.819,1.534,4.681,1.02,1.607,-1.437,-0.593,1.262,-3.91,0.684,-0.373
274,1.538,-0.635,-3.74,0.0,0.684,0.802,0.691,3.266,-0.02,-4.578,-0.556,2.539,4.356,1.408,1.764,-1.65,0.021,1.139,-4.524,1.501,0.051
275,1.585,-0.698,-3.684,0.0,0.615,0.716,0.822,2.786,0.972,-3.743,-0.718,2.227,4.555,1.329,1.614,-1.636,-0.316,1.217,-4.27,0.963,-0.173
276,1.869,-0.825,-4.229,0.0,0.654,0.936,0.578,2.574,0.241,-3.801,-0.598,1.631,4.335,1.249,1.551,-1.339,-0.041,1.185,-3.829,0.891,0.103
277,1.805,-0.64,-5.047,0.0,0.871,0.877,0.466,2.493,0.375,-3.28,-0.565,1.838,4.029,1.199,1.679,-1.55,-0.135,1.129,-3.535,0.819,0.021
278,1.5,-0.726,-3.215,0.0,0.69,0.566,0.72,2.679,0.816,-4.01,-0.797,2.31,4.823,1.159,1.563,-1.378,-0.422,1.134,-4.473,1.342,-0.207
279,1.836,-0.581,-4.561,0.0,0.956,0.809,0.826,2.858,0.873,-4.095,-0.904,2.27,5.136,1.164,1.583,-1.366,-0.366,1.223,-4.484,1.326,-0.069
280,1.709,-0.714,-4.957,0.0,0.554,0.848,0.521,2.787,0.289,-3.901,-0.747,2.152,4.36,1.381,1.774,-1.629,-0.174,1.431,-4.146,1.207,-0.202
281,1.518,-0.775,-3.299,0.0,0.504,0.87,0.753,2.575,1.034,-3.503,-0.88,1.814,4.672,1.168,1.546,-1.418,-0.587,1.347,-4.056,0.71,-0.145
282,1.682,-0.758,-4.429,0.0,0.549,0.728,0.632,2.821,0.755,-4.27,-0.753,2.281,5.129,1.083,1.727,-1.688,-0.443,1.096,-4.191,1.2,-0.324
283,1.939,-0.752,-4.221,0.0,0.782,0.501,1.097,2.448,0.608,-3.439,-0.52,1.933,4.165,1.059,1.54,-1.406,-0.243,1.224,-4.011,1.127,-0.403
284,1.61,-0.707,-4.004,0.0,0.398,0.589,0.432,3.367,0.798,-4.67,-0.875,2.906,5.45,1.232,1.667,-1.711,-0.597,1.308,-4.741,1.615,-0.129
285,2.079,-0.736,-5.148,0.0,0.764,0.776,0.613,2.936,0.569,-4.166,-0.892,2.121,4.97,1.257,1.639,-1.564,-0.254,1.135,-4.624,1.123,-0.227
286,1.888,-0.785,-3.776,0.0,0.456,0.66,0.852,2.813,1.043,-4.11,-0.918,2.537,4.846,1.509,1.75,-1.301,-0.426,1.15,-4.326,1.43,0.075
287,1.641,-0.718,-3.386,0.0,0.654,0.507,0.85,2.448,0.879,-3.778,-0.668,2.388,4.594,1.176,1.616,-1.117,-0.389,1.352,-4.127,1.467,-0.367
288,1.676,-0.741,-3.762,0.0,0.724,0.84,0.577,2.667,0.733,-4.085,-0.809,1.94,4.974,1.397,1.533,-1.599,-0.447,1.29,-4.179,0.961,-0.067
289,1.626,-0.726,-3.597,0.0,0.542,1.051,0.549,2.937,-0.105,-4.171,-0.937,1.894,4.112,1.295,1.628,-1.694,-0.04,1.208,-4.411,1.054,-0.052
290,1.458,-0.725,-3.669,0.0,0.522,0.802,0.807,3.117,1.245,-4.583,-0.952,2.824,5.579,1.397,1.652,-1.655,-0.589,1.274,-4.628,1.387,-0.039
291,1.694,-0.758,-4.097,0.0,0.762,0.717,0.715,2.464,0.938,-3.704,-0.884,2.1,4.619,1.064,1.55,-1.186,-0.612,1.327,-4.011,1.122,-0.068
292,1.724,-0.657,-3.588,0.0,0.656,0.678,0.573,2.946,1.062,-4.327,-0.971,2.5,5.251,1.356,1.736,-1.464,-0.666,1.145,-4.604,1.582,-0.116
293,1.675,-0.599,-3.983,0.0,0.825,0.563,0.618,3.341,1.341,-4.308,-0.98,2.876,5.587,1.364,1.735,-1.891,-0.74,1.084,-4.399,1.693,-0.165
294,1.973,-0.657,-4.385,0.0,1.096,0.774,0.686,2.612,0.706,-3.715,-0.946,1.778,4.743,1.208,1.718,-1.535,-0.318,1.124,-4.174,0.787,-0.165
