Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y,x16,x17,x18,x19,x20
142,0.109,-1.714,1.113,-1.635,-0.049,-0.111,-0.465,1.003,2.435,-1.591,-0.198,1.717,-0.047,-1.149,3.563,1.0,0.501,-0.515,-0.536,-0.875,1.896
143,0.068,-1.71,1.166,-0.88,-1.101,0.095,-0.015,0.84,2.378,-2.397,-0.306,1.779,-0.255,-1.357,3.628,1.0,0.427,-0.66,-0.462,-1.195,1.817
144,-0.048,-1.405,1.291,-1.54,-0.055,-0.246,-0.382,0.59,2.331,-1.301,0.079,1.807,-0.025,-1.307,3.996,1.0,0.607,-0.576,-0.506,-1.069,2.027
145,0.011,-1.794,1.184,-1.662,-0.249,0.139,-0.21,0.74,2.552,-1.821,0.046,1.957,-0.127,-1.387,3.423,1.0,0.707,-0.527,-0.414,-0.947,1.666
146,0.202,-1.493,1.127,-1.536,-0.573,0.246,-0.106,0.711,2.574,-1.814,0.124,1.873,-0.053,-1.215,3.446,1.0,0.634,-0.503,-0.37,-1.156,1.679
147,0.015,-1.546,1.153,-1.044,-1.025,0.308,0.155,0.724,2.37,-2.318,-0.196,1.426,-0.146,-0.999,3.774,1.0,0.525,-0.382,-0.508,-1.38,1.821
148,0.152,-1.363,0.914,-1.223,-0.892,0.306,-0.011,0.792,2.499,-2.353,-0.209,1.85,0.121,-1.216,4.04,1.0,0.451,-0.346,-0.31,-1.141,1.839
149,0.17,-1.552,1.11,-1.448,-0.062,-0.273,-0.355,0.59,2.566,-1.428,-0.221,1.735,-0.281,-1.211,3.679,1.0,0.583,-0.577,-0.322,-0.999,1.864
150,0.027,-1.414,1.306,-1.481,-0.427,0.019,-0.432,0.538,2.507,-1.609,-0.177,1.687,-0.275,-1.263,3.166,1.0,0.723,-0.531,-0.096,-0.9,1.604
151,0.072,-1.659,1.122,-1.49,-0.215,-0.365,-0.081,0.681,2.52,-1.697,-0.145,1.865,0.004,-1.276,3.983,1.0,0.438,-0.483,-0.405,-1.134,1.684
152,0.001,-1.547,0.9,-1.654,0.003,-0.473,-0.377,0.578,2.392,-1.334,0.11,1.794,-0.004,-1.188,4.008,1.0,0.602,-0.474,-0.403,-1.34,1.961
153,0.095,-1.612,0.92,-1.491,-0.498,-0.348,0.007,0.39,2.427,-1.64,-0.125,1.645,-0.278,-1.135,3.566,1.0,0.61,-0.735,-0.406,-1.371,1.831
154,0.197,-1.386,1.034,-1.415,-0.509,-0.059,-0.144,0.591,2.304,-1.752,0.156,1.709,-0.076,-1.288,3.78,1.0,0.612,-0.69,-0.391,-1.085,1.652
155,0.083,-1.381,1.151,-1.582,-0.089,0.076,-0.57,0.679,2.429,-1.472,0.015,1.731,-0.024,-1.205,3.911,1.0,0.649,-0.397,-0.482,-0.923,1.755
156,0.221,-1.667,1.334,-1.451,-0.156,-0.47,-0.265,0.531,2.485,-1.488,-0.078,1.653,-0.458,-1.08,3.797,1.0,0.743,-0.583,-0.532,-1.301,1.681
157,0.295,-1.503,1.12,-1.516,-0.365,-0.122,-0.331,0.695,2.477,-1.65,-0.154,1.765,-0.221,-1.17,3.951,1.0,0.771,-0.665,-0.469,-0.983,1.623
158,-0.029,-1.698,1.222,-1.502,-0.635,0.037,-0.181,0.759,2.521,-1.927,-0.07,1.789,0.065,-1.309,3.591,1.0,0.52,-0.449,-0.51,-1.112,1.828
159,0.196,-1.765,1.195,-1.728,0.041,-0.446,-0.601,0.668,2.653,-1.552,-0.143,1.666,-0.171,-1.429,3.551,1.0,0.95,-0.692,-0.509,-1.105,1.788
160,0.225,-1.559,1.172,-1.519,-0.058,-0.542,-0.446,0.45,2.398,-1.205,0.098,1.484,-0.369,-1.074,3.394,1.0,0.602,-0.696,-0.459,-1.294,1.669
161,0.177,-1.573,1.098,-1.226,-0.553,-0.082,-0.226,0.639,2.449,-1.82,-0.129,1.745,-0.055,-1.336,3.58,1.0,0.491,-0.671,-0.355,-1.306,1.644
162,0.295,-1.512,1.26,-1.351,-0.332,-0.106,-0.207,0.699,2.221,-1.778,-0.115,1.734,-0.135,-1.357,3.416,1.0,0.727,-0.522,-0.42,-1.036,1.768
163,0.196,-1.438,0.991,-1.743,0.244,-0.407,-0.423,0.515,2.359,-1.163,0.161,1.652,-0.123,-1.22,3.761,1.0,0.477,-0.469,-0.208,-1.232,1.715
164,0.086,-1.46,1.115,-1.512,-0.22,-0.238,-0.49,0.628,2.247,-1.681,-0.107,1.711,-0.177,-1.38,3.904,1.0,0.649,-0.504,-0.327,-1.289,1.653
165,0.138,-1.556,0.932,-1.435,-0.668,0.167,-0.334,0.828,2.308,-2.283,-0.092,1.524,-0.15,-1.235,3.428,1.0,0.855,-0.488,-0.479,-1.057,1.781
166,0.21,-1.189,0.776,-1.781,0.024,-0.282,-0.12,0.47,2.411,-1.087,-0.039,1.666,-0.388,-1.009,3.909,1.0,0.363,-0.368,-0.218,-1.283,1.501
167,0.317,-1.599,1.147,-1.776,-0.185,-0.16,-0.4,0.533,2.468,-1.461,0.056,1.683,-0.196,-1.117,3.704,1.0,0.712,-0.575,-0.336,-1.077,1.696
168,0.116,-1.725,1.061,-1.75,-0.287,-0.429,0.045,0.567,2.339,-1.485,-0.074,1.679,-0.222,-1.192,3.837,1.0,0.609,-0.592,-0.653,-1.173,1.873
169,0.015,-1.839,0.987,-1.378,-0.747,0.182,-0.068,0.818,2.64,-2.244,-0.13,1.596,-0.133,-1.2,3.768,1.0,0.62,-0.652,-0.391,-1.266,1.786
170,0.133,-1.62,1.045,-1.325,-0.296,-0.083,-0.081,0.61,2.379,-1.828,0.005,1.683,-0.34,-1.43,3.639,1.0,0.709,-0.478,-0.623,-1.235,1.756
171,0.17,-1.671,0.833,-1.358,-0.379,0.147,-0.037,0.526,2.288,-1.679,0.117,1.749,0.011,-1.315,3.31,1.0,0.721,-0.598,-0.396,-1.007,1.86
172,0.106,-1.872,0.985,-1.466,-0.408,-0.218,-0.355,0.686,2.403,-1.796,-0.324,1.778,-0.182,-1.341,4.048,1.0,0.623,-0.74,-0.381,-1.044,1.88
173,0.272,-1.717,1.224,-1.589,0.257,-0.494,-0.447,0.706,2.428,-1.221,-0.104,1.44,-0.296,-1.031,3.537,1.0,0.541,-0.371,-0.624,-1.112,1.678
174,0.167,-1.715,1.077,-1.569,-0.286,-0.267,-0.261,0.612,2.685,-1.7,-0.217,1.718,-0.338,-1.341,3.554,1.0,0.649,-0.644,-0.504,-1.215,1.996
175,0.147,-1.346,1.051,-1.522,-0.364,-0.263,-0.381,0.496,2.361,-1.482,-0.081,1.669,-0.008,-1.352,4.039,1.0,0.398,-0.687,-0.441,-1.19,1.522
176,0.363,-1.68,0.895,-1.686,-0.336,-0.129,-0.201,0.719,2.565,-1.669,-0.178,1.628,-0.231,-1.1,3.618,1.0,0.587,-0.27,-0.282,-1.02,1.637
177,-0.021,-1.669,1.028,-1.255,-0.646,-0.166,-0.209,0.483,2.444,-1.914,-0.163,1.746,-0.352,-1.104,4.085,1.0,0.611,-0.666,-0.567,-1.278,1.742
178,0.007,-1.819,1.183,-1.84,0.179,-0.32,-0.312,0.715,2.536,-1.386,-0.115,1.541,-0.128,-1.194,3.401,1.0,0.582,-0.898,-0.496,-0.775,1.762
179,-0.0,-1.67,0.974,-1.753,0.021,-0.292,-0.177,0.424,2.514,-1.216,0.033,1.874,-0.366,-1.374,3.602,1.0,0.813,-0.363,-0.366,-1.288,2.094
180,0.229,-1.555,1.02,-1.18,-0.544,-0.002,-0.122,0.678,2.64,-1.872,-0.068,1.924,-0.015,-1.267,3.709,1.0,0.577,-0.677,-0.34,-0.823,1.701
181,0.085,-1.549,1.091,-1.524,-0.6,0.027,-0.274,0.544,2.661,-1.809,-0.297,1.715,-0.265,-1.194,4.055,1.0,0.683,-0.477,-0.519,-1.186,1.607
182,0.313,-1.444,0.926,-1.412,-0.149,0.096,-0.289,0.753,2.298,-1.594,-0.146,1.753,-0.095,-1.349,3.642,1.0,0.694,-0.506,-0.262,-0.98,1.898
183,0.196,-1.476,1.07,-1.721,-0.208,0.151,-0.314,0.75,2.497,-1.679,-0.222,1.653,-0.227,-1.296,3.737,1.0,0.623,-0.412,-0.36,-1.047,1.764
184,0.201,-1.643,1.021,-1.504,0.016,-0.003,-0.6,0.806,2.313,-1.534,-0.106,1.765,0.036,-1.163,3.668,1.0,0.675,-0.37,-0.33,-0.86,1.919
185,0.165,-1.515,1.093,-1.5,-0.419,-0.116,-0.083,0.317,2.486,-1.621,-0.233,1.699,-0.321,-1.19,3.579,1.0,0.535,-0.547,-0.142,-1.361,2.028
186,0.142,-1.769,1.055,-1.455,-0.413,-0.033,0.078,0.732,2.496,-1.664,-0.284,1.703,-0.194,-1.238,3.849,1.0,0.329,-0.373,-0.442,-1.147,1.725
187,0.401,-1.637,1.02,-1.448,-0.478,0.052,-0.066,0.638,2.461,-1.775,-0.252,1.534,-0.206,-1.139,3.604,1.0,0.604,-0.362,-0.461,-0.95,1.659
188,0.056,-1.58,1.208,-1.48,-0.595,0.17,-0.181,0.494,2.505,-1.713,-0.165,1.622,-0.253,-1.368,3.829,1.0,0.748,-0.625,-0.603,-0.947,1.811
189,0.113,-1.517,1.132,-1.338,-0.484,-0.176,0.088,0.518,2.539,-1.689,0.038,1.575,-0.262,-1.089,4.04,1.0,0.513,-0.51,-0.329,-1.319,2.01
190,0.209,-1.481,1.053,-1.837,-0.022,-0.461,-0.153,0.643,2.29,-1.337,-0.306,1.442,-0.578,-1.126,3.244,1.0,0.554,-0.506,-0.274,-1.133,1.98
191,0.207,-1.569,1.168,-1.452,-0.6,0.322,-0.464,0.774,2.433,-1.963,-0.121,1.718,-0.133,-1.128,3.213,1.0,0.759,-0.285,-0.614,-0.92,1.471
192,0.088,-1.684,0.871,-1.398,-0.693,0.053,-0.363,0.599,2.424,-2.106,0.147,2.027,0.034,-1.26,3.998,1.0,0.743,-0.598,-0.287,-1.118,1.847
193,0.283,-1.624,0.996,-1.541,-0.609,-0.14,0.006,0.537,2.585,-1.94,-0.203,1.607,-0.402,-1.142,3.892,1.0,0.505,-0.463,-0.512,-1.37,1.874
194,0.247,-1.823,0.894,-1.457,-0.439,-0.24,-0.086,0.44,2.394,-1.821,-0.042,1.85,-0.338,-1.191,3.893,1.0,0.45,-0.469,-0.493,-1.283,2.008
195,0.438,-1.642,1.067,-1.162,-0.896,0.071,0.018,0.748,2.437,-2.235,0.081,1.74,-0.153,-1.464,3.824,1.0,0.488,-0.598,-0.525,-1.058,1.899
196,0.35,-1.836,1.149,-1.426,-0.64,0.034,-0.002,0.454,2.53,-1.694,0.113,1.824,-0.293,-1.299,3.516,1.0,0.718,-0.615,-0.614,-1.315,1.892
197,0.244,-1.366,1.11,-1.241,-0.578,-0.165,-0.182,0.652,2.302,-1.78,0.014,1.755,-0.026,-1.312,3.905,1.0,0.441,-0.436,-0.406,-1.219,1.883
198,0.104,-1.444,1.29,-1.347,-0.594,0.008,-0.386,0.631,2.555,-1.756,-0.324,1.625,-0.272,-1.15,3.949,1.0,0.569,-0.348,-0.448,-1.223,1.686
199,0.291,-1.787,1.107,-1.219,-0.535,-0.107,-0.325,0.551,2.414,-1.547,-0.238,1.645,-0.39,-1.104,3.736,1.0,0.482,-0.723,-0.408,-1.177,1.78
200,0.132,-1.545,1.252,-1.358,-0.633,-0.044,-0.027,0.699,2.477,-1.917,0.124,1.737,-0.136,-1.145,3.945,1.0,0.533,-0.513,-0.523,-1.335,1.855
201,0.324,-1.516,1.132,-1.058,-0.959,0.174,0.005,0.272,2.635,-1.789,-0.026,1.866,-0.236,-1.275,3.946,1.0,0.61,-0.598,-0.538,-1.315,1.647
202,0.256,-1.484,1.15,-1.515,0.026,-0.32,-0.369,0.628,2.19,-1.598,0.009,1.528,-0.114,-1.364,3.552,1.0,0.729,-0.459,-0.509,-1.285,1.923
203,0.053,-1.661,0.917,-1.165,-0.624,0.24,-0.329,0.813,2.416,-1.906,-0.257,1.606,-0.227,-1.026,3.392,1.0,0.638,-0.526,-0.504,-1.078,1.8
204,0.272,-1.666,1.169,-1.385,-0.661,-0.092,-0.354,0.695,2.658,-2.072,-0.208,1.671,-0.325,-1.302,4.03,1.0,0.496,-0.511,-0.459,-1.221,1.809
205,-0.0,-1.816,0.892,-1.733,-0.079,-0.256,-0.324,0.593,2.584,-1.258,-0.004,2.093,0.022,-1.509,3.8,1.0,0.438,-0.552,-0.509,-1.123,1.863
206,0.043,-1.47,1.169,-1.779,0.099,-0.361,-0.115,0.583,2.513,-1.333,-0.074,1.68,-0.129,-1.406,3.675,1.0,0.552,-0.451,-0.615,-1.149,1.89
207,0.195,-1.55,1.06,-1.682,0.35,-0.502,-0.395,0.437,2.429,-1.06,0.041,1.71,-0.398,-1.254,3.358,1.0,0.607,-0.444,-0.488,-1.058,1.869
208,-0.054,-1.49,1.015,-1.167,-0.824,-0.165,-0.095,0.718,2.271,-2.282,-0.234,1.791,-0.181,-1.324,3.925,1.0,0.563,-0.549,-0.297,-1.42,1.936
209,0.117,-1.576,0.856,-1.246,-0.823,-0.028,-0.068,0.544,2.534,-2.053,-0.186,1.767,-0.223,-1.156,3.775,1.0,0.581,-0.696,-0.45,-1.227,1.686
210,0.254,-1.664,1.032,-1.717,-0.32,-0.126,-0.247,0.659,2.635,-1.659,-0.206,1.487,-0.524,-1.235,4.023,1.0,0.565,-0.45,-0.441,-1.304,1.838
211,0.344,-1.439,1.104,-1.951,0.23,-0.363,-0.425,0.664,2.7,-1.194,-0.213,1.768,-0.069,-1.283,3.735,1.0,0.736,-0.431,-0.367,-1.118,1.598
212,0.059,-1.388,0.904,-1.244,-0.802,0.283,-0.179,0.515,2.535,-2.267,-0.088,1.97,-0.352,-1.423,3.764,1.0,0.775,-0.429,-0.229,-1.128,1.692
213,0.006,-1.552,1.197,-1.383,-0.487,0.308,-0.251,0.516,2.373,-1.601,-0.087,1.706,-0.233,-1.382,3.723,1.0,0.594,-0.61,-0.484,-0.959,1.761
214,0.246,-1.55,1.202,-1.345,-0.539,0.066,-0.122,0.711,2.535,-1.955,-0.338,1.966,-0.052,-1.356,3.854,1.0,0.547,-0.27,-0.356,-1.084,1.892
215,-0.013,-1.644,1.059,-1.698,-0.198,-0.243,0.004,0.519,2.508,-1.317,0.036,1.64,-0.151,-1.151,3.877,1.0,0.332,-0.526,-0.435,-1.324,1.851
216,0.109,-1.757,1.195,-1.623,0.009,-0.505,-0.247,0.69,2.514,-1.226,-0.056,1.8,-0.142,-1.336,3.937,1.0,0.464,-0.636,-0.544,-1.106,1.82
217,0.094,-1.528,1.095,-1.256,-0.434,-0.065,0.054,0.39,2.451,-1.543,-0.195,1.477,-0.11,-0.988,3.963,1.0,0.563,-0.42,-0.373,-1.142,1.921
218,0.097,-1.823,1.071,-1.633,-0.182,-0.246,-0.277,0.65,2.558,-1.379,-0.194,1.876,-0.225,-1.181,4.037,1.0,0.497,-0.539,-0.507,-1.145,2.001
219,0.233,-1.573,1.161,-1.231,-0.354,-0.171,-0.359,0.526,2.398,-1.862,0.035,1.804,-0.382,-1.246,3.849,1.0,0.731,-0.458,-0.513,-0.987,1.877
220,0.065,-1.368,1.141,-1.545,-0.302,-0.074,-0.265,0.704,2.369,-1.516,-0.072,1.739,0.133,-1.2,3.363,1.0,0.459,-0.369,-0.467,-0.968,1.593
221,0.249,-1.589,1.115,-1.477,-0.173,-0.162,-0.164,0.398,2.515,-1.599,0.033,1.784,-0.297,-1.249,3.712,1.0,0.723,-0.542,-0.514,-1.035,1.674
222,0.08,-1.482,1.32,-1.335,-0.542,0.039,-0.137,0.726,2.485,-1.783,-0.048,1.789,0.069,-1.312,3.801,1.0,0.527,-0.415,-0.54,-1.215,1.951
223,0.19,-1.237,1.114,-1.415,-0.224,-0.068,-0.174,0.519,2.484,-1.497,-0.018,1.614,-0.208,-1.3,3.738,1.0,0.598,-0.454,-0.364,-1.031,1.648
224,0.096,-1.487,1.169,-1.263,-0.504,-0.214,-0.037,0.34,2.487,-1.76,-0.096,1.9,-0.309,-1.28,3.6,1.0,0.701,-0.655,-0.459,-1.156,1.764
225,0.269,-1.429,1.238,-1.356,-0.034,-0.112,-0.213,0.483,2.281,-1.075,-0.259,1.409,-0.192,-1.062,2.559,1.0,0.316,-0.382,-0.556,-0.852,1.768
226,0.27,-1.603,0.922,-1.523,-0.227,0.097,-0.283,0.519,2.403,-1.395,-0.093,1.658,-0.385,-1.204,3.605,1.0,0.749,-0.49,-0.55,-0.951,1.654
227,0.221,-1.453,1.248,-1.425,-0.511,0.071,-0.194,0.582,2.586,-1.774,-0.188,1.713,-0.436,-1.284,4.032,1.0,0.623,-0.478,-0.304,-1.235,1.633
228,0.303,-1.633,1.044,-1.004,-1.024,0.338,0.194,0.576,2.413,-2.161,-0.2,1.741,-0.249,-1.259,3.572,1.0,0.555,-0.323,-0.468,-1.11,1.545
229,0.261,-1.666,1.036,-1.222,-0.426,-0.015,-0.1,0.652,2.652,-1.848,-0.077,1.687,-0.25,-1.177,3.981,1.0,0.538,-0.488,-0.504,-1.112,1.976
230,0.22,-1.454,1.172,-1.517,0.114,-0.324,-0.324,0.69,2.203,-1.352,-0.203,1.457,-0.009,-1.091,3.552,1.0,0.686,-0.287,-0.476,-1.038,1.791
231,0.207,-1.695,1.148,-0.811,-0.739,0.414,-0.286,0.722,2.423,-1.885,-0.128,1.617,-0.38,-1.182,3.256,1.0,0.557,-0.378,-0.507,-1.012,1.844
232,0.106,-1.614,1.052,-1.433,-0.683,0.005,-0.221,0.715,2.599,-1.957,-0.002,1.944,-0.108,-1.302,4.048,1.0,0.409,-0.331,-0.388,-1.45,1.834
233,0.295,-1.485,0.96,-1.398,-0.462,0.042,-0.26,0.774,2.525,-1.545,-0.222,1.551,-0.226,-1.057,3.83,1.0,0.319,-0.357,-0.339,-1.148,1.528
234,0.306,-1.666,1.176,-1.366,-0.508,0.052,-0.21,0.735,2.484,-1.834,-0.166,1.742,-0.115,-1.308,3.043,1.0,0.643,-0.219,-0.342,-1.165,1.749
235,0.075,-1.643,1.047,-1.469,-0.357,0.303,-0.179,0.742,2.437,-1.988,0.072,1.802,-0.21,-1.343,3.503,1.0,0.621,-0.465,-0.396,-0.804,1.903
236,0.14,-1.734,1.021,-1.408,-0.625,0.027,-0.182,0.526,2.581,-1.738,0.075,1.925,-0.169,-1.351,3.74,1.0,0.559,-0.711,-0.486,-1.145,1.885
237,0.004,-1.615,1.104,-1.285,-0.493,0.191,-0.18,0.773,2.373,-2.007,-0.351,1.703,-0.129,-1.266,3.521,1.0,0.641,-0.413,-0.369,-0.943,1.73
238,0.302,-1.554,0.939,-1.402,-0.385,-0.453,-0.313,0.645,2.593,-1.642,-0.12,1.742,-0.171,-1.055,3.858,1.0,0.58,-0.651,-0.348,-1.177,1.607
239,0.259,-1.537,1.171,-1.12,-0.142,-0.245,-0.158,0.476,2.515,-1.348,-0.079,1.675,0.047,-1.326,3.721,1.0,0.625,-0.569,-0.429,-1.097,1.793
240,0.199,-1.626,1.076,-1.145,-1.062,0.429,-0.089,0.58,2.454,-2.347,-0.1,1.715,-0.187,-1.375,3.466,1.0,0.904,-0.634,-0.528,-1.182,1.862
241,0.158,-1.509,1.046,-1.34,-0.634,-0.174,-0.02,0.622,2.43,-1.983,-0.031,1.923,0.061,-1.38,3.84,1.0,0.74,-0.627,-0.377,-1.337,1.869
242,0.098,-1.6,1.193,-1.323,-0.377,-0.156,-0.325,0.515,2.298,-1.811,-0.026,1.932,-0.069,-1.292,3.678,1.0,0.641,-0.639,-0.53,-0.93,1.93
243,0.229,-1.623,1.068,-1.03,-0.805,0.275,0.092,0.403,2.406,-1.707,-0.101,1.775,-0.278,-1.235,3.991,1.0,0.602,-0.456,-0.527,-0.986,1.857
244,0.152,-1.629,0.946,-1.096,-0.694,-0.178,0.167,0.552,2.395,-2.093,-0.125,1.803,-0.39,-1.185,3.989,1.0,0.709,-0.621,-0.355,-1.256,1.852
245,0.141,-1.588,0.918,-1.675,-0.1,-0.152,-0.322,0.664,2.548,-1.552,-0.164,1.611,-0.383,-0.895,3.282,1.0,0.536,-0.527,-0.413,-1.224,1.871
246,0.261,-1.557,0.987,-1.805,-0.363,-0.103,-0.275,0.602,2.488,-1.822,0.14,1.649,-0.129,-1.143,3.988,1.0,0.612,-0.43,-0.396,-1.177,1.783
247,0.143,-1.678,1.166,-1.476,-0.585,-0.086,0.065,0.51,2.547,-1.741,-0.051,1.619,-0.174,-1.182,4.105,1.0,0.521,-0.592,-0.449,-1.35,1.821
248,0.252,-1.504,1.08,-1.573,-0.224,-0.131,-0.106,0.606,2.526,-1.596,0.134,1.886,-0.199,-1.442,4.071,1.0,0.36,-0.697,-0.35,-1.168,1.868
249,0.322,-1.734,1.082,-1.249,-0.499,0.188,-0.311,0.7,2.806,-2.056,-0.369,1.761,-0.556,-1.354,3.697,1.0,0.566,-0.373,-0.589,-1.144,1.826
250,0.081,-1.462,1.174,-1.374,-0.393,-0.128,-0.243,0.594,2.504,-1.757,-0.053,1.721,-0.378,-1.328,3.437,1.0,0.614,-0.33,-0.461,-1.065,1.687
251,0.056,-1.664,0.968,-1.51,-0.521,0.095,-0.343,0.759,2.355,-2.034,-0.096,1.951,-0.084,-1.395,4.004,1.0,0.77,-0.342,-0.113,-1.112,1.982
252,0.253,-1.513,0.985,-1.334,-0.562,0.026,-0.235,0.506,2.429,-1.816,0.039,1.975,-0.14,-1.253,3.37,1.0,0.629,-0.547,-0.231,-1.208,1.718
253,0.335,-1.572,1.078,-1.312,-0.186,-0.252,-0.205,0.746,2.406,-1.603,-0.076,1.874,-0.18,-1.352,3.708,1.0,0.607,-0.621,-0.506,-1.163,1.833
254,0.22,-1.64,1.058,-1.333,-0.609,0.122,-0.316,0.516,2.501,-1.909,-0.108,1.992,-0.38,-1.372,3.246,1.0,0.872,-0.76,-0.361,-1.052,2.017
255,0.224,-1.708,1.046,-1.366,-0.65,0.217,-0.135,0.918,2.673,-2.168,-0.124,1.933,-0.008,-1.205,3.876,1.0,0.522,-0.367,-0.378,-1.054,1.808
256,0.152,-1.591,1.125,-1.246,-0.414,-0.167,-0.225,0.551,2.569,-1.717,-0.025,1.842,-0.178,-1.174,3.705,1.0,0.601,-0.609,-0.298,-1.212,1.806
257,0.187,-1.531,1.252,-1.321,-0.557,0.233,0.03,0.719,2.376,-1.918,-0.026,1.704,-0.047,-1.082,3.342,1.0,0.613,-0.365,-0.51,-0.98,1.914
258,0.202,-1.738,1.176,-1.208,-0.844,0.454,0.046,0.532,2.437,-2.014,-0.015,1.609,-0.228,-1.3,3.87,1.0,0.673,-0.573,-0.514,-1.013,1.884
259,0.233,-1.592,0.977,-1.214,-0.437,-0.199,-0.185,0.677,2.509,-2.089,-0.237,1.738,-0.388,-1.321,3.928,1.0,0.763,-0.422,-0.225,-1.33,1.96
260,0.042,-1.628,1.057,-1.214,-0.609,0.042,0.142,0.367,2.176,-1.86,-0.007,1.757,-0.207,-1.215,3.78,1.0,0.856,-0.628,-0.603,-1.004,1.674
261,0.2,-1.512,1.133,-1.656,-0.211,-0.06,-0.35,0.49,2.295,-1.313,-0.268,1.501,-0.209,-1.076,2.919,1.0,0.605,-0.427,-0.398,-0.859,1.72
262,0.295,-1.566,1.203,-1.326,-0.587,0.518,-0.29,0.8,2.314,-2.027,-0.04,1.68,-0.074,-1.341,3.673,1.0,0.742,-0.241,-0.529,-1.053,1.726
263,-0.011,-1.511,0.97,-1.327,-0.246,-0.255,-0.337,0.48,2.407,-1.444,-0.122,1.815,-0.188,-1.084,3.967,1.0,0.541,-0.533,-0.315,-1.313,1.626
264,0.008,-1.622,1.013,-1.585,-0.583,0.019,-0.266,0.601,2.589,-1.676,-0.054,1.756,-0.276,-1.361,4.005,1.0,0.597,-0.201,-0.559,-1.278,1.875
265,0.084,-1.402,0.956,-1.337,-0.887,0.146,-0.315,0.759,2.457,-2.318,-0.019,1.684,-0.257,-1.125,3.962,1.0,0.687,-0.365,-0.283,-1.184,1.741
266,0.229,-1.515,1.245,-1.331,-0.766,0.29,-0.142,0.4,2.482,-1.795,0.106,1.952,-0.189,-1.485,3.503,1.0,0.791,-0.506,-0.334,-1.083,1.776
267,0.239,-1.276,1.097,-1.728,0.099,-0.293,-0.42,0.487,2.507,-1.258,0.046,1.822,-0.149,-1.398,3.599,1.0,0.599,-0.436,-0.258,-1.287,1.723
268,0.134,-1.559,1.109,-1.467,-0.561,0.293,-0.205,0.672,2.364,-2.096,-0.057,1.534,-0.463,-1.108,3.057,1.0,0.811,-0.487,-0.431,-0.966,1.88
269,0.215,-1.664,1.112,-1.257,-0.727,0.294,-0.111,0.582,2.566,-2.171,-0.182,1.58,-0.419,-1.089,3.423,1.0,0.722,-0.415,-0.273,-0.979,1.476
270,0.227,-1.409,1.014,-1.638,0.224,-0.36,-0.23,0.647,2.564,-1.342,-0.273,1.635,-0.343,-1.089,3.579,1.0,0.605,-0.659,-0.351,-1.102,1.811
271,0.536,-1.63,1.02,-1.52,-0.195,0.028,-0.371,0.596,2.59,-1.667,-0.134,2.05,0.037,-1.393,3.879,1.0,0.707,-0.419,-0.423,-1.043,1.874
272,0.24,-1.63,1.223,-1.608,-0.359,-0.108,-0.465,0.813,2.556,-1.62,-0.39,1.365,-0.403,-0.961,3.31,1.0,0.736,-0.321,-0.402,-1.092,1.768
273,-0.115,-1.65,0.995,-1.597,-0.014,-0.535,-0.272,0.623,2.514,-1.387,-0.053,1.6,-0.353,-1.212,3.843,1.0,0.687,-0.602,-0.529,-1.312,1.824
274,0.093,-1.616,0.992,-1.681,-0.034,-0.776,-0.004,0.435,2.469,-1.101,0.068,1.619,-0.172,-1.102,3.79,1.0,0.348,-0.666,-0.327,-1.226,1.665
275,0.054,-1.916,1.052,-1.623,-0.259,-0.456,-0.347,0.597,2.572,-1.686,-0.173,1.692,-0.432,-1.28,3.971,1.0,0.581,-0.654,-0.52,-1.458,1.806
276,0.109,-1.556,1.189,-1.627,0.054,-0.451,-0.244,0.496,2.272,-1.163,-0.206,1.534,-0.01,-1.217,3.383,1.0,0.562,-0.584,-0.524,-1.044,1.865
277,0.182,-1.523,1.041,-1.575,-0.376,-0.469,-0.27,0.39,2.452,-1.511,-0.056,1.603,-0.297,-1.356,4.0,1.0,0.532,-0.759,-0.258,-1.351,1.764
278,0.131,-1.653,1.123,-1.384,-0.485,0.234,-0.292,0.715,2.487,-1.836,-0.112,1.749,-0.37,-1.104,3.616,1.0,0.638,-0.412,-0.515,-0.924,1.672
279,-0.014,-1.49,1.139,-1.259,-0.57,0.151,-0.329,0.679,2.435,-1.756,-0.045,1.903,-0.041,-1.328,3.934,1.0,0.643,-0.436,-0.241,-1.195,1.968
280,0.325,-1.388,1.049,-1.667,-0.138,-0.356,-0.081,0.57,2.459,-1.371,0.001,1.756,-0.153,-1.206,3.871,1.0,0.427,-0.557,-0.407,-1.324,1.735
281,0.121,-1.392,1.078,-1.728,-0.052,-0.177,-0.354,0.582,2.433,-1.437,0.025,1.705,0.02,-1.379,3.503,1.0,0.775,-0.631,-0.346,-1.017,1.649
282,0.227,-1.518,1.163,-1.405,-0.487,0.095,-0.225,0.856,2.562,-1.67,0.017,1.608,-0.33,-1.142,3.816,1.0,0.428,-0.432,-0.326,-1.186,1.82
283,0.129,-1.533,1.116,-0.842,-1.058,0.313,-0.021,0.398,2.524,-1.715,0.027,1.781,-0.063,-1.045,3.316,1.0,0.316,-0.616,-0.348,-0.961,1.763
284,0.029,-1.383,1.099,-0.952,-0.981,0.288,0.136,0.435,2.188,-2.139,-0.062,1.801,-0.018,-1.298,3.877,1.0,0.734,-0.59,-0.279,-1.218,1.99
