x0,x1,x2,x3,x4,x5,y,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-4.537,-0.366,-4.761,-12.735,1.937,-2.834,1.0,0.417,-7.408,1.707,1.587,0.121,0.87,0.323,2.086,1.243,-4.326,-3.821,-1.676,-2.433,8.595
-2.712,-0.347,-4.823,-12.298,1.344,-4.094,1.0,-0.218,-8.52,1.837,1.585,-0.256,3.235,0.734,2.283,1.072,-5.007,-4.18,-0.444,-2.325,8.284
-3.789,-0.488,-5.218,-12.762,1.493,-3.259,1.0,0.309,-7.393,1.521,1.665,-0.232,1.525,0.791,2.304,1.318,-4.415,-4.455,-1.469,-2.331,8.322
-3.586,-0.47,-4.747,-12.88,1.45,-3.22,1.0,-0.038,-7.81,1.556,1.421,-0.084,2.02,0.482,2.095,1.273,-5.027,-4.117,-1.172,-2.265,8.681
-4.273,-0.559,-4.908,-12.907,1.755,-2.916,1.0,0.347,-7.51,1.837,1.545,0.097,1.026,0.182,2.003,1.228,-4.454,-3.923,-1.659,-2.347,8.561
-3.658,-0.459,-4.417,-11.891,1.657,-3.269,1.0,0.049,-7.018,1.612,1.622,-0.297,1.695,0.93,2.182,1.111,-4.093,-3.827,-1.027,-2.15,7.826
-3.328,-0.307,-5.117,-12.996,1.456,-3.456,1.0,0.468,-7.788,2.047,1.563,0.015,2.388,-0.007,2.078,1.16,-4.857,-4.884,-1.224,-2.433,8.259
-1.736,-0.45,-4.018,-10.516,0.842,-4.01,1.0,-0.701,-7.766,1.748,1.459,-0.197,3.499,0.917,2.201,1.0,-4.517,-3.669,0.145,-2.222,7.551
-3.542,-0.566,-4.885,-12.594,1.597,-3.18,1.0,0.214,-7.614,1.468,1.495,-0.263,1.956,0.876,2.022,1.37,-4.482,-4.279,-1.413,-2.168,8.166
-4.218,-0.562,-4.808,-12.204,1.671,-2.752,1.0,0.382,-7.045,1.51,1.292,-0.29,1.184,1.04,2.174,1.252,-3.975,-4.049,-1.447,-2.162,8.22
-3.786,-0.7,-4.601,-12.135,1.624,-2.953,1.0,0.228,-6.997,1.777,1.529,0.084,1.282,0.804,2.105,1.275,-4.186,-3.93,-1.505,-2.158,7.997
-4.55,-0.622,-4.247,-12.507,2.043,-2.928,1.0,0.509,-7.424,1.719,1.638,0.017,0.961,0.649,2.066,1.151,-4.226,-3.553,-1.41,-2.156,8.499
-3.791,-0.564,-5.361,-13.072,1.55,-3.273,1.0,0.43,-7.699,1.719,1.664,-0.101,1.895,0.732,2.183,1.452,-4.351,-4.631,-1.643,-2.187,8.337
-4.354,-0.49,-5.01,-12.688,1.921,-2.488,1.0,0.955,-6.791,1.588,1.503,-0.139,0.94,0.678,2.422,1.103,-3.957,-4.158,-1.956,-2.301,8.052
-4.642,-0.366,-5.215,-12.945,1.848,-2.388,1.0,0.977,-6.616,1.603,1.493,0.052,0.484,0.544,1.832,1.254,-3.989,-4.255,-2.185,-2.066,8.049
-3.854,-0.491,-5.314,-13.009,1.37,-3.461,1.0,-0.021,-7.997,1.543,1.511,-0.064,1.931,0.694,2.21,1.371,-4.894,-4.488,-1.103,-2.288,8.793
-3.438,-0.457,-4.678,-12.493,1.589,-3.829,1.0,-0.226,-8.228,1.675,1.737,-0.149,2.191,0.601,1.886,1.257,-4.77,-4.1,-1.018,-2.269,8.592
-3.654,-0.499,-5.331,-12.795,1.331,-3.312,1.0,0.423,-7.742,1.579,1.524,-0.084,1.835,0.91,1.908,1.559,-4.458,-4.7,-1.401,-2.321,8.533
-4.889,-0.657,-4.904,-13.49,2.259,-2.83,1.0,0.298,-7.733,1.68,1.547,-0.02,0.886,0.466,2.066,1.379,-4.477,-3.855,-1.891,-2.416,9.086
-4.115,-0.315,-5.277,-12.977,1.65,-3.034,1.0,0.565,-7.46,1.731,1.512,-0.093,1.542,0.832,2.179,1.416,-4.273,-4.436,-1.566,-2.279,8.355
-4.089,-0.381,-4.472,-12.724,1.755,-3.35,1.0,-0.053,-8.255,1.695,1.52,-0.515,1.215,0.753,2.127,1.313,-4.673,-3.707,-1.14,-2.497,8.954
-4.259,-0.504,-4.68,-12.111,1.804,-2.542,1.0,0.726,-6.703,1.722,1.738,-0.008,0.979,0.832,2.32,1.387,-3.815,-3.93,-1.678,-2.263,7.903
-4.6,-0.497,-4.569,-12.45,2.039,-2.491,1.0,0.706,-6.811,1.682,1.665,-0.264,0.804,0.846,2.24,1.074,-4.014,-3.808,-1.954,-2.251,8.237
-3.748,-0.374,-4.62,-11.762,1.484,-2.616,1.0,0.558,-6.389,1.563,1.255,-0.409,1.123,1.061,2.18,0.88,-3.601,-4.253,-1.872,-2.455,7.294
-3.602,-0.536,-5.416,-12.818,1.459,-3.043,1.0,0.274,-7.284,1.579,1.486,-0.26,1.721,0.788,2.098,1.305,-4.385,-4.55,-1.598,-2.239,7.979
-4.088,-0.466,-4.877,-13.181,1.5,-3.322,1.0,0.161,-8.0,1.803,1.347,0.238,1.626,0.238,1.85,1.078,-4.881,-3.971,-1.334,-2.261,8.896
-3.261,-0.325,-4.072,-11.821,1.28,-3.37,1.0,-0.145,-7.699,1.727,1.483,0.002,1.991,0.402,2.147,0.973,-4.785,-3.503,-0.583,-2.168,8.199
-3.842,-0.512,-4.693,-12.271,1.582,-3.025,1.0,-0.036,-7.258,1.503,1.44,-0.079,1.522,0.719,2.311,1.132,-4.423,-3.988,-1.229,-2.228,8.15
-3.556,-0.326,-4.746,-12.42,1.576,-3.454,1.0,0.175,-7.991,1.629,1.534,0.177,2.048,0.62,2.302,1.337,-4.853,-3.697,-0.849,-2.192,8.751
-3.634,-0.434,-5.061,-12.933,1.61,-3.446,1.0,0.061,-7.947,1.716,1.445,-0.095,2.004,0.571,2.17,1.664,-4.949,-3.927,-1.165,-1.976,8.482
-4.15,-0.427,-4.597,-12.611,1.92,-3.155,1.0,0.388,-7.661,1.844,1.521,-0.205,1.539,0.728,2.219,1.509,-4.343,-3.948,-1.525,-2.013,8.498
-4.464,-0.522,-5.22,-13.095,1.938,-2.942,1.0,0.793,-7.499,1.814,1.421,0.1,1.095,0.315,2.356,1.304,-4.077,-4.524,-1.74,-2.346,8.289
-2.521,-0.638,-4.453,-11.491,1.186,-3.664,1.0,-0.255,-7.659,1.695,1.505,-0.283,3.067,0.799,2.036,1.05,-4.889,-4.026,-0.276,-2.175,7.999
-3.62,-0.409,-5.095,-13.346,1.574,-3.795,1.0,-0.207,-8.773,1.527,1.6,-0.178,2.171,0.371,2.156,1.542,-5.318,-4.081,-1.096,-2.056,9.157
-4.625,-0.597,-5.291,-13.173,2.373,-2.89,1.0,0.81,-7.693,1.495,1.838,-0.342,1.425,0.893,2.184,1.305,-4.067,-4.364,-2.191,-1.989,8.658
-4.937,-0.491,-4.801,-12.898,1.886,-2.428,1.0,0.838,-7.037,1.673,1.435,0.056,0.42,0.55,2.304,1.06,-4.152,-4.035,-2.034,-2.214,8.523
-4.601,-0.523,-4.812,-12.367,1.917,-2.562,1.0,0.696,-6.842,1.481,1.591,-0.142,0.562,0.695,2.025,1.143,-3.849,-3.816,-1.877,-2.332,7.947
-2.411,-0.346,-4.777,-11.283,0.924,-3.786,1.0,-0.275,-7.379,1.487,1.53,-0.519,2.803,1.265,2.154,1.165,-4.232,-4.395,-0.685,-2.299,7.681
-5.084,-0.522,-4.635,-12.64,2.387,-2.236,1.0,1.149,-6.388,1.711,1.441,0.093,0.128,0.712,2.071,1.226,-3.377,-3.871,-2.502,-2.237,7.931
-3.836,-0.516,-4.532,-11.705,1.434,-2.963,1.0,0.093,-6.865,1.556,1.476,-0.201,1.48,0.792,2.106,1.208,-4.191,-3.731,-1.12,-2.184,7.887
-3.849,-0.508,-4.482,-12.051,1.588,-2.872,1.0,0.302,-6.96,1.625,1.518,-0.208,1.104,0.806,2.219,1.156,-4.209,-3.918,-1.529,-2.387,7.881
-2.837,-0.444,-4.868,-12.095,1.231,-3.701,1.0,-0.492,-7.831,1.644,1.635,-0.454,2.815,0.991,2.032,1.324,-4.701,-4.171,-0.768,-2.419,8.137
-4.332,-0.65,-4.629,-12.315,1.794,-2.771,1.0,0.138,-7.038,1.565,1.461,-0.189,0.721,0.89,2.021,1.037,-4.126,-3.743,-1.715,-2.127,8.183
-3.807,-0.6,-4.959,-12.468,1.59,-3.013,1.0,0.278,-7.431,1.548,1.394,0.041,1.277,0.397,2.184,1.312,-4.324,-4.041,-1.476,-2.211,8.249
-4.459,-0.354,-4.852,-12.72,1.946,-2.826,1.0,0.553,-7.125,1.704,1.515,-0.099,0.942,0.801,2.128,1.399,-4.066,-3.921,-1.676,-2.24,8.398
-3.812,-0.336,-4.921,-12.559,1.518,-2.894,1.0,0.517,-7.037,1.774,1.511,-0.194,1.378,0.769,2.029,1.239,-4.338,-4.253,-1.732,-2.224,7.928
-3.633,-0.378,-5.205,-13.157,1.436,-3.507,1.0,-0.052,-8.177,1.781,1.51,-0.113,1.877,0.659,2.165,1.278,-4.91,-4.195,-1.409,-2.333,8.719
-4.745,-0.53,-4.866,-12.713,2.21,-2.495,1.0,0.886,-6.734,1.659,1.537,-0.043,0.589,0.763,2.165,1.363,-3.903,-3.976,-2.329,-2.277,8.079
-4.069,-0.512,-4.779,-12.297,1.507,-2.598,1.0,0.419,-6.804,1.703,1.376,0.171,0.977,0.748,2.232,1.115,-3.921,-4.172,-1.698,-2.19,8.034
-4.419,-0.485,-4.913,-13.249,1.764,-2.982,1.0,0.506,-7.704,1.66,1.448,0.068,0.937,0.538,2.001,1.172,-4.544,-4.101,-1.907,-2.123,8.662
-2.521,-0.276,-4.961,-11.892,0.99,-3.798,1.0,-0.32,-8.082,1.462,1.68,-0.27,2.923,0.748,2.219,1.29,-4.765,-4.2,-0.552,-2.267,8.17
-3.369,-0.497,-4.235,-12.212,1.494,-3.838,1.0,-0.679,-8.322,1.713,1.491,-0.22,2.354,0.471,2.127,1.112,-5.021,-3.354,-0.545,-2.115,8.643
-4.362,-0.591,-4.574,-12.531,1.631,-2.798,1.0,0.502,-7.086,1.921,1.646,-0.086,0.578,0.486,2.257,1.381,-4.4,-3.929,-1.682,-2.311,8.599
-4.219,-0.423,-4.96,-12.617,1.572,-3.282,1.0,-0.131,-7.385,1.376,1.365,-0.429,1.146,1.334,2.117,1.18,-4.289,-3.942,-1.355,-2.284,8.606
-3.385,-0.51,-4.389,-11.8,1.651,-3.541,1.0,-0.312,-7.974,1.656,1.668,-0.146,2.151,0.519,2.272,1.2,-4.507,-3.541,-0.844,-2.158,8.455
-4.117,-0.6,-5.105,-12.623,1.66,-2.992,1.0,0.257,-7.36,1.747,1.366,-0.294,1.295,0.708,2.301,1.361,-4.274,-4.018,-1.628,-2.369,8.267
-3.393,-0.417,-4.98,-12.364,1.444,-3.355,1.0,0.229,-7.22,1.716,1.585,-0.401,2.129,0.809,2.26,1.306,-4.332,-4.537,-1.255,-2.244,8.075
-2.701,-0.585,-4.359,-11.235,0.816,-3.388,1.0,-0.232,-7.204,1.748,1.326,-0.431,1.924,0.885,1.961,1.18,-4.298,-4.034,-0.794,-2.235,7.648
-3.231,-0.307,-4.52,-11.713,1.357,-3.283,1.0,0.158,-7.118,1.651,1.498,-0.444,1.86,1.053,2.027,1.194,-4.109,-3.963,-1.097,-2.162,7.672
-5.077,-0.415,-4.711,-12.701,1.852,-2.438,1.0,0.72,-6.809,1.531,1.408,-0.117,-0.214,1.057,2.154,1.545,-3.988,-3.802,-1.991,-2.138,8.428
-3.518,-0.482,-4.585,-12.556,1.453,-3.583,1.0,-0.271,-8.305,1.727,1.609,-0.058,1.816,0.485,2.098,1.305,-4.945,-3.718,-0.946,-2.287,8.964
-4.295,-0.64,-5.083,-12.734,2.002,-3.017,1.0,0.391,-7.398,1.792,1.533,-0.031,1.522,0.721,2.275,1.372,-4.302,-4.147,-1.297,-2.348,8.414
-4.731,-0.67,-4.977,-12.607,1.793,-2.549,1.0,0.492,-6.635,1.532,1.523,-0.265,0.432,1.001,2.399,1.463,-3.678,-4.041,-2.174,-2.242,8.202
-3.987,-0.64,-4.287,-12.008,1.841,-3.155,1.0,-0.003,-7.488,1.613,1.628,-0.262,1.422,1.368,2.146,1.418,-4.21,-3.539,-1.142,-2.136,8.497
-4.018,-0.395,-4.473,-12.159,1.958,-3.175,1.0,-0.062,-7.668,1.526,1.567,-0.106,1.494,0.875,2.076,1.356,-4.549,-3.456,-1.232,-2.194,8.521
-3.973,-0.507,-4.967,-12.264,1.776,-2.801,1.0,0.503,-6.89,1.59,1.56,-0.069,1.464,1.168,2.236,1.336,-3.903,-4.244,-1.531,-2.084,7.914
-2.513,-0.517,-4.2,-11.079,1.12,-3.923,1.0,-0.749,-8.088,1.575,1.554,-0.207,2.861,0.576,2.142,1.097,-4.577,-3.649,-0.193,-2.033,8.005
-3.219,-0.355,-4.467,-12.15,1.601,-3.409,1.0,0.136,-7.85,1.789,1.555,-0.067,2.501,0.514,2.149,0.784,-4.767,-3.924,-0.716,-2.484,8.348
-4.506,-0.522,-4.942,-13.231,1.877,-3.178,1.0,0.372,-7.789,1.854,1.551,-0.093,1.321,0.826,2.118,1.355,-4.545,-4.184,-1.627,-2.188,8.859
-3.524,-0.712,-4.579,-12.333,1.194,-3.241,1.0,-0.437,-7.266,1.543,1.437,0.098,1.396,0.408,2.037,1.21,-4.628,-3.953,-0.993,-2.333,8.124
-3.727,-0.47,-4.414,-12.109,1.321,-2.886,1.0,0.155,-6.978,1.652,1.447,-0.336,1.412,1.179,1.958,1.154,-4.463,-3.818,-1.326,-2.204,8.218
-3.95,-0.553,-4.067,-11.444,1.846,-2.751,1.0,0.035,-6.906,1.473,1.765,-0.354,1.076,1.281,2.054,1.103,-3.989,-3.164,-1.462,-2.184,7.966
-2.754,-0.552,-4.829,-12.858,1.248,-4.198,1.0,-0.357,-8.78,2.089,1.413,-0.163,3.292,0.163,2.258,1.505,-5.143,-4.396,-0.559,-2.449,8.625
-3.761,-0.405,-4.466,-12.511,1.61,-3.458,1.0,0.119,-7.944,1.791,1.491,0.008,1.57,0.597,2.338,1.337,-4.65,-3.752,-1.161,-2.125,8.549
-3.522,-0.507,-4.583,-12.264,1.68,-3.378,1.0,-0.245,-7.709,1.584,1.638,-0.191,1.721,0.446,2.097,1.301,-4.427,-3.718,-1.247,-2.155,8.291
-4.928,-0.359,-5.148,-12.659,1.884,-1.916,1.0,1.08,-5.67,1.628,1.438,-0.209,-0.288,1.163,2.14,1.158,-3.439,-4.318,-2.813,-2.236,7.69
-2.907,-0.58,-4.389,-11.76,1.544,-3.851,1.0,-0.438,-8.004,1.631,1.733,-0.135,2.82,0.591,1.956,1.261,-4.568,-3.904,-0.425,-2.239,8.03
-2.727,-0.529,-4.237,-10.981,1.22,-3.099,1.0,-0.102,-6.874,1.444,1.353,-0.291,2.064,1.033,2.01,0.971,-3.949,-4.052,-1.021,-2.184,7.304
-3.938,-0.406,-4.894,-11.879,1.708,-2.533,1.0,0.627,-6.412,1.576,1.436,-0.321,1.458,0.983,2.066,1.365,-3.649,-4.299,-1.555,-2.246,7.382
-3.53,-0.549,-4.292,-11.676,1.703,-3.357,1.0,0.045,-7.68,1.587,1.597,-0.044,2.133,0.64,2.244,1.302,-4.459,-3.73,-0.665,-2.226,8.419
-4.884,-0.364,-5.162,-13.169,1.933,-2.623,1.0,1.043,-7.121,1.656,1.567,-0.102,0.482,0.831,2.082,1.431,-4.222,-4.223,-2.069,-2.192,8.649
-3.882,-0.184,-4.869,-12.699,1.962,-3.349,1.0,0.53,-7.745,1.672,1.742,-0.346,1.996,1.23,1.974,1.381,-4.381,-3.936,-1.431,-2.13,8.422
-4.906,-0.676,-5.035,-13.008,2.107,-2.228,1.0,0.872,-6.367,1.509,1.485,-0.297,0.3,0.874,2.084,1.275,-3.693,-4.365,-2.55,-2.133,7.951
-5.151,-0.547,-4.992,-12.927,2.065,-2.55,1.0,0.388,-6.852,1.503,1.66,-0.1,0.183,1.306,2.225,1.172,-4.023,-3.939,-2.267,-2.295,8.562
-3.355,-0.363,-4.711,-12.051,1.382,-3.199,1.0,0.18,-7.351,1.54,1.301,-0.299,2.149,1.043,2.118,1.224,-4.456,-4.218,-1.104,-2.359,8.157
-4.558,-0.437,-5.085,-12.72,2.029,-2.34,1.0,1.156,-6.426,1.701,1.58,-0.023,0.756,0.788,2.155,1.067,-3.756,-4.203,-2.057,-2.418,7.81
-4.768,-0.52,-5.185,-12.949,1.874,-2.474,1.0,0.798,-6.681,1.566,1.444,-0.288,0.39,1.152,2.191,1.345,-3.829,-4.373,-2.357,-2.267,8.082
-3.399,-0.269,-4.616,-12.239,1.566,-3.44,1.0,0.044,-7.761,1.763,1.606,-0.365,2.283,0.763,2.232,1.109,-4.616,-3.786,-0.912,-2.202,8.217
-3.082,-0.308,-4.245,-11.545,1.502,-3.396,1.0,-0.166,-7.556,1.528,1.523,-0.122,2.191,0.679,2.157,1.318,-4.685,-3.363,-0.652,-2.084,7.962
-4.128,-0.29,-4.554,-12.652,1.804,-3.157,1.0,0.271,-7.763,1.688,1.512,0.192,1.257,0.489,2.258,1.518,-4.453,-3.877,-1.323,-2.315,8.429
-4.253,-0.367,-3.775,-12.06,2.017,-3.236,1.0,-0.043,-7.835,1.876,1.661,-0.238,1.037,0.569,2.11,1.102,-4.458,-3.059,-1.059,-2.242,8.644
-4.037,-0.514,-5.042,-12.611,1.822,-2.823,1.0,0.46,-6.897,1.633,1.551,0.088,1.454,0.692,2.138,1.161,-4.131,-4.264,-1.496,-2.522,7.984
-2.982,-0.46,-4.683,-12.085,1.492,-3.846,1.0,-0.339,-8.158,1.589,1.557,-0.336,2.643,0.902,1.941,1.194,-4.797,-3.884,-0.671,-2.281,8.411
-3.632,-0.502,-4.729,-12.285,1.686,-3.068,1.0,0.161,-7.327,1.42,1.687,-0.053,1.748,0.569,2.137,1.373,-4.218,-4.041,-1.479,-2.211,8.037
-3.576,-0.402,-4.327,-11.836,1.488,-3.189,1.0,-0.063,-7.108,1.689,1.455,0.035,1.577,0.651,2.336,1.179,-4.317,-3.72,-0.966,-2.102,7.965
-2.312,-0.493,-4.255,-11.576,0.888,-4.071,1.0,-0.841,-8.392,1.664,1.613,-0.183,3.199,0.625,1.815,1.062,-4.887,-3.735,-0.139,-2.453,8.257
-4.076,-0.339,-4.647,-12.168,1.952,-2.741,1.0,0.707,-6.774,1.603,1.586,-0.107,1.302,0.92,2.027,1.422,-3.745,-4.226,-1.946,-2.193,7.72
-2.593,-0.309,-4.806,-12.258,1.028,-4.16,1.0,-0.667,-8.511,1.513,1.47,-0.181,3.114,0.675,2.137,1.151,-5.212,-4.157,-0.248,-2.191,8.717
-2.885,-0.352,-4.006,-11.627,1.547,-3.77,1.0,-0.409,-7.903,1.716,1.586,-0.208,2.627,0.613,2.145,1.048,-4.758,-3.591,-0.344,-2.334,8.131
-3.535,-0.412,-5.37,-12.795,1.486,-3.097,1.0,0.339,-7.225,1.672,1.599,0.027,1.985,0.557,2.296,1.36,-4.353,-4.854,-1.469,-2.388,8.006
-3.522,-0.413,-4.863,-12.409,1.711,-3.297,1.0,0.039,-7.548,1.562,1.808,-0.015,2.091,0.524,2.203,1.319,-4.594,-4.025,-1.069,-2.48,8.155
-3.935,-0.503,-4.453,-12.135,1.645,-2.741,1.0,0.194,-7.054,1.692,1.535,-0.056,1.108,0.748,1.888,1.29,-4.212,-3.661,-1.288,-2.159,8.106
-2.919,-0.446,-4.854,-12.321,1.368,-4.025,1.0,-0.584,-8.327,1.639,1.674,-0.096,3.115,0.523,2.365,1.356,-4.898,-4.34,-0.51,-2.108,8.556
-4.936,-0.433,-4.861,-12.716,2.264,-2.359,1.0,0.905,-6.598,1.589,1.652,-0.176,0.405,0.54,2.037,1.155,-3.724,-3.952,-2.192,-2.302,8.135
-3.752,-0.283,-5.037,-12.29,1.65,-2.887,1.0,0.531,-7.031,1.468,1.652,-0.163,1.641,0.928,1.942,1.305,-4.281,-4.179,-1.361,-2.191,7.872
-2.827,-0.401,-4.85,-11.991,1.401,-3.339,1.0,0.415,-7.486,1.777,1.417,-0.099,2.673,0.47,2.165,0.991,-4.487,-4.481,-0.867,-2.148,7.775
-3.794,-0.432,-4.689,-12.305,1.717,-3.295,1.0,0.135,-7.692,1.76,1.638,0.13,1.865,0.389,2.29,1.411,-4.577,-3.844,-1.15,-2.279,8.411
-2.789,-0.428,-4.385,-11.464,1.368,-3.612,1.0,-0.278,-7.781,1.519,1.674,-0.422,2.87,0.829,2.203,1.08,-4.603,-3.649,-0.354,-2.136,8.047
-4.466,-0.508,-5.121,-12.977,1.722,-2.683,1.0,0.79,-6.892,1.625,1.239,0.388,0.957,0.446,2.406,1.501,-4.236,-4.442,-1.989,-2.236,8.257
-3.826,-0.484,-4.945,-12.7,1.625,-3.115,1.0,0.214,-7.422,1.64,1.512,0.048,1.607,0.783,2.198,1.349,-4.473,-4.155,-1.478,-2.32,8.224
-3.435,-0.43,-4.357,-11.803,1.476,-3.348,1.0,-0.001,-7.71,1.65,1.434,-0.24,1.704,0.585,2.331,1.237,-4.327,-3.804,-1.019,-2.143,8.253
-3.58,-0.39,-5.173,-12.768,1.411,-3.447,1.0,0.06,-7.954,1.678,1.616,-0.063,2.083,0.435,2.087,1.529,-4.834,-4.321,-0.973,-2.227,8.531
-3.337,-0.564,-4.63,-11.891,1.486,-3.435,1.0,-0.31,-7.798,1.626,1.406,0.035,2.313,0.699,2.326,1.104,-4.655,-3.879,-0.671,-2.263,8.26
-4.002,-0.452,-4.593,-11.891,1.624,-2.877,1.0,0.049,-7.058,1.693,1.428,0.023,1.286,0.653,2.059,1.39,-4.112,-3.636,-1.088,-2.136,8.017
-4.734,-0.268,-4.837,-12.826,2.084,-2.574,1.0,0.789,-6.871,1.736,1.456,-0.078,0.654,0.838,2.238,0.984,-4.085,-3.989,-2.02,-2.504,8.203
-3.598,-0.418,-4.85,-12.167,1.652,-2.8,1.0,0.482,-6.763,1.46,1.631,-0.337,1.675,1.115,2.003,1.323,-4.04,-4.254,-1.428,-2.196,7.724
-4.565,-0.321,-4.729,-12.878,2.304,-3.064,1.0,0.529,-7.625,1.466,1.873,-0.085,1.233,0.833,2.167,1.157,-4.308,-3.849,-1.66,-2.082,8.657
-3.774,-0.441,-5.101,-12.544,1.856,-3.292,1.0,0.463,-7.633,1.532,1.591,-0.191,2.109,0.874,2.195,1.26,-4.341,-4.414,-1.212,-2.306,8.446
-4.237,-0.662,-4.745,-12.702,1.86,-2.857,1.0,0.551,-7.396,1.738,1.647,-0.006,1.273,0.495,2.133,1.375,-4.508,-3.887,-1.493,-2.165,8.438
-3.493,-0.339,-4.958,-12.814,1.443,-3.615,1.0,-0.045,-8.226,1.521,1.668,-0.151,2.074,0.897,2.168,1.226,-5.002,-4.115,-0.936,-2.236,8.909
-4.352,-0.593,-5.228,-12.758,1.532,-2.577,1.0,0.483,-6.899,1.515,1.197,0.131,0.813,0.521,2.342,1.413,-4.128,-4.197,-1.904,-2.34,7.967
-2.828,-0.431,-4.449,-11.455,1.612,-3.466,1.0,-0.043,-7.514,1.69,1.527,-0.388,2.726,0.616,2.327,1.427,-4.513,-3.788,-0.562,-2.251,7.755
-3.814,-0.438,-4.7,-12.431,1.464,-3.009,1.0,0.35,-7.371,1.637,1.328,-0.373,1.361,1.263,2.058,1.414,-4.172,-4.109,-1.708,-2.116,8.138
-4.727,-0.603,-4.629,-12.901,2.031,-2.677,1.0,0.549,-6.9,1.594,1.544,0.042,0.835,1.053,2.292,1.272,-4.179,-3.959,-1.726,-2.405,8.272
-4.26,-0.659,-5.133,-12.603,1.824,-2.482,1.0,0.727,-6.826,1.623,1.543,0.09,1.026,0.534,2.059,0.951,-4.054,-4.341,-1.78,-2.422,7.879
-4.835,-0.556,-4.793,-12.984,1.856,-2.375,1.0,0.63,-6.491,1.856,1.385,0.117,0.293,0.588,2.177,1.296,-4.057,-4.056,-2.003,-2.513,8.056
-3.433,-0.647,-4.365,-11.34,1.768,-3.357,1.0,-0.429,-7.368,1.278,1.757,-0.649,2.006,1.401,2.1,0.865,-3.975,-3.616,-1.016,-2.39,7.984
-3.928,-0.53,-4.754,-12.52,1.511,-3.182,1.0,0.153,-7.474,1.539,1.445,-0.248,1.492,1.201,1.996,1.661,-4.401,-4.154,-1.261,-1.986,8.449
-5.063,-0.55,-4.318,-12.754,2.294,-2.461,1.0,0.749,-7.119,1.738,1.822,-0.035,0.448,0.666,2.214,1.155,-4.06,-3.582,-1.959,-2.275,8.458
-4.437,-0.409,-5.455,-13.118,1.808,-2.564,1.0,1.045,-6.972,1.652,1.557,0.169,0.996,0.627,2.266,1.397,-4.365,-4.548,-1.921,-2.123,8.284
-3.443,-0.416,-5.176,-12.6,1.301,-3.355,1.0,0.195,-7.454,1.541,1.609,0.038,1.999,0.465,2.206,1.411,-4.698,-4.433,-1.124,-2.209,8.407
-4.016,-0.472,-4.335,-12.636,1.765,-3.453,1.0,-0.226,-8.322,1.865,1.465,0.067,1.496,-0.083,2.098,1.446,-4.673,-3.459,-1.253,-2.162,8.72
-5.128,-0.649,-4.862,-12.687,2.039,-2.159,1.0,0.839,-6.196,1.566,1.429,-0.281,-0.025,1.02,2.352,1.545,-3.788,-3.854,-2.24,-2.253,8.143
-4.012,-0.393,-4.702,-12.304,1.776,-2.861,1.0,0.414,-7.097,1.687,1.445,-0.365,1.278,1.18,2.021,1.311,-4.24,-3.734,-1.622,-2.181,8.121
-4.098,-0.519,-4.451,-12.571,1.909,-3.437,1.0,-0.122,-8.112,1.826,1.735,0.181,1.602,0.112,2.093,1.186,-4.833,-3.299,-1.026,-2.405,8.72
-4.246,-0.429,-4.771,-12.079,1.74,-2.593,1.0,0.878,-6.585,1.695,1.554,-0.133,0.847,1.103,1.977,1.117,-3.649,-3.968,-1.76,-2.16,7.695
-3.135,-0.429,-5.425,-13.209,1.204,-3.831,1.0,0.107,-8.429,1.722,1.452,-0.084,2.532,0.017,2.138,1.424,-5.183,-4.884,-0.849,-2.209,8.679
-2.731,-0.621,-5.097,-12.392,1.154,-3.871,1.0,-0.302,-8.238,1.859,1.524,0.019,2.965,0.12,2.275,1.467,-4.886,-4.381,-0.681,-2.175,8.29
-4.696,-0.547,-4.85,-12.549,2.142,-2.251,1.0,1.03,-6.15,1.703,1.71,-0.125,0.68,0.922,2.178,1.167,-3.533,-4.193,-2.206,-2.303,7.558
-3.478,-0.238,-5.113,-13.025,1.326,-3.402,1.0,0.313,-7.706,1.723,1.547,-0.275,1.99,0.252,2.23,1.07,-4.769,-4.633,-1.279,-2.258,8.494
-3.194,-0.365,-5.038,-12.646,1.192,-3.571,1.0,-0.271,-8.059,1.516,1.547,-0.266,2.306,0.348,2.193,1.184,-4.986,-4.272,-0.96,-2.302,8.567
-3.611,-0.33,-4.597,-11.866,1.397,-2.703,1.0,0.317,-6.58,1.675,1.279,-0.309,1.286,0.886,1.911,1.289,-3.792,-4.169,-1.805,-2.363,7.578
-2.871,-0.506,-5.141,-11.985,1.171,-3.389,1.0,-0.092,-7.265,1.541,1.625,-0.251,2.409,0.921,2.253,1.208,-4.398,-4.526,-1.097,-2.126,7.658
-4.467,-0.498,-5.33,-13.244,1.798,-2.572,1.0,1.049,-6.644,1.833,1.716,-0.034,0.676,0.867,2.056,1.375,-4.271,-4.621,-2.138,-2.161,8.34
-5.061,-0.341,-5.005,-13.293,1.962,-2.807,1.0,0.559,-7.501,1.475,1.527,0.033,0.369,0.838,2.325,1.504,-4.257,-4.097,-1.949,-2.346,8.969
-3.542,-0.481,-4.211,-11.854,1.608,-3.092,1.0,0.311,-7.133,1.772,1.306,-0.023,1.511,0.666,2.129,1.334,-3.987,-3.882,-1.29,-2.126,7.892
