x0,x1,x2,x3,y,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.375,-3.106,-0.955,0.972,1.0,2.042,5.343,3.383,-1.426,6.181,0.019,2.044,-1.172,0.912,-3.453,-2.575,0.968,1.09,-6.058,-2.85,3.508
0.567,-3.777,-0.784,0.229,1.0,2.253,6.591,3.564,-1.328,7.374,-0.088,2.347,-1.518,1.024,-3.601,-3.068,1.142,0.926,-7.482,-3.009,3.81
0.337,-3.626,-0.731,1.119,1.0,2.612,6.584,3.913,-1.257,7.808,0.027,2.167,-1.262,0.87,-3.553,-3.072,1.051,0.978,-7.729,-3.402,4.093
0.393,-2.384,-1.325,0.15,1.0,1.38,4.446,4.347,-2.537,5.119,-0.474,2.832,-0.685,1.043,-4.22,-3.605,1.141,0.815,-3.897,-2.242,5.101
0.66,-4.156,-0.329,0.554,1.0,2.951,7.435,3.015,-1.029,8.61,0.096,1.753,-1.711,1.167,-3.045,-2.641,1.251,0.989,-8.947,-3.407,3.564
0.236,-3.242,-0.769,0.869,1.0,2.285,6.076,3.636,-1.552,6.994,-0.179,2.272,-1.231,0.973,-3.519,-2.973,1.041,0.864,-6.725,-2.999,4.246
0.762,-2.823,-1.395,0.371,1.0,1.513,5.038,3.484,-2.18,5.426,-0.012,2.372,-0.896,0.937,-3.718,-2.775,1.066,1.02,-5.083,-2.331,4.165
0.385,-2.457,-1.463,0.993,1.0,1.599,4.099,3.949,-2.42,4.935,-0.285,2.517,-0.605,0.709,-3.966,-3.426,0.982,0.878,-4.148,-2.384,4.509
0.654,-2.573,-1.578,0.309,1.0,1.237,4.256,3.683,-2.003,4.853,-0.112,2.254,-0.815,1.05,-3.741,-2.836,1.258,0.975,-4.023,-1.914,4.115
0.288,-1.611,-1.784,0.787,1.0,0.569,2.124,3.995,-1.892,2.438,-0.494,2.359,-0.218,0.331,-3.422,-2.893,1.093,0.435,-1.805,-1.34,3.961
0.665,-3.408,-0.912,0.483,1.0,2.292,6.273,3.409,-1.609,7.377,0.211,2.047,-1.248,1.251,-3.299,-2.404,1.18,1.018,-7.123,-3.072,3.537
0.392,-3.185,-1.008,0.806,1.0,1.984,5.477,3.716,-1.305,6.167,-0.17,1.971,-1.054,0.944,-3.31,-2.559,1.022,0.922,-6.219,-2.656,3.511
0.395,-3.109,-0.936,0.533,1.0,2.142,5.638,3.844,-1.87,6.456,-0.15,2.473,-1.078,0.808,-3.949,-3.27,1.034,0.999,-6.031,-3.085,4.525
0.381,-3.369,-1.07,0.539,1.0,2.221,5.772,3.8,-1.597,6.763,-0.117,2.331,-1.213,0.88,-3.549,-3.179,1.174,0.777,-6.682,-2.995,4.119
0.447,-2.807,-1.389,0.495,1.0,1.578,4.787,4.096,-2.135,5.423,-0.45,2.731,-0.872,1.071,-4.046,-3.579,1.232,0.691,-4.492,-2.298,4.733
0.608,-2.992,-1.245,0.921,1.0,1.769,5.435,3.554,-1.973,6.038,-0.097,2.116,-1.046,1.039,-3.648,-2.846,1.066,1.089,-5.588,-2.682,4.126
0.488,-3.399,-1.008,0.446,1.0,2.13,6.456,3.702,-1.836,6.981,-0.22,2.547,-1.059,1.074,-3.895,-3.33,0.983,0.956,-7.232,-3.137,4.586
0.527,-2.791,-1.317,0.518,1.0,1.516,4.983,3.712,-1.93,5.624,-0.115,2.25,-0.971,1.087,-3.722,-2.888,0.999,0.937,-4.978,-2.323,4.285
0.543,-3.619,-0.415,0.581,1.0,2.478,6.183,3.435,-1.39,7.261,0.061,2.094,-1.436,0.982,-3.46,-2.766,1.196,0.904,-7.269,-3.173,3.945
0.421,-2.198,-1.483,0.519,1.0,1.212,3.764,4.055,-2.564,4.396,-0.687,2.47,-0.618,0.8,-3.915,-3.265,1.195,0.791,-3.484,-1.926,4.645
0.253,-2.729,-0.988,1.264,1.0,1.951,4.876,3.411,-1.473,5.752,0.054,1.871,-0.988,0.593,-2.974,-2.887,0.979,0.643,-5.751,-2.653,3.756
0.784,-2.886,-1.128,0.9,1.0,1.579,5.095,3.368,-1.954,5.681,-0.074,1.993,-1.151,0.906,-3.574,-2.732,0.949,0.955,-5.212,-2.366,3.852
0.562,-3.068,-0.723,0.951,1.0,1.863,5.318,3.276,-1.627,6.156,0.075,2.268,-1.318,0.941,-3.576,-2.755,1.274,1.087,-5.783,-2.577,3.966
0.414,-2.178,-1.455,0.468,1.0,1.04,3.722,4.191,-2.578,3.946,-0.73,2.85,-0.663,0.894,-4.138,-3.37,1.067,0.854,-3.157,-1.995,5.009
0.564,-2.275,-1.636,0.42,1.0,0.904,4.035,3.581,-2.191,4.338,-0.213,2.534,-0.817,1.065,-3.939,-2.92,0.891,0.909,-3.367,-1.722,4.219
0.606,-3.433,-0.742,0.418,1.0,2.229,6.129,3.699,-1.498,6.965,0.061,2.132,-1.288,1.11,-3.327,-2.756,1.146,0.914,-6.834,-3.075,3.941
0.332,-2.745,-1.251,1.048,1.0,1.56,4.79,3.937,-2.057,5.257,-0.35,2.435,-0.889,0.826,-3.886,-3.209,1.076,0.832,-4.894,-2.416,4.385
0.708,-3.704,-0.464,0.742,1.0,2.536,6.693,2.904,-0.884,7.652,0.096,2.047,-1.541,1.048,-2.999,-2.174,0.97,1.133,-8.05,-3.224,3.093
0.333,-3.285,-0.643,0.893,1.0,2.439,5.763,3.833,-1.495,6.88,-0.273,2.415,-1.046,0.718,-3.446,-3.258,1.09,0.578,-6.741,-3.221,4.112
0.65,-1.86,-2.12,0.132,1.0,0.584,3.106,3.843,-2.556,3.23,-0.505,2.556,-0.266,0.981,-3.866,-2.71,1.129,0.911,-2.543,-1.495,4.26
0.446,-3.219,-1.006,0.566,1.0,2.179,5.887,3.502,-1.671,6.892,0.03,1.973,-1.265,0.857,-3.368,-2.794,0.965,0.898,-6.612,-2.925,3.633
0.552,-3.107,-1.016,0.564,1.0,1.941,5.245,3.862,-2.296,6.037,-0.343,2.567,-0.901,0.81,-4.007,-3.377,1.049,0.858,-5.426,-2.709,4.291
0.526,-2.253,-1.739,0.29,1.0,1.037,4.421,3.751,-2.369,4.875,-0.234,2.184,-0.766,1.016,-3.856,-3.046,1.058,1.044,-3.761,-1.945,4.646
0.598,-3.269,-0.621,0.369,1.0,2.138,5.966,3.548,-1.736,6.822,-0.377,2.445,-1.091,1.004,-3.753,-3.245,0.968,0.833,-6.686,-3.12,4.393
0.299,-3.118,-0.694,0.899,1.0,2.154,5.404,4.4,-2.24,6.247,-0.345,3.128,-0.889,0.689,-4.441,-4.443,0.949,0.454,-5.421,-2.808,5.541
0.318,-3.179,-0.924,0.968,1.0,2.172,5.674,4.219,-1.757,6.536,0.075,2.547,-1.262,0.818,-3.815,-3.306,0.985,0.77,-6.339,-2.941,4.438
0.392,-3.54,-0.509,0.905,1.0,2.334,6.306,3.551,-1.17,7.309,0.161,2.186,-1.417,0.974,-3.255,-2.711,0.994,0.858,-7.432,-3.113,3.374
0.411,-2.876,-1.282,0.281,1.0,1.62,5.417,3.862,-2.164,6.044,-0.34,2.634,-0.876,1.183,-4.148,-3.481,0.912,0.88,-5.441,-2.611,5.016
0.775,-2.733,-1.4,0.587,1.0,1.636,5.06,3.51,-2.135,5.694,-0.172,2.302,-1.013,1.088,-3.764,-2.749,1.275,1.146,-5.074,-2.698,4.529
0.257,-2.53,-1.493,0.831,1.0,1.417,4.392,4.243,-2.248,5.058,-0.566,2.911,-0.573,0.82,-4.222,-3.393,1.069,0.892,-3.884,-2.214,5.024
0.385,-2.579,-1.529,0.842,1.0,1.555,4.929,3.887,-2.272,5.672,-0.094,2.549,-0.928,0.917,-3.86,-3.295,1.156,0.842,-4.843,-2.425,4.751
0.485,-2.415,-1.618,0.713,1.0,1.329,4.585,3.811,-1.955,5.307,-0.46,2.345,-0.775,0.822,-3.751,-3.111,0.672,0.834,-4.372,-2.2,4.29
0.178,-3.385,-0.777,0.539,1.0,2.391,6.154,4.307,-1.78,7.223,-0.153,2.73,-1.273,0.925,-3.962,-3.967,1.158,0.525,-6.886,-3.225,4.91
0.625,-2.912,-1.436,0.119,1.0,1.736,5.343,3.904,-2.2,6.145,-0.351,2.244,-0.804,1.008,-3.874,-3.221,1.162,0.964,-5.535,-2.769,4.588
0.397,-3.181,-0.877,0.825,1.0,2.163,5.438,3.368,-1.378,6.508,0.16,1.835,-1.305,0.787,-3.299,-2.757,1.116,0.877,-6.569,-2.783,3.631
0.742,-4.528,-0.033,0.41,1.0,3.177,7.993,2.553,-0.253,9.327,0.175,1.322,-1.852,1.248,-2.553,-2.04,1.263,1.139,-10.245,-3.775,2.418
0.818,-3.124,-0.985,0.558,1.0,1.75,5.41,3.42,-1.906,6.121,-0.083,2.489,-1.029,1.041,-3.821,-2.676,1.083,1.261,-5.668,-2.598,3.945
0.137,-2.838,-0.627,1.081,1.0,2.039,4.761,3.969,-1.595,5.894,0.017,2.655,-1.156,0.586,-3.521,-3.432,1.03,0.579,-5.339,-2.676,4.426
0.601,-2.9,-1.12,0.964,1.0,1.818,5.188,3.492,-1.616,6.006,-0.24,2.065,-1.023,0.909,-3.5,-2.877,1.229,1.049,-5.529,-2.58,4.075
0.671,-4.018,-0.167,0.194,1.0,2.678,6.872,3.012,-0.989,7.931,0.262,2.037,-1.676,1.158,-3.078,-2.689,1.303,0.941,-8.173,-3.19,3.482
0.589,-2.239,-1.586,0.386,1.0,1.071,3.868,3.884,-2.291,4.219,-0.534,2.465,-0.588,0.717,-3.836,-3.245,1.036,0.714,-3.561,-1.951,4.673
0.698,-3.855,-0.828,0.806,1.0,2.356,6.327,3.213,-1.34,7.238,-0.01,2.001,-1.39,0.893,-3.363,-2.504,1.257,0.981,-7.47,-3.083,3.388
0.521,-3.261,-0.982,0.898,1.0,2.26,5.634,3.785,-1.769,6.603,-0.252,2.208,-1.167,0.912,-3.67,-3.144,1.329,0.983,-6.665,-3.169,4.194
0.213,-4.162,-0.189,1.388,1.0,3.418,7.508,4.0,-0.966,9.257,-0.102,2.19,-1.821,0.708,-3.537,-3.517,0.993,0.676,-8.975,-4.073,4.044
0.7,-3.279,-1.148,0.582,1.0,1.967,5.685,3.728,-2.065,6.698,-0.17,2.593,-1.027,1.251,-3.906,-2.975,1.198,1.018,-6.155,-2.665,4.234
0.632,-3.509,-0.994,1.008,1.0,2.201,6.045,3.372,-1.365,7.023,0.165,1.958,-1.586,0.812,-3.155,-2.771,1.081,0.829,-7.044,-2.889,3.481
0.719,-3.025,-1.053,0.382,1.0,1.856,5.436,3.486,-1.94,6.053,-0.067,2.261,-0.982,1.146,-3.626,-2.679,1.238,1.052,-5.829,-2.694,4.187
0.361,-3.189,-0.79,0.956,1.0,2.258,5.752,3.972,-2.054,6.655,-0.082,2.418,-1.062,0.848,-4.02,-3.362,1.145,0.857,-6.279,-3.347,4.643
0.572,-2.685,-1.219,0.981,1.0,1.575,4.959,3.636,-1.853,5.536,-0.236,2.248,-1.045,0.976,-3.507,-2.69,1.272,1.114,-5.159,-2.452,4.206
0.622,-3.262,-0.882,0.658,1.0,1.913,5.477,3.427,-1.663,6.261,-0.102,2.355,-1.187,0.776,-3.514,-2.794,0.918,0.701,-6.278,-2.656,3.415
0.197,-3.245,-1.144,0.983,1.0,2.086,5.918,3.912,-1.248,6.823,-0.112,2.332,-1.283,0.987,-3.398,-3.013,1.062,0.903,-6.687,-2.945,4.219
0.426,-3.852,-0.412,0.735,1.0,2.694,6.837,3.646,-1.166,7.961,0.122,2.13,-1.628,0.95,-3.309,-2.868,1.157,0.934,-8.155,-3.361,3.708
0.747,-3.644,-0.739,0.518,1.0,2.302,6.686,3.34,-1.446,7.496,0.069,1.932,-1.348,1.181,-3.459,-2.429,1.115,1.26,-7.489,-2.974,3.831
0.512,-2.846,-0.917,0.941,1.0,1.724,5.249,3.326,-1.892,6.038,-0.007,2.286,-1.085,0.892,-3.612,-2.81,1.14,1.038,-5.587,-2.678,4.084
0.592,-3.408,-0.645,1.154,1.0,2.22,5.939,3.417,-1.508,6.775,-0.28,2.053,-1.124,0.805,-3.301,-2.784,0.955,0.944,-6.874,-2.943,3.542
0.6,-3.057,-1.479,0.616,1.0,1.86,5.405,3.688,-1.95,6.136,-0.003,2.21,-1.073,1.036,-3.679,-2.902,1.165,1.065,-6.002,-2.767,4.036
0.41,-3.738,-0.38,1.2,1.0,2.683,6.825,4.004,-1.317,7.986,0.224,2.59,-1.528,0.851,-3.741,-3.284,0.978,0.835,-7.883,-3.401,4.579
0.348,-3.376,-1.065,0.547,1.0,2.221,5.78,3.921,-1.68,6.925,0.031,2.182,-1.262,0.949,-3.68,-2.972,1.238,1.033,-6.321,-2.797,4.075
0.557,-2.78,-1.174,0.67,1.0,1.679,4.658,3.361,-1.697,5.401,-0.107,1.944,-0.833,0.98,-3.47,-2.66,1.301,1.064,-5.363,-2.487,3.892
0.63,-2.982,-1.041,0.83,1.0,1.731,5.14,3.415,-1.845,5.806,0.189,2.334,-0.935,0.876,-3.649,-2.927,0.916,0.916,-5.445,-2.392,3.992
0.666,-3.083,-1.0,-0.011,1.0,1.729,5.367,2.928,-1.16,6.207,0.085,1.799,-1.054,1.403,-3.058,-1.989,1.335,1.254,-5.935,-2.367,3.399
0.574,-3.461,-0.721,0.152,1.0,2.272,6.15,3.446,-1.55,6.963,-0.214,2.245,-1.301,1.166,-3.582,-2.855,1.233,0.989,-6.887,-3.024,3.886
0.178,-2.502,-1.069,1.534,1.0,1.791,4.309,4.144,-2.099,5.419,-0.526,2.715,-0.673,0.408,-3.835,-3.736,0.759,0.422,-4.469,-2.524,4.622
0.519,-3.476,-0.265,0.479,1.0,2.377,6.607,3.068,-0.962,7.635,-0.03,1.674,-1.413,1.158,-3.012,-2.609,1.005,0.896,-7.654,-3.126,3.593
0.653,-3.128,-1.048,0.214,1.0,1.854,5.65,3.586,-2.018,6.389,-0.33,2.317,-0.994,1.053,-3.798,-3.088,0.956,1.03,-6.185,-2.852,4.188
0.581,-2.964,-1.148,0.664,1.0,1.925,5.268,3.918,-2.165,6.081,-0.269,2.596,-0.987,0.947,-3.905,-3.376,1.151,0.872,-5.689,-2.807,4.711
0.405,-3.255,-0.756,0.722,1.0,2.178,5.906,3.295,-1.377,6.785,-0.116,2.165,-1.141,0.924,-3.278,-2.904,1.077,0.845,-6.769,-3.021,3.964
0.539,-3.305,-0.884,0.975,1.0,2.198,6.027,3.439,-1.659,7.036,0.02,2.111,-1.299,0.914,-3.603,-2.739,1.298,1.062,-6.605,-3.14,4.204
0.492,-3.395,-0.672,0.571,1.0,2.432,6.097,3.608,-1.616,7.342,0.033,2.404,-1.341,0.97,-3.574,-3.192,1.179,0.864,-7.108,-3.162,4.199
0.549,-3.48,-0.785,0.616,1.0,2.158,6.132,3.229,-1.464,6.9,0.067,1.998,-1.397,1.034,-3.292,-2.487,1.304,1.076,-7.248,-2.94,3.579
0.401,-2.775,-1.204,1.005,1.0,1.661,4.932,3.894,-2.115,5.737,-0.094,2.706,-1.011,0.787,-3.782,-3.19,0.817,0.792,-5.133,-2.542,4.398
0.522,-2.792,-1.255,0.914,1.0,1.729,5.001,3.781,-1.971,5.583,-0.298,2.514,-1.01,0.979,-3.876,-3.158,1.09,1.027,-5.361,-2.63,4.678
0.653,-2.647,-1.456,0.517,1.0,1.141,4.677,3.306,-1.966,4.959,-0.337,2.174,-0.919,1.031,-3.498,-2.316,1.06,1.207,-4.602,-1.853,3.705
0.834,-3.554,-0.798,0.912,1.0,2.261,6.28,2.914,-1.256,7.156,0.067,1.893,-1.572,0.913,-3.159,-2.409,1.138,1.064,-7.198,-2.803,3.247
0.83,-3.824,-0.584,0.629,1.0,2.484,6.536,2.949,-1.256,7.397,0.261,1.689,-1.603,0.908,-2.956,-2.306,1.217,1.038,-7.87,-3.052,3.002
0.587,-3.066,-1.455,0.747,1.0,1.945,5.576,3.819,-1.928,6.2,-0.277,2.233,-1.056,0.86,-3.71,-2.906,1.011,0.921,-5.922,-2.773,3.876
0.622,-3.043,-1.208,0.414,1.0,1.732,5.339,3.27,-1.633,6.009,0.033,2.134,-1.18,1.138,-3.325,-2.546,1.208,0.98,-5.975,-2.514,3.635
0.461,-2.536,-1.317,0.835,1.0,1.291,4.168,3.525,-1.488,4.412,-0.309,2.06,-0.842,0.627,-3.281,-2.591,0.745,0.722,-4.501,-1.93,3.301
0.289,-2.562,-1.084,0.684,1.0,1.607,4.78,4.29,-2.422,5.538,-0.456,2.912,-0.828,0.882,-4.196,-3.733,1.046,0.649,-4.517,-2.576,5.453
0.643,-3.295,-0.927,0.947,1.0,2.016,5.889,3.643,-1.777,6.742,-0.079,2.496,-1.218,0.884,-3.693,-2.973,0.947,0.958,-6.634,-2.932,4.369
0.58,-2.69,-1.424,0.338,1.0,1.458,4.845,3.365,-1.941,5.336,-0.146,1.919,-0.987,1.201,-3.396,-2.597,1.346,1.01,-4.958,-2.106,3.837
0.43,-2.855,-1.421,0.436,1.0,1.493,4.795,3.159,-1.258,5.451,0.516,1.526,-1.118,0.875,-2.892,-1.979,1.018,0.894,-5.472,-2.228,2.693
0.668,-3.036,-1.319,0.828,1.0,1.673,5.183,3.674,-2.051,5.753,-0.274,2.67,-1.104,0.947,-3.81,-3.12,1.151,0.824,-5.406,-2.524,4.363
0.369,-2.768,-1.275,1.117,1.0,1.751,4.826,3.869,-2.041,5.446,-0.184,2.679,-0.921,0.841,-4.108,-3.333,1.212,1.039,-5.109,-2.545,4.753
0.39,-3.255,-0.792,0.732,1.0,2.186,5.88,3.75,-1.657,6.783,-0.037,2.179,-1.234,0.872,-3.632,-3.224,1.063,0.807,-6.38,-2.84,4.236
0.678,-2.387,-1.792,0.443,1.0,1.1,4.362,3.752,-2.2,4.622,-0.355,2.315,-0.762,1.032,-3.831,-2.874,1.195,1.008,-4.226,-2.226,4.369
0.895,-3.231,-1.175,0.228,1.0,1.88,5.817,3.304,-2.051,6.442,-0.146,2.342,-1.023,1.146,-3.911,-2.702,1.276,1.217,-6.181,-2.884,4.208
0.765,-3.014,-1.043,0.125,1.0,1.687,5.176,2.986,-1.577,5.848,0.107,1.614,-0.945,1.226,-3.089,-1.921,1.092,1.28,-5.871,-2.233,2.868
0.458,-3.656,-1.082,0.484,1.0,2.265,6.182,3.442,-1.481,7.032,-0.048,1.829,-1.363,0.872,-3.322,-2.476,0.92,0.947,-7.164,-2.928,3.19
0.506,-3.402,-0.852,0.71,1.0,2.128,5.811,3.345,-1.295,6.873,-0.085,2.097,-1.35,0.878,-3.332,-2.771,1.143,0.902,-6.852,-2.954,3.64
0.534,-2.688,-1.343,0.614,1.0,1.334,4.347,3.855,-2.303,4.898,-0.46,2.821,-0.818,0.895,-4.02,-3.268,0.806,0.825,-4.172,-1.924,4.204
0.686,-3.294,-1.048,0.418,1.0,2.195,5.975,3.295,-1.68,6.811,-0.059,1.862,-1.162,1.143,-3.359,-2.599,1.246,1.133,-6.822,-3.189,3.85
0.342,-3.374,-0.607,1.052,1.0,2.172,5.858,3.282,-0.896,6.702,0.078,1.789,-1.302,0.713,-2.726,-2.489,0.778,0.586,-6.847,-2.676,2.969
0.201,-3.378,-0.795,1.37,1.0,2.291,6.097,3.724,-1.375,6.994,0.171,2.209,-1.307,0.817,-3.38,-3.128,0.994,0.779,-6.947,-3.118,3.969
0.433,-3.15,-0.767,1.003,1.0,2.0,5.611,3.873,-1.905,6.581,-0.147,2.662,-1.176,0.624,-3.769,-3.481,0.927,0.559,-6.099,-2.901,4.417
0.432,-4.113,-0.567,0.88,1.0,2.922,7.418,3.651,-1.103,8.656,0.391,2.258,-1.625,1.002,-3.383,-2.643,1.192,0.957,-8.951,-3.685,3.723
0.592,-3.572,-1.046,0.136,1.0,2.397,6.687,3.676,-1.486,7.652,-0.031,2.082,-1.287,1.387,-3.662,-3.005,1.136,1.216,-7.423,-3.154,4.282
0.421,-3.649,-0.774,0.991,1.0,2.431,6.596,3.47,-1.229,7.688,0.198,1.936,-1.427,1.093,-3.36,-2.565,1.196,1.155,-7.668,-3.141,3.777
0.425,-2.589,-1.381,1.075,1.0,1.329,4.633,4.113,-2.232,5.062,-0.159,2.615,-0.994,0.584,-3.923,-3.484,0.967,0.657,-4.605,-2.247,4.729
0.212,-2.77,-1.016,1.223,1.0,1.786,4.512,3.803,-1.715,5.457,-0.305,2.584,-0.872,0.66,-3.624,-3.259,1.035,0.698,-4.927,-2.49,4.284
0.74,-2.853,-1.252,0.538,1.0,1.549,5.103,3.325,-1.469,5.708,-0.152,1.951,-1.004,0.971,-3.364,-2.455,0.978,1.084,-5.639,-2.376,3.716
0.524,-2.959,-0.932,0.482,1.0,1.84,5.04,2.961,-1.332,5.911,-0.129,2.096,-1.019,1.032,-3.107,-2.54,1.221,0.997,-5.901,-2.529,3.437
0.466,-4.059,-0.366,0.984,1.0,2.996,7.081,3.555,-1.11,8.575,0.218,2.214,-1.732,0.788,-3.224,-2.836,1.055,0.838,-8.505,-3.426,3.526
0.661,-2.733,-1.12,0.823,1.0,1.578,4.612,3.857,-2.01,5.368,-0.214,2.243,-0.856,0.723,-3.783,-3.098,1.091,0.796,-4.954,-2.356,4.238
0.787,-2.895,-1.574,0.06,1.0,1.549,5.351,3.528,-2.077,5.839,-0.134,2.249,-0.907,1.24,-3.748,-2.455,1.131,1.347,-5.625,-2.514,3.981
0.694,-2.89,-1.545,0.184,1.0,1.519,5.039,3.433,-1.869,5.487,-0.265,2.174,-0.851,1.176,-3.512,-2.535,1.19,1.198,-5.136,-2.222,3.768
0.445,-3.169,-1.227,0.682,1.0,1.85,5.542,3.776,-1.631,6.464,-0.163,2.308,-1.109,1.119,-3.742,-2.997,1.193,0.967,-5.808,-2.597,4.176
0.28,-3.469,-0.829,1.025,1.0,2.475,6.124,3.883,-1.487,7.222,-0.202,2.224,-1.361,0.804,-3.595,-3.319,1.119,0.79,-7.003,-3.268,3.955
0.384,-3.669,-0.532,1.565,1.0,2.517,6.33,3.639,-1.397,7.636,0.015,2.234,-1.398,0.712,-3.622,-3.333,0.984,0.833,-7.306,-3.186,3.964
0.425,-3.025,-1.351,0.736,1.0,1.758,5.043,3.766,-1.872,5.912,-0.301,2.186,-1.082,0.821,-3.628,-2.856,0.958,0.934,-5.125,-2.361,3.774
0.707,-2.096,-1.73,0.559,1.0,0.843,3.639,3.59,-2.308,3.837,-0.484,2.178,-0.518,0.903,-3.585,-2.542,1.09,0.999,-3.27,-1.639,4.108
0.77,-2.934,-1.079,-0.162,1.0,1.57,5.105,3.461,-1.886,5.644,-0.217,2.324,-0.975,1.067,-3.665,-2.9,1.154,0.825,-5.005,-2.236,4.398
0.273,-3.064,-0.999,1.296,1.0,2.069,5.489,4.088,-1.803,6.404,-0.06,2.54,-1.036,0.821,-3.897,-3.606,1.065,0.686,-5.994,-2.958,4.747
0.458,-2.826,-0.942,0.855,1.0,1.762,5.188,3.608,-1.875,5.747,-0.099,2.205,-1.035,0.821,-3.512,-2.838,0.98,0.919,-5.518,-2.489,4.027
0.802,-3.476,-0.792,0.291,1.0,2.165,6.318,3.101,-1.57,7.079,-0.261,2.275,-1.164,1.059,-3.496,-2.705,0.988,1.087,-6.953,-2.879,3.907
0.515,-3.607,-0.743,0.428,1.0,2.493,6.511,3.47,-1.483,7.722,0.111,2.215,-1.317,1.06,-3.662,-2.923,1.128,1.218,-7.446,-3.284,4.237
0.531,-3.272,-0.504,1.223,1.0,2.223,5.5,3.296,-1.206,6.345,0.041,2.024,-1.095,0.754,-3.1,-2.706,0.886,0.893,-6.596,-2.882,3.561
0.323,-2.573,-1.131,0.847,1.0,1.662,4.388,3.701,-1.997,5.139,-0.427,2.576,-0.73,0.724,-3.529,-3.078,0.93,0.667,-4.632,-2.577,4.217
0.309,-3.57,-0.601,0.516,1.0,2.618,6.778,3.82,-1.562,7.837,-0.259,2.52,-1.192,1.01,-3.776,-3.231,1.082,0.937,-7.98,-3.612,4.584
0.531,-3.135,-0.997,0.596,1.0,1.964,5.592,3.644,-1.707,6.339,-0.059,2.169,-1.051,1.01,-3.461,-2.86,1.148,0.89,-5.915,-2.732,4.059
0.324,-3.763,-0.485,0.901,1.0,2.581,6.25,3.595,-1.107,7.358,0.115,2.272,-1.484,0.941,-3.259,-2.732,1.054,0.879,-7.513,-3.1,3.559
0.685,-2.34,-1.55,0.2,1.0,1.125,4.154,3.513,-2.293,4.532,-0.412,2.361,-0.713,1.099,-3.815,-2.624,1.256,1.11,-3.863,-2.167,4.236
0.592,-3.475,-0.616,0.67,1.0,2.219,5.985,3.318,-1.545,6.913,0.039,2.055,-1.325,0.953,-3.457,-2.738,1.076,0.994,-6.822,-2.672,3.866
0.553,-3.574,-0.659,0.996,1.0,2.4,6.234,3.391,-1.339,7.127,0.177,1.926,-1.459,1.099,-3.325,-2.731,1.164,1.008,-7.394,-3.09,3.598
0.781,-3.542,-0.937,0.057,1.0,2.163,6.394,3.405,-1.728,7.16,-0.276,2.209,-1.095,1.232,-3.832,-2.839,1.1,1.171,-7.244,-3.329,4.165
0.679,-4.207,-0.116,1.008,1.0,2.966,7.467,2.847,-0.73,8.729,0.134,1.592,-1.837,1.01,-2.963,-2.507,1.073,1.044,-9.193,-3.647,2.931
0.624,-2.825,-1.146,0.593,1.0,1.564,4.975,3.503,-1.743,5.517,-0.296,2.056,-1.029,0.989,-3.409,-2.688,1.022,0.908,-5.272,-2.333,4.008
0.458,-2.503,-1.454,0.587,1.0,1.521,4.589,3.64,-1.728,5.245,-0.288,2.107,-0.69,1.023,-3.473,-2.707,1.237,0.888,-4.795,-2.361,4.063
0.586,-2.882,-0.904,0.59,1.0,1.675,5.435,3.118,-1.347,5.96,0.055,2.095,-1.119,0.99,-3.175,-2.375,1.248,0.973,-5.896,-2.536,3.749
0.269,-2.15,-1.94,0.888,1.0,1.061,3.728,4.162,-2.334,4.004,-0.643,2.375,-0.331,0.787,-3.903,-3.017,0.889,0.741,-3.075,-1.866,4.038
0.211,-2.658,-0.949,0.967,1.0,1.941,4.818,3.994,-2.081,5.801,-0.411,2.235,-0.762,0.779,-3.683,-3.627,0.791,0.537,-5.241,-2.611,4.519
0.456,-3.412,-0.796,0.671,1.0,2.325,5.983,3.673,-1.593,7.164,-0.152,2.302,-1.3,1.061,-3.506,-3.05,1.104,0.966,-6.832,-3.111,4.094
0.369,-3.258,-0.845,0.445,1.0,2.064,6.005,3.614,-1.628,6.862,-0.122,2.123,-1.258,0.957,-3.564,-2.943,1.125,1.01,-6.44,-2.955,4.192
0.295,-3.56,-0.878,1.177,1.0,2.393,6.547,3.69,-1.386,7.48,0.017,2.081,-1.45,0.914,-3.468,-3.225,1.216,0.908,-7.737,-3.441,4.161
0.6,-2.094,-1.807,0.332,1.0,0.846,3.689,3.812,-2.471,4.134,-0.498,2.5,-0.493,0.931,-3.943,-2.974,1.247,0.939,-2.84,-1.765,4.663
0.791,-2.047,-1.695,0.633,1.0,0.662,3.575,3.579,-2.459,3.605,-0.537,2.475,-0.232,0.89,-3.756,-2.956,0.915,0.877,-2.991,-1.516,4.296
0.179,-4.456,-0.283,1.151,1.0,3.318,7.865,3.653,-0.858,9.411,0.02,1.848,-1.799,0.945,-3.217,-2.743,1.14,0.867,-9.872,-3.984,3.523
0.537,-3.07,-1.053,0.664,1.0,1.947,5.734,3.6,-1.696,6.394,0.065,2.138,-1.255,0.957,-3.522,-2.746,1.046,0.925,-6.193,-2.66,3.99
0.565,-2.628,-1.483,0.286,1.0,1.393,4.708,3.205,-1.766,5.338,0.112,1.875,-0.985,0.972,-3.171,-2.192,0.979,1.066,-5.049,-2.281,3.147
0.534,-3.281,-0.826,0.687,1.0,2.03,5.451,3.34,-1.389,6.418,0.006,1.979,-1.354,0.778,-3.308,-2.752,0.984,0.802,-6.104,-2.492,3.613
