y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
1.0,1.261,-1.432,1.528,2.913,-0.138,5.31,-0.259,-0.748,-1.077,0.04,0.401,4.211,-2.437,2.368,3.799,-3.055,-0.177,1.605,-4.56,-0.392
1.0,1.549,-1.563,1.326,2.312,-1.082,4.711,-0.2,-0.642,-1.007,0.849,0.167,3.223,-2.7,1.991,3.022,-2.989,0.003,0.787,-3.706,-0.516
1.0,1.398,-1.56,1.543,2.937,-0.234,5.225,-0.351,-0.739,-1.048,0.056,0.421,4.385,-2.485,2.599,3.328,-3.058,-0.11,1.246,-4.353,-0.378
1.0,1.767,-1.73,1.364,2.29,-1.008,4.902,-0.052,-0.798,-0.92,0.615,0.424,3.781,-2.731,2.229,3.106,-3.372,0.021,0.754,-3.836,-0.612
1.0,1.983,-1.873,1.325,2.182,-0.847,4.694,0.151,-0.77,-1.049,0.866,-0.064,3.656,-2.848,2.223,3.061,-3.36,-0.183,0.555,-3.656,-0.484
1.0,2.025,-1.875,1.465,2.724,-0.71,5.512,-0.344,-0.68,-1.288,0.737,0.358,3.677,-2.685,2.269,3.467,-3.369,-0.233,0.968,-4.259,-0.417
1.0,1.732,-1.708,1.358,2.335,-0.617,4.865,0.055,-0.596,-0.762,0.704,0.204,4.201,-3.085,2.644,3.566,-3.444,-0.02,0.822,-4.078,-0.958
1.0,1.378,-1.216,1.288,2.562,-0.268,4.824,0.048,-0.6,-0.92,0.183,0.008,4.254,-2.642,2.727,2.896,-2.978,-0.169,0.995,-3.84,-0.538
1.0,2.098,-1.766,1.69,2.479,-0.315,5.225,-0.259,-0.653,-1.27,0.766,0.134,3.659,-2.898,2.048,3.504,-3.617,-0.305,0.86,-4.13,-0.426
1.0,1.324,-1.304,1.476,2.514,-0.777,4.984,-0.269,-0.875,-1.057,0.078,0.019,4.415,-2.622,2.702,3.263,-3.128,-0.051,0.628,-3.983,-0.522
1.0,1.818,-1.859,1.332,2.61,-0.305,5.098,-0.004,-0.724,-1.214,0.562,0.196,3.972,-2.646,2.602,3.492,-3.431,-0.244,0.961,-4.092,-0.455
1.0,1.821,-1.831,1.7,2.709,-0.955,5.515,-0.233,-0.651,-1.093,0.69,0.109,4.028,-2.943,2.46,3.722,-3.391,-0.1,1.2,-4.469,-0.487
1.0,1.561,-1.636,1.399,2.327,-0.53,4.845,0.121,-0.485,-1.159,0.562,-0.01,4.258,-2.935,2.862,3.435,-3.402,-0.216,0.842,-3.97,-0.78
1.0,2.057,-1.924,1.502,2.481,-0.955,5.138,-0.199,-0.837,-1.083,0.949,0.386,3.07,-2.925,1.732,3.25,-3.488,-0.239,0.902,-4.15,-0.364
1.0,1.708,-1.59,1.741,2.335,-0.832,5.177,-0.225,-0.605,-1.034,0.569,0.214,4.226,-2.909,2.389,3.351,-3.496,-0.244,0.919,-4.17,-0.748
1.0,1.321,-1.537,1.376,2.096,-1.026,4.733,-0.047,-0.763,-0.894,0.357,-0.117,4.363,-2.725,2.658,2.992,-3.103,0.028,0.843,-3.764,-0.576
1.0,1.961,-1.874,1.644,2.682,-0.563,5.988,-0.113,-0.818,-1.532,0.648,0.048,4.079,-3.038,2.336,3.765,-3.655,-0.3,1.159,-4.543,-0.748
1.0,1.25,-1.004,1.016,2.152,-0.695,4.686,-0.24,-0.65,-0.945,0.236,-0.057,4.406,-2.596,3.12,3.002,-2.981,0.058,0.546,-3.613,-0.877
1.0,1.524,-1.587,1.698,2.961,-0.712,5.306,-0.53,-0.647,-1.073,0.426,0.212,4.407,-2.81,2.753,3.52,-3.178,-0.11,0.982,-4.3,-0.587
1.0,0.904,-1.18,1.619,2.749,-0.173,4.852,-0.673,-0.696,-1.004,-0.097,0.026,4.398,-2.428,2.797,3.183,-2.847,-0.267,0.835,-3.94,-0.323
1.0,1.715,-1.772,1.354,2.613,-0.32,5.347,0.046,-0.52,-0.955,0.567,0.239,3.651,-2.892,2.344,3.431,-3.465,-0.12,0.964,-4.315,-0.69
1.0,1.431,-1.164,1.287,2.269,-0.829,4.37,-0.239,-0.703,-0.773,0.371,0.02,4.727,-2.662,3.083,2.904,-3.034,0.044,0.585,-3.639,-1.03
1.0,1.941,-1.938,1.302,2.275,-0.636,5.403,0.183,-0.88,-1.348,0.772,0.365,3.657,-2.984,2.388,3.651,-3.636,-0.396,0.791,-4.191,-0.678
1.0,1.514,-1.538,1.391,2.72,-0.085,5.332,-0.068,-0.578,-0.962,0.293,0.023,4.243,-2.863,2.55,3.599,-3.331,-0.113,1.075,-4.25,-0.73
1.0,1.444,-1.471,1.806,2.511,-0.295,5.34,-0.09,-0.54,-1.216,-0.09,0.164,4.714,-2.734,2.827,3.381,-3.452,-0.27,0.891,-4.287,-0.725
1.0,1.81,-1.65,1.744,2.69,-0.564,5.888,-0.1,-0.572,-1.418,0.406,-0.021,4.247,-2.779,2.48,3.743,-3.43,-0.408,1.24,-4.562,-0.152
1.0,1.785,-1.871,1.659,2.971,-0.537,5.842,-0.402,-0.728,-1.304,0.592,0.347,3.933,-2.904,2.299,3.839,-3.647,-0.358,1.223,-4.591,-0.545
1.0,1.743,-1.92,1.429,2.871,-0.338,5.919,0.154,-0.932,-1.357,0.745,0.316,3.842,-2.779,2.438,3.735,-3.403,-0.252,1.221,-4.657,-0.452
1.0,1.113,-0.919,1.351,2.422,-0.569,5.224,-0.113,-0.695,-1.033,-0.153,-0.087,5.444,-2.863,3.756,3.152,-3.225,0.012,0.977,-3.972,-0.734
1.0,1.713,-1.507,1.269,2.313,-0.843,4.85,0.133,-0.784,-0.849,0.531,0.079,4.242,-2.712,2.842,3.212,-3.034,-0.085,0.969,-3.912,-1.099
1.0,1.783,-1.596,1.497,2.836,-0.985,5.241,0.008,-0.719,-0.862,0.542,-0.205,4.844,-3.145,3.089,3.808,-3.634,-0.025,1.068,-4.508,-0.845
1.0,1.595,-1.865,1.412,2.322,-0.703,4.944,0.049,-0.835,-0.904,0.712,0.034,3.76,-2.807,2.183,3.164,-3.203,-0.056,0.983,-4.032,-0.349
1.0,1.656,-1.704,1.595,2.508,-0.412,5.401,-0.162,-0.616,-1.178,0.505,0.041,4.417,-3.045,2.733,3.449,-3.659,-0.305,0.789,-4.271,-0.797
1.0,2.106,-1.86,1.542,2.783,-0.546,5.548,-0.047,-0.755,-1.106,1.1,0.529,3.384,-2.938,1.931,3.903,-3.456,-0.194,1.223,-4.587,-0.491
1.0,1.727,-1.737,1.29,2.291,-1.3,4.458,-0.139,-0.561,-0.852,0.62,0.105,3.966,-2.82,2.593,2.911,-3.263,-0.118,0.462,-3.707,-0.77
1.0,1.698,-1.859,1.555,2.352,-0.581,5.004,-0.057,-0.775,-1.084,0.565,0.188,4.426,-2.923,2.848,3.496,-3.48,-0.219,0.889,-4.265,-0.914
1.0,1.609,-1.534,1.349,2.309,-0.919,5.113,0.083,-0.381,-1.07,0.356,0.194,4.595,-2.921,2.721,3.154,-3.449,-0.149,0.654,-4.016,-0.478
1.0,1.242,-1.458,1.658,2.615,-0.603,5.101,-0.318,-0.835,-1.024,0.218,0.126,4.769,-2.695,2.824,3.193,-3.126,-0.093,1.072,-4.116,-0.774
1.0,2.274,-1.752,1.677,2.526,-1.038,5.455,-0.022,-0.787,-1.361,1.138,0.247,3.563,-3.203,2.099,3.396,-3.809,-0.332,0.877,-4.399,-0.523
1.0,1.873,-1.905,1.656,2.505,-0.231,5.854,-0.336,-0.702,-1.536,0.565,0.038,3.89,-2.869,2.309,3.697,-3.686,-0.435,0.937,-4.462,-0.447
1.0,1.865,-1.634,1.554,2.641,-0.624,5.196,-0.156,-0.642,-1.034,0.571,0.063,4.422,-3.043,2.892,3.459,-3.498,-0.049,0.95,-4.331,-0.961
1.0,1.781,-1.931,1.273,2.311,-0.428,4.98,-0.107,-0.523,-1.238,0.714,-0.079,3.853,-2.895,2.695,3.062,-3.447,-0.242,0.299,-3.805,-0.836
1.0,1.599,-1.605,1.501,2.922,-0.72,5.249,-0.151,-0.725,-1.31,0.397,0.029,3.957,-2.466,2.386,3.544,-2.94,-0.274,1.433,-4.291,-0.655
1.0,1.739,-1.336,1.745,2.431,-0.252,5.37,-0.273,-0.686,-1.164,0.5,-0.013,4.303,-3.081,2.564,3.405,-3.628,-0.335,0.975,-4.344,-0.635
1.0,1.52,-1.557,1.38,2.65,-0.844,5.309,-0.27,-0.676,-0.88,0.307,0.218,4.879,-2.886,2.971,3.43,-3.367,-0.049,0.771,-4.238,-0.866
1.0,1.741,-1.656,1.39,2.234,-0.615,5.014,-0.024,-0.822,-1.1,0.5,-0.054,4.129,-2.928,2.701,3.219,-3.461,-0.176,0.778,-4.019,-0.497
1.0,1.716,-1.791,1.306,2.298,-1.023,4.754,-0.051,-0.596,-1.089,0.822,0.146,3.69,-2.925,2.319,3.255,-3.34,-0.268,0.776,-3.936,-0.52
1.0,1.764,-1.711,1.536,2.511,-0.211,5.21,-0.325,-0.562,-1.124,0.491,0.095,4.552,-3.001,2.799,3.507,-3.662,-0.172,0.846,-4.234,-0.648
1.0,1.45,-1.373,1.651,2.836,-0.409,5.18,-0.198,-0.663,-0.9,0.209,0.066,5.095,-2.948,3.267,3.726,-3.3,0.084,1.239,-4.543,-0.746
1.0,1.666,-1.669,1.576,2.704,-0.237,5.311,-0.268,-0.719,-1.228,0.433,0.222,3.831,-2.567,2.331,3.205,-3.165,-0.184,1.106,-4.189,-0.601
1.0,1.557,-1.454,1.467,2.493,-0.912,5.097,-0.145,-0.63,-0.928,0.432,0.032,4.143,-2.807,2.612,3.381,-3.185,-0.119,0.954,-4.117,-0.845
1.0,1.603,-1.587,1.196,2.281,-0.659,5.222,0.308,-0.593,-1.162,0.469,0.004,4.718,-2.854,2.98,3.329,-3.406,-0.158,0.866,-4.123,-0.796
1.0,1.721,-1.362,1.166,2.013,-0.884,4.85,-0.008,-0.706,-1.112,0.569,-0.099,4.478,-2.856,3.003,2.882,-3.428,-0.145,0.477,-3.598,-0.91
1.0,2.06,-1.996,1.519,2.702,-0.45,5.325,-0.176,-0.782,-0.942,0.7,0.481,3.571,-3.24,2.065,3.592,-3.821,-0.165,0.918,-4.498,-0.68
1.0,1.192,-1.102,1.386,2.376,-1.1,4.347,-0.123,-0.51,-0.249,0.353,-0.14,4.985,-2.962,3.487,3.382,-3.078,0.272,0.995,-4.027,-0.746
1.0,1.602,-1.596,1.34,2.273,-0.548,4.983,0.001,-0.744,-0.922,0.369,0.144,4.199,-2.736,2.857,3.166,-3.293,-0.154,0.653,-3.829,-0.49
1.0,1.872,-1.794,1.6,2.954,-0.728,5.69,-0.369,-0.594,-1.155,0.677,0.066,3.85,-2.99,2.329,3.75,-3.572,-0.093,1.131,-4.523,-0.75
1.0,1.863,-1.538,1.697,2.498,-0.074,5.729,-0.37,-0.647,-1.396,0.465,0.287,4.222,-2.958,2.712,3.552,-3.677,-0.324,0.806,-4.446,-0.686
1.0,2.046,-1.967,1.416,2.144,-0.69,5.138,0.034,-0.611,-1.491,0.845,0.28,3.283,-2.928,2.001,3.072,-3.566,-0.294,0.929,-3.933,-0.143
1.0,1.453,-1.735,1.14,2.096,-0.875,4.19,0.164,-0.389,-0.631,0.437,0.128,3.868,-2.69,2.34,3.039,-3.012,0.073,0.71,-3.639,-0.596
1.0,1.669,-1.886,1.553,3.23,-0.961,5.206,-0.597,-0.709,-0.717,1.018,0.376,3.304,-2.859,1.777,3.826,-3.005,0.131,1.331,-4.473,-0.606
1.0,1.651,-2.107,1.033,2.174,-0.915,4.336,0.513,-0.619,-0.831,0.702,0.1,3.036,-2.897,2.004,2.885,-3.173,-0.007,0.808,-3.606,-0.32
1.0,1.429,-1.578,1.232,2.095,-0.862,4.97,-0.086,-0.709,-0.91,0.495,0.072,4.563,-2.953,2.902,3.312,-3.304,-0.006,0.717,-3.863,-0.888
1.0,1.41,-1.276,1.373,2.205,-0.902,4.577,-0.024,-0.578,-0.594,0.432,-0.35,4.606,-2.874,3.08,3.17,-3.246,0.045,0.583,-3.717,-0.896
1.0,1.778,-1.961,1.621,2.542,-0.642,5.067,-0.276,-0.856,-0.979,0.73,0.44,3.123,-2.674,1.619,3.629,-3.317,-0.155,1.087,-4.198,-0.266
1.0,1.718,-1.535,1.475,2.707,-0.035,5.283,-0.367,-0.791,-0.969,0.448,0.52,3.886,-2.5,2.594,3.497,-3.082,-0.38,1.112,-4.24,-0.683
1.0,1.598,-1.562,1.379,2.401,-1.108,5.207,0.173,-0.644,-1.048,0.544,0.079,4.408,-2.93,2.834,3.32,-3.463,0.153,1.053,-4.167,-0.762
1.0,1.834,-1.754,1.653,2.617,-0.384,5.502,-0.17,-0.738,-1.229,0.446,0.284,4.142,-2.877,2.42,3.503,-3.567,-0.303,0.869,-4.306,-0.752
1.0,1.883,-1.761,1.426,2.734,-0.738,5.253,0.176,-0.75,-0.865,0.86,0.444,3.7,-2.861,2.142,3.595,-3.247,0.031,1.488,-4.279,-0.646
1.0,2.018,-1.664,1.326,2.368,-0.45,5.031,-0.169,-0.681,-1.124,0.544,0.092,4.288,-3.083,2.75,3.682,-3.681,-0.187,0.512,-4.118,-0.71
1.0,1.636,-1.652,1.463,2.677,-0.051,5.333,-0.126,-0.489,-1.248,0.382,0.072,3.744,-2.773,2.296,3.416,-3.398,-0.399,0.996,-4.186,-0.225
1.0,0.953,-0.857,1.644,2.872,-0.824,4.921,-0.321,-0.505,-0.661,-0.211,0.24,5.048,-2.469,3.087,3.4,-2.787,0.092,1.069,-4.23,-0.745
1.0,1.327,-1.598,1.694,2.506,-0.086,5.222,-0.374,-0.588,-1.145,0.157,-0.101,4.307,-2.821,2.649,3.34,-3.225,-0.219,0.896,-4.106,-0.502
1.0,1.474,-1.761,1.551,2.862,-0.055,5.694,-0.443,-0.572,-1.582,-0.068,0.178,4.287,-2.463,2.525,3.653,-3.379,-0.434,0.879,-4.259,-0.085
1.0,1.632,-1.274,1.472,2.577,-0.727,4.989,-0.103,-0.572,-0.931,0.081,-0.184,5.086,-2.735,3.367,3.428,-3.266,-0.064,0.92,-4.086,-0.871
1.0,1.485,-1.67,1.473,2.558,-0.389,5.129,-0.13,-0.735,-0.981,0.457,0.256,4.159,-3.059,2.613,3.485,-3.389,-0.236,1.001,-4.272,-0.643
1.0,1.524,-1.413,1.401,2.566,-0.927,5.182,0.021,-0.624,-0.813,0.335,0.112,4.621,-2.851,3.025,3.524,-3.291,0.081,0.988,-4.228,-0.898
1.0,1.653,-1.444,1.506,2.578,-0.621,5.239,-0.323,-0.748,-1.118,0.321,0.021,4.367,-2.684,2.818,3.206,-3.365,-0.075,0.751,-4.097,-0.599
1.0,1.507,-1.479,1.197,2.259,-0.792,4.377,-0.099,-0.63,-0.856,0.433,0.114,4.315,-2.767,2.896,3.034,-3.183,0.012,0.695,-3.594,-0.769
1.0,1.314,-1.1,1.536,2.449,-0.904,4.905,-0.109,-0.698,-0.861,0.049,0.366,4.539,-2.547,2.857,3.631,-3.011,0.063,1.129,-4.081,-0.483
1.0,1.867,-1.609,1.357,2.489,-0.393,5.205,0.029,-0.717,-1.063,0.543,-0.069,4.406,-3.022,2.75,3.428,-3.574,-0.198,0.896,-4.154,-0.794
1.0,1.532,-1.889,1.476,2.526,-0.72,4.975,-0.151,-0.73,-1.06,0.479,0.008,4.924,-2.926,2.939,3.254,-3.494,-0.075,0.753,-4.029,-0.887
1.0,1.507,-1.637,1.542,2.421,-0.437,5.08,-0.193,-0.795,-1.072,0.281,0.221,4.186,-2.717,2.607,3.244,-3.132,-0.238,0.788,-4.052,-0.751
1.0,1.105,-1.654,1.213,2.456,-0.789,4.291,-0.229,-0.497,-0.687,0.603,-0.033,3.698,-2.699,2.368,2.992,-2.814,-0.013,0.657,-3.586,-0.71
1.0,1.318,-1.743,1.491,2.415,-0.281,5.036,-0.05,-0.473,-0.864,0.501,0.402,3.499,-2.781,1.897,3.337,-3.215,-0.268,0.802,-4.235,-0.498
1.0,1.601,-1.501,1.429,2.446,-0.589,5.118,-0.277,-0.459,-1.022,0.443,0.124,4.819,-2.885,2.952,3.565,-3.548,0.03,0.737,-4.214,-0.764
1.0,1.798,-1.927,1.406,2.934,-0.919,5.097,-0.228,-0.728,-0.835,0.987,0.393,3.634,-2.897,1.999,3.71,-3.114,-0.077,1.15,-4.425,-0.561
1.0,1.89,-2.023,1.374,2.313,-0.734,4.925,0.058,-0.638,-1.202,0.811,0.014,3.673,-3.17,2.418,3.474,-3.626,-0.275,0.563,-3.976,-0.735
1.0,1.503,-1.682,1.389,2.221,-0.506,4.882,-0.159,-0.5,-1.157,0.513,0.081,3.845,-2.823,2.48,2.991,-3.309,-0.231,0.562,-3.762,-0.635
1.0,1.879,-1.813,1.622,2.403,-0.776,5.13,0.157,-0.534,-0.71,0.903,0.118,3.825,-3.124,2.282,3.38,-3.457,-0.034,1.228,-4.307,-0.896
1.0,1.532,-1.481,1.676,3.283,-0.247,5.466,-0.525,-0.662,-1.171,0.164,0.28,4.109,-2.705,2.525,3.666,-3.128,-0.263,1.362,-4.589,-0.609
1.0,1.798,-1.852,1.699,2.903,0.007,5.596,-0.296,-0.829,-1.005,0.528,0.194,3.91,-2.651,2.326,3.669,-3.265,-0.281,1.281,-4.549,-0.631
1.0,1.473,-1.683,1.51,2.423,-0.668,4.819,-0.097,-0.565,-0.862,0.492,0.059,4.179,-2.76,2.46,3.202,-3.222,-0.131,0.98,-4.011,-0.838
1.0,1.139,-1.357,1.642,2.918,-0.561,5.391,-0.429,-0.633,-0.856,0.214,0.289,3.886,-2.498,2.291,3.734,-2.912,-0.195,1.234,-4.466,-0.247
1.0,1.41,-1.385,1.703,3.132,-0.074,5.842,-0.117,-0.923,-1.3,-0.077,0.262,4.937,-2.716,3.02,3.704,-3.425,-0.197,1.427,-4.722,-0.461
1.0,1.402,-1.756,1.237,2.469,-0.836,4.909,-0.101,-0.67,-1.015,0.546,0.165,3.36,-2.498,2.065,3.128,-2.976,-0.133,0.769,-3.819,-0.398
1.0,1.424,-1.306,1.483,2.905,-0.812,5.201,-0.142,-0.931,-1.005,0.27,0.155,4.712,-2.675,2.998,3.496,-3.145,0.086,1.337,-4.356,-0.912
1.0,1.869,-1.703,1.494,2.418,-0.704,5.05,0.021,-0.591,-1.165,0.696,0.147,4.011,-2.99,2.363,3.383,-3.558,-0.228,0.97,-4.11,-0.74
1.0,1.411,-1.592,1.426,2.327,-0.714,5.086,-0.171,-0.675,-0.894,0.398,0.198,4.313,-3.056,2.597,3.5,-3.354,0.059,0.672,-4.183,-0.731
1.0,1.387,-0.933,1.549,2.698,-0.581,5.099,-0.066,-0.793,-1.138,-0.009,0.053,5.055,-2.606,3.328,3.28,-3.14,-0.084,1.214,-4.184,-0.645
1.0,1.912,-1.724,1.447,2.347,-0.869,5.089,0.063,-0.335,-1.249,0.29,0.034,4.399,-2.974,2.877,3.171,-3.746,-0.283,0.563,-3.995,-0.657
1.0,1.404,-1.727,1.387,2.592,-0.451,4.96,-0.141,-0.653,-1.174,0.348,-0.037,4.118,-2.628,2.476,3.305,-3.037,-0.207,0.923,-3.981,-0.672
1.0,1.7,-1.549,1.601,2.648,-0.795,5.209,-0.325,-0.514,-1.154,0.546,-0.235,4.485,-2.818,2.726,3.444,-3.268,-0.162,0.826,-4.222,-0.773
1.0,1.654,-2.017,1.244,2.171,-0.722,4.63,0.094,-0.589,-1.009,0.669,-0.108,3.79,-2.931,2.373,2.999,-3.62,-0.066,0.415,-3.74,-0.621
1.0,1.613,-1.826,1.421,2.663,-0.885,5.197,0.068,-0.824,-1.026,0.348,-0.093,4.511,-2.865,2.822,3.391,-3.365,-0.01,1.133,-4.148,-0.814
1.0,1.573,-1.793,1.51,2.449,-0.399,5.273,-0.263,-0.565,-1.368,0.385,-0.013,4.227,-2.646,2.307,3.377,-3.247,-0.255,0.959,-4.017,-0.445
1.0,1.427,-1.766,1.216,2.261,-0.576,4.828,0.101,-0.706,-1.133,0.629,0.215,3.603,-2.783,2.396,2.971,-3.241,-0.097,0.746,-3.765,-0.719
1.0,1.572,-1.517,1.401,2.914,-0.765,5.074,-0.019,-0.466,-1.133,0.394,-0.068,4.554,-2.792,2.865,3.261,-3.151,-0.197,1.158,-4.192,-0.68
1.0,1.771,-1.806,1.461,2.744,-0.586,4.942,-0.14,-0.606,-1.124,0.74,0.358,3.487,-2.683,1.941,3.304,-3.264,-0.274,1.102,-4.01,-0.703
1.0,1.318,-1.455,1.459,2.562,-0.872,5.026,-0.292,-0.601,-1.022,0.516,0.083,4.063,-2.662,2.546,3.328,-3.039,-0.038,0.75,-4.027,-0.573
1.0,2.107,-1.977,1.349,2.001,-1.144,5.016,0.047,-0.714,-1.263,0.952,0.013,3.638,-3.023,2.21,3.222,-3.575,-0.23,0.597,-3.851,-0.464
1.0,1.567,-1.542,1.536,2.453,-0.943,5.086,-0.218,-0.706,-0.869,0.374,0.147,4.595,-2.776,2.955,3.438,-3.279,-0.035,0.865,-3.997,-0.752
1.0,1.553,-1.594,1.451,2.514,-0.853,4.911,-0.267,-0.838,-0.899,0.406,0.073,4.492,-2.873,2.788,3.133,-3.172,0.048,0.933,-3.959,-0.804
1.0,1.825,-1.645,1.557,2.53,-0.625,5.176,-0.258,-0.677,-1.25,0.556,0.288,3.889,-2.704,2.338,3.384,-3.466,-0.407,0.728,-4.083,-0.805
1.0,1.455,-1.316,1.769,2.674,0.192,5.571,-0.43,-0.729,-1.4,0.032,-0.116,4.816,-2.76,3.009,3.76,-3.402,-0.423,0.903,-4.376,-0.636
1.0,1.669,-1.712,1.499,2.58,-0.439,5.36,-0.2,-0.738,-1.279,0.41,0.123,4.1,-2.855,2.438,3.571,-3.41,-0.4,0.963,-4.287,-0.37
1.0,1.818,-1.79,1.426,2.386,-0.403,5.167,0.072,-0.714,-1.274,0.393,0.401,4.134,-2.78,2.378,3.357,-3.555,-0.332,0.85,-4.139,-0.486
1.0,1.672,-1.819,1.289,2.692,-1.074,5.072,0.05,-0.891,-0.803,0.701,0.014,4.002,-2.789,2.787,3.286,-3.331,0.128,0.912,-4.144,-0.922
1.0,2.244,-2.05,1.334,2.146,-0.854,4.923,0.319,-0.877,-1.138,1.059,0.117,3.465,-2.92,2.176,3.17,-3.571,-0.17,1.084,-3.875,-0.653
1.0,1.685,-1.613,1.599,2.596,-0.08,5.428,-0.214,-0.806,-1.114,0.381,0.026,4.112,-2.91,2.555,3.522,-3.497,-0.271,0.905,-4.283,-0.754
1.0,1.743,-2.113,1.429,2.554,-0.813,4.552,-0.236,-0.631,-0.66,0.926,0.083,3.296,-2.802,2.026,3.334,-3.232,0.071,0.487,-3.866,-0.711
1.0,1.57,-1.636,1.457,2.762,-0.333,5.408,0.04,-0.77,-1.106,0.148,0.27,4.199,-2.553,2.375,3.755,-3.202,-0.269,1.315,-4.367,-0.339
1.0,1.115,-1.435,1.461,2.441,-0.355,5.202,-0.106,-0.711,-1.25,0.067,0.08,4.413,-2.629,2.828,3.292,-3.176,-0.263,0.86,-4.098,-0.627
1.0,1.908,-1.767,1.607,2.607,-0.793,5.501,-0.181,-0.689,-1.054,0.804,0.128,4.11,-3.069,2.487,3.421,-3.496,-0.157,1.153,-4.387,-0.505
1.0,1.722,-1.866,1.381,2.653,-0.296,5.157,-0.223,-0.595,-1.286,0.516,0.26,3.848,-2.853,2.228,3.67,-3.393,-0.24,0.762,-4.117,-0.574
1.0,1.8,-1.805,1.46,2.29,-0.643,4.997,-0.398,-0.54,-0.712,0.874,0.189,3.617,-2.948,2.03,3.404,-3.438,-0.079,0.851,-4.083,-0.645
1.0,1.252,-1.359,1.296,2.402,-0.269,4.635,-0.229,-0.701,-1.083,0.168,-0.143,4.33,-2.572,2.852,3.003,-3.151,-0.18,0.7,-3.856,-0.787
1.0,1.471,-1.505,1.709,2.891,-0.29,5.375,-0.4,-0.731,-1.146,0.087,0.263,4.463,-2.728,2.641,3.855,-3.235,-0.258,1.139,-4.392,-0.772
1.0,1.13,-1.584,1.548,2.621,-0.735,5.048,-0.223,-0.606,-0.917,0.26,0.123,4.654,-2.835,2.839,3.466,-3.112,-0.054,0.894,-4.149,-0.827
1.0,1.003,-1.517,1.603,2.833,-0.207,5.273,-0.378,-0.642,-0.987,0.156,0.005,4.435,-2.644,2.705,3.634,-2.9,-0.102,1.199,-4.333,-0.456
1.0,1.936,-1.816,1.327,2.525,-0.537,5.563,0.17,-0.656,-1.061,0.626,-0.1,4.478,-3.12,2.966,3.624,-3.528,-0.11,1.097,-4.232,-0.752
1.0,1.203,-0.945,1.301,2.586,-0.111,5.05,0.023,-0.804,-0.968,-0.176,-0.002,5.117,-2.794,3.443,3.551,-3.233,0.046,0.916,-4.177,-0.662
1.0,1.598,-1.846,1.4,2.261,-0.698,4.437,-0.035,-0.725,-0.858,0.693,0.17,3.712,-2.843,2.034,3.15,-3.171,-0.068,0.83,-3.754,-0.547
1.0,1.792,-1.674,1.331,2.03,-1.003,5.051,0.332,-0.498,-1.257,0.767,0.222,3.682,-2.854,2.51,3.231,-3.432,-0.248,0.72,-3.965,-0.519
1.0,1.871,-1.919,1.205,2.219,-1.182,4.885,-0.077,-0.795,-1.175,0.855,0.128,3.452,-2.677,2.077,2.968,-3.272,-0.13,0.705,-3.747,-0.487
1.0,1.753,-1.869,1.552,2.269,-1.326,4.68,-0.115,-0.724,-0.741,0.832,-0.033,4.165,-2.803,2.402,3.349,-3.282,0.129,0.878,-3.96,-0.865
1.0,1.44,-1.369,1.754,3.069,0.118,5.769,-0.323,-0.805,-1.126,0.134,0.32,4.497,-2.715,2.702,3.891,-3.34,-0.39,1.242,-4.705,-0.539
1.0,1.755,-1.89,1.443,2.678,-0.36,5.418,0.183,-0.31,-1.016,0.679,0.406,3.691,-3.016,2.275,3.726,-3.526,-0.326,1.095,-4.425,-0.43
1.0,1.196,-0.94,1.086,2.461,-0.66,4.865,0.075,-0.531,-0.881,0.187,-0.168,4.488,-2.574,3.06,3.175,-2.885,0.075,0.82,-3.774,-0.661
1.0,1.958,-2.069,1.534,2.659,-1.007,5.174,-0.305,-0.661,-1.336,1.097,0.293,3.181,-2.96,1.912,3.488,-3.383,-0.394,1.031,-4.207,-0.332
1.0,1.545,-1.562,1.685,2.592,-0.664,5.083,-0.391,-0.777,-0.898,0.39,-0.074,5.12,-3.017,3.24,3.363,-3.304,-0.142,1.014,-4.185,-0.965
1.0,1.084,-1.199,1.38,2.922,-0.194,4.787,-0.458,-0.796,-1.057,-0.063,0.114,4.56,-2.387,2.866,3.09,-2.749,-0.3,1.222,-4.062,-0.686
1.0,1.688,-1.974,1.324,1.997,-0.922,4.654,0.12,-0.854,-0.831,0.625,0.124,3.872,-2.875,2.434,3.28,-3.35,-0.115,0.533,-3.721,-0.763
1.0,1.641,-1.512,1.628,2.718,-0.341,5.317,-0.128,-0.693,-0.982,0.36,0.243,4.267,-2.781,2.471,3.606,-3.224,-0.147,1.099,-4.314,-0.696
1.0,1.61,-1.849,1.448,2.559,-0.45,4.8,-0.033,-0.728,-0.725,0.483,0.348,3.807,-2.811,2.281,3.403,-3.295,0.049,0.851,-4.091,-0.616
1.0,1.63,-1.666,1.175,2.391,-0.541,5.029,0.191,-0.563,-0.965,0.445,0.026,3.753,-2.776,2.43,3.217,-3.255,-0.112,0.873,-3.952,-0.716
1.0,1.545,-1.482,1.635,2.329,-0.674,5.289,-0.266,-0.714,-1.168,0.339,-0.088,4.61,-2.771,2.936,3.472,-3.546,-0.203,1.006,-4.249,-0.8
1.0,2.038,-1.982,1.327,2.13,-0.892,4.989,0.269,-0.859,-1.07,0.825,0.022,3.975,-3.015,2.413,3.328,-3.742,-0.11,0.644,-3.949,-0.517
