Unnamed: 0,x0,x1,x2,x3,y,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
141,-0.328,2.144,-0.124,-1.722,0.0,1.024,-3.024,-0.545,-1.711,-0.608,1.251,-0.059,-0.168,0.269,-1.185,-0.759,-3.829,-0.165,-0.561,0.932,4.201
142,-0.872,1.925,0.191,-0.86,0.0,0.726,-2.125,-0.015,-0.743,0.191,-0.78,0.188,-0.113,0.439,-0.293,-0.87,-3.279,0.348,0.001,0.565,3.681
143,-0.514,1.921,-0.203,-1.292,0.0,1.18,-2.838,-0.382,-1.182,-0.164,0.595,-0.102,-0.221,0.151,-0.538,-0.742,-3.373,0.002,-0.456,1.022,3.804
144,-0.765,1.869,-0.113,-1.081,0.0,1.065,-2.122,-0.045,-0.719,0.098,-0.753,0.09,-0.372,0.352,-0.247,-1.087,-3.574,0.387,-0.05,0.897,3.728
145,-0.866,2.173,0.194,-0.974,0.0,0.565,-2.205,-0.008,-0.459,0.188,-0.922,0.104,-0.119,0.412,-0.295,-1.128,-3.9,0.34,-0.059,0.774,3.88
146,-0.565,1.921,0.084,-1.303,0.0,1.079,-2.592,-0.212,-1.072,-0.012,0.322,0.014,-0.422,0.301,-0.671,-0.825,-3.291,0.065,-0.243,0.802,3.976
147,-0.706,2.173,-0.03,-1.38,0.0,1.019,-2.797,-0.323,-1.565,-0.205,0.85,-0.218,-0.124,-0.06,-0.869,-0.813,-3.876,-0.135,-0.512,0.799,4.506
148,-0.484,2.162,0.236,-1.464,0.0,1.048,-2.62,-0.494,-1.544,-0.334,0.879,-0.034,-0.392,0.009,-0.956,-0.698,-3.575,-0.222,-0.62,0.778,3.996
149,-0.344,2.347,-0.039,-1.371,0.0,1.162,-2.783,-0.457,-1.606,-0.508,0.927,-0.061,-0.254,-0.024,-1.099,-0.674,-3.635,-0.258,-0.729,0.846,4.182
150,-1.09,1.971,0.209,-0.633,0.0,0.569,-1.843,0.109,-0.042,0.292,-0.274,0.248,-0.026,0.618,0.032,-0.838,-3.083,0.24,0.017,0.38,4.185
151,-0.337,2.099,0.032,-1.509,0.0,1.113,-2.61,-0.279,-1.426,-0.203,0.126,-0.16,-0.12,0.249,-0.719,-1.075,-3.785,-0.252,-0.503,0.86,3.897
152,-0.439,2.081,0.16,-1.164,0.0,0.795,-2.413,-0.264,-1.176,-0.196,0.215,-0.01,-0.177,0.127,-0.779,-1.023,-3.89,-0.116,-0.397,0.785,3.996
153,-0.91,1.824,0.21,-0.871,0.0,1.171,-2.032,0.007,-0.411,-0.103,-0.553,0.471,-0.284,0.369,-0.238,-0.692,-3.278,0.454,-0.056,0.667,3.738
154,-0.358,2.017,0.194,-1.416,0.0,0.945,-2.909,-0.559,-2.066,-0.672,1.633,-0.104,-0.337,0.146,-1.325,-0.711,-3.542,-0.549,-0.771,0.697,4.015
155,-0.46,2.238,-0.021,-1.523,0.0,0.814,-2.795,-0.267,-1.183,-0.28,-0.072,0.036,-0.243,0.464,-0.763,-1.04,-4.058,0.011,-0.257,0.951,3.89
156,-0.742,1.907,-0.007,-1.373,0.0,0.892,-2.555,-0.234,-1.449,-0.166,0.296,-0.065,-0.164,0.149,-0.739,-0.812,-3.41,-0.151,-0.455,0.677,3.725
157,-0.156,1.849,-0.158,-1.109,0.0,0.93,-2.57,-0.388,-0.851,-0.222,-0.211,0.051,-0.333,0.406,-0.362,-0.903,-3.431,0.097,-0.371,1.012,3.344
158,-0.87,2.197,-0.047,-0.793,0.0,0.913,-1.963,0.045,-0.828,0.177,0.031,-0.02,0.031,0.482,-0.259,-0.733,-3.139,0.278,0.031,0.582,4.239
159,-0.194,1.958,-0.089,-1.536,0.0,0.977,-2.534,-0.506,-1.534,-0.458,0.314,0.004,-0.365,0.038,-0.904,-0.769,-3.726,-0.129,-0.656,1.022,3.317
160,-1.037,2.028,0.43,-0.629,0.0,0.708,-1.525,0.305,-0.253,0.31,-0.878,0.189,-0.081,0.828,0.163,-0.809,-3.256,0.515,0.271,0.363,4.059
161,-1.091,1.953,0.249,-0.629,0.0,0.538,-1.825,0.186,-0.263,0.497,-1.082,0.13,-0.015,0.554,-0.003,-0.905,-3.361,0.378,0.091,0.306,4.059
162,-0.687,2.074,0.156,-1.021,0.0,0.863,-2.79,-0.353,-1.394,-0.43,0.829,-0.153,-0.078,0.327,-0.904,-0.803,-3.859,-0.334,-0.61,0.636,4.063
163,-0.246,1.949,0.178,-1.176,0.0,0.871,-2.19,-0.029,-0.689,-0.27,-0.442,0.078,-0.352,0.423,-0.254,-0.98,-3.707,0.113,-0.282,0.866,3.798
164,-0.772,1.963,0.258,-0.934,0.0,0.825,-2.25,-0.038,-0.418,-0.068,-0.206,0.263,-0.214,0.445,-0.341,-0.904,-3.534,0.123,0.004,0.598,3.941
165,-0.914,2.111,0.13,-0.823,0.0,0.857,-2.035,0.146,-0.016,-0.001,-0.459,0.425,-0.005,0.767,0.071,-0.961,-3.52,0.23,0.139,0.604,4.87
166,-0.705,2.376,0.092,-1.104,0.0,1.213,-2.754,-0.31,-0.966,-0.31,0.814,0.225,-0.154,0.103,-0.71,-0.801,-3.704,-0.285,-0.419,0.622,4.912
167,-0.529,2.038,0.045,-1.448,0.0,0.981,-2.268,-0.128,-1.213,-0.177,-0.45,0.008,-0.088,0.49,-0.388,-0.953,-3.877,0.277,-0.232,0.912,3.699
168,-0.827,1.826,0.085,-1.033,0.0,0.628,-2.037,-0.009,-0.519,-0.028,-0.579,0.135,0.012,0.486,-0.138,-0.921,-3.559,0.203,-0.36,0.557,3.658
169,-0.567,1.807,-0.198,-1.387,0.0,1.021,-2.693,-0.141,-0.836,0.008,-0.042,0.078,-0.489,0.43,-0.239,-0.87,-3.297,0.176,-0.285,0.934,3.861
170,-0.535,1.835,0.031,-1.356,0.0,0.762,-2.34,-0.015,-1.16,-0.052,-0.62,0.206,-0.442,0.463,-0.466,-0.897,-3.848,0.292,-0.177,0.803,3.788
171,-1.584,1.672,0.231,-0.432,0.0,0.296,-0.781,0.807,0.285,0.668,-1.736,0.504,-0.059,1.131,0.303,-0.968,-2.846,0.366,0.693,0.066,3.816
172,-0.443,1.584,0.127,-1.44,0.0,0.914,-2.449,-0.177,-1.03,-0.286,-0.242,0.132,-0.014,0.367,-0.604,-0.762,-3.366,-0.057,-0.452,0.802,3.101
173,-0.473,2.041,0.215,-1.1,0.0,0.709,-2.455,-0.298,-1.272,-0.292,0.372,0.044,-0.226,0.281,-0.805,-0.86,-3.633,-0.404,-0.568,0.487,3.696
174,-0.363,2.037,-0.016,-1.402,0.0,0.969,-2.609,-0.363,-1.319,-0.565,0.598,0.155,-0.183,0.302,-0.838,-0.832,-3.629,-0.227,-0.427,0.834,3.944
175,-1.079,2.245,0.417,-1.021,0.0,0.725,-2.487,-0.078,-0.642,0.174,-0.453,0.073,-0.46,0.393,-0.217,-0.876,-4.018,0.244,-0.309,0.564,4.406
176,-1.389,2.021,0.233,-0.612,0.0,0.756,-2.13,0.254,0.066,0.209,-0.082,0.407,-0.233,0.476,-0.053,-1.013,-3.523,0.112,0.112,0.35,5.276
177,-0.902,1.864,0.201,-1.369,0.0,0.764,-2.308,0.018,-1.148,0.143,-0.056,-0.327,-0.234,0.522,-0.474,-0.928,-3.658,0.375,-0.258,0.65,3.989
178,-0.614,2.015,-0.015,-1.489,0.0,0.911,-2.343,-0.145,-1.303,-0.028,-0.245,-0.083,-0.22,0.582,-0.577,-1.06,-3.891,0.081,-0.219,0.868,4.051
179,-0.818,1.987,0.183,-1.361,0.0,0.945,-2.834,-0.174,-0.992,-0.254,0.523,-0.051,-0.258,0.688,-0.514,-0.844,-3.775,0.044,-0.513,0.646,4.564
180,-0.591,1.824,0.107,-1.258,0.0,0.789,-2.616,-0.33,-1.044,-0.226,0.128,0.124,-0.178,0.084,-0.837,-0.909,-3.771,0.13,-0.424,0.888,3.608
181,-0.711,2.152,0.128,-1.275,0.0,1.177,-2.719,-0.327,-1.421,-0.313,0.523,0.218,-0.12,0.119,-1.018,-0.796,-3.77,-0.06,-0.484,0.792,4.149
182,-1.242,2.084,0.289,-0.507,0.0,0.605,-1.753,0.268,-0.081,0.205,-1.04,0.261,-0.245,0.538,-0.127,-0.945,-3.622,0.288,0.082,0.344,4.112
183,-0.486,2.176,0.326,-1.207,0.0,0.675,-2.381,-0.188,-1.008,-0.497,0.05,0.279,-0.306,0.258,-0.644,-0.782,-3.776,-0.002,-0.396,0.584,3.66
184,-0.374,2.248,-0.078,-1.492,0.0,1.217,-3.358,-0.7,-2.417,-0.603,1.542,-0.479,-0.344,-0.106,-1.47,-0.606,-3.862,-0.581,-0.991,0.875,4.115
185,-0.871,1.827,0.081,-1.172,0.0,0.509,-2.109,0.076,-0.464,-0.083,-0.392,0.194,-0.155,0.671,-0.21,-0.99,-3.674,0.064,-0.27,0.438,4.003
186,-0.868,2.075,0.272,-1.137,0.0,0.902,-2.125,0.177,-0.624,0.034,-0.649,0.338,-0.196,0.52,-0.298,-0.904,-3.41,0.572,0.001,0.572,3.963
187,-1.668,1.988,0.293,-0.46,0.0,0.801,-1.575,0.518,0.009,0.689,-0.999,0.293,0.063,0.876,0.534,-0.862,-3.049,0.587,0.535,0.21,4.899
188,-0.139,1.782,0.134,-1.457,0.0,0.969,-2.736,-0.481,-2.11,-0.431,0.546,-0.443,-0.465,0.301,-0.972,-0.94,-3.682,-0.34,-0.747,1.028,2.913
189,-0.383,2.034,-0.004,-1.323,0.0,1.104,-2.625,-0.267,-1.136,-0.319,0.81,-0.159,-0.247,0.414,-0.443,-0.66,-3.147,-0.124,-0.459,0.694,4.089
190,-0.704,2.174,-0.065,-0.659,0.0,0.787,-2.302,0.052,-0.355,-0.212,-0.474,0.286,-0.069,0.534,-0.115,-1.018,-3.85,0.136,-0.133,0.675,4.343
191,-0.901,2.197,0.351,-0.815,0.0,0.642,-1.891,0.089,-0.338,0.196,-0.971,0.229,0.001,0.353,-0.021,-0.912,-3.677,0.23,0.025,0.469,4.182
192,-0.675,2.071,0.002,-1.328,0.0,1.106,-2.523,-0.018,-1.166,-0.089,0.208,-0.019,-0.089,0.439,-0.522,-0.859,-3.304,0.201,-0.234,0.799,4.22
193,-1.236,2.03,0.2,-1.011,0.0,1.033,-2.706,0.018,-0.683,-0.042,0.284,0.391,-0.15,0.551,-0.461,-0.646,-3.33,0.028,-0.246,0.452,4.725
194,-0.555,1.83,0.136,-0.844,0.0,0.195,-2.072,-0.097,-0.782,-0.281,-0.282,0.114,-0.145,0.27,-0.687,-0.957,-3.575,-0.235,-0.461,0.374,3.18
195,-0.607,2.194,-0.011,-1.68,0.0,1.1,-2.784,-0.357,-1.689,-0.231,0.318,-0.282,-0.133,0.124,-0.841,-0.964,-3.899,-0.057,-0.526,0.871,3.885
196,-0.243,1.994,-0.148,-1.546,0.0,0.866,-2.546,-0.251,-1.371,-0.256,0.277,-0.019,-0.3,0.249,-0.814,-0.799,-3.48,-0.182,-0.535,0.921,3.829
197,-1.09,1.882,0.123,-0.905,0.0,0.874,-2.228,0.042,-0.614,0.155,-0.086,-0.01,-0.136,0.441,-0.309,-0.767,-3.256,0.328,-0.115,0.49,4.128
198,-0.808,2.044,-0.003,-1.296,0.0,0.771,-2.195,-0.048,-0.951,-0.002,-0.156,0.005,-0.128,0.347,-0.576,-0.99,-3.69,0.004,-0.174,0.731,4.327
199,-1.281,1.761,0.385,-0.601,0.0,0.362,-1.401,0.317,-0.181,0.382,-0.92,0.221,0.168,0.629,0.136,-0.743,-3.219,0.31,0.076,0.079,3.899
200,-0.863,1.868,0.3,-0.677,0.0,0.7,-1.917,0.278,0.186,0.293,-1.136,0.481,-0.202,0.649,0.169,-1.05,-3.628,0.288,0.111,0.642,4.135
201,-1.442,2.021,0.327,-0.306,0.0,0.458,-1.248,0.535,0.067,0.537,-1.361,0.353,0.003,0.643,0.255,-1.022,-3.296,0.589,0.45,0.171,4.153
202,-0.789,1.677,0.078,-1.333,0.0,0.733,-2.16,-0.049,-0.922,-0.219,0.098,0.111,-0.275,0.583,-0.343,-0.937,-3.329,0.126,-0.199,0.597,3.862
203,-1.034,1.977,0.116,-0.712,0.0,0.71,-1.915,0.261,-0.731,0.291,-0.322,0.091,-0.211,0.518,-0.38,-0.981,-3.501,-0.03,-0.065,0.396,4.335
204,-1.146,2.432,0.214,-1.274,0.0,0.881,-2.422,-0.022,-1.07,0.243,-0.188,-0.032,-0.272,0.345,-0.375,-1.012,-4.167,0.27,-0.211,0.578,4.975
205,-0.611,1.924,0.255,-1.172,0.0,0.619,-2.206,-0.019,-0.778,-0.003,-0.54,0.178,-0.067,0.581,-0.211,-0.865,-3.642,0.083,-0.147,0.69,3.907
206,-1.222,2.042,0.053,-0.912,0.0,1.095,-2.111,0.178,-0.567,0.187,-0.358,0.263,-0.058,0.481,-0.069,-1.035,-3.666,0.502,0.098,0.631,5.045
207,-0.561,1.765,0.15,-1.251,0.0,0.633,-2.042,-0.057,-1.093,0.041,-0.545,-0.078,-0.057,0.338,-0.59,-0.796,-3.194,0.12,-0.218,0.609,2.706
208,-0.19,1.755,-0.138,-1.265,0.0,0.903,-2.967,-0.437,-1.388,-0.251,-0.09,-0.283,-0.372,0.152,-0.667,-0.893,-3.655,-0.247,-0.647,1.069,3.231
209,-1.163,2.272,0.149,-0.953,0.0,1.118,-2.439,0.127,-0.744,0.081,-0.171,0.06,-0.326,0.603,-0.164,-1.008,-3.726,0.354,-0.162,0.663,4.738
210,-0.502,1.91,-0.027,-1.258,0.0,0.937,-2.303,-0.146,-0.765,-0.11,-0.37,0.152,-0.234,0.312,-0.324,-0.895,-3.537,0.091,-0.23,0.901,3.872
211,-0.441,2.167,0.116,-1.382,0.0,0.86,-3.117,-0.606,-1.735,-0.574,0.675,-0.289,-0.093,0.074,-1.011,-1.026,-4.222,-0.481,-0.899,0.735,4.14
212,-1.019,1.949,0.2,-0.836,0.0,0.694,-1.787,0.186,-0.319,0.238,-0.681,0.312,0.024,0.713,-0.098,-0.944,-3.514,0.184,0.209,0.398,4.333
213,-0.384,1.965,-0.068,-1.328,0.0,0.795,-2.587,-0.412,-1.606,-0.324,0.439,-0.102,-0.247,0.017,-0.929,-0.752,-3.56,-0.258,-0.538,0.862,3.639
214,-0.962,1.812,0.35,-0.824,0.0,0.619,-1.527,0.284,-0.503,0.367,-0.956,0.193,-0.22,0.637,-0.086,-1.017,-3.4,0.324,0.306,0.548,3.629
215,-0.901,1.956,0.244,-1.235,0.0,0.937,-2.205,0.103,-0.768,0.069,-0.127,0.014,-0.09,0.562,-0.303,-0.929,-3.597,0.194,-0.248,0.667,4.28
216,-1.645,2.123,0.406,-0.585,0.0,0.916,-1.93,0.415,-0.165,0.621,-0.938,0.221,-0.266,0.573,0.054,-1.038,-3.886,0.408,0.341,0.437,5.115
217,-0.652,1.949,0.24,-0.901,0.0,0.602,-1.817,0.005,-0.9,0.137,-0.606,-0.144,-0.147,0.294,-0.279,-0.803,-3.279,0.056,-0.178,0.532,3.069
218,-0.993,1.912,0.199,-0.695,0.0,0.717,-1.993,0.168,-0.075,0.281,-1.019,0.164,-0.129,0.703,0.205,-0.976,-3.401,0.623,0.078,0.707,3.772
219,-0.693,2.089,0.109,-1.156,0.0,0.745,-2.21,-0.216,-1.138,-0.211,-0.122,0.035,-0.182,0.306,-0.693,-0.819,-3.547,-0.089,-0.34,0.58,3.717
220,-0.938,1.95,-0.006,-1.272,0.0,0.873,-2.38,-0.082,-1.162,0.036,0.023,-0.039,-0.112,0.597,-0.38,-0.789,-3.433,0.033,-0.317,0.447,4.1
221,-0.591,1.693,-0.073,-0.993,0.0,0.498,-2.014,0.1,-0.542,-0.026,-0.64,0.064,-0.182,0.684,-0.258,-0.9,-3.14,0.288,-0.202,0.682,3.33
222,-0.899,2.116,0.148,-1.168,0.0,0.903,-2.693,-0.215,-1.092,-0.263,0.72,0.234,-0.049,0.229,-0.622,-0.737,-3.642,-0.368,-0.456,0.4,4.66
223,-0.581,1.742,0.038,-1.3,0.0,1.139,-2.528,-0.185,-0.821,-0.281,-0.08,0.412,-0.299,0.314,-0.574,-0.83,-3.439,0.078,-0.228,0.932,3.774
224,-1.285,2.067,0.202,-0.724,0.0,1.01,-1.725,0.397,-0.413,0.36,-0.268,0.394,-0.085,1.053,0.026,-0.718,-2.959,0.523,0.273,0.256,4.835
225,-0.522,1.913,0.037,-1.288,0.0,0.874,-2.469,-0.357,-1.087,-0.264,0.528,0.173,-0.163,0.216,-0.69,-0.756,-3.116,0.005,-0.4,0.739,3.525
226,-0.891,2.01,0.276,-0.947,0.0,0.48,-2.138,0.022,-0.607,-0.112,-0.254,0.185,-0.133,0.441,-0.355,-1.023,-3.882,0.096,-0.104,0.561,4.208
227,-0.092,1.799,-0.253,-1.369,0.0,1.097,-2.97,-0.555,-1.756,-0.526,1.038,-0.162,-0.267,-0.002,-0.903,-0.668,-3.356,-0.27,-0.77,0.914,3.705
228,-0.745,1.863,0.126,-1.391,0.0,0.565,-2.057,-0.04,-1.208,-0.115,-0.069,-0.039,-0.165,0.398,-0.75,-1.088,-3.675,-0.288,-0.229,0.543,3.785
229,-0.265,1.442,-0.034,-1.359,0.0,0.917,-1.983,-0.183,-1.208,-0.103,-0.135,-0.031,-0.141,0.141,-0.655,-0.827,-3.38,0.013,-0.198,1.035,2.807
230,-0.945,1.817,0.281,-0.972,0.0,0.669,-1.647,0.245,-0.599,0.158,-0.724,0.107,-0.169,0.583,-0.28,-1.036,-3.539,0.132,0.02,0.398,3.925
231,-0.501,1.973,0.003,-1.222,0.0,0.739,-2.125,-0.055,-0.578,0.013,-1.083,0.185,-0.396,0.754,-0.28,-1.146,-3.862,0.247,-0.176,0.852,3.564
232,-1.083,1.668,0.222,-0.164,0.0,0.305,-1.008,0.587,0.221,0.644,-1.482,0.23,0.037,0.932,0.397,-0.842,-2.831,0.492,0.476,0.214,3.66
233,-0.757,2.04,-0.145,-1.102,0.0,0.874,-2.411,-0.013,-0.723,0.114,-1.004,-0.022,-0.321,0.41,-0.215,-1.102,-3.602,0.397,-0.118,0.83,3.569
234,-1.001,2.235,0.115,-0.908,0.0,0.586,-2.193,-0.005,-0.938,0.066,0.095,0.049,-0.173,0.358,-0.494,-0.658,-3.308,0.08,-0.237,0.303,4.122
235,0.035,1.744,-0.18,-1.633,0.0,1.137,-3.385,-0.763,-2.131,-0.691,1.387,-0.458,-0.341,0.015,-1.186,-0.721,-3.429,-0.86,-1.12,1.113,3.183
236,-0.601,2.076,-0.022,-1.199,0.0,0.81,-2.231,-0.032,-0.975,-0.008,-0.299,0.117,-0.152,0.582,-0.48,-0.954,-3.651,0.179,-0.16,0.708,4.344
237,-0.558,1.999,0.163,-1.025,0.0,0.96,-2.483,-0.25,-1.053,-0.152,0.182,-0.065,-0.355,0.136,-0.597,-0.73,-3.539,0.148,-0.44,0.84,3.645
238,-0.117,1.92,-0.184,-1.465,0.0,1.021,-3.337,-0.686,-1.961,-0.46,1.457,-0.46,-0.071,-0.222,-1.161,-0.836,-3.723,-0.442,-0.913,0.986,3.878
239,-0.849,2.213,0.032,-1.479,0.0,0.957,-2.794,-0.215,-1.552,0.06,0.298,-0.216,-0.05,0.293,-0.739,-0.891,-3.764,0.004,-0.519,0.748,4.246
240,-0.511,1.684,0.038,-1.204,0.0,0.702,-2.555,-0.342,-0.95,-0.322,0.146,0.127,-0.324,0.227,-0.539,-0.901,-3.555,-0.102,-0.436,0.878,3.285
241,-0.454,1.983,0.036,-1.063,0.0,0.961,-2.796,-0.351,-0.845,0.01,-0.254,-0.084,-0.34,0.452,-0.388,-0.99,-3.734,0.152,-0.345,0.913,3.885
242,-0.614,2.032,-0.026,-1.356,0.0,1.152,-3.103,-0.421,-1.631,-0.336,0.57,-0.126,-0.272,0.136,-0.792,-0.882,-3.728,-0.132,-0.628,0.879,4.005
243,-0.631,2.221,-0.086,-1.387,0.0,1.246,-2.928,-0.37,-1.537,-0.375,0.799,0.017,-0.155,0.169,-0.873,-0.738,-3.775,-0.155,-0.6,0.772,4.845
244,-1.104,1.811,0.171,-0.669,0.0,0.74,-2.339,0.153,-0.264,0.27,-0.341,0.197,-0.131,0.618,0.049,-0.919,-3.449,0.43,-0.016,0.549,4.484
245,0.21,1.533,0.015,-1.379,0.0,0.746,-2.851,-0.691,-1.537,-0.672,0.582,0.13,-0.12,-0.092,-1.209,-0.761,-3.422,-0.383,-0.82,1.034,2.744
246,-0.698,1.871,-0.006,-0.926,0.0,0.822,-2.211,0.049,-0.305,-0.054,-0.455,0.349,-0.057,0.642,-0.138,-0.948,-3.567,-0.005,-0.035,0.67,4.081
247,-0.515,1.88,-0.065,-1.321,0.0,0.774,-2.376,-0.138,-0.791,0.062,-0.675,0.112,-0.365,0.208,-0.383,-0.976,-3.541,0.003,-0.315,0.834,3.208
248,-0.186,2.072,0.051,-1.703,0.0,1.114,-2.857,-0.455,-1.565,-0.614,0.902,-0.017,-0.201,0.12,-0.995,-1.081,-4.022,-0.258,-0.671,0.819,4.135
249,-0.969,1.642,0.126,-0.592,0.0,0.211,-1.483,0.25,-0.269,0.272,-0.675,0.023,0.12,0.657,-0.017,-0.787,-2.759,0.092,0.048,0.178,3.224
250,-0.437,2.208,-0.116,-1.328,0.0,1.458,-2.459,-0.233,-1.522,-0.262,1.204,-0.12,-0.095,0.341,-0.722,-0.795,-3.43,-0.056,-0.356,0.694,4.931
251,-0.999,1.9,0.051,-1.061,0.0,0.788,-2.111,0.095,-0.899,0.124,-0.438,0.016,0.026,0.506,-0.309,-0.849,-3.252,0.194,-0.259,0.631,3.516
252,-1.034,1.972,0.147,-1.237,0.0,0.858,-2.186,0.054,-1.122,0.323,-0.654,-0.148,-0.094,0.65,-0.369,-0.925,-3.54,0.434,-0.26,0.539,3.7
253,-0.805,1.847,0.096,-1.136,0.0,0.787,-2.306,-0.062,-0.736,0.086,-0.234,0.026,-0.147,0.407,-0.329,-0.971,-3.549,0.053,-0.204,0.743,3.783
254,-0.97,1.903,-0.014,-1.226,0.0,0.633,-2.08,0.112,-1.212,0.306,-0.593,-0.188,-0.065,0.581,-0.386,-1.01,-3.394,0.288,-0.011,0.645,3.766
255,-0.752,2.106,0.016,-1.25,0.0,1.088,-2.804,-0.302,-1.57,-0.269,1.299,-0.412,0.049,0.318,-0.758,-0.705,-3.481,-0.19,-0.706,0.579,4.503
256,-0.754,2.218,-0.118,-1.449,0.0,1.056,-2.679,-0.158,-1.617,-0.061,0.748,-0.034,-0.117,0.347,-0.747,-0.885,-3.749,-0.116,-0.397,0.658,5.057
257,-0.723,2.035,0.092,-1.065,0.0,1.089,-2.178,-0.036,-0.829,0.037,-0.236,0.074,0.038,0.402,-0.187,-0.85,-3.537,0.278,-0.162,0.727,4.209
258,-0.977,2.032,0.288,-1.186,0.0,0.791,-2.337,-0.05,-1.01,-0.042,-0.132,-0.015,-0.226,0.344,-0.43,-0.891,-3.714,0.176,-0.341,0.543,4.106
259,-0.882,1.97,0.245,-0.637,0.0,0.543,-1.085,0.398,-0.18,0.232,-1.548,0.436,-0.075,0.869,0.071,-0.843,-3.331,0.336,0.301,0.41,3.617
260,-0.545,1.704,-0.177,-0.962,0.0,0.868,-1.714,0.172,-0.811,0.301,-0.442,-0.036,-0.012,0.453,-0.258,-0.925,-3.074,0.455,-0.076,0.783,3.58
261,0.026,1.508,-0.062,-1.4,0.0,0.803,-2.573,-0.461,-1.185,-0.57,0.296,0.011,-0.215,0.062,-0.893,-0.837,-3.595,-0.33,-0.654,1.073,2.738
262,-0.178,2.077,-0.214,-1.585,0.0,0.972,-2.93,-0.599,-1.484,-0.552,0.985,-0.001,-0.103,0.039,-0.797,-0.941,-3.657,-0.208,-0.671,0.926,3.941
263,-0.959,2.157,0.247,-1.354,0.0,0.852,-2.427,-0.128,-1.029,0.055,-0.302,-0.13,-0.288,0.381,-0.392,-0.868,-3.912,0.291,-0.359,0.706,4.25
264,-0.837,2.039,0.222,-1.101,0.0,0.962,-2.139,0.002,-0.756,0.191,-0.308,0.083,-0.354,0.441,-0.425,-0.949,-3.82,0.247,-0.091,0.726,4.384
265,-0.604,1.948,0.035,-1.657,0.0,0.739,-2.886,-0.329,-1.596,-0.204,0.247,-0.337,-0.275,0.412,-0.616,-0.964,-3.561,-0.057,-0.767,0.754,3.581
266,-1.035,1.959,0.108,-0.754,0.0,0.664,-2.27,0.063,-0.579,0.214,-0.19,0.123,-0.127,0.404,-0.223,-0.776,-3.272,0.108,-0.028,0.445,4.188
267,-0.915,1.871,0.112,-0.969,0.0,0.924,-2.171,0.021,-0.611,0.135,-0.066,0.365,-0.233,0.368,-0.379,-0.912,-3.309,0.078,0.041,0.643,4.252
268,0.141,1.7,0.05,-1.572,0.0,0.968,-2.877,-0.6,-1.497,-0.646,0.893,-0.017,-0.014,0.224,-1.023,-0.867,-3.601,-0.214,-0.724,0.993,3.177
269,-1.178,2.009,0.147,-0.974,0.0,0.984,-2.012,0.245,-0.323,0.302,-0.873,0.324,-0.119,0.63,0.055,-0.841,-3.329,0.312,0.076,0.491,4.355
270,-0.589,1.936,0.031,-1.177,0.0,0.951,-2.379,-0.044,-0.928,0.015,-0.513,0.087,-0.281,0.589,-0.372,-1.049,-3.745,0.267,-0.067,0.868,3.849
271,-1.023,2.197,0.323,-1.304,0.0,0.939,-2.197,0.035,-1.168,0.287,-0.152,-0.015,-0.131,0.456,-0.344,-0.918,-3.682,-0.123,-0.072,0.457,4.512
272,-0.791,1.825,0.167,-1.459,0.0,0.848,-2.194,-0.07,-1.068,0.118,0.011,-0.061,-0.147,0.23,-0.493,-0.908,-3.64,0.039,-0.272,0.644,3.924
273,-0.41,1.692,-0.113,-1.057,0.0,0.931,-2.273,-0.223,-1.0,-0.151,0.092,0.073,-0.25,-0.023,-0.69,-0.784,-3.194,-0.294,-0.387,0.946,3.171
274,-0.583,2.05,0.016,-1.224,0.0,0.954,-2.93,-0.312,-1.211,-0.391,1.265,-0.009,-0.051,0.183,-0.771,-0.791,-3.658,-0.241,-0.567,0.638,4.858
275,-0.33,1.908,-0.057,-1.511,0.0,0.842,-2.733,-0.397,-1.528,-0.311,0.594,-0.108,-0.3,0.097,-0.921,-0.924,-3.704,-0.11,-0.644,0.935,3.695
276,-0.48,2.056,0.07,-1.662,0.0,1.198,-3.053,-0.375,-1.518,-0.242,0.197,-0.048,-0.367,0.268,-0.62,-0.826,-3.725,0.015,-0.603,0.888,3.727
277,-0.482,2.107,-0.062,-1.126,0.0,1.002,-2.477,-0.196,-0.666,-0.233,-0.564,0.063,-0.06,0.229,-0.466,-0.851,-3.629,0.27,-0.289,0.882,3.24
278,-0.729,2.026,0.087,-1.091,0.0,1.008,-2.183,-0.082,-0.848,-0.088,-0.339,0.173,0.148,0.402,-0.308,-0.752,-3.173,0.315,-0.216,0.665,3.403
279,-0.595,2.08,0.281,-1.391,0.0,1.001,-2.911,-0.265,-1.052,-0.155,-0.098,0.086,-0.464,0.363,-0.683,-0.881,-3.965,-0.067,-0.468,0.773,4.053
280,-0.594,2.233,0.099,-1.499,0.0,0.948,-2.844,-0.329,-1.145,-0.351,0.068,0.149,-0.366,0.329,-0.841,-0.954,-3.961,-0.156,-0.518,0.855,3.89
281,-0.917,2.093,0.071,-1.155,0.0,0.914,-2.515,0.012,-0.774,-0.002,-0.189,0.106,-0.283,0.564,-0.196,-1.028,-3.889,0.311,-0.273,0.696,4.873
282,-0.834,2.318,0.167,-1.402,0.0,0.982,-2.317,-0.082,-0.864,0.055,-0.092,0.163,-0.201,0.195,-0.443,-0.95,-3.655,0.281,-0.154,0.711,4.279
