Unnamed: 0,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
144,1.0,1.229,-1.012,1.492,2.358,-0.471,5.221,-0.097,-0.674,-1.074,0.004,0.038,5.318,-2.983,3.4,3.519,-3.495,-0.049,0.583,-4.221,-0.838
145,1.0,1.196,-1.225,1.234,2.29,-0.704,4.428,-0.125,-0.618,-0.867,0.161,0.007,4.417,-2.593,2.88,3.003,-2.922,0.058,0.574,-3.549,-0.642
146,1.0,1.555,-1.48,1.571,2.745,-0.755,5.579,-0.152,-0.74,-0.949,0.672,0.047,4.399,-3.062,2.826,3.514,-3.407,-0.205,1.06,-4.438,-1.057
147,1.0,1.261,-1.432,1.528,2.913,-0.138,5.31,-0.259,-0.748,-1.077,0.04,0.401,4.211,-2.437,2.368,3.799,-3.055,-0.177,1.605,-4.56,-0.392
148,1.0,1.549,-1.563,1.326,2.312,-1.082,4.711,-0.2,-0.642,-1.007,0.849,0.167,3.223,-2.7,1.991,3.022,-2.989,0.003,0.787,-3.706,-0.516
149,1.0,1.398,-1.56,1.543,2.937,-0.234,5.225,-0.351,-0.739,-1.048,0.056,0.421,4.385,-2.485,2.599,3.328,-3.058,-0.11,1.246,-4.353,-0.378
150,1.0,1.767,-1.73,1.364,2.29,-1.008,4.902,-0.052,-0.798,-0.92,0.615,0.424,3.781,-2.731,2.229,3.106,-3.372,0.021,0.754,-3.836,-0.612
151,1.0,1.983,-1.873,1.325,2.182,-0.847,4.694,0.151,-0.77,-1.049,0.866,-0.064,3.656,-2.848,2.223,3.061,-3.36,-0.183,0.555,-3.656,-0.484
152,1.0,2.025,-1.875,1.465,2.724,-0.71,5.512,-0.344,-0.68,-1.288,0.737,0.358,3.677,-2.685,2.269,3.467,-3.369,-0.233,0.968,-4.259,-0.417
153,1.0,1.732,-1.708,1.358,2.335,-0.617,4.865,0.055,-0.596,-0.762,0.704,0.204,4.201,-3.085,2.644,3.566,-3.444,-0.02,0.822,-4.078,-0.958
154,1.0,1.378,-1.216,1.288,2.562,-0.268,4.824,0.048,-0.6,-0.92,0.183,0.008,4.254,-2.642,2.727,2.896,-2.978,-0.169,0.995,-3.84,-0.538
155,1.0,2.098,-1.766,1.69,2.479,-0.315,5.225,-0.259,-0.653,-1.27,0.766,0.134,3.659,-2.898,2.048,3.504,-3.617,-0.305,0.86,-4.13,-0.426
156,1.0,1.324,-1.304,1.476,2.514,-0.777,4.984,-0.269,-0.875,-1.057,0.078,0.019,4.415,-2.622,2.702,3.263,-3.128,-0.051,0.628,-3.983,-0.522
157,1.0,1.818,-1.859,1.332,2.61,-0.305,5.098,-0.004,-0.724,-1.214,0.562,0.196,3.972,-2.646,2.602,3.492,-3.431,-0.244,0.961,-4.092,-0.455
158,1.0,1.821,-1.831,1.7,2.709,-0.955,5.515,-0.233,-0.651,-1.093,0.69,0.109,4.028,-2.943,2.46,3.722,-3.391,-0.1,1.2,-4.469,-0.487
159,1.0,1.561,-1.636,1.399,2.327,-0.53,4.845,0.121,-0.485,-1.159,0.562,-0.01,4.258,-2.935,2.862,3.435,-3.402,-0.216,0.842,-3.97,-0.78
160,1.0,2.057,-1.924,1.502,2.481,-0.955,5.138,-0.199,-0.837,-1.083,0.949,0.386,3.07,-2.925,1.732,3.25,-3.488,-0.239,0.902,-4.15,-0.364
161,1.0,1.708,-1.59,1.741,2.335,-0.832,5.177,-0.225,-0.605,-1.034,0.569,0.214,4.226,-2.909,2.389,3.351,-3.496,-0.244,0.919,-4.17,-0.748
162,1.0,1.321,-1.537,1.376,2.096,-1.026,4.733,-0.047,-0.763,-0.894,0.357,-0.117,4.363,-2.725,2.658,2.992,-3.103,0.028,0.843,-3.764,-0.576
163,1.0,1.961,-1.874,1.644,2.682,-0.563,5.988,-0.113,-0.818,-1.532,0.648,0.048,4.079,-3.038,2.336,3.765,-3.655,-0.3,1.159,-4.543,-0.748
164,1.0,1.25,-1.004,1.016,2.152,-0.695,4.686,-0.24,-0.65,-0.945,0.236,-0.057,4.406,-2.596,3.12,3.002,-2.981,0.058,0.546,-3.613,-0.877
165,1.0,1.524,-1.587,1.698,2.961,-0.712,5.306,-0.53,-0.647,-1.073,0.426,0.212,4.407,-2.81,2.753,3.52,-3.178,-0.11,0.982,-4.3,-0.587
166,1.0,0.904,-1.18,1.619,2.749,-0.173,4.852,-0.673,-0.696,-1.004,-0.097,0.026,4.398,-2.428,2.797,3.183,-2.847,-0.267,0.835,-3.94,-0.323
167,1.0,1.715,-1.772,1.354,2.613,-0.32,5.347,0.046,-0.52,-0.955,0.567,0.239,3.651,-2.892,2.344,3.431,-3.465,-0.12,0.964,-4.315,-0.69
168,1.0,1.431,-1.164,1.287,2.269,-0.829,4.37,-0.239,-0.703,-0.773,0.371,0.02,4.727,-2.662,3.083,2.904,-3.034,0.044,0.585,-3.639,-1.03
169,1.0,1.941,-1.938,1.302,2.275,-0.636,5.403,0.183,-0.88,-1.348,0.772,0.365,3.657,-2.984,2.388,3.651,-3.636,-0.396,0.791,-4.191,-0.678
170,1.0,1.514,-1.538,1.391,2.72,-0.085,5.332,-0.068,-0.578,-0.962,0.293,0.023,4.243,-2.863,2.55,3.599,-3.331,-0.113,1.075,-4.25,-0.73
171,1.0,1.444,-1.471,1.806,2.511,-0.295,5.34,-0.09,-0.54,-1.216,-0.09,0.164,4.714,-2.734,2.827,3.381,-3.452,-0.27,0.891,-4.287,-0.725
172,1.0,1.81,-1.65,1.744,2.69,-0.564,5.888,-0.1,-0.572,-1.418,0.406,-0.021,4.247,-2.779,2.48,3.743,-3.43,-0.408,1.24,-4.562,-0.152
173,1.0,1.785,-1.871,1.659,2.971,-0.537,5.842,-0.402,-0.728,-1.304,0.592,0.347,3.933,-2.904,2.299,3.839,-3.647,-0.358,1.223,-4.591,-0.545
174,1.0,1.743,-1.92,1.429,2.871,-0.338,5.919,0.154,-0.932,-1.357,0.745,0.316,3.842,-2.779,2.438,3.735,-3.403,-0.252,1.221,-4.657,-0.452
175,1.0,1.113,-0.919,1.351,2.422,-0.569,5.224,-0.113,-0.695,-1.033,-0.153,-0.087,5.444,-2.863,3.756,3.152,-3.225,0.012,0.977,-3.972,-0.734
176,1.0,1.713,-1.507,1.269,2.313,-0.843,4.85,0.133,-0.784,-0.849,0.531,0.079,4.242,-2.712,2.842,3.212,-3.034,-0.085,0.969,-3.912,-1.099
177,1.0,1.783,-1.596,1.497,2.836,-0.985,5.241,0.008,-0.719,-0.862,0.542,-0.205,4.844,-3.145,3.089,3.808,-3.634,-0.025,1.068,-4.508,-0.845
178,1.0,1.595,-1.865,1.412,2.322,-0.703,4.944,0.049,-0.835,-0.904,0.712,0.034,3.76,-2.807,2.183,3.164,-3.203,-0.056,0.983,-4.032,-0.349
179,1.0,1.656,-1.704,1.595,2.508,-0.412,5.401,-0.162,-0.616,-1.178,0.505,0.041,4.417,-3.045,2.733,3.449,-3.659,-0.305,0.789,-4.271,-0.797
180,1.0,2.106,-1.86,1.542,2.783,-0.546,5.548,-0.047,-0.755,-1.106,1.1,0.529,3.384,-2.938,1.931,3.903,-3.456,-0.194,1.223,-4.587,-0.491
181,1.0,1.727,-1.737,1.29,2.291,-1.3,4.458,-0.139,-0.561,-0.852,0.62,0.105,3.966,-2.82,2.593,2.911,-3.263,-0.118,0.462,-3.707,-0.77
182,1.0,1.698,-1.859,1.555,2.352,-0.581,5.004,-0.057,-0.775,-1.084,0.565,0.188,4.426,-2.923,2.848,3.496,-3.48,-0.219,0.889,-4.265,-0.914
183,1.0,1.609,-1.534,1.349,2.309,-0.919,5.113,0.083,-0.381,-1.07,0.356,0.194,4.595,-2.921,2.721,3.154,-3.449,-0.149,0.654,-4.016,-0.478
184,1.0,1.242,-1.458,1.658,2.615,-0.603,5.101,-0.318,-0.835,-1.024,0.218,0.126,4.769,-2.695,2.824,3.193,-3.126,-0.093,1.072,-4.116,-0.774
185,1.0,2.274,-1.752,1.677,2.526,-1.038,5.455,-0.022,-0.787,-1.361,1.138,0.247,3.563,-3.203,2.099,3.396,-3.809,-0.332,0.877,-4.399,-0.523
186,1.0,1.873,-1.905,1.656,2.505,-0.231,5.854,-0.336,-0.702,-1.536,0.565,0.038,3.89,-2.869,2.309,3.697,-3.686,-0.435,0.937,-4.462,-0.447
187,0.0,1.665,-1.324,1.213,2.388,-0.005,4.972,0.153,-0.68,-0.968,0.025,-0.067,4.943,-2.937,3.368,3.218,-3.548,-0.206,0.747,-3.939,-1.145
188,0.0,1.676,-1.504,1.412,2.175,0.061,5.025,0.028,-0.476,-1.354,-0.01,0.067,4.355,-2.79,2.615,3.315,-3.426,-0.533,0.722,-3.808,-0.717
189,0.0,1.578,-1.453,1.32,2.054,-0.348,4.801,-0.047,-0.665,-1.193,0.084,-0.067,4.867,-2.794,2.886,3.172,-3.381,-0.137,0.518,-3.691,-1.053
190,0.0,1.536,-1.723,1.282,2.223,-0.42,4.727,-0.219,-0.685,-1.068,0.538,0.223,3.738,-2.654,2.224,3.133,-3.009,-0.306,0.765,-3.727,-0.987
191,0.0,2.126,-1.934,1.281,1.798,-0.275,4.698,0.118,-0.59,-1.066,0.859,0.058,3.63,-3.154,2.372,2.797,-3.747,-0.174,0.39,-3.624,-1.183
192,0.0,1.964,-1.899,1.261,1.773,-0.172,4.565,0.249,-0.802,-1.169,0.736,-0.115,3.787,-3.022,2.323,2.797,-3.654,-0.268,0.261,-3.58,-1.015
193,0.0,1.809,-1.805,1.191,1.832,-0.784,4.79,0.133,-0.59,-1.003,1.014,-0.046,3.932,-3.151,2.716,2.904,-3.575,-0.144,0.56,-3.702,-1.309
194,0.0,1.342,-0.927,1.126,2.367,-0.206,4.985,0.074,-0.738,-1.111,-0.012,-0.244,4.515,-2.519,3.211,3.158,-2.996,-0.251,0.767,-3.787,-0.958
195,0.0,1.463,-1.583,1.258,2.076,-0.242,4.527,-0.09,-0.52,-1.002,0.426,-0.07,4.227,-2.803,2.732,2.856,-3.25,-0.216,0.494,-3.53,-1.047
196,0.0,1.717,-1.95,1.334,1.717,-0.149,4.603,0.331,-0.491,-1.279,0.465,-0.307,4.311,-3.118,2.699,2.84,-3.767,-0.292,0.263,-3.533,-1.186
197,0.0,1.958,-1.605,1.026,1.417,-0.49,4.263,0.502,-0.613,-1.094,0.828,-0.255,4.322,-3.254,3.063,2.912,-3.833,-0.272,0.158,-3.375,-1.262
198,0.0,1.749,-1.761,1.404,1.971,0.284,4.851,0.151,-0.649,-1.321,0.332,-0.137,4.292,-3.084,2.848,3.226,-3.685,-0.298,0.43,-3.73,-1.103
199,0.0,1.285,-1.565,1.14,1.956,0.168,4.72,0.382,-0.48,-1.331,0.155,-0.144,3.636,-2.577,2.36,3.302,-3.185,-0.531,0.545,-3.62,-0.837
200,0.0,1.78,-2.146,1.481,2.187,0.182,4.92,-0.231,-0.692,-1.031,0.968,0.036,3.485,-3.27,2.182,3.109,-3.603,-0.066,0.521,-3.984,-1.113
201,0.0,1.556,-1.98,1.083,1.846,-0.217,4.474,0.427,-0.664,-1.01,0.489,0.284,3.884,-2.903,2.53,2.901,-3.47,-0.327,0.498,-3.592,-0.939
202,0.0,1.532,-1.281,1.146,1.773,-0.472,4.294,0.188,-0.791,-0.834,0.391,0.026,4.273,-2.705,2.852,2.689,-3.29,0.076,0.383,-3.346,-1.108
203,0.0,1.845,-1.671,1.456,1.912,-0.199,5.036,0.163,-0.439,-1.208,0.339,-0.072,4.276,-2.982,2.755,3.253,-3.666,-0.386,0.693,-4.037,-1.09
204,0.0,1.855,-1.694,1.241,1.944,-0.464,4.878,0.322,-0.737,-1.299,0.542,-0.016,4.205,-2.888,2.638,2.972,-3.628,-0.409,0.288,-3.652,-1.129
205,0.0,1.791,-1.377,1.163,2.196,-0.298,4.941,0.325,-0.747,-1.16,0.295,-0.041,4.849,-3.081,3.457,3.244,-3.564,-0.301,0.655,-3.987,-0.998
206,0.0,1.655,-1.772,1.29,2.12,-0.112,4.676,0.101,-0.576,-1.094,0.491,-0.044,3.534,-2.652,2.283,2.975,-3.092,-0.227,0.843,-3.582,-0.864
207,0.0,1.555,-1.852,1.199,1.774,-0.201,4.44,0.102,-0.716,-1.371,0.61,0.027,3.776,-2.77,2.221,2.65,-3.222,-0.262,0.359,-3.216,-0.827
208,0.0,1.789,-1.734,1.669,2.07,-0.521,4.904,-0.134,-0.659,-1.0,0.456,0.293,3.72,-2.901,2.171,3.284,-3.561,-0.314,0.733,-3.951,-0.937
209,0.0,1.618,-1.598,1.298,2.037,-0.461,4.688,0.03,-0.692,-1.05,0.444,-0.126,4.313,-2.824,2.863,2.921,-3.327,-0.25,0.389,-3.584,-0.967
210,0.0,2.245,-1.839,1.357,1.762,-0.304,5.036,0.248,-0.446,-1.262,0.787,-0.096,4.253,-3.211,2.644,2.994,-3.898,-0.355,0.337,-3.764,-1.135
211,0.0,1.763,-1.828,1.301,1.984,-0.504,4.603,-0.097,-0.483,-0.921,0.764,-0.128,3.815,-3.068,2.567,2.896,-3.532,-0.253,0.475,-3.694,-1.045
212,0.0,1.7,-1.737,1.483,2.019,-0.474,5.057,-0.145,-0.781,-1.344,0.501,0.11,4.704,-3.117,3.011,3.026,-3.592,-0.299,0.207,-3.746,-1.069
213,0.0,2.178,-2.063,1.03,1.546,-0.362,4.681,0.727,-0.654,-1.336,1.129,-0.018,3.257,-3.266,2.087,2.823,-3.836,-0.063,0.321,-3.532,-1.073
214,0.0,1.813,-1.748,1.271,1.876,0.193,4.909,0.218,-0.558,-1.109,0.645,0.031,4.041,-3.217,2.669,2.915,-3.695,-0.236,0.464,-3.704,-1.121
215,0.0,1.611,-1.633,1.21,2.032,-0.034,4.716,0.215,-0.721,-1.089,0.436,-0.079,4.689,-3.078,3.112,3.202,-3.58,-0.351,0.52,-3.839,-1.02
216,0.0,1.558,-1.384,1.073,1.856,-0.467,4.77,0.238,-0.671,-1.152,0.341,0.155,3.848,-2.682,2.714,2.99,-3.24,-0.058,0.387,-3.55,-1.002
217,0.0,1.792,-1.74,1.305,1.973,0.39,4.925,0.121,-0.623,-1.195,0.412,0.323,3.643,-2.755,2.171,3.011,-3.49,-0.283,0.469,-3.791,-0.818
218,0.0,1.422,-1.618,1.265,1.824,0.06,4.869,0.082,-0.454,-1.248,0.159,-0.085,4.025,-2.785,2.656,3.09,-3.493,-0.266,0.29,-3.642,-0.81
219,0.0,1.807,-1.313,1.343,1.954,-0.727,5.076,-0.102,-0.611,-1.175,0.301,-0.017,4.99,-3.006,3.249,2.817,-3.487,-0.396,0.331,-3.763,-1.111
220,0.0,1.939,-1.76,1.227,2.203,-0.644,4.674,0.373,-0.855,-0.979,0.762,-0.048,3.901,-2.932,2.421,3.087,-3.314,-0.154,0.673,-3.579,-1.175
221,0.0,1.536,-0.903,1.343,1.903,-0.482,4.8,0.003,-0.684,-1.051,0.044,-0.079,4.947,-2.741,3.559,3.054,-3.444,-0.193,0.414,-3.689,-1.212
222,0.0,1.537,-1.835,0.949,1.62,-0.424,3.876,0.356,-0.722,-0.889,0.775,-0.311,3.872,-2.932,2.616,2.456,-3.338,-0.046,0.061,-3.122,-1.15
223,0.0,1.637,-1.372,1.146,1.947,-0.291,4.761,0.09,-0.739,-1.281,0.4,-0.145,4.426,-2.681,2.94,2.831,-3.298,-0.281,0.313,-3.464,-0.993
224,0.0,2.073,-1.706,1.583,2.28,-0.438,5.418,0.013,-0.686,-1.217,0.626,0.136,4.137,-3.214,2.326,3.382,-3.769,-0.217,0.805,-4.251,-1.139
225,0.0,1.74,-1.901,1.231,2.335,-0.222,5.019,0.263,-0.67,-1.264,0.576,0.038,4.016,-3.09,2.414,3.295,-3.663,-0.211,0.77,-4.094,-0.979
226,0.0,1.727,-1.438,1.275,1.991,-0.499,4.988,0.216,-0.639,-1.401,0.419,-0.325,4.635,-3.114,3.094,3.196,-3.752,-0.381,0.124,-3.676,-1.148
227,0.0,1.799,-1.603,1.247,1.686,-0.314,4.636,0.387,-0.73,-1.093,0.638,-0.088,4.793,-3.359,3.085,2.938,-3.745,-0.2,0.468,-3.683,-1.156
228,0.0,1.749,-1.944,1.236,1.995,0.15,4.682,0.28,-0.544,-1.013,0.646,0.205,3.674,-2.993,2.166,2.9,-3.493,-0.142,0.7,-3.753,-1.174
229,0.0,1.875,-1.911,1.301,2.051,-0.507,4.859,0.119,-0.516,-0.839,0.628,0.036,4.071,-3.057,2.618,3.28,-3.565,0.074,0.616,-3.799,-1.157
230,0.0,1.295,-1.437,1.233,2.389,-0.146,5.185,0.103,-0.472,-1.325,0.081,0.155,4.125,-2.67,2.65,3.003,-3.324,-0.323,0.738,-3.946,-0.839
231,0.0,1.859,-1.911,1.511,2.163,0.255,4.73,-0.127,-0.745,-1.075,0.661,0.013,3.638,-3.009,2.204,2.894,-3.506,-0.342,0.431,-3.743,-0.885
232,0.0,1.322,-1.5,1.159,2.001,0.281,4.403,0.108,-0.696,-1.099,0.352,-0.133,4.117,-3.064,2.658,2.919,-3.331,-0.163,0.564,-3.542,-0.914
233,0.0,1.421,-1.516,1.47,2.144,-0.438,4.546,-0.113,-0.696,-0.812,0.336,0.199,4.278,-2.862,2.731,3.113,-3.251,0.046,0.757,-3.753,-1.043
234,0.0,1.866,-1.775,1.347,1.91,-0.203,4.876,0.149,-0.83,-1.371,0.466,0.003,4.256,-2.994,2.683,3.12,-3.655,-0.326,0.413,-3.855,-0.979
235,0.0,2.145,-1.907,1.499,1.987,-0.795,5.068,0.223,-0.465,-1.261,0.936,-0.008,3.846,-3.155,2.39,3.417,-3.76,-0.186,0.472,-3.919,-1.19
236,0.0,1.705,-1.354,1.019,2.286,-0.433,4.957,0.179,-0.738,-1.185,0.328,-0.194,4.119,-2.936,2.888,3.191,-3.494,-0.175,0.643,-3.862,-0.973
237,0.0,1.383,-1.553,1.009,1.667,-0.188,4.416,0.137,-0.52,-1.255,0.295,-0.338,4.354,-3.001,3.085,2.741,-3.519,-0.182,-0.006,-3.266,-0.766
238,0.0,1.954,-2.15,1.101,1.433,-0.532,4.212,0.086,-0.442,-0.971,1.009,-0.167,3.321,-3.043,1.942,2.372,-3.674,-0.168,-0.176,-3.111,-1.076
239,0.0,1.99,-1.735,1.575,2.096,-0.226,5.27,-0.249,-0.409,-1.134,0.879,0.144,3.687,-3.21,2.281,3.33,-3.87,-0.378,0.53,-4.189,-1.195
240,0.0,1.451,-1.715,1.271,2.027,-0.736,4.692,-0.033,-0.51,-0.965,0.707,-0.14,4.107,-2.999,2.526,3.017,-3.345,-0.202,0.464,-3.717,-1.326
241,0.0,1.769,-1.919,1.254,2.496,-0.073,4.728,0.364,-0.872,-0.962,0.696,0.275,3.62,-2.988,2.131,3.208,-3.507,-0.152,0.828,-3.999,-0.984
242,0.0,1.669,-1.861,1.32,2.279,-0.285,5.095,0.233,-0.67,-1.035,0.551,0.112,3.831,-3.024,2.375,3.338,-3.514,-0.111,0.832,-4.074,-1.02
243,0.0,2.066,-1.699,0.899,1.605,0.205,4.479,0.548,-0.526,-1.211,0.666,0.128,3.122,-2.819,2.099,2.928,-3.467,-0.253,0.359,-3.426,-0.994
244,0.0,1.667,-1.55,1.44,2.016,-0.551,5.131,-0.11,-0.711,-1.227,0.466,-0.078,4.407,-2.847,2.635,3.071,-3.474,-0.102,0.536,-3.785,-1.044
245,0.0,1.322,-1.358,1.445,2.014,-0.218,4.955,-0.135,-0.651,-1.302,0.08,-0.346,4.559,-2.993,3.106,2.856,-3.447,-0.352,0.357,-3.677,-1.088
246,0.0,1.75,-1.923,0.962,1.882,-0.885,4.409,0.269,-0.673,-1.101,0.691,-0.201,4.509,-3.08,3.056,3.054,-3.485,-0.069,0.254,-3.492,-1.173
247,0.0,1.664,-1.987,1.086,1.862,-0.637,4.783,0.403,-0.625,-1.23,0.749,-0.037,3.673,-2.854,2.401,3.063,-3.453,-0.25,0.493,-3.671,-1.055
248,0.0,1.591,-1.516,1.349,2.329,0.057,4.788,0.106,-0.584,-1.25,0.244,-0.225,4.201,-2.966,2.811,3.351,-3.527,-0.275,0.666,-3.899,-1.127
249,0.0,1.556,-1.287,1.093,1.947,-0.279,4.558,0.104,-0.706,-1.035,0.107,-0.155,4.52,-2.635,2.901,2.842,-3.274,-0.154,0.589,-3.474,-1.097
250,0.0,1.561,-1.693,1.327,1.906,-0.082,4.59,0.056,-0.683,-0.812,0.406,-0.102,3.886,-3.054,2.45,2.871,-3.452,0.08,0.394,-3.712,-1.03
251,0.0,1.589,-1.475,1.289,2.164,-0.073,5.001,0.024,-0.447,-1.101,0.245,-0.038,4.154,-2.859,2.799,3.218,-3.392,-0.2,0.639,-3.855,-0.686
252,0.0,2.016,-2.103,1.369,2.009,-0.722,4.867,0.187,-0.645,-1.227,0.858,0.033,3.524,-3.211,2.117,3.425,-3.711,-0.379,0.618,-3.933,-1.174
253,0.0,1.721,-1.281,1.472,2.483,0.182,5.202,-0.223,-0.544,-1.331,0.015,-0.078,4.662,-2.586,3.042,3.504,-3.385,-0.326,0.917,-4.053,-0.763
254,0.0,1.444,-1.615,1.354,2.091,-0.568,4.477,0.045,-0.573,-0.857,0.503,-0.075,4.265,-2.823,2.819,3.188,-3.301,-0.104,0.876,-3.751,-1.07
255,0.0,1.409,-1.692,1.22,2.046,-0.137,4.858,0.073,-0.701,-1.155,0.404,0.057,3.964,-2.766,2.714,2.897,-3.366,-0.293,0.413,-3.625,-1.022
256,0.0,1.252,-1.322,1.358,2.15,-0.553,4.616,-0.034,-0.835,-0.869,0.004,-0.099,4.615,-2.817,2.853,3.06,-3.229,-0.164,0.578,-3.733,-0.997
257,0.0,1.389,-1.661,1.413,1.92,-0.869,4.638,-0.167,-0.86,-0.933,0.318,-0.016,4.373,-2.927,2.866,2.911,-3.343,-0.164,0.327,-3.639,-1.01
258,0.0,1.611,-1.33,1.412,1.848,0.099,4.762,0.001,-0.786,-1.287,0.058,-0.261,4.465,-3.043,3.331,3.014,-3.612,-0.315,0.441,-3.603,-1.167
259,0.0,1.688,-1.383,0.98,1.498,0.204,4.323,0.542,-0.614,-1.143,0.239,-0.267,4.69,-3.082,3.242,2.842,-3.671,-0.128,0.212,-3.291,-1.1
260,0.0,1.65,-1.653,1.269,2.056,-0.661,4.35,0.126,-0.51,-0.921,0.498,0.117,4.114,-2.73,2.587,3.085,-3.314,-0.085,0.635,-3.619,-1.046
261,0.0,1.565,-1.809,1.562,2.308,-0.285,4.974,-0.312,-0.719,-1.267,0.463,0.07,3.91,-2.766,2.397,3.155,-3.31,-0.393,0.609,-3.928,-1.024
262,0.0,2.096,-1.798,1.245,2.078,-0.64,4.835,0.222,-0.637,-1.149,1.096,0.067,3.302,-3.163,1.754,3.117,-3.586,-0.261,0.771,-3.991,-0.918
263,0.0,1.61,-1.687,1.197,1.799,-0.645,4.662,0.08,-0.614,-1.246,0.72,-0.028,3.633,-2.739,2.489,2.76,-3.321,-0.262,0.49,-3.475,-1.07
264,0.0,1.873,-1.711,1.229,1.287,-0.46,4.716,0.432,-0.686,-1.422,0.5,-0.134,4.35,-3.29,2.947,2.64,-3.974,-0.237,0.073,-3.399,-0.908
265,0.0,2.259,-2.084,1.318,2.074,-0.576,4.898,-0.022,-0.786,-1.006,1.175,0.092,3.067,-3.024,1.926,3.088,-3.725,-0.137,0.538,-3.836,-0.934
266,0.0,1.55,-1.78,1.329,2.121,-0.102,4.85,0.044,-0.594,-1.127,0.362,0.218,4.016,-2.754,2.568,3.046,-3.353,-0.237,0.442,-3.689,-0.905
267,0.0,2.022,-1.782,1.03,1.873,-0.955,4.858,0.334,-0.607,-1.146,0.759,-0.193,3.633,-2.875,2.416,3.129,-3.5,-0.317,0.502,-3.661,-1.154
268,0.0,1.758,-1.788,1.311,1.701,-0.731,4.46,0.043,-0.726,-1.182,0.503,-0.194,4.46,-2.854,2.9,2.827,-3.356,-0.253,0.42,-3.428,-1.015
269,0.0,1.208,-1.155,1.357,1.994,-0.385,4.782,0.141,-0.547,-1.11,0.003,-0.219,4.923,-2.833,3.095,3.006,-3.187,-0.147,0.56,-3.596,-1.012
270,0.0,1.663,-1.404,1.191,1.928,-0.843,4.3,0.179,-0.472,-0.81,0.723,-0.065,4.469,-2.98,2.996,3.049,-3.436,-0.009,0.384,-3.677,-1.041
271,0.0,1.539,-1.34,1.045,2.11,-0.501,4.753,0.164,-0.709,-1.018,0.396,-0.054,4.259,-2.901,2.75,3.098,-3.326,-0.078,0.398,-3.656,-1.21
272,0.0,1.356,-0.852,1.481,2.146,-0.463,5.115,0.004,-0.715,-1.131,-0.221,-0.231,5.172,-2.586,3.507,3.166,-3.219,-0.267,0.876,-3.919,-0.854
273,0.0,1.955,-1.799,1.401,2.023,-0.526,4.581,0.162,-0.866,-1.061,0.717,-0.17,4.355,-2.978,2.865,3.059,-3.538,-0.055,0.789,-3.718,-0.932
274,0.0,1.53,-1.359,1.421,2.109,0.169,4.754,-0.325,-0.551,-1.204,0.216,0.155,4.267,-2.914,2.808,3.014,-3.508,-0.278,0.494,-3.827,-0.945
275,0.0,1.332,-1.327,1.17,2.175,-0.615,4.961,0.112,-0.689,-1.193,0.14,-0.047,4.703,-2.803,3.144,3.105,-3.146,-0.178,0.662,-3.694,-1.189
276,0.0,1.69,-1.941,1.469,2.238,-0.029,5.002,0.002,-0.829,-1.285,0.667,0.1,3.614,-2.971,1.955,3.082,-3.529,-0.301,0.606,-3.914,-0.839
277,0.0,1.373,-1.883,1.257,2.511,-0.201,4.954,0.264,-0.609,-0.677,0.479,0.229,3.879,-2.722,2.526,3.328,-3.105,0.101,0.993,-4.065,-1.024
278,0.0,1.706,-1.877,1.102,2.042,-0.813,4.645,0.194,-0.523,-0.924,0.879,0.168,3.874,-2.995,2.484,2.989,-3.367,0.036,0.692,-3.811,-1.098
279,0.0,1.462,-1.699,1.149,2.035,-0.762,4.661,-0.076,-0.341,-1.164,0.595,-0.096,3.993,-2.784,2.684,2.885,-3.209,-0.19,0.402,-3.54,-1.111
280,0.0,1.442,-1.826,1.253,2.029,-0.292,4.884,0.096,-0.641,-1.18,0.428,0.199,3.761,-2.739,2.282,2.899,-3.233,-0.322,0.577,-3.714,-1.087
281,0.0,1.922,-1.585,1.218,1.951,-0.019,4.726,0.246,-0.62,-1.161,0.114,-0.038,4.779,-3.066,3.117,2.986,-3.676,-0.093,0.47,-3.662,-1.054
282,0.0,2.322,-2.009,1.432,1.63,-0.803,4.886,0.114,-0.522,-1.216,1.152,-0.076,3.131,-3.234,1.732,3.095,-4.008,-0.265,0.189,-3.657,-0.809
283,0.0,1.325,-1.157,1.141,2.207,-0.138,4.966,0.054,-0.638,-1.029,0.052,-0.091,4.658,-2.83,3.004,3.072,-3.171,-0.112,0.586,-3.762,-0.931
284,0.0,1.692,-1.739,1.44,2.163,-0.358,4.916,0.102,-0.613,-0.771,0.647,0.209,3.817,-2.971,2.149,3.367,-3.364,0.003,0.552,-3.971,-1.093
285,0.0,1.451,-1.654,0.993,2.141,-0.335,4.589,0.373,-0.507,-0.966,0.454,0.135,4.018,-2.693,2.522,3.137,-3.186,0.047,0.6,-3.682,-0.812
286,0.0,1.736,-1.594,1.495,2.203,-0.462,5.586,0.174,-0.702,-1.251,0.396,0.174,4.656,-3.183,2.974,3.352,-3.732,-0.214,0.655,-4.258,-0.908
287,0.0,1.273,-1.419,1.042,1.94,0.224,4.323,0.292,-0.747,-1.061,0.294,-0.164,3.966,-2.968,2.608,2.838,-3.331,-0.23,0.306,-3.425,-0.799
288,0.0,1.874,-1.934,1.191,2.214,-0.289,4.94,0.214,-0.619,-1.041,0.776,0.014,3.568,-3.041,2.253,3.017,-3.55,-0.106,0.38,-3.712,-0.89
