Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
142,-0.178,0.342,-0.305,0.365,-0.93,-0.198,0.159,-0.371,0.607,0.171,-0.333,0.991,-0.276,-0.772,-0.723,0.169,0.058,0.541,0.125,-0.07,0.0
143,0.114,0.471,-0.29,0.423,-0.838,-0.102,0.08,-0.464,0.507,0.2,-0.405,0.613,-0.353,-0.56,-0.627,-0.361,-0.205,0.64,0.022,-0.232,0.0
144,-0.336,0.458,-0.395,0.223,-1.254,0.003,0.121,-0.04,0.7,0.08,-0.424,1.002,-0.146,-1.066,-0.655,0.098,-0.07,0.342,-0.026,-0.17,0.0
145,0.204,0.481,-0.5,0.59,-0.781,-0.072,0.194,-0.643,0.557,0.101,-0.441,0.785,-0.128,-0.763,-0.689,-0.387,-0.128,0.841,-0.188,-0.438,0.0
146,0.07,0.294,-0.721,0.551,-1.051,-0.017,0.252,-0.529,0.413,0.187,-0.681,0.752,0.095,-0.859,-0.933,0.365,-0.174,0.297,-0.213,-0.459,0.0
147,0.351,0.362,-0.007,0.596,-0.128,-0.146,0.163,-0.675,-0.116,0.024,-0.062,0.886,-0.032,-0.181,-1.066,-0.38,-0.416,0.554,-0.544,-0.397,0.0
148,0.508,0.532,-0.595,0.776,-0.869,-0.017,0.411,-0.527,0.387,0.026,-0.618,0.564,-0.182,-0.652,-0.945,-0.343,-0.239,0.965,-0.306,-0.474,0.0
149,0.556,0.582,-0.632,0.696,-1.229,-0.225,0.288,-0.28,0.899,0.3,-0.704,0.629,-0.265,-1.103,-0.381,-0.406,0.182,1.11,0.129,-0.301,0.0
150,0.131,0.568,-0.888,0.59,-1.108,-0.427,0.129,-0.716,0.798,0.084,-0.774,0.954,-0.179,-1.096,-0.789,0.176,-0.063,0.903,0.182,-0.124,0.0
151,0.113,0.537,-0.312,0.314,-0.514,0.091,0.43,-0.486,0.315,0.294,-0.231,0.587,-0.186,-0.302,-0.766,-0.141,-0.321,0.433,-0.237,-0.19,0.0
152,0.617,0.678,-0.115,0.691,-0.689,-0.102,0.275,-0.316,0.437,0.318,-0.167,0.753,-0.254,-0.429,-0.536,-0.72,-0.128,0.875,-0.1,-0.338,0.0
153,0.243,-0.059,-0.18,0.653,-0.57,0.287,0.254,-0.514,0.249,0.234,-0.254,0.772,0.307,-0.287,-0.983,-0.026,-0.4,0.209,-0.38,-0.604,0.0
154,0.245,0.349,-0.167,0.548,-0.797,-0.013,0.078,-0.398,0.298,0.117,-0.272,0.841,-0.354,-0.54,-0.669,-0.482,-0.325,0.621,-0.177,-0.441,0.0
155,0.248,0.435,-0.863,0.554,-1.054,-0.058,0.052,-0.688,0.332,0.15,-0.662,0.838,-0.123,-0.705,-0.877,0.094,-0.168,0.623,-0.145,-0.361,0.0
156,0.415,0.482,-0.281,0.527,-1.093,-0.21,0.27,-0.183,0.621,0.138,-0.407,0.73,-0.271,-0.825,-0.815,-0.046,-0.091,0.772,-0.149,-0.266,0.0
157,0.148,0.269,0.001,0.449,-0.743,0.11,0.104,-0.388,0.185,0.032,-0.116,0.73,-0.079,-0.5,-0.99,-0.187,-0.375,0.368,-0.115,-0.277,0.0
158,-0.051,0.268,-0.518,0.449,-0.74,-0.13,0.238,-0.134,0.536,0.352,-0.418,0.608,0.0,-0.624,-0.338,-0.17,-0.062,0.265,0.279,-0.137,0.0
159,0.38,0.259,-0.299,0.727,-0.697,-0.179,0.258,-0.576,0.443,0.195,-0.187,0.538,0.027,-0.534,-0.908,-0.517,-0.229,0.841,-0.404,-0.662,0.0
160,-0.456,0.027,-0.144,0.144,-0.986,0.146,0.172,-0.268,0.369,0.051,-0.205,0.767,0.076,-0.706,-0.995,0.092,-0.087,0.088,-0.174,-0.238,0.0
161,0.869,0.531,-0.205,0.675,-0.57,-0.106,0.381,-0.715,0.145,0.24,-0.228,0.7,-0.354,-0.278,-1.009,-0.636,-0.325,0.945,-0.375,-0.532,0.0
162,-0.585,0.256,-0.723,0.167,-1.187,-0.036,0.124,-0.092,0.912,0.14,-0.592,0.71,0.167,-1.205,-0.619,0.514,0.306,0.382,0.251,-0.096,0.0
163,0.612,0.329,-0.264,0.409,-0.566,-0.209,0.263,-0.501,0.245,0.037,-0.17,0.74,-0.216,-0.381,-0.645,-0.474,-0.284,0.7,0.02,-0.191,0.0
164,0.033,0.299,-0.083,0.474,-0.728,-0.192,0.169,-0.574,0.183,-0.005,-0.325,0.937,-0.021,-0.648,-0.862,0.123,-0.354,0.447,-0.166,-0.255,0.0
165,0.164,0.37,-0.264,0.443,-0.657,-0.084,0.336,-0.595,0.544,0.281,-0.403,0.663,-0.216,-0.676,-0.653,-0.256,0.095,0.552,-0.157,-0.257,0.0
166,0.326,0.188,-0.479,0.447,-1.041,-0.164,0.292,-0.374,0.456,0.003,-0.473,0.934,0.015,-0.756,-0.734,0.085,-0.32,0.583,0.124,-0.089,0.0
167,0.069,0.41,-0.487,0.631,-1.252,-0.124,0.52,-0.222,0.713,0.258,-0.576,0.596,-0.227,-0.941,-0.785,-0.054,0.072,0.799,-0.101,-0.284,0.0
168,-0.375,0.043,-0.099,0.074,-1.088,-0.042,0.159,0.179,0.491,-0.163,-0.198,0.824,0.03,-0.836,-0.686,0.237,-0.032,0.095,-0.031,-0.01,0.0
169,0.186,0.357,-0.642,0.502,-0.775,-0.378,0.361,-0.348,0.45,0.048,-0.501,0.538,-0.181,-0.793,-0.484,0.011,-0.027,0.523,-0.193,-0.066,0.0
170,0.451,0.504,-0.617,0.513,-1.088,0.118,0.254,-0.489,0.416,0.123,-0.433,0.936,-0.048,-0.477,-1.112,0.042,-0.213,0.639,-0.379,-0.407,0.0
171,0.705,0.414,-0.216,0.449,-0.605,-0.171,0.157,-0.645,0.31,0.072,-0.274,0.847,-0.283,-0.534,-0.78,-0.834,-0.15,0.964,-0.119,-0.299,0.0
172,0.674,0.349,-0.419,0.796,-0.685,-0.197,0.378,-0.718,0.167,0.155,-0.423,0.453,-0.031,-0.575,-1.098,-0.523,-0.35,1.229,-0.375,-0.595,0.0
173,0.626,0.284,-0.698,0.577,-0.586,-0.199,0.371,-0.829,0.386,0.266,-0.622,0.669,0.101,-0.454,-0.799,-0.032,-0.283,0.685,-0.264,-0.278,0.0
174,0.465,0.529,-0.2,0.766,-0.989,0.157,0.34,-0.401,0.313,0.017,-0.445,0.542,-0.495,-0.698,-1.277,-0.079,-0.294,0.849,-0.709,-0.682,0.0
175,0.187,0.293,-0.414,0.488,-1.16,-0.082,0.021,-0.492,0.425,-0.112,-0.495,1.322,-0.202,-0.932,-0.688,0.056,-0.046,0.596,-0.261,-0.176,0.0
176,0.489,0.429,-0.118,0.466,-0.815,-0.221,0.334,-0.509,0.3,0.047,-0.228,0.677,-0.176,-0.52,-1.055,-0.033,-0.243,0.703,-0.342,-0.291,0.0
177,0.568,0.405,-0.282,0.768,-0.478,-0.127,0.351,-1.146,0.548,0.17,-0.42,0.739,-0.26,-0.472,-1.266,-0.318,-0.282,0.898,-0.667,-0.685,0.0
178,0.794,0.456,-0.293,0.631,-0.616,-0.062,0.251,-0.548,0.369,0.112,-0.276,0.729,-0.328,-0.503,-0.912,-0.619,-0.198,1.094,-0.315,-0.384,0.0
179,0.369,0.249,-0.146,0.648,-0.749,-0.251,0.042,-0.541,0.262,0.082,-0.177,0.901,-0.174,-0.622,-0.568,-0.687,-0.219,0.866,-0.073,-0.229,0.0
180,-0.81,0.021,-0.31,0.129,-0.963,0.431,-0.001,0.057,0.408,-0.06,-0.253,1.058,0.293,-0.709,-0.37,0.315,-0.226,-0.336,0.228,0.051,0.0
181,0.15,0.216,-0.1,0.709,-0.558,-0.149,0.337,-0.557,0.249,0.13,-0.213,0.49,-0.099,-0.353,-0.97,-0.3,-0.461,0.406,-0.198,-0.357,0.0
182,0.272,0.459,-0.477,0.635,-0.91,0.144,0.238,-0.808,0.402,0.137,-0.504,1.01,-0.254,-0.667,-1.11,0.468,-0.362,0.607,-0.451,-0.522,0.0
183,0.018,0.197,-0.299,0.473,-0.9,0.114,0.318,-0.178,0.613,0.073,-0.369,0.649,0.074,-0.776,-0.648,-0.164,-0.136,0.48,-0.082,-0.448,0.0
184,0.905,0.507,-0.113,0.81,-0.553,-0.132,0.376,-0.89,0.102,0.26,-0.351,0.584,-0.328,-0.236,-1.224,-0.497,-0.316,0.922,-0.501,-0.842,0.0
185,0.425,0.248,-0.291,0.527,-0.446,-0.263,0.273,-0.761,0.377,0.295,-0.298,0.645,0.08,-0.516,-0.838,-0.353,-0.253,0.678,-0.172,-0.348,0.0
186,0.35,0.404,-0.458,0.211,-0.957,-0.145,0.305,-0.421,0.815,0.315,-0.499,0.786,-0.178,-0.865,-0.544,-0.168,0.108,0.954,0.218,-0.103,0.0
187,-0.268,0.187,-0.3,0.648,-0.638,0.042,0.311,-0.388,0.153,-0.064,-0.272,0.685,-0.117,-0.592,-0.793,0.068,-0.447,0.08,-0.247,-0.43,0.0
188,0.612,0.583,0.03,0.529,-0.174,-0.298,0.239,-0.727,0.231,0.406,-0.211,0.749,-0.45,-0.384,-0.708,-0.439,-0.275,0.781,-0.274,-0.269,0.0
189,-0.256,0.255,-0.274,0.181,-0.899,0.172,0.066,-0.187,0.596,0.258,-0.225,0.79,0.02,-0.598,-0.647,0.08,-0.104,0.132,0.003,-0.014,0.0
190,0.671,0.462,-0.046,0.491,-0.402,-0.236,0.25,-0.697,0.271,0.248,-0.278,0.578,-0.099,-0.362,-0.76,-0.322,-0.248,0.711,-0.144,-0.301,0.0
191,0.389,0.523,-0.365,0.547,-0.684,-0.242,0.041,-0.599,0.426,0.316,-0.225,0.782,-0.179,-0.588,-0.863,-0.32,-0.165,0.842,-0.19,-0.262,0.0
192,-0.283,0.211,-0.494,0.528,-1.049,0.038,0.2,-0.697,0.6,-0.036,-0.585,0.733,-0.096,-0.949,-1.122,0.502,-0.208,0.265,-0.322,-0.443,0.0
193,-0.291,0.1,-0.302,0.335,-0.899,0.098,-0.016,-0.353,0.422,0.073,-0.269,0.987,0.133,-0.682,-0.916,0.047,-0.177,0.161,-0.053,-0.274,0.0
194,-0.093,0.247,-0.232,0.688,-0.852,0.145,0.138,-0.44,0.088,0.091,-0.404,0.821,-0.034,-0.233,-0.847,0.04,-0.437,0.104,-0.006,-0.38,0.0
195,0.336,0.312,-0.645,0.635,-0.965,-0.059,0.335,-0.483,0.476,0.108,-0.7,0.499,-0.135,-0.78,-0.559,0.005,-0.15,0.483,-0.039,-0.311,0.0
196,0.357,0.401,-0.607,0.623,-0.605,-0.238,0.065,-0.765,0.17,0.037,-0.341,1.025,0.07,-0.579,-0.963,-0.124,-0.135,0.618,-0.321,-0.488,0.0
197,0.312,0.434,-0.372,0.425,-0.968,-0.045,0.404,-0.481,0.651,-0.05,-0.385,0.65,-0.245,-0.825,-0.613,-0.238,-0.057,0.711,-0.088,-0.31,0.0
198,0.202,0.435,0.159,0.497,-0.646,0.146,0.136,-0.35,0.338,0.245,0.053,0.901,-0.387,-0.258,-1.262,-0.508,-0.269,0.509,-0.7,-0.618,0.0
199,0.484,0.304,-0.53,0.669,-0.778,-0.182,0.347,-0.777,0.135,-0.11,-0.456,0.606,-0.162,-0.539,-0.977,-0.392,-0.369,0.846,-0.358,-0.505,0.0
200,0.182,0.266,-0.104,0.829,-1.123,0.07,0.127,-0.566,0.438,-0.307,-0.279,1.031,-0.312,-0.784,-1.238,-0.128,-0.436,0.742,-0.64,-0.788,0.0
201,0.122,0.443,-0.562,0.2,-1.285,-0.14,0.415,-0.212,0.745,0.231,-0.76,0.699,-0.295,-0.98,-0.262,0.102,0.373,0.695,0.272,0.071,0.0
202,0.732,0.342,-0.525,0.648,-0.329,-0.153,0.492,-0.815,0.304,0.091,-0.315,0.479,0.115,-0.419,-1.25,-0.37,-0.456,0.868,-0.392,-0.691,0.0
203,0.622,0.335,-0.598,0.743,-0.939,-0.21,0.004,-0.521,0.283,0.024,-0.469,0.876,-0.079,-0.76,-0.76,-0.329,-0.216,0.935,-0.267,-0.498,0.0
204,0.487,0.497,-0.532,0.807,-1.034,0.024,0.537,-0.621,0.358,0.131,-0.531,0.469,-0.363,-0.616,-1.111,-0.39,-0.217,1.033,-0.425,-0.635,0.0
205,0.638,0.567,-0.829,0.503,-0.743,-0.274,0.112,-0.707,0.473,0.275,-0.577,0.82,-0.201,-0.856,-0.843,-0.077,0.01,0.913,-0.287,-0.311,0.0
206,0.477,0.463,-0.136,0.69,-0.594,-0.175,0.435,-0.913,0.024,-0.034,-0.36,0.682,-0.283,-0.606,-1.159,-0.33,-0.169,0.823,-0.491,-0.715,0.0
207,-0.477,0.126,-0.252,0.149,-1.344,0.044,-0.1,0.374,0.391,-0.084,-0.427,0.975,0.054,-0.822,-0.202,0.024,-0.008,-0.086,0.194,0.098,0.0
208,-0.295,0.105,-0.021,0.478,-0.688,0.248,0.061,-0.119,0.094,0.21,-0.115,0.886,0.011,-0.332,-0.722,-0.008,-0.348,-0.087,-0.072,-0.228,0.0
209,0.807,0.63,-0.589,0.873,-0.865,0.089,0.274,-1.061,0.609,0.133,-0.625,0.745,-0.451,-0.727,-1.428,0.06,-0.325,1.086,-0.629,-0.868,0.0
210,-0.007,0.266,-0.198,0.426,-0.997,-0.116,0.243,-0.478,0.461,0.227,-0.343,0.802,-0.165,-0.845,-1.01,0.069,-0.051,0.587,-0.387,-0.48,0.0
211,0.448,0.488,-0.492,0.568,-0.763,-0.152,0.138,-0.737,0.349,0.329,-0.508,0.827,-0.151,-0.606,-0.913,-0.216,-0.187,0.882,-0.108,-0.296,0.0
212,0.65,0.519,-0.4,0.435,-1.182,-0.013,0.213,-0.166,0.378,0.089,-0.536,0.623,-0.365,-0.731,-0.542,-0.401,-0.022,0.861,-0.01,-0.181,0.0
213,0.414,0.119,0.032,0.322,-0.334,0.074,0.042,-0.528,-0.159,0.028,0.022,0.89,-0.036,-0.335,-1.0,-0.449,-0.447,0.459,-0.322,-0.448,0.0
214,0.596,0.573,-0.076,0.599,-0.801,-0.165,0.461,-0.586,0.437,0.201,-0.295,0.378,-0.388,-0.495,-1.252,-0.119,-0.338,0.783,-0.416,-0.496,0.0
215,0.163,0.29,-0.206,0.43,-0.504,-0.076,0.287,-0.476,0.286,0.197,-0.047,0.689,-0.072,-0.54,-0.793,-0.594,-0.189,0.821,-0.059,-0.383,0.0
216,0.569,0.447,-0.826,0.456,-1.221,-0.381,0.361,-0.43,0.641,0.124,-0.734,0.547,-0.099,-1.005,-0.672,-0.286,0.016,1.104,0.033,-0.192,0.0
217,0.139,0.369,-0.485,0.486,-1.176,-0.098,0.208,-0.35,0.566,0.095,-0.523,0.874,-0.377,-0.799,-0.631,-0.09,-0.073,0.649,-0.143,-0.343,0.0
218,0.534,0.286,-0.573,0.685,-0.643,-0.118,0.555,-0.892,0.413,0.231,-0.487,0.456,-0.025,-0.483,-0.902,-0.411,-0.399,0.757,-0.352,-0.553,0.0
219,0.497,0.18,0.183,0.614,-0.289,-0.058,0.083,-0.76,-0.018,0.11,-0.065,0.85,0.004,-0.261,-1.305,-0.064,-0.468,0.527,-0.579,-0.622,0.0
220,0.226,0.252,-0.476,0.628,-0.874,-0.099,0.339,-0.532,0.719,0.11,-0.484,0.665,-0.018,-0.666,-0.702,-0.156,-0.322,0.789,-0.068,-0.327,0.0
221,0.956,0.221,-0.172,0.591,-0.376,-0.298,0.292,-0.664,0.306,0.042,-0.138,0.757,0.038,-0.409,-0.944,-0.499,-0.412,0.996,-0.387,-0.391,0.0
222,0.893,0.412,0.027,0.473,0.038,-0.288,0.128,-0.839,-0.106,0.291,-0.006,0.902,-0.356,-0.07,-1.174,-0.792,-0.229,0.807,-0.544,-0.562,0.0
223,0.426,0.607,-0.223,0.508,-0.872,-0.018,0.55,-0.542,0.545,0.351,-0.563,0.419,-0.286,-0.493,-0.722,-0.323,-0.33,0.67,0.114,-0.254,0.0
224,0.772,0.535,-0.486,0.835,-0.79,-0.224,0.267,-0.809,0.771,0.278,-0.451,0.853,-0.316,-0.598,-0.895,-0.341,-0.206,1.114,-0.422,-0.418,0.0
225,-0.314,0.057,-0.021,0.496,-0.611,0.268,-0.094,-0.5,0.21,0.072,-0.213,0.995,0.141,-0.53,-1.014,0.252,-0.346,-0.032,-0.232,-0.354,0.0
226,0.259,0.392,-0.022,0.514,-0.824,-0.044,0.271,-0.42,0.252,-0.1,-0.113,0.647,-0.228,-0.581,-1.313,-0.16,-0.444,0.613,-0.282,-0.462,0.0
227,0.513,0.258,-0.482,0.381,-0.824,-0.027,0.374,-0.623,0.566,0.129,-0.471,0.853,-0.046,-0.659,-0.42,-0.252,-0.154,0.837,0.068,-0.14,0.0
228,-0.199,0.144,-0.185,0.724,-0.945,0.101,0.177,-0.372,0.5,-0.097,-0.33,0.746,-0.084,-0.784,-0.911,-0.414,-0.375,0.449,-0.603,-0.689,0.0
229,0.577,0.298,-0.12,0.463,-0.64,-0.129,-0.01,-0.744,0.121,0.071,-0.201,1.042,-0.197,-0.539,-1.016,-0.556,-0.239,0.759,-0.347,-0.428,0.0
230,-0.718,0.135,-0.38,0.246,-1.284,-0.068,0.277,-0.171,0.317,0.028,-0.559,0.597,-0.138,-0.943,-0.824,0.518,-0.052,0.005,-0.158,-0.14,0.0
231,0.581,0.497,0.108,0.757,-0.319,-0.192,0.266,-0.798,0.082,0.107,-0.008,0.674,-0.505,-0.175,-1.271,-0.696,-0.458,0.812,-0.571,-0.723,0.0
232,0.128,0.575,-0.691,0.699,-1.123,-0.137,0.271,-0.692,0.799,0.111,-0.711,0.69,-0.249,-1.038,-0.704,-0.1,-0.113,0.926,-0.138,-0.441,0.0
233,0.367,0.17,0.27,0.401,-0.206,-0.219,0.306,-0.524,-0.143,0.087,0.164,0.842,0.022,-0.063,-0.952,-0.424,-0.456,0.325,-0.187,-0.197,0.0
234,0.247,0.436,-0.415,0.293,-0.97,-0.156,0.308,-0.413,0.294,0.208,-0.426,0.633,-0.381,-0.79,-0.945,0.021,-0.035,0.704,-0.157,-0.291,0.0
235,0.239,0.378,-0.898,0.626,-1.472,0.108,0.299,-0.359,0.607,-0.079,-0.732,0.809,-0.05,-0.986,-0.797,0.099,-0.209,0.815,-0.133,-0.438,0.0
236,0.718,0.383,0.142,0.376,-0.346,-0.257,0.215,-0.388,0.46,0.434,0.093,0.656,-0.122,-0.197,-0.77,-0.645,-0.229,0.974,0.006,-0.248,0.0
237,-0.247,-0.014,0.022,0.498,-0.58,0.127,0.106,-0.745,0.37,0.153,-0.141,0.95,0.07,-0.383,-1.054,0.174,-0.368,0.008,-0.446,-0.456,0.0
238,0.705,0.753,-0.432,0.586,-0.47,-0.278,0.423,-0.718,0.641,0.338,-0.377,0.619,-0.347,-0.556,-1.015,-0.34,-0.225,0.968,-0.165,-0.515,0.0
239,0.966,0.69,-0.028,0.499,-0.18,-0.127,0.39,-1.191,0.278,0.282,-0.209,0.65,-0.476,-0.187,-1.056,-0.39,-0.265,1.126,-0.386,-0.455,0.0
240,0.509,0.59,-0.757,0.547,-1.307,-0.058,0.281,-0.314,0.737,0.201,-0.571,0.924,-0.383,-0.915,-0.834,-0.387,0.039,1.039,-0.35,-0.629,0.0
241,-0.027,0.408,-0.507,0.425,-0.979,-0.238,0.419,-0.331,0.449,0.018,-0.442,0.741,-0.24,-0.828,-0.741,-0.229,-0.237,0.73,-0.174,-0.277,0.0
242,0.404,0.669,-0.745,0.544,-0.914,-0.053,0.47,-0.407,0.554,0.258,-0.634,0.689,-0.549,-0.863,-0.667,-0.505,0.11,1.05,-0.355,-0.354,0.0
243,0.497,0.576,-0.336,0.713,-0.534,-0.053,0.452,-0.77,0.508,0.019,-0.463,0.481,-0.172,-0.52,-0.85,-0.314,-0.416,0.677,-0.174,-0.449,0.0
244,-0.055,0.44,-1.015,0.322,-1.254,-0.255,0.47,-0.557,0.92,0.247,-0.874,0.669,-0.081,-1.026,-0.439,0.445,0.364,0.641,0.051,-0.207,0.0
245,0.166,0.242,-0.284,0.501,-0.533,-0.127,0.169,-0.21,0.043,0.15,-0.091,0.678,-0.218,-0.308,-0.752,-0.32,-0.352,0.23,-0.158,-0.167,0.0
246,0.575,0.692,-0.215,0.737,-0.644,-0.165,0.37,-0.702,0.433,0.233,-0.282,0.457,-0.37,-0.52,-0.978,-0.62,-0.279,1.236,-0.179,-0.527,0.0
247,0.583,0.428,-0.168,0.695,-0.608,0.147,0.441,-0.868,0.056,0.148,-0.32,0.543,-0.274,-0.167,-1.158,-0.311,-0.461,0.525,-0.496,-0.536,0.0
248,-0.115,0.327,-0.102,0.471,-0.646,0.21,0.427,-0.234,0.179,0.2,-0.09,0.682,-0.272,-0.384,-0.456,-0.706,-0.19,0.31,0.107,-0.14,0.0
249,-0.157,0.355,-0.773,0.48,-1.486,0.243,0.335,-0.562,0.529,0.016,-0.683,0.651,-0.197,-0.997,-1.15,0.515,-0.197,0.436,-0.486,-0.476,0.0
250,0.631,0.382,-0.242,0.468,-0.491,-0.252,0.317,-0.478,0.157,0.035,-0.165,0.789,-0.03,-0.381,-0.625,-0.66,-0.377,0.727,-0.011,-0.114,0.0
251,-0.42,0.041,-0.103,0.417,-0.658,0.138,0.092,-0.255,0.043,0.111,-0.15,0.845,0.181,-0.469,-0.854,0.14,-0.379,-0.085,-0.119,-0.267,0.0
252,0.231,0.674,-0.474,0.407,-1.107,-0.157,0.377,-0.42,0.514,0.105,-0.366,0.589,-0.45,-0.792,-0.66,-0.371,-0.131,0.871,0.017,-0.22,0.0
253,0.442,0.292,-0.12,0.55,-0.515,-0.092,0.186,-0.453,-0.054,0.04,-0.152,0.826,0.07,-0.394,-0.794,-0.574,-0.441,0.664,-0.152,-0.268,0.0
254,-0.2,0.026,-0.544,0.395,-0.836,0.046,-0.093,-0.603,0.365,0.125,-0.431,0.912,0.285,-0.713,-0.798,0.283,-0.173,0.246,-0.116,-0.373,0.0
255,0.481,0.256,-0.481,0.731,-0.937,-0.165,0.469,-0.776,0.375,0.02,-0.602,0.607,-0.317,-0.832,-1.094,-0.021,-0.176,0.73,-0.514,-0.624,0.0
256,0.591,0.696,-0.708,0.597,-0.853,-0.4,0.287,-0.768,0.667,0.214,-0.673,0.435,-0.43,-0.921,-0.777,-0.118,0.02,1.069,-0.052,-0.282,0.0
257,0.703,0.448,-0.158,0.676,-0.44,-0.345,0.389,-0.635,0.207,0.113,-0.234,0.772,-0.157,-0.493,-0.808,-0.515,-0.171,0.919,-0.325,-0.405,0.0
258,0.568,0.399,-0.503,0.433,-0.953,-0.018,0.078,-0.421,0.071,0.066,-0.33,0.92,-0.272,-0.563,-0.816,-0.469,-0.281,0.693,-0.333,-0.406,0.0
259,-0.229,0.19,-0.2,0.64,-0.82,0.024,0.177,-0.664,0.266,0.011,-0.362,0.84,0.02,-0.579,-1.188,0.182,-0.446,0.33,-0.417,-0.412,0.0
260,-0.329,0.072,-0.548,0.281,-1.504,-0.045,0.22,0.044,0.678,-0.085,-0.651,0.799,0.097,-1.079,-0.508,0.234,0.074,0.29,0.077,-0.104,0.0
261,0.569,0.524,-0.185,0.588,-0.601,-0.214,0.207,-0.579,0.405,0.349,-0.353,0.74,-0.364,-0.48,-0.622,-0.397,-0.043,0.796,0.098,-0.083,0.0
262,0.653,0.373,0.278,0.519,-0.58,-0.173,0.28,-0.323,-0.101,0.009,0.153,0.691,-0.311,-0.195,-1.194,-0.767,-0.391,0.71,-0.387,-0.495,0.0
263,0.579,0.529,-0.334,0.728,-0.662,0.055,0.23,-0.884,0.413,0.29,-0.382,0.712,-0.203,-0.485,-1.313,-0.358,-0.129,0.753,-0.616,-0.743,0.0
264,0.89,0.501,-0.206,0.658,-0.841,0.002,0.235,-0.555,0.26,0.201,-0.231,0.696,-0.257,-0.374,-1.15,-0.432,-0.306,0.885,-0.389,-0.581,0.0
265,0.268,0.533,-0.666,0.676,-0.916,-0.317,0.36,-0.964,0.771,0.269,-0.607,0.823,-0.334,-0.875,-0.869,-0.18,-0.091,1.1,-0.295,-0.44,0.0
266,0.208,0.346,-0.58,0.563,-0.992,-0.099,0.221,-0.551,0.538,0.175,-0.488,0.825,-0.073,-0.829,-0.771,-0.321,-0.236,0.669,-0.06,-0.348,0.0
267,0.478,0.538,-0.289,0.572,-0.915,0.076,0.525,-0.538,0.173,-0.146,-0.339,0.633,-0.286,-0.574,-1.038,-0.179,-0.391,0.819,-0.397,-0.558,0.0
268,-0.48,0.033,-0.121,0.396,-0.812,-0.008,0.099,-0.051,0.344,0.074,-0.242,0.819,0.106,-0.585,-0.576,-0.031,-0.223,-0.038,0.021,-0.199,0.0
269,0.173,0.325,-0.425,0.454,-0.884,-0.094,-0.003,-0.589,0.297,0.125,-0.413,0.853,-0.149,-0.613,-0.804,-0.086,-0.247,0.525,-0.156,-0.283,0.0
270,0.086,0.216,-0.237,0.562,-1.071,-0.264,0.121,-0.492,0.498,0.0,-0.427,0.725,0.126,-0.786,-1.05,0.049,-0.293,0.673,-0.232,-0.424,0.0
271,-0.42,0.171,-0.741,0.235,-1.317,0.175,0.158,-0.054,0.534,0.025,-0.723,0.814,0.138,-1.088,-0.495,0.284,0.139,0.166,0.132,-0.064,0.0
272,-0.018,0.238,-0.37,0.555,-1.119,0.049,0.252,-0.279,0.409,-0.052,-0.432,0.703,0.121,-0.892,-0.861,-0.066,-0.039,0.513,-0.251,-0.487,0.0
273,-0.41,0.252,-0.382,0.455,-0.98,-0.114,0.187,-0.143,0.515,0.127,-0.477,0.864,-0.011,-0.86,-0.567,0.072,-0.184,0.162,-0.136,-0.149,0.0
274,0.082,0.419,-0.559,0.657,-0.891,0.001,0.46,-0.704,0.494,0.082,-0.597,0.611,-0.178,-0.726,-0.727,-0.264,-0.161,0.858,-0.035,-0.389,0.0
275,-0.026,0.176,-0.233,0.342,-0.497,-0.086,0.159,-0.509,0.321,0.153,-0.262,0.773,0.06,-0.623,-0.613,-0.357,-0.162,0.385,0.134,-0.09,0.0
276,0.562,0.543,-0.168,0.502,-0.669,0.028,0.237,-0.716,0.528,0.145,-0.282,0.744,-0.295,-0.578,-1.059,-0.354,-0.24,0.776,-0.255,-0.409,0.0
277,0.058,0.474,-0.573,0.558,-1.065,-0.042,0.269,-0.474,0.47,-0.212,-0.631,0.572,-0.104,-1.044,-0.749,0.42,0.081,0.664,-0.277,-0.414,0.0
278,-0.248,0.154,-0.302,0.495,-0.767,0.018,0.303,-0.333,0.29,-0.008,-0.369,0.713,0.138,-0.612,-0.749,-0.283,-0.133,0.276,-0.294,-0.32,0.0
279,0.366,0.465,-0.59,0.796,-0.791,-0.178,0.231,-0.563,0.559,0.262,-0.554,0.753,-0.171,-0.575,-0.889,0.201,-0.123,0.406,-0.395,-0.557,0.0
280,0.95,0.651,-0.139,0.592,-0.385,-0.181,0.443,-0.797,0.186,0.224,-0.225,0.717,-0.378,-0.224,-0.928,-0.817,-0.287,1.109,-0.368,-0.379,0.0
281,-0.052,0.208,-0.048,0.44,-0.543,-0.009,0.158,-0.794,0.284,0.041,-0.024,0.897,-0.202,-0.463,-1.006,-0.279,-0.358,0.452,-0.265,-0.272,0.0
282,0.528,0.34,-0.184,0.648,-0.646,-0.115,0.334,-0.568,0.309,0.096,-0.287,0.59,-0.159,-0.406,-0.996,-0.056,-0.327,0.656,-0.358,-0.365,0.0
283,0.889,0.596,0.151,0.556,-0.564,0.036,0.015,-0.441,0.252,0.334,0.104,1.034,-0.422,-0.266,-1.072,-0.773,-0.133,0.964,-0.468,-0.449,0.0
284,0.634,0.746,-0.426,0.577,-0.882,-0.237,0.319,-0.545,0.553,0.122,-0.493,0.612,-0.506,-0.733,-0.641,-0.763,0.011,1.074,-0.123,-0.446,0.0
